"","date","SLRC"
"1","2010-02-09",18
"2","2010-02-10",18.08
"3","2010-02-11",18.35
"4","2010-02-12",18.42
"5","2010-02-16",18.35
"6","2010-02-17",18.299999
"7","2010-02-18",18.24
"8","2010-02-19",18.27
"9","2010-02-22",18.24
"10","2010-02-23",18.209999
"11","2010-02-24",18.4
"12","2010-02-25",18.26
"13","2010-02-26",18.459999
"14","2010-03-01",18.540001
"15","2010-03-02",18.65
"16","2010-03-03",18.860001
"17","2010-03-04",18.83
"18","2010-03-05",19.6
"19","2010-03-08",19.5
"20","2010-03-09",19.370001
"21","2010-03-10",19.35
"22","2010-03-11",19.15
"23","2010-03-12",19.15
"24","2010-03-15",19.43
"25","2010-03-16",19.299999
"26","2010-03-17",19.450001
"27","2010-03-18",19.65
"28","2010-03-19",19.24
"29","2010-03-22",19.99
"30","2010-03-23",20.299999
"31","2010-03-24",20.290001
"32","2010-03-25",20.84
"33","2010-03-26",21.9
"34","2010-03-29",22
"35","2010-03-30",21.280001
"36","2010-03-31",21.139999
"37","2010-04-01",22.34
"38","2010-04-05",22.43
"39","2010-04-06",22.59
"40","2010-04-07",22.780001
"41","2010-04-08",22.85
"42","2010-04-09",22.790001
"43","2010-04-12",22.959999
"44","2010-04-13",23.59
"45","2010-04-14",23.73
"46","2010-04-15",23.540001
"47","2010-04-16",22.48
"48","2010-04-19",22.709999
"49","2010-04-20",23.5
"50","2010-04-21",23.5
"51","2010-04-22",23.639999
"52","2010-04-23",23.549999
"53","2010-04-26",23.440001
"54","2010-04-27",22.57
"55","2010-04-28",23.02
"56","2010-04-29",23.41
"57","2010-04-30",23.26
"58","2010-05-03",23.16
"59","2010-05-04",22.9
"60","2010-05-05",23.040001
"61","2010-05-06",20.549999
"62","2010-05-07",21.74
"63","2010-05-10",23.52
"64","2010-05-11",23.5
"65","2010-05-12",23.540001
"66","2010-05-13",22.07
"67","2010-05-14",21
"68","2010-05-17",21.09
"69","2010-05-18",20.98
"70","2010-05-19",20.440001
"71","2010-05-20",19.9
"72","2010-05-21",20.290001
"73","2010-05-24",20.4
"74","2010-05-25",20.629999
"75","2010-05-26",20.58
"76","2010-05-27",21.16
"77","2010-05-28",21.34
"78","2010-06-01",21.27
"79","2010-06-02",21.290001
"80","2010-06-03",21.299999
"81","2010-06-04",20.92
"82","2010-06-07",21.030001
"83","2010-06-08",21.1
"84","2010-06-09",21.16
"85","2010-06-10",21.450001
"86","2010-06-11",21.700001
"87","2010-06-14",20.92
"88","2010-06-15",20.040001
"89","2010-06-16",19.85
"90","2010-06-17",19.530001
"91","2010-06-18",19.4
"92","2010-06-21",19.379999
"93","2010-06-22",19.200001
"94","2010-06-23",19.139999
"95","2010-06-24",19.15
"96","2010-06-25",19.49
"97","2010-06-28",19.540001
"98","2010-06-29",19.700001
"99","2010-06-30",19.26
"100","2010-07-01",19.09
"101","2010-07-02",19.030001
"102","2010-07-06",18.82
"103","2010-07-07",19.389999
"104","2010-07-08",19.530001
"105","2010-07-09",19.530001
"106","2010-07-12",19.65
"107","2010-07-13",20.030001
"108","2010-07-14",19.940001
"109","2010-07-15",19.879999
"110","2010-07-16",19.65
"111","2010-07-19",19.85
"112","2010-07-20",19.76
"113","2010-07-21",19.73
"114","2010-07-22",19.9
"115","2010-07-23",19.959999
"116","2010-07-26",20.389999
"117","2010-07-27",20.540001
"118","2010-07-28",20.33
"119","2010-07-29",20.43
"120","2010-07-30",20.620001
"121","2010-08-02",20.73
"122","2010-08-03",20.610001
"123","2010-08-04",20.18
"124","2010-08-05",20.27
"125","2010-08-06",20.23
"126","2010-08-09",20.26
"127","2010-08-10",20
"128","2010-08-11",19.66
"129","2010-08-12",20.25
"130","2010-08-13",20.25
"131","2010-08-16",20.27
"132","2010-08-17",20.35
"133","2010-08-18",20.02
"134","2010-08-19",19.940001
"135","2010-08-20",19.870001
"136","2010-08-23",19.799999
"137","2010-08-24",19.66
"138","2010-08-25",19.799999
"139","2010-08-26",19.43
"140","2010-08-27",19.85
"141","2010-08-30",19.780001
"142","2010-08-31",19.639999
"143","2010-09-01",20.02
"144","2010-09-02",20.01
"145","2010-09-03",20.17
"146","2010-09-07",20.030001
"147","2010-09-08",20.1
"148","2010-09-09",20.040001
"149","2010-09-10",20.25
"150","2010-09-13",20.42
"151","2010-09-14",20.5
"152","2010-09-15",20.25
"153","2010-09-16",20.129999
"154","2010-09-17",20.219999
"155","2010-09-20",20.629999
"156","2010-09-21",20.629999
"157","2010-09-22",20.73
"158","2010-09-23",20.459999
"159","2010-09-24",20.76
"160","2010-09-27",20.99
"161","2010-09-28",21.200001
"162","2010-09-29",21.66
"163","2010-09-30",21.450001
"164","2010-10-01",21.58
"165","2010-10-04",21.52
"166","2010-10-05",21.6
"167","2010-10-06",21.58
"168","2010-10-07",21.52
"169","2010-10-08",21.59
"170","2010-10-11",21.549999
"171","2010-10-12",21.59
"172","2010-10-13",21.67
"173","2010-10-14",21.85
"174","2010-10-15",21.940001
"175","2010-10-18",21.9
"176","2010-10-19",22.02
"177","2010-10-20",22.08
"178","2010-10-21",21.99
"179","2010-10-22",22.280001
"180","2010-10-25",22.27
"181","2010-10-26",22.290001
"182","2010-10-27",22.42
"183","2010-10-28",22.209999
"184","2010-10-29",22.32
"185","2010-11-01",22.540001
"186","2010-11-02",22.870001
"187","2010-11-03",23.219999
"188","2010-11-04",23.209999
"189","2010-11-05",23.110001
"190","2010-11-08",23.190001
"191","2010-11-09",22.84
"192","2010-11-10",23.08
"193","2010-11-11",23.27
"194","2010-11-12",23.299999
"195","2010-11-15",23.32
"196","2010-11-16",22.85
"197","2010-11-17",23.110001
"198","2010-11-18",23.129999
"199","2010-11-19",23.440001
"200","2010-11-22",23.42
"201","2010-11-23",23.459999
"202","2010-11-24",23.51
"203","2010-11-26",23.639999
"204","2010-11-29",23.559999
"205","2010-11-30",23.41
"206","2010-12-01",24.17
"207","2010-12-02",24.040001
"208","2010-12-03",24.26
"209","2010-12-06",24.67
"210","2010-12-07",25.040001
"211","2010-12-08",25.030001
"212","2010-12-09",24.690001
"213","2010-12-10",24.91
"214","2010-12-13",24.889999
"215","2010-12-14",24.969999
"216","2010-12-15",24.030001
"217","2010-12-16",24.32
"218","2010-12-17",24.4
"219","2010-12-20",24.32
"220","2010-12-21",24.549999
"221","2010-12-22",24.790001
"222","2010-12-23",24.73
"223","2010-12-27",24.940001
"224","2010-12-28",25.09
"225","2010-12-29",24.77
"226","2010-12-30",25.01
"227","2010-12-31",24.780001
"228","2011-01-03",24.99
"229","2011-01-04",24.559999
"230","2011-01-05",24.93
"231","2011-01-06",24.889999
"232","2011-01-07",24.799999
"233","2011-01-10",24.280001
"234","2011-01-11",24.700001
"235","2011-01-12",24.620001
"236","2011-01-13",24.83
"237","2011-01-14",24.4
"238","2011-01-18",24.18
"239","2011-01-19",23.610001
"240","2011-01-20",23.65
"241","2011-01-21",23.98
"242","2011-01-24",24.389999
"243","2011-01-25",24.360001
"244","2011-01-26",24.379999
"245","2011-01-27",24.540001
"246","2011-01-28",24.24
"247","2011-01-31",23.75
"248","2011-02-01",24.66
"249","2011-02-02",24.610001
"250","2011-02-03",24.65
"251","2011-02-04",24.809999
"252","2011-02-07",24.85
"253","2011-02-08",24.9
"254","2011-02-09",25.059999
"255","2011-02-10",25.01
"256","2011-02-11",25.41
"257","2011-02-14",25.24
"258","2011-02-15",25
"259","2011-02-16",25
"260","2011-02-17",25
"261","2011-02-18",25
"262","2011-02-22",24.200001
"263","2011-02-23",23.969999
"264","2011-02-24",24.23
"265","2011-02-25",24.700001
"266","2011-02-28",24.5
"267","2011-03-01",24.200001
"268","2011-03-02",24.52
"269","2011-03-03",24.75
"270","2011-03-04",24.6
"271","2011-03-07",24.370001
"272","2011-03-08",24.299999
"273","2011-03-09",24.200001
"274","2011-03-10",24.09
"275","2011-03-11",24.129999
"276","2011-03-14",24.110001
"277","2011-03-15",23.440001
"278","2011-03-16",23.24
"279","2011-03-17",23.360001
"280","2011-03-18",23.299999
"281","2011-03-21",23.530001
"282","2011-03-22",23.15
"283","2011-03-23",23.299999
"284","2011-03-24",23.52
"285","2011-03-25",23.639999
"286","2011-03-28",23.67
"287","2011-03-29",23.9
"288","2011-03-30",24.200001
"289","2011-03-31",23.879999
"290","2011-04-01",24.08
"291","2011-04-04",24.23
"292","2011-04-05",24.16
"293","2011-04-06",24.57
"294","2011-04-07",24.59
"295","2011-04-08",24.360001
"296","2011-04-11",24.459999
"297","2011-04-12",24.23
"298","2011-04-13",24.040001
"299","2011-04-14",24.42
"300","2011-04-15",24.5
"301","2011-04-18",24.35
"302","2011-04-19",24
"303","2011-04-20",24.42
"304","2011-04-21",24.549999
"305","2011-04-25",24.610001
"306","2011-04-26",24.66
"307","2011-04-27",24.780001
"308","2011-04-28",25.15
"309","2011-04-29",25.379999
"310","2011-05-02",25.299999
"311","2011-05-03",25.15
"312","2011-05-04",24.940001
"313","2011-05-05",24.440001
"314","2011-05-06",24.549999
"315","2011-05-09",24.85
"316","2011-05-10",25
"317","2011-05-11",24.809999
"318","2011-05-12",24.790001
"319","2011-05-13",24.67
"320","2011-05-16",24.360001
"321","2011-05-17",24.52
"322","2011-05-18",24.73
"323","2011-05-19",24.790001
"324","2011-05-20",24.860001
"325","2011-05-23",24.68
"326","2011-05-24",24.42
"327","2011-05-25",24.41
"328","2011-05-26",24.540001
"329","2011-05-27",24.639999
"330","2011-05-31",24.75
"331","2011-06-01",24.24
"332","2011-06-02",24.35
"333","2011-06-03",24.23
"334","2011-06-06",24.040001
"335","2011-06-07",24.82
"336","2011-06-08",24.77
"337","2011-06-09",24.889999
"338","2011-06-10",24.9
"339","2011-06-13",25.07
"340","2011-06-14",25.35
"341","2011-06-15",24.85
"342","2011-06-16",24.48
"343","2011-06-17",24.370001
"344","2011-06-20",24.59
"345","2011-06-21",24.530001
"346","2011-06-22",24.610001
"347","2011-06-23",24.459999
"348","2011-06-24",24.68
"349","2011-06-27",24.6
"350","2011-06-28",24.610001
"351","2011-06-29",24.540001
"352","2011-06-30",24.690001
"353","2011-07-01",24.940001
"354","2011-07-05",24.799999
"355","2011-07-06",25.01
"356","2011-07-07",25.1
"357","2011-07-08",25.040001
"358","2011-07-11",24.74
"359","2011-07-12",24.76
"360","2011-07-13",24.799999
"361","2011-07-14",24.42
"362","2011-07-15",24.51
"363","2011-07-18",24.049999
"364","2011-07-19",24.24
"365","2011-07-20",24.129999
"366","2011-07-21",24.18
"367","2011-07-22",24.15
"368","2011-07-25",23.99
"369","2011-07-26",24.059999
"370","2011-07-27",23.43
"371","2011-07-28",23.49
"372","2011-07-29",23.040001
"373","2011-08-01",23.32
"374","2011-08-02",23.299999
"375","2011-08-03",23.52
"376","2011-08-04",21.65
"377","2011-08-05",21.360001
"378","2011-08-08",19.790001
"379","2011-08-09",21.030001
"380","2011-08-10",20.799999
"381","2011-08-11",21.42
"382","2011-08-12",21.98
"383","2011-08-15",22.540001
"384","2011-08-16",22.17
"385","2011-08-17",22.110001
"386","2011-08-18",21.02
"387","2011-08-19",20.68
"388","2011-08-22",20.98
"389","2011-08-23",21.799999
"390","2011-08-24",22.23
"391","2011-08-25",21.5
"392","2011-08-26",21.98
"393","2011-08-29",23.059999
"394","2011-08-30",23
"395","2011-08-31",23.120001
"396","2011-09-01",22.469999
"397","2011-09-02",21.780001
"398","2011-09-06",21.99
"399","2011-09-07",22.76
"400","2011-09-08",22.48
"401","2011-09-09",22.18
"402","2011-09-12",22.549999
"403","2011-09-13",23.040001
"404","2011-09-14",23.049999
"405","2011-09-15",22.860001
"406","2011-09-16",22.129999
"407","2011-09-19",21.719999
"408","2011-09-20",21.139999
"409","2011-09-21",20.389999
"410","2011-09-22",20.07
"411","2011-09-23",20.17
"412","2011-09-26",20.24
"413","2011-09-27",20.51
"414","2011-09-28",19.799999
"415","2011-09-29",20.799999
"416","2011-09-30",20.129999
"417","2011-10-03",19.629999
"418","2011-10-04",20.4
"419","2011-10-05",20.290001
"420","2011-10-06",20.780001
"421","2011-10-07",20.299999
"422","2011-10-10",21.040001
"423","2011-10-11",21.360001
"424","2011-10-12",21.57
"425","2011-10-13",21.4
"426","2011-10-14",21.65
"427","2011-10-17",21.290001
"428","2011-10-18",21.889999
"429","2011-10-19",21.200001
"430","2011-10-20",21.139999
"431","2011-10-21",21.59
"432","2011-10-24",21.9
"433","2011-10-25",21.52
"434","2011-10-26",22.15
"435","2011-10-27",22.700001
"436","2011-10-28",22.59
"437","2011-10-31",22.200001
"438","2011-11-01",21.15
"439","2011-11-02",20.73
"440","2011-11-03",20.780001
"441","2011-11-04",22.02
"442","2011-11-07",22.360001
"443","2011-11-08",22.780001
"444","2011-11-09",22.34
"445","2011-11-10",23.16
"446","2011-11-11",23.16
"447","2011-11-14",23
"448","2011-11-15",23.290001
"449","2011-11-16",22.58
"450","2011-11-17",22.73
"451","2011-11-18",22.91
"452","2011-11-21",22.450001
"453","2011-11-22",22.42
"454","2011-11-23",21.99
"455","2011-11-25",21.91
"456","2011-11-28",22.32
"457","2011-11-29",22.25
"458","2011-11-30",23.02
"459","2011-12-01",22.68
"460","2011-12-02",23.09
"461","2011-12-05",23.41
"462","2011-12-06",23.139999
"463","2011-12-07",23.190001
"464","2011-12-08",22.76
"465","2011-12-09",23.07
"466","2011-12-12",23
"467","2011-12-13",22.059999
"468","2011-12-14",21.610001
"469","2011-12-15",21.620001
"470","2011-12-16",21.450001
"471","2011-12-19",21.129999
"472","2011-12-20",21.52
"473","2011-12-21",21.51
"474","2011-12-22",22.049999
"475","2011-12-23",22.280001
"476","2011-12-27",22.23
"477","2011-12-28",22
"478","2011-12-29",22.120001
"479","2011-12-30",22.09
"480","2012-01-03",22.26
"481","2012-01-04",22.139999
"482","2012-01-05",22.309999
"483","2012-01-06",22.33
"484","2012-01-09",22.190001
"485","2012-01-10",22.59
"486","2012-01-11",22.52
"487","2012-01-12",22.620001
"488","2012-01-13",22.52
"489","2012-01-17",22.549999
"490","2012-01-18",22.940001
"491","2012-01-19",23.01
"492","2012-01-20",22.790001
"493","2012-01-23",22.67
"494","2012-01-24",22.629999
"495","2012-01-25",22.690001
"496","2012-01-26",22.799999
"497","2012-01-27",22.67
"498","2012-01-30",22.620001
"499","2012-01-31",22.85
"500","2012-02-01",23.059999
"501","2012-02-02",23.139999
"502","2012-02-03",23.450001
"503","2012-02-06",23.360001
"504","2012-02-07",23.540001
"505","2012-02-08",23.18
"506","2012-02-09",23.370001
"507","2012-02-10",22.93
"508","2012-02-13",23.290001
"509","2012-02-14",22.83
"510","2012-02-15",22.59
"511","2012-02-16",23.049999
"512","2012-02-17",23.17
"513","2012-02-21",23.42
"514","2012-02-22",23.15
"515","2012-02-23",23.65
"516","2012-02-24",23.77
"517","2012-02-27",23.389999
"518","2012-02-28",23.25
"519","2012-02-29",23
"520","2012-03-01",23.01
"521","2012-03-02",22.92
"522","2012-03-05",22.6
"523","2012-03-06",22.25
"524","2012-03-07",22.48
"525","2012-03-08",22.51
"526","2012-03-09",22.68
"527","2012-03-12",22.84
"528","2012-03-13",23.08
"529","2012-03-14",23.049999
"530","2012-03-15",23.18
"531","2012-03-16",22.52
"532","2012-03-19",22.440001
"533","2012-03-20",22.27
"534","2012-03-21",22.200001
"535","2012-03-22",22.030001
"536","2012-03-23",22.15
"537","2012-03-26",22.200001
"538","2012-03-27",22.15
"539","2012-03-28",22.049999
"540","2012-03-29",21.9
"541","2012-03-30",22.07
"542","2012-04-02",22.26
"543","2012-04-03",22.18
"544","2012-04-04",22.219999
"545","2012-04-05",21.91
