"","date","APAM"
"1","2013-03-07",38.830002
"2","2013-03-08",38.650002
"3","2013-03-11",36.740002
"4","2013-03-12",37.389999
"5","2013-03-13",37.450001
"6","2013-03-14",37.650002
"7","2013-03-15",37.049999
"8","2013-03-18",36.889999
"9","2013-03-19",36.880001
"10","2013-03-20",36.830002
"11","2013-03-21",37.75
"12","2013-03-22",37.869999
"13","2013-03-25",38.040001
"14","2013-03-26",37.970001
"15","2013-03-27",38.099998
"16","2013-03-28",39.450001
"17","2013-04-01",39.389999
"18","2013-04-02",39.669998
"19","2013-04-03",39.849998
"20","2013-04-04",39.150002
"21","2013-04-05",37.990002
"22","2013-04-08",37.779999
"23","2013-04-09",37.68
"24","2013-04-10",38.919998
"25","2013-04-11",38.98
"26","2013-04-12",38.560001
"27","2013-04-15",38.23
"28","2013-04-16",38.919998
"29","2013-04-17",38.099998
"30","2013-04-18",37.98
"31","2013-04-19",37.880001
"32","2013-04-22",37.91
"33","2013-04-23",37.959999
"34","2013-04-24",37.610001
"35","2013-04-25",37.860001
"36","2013-04-26",37.59
"37","2013-04-29",37.450001
"38","2013-04-30",37.299999
"39","2013-05-01",39.48
"40","2013-05-02",40
"41","2013-05-03",40.73
"42","2013-05-06",40.740002
"43","2013-05-07",40.599998
"44","2013-05-08",40.220001
"45","2013-05-09",40.990002
"46","2013-05-10",43.349998
"47","2013-05-13",44.200001
"48","2013-05-14",46.200001
"49","2013-05-15",47.849998
"50","2013-05-16",48.110001
"51","2013-05-17",48.549999
"52","2013-05-20",49.290001
"53","2013-05-21",50.040001
"54","2013-05-22",50.009998
"55","2013-05-23",49.18
"56","2013-05-24",49.52
"57","2013-05-28",49.57
"58","2013-05-29",48
"59","2013-05-30",47.360001
"60","2013-05-31",46.73
"61","2013-06-03",46.599998
"62","2013-06-04",46.73
"63","2013-06-05",46.52
"64","2013-06-06",46.98
"65","2013-06-07",48.209999
"66","2013-06-10",52.470001
"67","2013-06-11",52.860001
"68","2013-06-12",52.52
"69","2013-06-13",53.599998
"70","2013-06-14",53.029999
"71","2013-06-17",53.59
"72","2013-06-18",55.75
"73","2013-06-19",55.740002
"74","2013-06-20",55.509998
"75","2013-06-21",54.73
"76","2013-06-24",53.02
"77","2013-06-25",51.25
"78","2013-06-26",49.759998
"79","2013-06-27",50.25
"80","2013-06-28",49.91
"81","2013-07-01",50.369999
"82","2013-07-02",50.41
"83","2013-07-03",50.66
"84","2013-07-05",50.580002
"85","2013-07-08",50.77
"86","2013-07-09",51.759998
"87","2013-07-10",52.630001
"88","2013-07-11",52.810001
"89","2013-07-12",51.900002
"90","2013-07-15",52.509998
"91","2013-07-16",51.759998
"92","2013-07-17",52.75
"93","2013-07-18",53.330002
"94","2013-07-19",53.27
"95","2013-07-22",53.599998
"96","2013-07-23",52.470001
"97","2013-07-24",51.740002
"98","2013-07-25",53.57
"99","2013-07-26",53.52
"100","2013-07-29",53.400002
"101","2013-07-30",53.610001
"102","2013-07-31",53
"103","2013-08-01",53
"104","2013-08-02",52.66
"105","2013-08-05",52
"106","2013-08-06",52
"107","2013-08-07",51.98
"108","2013-08-08",51.560001
"109","2013-08-09",51.34
"110","2013-08-12",51.32
"111","2013-08-13",50.450001
"112","2013-08-14",50.48
"113","2013-08-15",50.049999
"114","2013-08-16",49.73
"115","2013-08-19",49.98
"116","2013-08-20",49.639999
"117","2013-08-21",49.869999
"118","2013-08-22",49.700001
"119","2013-08-23",49.779999
"120","2013-08-26",49.400002
"121","2013-08-27",48.540001
"122","2013-08-28",47.709999
"123","2013-08-29",46.630001
"124","2013-08-30",47.990002
"125","2013-09-03",48.060001
"126","2013-09-04",48.48
"127","2013-09-05",48.389999
"128","2013-09-06",49.529999
"129","2013-09-09",49.740002
"130","2013-09-10",51.09
"131","2013-09-11",51.900002
"132","2013-09-12",51.950001
"133","2013-09-13",51.73
"134","2013-09-16",51.790001
"135","2013-09-17",51.77
"136","2013-09-18",53.68
"137","2013-09-19",53.279999
"138","2013-09-20",52.59
"139","2013-09-23",52.490002
"140","2013-09-24",52
"141","2013-09-25",51.970001
"142","2013-09-26",51.470001
"143","2013-09-27",52.049999
"144","2013-09-30",52.360001
"145","2013-10-01",52.959999
"146","2013-10-02",52.09
"147","2013-10-03",53.389999
"148","2013-10-04",53.240002
"149","2013-10-07",52.52
"150","2013-10-08",51.91
"151","2013-10-09",51.529999
"152","2013-10-10",53.700001
"153","2013-10-11",54.619999
"154","2013-10-14",54.84
"155","2013-10-15",54.110001
"156","2013-10-16",52.900002
"157","2013-10-17",52.98
"158","2013-10-18",52.990002
"159","2013-10-21",54.75
"160","2013-10-22",56.75
"161","2013-10-23",58.380001
"162","2013-10-24",57.27
"163","2013-10-25",57.57
"164","2013-10-28",60.049999
"165","2013-10-29",62.779999
"166","2013-10-30",62.369999
"167","2013-10-31",59.869999
"168","2013-11-01",59.25
"169","2013-11-04",59.860001
"170","2013-11-05",61.25
"171","2013-11-06",60.419998
"172","2013-11-07",58.299999
"173","2013-11-08",60.369999
"174","2013-11-11",61.349998
