"","date","MTEX"
"1","2007-01-03",151
"2","2007-01-04",151.699997
"3","2007-01-05",150.300003
"4","2007-01-08",149.100006
"5","2007-01-09",150.100006
"6","2007-01-10",149.800003
"7","2007-01-11",150.600006
"8","2007-01-12",151.399994
"9","2007-01-16",152.699997
"10","2007-01-17",148.300003
"11","2007-01-18",148.899994
"12","2007-01-19",151.300003
"13","2007-01-22",152
"14","2007-01-23",153.699997
"15","2007-01-24",156.300003
"16","2007-01-25",154.600006
"17","2007-01-26",152.600006
"18","2007-01-29",156
"19","2007-01-30",159.800003
"20","2007-01-31",161.300003
"21","2007-02-01",163.399994
"22","2007-02-02",160.399994
"23","2007-02-05",161.300003
"24","2007-02-06",161.199997
"25","2007-02-07",161.300003
"26","2007-02-08",160.100006
"27","2007-02-09",156.600006
"28","2007-02-12",157.199997
"29","2007-02-13",156.300003
"30","2007-02-14",156.600006
"31","2007-02-15",155.899994
"32","2007-02-16",154
"33","2007-02-20",156
"34","2007-02-21",157.899994
"35","2007-02-22",157.300003
"36","2007-02-23",155.5
"37","2007-02-26",153.199997
"38","2007-02-27",148.300003
"39","2007-02-28",148.399994
"40","2007-03-01",145.199997
"41","2007-03-02",142.100006
"42","2007-03-05",138.100006
"43","2007-03-06",145.600006
"44","2007-03-07",144.5
"45","2007-03-08",149.5
"46","2007-03-09",149.5
"47","2007-03-12",148.300003
"48","2007-03-13",144.5
"49","2007-03-14",150.300003
"50","2007-03-15",150.300003
"51","2007-03-16",141
"52","2007-03-19",142.100006
"53","2007-03-20",143.300003
"54","2007-03-21",146.800003
"55","2007-03-22",148.800003
"56","2007-03-23",148.199997
"57","2007-03-26",150.199997
"58","2007-03-27",150.899994
"59","2007-03-28",150.100006
"60","2007-03-29",157.5
"61","2007-03-30",160.600006
"62","2007-04-02",153.5
"63","2007-04-03",152.100006
"64","2007-04-04",151.399994
"65","2007-04-05",152.5
"66","2007-04-09",152
"67","2007-04-10",151
"68","2007-04-11",150.5
"69","2007-04-12",150.399994
"70","2007-04-13",152.899994
"71","2007-04-16",152.699997
"72","2007-04-17",151.100006
"73","2007-04-18",148.199997
"74","2007-04-19",145.600006
"75","2007-04-20",148.300003
"76","2007-04-23",146.100006
"77","2007-04-24",145.399994
"78","2007-04-25",149.800003
"79","2007-04-26",149.699997
"80","2007-04-27",150.800003
"81","2007-04-30",154.600006
"82","2007-05-01",143.800003
"83","2007-05-02",144.699997
"84","2007-05-03",145
"85","2007-05-04",144.399994
"86","2007-05-07",157.100006
"87","2007-05-08",151.600006
"88","2007-05-09",152.100006
"89","2007-05-10",146.5
"90","2007-05-11",145.600006
"91","2007-05-14",145.100006
"92","2007-05-15",144.899994
"93","2007-05-16",146.800003
"94","2007-05-17",146.199997
"95","2007-05-18",147.5
"96","2007-05-21",149.199997
"97","2007-05-22",150.100006
"98","2007-05-23",152.800003
"99","2007-05-24",149.100006
"100","2007-05-25",149.300003
"101","2007-05-29",155.300003
"102","2007-05-30",140.199997
"103","2007-05-31",140.199997
"104","2007-06-01",139.699997
"105","2007-06-04",141
"106","2007-06-05",142.100006
"107","2007-06-06",142.199997
"108","2007-06-07",143.199997
"109","2007-06-08",144.800003
"110","2007-06-11",144.300003
"111","2007-06-12",148
"112","2007-06-13",148.800003
"113","2007-06-14",151.300003
"114","2007-06-15",154.199997
"115","2007-06-18",154.300003
"116","2007-06-19",155
"117","2007-06-20",154.199997
"118","2007-06-21",156.100006
"119","2007-06-22",154
"120","2007-06-25",153.5
"121","2007-06-26",154.399994
"122","2007-06-27",157.399994
"123","2007-06-28",159.300003
"124","2007-06-29",158.899994
"125","2007-07-02",160.600006
"126","2007-07-03",159
"127","2007-07-05",160
"128","2007-07-06",122.5
"129","2007-07-09",120.5
"130","2007-07-10",119.199997
"131","2007-07-11",118.599998
"132","2007-07-12",121.400002
"133","2007-07-13",121.400002
"134","2007-07-16",121.599998
"135","2007-07-17",120.599998
"136","2007-07-18",116.699997
"137","2007-07-19",118
"138","2007-07-20",111.400002
"139","2007-07-23",111.099998
"140","2007-07-24",107.699997
"141","2007-07-25",108.400002
"142","2007-07-26",105.5
"143","2007-07-27",105.599998
"144","2007-07-30",93.900002
"145","2007-07-31",94.099998
"146","2007-08-01",96.699997
"147","2007-08-02",98.300003
"148","2007-08-03",93.5
"149","2007-08-06",89.300003
"150","2007-08-07",88.099998
"151","2007-08-08",84.400002
"152","2007-08-09",80.800003
"153","2007-08-10",84.199997
"154","2007-08-13",89.5
"155","2007-08-14",86.900002
"156","2007-08-15",84.599998
"157","2007-08-16",82
"158","2007-08-17",84.099998
"159","2007-08-20",85.800003
"160","2007-08-21",84.900002
"161","2007-08-22",87.800003
"162","2007-08-23",88.5
"163","2007-08-24",88.5
"164","2007-08-27",91.099998
"165","2007-08-28",86.800003
"166","2007-08-29",87.5
"167","2007-08-30",83.599998
"168","2007-08-31",82.400002
"169","2007-09-04",79.199997
"170","2007-09-05",76.699997
"171","2007-09-06",73.099998
"172","2007-09-07",70.5
"173","2007-09-10",67.300003
"174","2007-09-11",64.699997
"175","2007-09-12",63.700001
"176","2007-09-13",64.199997
"177","2007-09-14",63.299999
"178","2007-09-17",62.5
"179","2007-09-18",62.900002
"180","2007-09-19",65.800003
"181","2007-09-20",66
"182","2007-09-21",66.599998
"183","2007-09-24",72.300003
"184","2007-09-25",70
"185","2007-09-26",76.400002
"186","2007-09-27",79.400002
"187","2007-09-28",81
"188","2007-10-01",79.800003
"189","2007-10-02",81.900002
"190","2007-10-03",87.699997
"191","2007-10-04",90.099998
"192","2007-10-05",91
"193","2007-10-08",93.599998
"194","2007-10-09",92.699997
"195","2007-10-10",91.400002
"196","2007-10-11",89.900002
"197","2007-10-12",90.599998
"198","2007-10-15",90
"199","2007-10-16",90
"200","2007-10-17",91.099998
"201","2007-10-18",90.099998
"202","2007-10-19",85.900002
"203","2007-10-22",85
"204","2007-10-23",86.800003
"205","2007-10-24",84.5
"206","2007-10-25",83.099998
"207","2007-10-26",84
"208","2007-10-29",83.199997
"209","2007-10-30",77.900002
"210","2007-10-31",79.5
"211","2007-11-01",77.900002
"212","2007-11-02",76
"213","2007-11-05",73.199997
"214","2007-11-06",74.699997
"215","2007-11-07",72.599998
"216","2007-11-08",75.599998
"217","2007-11-09",73.400002
"218","2007-11-12",65.800003
"219","2007-11-13",70.099998
"220","2007-11-14",67.099998
"221","2007-11-15",65.5
"222","2007-11-16",64
"223","2007-11-19",61.799999
"224","2007-11-20",64.5
"225","2007-11-21",62.299999
"226","2007-11-23",62.700001
"227","2007-11-26",62.099998
"228","2007-11-27",63.099998
"229","2007-11-28",63.900002
"230","2007-11-29",64.099998
"231","2007-11-30",63.099998
"232","2007-12-03",63.099998
"233","2007-12-04",62.299999
"234","2007-12-05",62.099998
"235","2007-12-06",63.400002
"236","2007-12-07",63.299999
"237","2007-12-10",62.799999
"238","2007-12-11",61
"239","2007-12-12",61.799999
"240","2007-12-13",61.200001
"241","2007-12-14",60
"242","2007-12-17",58.900002
"243","2007-12-18",59.799999
"244","2007-12-19",59.299999
"245","2007-12-20",60.299999
"246","2007-12-21",66.199997
"247","2007-12-24",67.400002
"248","2007-12-26",73.300003
"249","2007-12-27",66.300003
"250","2007-12-28",64.199997
"251","2007-12-31",63.200001
"252","2008-01-02",63.799999
"253","2008-01-03",62
"254","2008-01-04",61.5
"255","2008-01-07",59.200001
"256","2008-01-08",59.200001
"257","2008-01-09",58.200001
"258","2008-01-10",54.299999
"259","2008-01-11",55.5
"260","2008-01-14",56.5
"261","2008-01-15",54.099998
"262","2008-01-16",55.099998
"263","2008-01-17",53.400002
"264","2008-01-18",52.200001
"265","2008-01-22",50.900002
"266","2008-01-23",53.799999
