"","date","RYAAY"
"1","2007-01-03",43.861538
"2","2007-01-04",45.041027
"3","2007-01-05",45.189743
"4","2007-01-08",45.651283
"5","2007-01-09",45.743591
"6","2007-01-10",45.717949
"7","2007-01-11",46.405128
"8","2007-01-12",45.528206
"9","2007-01-16",46.358974
"10","2007-01-17",45.379486
"11","2007-01-18",45.235897
"12","2007-01-19",45.266666
"13","2007-01-22",43.846153
"14","2007-01-23",43.943588
"15","2007-01-24",44.205128
"16","2007-01-25",43.605129
"17","2007-01-26",43.65641
"18","2007-01-29",44.68718
"19","2007-01-30",44.712822
"20","2007-01-31",44.42564
"21","2007-02-01",44.974358
"22","2007-02-02",46.020512
"23","2007-02-05",48.517948
"24","2007-02-06",48.266666
"25","2007-02-07",48.179485
"26","2007-02-08",48.441025
"27","2007-02-09",48.589745
"28","2007-02-12",50.051281
"29","2007-02-13",50.266666
"30","2007-02-14",49.91795
"31","2007-02-15",50.328205
"32","2007-02-16",50.056412
"33","2007-02-20",50.466667
"34","2007-02-21",50.276924
"35","2007-02-22",50.476925
"36","2007-02-23",49.712822
"37","2007-02-26",48.051281
"38","2007-02-27",45.953846
"39","2007-02-28",46
"40","2007-03-01",45.928204
"41","2007-03-02",44.379486
"42","2007-03-05",43.025642
"43","2007-03-06",43.210255
"44","2007-03-07",44.748718
"45","2007-03-08",46.11282
"46","2007-03-09",45.53846
"47","2007-03-12",45.487179
"48","2007-03-13",43.53846
"49","2007-03-14",43.394871
"50","2007-03-15",44.041027
"51","2007-03-16",44.369232
"52","2007-03-19",45.31282
"53","2007-03-20",46.88205
"54","2007-03-21",49.015385
"55","2007-03-22",48.041027
"56","2007-03-23",47.610256
"57","2007-03-26",46.666668
"58","2007-03-27",45.784615
"59","2007-03-28",45.50769
"60","2007-03-29",46.041027
"61","2007-03-30",45.938461
"62","2007-04-02",46.020512
"63","2007-04-03",47.671795
"64","2007-04-04",46.738461
"65","2007-04-05",47.056412
"66","2007-04-09",46.984615
"67","2007-04-10",47.80513
"68","2007-04-11",47.794872
"69","2007-04-12",47.794872
"70","2007-04-13",48.215385
"71","2007-04-16",48.57436
"72","2007-04-17",48.933334
"73","2007-04-18",48.85128
"74","2007-04-19",49.702564
"75","2007-04-20",49.364101
"76","2007-04-23",49.23077
"77","2007-04-24",49.641026
"78","2007-04-25",50.830769
"79","2007-04-26",49.179485
"80","2007-04-27",48.533333
"81","2007-04-30",47.866665
"82","2007-05-01",48.297436
"83","2007-05-02",48.615383
"84","2007-05-03",45.558975
"85","2007-05-04",42.328205
"86","2007-05-07",42.051281
"87","2007-05-08",42.092308
"88","2007-05-09",42.451283
"89","2007-05-10",42.205128
"90","2007-05-11",43.743591
"91","2007-05-14",43.723076
"92","2007-05-15",43.50769
"93","2007-05-16",43.456409
"94","2007-05-17",42.861538
"95","2007-05-18",41.938461
"96","2007-05-21",42.543591
"97","2007-05-22",42.441025
"98","2007-05-23",42.625641
"99","2007-05-24",41.907692
"100","2007-05-25",41.969231
"101","2007-05-29",42.08205
"102","2007-05-30",41.025642
"103","2007-05-31",42.348717
"104","2007-06-01",42.051281
"105","2007-06-04",41.384617
"106","2007-06-05",39.651283
"107","2007-06-06",39.333332
"108","2007-06-07",39.579487
"109","2007-06-08",39.456409
"110","2007-06-11",39.733334
"111","2007-06-12",39.158974
"112","2007-06-13",39.466667
"113","2007-06-14",38.943588
"114","2007-06-15",39.928204
"115","2007-06-18",39.897434
"116","2007-06-19",39.220512
"117","2007-06-20",39.261539
"118","2007-06-21",39.158974
"119","2007-06-22",39.128204
"120","2007-06-25",38.912819
"121","2007-06-26",39.025642
"122","2007-06-27",39.015385
"123","2007-06-28",38.953846
"124","2007-06-29",38.717949
"125","2007-07-02",39.466667
"126","2007-07-03",40.46154
"127","2007-07-05",41.435898
"128","2007-07-06",40.994873
"129","2007-07-09",41.11795
"130","2007-07-10",40.46154
"131","2007-07-11",40.789745
"132","2007-07-12",41.866665
"133","2007-07-13",41.610256
"134","2007-07-16",39.948719
"135","2007-07-17",39.897434
"136","2007-07-18",39.743591
"137","2007-07-19",39.743591
"138","2007-07-20",39.107693
"139","2007-07-23",40.174358
"140","2007-07-24",39.712822
"141","2007-07-25",39.692307
"142","2007-07-26",38.779488
"143","2007-07-27",37.138462
"144","2007-07-30",37.641026
"145","2007-07-31",42.553844
"146","2007-08-01",41.835896
"147","2007-08-02",43.138462
"148","2007-08-03",42.071796
"149","2007-08-06",42.451283
"150","2007-08-07",43.056412
"151","2007-08-08",44.071796
"152","2007-08-09",42.564102
"153","2007-08-10",41.610256
"154","2007-08-13",41.897434
"155","2007-08-14",41.138462
"156","2007-08-15",40
"157","2007-08-16",37.88718
"158","2007-08-17",38.65641
"159","2007-08-20",38.225639
"160","2007-08-21",38.933334
"161","2007-08-22",40.102566
"162","2007-08-23",39.497437
"163","2007-08-24",39.948719
"164","2007-08-27",39.599998
"165","2007-08-28",40.358974
"166","2007-08-29",41.374359
"167","2007-08-30",41.743591
"168","2007-08-31",42.841026
"169","2007-09-04",42.943588
"170","2007-09-05",42.061539
"171","2007-09-06",42.420513
"172","2007-09-07",42.061539
