"","date","ATSG"
"110","2007-06-11",6.31
"111","2007-06-12",6.26
"112","2007-06-13",6.47
"113","2007-06-14",6.84
"114","2007-06-15",7.08
"115","2007-06-18",7.04
"116","2007-06-19",7.02
"117","2007-06-20",6.86
"118","2007-06-21",6.82
"119","2007-06-22",6.9
"120","2007-06-25",7
"121","2007-06-26",7.25
"122","2007-06-27",7.23
"123","2007-06-28",8.07
"124","2007-06-29",8.06
"125","2007-07-02",8.09
"126","2007-07-03",8.16
"127","2007-07-05",8.27
"128","2007-07-06",8.28
"129","2007-07-09",8.17
"130","2007-07-10",7.92
"131","2007-07-11",7.87
"132","2007-07-12",8.1
"133","2007-07-13",8.14
"134","2007-07-16",8.08
"135","2007-07-17",7.95
"136","2007-07-18",7.91
"137","2007-07-19",7.92
"138","2007-07-20",7.96
"139","2007-07-23",7.9
"140","2007-07-24",7.86
"141","2007-07-25",7.7
"142","2007-07-26",7.46
"143","2007-07-27",7.4
"144","2007-07-30",7.52
"145","2007-07-31",7.27
"146","2007-08-01",7.19
"147","2007-08-02",7.35
"148","2007-08-03",7.16
"149","2007-08-06",7.04
"150","2007-08-07",7.11
"151","2007-08-08",7.3
"152","2007-08-09",7.24
"153","2007-08-10",7.26
"154","2007-08-13",7.54
"155","2007-08-14",7.3
"156","2007-08-15",7.09
"157","2007-08-16",7
"158","2007-08-17",6.95
"159","2007-08-20",6.94
"160","2007-08-21",7.03
"161","2007-08-22",7.07
"162","2007-08-23",7.11
"163","2007-08-24",7.19
"164","2007-08-27",7.05
"165","2007-08-28",6.9
"166","2007-08-29",6.99
"167","2007-08-30",6.88
"168","2007-08-31",6.86
"169","2007-09-04",6.88
"170","2007-09-05",6.83
"171","2007-09-06",6.77
"172","2007-09-07",6.76
"173","2007-09-10",6.65
"174","2007-09-11",6.85
"175","2007-09-12",6.75
"176","2007-09-13",6.74
"177","2007-09-14",6.78
"178","2007-09-17",6.71
"179","2007-09-18",7.01
"180","2007-09-19",7.1
"181","2007-09-20",7.11
"182","2007-09-21",7.12
"183","2007-09-24",7.07
"184","2007-09-25",7.12
"185","2007-09-26",7.13
"186","2007-09-27",7.09
"187","2007-09-28",7.08
"188","2007-10-01",7.23
"189","2007-10-02",7.3
"190","2007-10-03",7.21
"191","2007-10-04",7.15
"192","2007-10-05",7.29
"193","2007-10-08",7.25
"194","2007-10-09",7.28
"195","2007-10-10",7.19
"196","2007-10-11",7.11
"197","2007-10-12",7.18
"198","2007-10-15",6.97
"199","2007-10-16",6.8
"200","2007-10-17",6.8
"201","2007-10-18",6.72
"202","2007-10-19",6.53
"203","2007-10-22",6.68
"204","2007-10-23",6.72
"205","2007-10-24",6.53
"206","2007-10-25",6.34
"207","2007-10-26",6.39
"208","2007-10-29",6.33
"209","2007-10-30",6.34
"210","2007-10-31",6.32
"211","2007-11-01",6.1
"212","2007-11-02",6.12
"213","2007-11-05",6.15
"214","2007-11-06",6.16
"215","2007-11-07",5.96
"216","2007-11-08",5.73
"217","2007-11-09",4.74
"218","2007-11-12",4.51
"219","2007-11-13",4.45
"220","2007-11-14",4.25
"221","2007-11-15",3.99
"222","2007-11-16",4.2
"223","2007-11-19",4.1
"224","2007-11-20",4.08
"225","2007-11-21",4.18
"226","2007-11-23",4.32
"227","2007-11-26",4.15
"228","2007-11-27",4.26
"229","2007-11-28",4.55
"230","2007-11-29",4.45
"231","2007-11-30",4.45
"232","2007-12-03",4.43
"233","2007-12-04",4.26
"234","2007-12-05",4.43
"235","2007-12-06",4.63
"236","2007-12-07",4.45
"237","2007-12-10",4.63
"238","2007-12-11",4.72
"239","2007-12-12",5.11
"240","2007-12-13",5.01
"241","2007-12-14",4.62
"242","2007-12-17",4.19
"243","2007-12-18",4.29
"244","2007-12-19",4.29
"245","2007-12-20",4.26
"246","2007-12-21",4.3
"247","2007-12-24",4.6
"248","2007-12-26",4.43
"249","2007-12-27",4.17
"250","2007-12-28",4.12
"251","2007-12-31",4.18
"252","2008-01-02",4.07
"253","2008-01-03",3.95
"254","2008-01-04",3.66
"255","2008-01-07",3.69
"256","2008-01-08",3.54
"257","2008-01-09",3.7
"258","2008-01-10",3.8
"259","2008-01-11",3.52
"260","2008-01-14",3.5
"261","2008-01-15",3.3
"262","2008-01-16",3.15
"263","2008-01-17",2.89
"264","2008-01-18",2.92
"265","2008-01-22",2.86
"266","2008-01-23",2.9
"267","2008-01-24",3.18
"268","2008-01-25",3.01
"269","2008-01-28",3.11
"270","2008-01-29",3.18
"271","2008-01-30",3.33
"272","2008-01-31",3.55
"273","2008-02-01",3.85
"274","2008-02-04",3.63
"275","2008-02-05",3.44
"276","2008-02-06",3.34
"277","2008-02-07",3.43
"278","2008-02-08",3.31
"279","2008-02-11",3.3
"280","2008-02-12",3.29
"281","2008-02-13",3.49
"282","2008-02-14",3.32
"283","2008-02-15",3.17
"284","2008-02-19",3.43
"285","2008-02-20",3.42
"286","2008-02-21",3.22
"287","2008-02-22",3.1
"288","2008-02-25",3.37
"289","2008-02-26",3.44
"290","2008-02-27",3.47
"291","2008-02-28",3.16
"292","2008-02-29",3.06
"293","2008-03-03",3.18
"294","2008-03-04",3.12
"295","2008-03-05",3.26
"296","2008-03-06",2.98
"297","2008-03-07",2.98
"298","2008-03-10",2.9
"299","2008-03-11",3.25
"300","2008-03-12",3.15
"301","2008-03-13",3.05
"302","2008-03-14",2.91
"303","2008-03-17",2.8
"304","2008-03-18",2.89
"305","2008-03-19",2.88
"306","2008-03-20",2.94
"307","2008-03-24",3.02
"308","2008-03-25",3.14
"309","2008-03-26",3.05
"310","2008-03-27",3.05
"311","2008-03-28",2.95
"312","2008-03-31",2.94
"313","2008-04-01",3.15
"314","2008-04-02",3.15
"315","2008-04-03",3.1
"316","2008-04-04",3.14
"317","2008-04-07",3.19
"318","2008-04-08",3.19
"319","2008-04-09",2.92
"320","2008-04-10",2.97
"321","2008-04-11",2.78
"322","2008-04-14",2.85
"323","2008-04-15",2.8
"324","2008-04-16",2.84
"325","2008-04-17",2.78
"326","2008-04-18",2.79
"327","2008-04-21",2.78
"328","2008-04-22",2.68
"329","2008-04-23",2.63
"330","2008-04-24",2.7
"331","2008-04-25",2.68
"332","2008-04-28",2.68
"333","2008-04-29",2.63
"334","2008-04-30",2.68
"335","2008-05-01",2.76
"336","2008-05-02",2.7
"337","2008-05-05",2.64
"338","2008-05-06",2.69
"339","2008-05-07",2.5
"340","2008-05-08",2.56
"341","2008-05-09",2.54
"342","2008-05-12",2.63
"343","2008-05-13",2.72
"344","2008-05-14",2.74
"345","2008-05-15",3
"346","2008-05-16",3.09
"347","2008-05-19",3.11
"348","2008-05-20",3.11
"349","2008-05-21",2.99
"350","2008-05-22",2.93
"351","2008-05-23",2.91
"352","2008-05-27",2.97
"353","2008-05-28",1.73
"354","2008-05-29",1.72
"355","2008-05-30",1.65
"356","2008-06-02",1.44
"357","2008-06-03",1.3
"358","2008-06-04",1.2
"359","2008-06-05",1.15
"360","2008-06-06",0.97
"361","2008-06-09",0.94
"362","2008-06-10",0.97
"363","2008-06-11",0.93
"364","2008-06-12",0.89
"365","2008-06-13",0.89
"366","2008-06-16",0.95
"367","2008-06-17",1.11
"368","2008-06-18",1.14
"369","2008-06-19",1.16
"370","2008-06-20",1.14
"371","2008-06-23",1.09
"372","2008-06-24",1.04
"373","2008-06-25",1.06
"374","2008-06-26",1.02
"375","2008-06-27",0.96
"376","2008-06-30",1
"377","2008-07-01",0.99
"378","2008-07-02",0.98
"379","2008-07-03",0.96
"380","2008-07-07",1
"381","2008-07-08",0.92
"382","2008-07-09",0.94
"383","2008-07-10",0.87
"384","2008-07-11",0.9
"385","2008-07-14",0.87
"386","2008-07-15",0.82
"387","2008-07-16",0.79
"388","2008-07-17",0.85
"389","2008-07-18",0.83
"390","2008-07-21",0.82
"391","2008-07-22",0.94
"392","2008-07-23",0.94
"393","2008-07-24",0.89
"394","2008-07-25",0.9
"395","2008-07-28",0.86
"396","2008-07-29",0.89
"397","2008-07-30",0.94
"398","2008-07-31",0.91
"399","2008-08-01",1
"400","2008-08-04",0.99
"401","2008-08-05",0.91
"402","2008-08-06",1.01
"403","2008-08-07",0.94
"404","2008-08-08",1
"405","2008-08-11",0.97
"406","2008-08-12",1
"407","2008-08-13",0.95
"408","2008-08-14",0.94
"409","2008-08-15",0.91
"410","2008-08-18",0.91
"411","2008-08-19",0.96
"412","2008-08-20",0.95
"413","2008-08-21",0.98
"414","2008-08-22",0.97
"415","2008-08-25",0.97
"416","2008-08-26",0.97
"417","2008-08-27",0.95
"418","2008-08-28",0.96
"419","2008-08-29",0.99
"420","2008-09-02",0.96
"421","2008-09-03",0.94
"422","2008-09-04",0.97
"423","2008-09-05",0.96
"424","2008-09-08",0.97
"425","2008-09-09",0.97
"426","2008-09-10",0.96
"427","2008-09-11",0.95
"428","2008-09-12",0.94
"429","2008-09-15",0.91
"430","2008-09-16",0.9
"431","2008-09-17",0.85
"432","2008-09-18",0.84
"433","2008-09-19",0.89
"434","2008-09-22",0.83
"435","2008-09-23",0.76
"436","2008-09-24",0.81
"437","2008-09-25",0.81
"438","2008-09-26",0.74
"439","2008-09-29",0.72
"440","2008-09-30",0.74
"441","2008-10-01",0.71
"442","2008-10-02",0.68
"443","2008-10-03",0.61
"444","2008-10-06",0.49
"445","2008-10-07",0.35
"446","2008-10-08",0.39
"447","2008-10-09",0.38
"448","2008-10-10",0.41
"449","2008-10-13",0.5
"450","2008-10-14",0.48
"451","2008-10-15",0.48
"452","2008-10-16",0.42
"453","2008-10-17",0.49
"454","2008-10-20",0.42
"455","2008-10-21",0.37
"456","2008-10-22",0.45
"457","2008-10-23",0.37
"458","2008-10-24",0.33
"459","2008-10-27",0.43
"460","2008-10-28",0.33
"461","2008-10-29",0.31
"462","2008-10-30",0.33
"463","2008-10-31",0.33
"464","2008-11-03",0.3
"465","2008-11-04",0.29
"466","2008-11-05",0.29
"467","2008-11-06",0.25
"468","2008-11-07",0.24
"469","2008-11-10",0.25
"470","2008-11-11",0.2
"471","2008-11-12",0.18
"472","2008-11-13",0.16
"473","2008-11-14",0.16
"474","2008-11-17",0.15
"475","2008-11-18",0.16
"476","2008-11-19",0.15
"477","2008-11-20",0.19
"478","2008-11-21",0.16
"479","2008-11-24",0.12
"480","2008-11-25",0.23
"481","2008-11-26",0.28
"482","2008-11-28",0.32
"483","2008-12-01",0.3
"484","2008-12-02",0.32
"485","2008-12-03",0.35
"486","2008-12-04",0.36
"487","2008-12-05",0.32
"488","2008-12-08",0.31
"489","2008-12-09",0.28
"490","2008-12-10",0.27
"491","2008-12-11",0.27
"492","2008-12-12",0.28
"493","2008-12-15",0.24
"494","2008-12-16",0.21
"495","2008-12-17",0.2
"496","2008-12-18",0.2
"497","2008-12-19",0.2
"498","2008-12-22",0.19
"499","2008-12-23",0.21
"500","2008-12-24",0.21
"501","2008-12-26",0.2
"502","2008-12-29",0.19
"503","2008-12-30",0.19
"504","2008-12-31",0.18
"505","2009-01-02",0.31
"506","2009-01-05",0.28
"507","2009-01-06",0.28
"508","2009-01-07",0.27
"509","2009-01-08",0.27
"510","2009-01-09",0.26
"511","2009-01-12",0.26
"512","2009-01-13",0.27
"513","2009-01-14",0.27
"514","2009-01-15",0.24
"515","2009-01-16",0.23
"516","2009-01-20",0.23
"517","2009-01-21",0.23
"518","2009-01-22",0.23
"519","2009-01-23",0.24
"520","2009-01-26",0.24
"521","2009-01-27",0.24
"522","2009-01-28",0.24
"523","2009-01-29",0.25
"524","2009-01-30",0.24
"525","2009-02-02",0.19
"526","2009-02-03",0.19
"527","2009-02-04",0.19
"528","2009-02-05",0.18
"529","2009-02-06",0.22
"530","2009-02-09",0.21
"531","2009-02-10",0.19
"532","2009-02-11",0.2
"533","2009-02-12",0.19
"534","2009-02-13",0.19
"535","2009-02-17",0.19
"536","2009-02-18",0.2
"537","2009-02-19",0.17
"538","2009-02-20",0.17
"539","2009-02-23",0.19
"540","2009-02-24",0.21
"541","2009-02-25",0.21
"542","2009-02-26",0.22
"543","2009-02-27",0.19
"544","2009-03-02",0.19
"545","2009-03-03",0.2
"546","2009-03-04",0.21
"547","2009-03-05",0.2
"548","2009-03-06",0.22
"549","2009-03-09",0.2
"550","2009-03-10",0.22
"551","2009-03-11",0.21
"552","2009-03-12",0.2
"553","2009-03-13",0.22
"554","2009-03-16",0.22
"555","2009-03-17",0.25
"556","2009-03-18",0.38
"557","2009-03-19",0.35
"558","2009-03-20",0.63
"559","2009-03-23",0.7
"560","2009-03-24",0.73
"561","2009-03-25",0.68
"562","2009-03-26",0.7
"563","2009-03-27",0.81
"564","2009-03-30",0.76
"565","2009-03-31",0.76
"566","2009-04-01",0.79
"567","2009-04-02",0.77
"568","2009-04-03",0.77
"569","2009-04-06",0.75
"570","2009-04-07",0.77
"571","2009-04-08",0.79
"572","2009-04-09",0.77
"573","2009-04-13",0.78
"574","2009-04-14",0.77
"575","2009-04-15",0.77
"576","2009-04-16",0.73
"577","2009-04-17",0.74
"578","2009-04-20",0.7
"579","2009-04-21",0.76
"580","2009-04-22",0.73
"581","2009-04-23",0.72
"582","2009-04-24",0.7
"583","2009-04-27",0.7
"584","2009-04-28",0.65
"585","2009-04-29",0.64
"586","2009-04-30",0.64
"587","2009-05-01",0.7
"588","2009-05-04",0.7
"589","2009-05-05",0.67
"590","2009-05-06",0.67
"591","2009-05-07",0.64
"592","2009-05-08",0.68
"593","2009-05-11",0.77
"594","2009-05-12",1.15
"595","2009-05-13",0.98
"596","2009-05-14",0.93
"597","2009-05-15",0.87
"598","2009-05-18",0.87
"599","2009-05-19",0.79
"600","2009-05-20",1.03
"601","2009-05-21",1.06
"602","2009-05-22",1.07
"603","2009-05-26",1.3
"604","2009-05-27",1.4
"605","2009-05-28",1.4
"606","2009-05-29",1.86
"607","2009-06-01",2.29
"608","2009-06-02",2.21
"609","2009-06-03",1.91
"610","2009-06-04",2.2
"611","2009-06-05",2.25
"612","2009-06-08",2.22
"613","2009-06-09",2.14
"614","2009-06-10",2.06
"615","2009-06-11",2.15
"616","2009-06-12",2.1
"617","2009-06-15",2.13
"618","2009-06-16",2.11
"619","2009-06-17",2.17
"620","2009-06-18",2.11
"621","2009-06-19",2.18
"622","2009-06-22",1.87
"623","2009-06-23",1.85
"624","2009-06-24",1.94
"625","2009-06-25",1.99
"626","2009-06-26",2.48
"627","2009-06-29",2.47
"628","2009-06-30",2.35
"629","2009-07-01",2.56
"630","2009-07-02",2.58
"631","2009-07-06",2.67
"632","2009-07-07",2.58
"633","2009-07-08",2.41
"634","2009-07-09",2.32
"635","2009-07-10",2.4
"636","2009-07-13",2.58
"637","2009-07-14",2.65
"638","2009-07-15",2.75
"639","2009-07-16",2.83
"640","2009-07-17",2.79
"641","2009-07-20",2.83
"642","2009-07-21",2.84
"643","2009-07-22",2.92
"644","2009-07-23",3
"645","2009-07-24",2.99
"646","2009-07-27",3.19
"647","2009-07-28",3.35
"648","2009-07-29",3.32
"649","2009-07-30",3.42
"650","2009-07-31",3.33
"651","2009-08-03",3.39
"652","2009-08-04",3.38
"653","2009-08-05",2.99
"654","2009-08-06",2.63
"655","2009-08-07",2.9
"656","2009-08-10",2.9
"657","2009-08-11",2.7
"658","2009-08-12",2.82
"659","2009-08-13",2.75
"660","2009-08-14",2.98
"661","2009-08-17",2.89
"662","2009-08-18",2.89
"663","2009-08-19",2.89
"664","2009-08-20",2.93
"665","2009-08-21",3.1
"666","2009-08-24",3.1
"667","2009-08-25",3.09
"668","2009-08-26",3.1
"669","2009-08-27",3.2
"670","2009-08-28",3.1
"671","2009-08-31",2.96
"672","2009-09-01",2.76
"673","2009-09-02",2.97
"674","2009-09-03",3.07
"675","2009-09-04",3.2
"676","2009-09-08",3.13
"677","2009-09-09",3.2
"678","2009-09-10",3.33
"679","2009-09-11",3.39
"680","2009-09-14",3.46
"681","2009-09-15",3.63
"682","2009-09-16",3.78
"683","2009-09-17",3.71
"684","2009-09-18",3.79
"685","2009-09-21",3.79
"686","2009-09-22",3.77
"687","2009-09-23",3.62
"688","2009-09-24",3.37
"689","2009-09-25",3.42
"690","2009-09-28",3.45
"691","2009-09-29",3.53
"692","2009-09-30",3.46
"693","2009-10-01",3.19
"694","2009-10-02",3.09
"695","2009-10-05",3.13
"696","2009-10-06",3.18
"697","2009-10-07",3.18
"698","2009-10-08",3.2
"699","2009-10-09",3.31
"700","2009-10-12",3.36
"701","2009-10-13",3.32
"702","2009-10-14",3.33
"703","2009-10-15",3.35
"704","2009-10-16",3.29
"705","2009-10-19",3.32
"706","2009-10-20",3.18
"707","2009-10-21",3.22
"708","2009-10-22",3.3
"709","2009-10-23",3.12
"710","2009-10-26",2.89
"711","2009-10-27",2.94
"712","2009-10-28",2.66
"713","2009-10-29",2.84
"714","2009-10-30",2.59
"715","2009-11-02",2.64
"716","2009-11-03",2.7
"717","2009-11-04",2.74
"718","2009-11-05",2.92
"719","2009-11-06",2.94
"720","2009-11-09",3.13
"721","2009-11-10",2.9
"722","2009-11-11",3.09
"723","2009-11-12",2.99
"724","2009-11-13",2.6
"725","2009-11-16",2.56
"726","2009-11-17",2.48
"727","2009-11-18",2.53
"728","2009-11-19",2.38
"729","2009-11-20",2.37
"730","2009-11-23",2.38
"731","2009-11-24",2.43
"732","2009-11-25",2.45
"733","2009-11-27",2.35
"734","2009-11-30",2.25
"735","2009-12-01",2.4
"736","2009-12-02",2.53
"737","2009-12-03",2.6
"738","2009-12-04",2.65
"739","2009-12-07",2.71
"740","2009-12-08",2.55
"741","2009-12-09",2.67
"742","2009-12-10",2.68
"743","2009-12-11",2.77
"744","2009-12-14",2.77
"745","2009-12-15",2.7
"746","2009-12-16",2.73
"747","2009-12-17",2.63
"748","2009-12-18",2.85
"749","2009-12-21",2.76
"750","2009-12-22",2.69
"751","2009-12-23",2.69
"752","2009-12-24",2.71
"753","2009-12-28",2.64
"754","2009-12-29",2.7
"755","2009-12-30",2.61
"756","2009-12-31",2.64
"757","2010-01-04",2.8
"758","2010-01-05",2.62
"759","2010-01-06",2.47
"760","2010-01-07",2.69
"761","2010-01-08",2.66
"762","2010-01-11",2.69
"763","2010-01-12",2.58
"764","2010-01-13",2.62
"765","2010-01-14",2.7
"766","2010-01-15",2.72
"767","2010-01-19",2.79
"768","2010-01-20",2.64
"769","2010-01-21",2.55
"770","2010-01-22",2.47
"771","2010-01-25",2.41
"772","2010-01-26",2.36
"773","2010-01-27",2.38
"774","2010-01-28",2.43
"775","2010-01-29",2.31
"776","2010-02-01",2.32
"777","2010-02-02",2.34
"778","2010-02-03",2.26
"779","2010-02-04",2.23
"780","2010-02-05",2.22
"781","2010-02-08",2.15
"782","2010-02-09",2.21
"783","2010-02-10",2.18
"784","2010-02-11",2.24
"785","2010-02-12",2.35
"786","2010-02-16",2.53
"787","2010-02-17",2.42
"788","2010-02-18",2.41
"789","2010-02-19",2.51
"790","2010-02-22",2.48
"791","2010-02-23",2.5
"792","2010-02-24",2.54
"793","2010-02-25",2.46
"794","2010-02-26",2.54
"795","2010-03-01",2.61
"796","2010-03-02",2.68
"797","2010-03-03",2.65
"798","2010-03-04",2.66
"799","2010-03-05",2.78
"800","2010-03-08",2.72
"801","2010-03-09",2.7
"802","2010-03-10",2.74
"803","2010-03-11",2.75
"804","2010-03-12",2.69
"805","2010-03-15",2.58
"806","2010-03-16",2.59
"807","2010-03-17",2.58
"808","2010-03-18",2.54
"809","2010-03-19",1.9
"810","2010-03-22",2.09
"811","2010-03-23",2.17
"812","2010-03-24",2.22
"813","2010-03-25",2.27
"814","2010-03-26",2.27
"815","2010-03-29",2.24
"816","2010-03-30",2.31
"817","2010-03-31",3.35
"818","2010-04-01",4.17
"819","2010-04-05",4.06
"820","2010-04-06",4
"821","2010-04-07",4.13
"822","2010-04-08",4.21
"823","2010-04-09",4.08
"824","2010-04-12",4.77
"825","2010-04-13",5.04
"826","2010-04-14",5.42
"827","2010-04-15",5.4
"828","2010-04-16",5.4
"829","2010-04-19",5.49
"830","2010-04-20",5.47
"831","2010-04-21",5.39
"832","2010-04-22",5.44
"833","2010-04-23",5.39
"834","2010-04-26",5.48
"835","2010-04-27",5.22
"836","2010-04-28",5.43
"837","2010-04-29",5.61
"838","2010-04-30",5.5
"839","2010-05-03",5.52
"840","2010-05-04",5.42
"841","2010-05-05",5.5
"842","2010-05-06",5.36
"843","2010-05-07",4.95
"844","2010-05-10",5.36
"845","2010-05-11",5.29
"846","2010-05-12",5.64
"847","2010-05-13",5.8
"848","2010-05-14",5.63
"849","2010-05-17",5.63
"850","2010-05-18",5.6
"851","2010-05-19",5.38
"852","2010-05-20",4.95
"853","2010-05-21",5.19
"854","2010-05-24",5.01
"855","2010-05-25",5.11
"856","2010-05-26",5.34
"857","2010-05-27",5.69
"858","2010-05-28",5.62
"859","2010-06-01",5.42
"860","2010-06-02",5.62
"861","2010-06-03",5.59
"862","2010-06-04",5.06
"863","2010-06-07",4.75
"864","2010-06-08",4.53
"865","2010-06-09",4.59
"866","2010-06-10",5.09
"867","2010-06-11",5.07
"868","2010-06-14",5.33
"869","2010-06-15",5.51
"870","2010-06-16",5.44
"871","2010-06-17",5.35
"872","2010-06-18",5.5
"873","2010-06-21",5.41
"874","2010-06-22",5.3
"875","2010-06-23",5.05
"876","2010-06-24",4.88
"877","2010-06-25",5.24
"878","2010-06-28",5.27
"879","2010-06-29",4.91
"880","2010-06-30",4.76
"881","2010-07-01",4.93
"882","2010-07-02",4.8
"883","2010-07-06",4.66
"884","2010-07-07",5.09
"885","2010-07-08",5.13
"886","2010-07-09",5.28
"887","2010-07-12",5.22
"888","2010-07-13",5.35
"889","2010-07-14",5.33
"890","2010-07-15",5.18
"891","2010-07-16",4.93
"892","2010-07-19",4.93
"893","2010-07-20",5.12
"894","2010-07-21",4.84
"895","2010-07-22",5.23
"896","2010-07-23",5.34
"897","2010-07-26",5.34
"898","2010-07-27",5.31
"899","2010-07-28",5.27
"900","2010-07-29",5.4
"901","2010-07-30",5.31
"902","2010-08-02",5.31
"903","2010-08-03",5.25
"904","2010-08-04",5.37
"905","2010-08-05",5.27
"906","2010-08-06",5.13
"907","2010-08-09",5.33
"908","2010-08-10",5.2
"909","2010-08-11",4.96
"910","2010-08-12",4.85
"911","2010-08-13",4.75
"912","2010-08-16",4.93
"913","2010-08-17",5.14
"914","2010-08-18",5.11
"915","2010-08-19",4.82
"916","2010-08-20",4.71
"917","2010-08-23",4.71
"918","2010-08-24",4.5
"919","2010-08-25",4.69
"920","2010-08-26",4.53
"921","2010-08-27",4.65
"922","2010-08-30",4.55
"923","2010-08-31",4.6
"924","2010-09-01",4.89
"925","2010-09-02",4.91
"926","2010-09-03",4.98
"927","2010-09-07",4.75
"928","2010-09-08",4.84
"929","2010-09-09",4.87
"930","2010-09-10",4.85
"931","2010-09-13",4.96
"932","2010-09-14",5.14
"933","2010-09-15",5.3
"934","2010-09-16",5.14
"935","2010-09-17",5.42
"936","2010-09-20",5.55
"937","2010-09-21",5.41
"938","2010-09-22",5.41
"939","2010-09-23",5.58
"940","2010-09-24",6.01
"941","2010-09-27",5.96
"942","2010-09-28",6.13
"943","2010-09-29",6.35
"944","2010-09-30",6.09
"945","2010-10-01",6.18
"946","2010-10-04",6.1
"947","2010-10-05",6.41
"948","2010-10-06",6.36
"949","2010-10-07",6.19
"950","2010-10-08",6.21
"951","2010-10-11",6.26
"952","2010-10-12",6.65
"953","2010-10-13",6.77
"954","2010-10-14",6.8
"955","2010-10-15",6.8
"956","2010-10-18",6.83
"957","2010-10-19",6.53
"958","2010-10-20",6.78
"959","2010-10-21",6.8
"960","2010-10-22",6.81
"961","2010-10-25",6.76
"962","2010-10-26",6.81
"963","2010-10-27",6.81
"964","2010-10-28",6.79
"965","2010-10-29",6.72
"966","2010-11-01",7.08
"967","2010-11-02",7.25
"968","2010-11-03",7.19
"969","2010-11-04",7.29
"970","2010-11-05",7.52
"971","2010-11-08",7.46
"972","2010-11-09",7.39
"973","2010-11-10",7.49
"974","2010-11-11",7.5
"975","2010-11-12",7.41
"976","2010-11-15",7.43
"977","2010-11-16",7.4
"978","2010-11-17",7.52
"979","2010-11-18",7.58
"980","2010-11-19",7.54
"981","2010-11-22",7.51
"982","2010-11-23",7.41
"983","2010-11-24",7.7
"984","2010-11-26",7.59
"985","2010-11-29",7.56
"986","2010-11-30",7.38
"987","2010-12-01",7.63
"988","2010-12-02",7.82
"989","2010-12-03",7.95
"990","2010-12-06",7.8
"991","2010-12-07",7.88
"992","2010-12-08",7.66
"993","2010-12-09",7.67
"994","2010-12-10",7.99
"995","2010-12-13",7.64
"996","2010-12-14",7.45
"997","2010-12-15",7.43
"998","2010-12-16",7.79
"999","2010-12-17",7.69
"1000","2010-12-20",7.93
