"","date","TMO"
"1","2007-01-03",45.169998
"2","2007-01-04",45.639999
"3","2007-01-05",45.009998
"4","2007-01-08",44.93
"5","2007-01-09",46.200001
"6","2007-01-10",47.189999
"7","2007-01-11",48.709999
"8","2007-01-12",48.380001
"9","2007-01-16",48.040001
"10","2007-01-17",48.82
"11","2007-01-18",48.689999
"12","2007-01-19",49.049999
"13","2007-01-22",48.09
"14","2007-01-23",48.02
"15","2007-01-24",48.419998
"16","2007-01-25",47.689999
"17","2007-01-26",47.82
"18","2007-01-29",47.330002
"19","2007-01-30",47.389999
"20","2007-01-31",47.849998
"21","2007-02-01",48.880001
"22","2007-02-02",49.389999
"23","2007-02-05",49.049999
"24","2007-02-06",49.299999
"25","2007-02-07",49.709999
"26","2007-02-08",48.93
"27","2007-02-09",48.689999
"28","2007-02-12",47.5
"29","2007-02-13",46.919998
"30","2007-02-14",47.599998
"31","2007-02-15",48.02
"32","2007-02-16",47.630001
"33","2007-02-20",47.950001
"34","2007-02-21",47.700001
"35","2007-02-22",47.240002
"36","2007-02-23",47.439999
"37","2007-02-26",46.84
"38","2007-02-27",45.5
"39","2007-02-28",45.259998
"40","2007-03-01",45.560001
"41","2007-03-02",44.27
"42","2007-03-05",44.16
"43","2007-03-06",44.830002
"44","2007-03-07",45.330002
"45","2007-03-08",45.889999
"46","2007-03-09",45.93
"47","2007-03-12",46.18
"48","2007-03-13",44.939999
"49","2007-03-14",45.080002
"50","2007-03-15",45
"51","2007-03-16",45.41
"52","2007-03-19",46.490002
"53","2007-03-20",46.380001
"54","2007-03-21",46.459999
"55","2007-03-22",46.419998
"56","2007-03-23",46.25
"57","2007-03-26",45.950001
"58","2007-03-27",46.16
"59","2007-03-28",46.040001
"60","2007-03-29",45.919998
"61","2007-03-30",46.75
"62","2007-04-02",46.299999
"63","2007-04-03",46.720001
"64","2007-04-04",47.450001
"65","2007-04-05",48.630001
"66","2007-04-09",48.450001
"67","2007-04-10",48.240002
"68","2007-04-11",48.360001
"69","2007-04-12",48.619999
"70","2007-04-13",48.970001
"71","2007-04-16",49.470001
"72","2007-04-17",49.52
"73","2007-04-18",49.259998
"74","2007-04-19",48.68
"75","2007-04-20",49.23
"76","2007-04-23",49.700001
"77","2007-04-24",49.880001
"78","2007-04-25",50.32
"79","2007-04-26",53.599998
"80","2007-04-27",53.310001
"81","2007-04-30",52.060001
"82","2007-05-01",52.34
"83","2007-05-02",52.950001
"84","2007-05-03",52.900002
"85","2007-05-04",52.540001
"86","2007-05-07",52.549999
"87","2007-05-08",52.349998
"88","2007-05-09",52.369999
"89","2007-05-10",52.049999
"90","2007-05-11",53.630001
"91","2007-05-14",53.380001
"92","2007-05-15",53.450001
"93","2007-05-16",53.900002
"94","2007-05-17",53.369999
"95","2007-05-18",53.630001
"96","2007-05-21",53.57
"97","2007-05-22",53.689999
"98","2007-05-23",53.439999
"99","2007-05-24",53.84
"100","2007-05-25",54
"101","2007-05-29",54.060001
"102","2007-05-30",54.110001
"103","2007-05-31",54.599998
"104","2007-06-01",54.029999
"105","2007-06-04",53.009998
"106","2007-06-05",53.169998
"107","2007-06-06",53.209999
"108","2007-06-07",52.860001
"109","2007-06-08",52.900002
"110","2007-06-11",52.299999
"111","2007-06-12",51.439999
"112","2007-06-13",53.099998
"113","2007-06-14",53.099998
"114","2007-06-15",53.830002
"115","2007-06-18",53.529999
"116","2007-06-19",53.400002
"117","2007-06-20",52.529999
"118","2007-06-21",52.02
"119","2007-06-22",51.299999
"120","2007-06-25",51.279999
"121","2007-06-26",51.09
"122","2007-06-27",51.779999
"123","2007-06-28",51.630001
"124","2007-06-29",51.720001
"125","2007-07-02",52.470001
"126","2007-07-03",53.220001
"127","2007-07-05",52.630001
"128","2007-07-06",52.470001
"129","2007-07-09",52.259998
"130","2007-07-10",51.77
"131","2007-07-11",51.709999
"132","2007-07-12",53.09
"133","2007-07-13",53.560001
"134","2007-07-16",53.93
"135","2007-07-17",53.73
"136","2007-07-18",53.48
"137","2007-07-19",53.66
"138","2007-07-20",52.34
"139","2007-07-23",52.32
"140","2007-07-24",51.639999
"141","2007-07-25",53.09
"142","2007-07-26",52.540001
"143","2007-07-27",52.240002
"144","2007-07-30",53.529999
"145","2007-07-31",52.209999
"146","2007-08-01",53
"147","2007-08-02",53.16
"148","2007-08-03",52.290001
"149","2007-08-06",52.779999
"150","2007-08-07",52.099998
"151","2007-08-08",53.52
"152","2007-08-09",52.049999
"153","2007-08-10",53.209999
"154","2007-08-13",53.75
"155","2007-08-14",52.900002
"156","2007-08-15",50.650002
"157","2007-08-16",49.860001
"158","2007-08-17",50.259998
"159","2007-08-20",49.869999
"160","2007-08-21",50.330002
"161","2007-08-22",51.43
"162","2007-08-23",51.82
"163","2007-08-24",52.700001
"164","2007-08-27",52.66
"165","2007-08-28",51.48
"166","2007-08-29",53.619999
"167","2007-08-30",54.330002
"168","2007-08-31",54.23
"169","2007-09-04",54.540001
"170","2007-09-05",54.84
"171","2007-09-06",54.73
"172","2007-09-07",54.150002
"173","2007-09-10",53.759998
"174","2007-09-11",54.5
"175","2007-09-12",55.459999
"176","2007-09-13",56.09
"177","2007-09-14",55.689999
"178","2007-09-17",55.27
"179","2007-09-18",57.509998
"180","2007-09-19",58.060001
"181","2007-09-20",57.470001
"182","2007-09-21",57.419998
"183","2007-09-24",56.990002
"184","2007-09-25",57.200001
"185","2007-09-26",57.93
"186","2007-09-27",57.82
"187","2007-09-28",57.720001
"188","2007-10-01",58.139999
"189","2007-10-02",57.32
"190","2007-10-03",56.52
"191","2007-10-04",57
"192","2007-10-05",57.860001
"193","2007-10-08",58.060001
"194","2007-10-09",59.400002
"195","2007-10-10",58.25
"196","2007-10-11",58.07
"197","2007-10-12",58.700001
"198","2007-10-15",58.68
"199","2007-10-16",58.459999
"200","2007-10-17",58.459999
"201","2007-10-18",58.439999
"202","2007-10-19",57.759998
"203","2007-10-22",57.939999
"204","2007-10-23",59.509998
"205","2007-10-24",59.080002
"206","2007-10-25",57.900002
"207","2007-10-26",57.849998
"208","2007-10-29",57.860001
"209","2007-10-30",58.130001
"210","2007-10-31",58.810001
"211","2007-11-01",57.57
"212","2007-11-02",56.75
"213","2007-11-05",57.360001
"214","2007-11-06",57.580002
"215","2007-11-07",56.630001
"216","2007-11-08",57.259998
"217","2007-11-09",57.02
"218","2007-11-12",56.75
"219","2007-11-13",57.889999
"220","2007-11-14",57.939999
"221","2007-11-15",57.43
"222","2007-11-16",57.560001
"223","2007-11-19",56.639999
"224","2007-11-20",57.48
"225","2007-11-21",56.709999
"226","2007-11-23",57.209999
"227","2007-11-26",56.5
"228","2007-11-27",57.259998
"229","2007-11-28",58.110001
"230","2007-11-29",57.25
"231","2007-11-30",57.639999
"232","2007-12-03",57.310001
"233","2007-12-04",57.27
"234","2007-12-05",57.889999
"235","2007-12-06",58.080002
"236","2007-12-07",57.869999
"237","2007-12-10",58.709999
"238","2007-12-11",57.43
"239","2007-12-12",57.389999
"240","2007-12-13",57.310001
"241","2007-12-14",57.279999
"242","2007-12-17",56.540001
"243","2007-12-18",56.700001
"244","2007-12-19",56.869999
"245","2007-12-20",57.049999
"246","2007-12-21",58.459999
"247","2007-12-24",58.18
"248","2007-12-26",59.130001
"249","2007-12-27",57.790001
"250","2007-12-28",58.189999
"251","2007-12-31",57.68
"252","2008-01-02",55.799999
"253","2008-01-03",57.009998
"254","2008-01-04",55.939999
"255","2008-01-07",56.919998
"256","2008-01-08",56.880001
"257","2008-01-09",55.470001
"258","2008-01-10",56.009998
"259","2008-01-11",54.990002
"260","2008-01-14",55.630001
"261","2008-01-15",54.75
"262","2008-01-16",54.790001
"263","2008-01-17",53.790001
"264","2008-01-18",52.02
"265","2008-01-22",50.59
"266","2008-01-23",50.349998
"267","2008-01-24",50.060001
"268","2008-01-25",51.610001
"269","2008-01-28",51.389999
"270","2008-01-29",52.610001
"271","2008-01-30",51.060001
"272","2008-01-31",51.490002
"273","2008-02-01",52.380001
"274","2008-02-04",51.099998
"275","2008-02-05",50.240002
"276","2008-02-06",54.049999
"277","2008-02-07",55.490002
"278","2008-02-08",55.419998
"279","2008-02-11",55.91
"280","2008-02-12",56.77
"281","2008-02-13",57.16
"282","2008-02-14",56.639999
"283","2008-02-15",57.220001
"284","2008-02-19",56.810001
"285","2008-02-20",57.150002
"286","2008-02-21",56.25
"287","2008-02-22",56.169998
"288","2008-02-25",57.939999
"289","2008-02-26",57.990002
"290","2008-02-27",57.68
"291","2008-02-28",57.029999
"292","2008-02-29",55.93
"293","2008-03-03",55.41
"294","2008-03-04",54.990002
"295","2008-03-05",54.849998
"296","2008-03-06",53.799999
"297","2008-03-07",53.57
"298","2008-03-10",52.349998
"299","2008-03-11",53.439999
"300","2008-03-12",53.290001
"301","2008-03-13",54.380001
"302","2008-03-14",53.299999
"303","2008-03-17",52.560001
"304","2008-03-18",54.16
"305","2008-03-19",53.919998
"306","2008-03-20",54.27
"307","2008-03-24",55.73
"308","2008-03-25",56.610001
"309","2008-03-26",56.349998
"310","2008-03-27",55.700001
"311","2008-03-28",56.439999
"312","2008-03-31",56.84
"313","2008-04-01",59.189999
"314","2008-04-02",58.619999
"315","2008-04-03",58
"316","2008-04-04",57.950001
"317","2008-04-07",57.349998
"318","2008-04-08",56.880001
