"","date","SRE"
"1","2007-01-03",56.77
"2","2007-01-04",56.27
"3","2007-01-05",55.189999
"4","2007-01-08",54.990002
"5","2007-01-09",55.630001
"6","2007-01-10",55.630001
"7","2007-01-11",55.790001
"8","2007-01-12",55.48
"9","2007-01-16",56.23
"10","2007-01-17",55.900002
"11","2007-01-18",55.73
"12","2007-01-19",55.950001
"13","2007-01-22",56.380001
"14","2007-01-23",57.349998
"15","2007-01-24",58
"16","2007-01-25",57.349998
"17","2007-01-26",57.299999
"18","2007-01-29",56.849998
"19","2007-01-30",57.029999
"20","2007-01-31",57.380001
"21","2007-02-01",57.709999
"22","2007-02-02",57.790001
"23","2007-02-05",58.209999
"24","2007-02-06",59.290001
"25","2007-02-07",60.130001
"26","2007-02-08",60.639999
"27","2007-02-09",60.369999
"28","2007-02-12",60.25
"29","2007-02-13",60.700001
"30","2007-02-14",60.900002
"31","2007-02-15",60.450001
"32","2007-02-16",60.450001
"33","2007-02-20",60.619999
"34","2007-02-21",60.360001
"35","2007-02-22",60.450001
"36","2007-02-23",60.599998
"37","2007-02-26",61.549999
"38","2007-02-27",60.400002
"39","2007-02-28",60.049999
"40","2007-03-01",60.150002
"41","2007-03-02",59.330002
"42","2007-03-05",58.139999
"43","2007-03-06",59.389999
"44","2007-03-07",59.580002
"45","2007-03-08",59.880001
"46","2007-03-09",59.849998
"47","2007-03-12",60.639999
"48","2007-03-13",59.610001
"49","2007-03-14",60.139999
"50","2007-03-15",60.560001
"51","2007-03-16",60.16
"52","2007-03-19",60.84
"53","2007-03-20",61.110001
"54","2007-03-21",61.799999
"55","2007-03-22",61.860001
"56","2007-03-23",61.990002
"57","2007-03-26",62.200001
"58","2007-03-27",62.259998
"59","2007-03-28",61.91
"60","2007-03-29",61.43
"61","2007-03-30",61.009998
"62","2007-04-02",61.939999
"63","2007-04-03",61.82
"64","2007-04-04",61.59
"65","2007-04-05",61.400002
"66","2007-04-09",62.25
"67","2007-04-10",62.91
"68","2007-04-11",63.650002
"69","2007-04-12",64.32
"70","2007-04-13",63.849998
"71","2007-04-16",64.120003
"72","2007-04-17",64.449997
"73","2007-04-18",63.799999
"74","2007-04-19",63.619999
"75","2007-04-20",64.260002
"76","2007-04-23",64.82
"77","2007-04-24",65.510002
"78","2007-04-25",66.290001
"79","2007-04-26",64.809998
"80","2007-04-27",64.129997
"81","2007-04-30",63.48
"82","2007-05-01",63.740002
"83","2007-05-02",63.240002
"84","2007-05-03",63.509998
"85","2007-05-04",63.029999
"86","2007-05-07",62.73
"87","2007-05-08",62.450001
"88","2007-05-09",62.310001
"89","2007-05-10",61.900002
"90","2007-05-11",62.130001
"91","2007-05-14",62.02
"92","2007-05-15",62.5
"93","2007-05-16",63.150002
"94","2007-05-17",63.240002
"95","2007-05-18",64.050003
"96","2007-05-21",64.32
"97","2007-05-22",64.5
"98","2007-05-23",64.519997
"99","2007-05-24",62.209999
"100","2007-05-25",61.880001
"101","2007-05-29",61.689999
"102","2007-05-30",61.880001
"103","2007-05-31",61.32
"104","2007-06-01",61.360001
"105","2007-06-04",61.560001
"106","2007-06-05",60.240002
"107","2007-06-06",59.43
"108","2007-06-07",57.150002
"109","2007-06-08",59.099998
"110","2007-06-11",59.290001
"111","2007-06-12",58.34
"112","2007-06-13",59.23
"113","2007-06-14",59.200001
"114","2007-06-15",59.799999
"115","2007-06-18",58.950001
"116","2007-06-19",62.029999
"117","2007-06-20",60.310001
"118","2007-06-21",60.48
"119","2007-06-22",58.849998
"120","2007-06-25",59.029999
"121","2007-06-26",58.43
"122","2007-06-27",59.07
"123","2007-06-28",58.93
"124","2007-06-29",59.23
"125","2007-07-02",60.439999
"126","2007-07-03",60.259998
"127","2007-07-05",59.619999
"128","2007-07-06",59.299999
"129","2007-07-09",60.740002
"130","2007-07-10",59.310001
"131","2007-07-11",58.25
"132","2007-07-12",58.619999
"133","2007-07-13",58.810001
"134","2007-07-16",58.400002
"135","2007-07-17",58.040001
"136","2007-07-18",57.889999
"137","2007-07-19",59.68
"138","2007-07-20",58.709999
"139","2007-07-23",58.52
"140","2007-07-24",56.669998
"141","2007-07-25",56.900002
"142","2007-07-26",54.540001
"143","2007-07-27",53.099998
"144","2007-07-30",53.150002
"145","2007-07-31",52.720001
"146","2007-08-01",54.849998
"147","2007-08-02",56.349998
"148","2007-08-03",53.93
"149","2007-08-06",55.689999
"150","2007-08-07",56.119999
"151","2007-08-08",56.139999
"152","2007-08-09",53.599998
"153","2007-08-10",53.48
"154","2007-08-13",54.700001
"155","2007-08-14",53.279999
"156","2007-08-15",52.209999
"157","2007-08-16",52.630001
"158","2007-08-17",53.68
"159","2007-08-20",54
"160","2007-08-21",53.860001
"161","2007-08-22",54.130001
"162","2007-08-23",54.529999
"163","2007-08-24",55.970001
"164","2007-08-27",53.939999
"165","2007-08-28",53.599998
"166","2007-08-29",54.869999
"167","2007-08-30",54.560001
"168","2007-08-31",55.029999
"169","2007-09-04",55.349998
"170","2007-09-05",54.490002
"171","2007-09-06",54.860001
"172","2007-09-07",54.509998
"173","2007-09-10",55.029999
"174","2007-09-11",56.23
"175","2007-09-12",56.080002
"176","2007-09-13",55.849998
"177","2007-09-14",56.290001
"178","2007-09-17",56.509998
"179","2007-09-18",58.259998
"180","2007-09-19",59.450001
"181","2007-09-20",59.130001
"182","2007-09-21",59.84
"183","2007-09-24",59.25
"184","2007-09-25",58.700001
"185","2007-09-26",59
"186","2007-09-27",58.900002
"187","2007-09-28",58.119999
"188","2007-10-01",58.98
"189","2007-10-02",58.25
"190","2007-10-03",58.32
"191","2007-10-04",58.639999
"192","2007-10-05",58.599998
"193","2007-10-08",58.139999
"194","2007-10-09",58.939999
"195","2007-10-10",58.369999
"196","2007-10-11",59.34
"197","2007-10-12",59.27
"198","2007-10-15",59.779999
"199","2007-10-16",59.880001
"200","2007-10-17",59.610001
"201","2007-10-18",59.509998
"202","2007-10-19",58.16
"203","2007-10-22",58.529999
"204","2007-10-23",58.720001
"205","2007-10-24",58.560001
"206","2007-10-25",59.549999
"207","2007-10-26",60.049999
"208","2007-10-29",60.599998
"209","2007-10-30",60.34
"210","2007-10-31",61.509998
"211","2007-11-01",60.200001
"212","2007-11-02",61.209999
"213","2007-11-05",62.02
"214","2007-11-06",62.330002
"215","2007-11-07",60.16
"216","2007-11-08",61.540001
"217","2007-11-09",60
"218","2007-11-12",59.259998
"219","2007-11-13",59.509998
"220","2007-11-14",58.959999
"221","2007-11-15",58.950001
"222","2007-11-16",60.110001
"223","2007-11-19",60.900002
"224","2007-11-20",61.16
"225","2007-11-21",60.560001
"226","2007-11-23",60.580002
"227","2007-11-26",60.93
"228","2007-11-27",61.400002
"229","2007-11-28",62.48
"230","2007-11-29",62.259998
"231","2007-11-30",62.619999
"232","2007-12-03",62.299999
"233","2007-12-04",62.830002
"234","2007-12-05",63.889999
"235","2007-12-06",63.82
"236","2007-12-07",63.59
"237","2007-12-10",63.860001
"238","2007-12-11",62.150002
"239","2007-12-12",62.16
"240","2007-12-13",62.630001
"241","2007-12-14",61.18
"242","2007-12-17",61.02
"243","2007-12-18",61.779999
"244","2007-12-19",61.34
"245","2007-12-20",61.400002
"246","2007-12-21",62.720001
"247","2007-12-24",63.07
"248","2007-12-26",62.32
"249","2007-12-27",61.779999
"250","2007-12-28",62.259998
"251","2007-12-31",61.880001
"252","2008-01-02",61.41
"253","2008-01-03",60.849998
"254","2008-01-04",60.25
"255","2008-01-07",60.599998
"256","2008-01-08",60.98
"257","2008-01-09",61.950001
"258","2008-01-10",61.779999
"259","2008-01-11",62.57
"260","2008-01-14",62.450001
"261","2008-01-15",61.650002
"262","2008-01-16",60.439999
"263","2008-01-17",58.560001
"264","2008-01-18",57.299999
"265","2008-01-22",55.09
"266","2008-01-23",56.110001
"267","2008-01-24",54.98
"268","2008-01-25",54.09
"269","2008-01-28",54.790001
"270","2008-01-29",54.990002
"271","2008-01-30",54.849998
"272","2008-01-31",55.900002
"273","2008-02-01",56.98
"274","2008-02-04",58.110001
"275","2008-02-05",56.150002
"276","2008-02-06",56.169998
"277","2008-02-07",55.860001
"278","2008-02-08",55.610001
"279","2008-02-11",55.119999
"280","2008-02-12",56.549999
"281","2008-02-13",56.380001
"282","2008-02-14",55.73
"283","2008-02-15",55.540001
"284","2008-02-19",55.32
"285","2008-02-20",55.209999
"286","2008-02-21",54.419998
"287","2008-02-22",54.450001
"288","2008-02-25",54.869999
"289","2008-02-26",55.77
"290","2008-02-27",54.950001
"291","2008-02-28",54.860001
"292","2008-02-29",53.130001
"293","2008-03-03",52.759998
"294","2008-03-04",52.57
"295","2008-03-05",52.75
"296","2008-03-06",52.189999
"297","2008-03-07",52.099998
"298","2008-03-10",51.669998
"299","2008-03-11",52.799999
"300","2008-03-12",52.650002
"301","2008-03-13",52.700001
"302","2008-03-14",52.779999
"303","2008-03-17",51
"304","2008-03-18",51.27
"305","2008-03-19",50.110001
"306","2008-03-20",49.52
"307","2008-03-24",50.25
"308","2008-03-25",50.75
"309","2008-03-26",51.02
"310","2008-03-27",53
"311","2008-03-28",52.98
"312","2008-03-31",53.279999
"313","2008-04-01",54.310001
"314","2008-04-02",55.290001
"315","2008-04-03",54.650002
"316","2008-04-04",54.299999
"317","2008-04-07",55.169998
"318","2008-04-08",55.16
"319","2008-04-09",54.459999
"320","2008-04-10",54.639999
"321","2008-04-11",55.02
"322","2008-04-14",55.07
"323","2008-04-15",55.490002
"324","2008-04-16",56.860001
"325","2008-04-17",56.779999
"326","2008-04-18",57.240002
"327","2008-04-21",56.77
"328","2008-04-22",56.52
"329","2008-04-23",57.5
"330","2008-04-24",57.240002
"331","2008-04-25",57.040001
"332","2008-04-28",56.98
"333","2008-04-29",56.669998
"334","2008-04-30",56.669998
"335","2008-05-01",56.880001
"336","2008-05-02",58.799999
"337","2008-05-05",57.73
"338","2008-05-06",57.889999
"339","2008-05-07",57.27
"340","2008-05-08",57.16
"341","2008-05-09",57.16
"342","2008-05-12",57.889999
"343","2008-05-13",58.310001
"344","2008-05-14",58.970001
"345","2008-05-15",58.790001
"346","2008-05-16",59.189999
"347","2008-05-19",59.349998
"348","2008-05-20",59.27
"349","2008-05-21",59.299999
"350","2008-05-22",59.150002
"351","2008-05-23",57.540001
"352","2008-05-27",58.580002
"353","2008-05-28",58.220001
"354","2008-05-29",58
"355","2008-05-30",57.810001
"356","2008-06-02",57.240002
