"","date","NEX"
"222","2017-12-05",14.49
"223","2017-12-06",13.89
"224","2017-12-07",14.27
"225","2017-12-08",14.86
"226","2017-12-11",15.08
"227","2017-12-12",15.31
"228","2017-12-13",15.33
"229","2017-12-14",15.75
"230","2017-12-15",15.86
"231","2017-12-18",16.870001
"232","2017-12-19",16.969999
"233","2017-12-20",17.43
"234","2017-12-21",17.84
"235","2017-12-22",17.85
"236","2017-12-26",18.719999
"237","2017-12-27",18.530001
"238","2017-12-28",18.780001
"239","2017-12-29",19.01
"240","2018-01-02",19.26
"241","2018-01-03",18.74
"242","2018-01-04",19.049999
"243","2018-01-05",18.52
"244","2018-01-08",18.57
"245","2018-01-09",18.15
"246","2018-01-10",18.76
"247","2018-01-11",19.5
"248","2018-01-12",19.030001
"249","2018-01-16",17.879999
"250","2018-01-17",18.51
"251","2018-01-18",17.959999
"252","2018-01-19",17.799999
"253","2018-01-22",18.299999
"254","2018-01-23",18.49
"255","2018-01-24",17.799999
"256","2018-01-25",16.91
"257","2018-01-26",16.91
"258","2018-01-29",16.73
"259","2018-01-30",16.6
"260","2018-01-31",16.530001
"261","2018-02-01",16.67
"262","2018-02-02",15.87
"263","2018-02-05",15.49
"264","2018-02-06",15.56
"265","2018-02-07",15.28
"266","2018-02-08",14.15
"267","2018-02-09",13.62
"268","2018-02-12",14.29
"269","2018-02-13",13.99
"270","2018-02-14",14.56
"271","2018-02-15",14.98
"272","2018-02-16",15.01
"273","2018-02-20",14.62
"274","2018-02-21",14.86
"275","2018-02-22",14.95
"276","2018-02-23",15.27
"277","2018-02-26",15
"278","2018-02-27",15.53
"279","2018-02-28",15.55
"280","2018-03-01",15.63
"281","2018-03-02",16.18
"282","2018-03-05",16.48
"283","2018-03-06",16.51
"284","2018-03-07",16.440001
"285","2018-03-08",16.67
"286","2018-03-09",17.01
"287","2018-03-12",17.200001
"288","2018-03-13",16.27
"289","2018-03-14",15.75
"290","2018-03-15",15.57
"291","2018-03-16",15.91
"292","2018-03-19",15.21
"293","2018-03-20",15.11
"294","2018-03-21",15.7
"295","2018-03-22",15.6
"296","2018-03-23",15.51
"297","2018-03-26",15.82
"298","2018-03-27",15.08
"299","2018-03-28",14.26
"300","2018-03-29",14.8
"301","2018-04-02",14.09
"302","2018-04-03",14.45
"303","2018-04-04",14.62
"304","2018-04-05",15.45
"305","2018-04-06",14.97
"306","2018-04-09",14.73
"307","2018-04-10",16.17
"308","2018-04-11",16.07
"309","2018-04-12",15.83
"310","2018-04-13",15.54
"311","2018-04-16",15.51
"312","2018-04-17",15.67
"313","2018-04-18",15.96
"314","2018-04-19",15.76
"315","2018-04-20",15.73
"316","2018-04-23",15.8
"317","2018-04-24",15.59
"318","2018-04-25",14.9
"319","2018-04-26",15.56
"320","2018-04-27",15.7
"321","2018-04-30",15.55
"322","2018-05-01",15.53
"323","2018-05-02",15.48
"324","2018-05-03",15.54
"325","2018-05-04",15.89
"326","2018-05-07",15.87
"327","2018-05-08",15.72
"328","2018-05-09",15.6
"329","2018-05-10",15.64
"330","2018-05-11",15.88
"331","2018-05-14",15.99
"332","2018-05-15",16.01
"333","2018-05-16",16.110001
"334","2018-05-17",16.68
"335","2018-05-18",16.379999
"336","2018-05-21",16.559999
"337","2018-05-22",16.23
"338","2018-05-23",15.93
"339","2018-05-24",15.85
"340","2018-05-25",14.87
"341","2018-05-29",14.84
"342","2018-05-30",15.18
"343","2018-05-31",14.65
"344","2018-06-01",14.18
"345","2018-06-04",13.7
"346","2018-06-05",13.77
"347","2018-06-06",13.88
"348","2018-06-07",14.1
"349","2018-06-08",13.53
"350","2018-06-11",13.58
"351","2018-06-12",13.93
"352","2018-06-13",14.25
"353","2018-06-14",13.66
"354","2018-06-15",13.57
"355","2018-06-18",13.58
"356","2018-06-19",13.78
"357","2018-06-20",13.72
"358","2018-06-21",13.26
"359","2018-06-22",13.75
"360","2018-06-25",13.14
"361","2018-06-26",13.37
"362","2018-06-27",13.74
"363","2018-06-28",13.8
"364","2018-06-29",13.67
"365","2018-07-02",12.43
"366","2018-07-03",12.85
"367","2018-07-05",13.32
"368","2018-07-06",13.37
"369","2018-07-09",13.65
"370","2018-07-10",13.37
"371","2018-07-11",13.09
"372","2018-07-12",13.18
"373","2018-07-13",13.06
"374","2018-07-16",12.55
"375","2018-07-17",12.57
"376","2018-07-18",12.39
"377","2018-07-19",12.28
"378","2018-07-20",12.42
"379","2018-07-23",12.1
"380","2018-07-24",11.95
"381","2018-07-25",12.16
"382","2018-07-26",12.54
"383","2018-07-27",13.23
"384","2018-07-30",13.6
"385","2018-07-31",14.11
"386","2018-08-01",13.98
"387","2018-08-02",14.11
"388","2018-08-03",14.07
"389","2018-08-06",14.17
"390","2018-08-07",14.02
"391","2018-08-08",14.03
"392","2018-08-09",13.96
"393","2018-08-10",14.43
"394","2018-08-13",14.08
"395","2018-08-14",14.1
"396","2018-08-15",12.81
"397","2018-08-16",13.02
"398","2018-08-17",13.23
"399","2018-08-20",13.5
"400","2018-08-21",13.67
"401","2018-08-22",13.83
"402","2018-08-23",13.29
"403","2018-08-24",13.3
"404","2018-08-27",13.3
"405","2018-08-28",13.15
"406","2018-08-29",13.17
"407","2018-08-30",12.19
"408","2018-08-31",12.28
"409","2018-09-04",12.23
"410","2018-09-05",11.09
"411","2018-09-06",10.3
"412","2018-09-07",10.67
"413","2018-09-10",11.2
"414","2018-09-11",11.62
"415","2018-09-12",12.54
"416","2018-09-13",12.35
"417","2018-09-14",12.95
"418","2018-09-17",12.53
"419","2018-09-18",12.88
"420","2018-09-19",12.71
"421","2018-09-20",12.53
"422","2018-09-21",12.56
"423","2018-09-24",12.6
"424","2018-09-25",12.86
"425","2018-09-26",12.47
"426","2018-09-27",12.48
"427","2018-09-28",12.37
"428","2018-10-01",12.84
"429","2018-10-02",12.96
"430","2018-10-03",13.03
"431","2018-10-04",13.03
"432","2018-10-05",13.2
"433","2018-10-08",13.22
"434","2018-10-09",13.51
"435","2018-10-10",12.32
"436","2018-10-11",12.05
"437","2018-10-12",12.15
"438","2018-10-15",12.39
"439","2018-10-16",12.63
"440","2018-10-17",12.5
"441","2018-10-18",12.21
"442","2018-10-19",12.18
"443","2018-10-22",11.83
"444","2018-10-23",11.03
"445","2018-10-24",10.46
"446","2018-10-25",10.9
"447","2018-10-26",11.41
"448","2018-10-29",11.29
"449","2018-10-30",12.09
"450","2018-10-31",12.57
"451","2018-11-01",12.71
"452","2018-11-02",13.19
"453","2018-11-05",13.69
"454","2018-11-06",13.39
"455","2018-11-07",13.67
"456","2018-11-08",13.41
"457","2018-11-09",13.14
"458","2018-11-12",12.13
"459","2018-11-13",11.49
"460","2018-11-14",11.46
"461","2018-11-15",11.72
"462","2018-11-16",11.65
"463","2018-11-19",11.72
"464","2018-11-20",11.2
"465","2018-11-21",11.49
"466","2018-11-23",11.27
"467","2018-11-26",11.28
"468","2018-11-27",11.55
"469","2018-11-28",11.55
"470","2018-11-29",11.15
"471","2018-11-30",11.12
"472","2018-12-03",11.16
"473","2018-12-04",9.8
"474","2018-12-06",9.12
"475","2018-12-07",8.93
"476","2018-12-10",8.34
"477","2018-12-11",8.87
"478","2018-12-12",9.6
"479","2018-12-13",9.5
"480","2018-12-14",8.96
"481","2018-12-17",9
"482","2018-12-18",9.22
"483","2018-12-19",8.31
"484","2018-12-20",8.4
"485","2018-12-21",8.02
"486","2018-12-24",7.88
"487","2018-12-26",8.24
"488","2018-12-27",7.94
"489","2018-12-28",7.99
"490","2018-12-31",8.18
"491","2019-01-02",8.6
"492","2019-01-03",8.84
"493","2019-01-04",8.93
"494","2019-01-07",8.95
"495","2019-01-08",8.86
"496","2019-01-09",9.37
"497","2019-01-10",9.17
"498","2019-01-11",8.74
"499","2019-01-14",8.77
"500","2019-01-15",8.89
"501","2019-01-16",9.29
"502","2019-01-17",9.18
"503","2019-01-18",9.59
"504","2019-01-22",9.1
"505","2019-01-23",8.89
"506","2019-01-24",9.3
"507","2019-01-25",9.77
"508","2019-01-28",9.62
"509","2019-01-29",9.67
"510","2019-01-30",9.98
"511","2019-01-31",10.08
"512","2019-02-01",10.35
"513","2019-02-04",10.66
"514","2019-02-05",10.71
"515","2019-02-06",10.5
"516","2019-02-07",10.14
"517","2019-02-08",9.9
"518","2019-02-11",10.29
"519","2019-02-12",10.65
"520","2019-02-13",10.53
"521","2019-02-14",10.79
"522","2019-02-15",11.13
"523","2019-02-19",11.09
"524","2019-02-20",11.45
"525","2019-02-21",11.04
"526","2019-02-22",11.17
"527","2019-02-25",11.31
"528","2019-02-26",11.15
"529","2019-02-27",11.08
"530","2019-02-28",11.02
"531","2019-03-01",11.17
"532","2019-03-04",11.11
"533","2019-03-05",10.57
"534","2019-03-06",9.97
"535","2019-03-07",9.57
"536","2019-03-08",9.4
"537","2019-03-11",9.65
"538","2019-03-12",9.74
"539","2019-03-13",10.18
"540","2019-03-14",10
"541","2019-03-15",9.8
"542","2019-03-18",10.17
"543","2019-03-19",10.37
"544","2019-03-20",10.5
"545","2019-03-21",10.28
"546","2019-03-22",9.69
"547","2019-03-25",10.02
"548","2019-03-26",10.57
"549","2019-03-27",10.76
"550","2019-03-28",11.03
"551","2019-03-29",10.89
"552","2019-04-01",11.23
"553","2019-04-02",11.19
"554","2019-04-03",11.04
"555","2019-04-04",11.61
"556","2019-04-05",11.96
"557","2019-04-08",12.04
"558","2019-04-09",11.59
"559","2019-04-10",11.77
"560","2019-04-11",11.57
"561","2019-04-12",11.88
"562","2019-04-15",11.7
"563","2019-04-16",12.21
"564","2019-04-17",12.19
"565","2019-04-18",11.85
"566","2019-04-22",12.08
"567","2019-04-23",11.95
"568","2019-04-24",11.46
"569","2019-04-25",11.13
"570","2019-04-26",10.99
"571","2019-04-29",11.1
"572","2019-04-30",10.49
"573","2019-05-01",10.37
"574","2019-05-02",10.35
"575","2019-05-03",10.59
"576","2019-05-06",10.68
"577","2019-05-07",10.6
"578","2019-05-08",10.34
"579","2019-05-09",9.53
"580","2019-05-10",9.5
"581","2019-05-13",8.95
"582","2019-05-14",9.48
"583","2019-05-15",9.42
"584","2019-05-16",9.67
"585","2019-05-17",9.01
"586","2019-05-20",8.73
"587","2019-05-21",8.82
"588","2019-05-22",8.42
"589","2019-05-23",7.99
"590","2019-05-24",7.95
"591","2019-05-28",7.85
"592","2019-05-29",7.82
"593","2019-05-30",7.57
"594","2019-05-31",7.34
"595","2019-06-03",7.54
"596","2019-06-04",7.55
"597","2019-06-05",7.03
"598","2019-06-06",6.97
"599","2019-06-07",7.12
"600","2019-06-10",7.35
"601","2019-06-11",7.58
"602","2019-06-12",7.19
"603","2019-06-13",7.44
"604","2019-06-14",6.99
"605","2019-06-17",7.48
"606","2019-06-18",7.29
"607","2019-06-19",7.24
"608","2019-06-20",7.6
"609","2019-06-21",7.43
"610","2019-06-24",7.23
"611","2019-06-25",6.93
"612","2019-06-26",7.16
"613","2019-06-27",7.02
"614","2019-06-28",6.72
"615","2019-07-01",6.7
"616","2019-07-02",6.54
"617","2019-07-03",6.5
"618","2019-07-05",6.65
"619","2019-07-08",6.66
"620","2019-07-09",6.62
"621","2019-07-10",6.9
"622","2019-07-11",6.91
"623","2019-07-12",6.84
"624","2019-07-15",6.68
"625","2019-07-16",6.55
"626","2019-07-17",6.08
"627","2019-07-18",5.74
"628","2019-07-19",5.85
"629","2019-07-22",5.89
"630","2019-07-23",5.97
"631","2019-07-24",5.9
"632","2019-07-25",5.55
"633","2019-07-26",5.3
"634","2019-07-29",5
"635","2019-07-30",6.19
"636","2019-07-31",6.29
"637","2019-08-01",5.72
"638","2019-08-02",5.62
"639","2019-08-05",5.64
"640","2019-08-06",5.39
"641","2019-08-07",5.58
"642","2019-08-08",5.61
"643","2019-08-09",5.32
"644","2019-08-12",5.32
"645","2019-08-13",5.31
"646","2019-08-14",5.01
"647","2019-08-15",5.05
"648","2019-08-16",5.31
"649","2019-08-19",5.43
"650","2019-08-20",5.48
"651","2019-08-21",5.5
"652","2019-08-22",5.2
"653","2019-08-23",4.97
"654","2019-08-26",4.9
"655","2019-08-27",4.8
"656","2019-08-28",4.98
"657","2019-08-29",5.27
"658","2019-08-30",5.3
"659","2019-09-03",5.16
"660","2019-09-04",5.15
"661","2019-09-05",5.44
"662","2019-09-06",5.59
"663","2019-09-09",5.83
"664","2019-09-10",5.96
"665","2019-09-11",6.22
"666","2019-09-12",6.14
"667","2019-09-13",6.27
"668","2019-09-16",6.95
"669","2019-09-17",6.5
"670","2019-09-18",6.38
"671","2019-09-19",6.32
"672","2019-09-20",6.2
"673","2019-09-23",6.52
"674","2019-09-24",6.09
"675","2019-09-25",6.17
"676","2019-09-26",5.96
"677","2019-09-27",6.1
"678","2019-09-30",6.06
"679","2019-10-01",5.65
"680","2019-10-02",5.56
"681","2019-10-03",5.66
"682","2019-10-04",5.58
"683","2019-10-07",5.6
"684","2019-10-08",5.44
"685","2019-10-09",5.27
"686","2019-10-10",5.12
"687","2019-10-11",5.21
"688","2019-10-14",4.95
"689","2019-10-15",4.73
"690","2019-10-16",4.76
"691","2019-10-17",4.75
"692","2019-10-18",4.83
"693","2019-10-21",5.1
"694","2019-10-22",5.26
"695","2019-10-23",5.51
"696","2019-10-24",5.41
"697","2019-10-25",5.67
"698","2019-10-28",5.55
"699","2019-10-29",5.1
"700","2019-10-30",4.55
"701","2019-10-31",4.325
"702","2019-11-01",4.38
"703","2019-11-04",4.67
"704","2019-11-05",4.52
"705","2019-11-06",4.07
"706","2019-11-07",5.15
"707","2019-11-08",5.37
"708","2019-11-11",5.3
"709","2019-11-12",5.17
"710","2019-11-13",4.83
"711","2019-11-14",4.77
"712","2019-11-15",4.91
"713","2019-11-18",4.74
"714","2019-11-19",4.67
"715","2019-11-20",4.57
"716","2019-11-21",4.6
"717","2019-11-22",4.66
"718","2019-11-25",4.83
"719","2019-11-26",4.72
"720","2019-11-27",4.94
"721","2019-11-29",4.79
"722","2019-12-02",5.08
"723","2019-12-03",5.08
"724","2019-12-04",5.26
"725","2019-12-05",5.14
"726","2019-12-06",5.5
"727","2019-12-09",5.59
"728","2019-12-10",5.67
"729","2019-12-11",5.92
"730","2019-12-12",6.27
"731","2019-12-13",6.37
"732","2019-12-16",6.64
"733","2019-12-17",6.79
"734","2019-12-18",6.74
"735","2019-12-19",6.73
"736","2019-12-20",6.66
"737","2019-12-23",6.91
"738","2019-12-24",6.9
"739","2019-12-26",6.81
"740","2019-12-27",6.54
"741","2019-12-30",6.69
"742","2019-12-31",6.7
"743","2020-01-02",6.51
"744","2020-01-03",6.72
"745","2020-01-06",7.01
"746","2020-01-07",6.87
"747","2020-01-08",6.47
"748","2020-01-09",6.58
"749","2020-01-10",6.62
"750","2020-01-13",6.43
"751","2020-01-14",6.41
"752","2020-01-15",6.43
"753","2020-01-16",6.82
"754","2020-01-17",6.77
"755","2020-01-21",6.24
"756","2020-01-22",6.16
"757","2020-01-23",5.86
"758","2020-01-24",5.46
"759","2020-01-27",5.19
"760","2020-01-28",5.33
"761","2020-01-29",5.3
"762","2020-01-30",5.38
"763","2020-01-31",5.15
"764","2020-02-03",4.85
"765","2020-02-04",5.19
"766","2020-02-05",5.74
"767","2020-02-06",5.19
"768","2020-02-07",5.21
"769","2020-02-10",5.06
"770","2020-02-11",5.18
"771","2020-02-12",5.33
"772","2020-02-13",5.36
"773","2020-02-14",5.45
"774","2020-02-18",5.36
"775","2020-02-19",5.66
"776","2020-02-20",5.74
"777","2020-02-21",5.51
"778","2020-02-24",5.18
"779","2020-02-25",5.12
"780","2020-02-26",4.89
"781","2020-02-27",4.67
"782","2020-02-28",4.66
"783","2020-03-02",4.52
"784","2020-03-03",4.32
"785","2020-03-04",4.35
"786","2020-03-05",4.14
"787","2020-03-06",3.44
"788","2020-03-09",2.03
"789","2020-03-10",2.06
"790","2020-03-11",1.54
"791","2020-03-12",1.27
"792","2020-03-13",1.18
"793","2020-03-16",1.08
"794","2020-03-17",1.16
"795","2020-03-18",1.07
"796","2020-03-19",1.31
"797","2020-03-20",1.19
"798","2020-03-23",1.09
"799","2020-03-24",1.44
"800","2020-03-25",1.25
"801","2020-03-26",1.16
"802","2020-03-27",1.12
"803","2020-03-30",1.04
"804","2020-03-31",1.17
"805","2020-04-01",1.11
"806","2020-04-02",1.28
"807","2020-04-03",1.33
"808","2020-04-06",1.41
"809","2020-04-07",1.51
"810","2020-04-08",1.72
"811","2020-04-09",1.95
"812","2020-04-13",1.8
"813","2020-04-14",1.79
"814","2020-04-15",1.7
"815","2020-04-16",1.54
"816","2020-04-17",1.82
"817","2020-04-20",1.79
"818","2020-04-21",1.61
"819","2020-04-22",1.58
"820","2020-04-23",2.17
"821","2020-04-24",2
"822","2020-04-27",1.8
"823","2020-04-28",1.89
"824","2020-04-29",2.57
"825","2020-04-30",2.32
"826","2020-05-01",2.32
"827","2020-05-04",2.39
"828","2020-05-05",2.4
"829","2020-05-06",2.2
"830","2020-05-07",2.42
"831","2020-05-08",2.69
"832","2020-05-11",2.55
"833","2020-05-12",2.52
"834","2020-05-13",2.3
"835","2020-05-14",2.29
"836","2020-05-15",2.42
"837","2020-05-18",2.76
"838","2020-05-19",2.76
"839","2020-05-20",3.07
"840","2020-05-21",2.99
"841","2020-05-22",2.85
"842","2020-05-26",2.98
"843","2020-05-27",3.08
"844","2020-05-28",2.95
"845","2020-05-29",2.9
"846","2020-06-01",2.87
"847","2020-06-02",3.12
"848","2020-06-03",3.03
"849","2020-06-04",3.17
"850","2020-06-05",3.6
"851","2020-06-08",3.81
"852","2020-06-09",3.56
"853","2020-06-10",3.35
"854","2020-06-11",2.8
"855","2020-06-12",2.97
"856","2020-06-15",3.05
"857","2020-06-16",2.98
"858","2020-06-17",2.84
"859","2020-06-18",2.85
"860","2020-06-19",2.87
"861","2020-06-22",2.76
"862","2020-06-23",2.81
"863","2020-06-24",2.55
"864","2020-06-25",2.5
"865","2020-06-26",2.2
"866","2020-06-29",2.35
"867","2020-06-30",2.45
"868","2020-07-01",2.36
"869","2020-07-02",2.3
"870","2020-07-06",2.4
"871","2020-07-07",2.29
"872","2020-07-08",2.34
"873","2020-07-09",2.15
"874","2020-07-10",2.24
"875","2020-07-13",2.16
"876","2020-07-14",2.25
"877","2020-07-15",2.52
"878","2020-07-16",2.44
"879","2020-07-17",2.44
"880","2020-07-20",2.49
"881","2020-07-21",2.77
"882","2020-07-22",2.71
"883","2020-07-23",2.75
"884","2020-07-24",2.67
"885","2020-07-27",2.7
"886","2020-07-28",2.55
"887","2020-07-29",2.68
"888","2020-07-30",2.59
"889","2020-07-31",2.52
"890","2020-08-03",2.61
"891","2020-08-04",2.8
"892","2020-08-05",2.89
"893","2020-08-06",2.76
"894","2020-08-07",2.8
"895","2020-08-10",3.05
"896","2020-08-11",2.98
"897","2020-08-12",3.17
"898","2020-08-13",3.02
"899","2020-08-14",3.05
"900","2020-08-17",3.05
"901","2020-08-18",2.87
"902","2020-08-19",2.83
"903","2020-08-20",2.69
"904","2020-08-21",2.48
"905","2020-08-24",2.67
"906","2020-08-25",2.66
"907","2020-08-26",2.57
"908","2020-08-27",2.63
"909","2020-08-28",2.74
"910","2020-08-31",2.52
"911","2020-09-01",2.52
"912","2020-09-02",2.47
"913","2020-09-03",2.52
"914","2020-09-04",2.47
"915","2020-09-08",2.21
"916","2020-09-09",2.1
"917","2020-09-10",1.9
"918","2020-09-11",1.8
"919","2020-09-14",1.76
"920","2020-09-15",1.73
"921","2020-09-16",1.96
"922","2020-09-17",1.91
"923","2020-09-18",2.08
"924","2020-09-21",1.97
"925","2020-09-22",1.87
"926","2020-09-23",1.68
"927","2020-09-24",1.71
"928","2020-09-25",1.71
"929","2020-09-28",1.87
"930","2020-09-29",1.87
"931","2020-09-30",1.85
"932","2020-10-01",1.74
"933","2020-10-02",1.82
"934","2020-10-05",1.85
"935","2020-10-06",1.84
"936","2020-10-07",1.87
"937","2020-10-08",2.16
"938","2020-10-09",2.14
"939","2020-10-12",2.12
"940","2020-10-13",2.06
"941","2020-10-14",2.02
"942","2020-10-15",2.04
"943","2020-10-16",1.93
"944","2020-10-19",1.91
"945","2020-10-20",1.96
"946","2020-10-21",1.91
"947","2020-10-22",1.99
"948","2020-10-23",2.05
"949","2020-10-26",1.9
"950","2020-10-27",1.92
"951","2020-10-28",1.71
"952","2020-10-29",1.85
"953","2020-10-30",1.89
"954","2020-11-02",1.97
"955","2020-11-03",2
"956","2020-11-04",1.94
"957","2020-11-05",1.99
"958","2020-11-06",1.95
"959","2020-11-09",2.43
"960","2020-11-10",2.42
"961","2020-11-11",2.39
"962","2020-11-12",2.37
"963","2020-11-13",2.45
"964","2020-11-16",2.79
"965","2020-11-17",2.79
"966","2020-11-18",2.72
"967","2020-11-19",2.83
"968","2020-11-20",2.68
"969","2020-11-23",3.09
"970","2020-11-24",3.32
"971","2020-11-25",3.22
"972","2020-11-27",3.02
