"","date","CVNA"
"134","2017-11-06",16.360001
"135","2017-11-07",15.15
"136","2017-11-08",14.66
"137","2017-11-09",13.86
"138","2017-11-10",14.19
"139","2017-11-13",15.03
"140","2017-11-14",15.13
"141","2017-11-15",14.95
"142","2017-11-16",15.4
"143","2017-11-17",15.5
"144","2017-11-20",14.94
"145","2017-11-21",14.67
"146","2017-11-22",15.32
"147","2017-11-24",15.43
"148","2017-11-27",15.74
"149","2017-11-28",16.540001
"150","2017-11-29",15.59
"151","2017-11-30",16.209999
"152","2017-12-01",17.91
"153","2017-12-04",20.209999
"154","2017-12-05",20.43
"155","2017-12-06",20.549999
"156","2017-12-07",22.02
"157","2017-12-08",21.24
"158","2017-12-11",20.67
"159","2017-12-12",21.299999
"160","2017-12-13",22.08
"161","2017-12-14",23.24
"162","2017-12-15",21.870001
"163","2017-12-18",21.530001
"164","2017-12-19",20.280001
"165","2017-12-20",20.99
"166","2017-12-21",21.23
"167","2017-12-22",21.25
"168","2017-12-26",21.23
"169","2017-12-27",20.280001
"170","2017-12-28",19.629999
"171","2017-12-29",19.120001
"172","2018-01-02",18.309999
"173","2018-01-03",18.370001
"174","2018-01-04",18.75
"175","2018-01-05",19.709999
"176","2018-01-08",20.049999
"177","2018-01-09",20.17
"178","2018-01-10",21.040001
"179","2018-01-11",20.57
"180","2018-01-12",20.950001
"181","2018-01-16",20.51
"182","2018-01-17",20.379999
"183","2018-01-18",20.24
"184","2018-01-19",20.860001
"185","2018-01-22",20.35
"186","2018-01-23",21.02
"187","2018-01-24",20.75
"188","2018-01-25",20.34
"189","2018-01-26",19.74
"190","2018-01-29",18.809999
"191","2018-01-30",19
"192","2018-01-31",19.09
"193","2018-02-01",18.49
"194","2018-02-02",18.299999
"195","2018-02-05",17.57
"196","2018-02-06",18.48
"197","2018-02-07",18.49
"198","2018-02-08",17.66
"199","2018-02-09",18.1
"200","2018-02-12",19.639999
"201","2018-02-13",20.459999
"202","2018-02-14",20.9
"203","2018-02-15",21.860001
"204","2018-02-16",21.42
"205","2018-02-20",21.48
"206","2018-02-21",20.629999
"207","2018-02-22",20.98
"208","2018-02-23",21.379999
"209","2018-02-26",21.879999
"210","2018-02-27",20.719999
"211","2018-02-28",20.040001
"212","2018-03-01",19.129999
"213","2018-03-02",18.73
"214","2018-03-05",18.629999
"215","2018-03-06",18.68
"216","2018-03-07",17.459999
"217","2018-03-08",17.01
"218","2018-03-09",18.030001
"219","2018-03-12",18.49
"220","2018-03-13",18.870001
"221","2018-03-14",21.24
"222","2018-03-15",20.02
"223","2018-03-16",20.98
"224","2018-03-19",20.370001
"225","2018-03-20",20.26
"226","2018-03-21",20.85
"227","2018-03-22",20.93
"228","2018-03-23",20.959999
"229","2018-03-26",22.33
"230","2018-03-27",22.27
"231","2018-03-28",22.610001
"232","2018-03-29",22.93
"233","2018-04-02",22.59
"234","2018-04-03",22.709999
"235","2018-04-04",22.379999
"236","2018-04-05",23.32
"237","2018-04-06",22.91
"238","2018-04-09",23.74
"239","2018-04-10",23.98
"240","2018-04-11",22.68
"241","2018-04-12",23.219999
"242","2018-04-13",23.4
"243","2018-04-16",27.030001
"244","2018-04-17",30.1
"245","2018-04-18",29.780001
"246","2018-04-19",29.690001
"247","2018-04-20",29.370001
"248","2018-04-23",29.959999
"249","2018-04-24",28.08
"250","2018-04-25",29.26
"251","2018-04-26",27.48
"252","2018-04-27",27.450001
"253","2018-04-30",26.209999
"254","2018-05-01",26.99
"255","2018-05-02",26.700001
"256","2018-05-03",26.18
"257","2018-05-04",25.469999
"258","2018-05-07",25.24
"259","2018-05-08",24.969999
"260","2018-05-09",24.76
"261","2018-05-10",26.780001
"262","2018-05-11",27.5
"263","2018-05-14",27.18
"264","2018-05-15",26.469999
"265","2018-05-16",26.77
"266","2018-05-17",26.780001
"267","2018-05-18",26.76
"268","2018-05-21",26.719999
"269","2018-05-22",26.709999
"270","2018-05-23",26.18
"271","2018-05-24",25.76
"272","2018-05-25",25.1
"273","2018-05-29",27.110001
"274","2018-05-30",28.309999
"275","2018-05-31",28.85
"276","2018-06-01",28.17
"277","2018-06-04",29.73
"278","2018-06-05",31.059999
"279","2018-06-06",32.91
"280","2018-06-07",35.349998
"281","2018-06-08",36.040001
"282","2018-06-11",36.759998
"283","2018-06-12",38.93
"284","2018-06-13",37.09
"285","2018-06-14",40.389999
"286","2018-06-15",42.82
"287","2018-06-18",43.189999
"288","2018-06-19",43.68
"289","2018-06-20",38.720001
"290","2018-06-21",37.93
"291","2018-06-22",40.360001
"292","2018-06-25",39.68
"293","2018-06-26",40.5
"294","2018-06-27",41.470001
"295","2018-06-28",41.790001
"296","2018-06-29",41.599998
"297","2018-07-02",42.650002
"298","2018-07-03",41.73
"299","2018-07-05",44.98
"300","2018-07-06",47.169998
"301","2018-07-09",44.82
"302","2018-07-10",44.139999
"303","2018-07-11",43.970001
"304","2018-07-12",45.560001
"305","2018-07-13",44.099998
"306","2018-07-16",45.169998
"307","2018-07-17",45.900002
"308","2018-07-18",46.830002
"309","2018-07-19",45.34
"310","2018-07-20",44.189999
"311","2018-07-23",43.360001
"312","2018-07-24",43.830002
"313","2018-07-25",45.5
"314","2018-07-26",45.34
"315","2018-07-27",44.209999
"316","2018-07-30",41.119999
"317","2018-07-31",43
"318","2018-08-01",43.740002
"319","2018-08-02",43.419998
"320","2018-08-03",45.080002
"321","2018-08-06",46.900002
"322","2018-08-07",47.150002
"323","2018-08-08",47.060001
"324","2018-08-09",51.110001
"325","2018-08-10",54.060001
"326","2018-08-13",53.639999
"327","2018-08-14",54.799999
"328","2018-08-15",53.34
"329","2018-08-16",54.380001
"330","2018-08-17",55.419998
"331","2018-08-20",58.529999
"332","2018-08-21",58.380001
"333","2018-08-22",57.970001
"334","2018-08-23",57.639999
"335","2018-08-24",60.080002
"336","2018-08-27",62.389999
"337","2018-08-28",63.02
"338","2018-08-29",63.040001
"339","2018-08-30",62.09
"340","2018-08-31",64.739998
"341","2018-09-04",67.339996
"342","2018-09-05",62.150002
"343","2018-09-06",58.959999
"344","2018-09-07",61.5
"345","2018-09-10",68.279999
"346","2018-09-11",70.82
"347","2018-09-12",67.43
"348","2018-09-13",64.010002
"349","2018-09-14",63.43
"350","2018-09-17",60.27
"351","2018-09-18",59.27
"352","2018-09-19",58.950001
"353","2018-09-20",60.049999
"354","2018-09-21",60.009998
"355","2018-09-24",59.540001
"356","2018-09-25",59.330002
"357","2018-09-26",61.150002
"358","2018-09-27",60
"359","2018-09-28",59.09
"360","2018-10-01",57.470001
"361","2018-10-02",54.459999
"362","2018-10-03",54.549999
"363","2018-10-04",53.310001
"364","2018-10-05",53.869999
"365","2018-10-08",52.66
"366","2018-10-09",51.240002
"367","2018-10-10",46.57
"368","2018-10-11",43.900002
"369","2018-10-12",46.900002
"370","2018-10-15",43.650002
"371","2018-10-16",45.650002
"372","2018-10-17",44.830002
"373","2018-10-18",42.759998
"374","2018-10-19",40.169998
"375","2018-10-22",41.59
"376","2018-10-23",41.630001
"377","2018-10-24",38.540001
"378","2018-10-25",40.459999
"379","2018-10-26",38.720001
"380","2018-10-29",37.75
"381","2018-10-30",37.68
"382","2018-10-31",38.75
"383","2018-11-01",44.389999
"384","2018-11-02",46.330002
"385","2018-11-05",46.439999
"386","2018-11-06",45.049999
"387","2018-11-07",46.169998
"388","2018-11-08",51.470001
"389","2018-11-09",48.900002
"390","2018-11-12",44.009998
"391","2018-11-13",45.529999
"392","2018-11-14",45.25
"393","2018-11-15",47.849998
"394","2018-11-16",46.040001
"395","2018-11-19",42.380001
"396","2018-11-20",41.220001
"397","2018-11-21",41.68
"398","2018-11-23",42.66
"399","2018-11-26",45.07
"400","2018-11-27",46.029999
"401","2018-11-28",47.419998
"402","2018-11-29",47.259998
"403","2018-11-30",43.290001
"404","2018-12-03",42.860001
"405","2018-12-04",38.400002
"406","2018-12-06",38.580002
"407","2018-12-07",35.709999
"408","2018-12-10",35.470001
"409","2018-12-11",33.82
"410","2018-12-12",35.759998
"411","2018-12-13",33.540001
"412","2018-12-14",32.150002
"413","2018-12-17",32.77
"414","2018-12-18",34.75
"415","2018-12-19",32.560001
"416","2018-12-20",31.4
"417","2018-12-21",29.84
"418","2018-12-24",30.809999
"419","2018-12-26",33.740002
"420","2018-12-27",33.32
"421","2018-12-28",31.790001
"422","2018-12-31",32.709999
"423","2019-01-02",32.259998
"424","2019-01-03",30.190001
"425","2019-01-04",30.780001
"426","2019-01-07",33.169998
"427","2019-01-08",35.599998
"428","2019-01-09",34.970001
"429","2019-01-10",34.150002
"430","2019-01-11",36.799999
"431","2019-01-14",35.5
"432","2019-01-15",35.560001
"433","2019-01-16",35.369999
"434","2019-01-17",35.810001
"435","2019-01-18",36.91
"436","2019-01-22",35.650002
"437","2019-01-23",37.040001
"438","2019-01-24",38.400002
"439","2019-01-25",39.799999
"440","2019-01-28",39.709999
"441","2019-01-29",37.060001
"442","2019-01-30",37.310001
"443","2019-01-31",37.150002
"444","2019-02-01",35.279999
"445","2019-02-04",36.209999
"446","2019-02-05",34.369999
"447","2019-02-06",33.41
"448","2019-02-07",33.02
"449","2019-02-08",32.18
"450","2019-02-11",31.98
"451","2019-02-12",35.09
"452","2019-02-13",33.130001
"453","2019-02-14",34.299999
"454","2019-02-15",35.349998
"455","2019-02-19",36.73
"456","2019-02-20",36.139999
"457","2019-02-21",34.77
"458","2019-02-22",38
"459","2019-02-25",38.490002
"460","2019-02-26",40.5
"461","2019-02-27",41.82
"462","2019-02-28",44.860001
"463","2019-03-01",43.619999
"464","2019-03-04",42.07
"465","2019-03-05",47.98
"466","2019-03-06",50.599998
"467","2019-03-07",49.48
"468","2019-03-08",49.599998
"469","2019-03-11",52.139999
"470","2019-03-12",53.099998
"471","2019-03-13",55.970001
"472","2019-03-14",55.799999
"473","2019-03-15",56.68
"474","2019-03-18",56.860001
"475","2019-03-19",57.990002
"476","2019-03-20",57.970001
"477","2019-03-21",57.990002
"478","2019-03-22",55.619999
"479","2019-03-25",56.34
"480","2019-03-26",57.990002
"481","2019-03-27",58.150002
"482","2019-03-28",57.849998
"483","2019-03-29",58.060001
"484","2019-04-01",58.939999
"485","2019-04-02",62.82
"486","2019-04-03",62
"487","2019-04-04",59.939999
"488","2019-04-05",60.509998
"489","2019-04-08",58.799999
"490","2019-04-09",60.09
"491","2019-04-10",62.950001
"492","2019-04-11",63.549999
"493","2019-04-12",66
"494","2019-04-15",64.379997
"495","2019-04-16",64.599998
"496","2019-04-17",63.200001
"497","2019-04-18",62.98
"498","2019-04-22",65.400002
"499","2019-04-23",66.589996
"500","2019-04-24",66.540001
"501","2019-04-25",66.040001
"502","2019-04-26",69.580002
"503","2019-04-29",70.370003
"504","2019-04-30",71.559998
"505","2019-05-01",70.690002
"506","2019-05-02",70.440002
"507","2019-05-03",72.18
"508","2019-05-06",72.040001
"509","2019-05-07",71.040001
"510","2019-05-08",71.650002
"511","2019-05-09",75.230003
"512","2019-05-10",66.760002
"513","2019-05-13",62.240002
"514","2019-05-14",65.68
"515","2019-05-15",65.480003
"516","2019-05-16",69.339996
"517","2019-05-17",68.129997
"518","2019-05-20",67.18
"519","2019-05-21",67.029999
"520","2019-05-22",65.110001
"521","2019-05-23",63.279999
"522","2019-05-24",59.389999
"523","2019-05-28",60.139999
"524","2019-05-29",57.959999
"525","2019-05-30",58.75
"526","2019-05-31",57.880001
"527","2019-06-03",58.32
"528","2019-06-04",61.299999
"529","2019-06-05",59.669998
"530","2019-06-06",60.099998
"531","2019-06-07",63.200001
"532","2019-06-10",61.34
"533","2019-06-11",61.279999
"534","2019-06-12",61.25
"535","2019-06-13",61.779999
"536","2019-06-14",59.98
"537","2019-06-17",63.639999
"538","2019-06-18",65.970001
"539","2019-06-19",63.5
"540","2019-06-20",66.900002
"541","2019-06-21",67.050003
"542","2019-06-24",61.48
"543","2019-06-25",60.310001
"544","2019-06-26",59.07
"545","2019-06-27",61.98
"546","2019-06-28",62.59
"547","2019-07-01",65.610001
"548","2019-07-02",64.699997
"549","2019-07-03",64.169998
"550","2019-07-05",65.790001
"551","2019-07-08",66.610001
"552","2019-07-09",66.120003
"553","2019-07-10",67.650002
"554","2019-07-11",64.589996
"555","2019-07-12",67.309998
"556","2019-07-15",65.900002
"557","2019-07-16",62.009998
"558","2019-07-17",60.919998
"559","2019-07-18",59.639999
"560","2019-07-19",57.91
"561","2019-07-22",58.450001
"562","2019-07-23",62.630001
"563","2019-07-24",65.160004
"564","2019-07-25",65.629997
"565","2019-07-26",66.449997
"566","2019-07-29",65.540001
"567","2019-07-30",62.34
"568","2019-07-31",63.560001
"569","2019-08-01",62.810001
"570","2019-08-02",62.389999
"571","2019-08-05",60.970001
"572","2019-08-06",59.779999
"573","2019-08-07",57.91
"574","2019-08-08",72.470001
"575","2019-08-09",78.099998
"576","2019-08-12",78.349998
"577","2019-08-13",80.43
"578","2019-08-14",78.889999
"579","2019-08-15",78.919998
"580","2019-08-16",79.449997
"581","2019-08-19",77.150002
"582","2019-08-20",76.620003
"583","2019-08-21",83.089996
"584","2019-08-22",79.919998
"585","2019-08-23",78.599998
"586","2019-08-26",80.940002
"587","2019-08-27",80.150002
"588","2019-08-28",81.959999
"589","2019-08-29",82.459999
"590","2019-08-30",81.160004
"591","2019-09-03",79.620003
"592","2019-09-04",81.779999
"593","2019-09-05",84.610001
"594","2019-09-06",83.610001
"595","2019-09-09",83
"596","2019-09-10",77.510002
"597","2019-09-11",77.970001
"598","2019-09-12",80.410004
"599","2019-09-13",80.279999
"600","2019-09-16",81.529999
"601","2019-09-17",80.860001
"602","2019-09-18",77.410004
"603","2019-09-19",76.559998
"604","2019-09-20",75.510002
"605","2019-09-23",74.639999
"606","2019-09-24",70.459999
"607","2019-09-25",70.519997
"608","2019-09-26",68.309998
"609","2019-09-27",66.080002
"610","2019-09-30",66
"611","2019-10-01",67.040001
"612","2019-10-02",64.220001
"613","2019-10-03",67.279999
"614","2019-10-04",67.809998
"615","2019-10-07",66.129997
"616","2019-10-08",66.389999
"617","2019-10-09",69.139999
"618","2019-10-10",69.260002
"619","2019-10-11",72.260002
"620","2019-10-14",74.349998
"621","2019-10-15",77.830002
"622","2019-10-16",76.550003
"623","2019-10-17",77.110001
"624","2019-10-18",73.849998
"625","2019-10-21",77.260002
"626","2019-10-22",75.800003
"627","2019-10-23",76.959999
"628","2019-10-24",78.519997
"629","2019-10-25",79.230003
"630","2019-10-28",82.769997
"631","2019-10-29",84.690002
"632","2019-10-30",82.480003
"633","2019-10-31",81.080002
"634","2019-11-01",82.730003
"635","2019-11-04",82.980003
"636","2019-11-05",81.519997
"637","2019-11-06",79.080002
"638","2019-11-07",73.120003
"639","2019-11-08",77.959999
"640","2019-11-11",77.489998
"641","2019-11-12",78.199997
"642","2019-11-13",75.190002
"643","2019-11-14",78
"644","2019-11-15",81.57
"645","2019-11-18",84.830002
"646","2019-11-19",88.339996
"647","2019-11-20",88.980003
"648","2019-11-21",89.190002
"649","2019-11-22",89.779999
"650","2019-11-25",91.059998
"651","2019-11-26",92.839996
"652","2019-11-27",94.980003
"653","2019-11-29",95.32
"654","2019-12-02",92
"655","2019-12-03",91.959999
"656","2019-12-04",92.360001
"657","2019-12-05",87.910004
"658","2019-12-06",86.419998
"659","2019-12-09",89.330002
"660","2019-12-10",92.080002
"661","2019-12-11",94.75
"662","2019-12-12",97
"663","2019-12-13",91.889999
"664","2019-12-16",95.419998
"665","2019-12-17",94.68
"666","2019-12-18",93.370003
"667","2019-12-19",96.269997
"668","2019-12-20",95.910004
"669","2019-12-23",95.230003
"670","2019-12-24",96.379997
"671","2019-12-26",98.440002
"672","2019-12-27",97.82
"673","2019-12-30",92.279999
"674","2019-12-31",92.050003
"675","2020-01-02",96.949997
"676","2020-01-03",92.75
"677","2020-01-06",92.339996
"678","2020-01-07",90.910004
"679","2020-01-08",89.129997
"680","2020-01-09",86.57
"681","2020-01-10",87.610001
"682","2020-01-13",92.870003
"683","2020-01-14",86.019997
"684","2020-01-15",86.769997
"685","2020-01-16",87.209999
"686","2020-01-17",84
"687","2020-01-21",83.529999
"688","2020-01-22",83.720001
"689","2020-01-23",82.940002
"690","2020-01-24",83.110001
"691","2020-01-27",84.699997
"692","2020-01-28",84.940002
"693","2020-01-29",81.75
"694","2020-01-30",79.879997
"695","2020-01-31",79.25
"696","2020-02-03",86.25
"697","2020-02-04",91.300003
"698","2020-02-05",89.75
"699","2020-02-06",91.059998
"700","2020-02-07",88.860001
"701","2020-02-10",89.440002
"702","2020-02-11",85.800003
"703","2020-02-12",86.650002
"704","2020-02-13",87.400002
"705","2020-02-14",88.620003
"706","2020-02-18",94.309998
"707","2020-02-19",106.779999
"708","2020-02-20",108.809998
"709","2020-02-21",110.089996
"710","2020-02-24",107.099998
"711","2020-02-25",104.040001
"712","2020-02-26",101.559998
"713","2020-02-27",88.769997
"714","2020-02-28",82.910004
"715","2020-03-02",82.360001
"716","2020-03-03",80.050003
"717","2020-03-04",82.449997
"718","2020-03-05",74.550003
"719","2020-03-06",66.019997
"720","2020-03-09",58.189999
"721","2020-03-10",62.77
"722","2020-03-11",56.59
"723","2020-03-12",45.130001
"724","2020-03-13",50.919998
"725","2020-03-16",39.18
"726","2020-03-17",40.610001
"727","2020-03-18",29.91
"728","2020-03-19",30.01
"729","2020-03-20",29.35
"730","2020-03-23",35.799999
"731","2020-03-24",51.209999
"732","2020-03-25",62.509998
"733","2020-03-26",56.549999
"734","2020-03-27",49.040001
"735","2020-03-30",52.380001
"736","2020-03-31",55.09
"737","2020-04-01",50.560001
"738","2020-04-02",46.610001
"739","2020-04-03",45.91
"740","2020-04-06",52.830002
"741","2020-04-07",55.529999
"742","2020-04-08",58.48
"743","2020-04-09",61.349998
"744","2020-04-13",75.279999
"745","2020-04-14",84.080002
"746","2020-04-15",71.339996
"747","2020-04-16",71.220001
"748","2020-04-17",78.059998
"749","2020-04-20",80.300003
"750","2020-04-21",85.580002
"751","2020-04-22",82.669998
"752","2020-04-23",87.809998
"753","2020-04-24",92.239998
"754","2020-04-27",90.309998
"755","2020-04-28",82.959999
"756","2020-04-29",84.889999
"757","2020-04-30",80.110001
"758","2020-05-01",76
"759","2020-05-04",80.010002
"760","2020-05-05",86
"761","2020-05-06",91.150002
"762","2020-05-07",97.669998
"763","2020-05-08",100.089996
"764","2020-05-11",100.669998
"765","2020-05-12",93.720001
"766","2020-05-13",89.900002
"767","2020-05-14",89.550003
"768","2020-05-15",92.660004
"769","2020-05-18",98.589996
"770","2020-05-19",88.910004
"771","2020-05-20",91.110001
"772","2020-05-21",94.739998
"773","2020-05-22",96.449997
"774","2020-05-26",99.190002
"775","2020-05-27",96.139999
"776","2020-05-28",93.290001
"777","2020-05-29",92.980003
"778","2020-06-01",91.849998
"779","2020-06-02",109.120003
"780","2020-06-03",107.389999
"781","2020-06-04",102
"782","2020-06-05",115.870003
"783","2020-06-08",113.639999
"784","2020-06-09",113.550003
"785","2020-06-10",118.800003
"786","2020-06-11",107.260002
"787","2020-06-12",111.209999
"788","2020-06-15",114.32
"789","2020-06-16",118.029999
"790","2020-06-17",118.959999
"791","2020-06-18",122.980003
"792","2020-06-19",126.120003
"793","2020-06-22",127.389999
"794","2020-06-23",127.610001
"795","2020-06-24",112.25
"796","2020-06-25",117.160004
"797","2020-06-26",117.410004
"798","2020-06-29",120.370003
"799","2020-06-30",120.199997
"800","2020-07-01",125.379997
"801","2020-07-02",128.529999
"802","2020-07-06",134.440002
"803","2020-07-07",133.110001
"804","2020-07-08",138.919998
"805","2020-07-09",138.639999
"806","2020-07-10",137.460007
"807","2020-07-13",126.550003
"808","2020-07-14",135.949997
"809","2020-07-15",136.490005
"810","2020-07-16",136.949997
"811","2020-07-17",141.100006
"812","2020-07-20",144.839996
"813","2020-07-21",145.029999
"814","2020-07-22",149.190002
"815","2020-07-23",147.949997
"816","2020-07-24",148.360001
"817","2020-07-27",150.830002
"818","2020-07-28",151.380005
"819","2020-07-29",155.460007
"820","2020-07-30",155.869995
"821","2020-07-31",154.949997
"822","2020-08-03",159.490005
"823","2020-08-04",166.690002
"824","2020-08-05",174.119995
"825","2020-08-06",222.990005
"826","2020-08-07",192
"827","2020-08-10",190.119995
"828","2020-08-11",187.649994
"829","2020-08-12",193.220001
"830","2020-08-13",193.429993
"831","2020-08-14",196.679993
"832","2020-08-17",195
"833","2020-08-18",202.610001
"834","2020-08-19",199.309998
"835","2020-08-20",202.589996
"836","2020-08-21",202.199997
"837","2020-08-24",200.889999
"838","2020-08-25",202.929993
"839","2020-08-26",207.820007
"840","2020-08-27",208.009995
"841","2020-08-28",218.440002
"842","2020-08-31",215.960007
"843","2020-09-01",227.190002
"844","2020-09-02",222.979996
"845","2020-09-03",198.509995
"846","2020-09-04",187
"847","2020-09-08",181
"848","2020-09-09",179.860001
"849","2020-09-10",178.630005
"850","2020-09-11",174.240005
"851","2020-09-14",171.550003
"852","2020-09-15",171.919998
"853","2020-09-16",175.899994
"854","2020-09-17",166.440002
"855","2020-09-18",164.779999
"856","2020-09-21",173.669998
"857","2020-09-22",226.830002
"858","2020-09-23",218.669998
"859","2020-09-24",208.350006
"860","2020-09-25",203.259995
"861","2020-09-28",218.020004
"862","2020-09-29",226.029999
"863","2020-09-30",223.059998
"864","2020-10-01",238.100006
"865","2020-10-02",222.699997
"866","2020-10-05",225.009995
"867","2020-10-06",214.649994
"868","2020-10-07",216.960007
"869","2020-10-08",214
"870","2020-10-09",213.449997
"871","2020-10-12",209.5
"872","2020-10-13",216.850006
"873","2020-10-14",213.220001
"874","2020-10-15",224.389999
"875","2020-10-16",221.339996
"876","2020-10-19",213.679993
"877","2020-10-20",199.979996
"878","2020-10-21",192.229996
"879","2020-10-22",202.199997
"880","2020-10-23",202.639999
"881","2020-10-26",201.380005
"882","2020-10-27",208.320007
"883","2020-10-28",203
"884","2020-10-29",191.190002
"885","2020-10-30",185.350006
"886","2020-11-02",185.009995
"887","2020-11-03",191
"888","2020-11-04",201.199997
"889","2020-11-05",204.509995
"890","2020-11-06",210
"891","2020-11-09",194.149994
"892","2020-11-10",192.490005
"893","2020-11-11",207.25
"894","2020-11-12",214.740005
"895","2020-11-13",211.080002
"896","2020-11-16",210.009995
"897","2020-11-17",221.589996
"898","2020-11-18",224.179993
"899","2020-11-19",227
"900","2020-11-20",234.300003
"901","2020-11-23",240.080002
"902","2020-11-24",236.720001
"903","2020-11-25",238.160004
"904","2020-11-27",249.139999
