"","date","PLSE"
"1","2016-05-18",4.17
"2","2016-05-19",4.08
"3","2016-05-20",4.13
"4","2016-05-23",4.12
"5","2016-05-24",4.14
"6","2016-05-25",4.25
"7","2016-05-26",4.3
"8","2016-05-27",4.31
"9","2016-05-31",4.29
"10","2016-06-01",4.32
"11","2016-06-02",4.25
"12","2016-06-03",4.38
"13","2016-06-06",4.36
"14","2016-06-07",4.27
"15","2016-06-08",4.28
"16","2016-06-09",4.25
"17","2016-06-10",4.37
"18","2016-06-13",4.27
"19","2016-06-14",4.27
"20","2016-06-15",4.35
"21","2016-06-16",4.4
"22","2016-06-17",4.37
"23","2016-06-20",4.35
"24","2016-06-21",4.27
"25","2016-06-22",4.28
"26","2016-06-23",4.5
"27","2016-06-24",4.54
"28","2016-06-27",4.34
"29","2016-06-28",4.34
"30","2016-06-29",4.384
"31","2016-06-30",4.49
"32","2016-07-01",4.42
"33","2016-07-05",4.48
"34","2016-07-06",4.4
"35","2016-07-07",4.4
"36","2016-07-08",4.5
"37","2016-07-11",4.5
"38","2016-07-12",4.51
"39","2016-07-13",4.68
"40","2016-07-14",4.53
"41","2016-07-15",4.53
"42","2016-07-18",4.44
"43","2016-07-19",4.562
"44","2016-07-20",4.57
"45","2016-07-21",4.57
"46","2016-07-22",4.5
"47","2016-07-25",4.63
"48","2016-07-26",4.63
"49","2016-07-27",4.55
"50","2016-07-28",4.72
"51","2016-07-29",4.57
"52","2016-08-01",4.61
"53","2016-08-02",4.64
"54","2016-08-03",4.6
"55","2016-08-04",4.6
"56","2016-08-05",4.69
"57","2016-08-08",4.55
"58","2016-08-09",4.57
"59","2016-08-10",4.57
"60","2016-08-11",4.64
"61","2016-08-12",4.56
"62","2016-08-15",4.67
"63","2016-08-16",4.58
"64","2016-08-17",4.6
"65","2016-08-18",4.62
"66","2016-08-19",4.59
"67","2016-08-22",4.6
"68","2016-08-23",4.58
"69","2016-08-24",4.64
"70","2016-08-25",4.68
"71","2016-08-26",4.73
"72","2016-08-29",4.62
"73","2016-08-30",4.62
"74","2016-08-31",4.92
"75","2016-09-01",4.99
"76","2016-09-02",5
"77","2016-09-06",5.45
"78","2016-09-07",5.71
"79","2016-09-08",5.6
"80","2016-09-09",6
"81","2016-09-12",6.24
"82","2016-09-13",6.43
"83","2016-09-14",6.4
"84","2016-09-15",6.38
"85","2016-09-16",5.79
"86","2016-09-19",6.234
"87","2016-09-20",6.4
"88","2016-09-21",6.3
"89","2016-09-22",6.3
"90","2016-09-23",6.3
"91","2016-09-26",6.41
"92","2016-09-27",6.32
"93","2016-09-28",6.31
"94","2016-09-29",6.31
"95","2016-09-30",6.29
"96","2016-10-03",6.3
"97","2016-10-04",6.31
"98","2016-10-05",6.26
"99","2016-10-06",6.29
"100","2016-10-07",6.3
"101","2016-10-10",6.248
"102","2016-10-11",6.22
"103","2016-10-12",6.28
"104","2016-10-13",5.62
"105","2016-10-14",5.65
"106","2016-10-17",5.7
"107","2016-10-18",5.759
"108","2016-10-19",5.6
"109","2016-10-20",5.81
"110","2016-10-21",5.81
"111","2016-10-24",5.833
"112","2016-10-25",5.99
"113","2016-10-26",5.83
"114","2016-10-27",5.95
"115","2016-10-28",6.1
"116","2016-10-31",6.12
"117","2016-11-01",5.82
"118","2016-11-02",5.83
"119","2016-11-03",5.92
"120","2016-11-04",5.8
"121","2016-11-07",5.84
"122","2016-11-08",5.79
"123","2016-11-09",5.861
"124","2016-11-10",5.911
"125","2016-11-11",6.01
"126","2016-11-14",5.93
"127","2016-11-15",6.01
"128","2016-11-16",5.95
"129","2016-11-17",5.98
"130","2016-11-18",5.97
"131","2016-11-21",5.91
"132","2016-11-22",5.9
"133","2016-11-23",5.9
"134","2016-11-25",6.3
"135","2016-11-28",6.35
"136","2016-11-29",6.3
"137","2016-11-30",6.13
"138","2016-12-01",6.15
"139","2016-12-02",6.11
"140","2016-12-05",5.99
"141","2016-12-06",5.86
"142","2016-12-07",5.65
"143","2016-12-08",5.65
"144","2016-12-09",5.68
"145","2016-12-12",5.21
"146","2016-12-13",5.43
"147","2016-12-14",5.37
"148","2016-12-15",5.28
"149","2016-12-16",5.44
"150","2016-12-19",5.49
"151","2016-12-20",5.52
"152","2016-12-21",6
"153","2016-12-22",6
"154","2016-12-23",6
"155","2016-12-27",6.1
"156","2016-12-28",6.1
"157","2016-12-29",6.1
"158","2016-12-30",6.5
"159","2017-01-03",6.49
"160","2017-01-04",6.27
"161","2017-01-05",6.35
"162","2017-01-06",6.35
"163","2017-01-09",6.31
"164","2017-01-10",6.35
"165","2017-01-11",6.345
"166","2017-01-12",6.35
"167","2017-01-13",6.37
"168","2017-01-17",6.24
"169","2017-01-18",6.32
"170","2017-01-19",6.26
"171","2017-01-20",6.174
"172","2017-01-23",6.05
"173","2017-01-24",5.96
"174","2017-01-25",6.11
"175","2017-01-26",6.09
"176","2017-01-27",6.27
"177","2017-01-30",6.23
"178","2017-01-31",6.55
"179","2017-02-01",6.75
"180","2017-02-02",6.82
"181","2017-02-03",6.91
"182","2017-02-06",6.94
"183","2017-02-07",6.67
"184","2017-02-08",7.17
"185","2017-02-09",7.55
"186","2017-02-10",9.35
"187","2017-02-13",11.84
"188","2017-02-14",12.11
"189","2017-02-15",11.75
"190","2017-02-16",12.25
"191","2017-02-17",13.75
"192","2017-02-21",13.83
"193","2017-02-22",14.49
"194","2017-02-23",15.08
"195","2017-02-24",14.59
"196","2017-02-27",14.57
"197","2017-02-28",13.44
"198","2017-03-01",13.6
"199","2017-03-02",14.66
"200","2017-03-03",14.88
"201","2017-03-06",15.1
"202","2017-03-07",15.08
"203","2017-03-08",15.59
"204","2017-03-09",16.440001
"205","2017-03-10",18.209999
"206","2017-03-13",20.629999
"207","2017-03-14",21
"208","2017-03-15",21.950001
"209","2017-03-16",24.84
"210","2017-03-17",24.49
"211","2017-03-20",23.030001
"212","2017-03-21",24.6
"213","2017-03-22",25.43
"214","2017-03-23",25.889999
"215","2017-03-24",30.34
"216","2017-03-27",33.32
"217","2017-03-28",33.450001
"218","2017-03-29",32.709999
"219","2017-03-30",27.02
"220","2017-03-31",20.41
"221","2017-04-03",19.42
"222","2017-04-04",18.27
"223","2017-04-05",17.610001
"224","2017-04-06",20.02
"225","2017-04-07",20.08
"226","2017-04-10",21.549999
"227","2017-04-11",23.889999
"228","2017-04-12",20.98
"229","2017-04-13",23.26
"230","2017-04-17",25.6
"231","2017-04-18",25.15
"232","2017-04-19",25.620001
"233","2017-04-20",25.42
"234","2017-04-21",23.790001
"235","2017-04-24",24.889999
"236","2017-04-25",24.969999
"237","2017-04-26",24.440001
"238","2017-04-27",24.469999
"239","2017-04-28",24.120001
"240","2017-05-01",23.620001
"241","2017-05-02",23.969999
"242","2017-05-03",25.85
"243","2017-05-04",24.85
"244","2017-05-05",23.389999
"245","2017-05-08",23.07
"246","2017-05-09",22.040001
"247","2017-05-10",20.98
"248","2017-05-11",21.809999
"249","2017-05-12",26.26
"250","2017-05-15",25.66
"251","2017-05-16",27.139999
"252","2017-05-17",27.809999
"253","2017-05-18",28.139999
"254","2017-05-19",26.299999
"255","2017-05-22",27.23
"256","2017-05-23",28.24
"257","2017-05-24",29.23
"258","2017-05-25",31.24
"259","2017-05-26",30.280001
"260","2017-05-30",28.16
"261","2017-05-31",28.59
"262","2017-06-01",31
"263","2017-06-02",32.290001
"264","2017-06-05",30.18
"265","2017-06-06",30.51
"266","2017-06-07",30.99
"267","2017-06-08",31.120001
"268","2017-06-09",30.49
"269","2017-06-12",29.969999
"270","2017-06-13",33.009998
"271","2017-06-14",33.099998
"272","2017-06-15",33.549999
"273","2017-06-16",34.849998
"274","2017-06-19",37.599998
"275","2017-06-20",35.52
"276","2017-06-21",34.73
"277","2017-06-22",33
"278","2017-06-23",33.23
"279","2017-06-26",34.5
"280","2017-06-27",31.879999
"281","2017-06-28",33.419998
"282","2017-06-29",35.110001
"283","2017-06-30",34.529999
"284","2017-07-03",30.530001
"285","2017-07-05",29.75
"286","2017-07-06",32.009998
"287","2017-07-07",33.580002
"288","2017-07-10",32.509998
"289","2017-07-11",31.280001
"290","2017-07-12",31.360001
"291","2017-07-13",30.549999
"292","2017-07-14",30.530001
"293","2017-07-17",30.75
"294","2017-07-18",29.35
"295","2017-07-19",29.42
"296","2017-07-20",27.780001
"297","2017-07-21",29.1
"298","2017-07-24",29.639999
"299","2017-07-25",27.75
"300","2017-07-26",27.01
"301","2017-07-27",25.030001
"302","2017-07-28",22.530001
"303","2017-07-31",19.43
"304","2017-08-01",23.889999
"305","2017-08-02",25.33
"306","2017-08-03",23.780001
"307","2017-08-04",24.34
"308","2017-08-07",24.969999
"309","2017-08-08",23.799999
"310","2017-08-09",24.02
"311","2017-08-10",21.299999
"312","2017-08-11",22.4
"313","2017-08-14",22.959999
"314","2017-08-15",22.23
"315","2017-08-16",22.09
"316","2017-08-17",21.370001
"317","2017-08-18",22.030001
"318","2017-08-21",22.959999
"319","2017-08-22",22.209999
"320","2017-08-23",21.780001
"321","2017-08-24",21.17
"322","2017-08-25",20.200001
"323","2017-08-28",20.67
"324","2017-08-29",20.32
"325","2017-08-30",19.99
"326","2017-08-31",20.030001
"327","2017-09-01",20
"328","2017-09-05",19.85
"329","2017-09-06",19.309999
"330","2017-09-07",20.01
"331","2017-09-08",19.57
"332","2017-09-11",15.46
"333","2017-09-12",13.79
"334","2017-09-13",10.26
"335","2017-09-14",14.97
"336","2017-09-15",15.73
"337","2017-09-18",14.52
"338","2017-09-19",15
"339","2017-09-20",16.129999
"340","2017-09-21",16.26
"341","2017-09-22",15.02
"342","2017-09-25",18.690001
"343","2017-09-26",16.969999
"344","2017-09-27",17.860001
"345","2017-09-28",19.209999
"346","2017-09-29",18.610001
"347","2017-10-02",18.809999
"348","2017-10-03",19.02
"349","2017-10-04",18.83
"350","2017-10-05",19.26
"351","2017-10-06",18.9
"352","2017-10-09",18.879999
"353","2017-10-10",19.59
"354","2017-10-11",20.5
"355","2017-10-12",21.85
"356","2017-10-13",24.440001
"357","2017-10-16",22.870001
"358","2017-10-17",21.74
"359","2017-10-18",22.48
"360","2017-10-19",23.66
"361","2017-10-20",23.559999
"362","2017-10-23",23.879999
"363","2017-10-24",23.879999
"364","2017-10-25",22.99
"365","2017-10-26",23.629999
"366","2017-10-27",24.639999
"367","2017-10-30",23.73
"368","2017-10-31",24.209999
"369","2017-11-01",23.18
"370","2017-11-02",23.08
"371","2017-11-03",23.530001
"372","2017-11-06",25.700001
"373","2017-11-07",25.200001
"374","2017-11-08",28.030001
"375","2017-11-09",29.629999
"376","2017-11-10",30.33
"377","2017-11-13",27.15
"378","2017-11-14",27.440001
"379","2017-11-15",27.219999
"380","2017-11-16",25.98
"381","2017-11-17",24.870001
"382","2017-11-20",25.940001
"383","2017-11-21",26.08
"384","2017-11-22",25.469999
"385","2017-11-24",25.610001
"386","2017-11-27",23.530001
"387","2017-11-28",20.84
"388","2017-11-29",23.879999
"389","2017-11-30",21.59
"390","2017-12-01",22.889999
"391","2017-12-04",22.02
"392","2017-12-05",22.91
"393","2017-12-06",22.200001
"394","2017-12-07",22.879999
"395","2017-12-08",23.190001
"396","2017-12-11",23.93
"397","2017-12-12",23.98
"398","2017-12-13",24.01
"399","2017-12-14",24.91
"400","2017-12-15",24.780001
"401","2017-12-18",24.309999
"402","2017-12-19",23.5
"403","2017-12-20",23.299999
"404","2017-12-21",23.08
"405","2017-12-22",23.43
"406","2017-12-26",24.120001
"407","2017-12-27",23.959999
"408","2017-12-28",24.16
"409","2017-12-29",23.6
"410","2018-01-02",22.889999
"411","2018-01-03",23.059999
"412","2018-01-04",22.84
"413","2018-01-05",23.84
"414","2018-01-08",24.02
"415","2018-01-09",24.690001
"416","2018-01-10",24.219999
"417","2018-01-11",23.18
"418","2018-01-12",23.07
"419","2018-01-16",23.26
"420","2018-01-17",23.76
"421","2018-01-18",22.389999
"422","2018-01-19",23.43
"423","2018-01-22",22.27
"424","2018-01-23",22.629999
"425","2018-01-24",22.530001
"426","2018-01-25",22.469999
"427","2018-01-26",21.99
"428","2018-01-29",20.59
"429","2018-01-30",20.52
"430","2018-01-31",20.280001
"431","2018-02-01",18.959999
"432","2018-02-02",19.76
"433","2018-02-05",18.32
"434","2018-02-06",19.379999
"435","2018-02-07",18.969999
"436","2018-02-08",18.280001
"437","2018-02-09",18.24
"438","2018-02-12",18
"439","2018-02-13",17.530001
"440","2018-02-14",17.93
"441","2018-02-15",18.98
"442","2018-02-16",18.82
"443","2018-02-20",18.709999
"444","2018-02-21",18.540001
"445","2018-02-22",18.25
"446","2018-02-23",18.5
"447","2018-02-26",18.49
"448","2018-02-27",18.59
"449","2018-02-28",18.5
"450","2018-03-01",18.08
"451","2018-03-02",17.76
"452","2018-03-05",17.809999
"453","2018-03-06",17.549999
"454","2018-03-07",17.74
"455","2018-03-08",17.51
"456","2018-03-09",17.360001
"457","2018-03-12",16.629999
"458","2018-03-13",16.690001
"459","2018-03-14",16.309999
"460","2018-03-15",14.51
"461","2018-03-16",15.13
"462","2018-03-19",14.52
"463","2018-03-20",15.03
"464","2018-03-21",14.77
"465","2018-03-22",14.16
"466","2018-03-23",13.03
"467","2018-03-26",13.52
"468","2018-03-27",13.12
"469","2018-03-28",12.67
"470","2018-03-29",13.53
"471","2018-04-02",14.04
"472","2018-04-03",14.74
"473","2018-04-04",15.52
"474","2018-04-05",19.15
"475","2018-04-06",17.790001
"476","2018-04-09",16.68
"477","2018-04-10",18.200001
"478","2018-04-11",17.59
"479","2018-04-12",18.18
"480","2018-04-13",20.1
"481","2018-04-16",19.35
"482","2018-04-17",19.200001
"483","2018-04-18",19.57
"484","2018-04-19",18.91
"485","2018-04-20",18.379999
"486","2018-04-23",17.700001
"487","2018-04-24",17.33
"488","2018-04-25",15.71
"489","2018-04-26",17.32
"490","2018-04-27",17.639999
"491","2018-04-30",17.59
"492","2018-05-01",17.950001
"493","2018-05-02",18.549999
"494","2018-05-03",18.209999
