"","date","PLSE"
"495","2018-05-04",19.01
"496","2018-05-07",20.280001
"497","2018-05-08",19.98
"498","2018-05-09",17.299999
"499","2018-05-10",16.24
"500","2018-05-11",15.19
"501","2018-05-14",14.64
"502","2018-05-15",15.45
"503","2018-05-16",16.799999
"504","2018-05-17",15.95
"505","2018-05-18",15.22
"506","2018-05-21",15.19
"507","2018-05-22",15.12
"508","2018-05-23",15.27
"509","2018-05-24",15.46
"510","2018-05-25",15.89
"511","2018-05-29",15.84
"512","2018-05-30",16
"513","2018-05-31",15.79
"514","2018-06-01",16.1
"515","2018-06-04",17
"516","2018-06-05",17.719999
"517","2018-06-06",17.450001
"518","2018-06-07",17.77
"519","2018-06-08",17.92
"520","2018-06-11",17.459999
"521","2018-06-12",17.440001
"522","2018-06-13",17.139999
"523","2018-06-14",16.74
"524","2018-06-15",16.4
"525","2018-06-18",16.26
"526","2018-06-19",16.290001
"527","2018-06-20",16.700001
"528","2018-06-21",16.370001
"529","2018-06-22",16.52
"530","2018-06-25",15.38
"531","2018-06-26",15.41
"532","2018-06-27",15.16
"533","2018-06-28",14.97
"534","2018-06-29",15.14
"535","2018-07-02",15.99
"536","2018-07-03",16.450001
"537","2018-07-05",15.5
"538","2018-07-06",15.4
"539","2018-07-09",14.99
"540","2018-07-10",14.23
"541","2018-07-11",14.75
"542","2018-07-12",15.42
"543","2018-07-13",14.81
"544","2018-07-16",14.42
"545","2018-07-17",13.72
"546","2018-07-18",13.76
"547","2018-07-19",13.96
"548","2018-07-20",14.22
"549","2018-07-23",13.86
"550","2018-07-24",14.07
"551","2018-07-25",13.84
"552","2018-07-26",14.16
"553","2018-07-27",14.07
"554","2018-07-30",13.75
"555","2018-07-31",13.36
"556","2018-08-01",13.63
"557","2018-08-02",13.1
"558","2018-08-03",12.83
"559","2018-08-06",13.24
"560","2018-08-07",13.47
"561","2018-08-08",14.65
"562","2018-08-09",14.82
"563","2018-08-10",15.03
"564","2018-08-13",14.9
"565","2018-08-14",14.54
"566","2018-08-15",14.54
"567","2018-08-16",15.17
"568","2018-08-17",14.95
"569","2018-08-20",13.45
"570","2018-08-21",13.84
"571","2018-08-22",14.35
"572","2018-08-23",14.21
"573","2018-08-24",13.89
"574","2018-08-27",13.62
"575","2018-08-28",14.09
"576","2018-08-29",14.08
"577","2018-08-30",14.31
"578","2018-08-31",14.36
"579","2018-09-04",14.04
"580","2018-09-05",13.8
"581","2018-09-06",13.74
"582","2018-09-07",13.13
"583","2018-09-10",13.13
"584","2018-09-11",13.01
"585","2018-09-12",14.13
"586","2018-09-13",13.69
"587","2018-09-14",14.15
"588","2018-09-17",14.59
"589","2018-09-18",14.43
"590","2018-09-19",14.23
"591","2018-09-20",14.37
"592","2018-09-21",13.85
"593","2018-09-24",14.16
"594","2018-09-25",14
"595","2018-09-26",14.46
"596","2018-09-27",14.17
"597","2018-09-28",14.19
"598","2018-10-01",14.24
"599","2018-10-02",14.34
"600","2018-10-03",14.22
"601","2018-10-04",13.6
"602","2018-10-05",13.06
"603","2018-10-08",12.84
"604","2018-10-09",12.16
"605","2018-10-10",11.72
"606","2018-10-11",11.16
"607","2018-10-12",10.71
"608","2018-10-15",11
"609","2018-10-16",11.43
"610","2018-10-17",10.81
"611","2018-10-18",10.4
"612","2018-10-19",9.68
"613","2018-10-22",9.27
"614","2018-10-23",9.56
"615","2018-10-24",9.08
"616","2018-10-25",10.68
"617","2018-10-26",10.88
"618","2018-10-29",10.44
"619","2018-10-30",11.8
"620","2018-10-31",12.81
"621","2018-11-01",13.65
"622","2018-11-02",13.85
"623","2018-11-05",13.3
"624","2018-11-06",13.98
"625","2018-11-07",13.33
"626","2018-11-08",13.75
"627","2018-11-09",12.51
"628","2018-11-12",13.1
"629","2018-11-13",13.18
"630","2018-11-14",12.28
"631","2018-11-15",13.14
"632","2018-11-16",12.64
"633","2018-11-19",13.33
"634","2018-11-20",12.71
"635","2018-11-21",12.79
"636","2018-11-23",12.705
"637","2018-11-26",12.79
"638","2018-11-27",12.37
"639","2018-11-28",12.75
"640","2018-11-29",12.25
"641","2018-11-30",12.54
"642","2018-12-03",12.92
"643","2018-12-04",12.39
"644","2018-12-06",12.46
"645","2018-12-07",12.9
"646","2018-12-10",12.28
"647","2018-12-11",12.61
"648","2018-12-12",12.57
"649","2018-12-13",12.43
"650","2018-12-14",11.94
"651","2018-12-17",11.39
"652","2018-12-18",11.3
"653","2018-12-19",10.62
"654","2018-12-20",9.94
"655","2018-12-21",10.01
"656","2018-12-24",10.87
"657","2018-12-26",11.55
"658","2018-12-27",11.99
"659","2018-12-28",11.39
"660","2018-12-31",11.46
"661","2019-01-02",12.46
"662","2019-01-03",11.95
"663","2019-01-04",12.45
"664","2019-01-07",13.22
"665","2019-01-08",12.83
"666","2019-01-09",12.5
"667","2019-01-10",12.09
"668","2019-01-11",12.32
"669","2019-01-14",11.99
"670","2019-01-15",11.69
"671","2019-01-16",12.07
"672","2019-01-17",11.98
"673","2019-01-18",12.24
"674","2019-01-22",11.78
"675","2019-01-23",12.17
"676","2019-01-24",12.25
"677","2019-01-25",12.7
"678","2019-01-28",12.16
"679","2019-01-29",12.11
"680","2019-01-30",12.91
"681","2019-01-31",13.36
"682","2019-02-01",14.05
"683","2019-02-04",15.38
"684","2019-02-05",15.12
"685","2019-02-06",15.5
"686","2019-02-07",15.11
"687","2019-02-08",16.120001
"688","2019-02-11",17.34
"689","2019-02-12",17.25
"690","2019-02-13",17.299999
"691","2019-02-14",18.129999
"692","2019-02-15",18.09
"693","2019-02-19",16.41
"694","2019-02-20",16.700001
"695","2019-02-21",17.48
"696","2019-02-22",18.23
"697","2019-02-25",18.059999
"698","2019-02-26",18.49
"699","2019-02-27",17.76
"700","2019-02-28",17.83
"701","2019-03-01",19.27
"702","2019-03-04",18.049999
"703","2019-03-05",17.219999
"704","2019-03-06",16.82
"705","2019-03-07",16.4
"706","2019-03-08",16.950001
"707","2019-03-11",18.48
"708","2019-03-12",18.32
"709","2019-03-13",17.77
"710","2019-03-14",17.379999
"711","2019-03-15",18.120001
"712","2019-03-18",18.25
"713","2019-03-19",18.83
"714","2019-03-20",18.889999
"715","2019-03-21",19.440001
"716","2019-03-22",17.969999
"717","2019-03-25",18.200001
"718","2019-03-26",17.99
"719","2019-03-27",17.540001
"720","2019-03-28",17.65
"721","2019-03-29",17.59
"722","2019-04-01",17.049999
"723","2019-04-02",16.610001
"724","2019-04-03",16.540001
"725","2019-04-04",16.58
"726","2019-04-05",17.030001
"727","2019-04-08",17.34
"728","2019-04-09",16.75
"729","2019-04-10",16.4
"730","2019-04-11",15.86
"731","2019-04-12",15.6
"732","2019-04-15",16.02
"733","2019-04-16",16.09
"734","2019-04-17",15.56
"735","2019-04-18",15.58
"736","2019-04-22",15.48
"737","2019-04-23",16.41
"738","2019-04-24",16.9
"739","2019-04-25",16.4
"740","2019-04-26",16.459999
"741","2019-04-29",16.889999
"742","2019-04-30",16.02
"743","2019-05-01",11.4
"744","2019-05-02",11.47
"745","2019-05-03",13.15
"746","2019-05-06",12.82
"747","2019-05-07",12.33
"748","2019-05-08",12.84
"749","2019-05-09",12.62
"750","2019-05-10",12.7
"751","2019-05-13",12.2
"752","2019-05-14",12.54
"753","2019-05-15",12.67
"754","2019-05-16",13.03
"755","2019-05-17",12.46
"756","2019-05-20",12.46
"757","2019-05-21",12.99
"758","2019-05-22",12.41
"759","2019-05-23",11.74
"760","2019-05-24",12.36
"761","2019-05-28",12.11
"762","2019-05-29",11.8
"763","2019-05-30",12.37
"764","2019-05-31",11.93
"765","2019-06-03",11.51
"766","2019-06-04",11.11
"767","2019-06-05",11.27
"768","2019-06-06",11.14
"769","2019-06-07",11.16
"770","2019-06-10",12.86
"771","2019-06-11",12.03
"772","2019-06-12",12.35
"773","2019-06-13",12.55
"774","2019-06-14",12.34
"775","2019-06-17",12.42
"776","2019-06-18",12.18
"777","2019-06-19",12.26
"778","2019-06-20",12.18
"779","2019-06-21",11.86
"780","2019-06-24",12.04
"781","2019-06-25",12.94
"782","2019-06-26",13.07
"783","2019-06-27",13.1
"784","2019-06-28",13.2
"785","2019-07-01",12.93
"786","2019-07-02",13.06
"787","2019-07-03",13.24
"788","2019-07-05",13.07
"789","2019-07-08",13.04
"790","2019-07-09",12.79
"791","2019-07-10",12.66
"792","2019-07-11",12.58
"793","2019-07-12",12.5
"794","2019-07-15",12.37
"795","2019-07-16",12.34
"796","2019-07-17",12.6
"797","2019-07-18",12.69
"798","2019-07-19",12.39
"799","2019-07-22",12.46
"800","2019-07-23",12.32
"801","2019-07-24",12.97
"802","2019-07-25",12.71
"803","2019-07-26",13.2
"804","2019-07-29",12.86
"805","2019-07-30",13.4
"806","2019-07-31",13.06
"807","2019-08-01",12.64
"808","2019-08-02",12.51
"809","2019-08-05",11.73
"810","2019-08-06",11.55
"811","2019-08-07",11.03
"812","2019-08-08",11.53
"813","2019-08-09",10.75
"814","2019-08-12",10.73
"815","2019-08-13",11.54
"816","2019-08-14",11.01
"817","2019-08-15",11.28
"818","2019-08-16",10.94
"819","2019-08-19",11.31
"820","2019-08-20",11.31
"821","2019-08-21",11.16
"822","2019-08-22",12
"823","2019-08-23",11.25
"824","2019-08-26",11.55
"825","2019-08-27",11.14
"826","2019-08-28",11.43
"827","2019-08-29",11.82
"828","2019-08-30",11.99
"829","2019-09-03",11.99
"830","2019-09-04",12.03
"831","2019-09-05",12.54
"832","2019-09-06",12.81
"833","2019-09-09",13.12
"834","2019-09-10",14.11
"835","2019-09-11",14.01
"836","2019-09-12",14.48
"837","2019-09-13",14.49
"838","2019-09-16",16.18
"839","2019-09-17",16.26
"840","2019-09-18",16.209999
"841","2019-09-19",16.26
"842","2019-09-20",16.530001
"843","2019-09-23",17.33
"844","2019-09-24",16.82
"845","2019-09-25",16.08
"846","2019-09-26",15.4
"847","2019-09-27",15.63
"848","2019-09-30",15.44
"849","2019-10-01",14.15
"850","2019-10-02",14.34
"851","2019-10-03",14.58
"852","2019-10-04",14.56
"853","2019-10-07",14.42
"854","2019-10-08",14.27
"855","2019-10-09",14.2
"856","2019-10-10",14.35
"857","2019-10-11",14.56
"858","2019-10-14",13.61
"859","2019-10-15",14.11
"860","2019-10-16",14
"861","2019-10-17",14.57
"862","2019-10-18",15.08
"863","2019-10-21",15.7
"864","2019-10-22",15.97
"865","2019-10-23",15.37
"866","2019-10-24",15.02
"867","2019-10-25",14.95
"868","2019-10-28",14.42
"869","2019-10-29",13.96
"870","2019-10-30",13.76
"871","2019-10-31",14.08
"872","2019-11-01",14.43
"873","2019-11-04",14.57
"874","2019-11-05",14.76
"875","2019-11-06",14.91
"876","2019-11-07",14.31
"877","2019-11-08",14.39
"878","2019-11-11",14.3
"879","2019-11-12",14.49
"880","2019-11-13",14.23
"881","2019-11-14",14
"882","2019-11-15",14.09
"883","2019-11-18",13.94
"884","2019-11-19",14.07
"885","2019-11-20",13.38
"886","2019-11-21",13.8
"887","2019-11-22",13.68
"888","2019-11-25",13.74
"889","2019-11-26",14.24
"890","2019-11-27",14.44
"891","2019-11-29",14.52
"892","2019-12-02",14.27
"893","2019-12-03",14.05
"894","2019-12-04",13.91
"895","2019-12-05",14.06
"896","2019-12-06",14.65
"897","2019-12-09",14.54
"898","2019-12-10",14.59
"899","2019-12-11",14.95
"900","2019-12-12",15.42
"901","2019-12-13",14.8
"902","2019-12-16",14.22
"903","2019-12-17",13.97
"904","2019-12-18",13.23
"905","2019-12-19",12.58
"906","2019-12-20",13.18
"907","2019-12-23",13.32
"908","2019-12-24",13.7
"909","2019-12-26",13.74
"910","2019-12-27",13.66
"911","2019-12-30",13.18
"912","2019-12-31",13.41
"913","2020-01-02",14.66
"914","2020-01-03",14.11
"915","2020-01-06",14.48
"916","2020-01-07",14.79
"917","2020-01-08",15.08
"918","2020-01-09",15.01
"919","2020-01-10",15.2
"920","2020-01-13",15.07
"921","2020-01-14",14.06
"922","2020-01-15",14.27
"923","2020-01-16",14.19
"924","2020-01-17",14.09
"925","2020-01-21",13.96
"926","2020-01-22",14.26
"927","2020-01-23",14.29
"928","2020-01-24",14.22
"929","2020-01-27",14.33
"930","2020-01-28",14.01
"931","2020-01-29",14.4
"932","2020-01-30",14.59
"933","2020-01-31",14
"934","2020-02-03",13.91
"935","2020-02-04",13.84
"936","2020-02-05",14.06
"937","2020-02-06",13.65
"938","2020-02-07",13.72
"939","2020-02-10",13.73
"940","2020-02-11",13.75
"941","2020-02-12",13.62
"942","2020-02-13",12.18
"943","2020-02-14",8.55
"944","2020-02-18",8.12
"945","2020-02-19",7.7
"946","2020-02-20",7.61
"947","2020-02-21",7.02
"948","2020-02-24",7.05
"949","2020-02-25",6.86
"950","2020-02-26",6.84
"951","2020-02-27",6.59
"952","2020-02-28",6.85
"953","2020-03-02",6.95
"954","2020-03-03",6.67
"955","2020-03-04",7.25
"956","2020-03-05",7.49
"957","2020-03-06",7.74
"958","2020-03-09",7.21
"959","2020-03-10",7.11
"960","2020-03-11",6.36
"961","2020-03-12",6.08
"962","2020-03-13",5.77
"963","2020-03-16",5.23
"964","2020-03-17",6.99
"965","2020-03-18",6.27
"966","2020-03-19",6.29
"967","2020-03-20",6.07
"968","2020-03-23",5.77
"969","2020-03-24",6.3
"970","2020-03-25",6.13
"971","2020-03-26",6.36
"972","2020-03-27",6.68
"973","2020-03-30",6.74
"974","2020-03-31",7.16
"975","2020-04-01",6.23
"976","2020-04-02",6.27
"977","2020-04-03",6.56
"978","2020-04-06",7.25
"979","2020-04-07",6.89
"980","2020-04-08",6.87
"981","2020-04-09",6.98
"982","2020-04-13",6.77
"983","2020-04-14",7.17
"984","2020-04-15",6.61
"985","2020-04-16",6.4
"986","2020-04-17",6.89
"987","2020-04-20",6.53
"988","2020-04-21",6.57
"989","2020-04-22",6.9
