"","date","FRAF"
"1","2007-01-03",27.35
"2","2007-01-04",27.35
"3","2007-01-05",27.35
"4","2007-01-08",27.35
"5","2007-01-09",27.35
"6","2007-01-10",27.35
"7","2007-01-11",27.35
"8","2007-01-12",27.25
"9","2007-01-16",27.25
"10","2007-01-17",27.25
"11","2007-01-18",27.25
"12","2007-01-19",27.5
"13","2007-01-22",27.5
"14","2007-01-23",27.5
"15","2007-01-24",27.5
"16","2007-01-25",27.299999
"17","2007-01-26",27.5
"18","2007-01-29",27.5
"19","2007-01-30",27.299999
"20","2007-01-31",27.299999
"21","2007-02-01",27.299999
"22","2007-02-02",27.360001
"23","2007-02-05",27.299999
"24","2007-02-06",27.4
"25","2007-02-07",27.4
"26","2007-02-08",27.4
"27","2007-02-09",27.299999
"28","2007-02-12",27.360001
"29","2007-02-13",27.299999
"30","2007-02-14",27.35
"31","2007-02-15",27.299999
"32","2007-02-16",27.299999
"33","2007-02-20",27.35
"34","2007-02-21",27.4
"35","2007-02-22",27.4
"36","2007-02-23",27.299999
"37","2007-02-26",27.4
"38","2007-02-27",27.4
"39","2007-02-28",27.299999
"40","2007-03-01",27.299999
"41","2007-03-02",27.299999
"42","2007-03-05",27.450001
"43","2007-03-06",27.299999
"44","2007-03-07",27.299999
"45","2007-03-08",27.35
"46","2007-03-09",27.299999
"47","2007-03-12",27.450001
"48","2007-03-13",27.299999
"49","2007-03-14",27.299999
"50","2007-03-15",27.299999
"51","2007-03-16",27.309999
"52","2007-03-19",27.309999
"53","2007-03-20",27.200001
"54","2007-03-21",27.200001
"55","2007-03-22",27.200001
"56","2007-03-23",27.200001
"57","2007-03-26",27.299999
"58","2007-03-27",27.450001
"59","2007-03-28",27.450001
"60","2007-03-29",27.200001
"61","2007-03-30",27.200001
"62","2007-04-02",27.25
"63","2007-04-03",27.25
"64","2007-04-04",27.200001
"65","2007-04-05",27.25
"66","2007-04-09",27.25
"67","2007-04-10",27.25
"68","2007-04-11",27.25
"69","2007-04-12",27.17
"70","2007-04-13",27.17
"71","2007-04-16",27.18
"72","2007-04-17",27.01
"73","2007-04-18",27.25
"74","2007-04-19",27.139999
"75","2007-04-20",27.1
"76","2007-04-23",27.1
"77","2007-04-24",27.1
"78","2007-04-25",27.35
"79","2007-04-26",27.35
"80","2007-04-27",27.4
"81","2007-04-30",27.5
"82","2007-05-01",27.5
"83","2007-05-02",27.4
"84","2007-05-03",27.35
"85","2007-05-04",27.35
"86","2007-05-07",27.5
"87","2007-05-08",27.5
"88","2007-05-09",27.200001
"89","2007-05-10",27.25
"90","2007-05-11",27.5
"91","2007-05-14",27.5
"92","2007-05-15",27.5
"93","2007-05-16",27.5
"94","2007-05-17",27.25
"95","2007-05-18",27.25
"96","2007-05-21",27.25
"97","2007-05-22",27.299999
"98","2007-05-23",27.25
"99","2007-05-24",27.25
"100","2007-05-25",27.25
"101","2007-05-29",27.4
"102","2007-05-30",27.299999
"103","2007-05-31",27.4
"104","2007-06-01",27.450001
"105","2007-06-04",27.389999
"106","2007-06-05",27.389999
"107","2007-06-06",27.200001
"108","2007-06-07",27.25
"109","2007-06-08",27.25
"110","2007-06-11",27.25
"111","2007-06-12",27.25
"112","2007-06-13",27.25
"113","2007-06-14",27.25
"114","2007-06-15",27.389999
"115","2007-06-18",27.25
"116","2007-06-19",27.389999
"117","2007-06-20",27.389999
"118","2007-06-21",27.25
"119","2007-06-22",27.25
"120","2007-06-25",27.25
"121","2007-06-26",27.25
"122","2007-06-27",27.25
"123","2007-06-28",27.25
"124","2007-06-29",27.25
"125","2007-07-02",27.25
"126","2007-07-03",27.25
"127","2007-07-05",27.15
"128","2007-07-06",27.200001
"129","2007-07-09",27.16
"130","2007-07-10",27.16
"131","2007-07-11",26.299999
"132","2007-07-12",26.26
"133","2007-07-13",26.299999
"134","2007-07-16",26
"135","2007-07-17",26
"136","2007-07-18",26
"137","2007-07-19",26.440001
"138","2007-07-20",26.49
"139","2007-07-23",26.35
"140","2007-07-24",26.35
"141","2007-07-25",26.35
"142","2007-07-26",26.73
"143","2007-07-27",26.73
"144","2007-07-30",26.200001
"145","2007-07-31",26.200001
"146","2007-08-01",26.1
"147","2007-08-02",26.4
"148","2007-08-03",26.4
"149","2007-08-06",26
"150","2007-08-07",26
"151","2007-08-08",25.75
"152","2007-08-09",25.75
"153","2007-08-10",25.75
"154","2007-08-13",25.75
"155","2007-08-14",25.5
"156","2007-08-15",25.5
"157","2007-08-16",25.5
"158","2007-08-17",25.65
"159","2007-08-20",25.65
"160","2007-08-21",26.25
"161","2007-08-22",26.25
"162","2007-08-23",25.65
