"","date","BABA"
"1","2014-09-19",93.889999
"2","2014-09-22",89.889999
"3","2014-09-23",87.169998
"4","2014-09-24",90.57
"5","2014-09-25",88.919998
"6","2014-09-26",90.459999
"7","2014-09-29",88.75
"8","2014-09-30",88.849998
"9","2014-10-01",86.099998
"10","2014-10-02",87.059998
"11","2014-10-03",88.099998
"12","2014-10-06",88.309998
"13","2014-10-07",87.669998
"14","2014-10-08",88.300003
"15","2014-10-09",88.790001
"16","2014-10-10",85.879997
"17","2014-10-13",85.120003
"18","2014-10-14",84.949997
"19","2014-10-15",85.599998
"20","2014-10-16",88.849998
"21","2014-10-17",87.910004
"22","2014-10-20",88.260002
"23","2014-10-21",90.900002
"24","2014-10-22",91.629997
"25","2014-10-23",94.449997
"26","2014-10-24",95.760002
"27","2014-10-27",97.790001
"28","2014-10-28",99.68
"29","2014-10-29",98.309998
"30","2014-10-30",98.730003
"31","2014-10-31",98.599998
"32","2014-11-03",101.800003
"33","2014-11-04",106.07
"34","2014-11-05",108.669998
"35","2014-11-06",111.57
"36","2014-11-07",114.559998
"37","2014-11-10",119.150002
"38","2014-11-11",114.540001
"39","2014-11-12",118.199997
"40","2014-11-13",114.839996
"41","2014-11-14",115.099998
"42","2014-11-17",114.25
"43","2014-11-18",110.809998
"44","2014-11-19",108.82
"45","2014-11-20",109.82
"46","2014-11-21",110.730003
"47","2014-11-24",113.919998
"48","2014-11-25",113.470001
"49","2014-11-26",112.669998
"50","2014-11-28",111.639999
"51","2014-12-01",105.989998
"52","2014-12-02",109.889999
"53","2014-12-03",110.639999
"54","2014-12-04",109.169998
"55","2014-12-05",107.900002
"56","2014-12-08",105.07
"57","2014-12-09",107.480003
"58","2014-12-10",103.879997
"59","2014-12-11",104.970001
"60","2014-12-12",105.110001
"61","2014-12-15",104.699997
"62","2014-12-16",105.769997
"63","2014-12-17",109.019997
"64","2014-12-18",109.25
"65","2014-12-19",110.650002
"66","2014-12-22",108.769997
"67","2014-12-23",105.519997
"68","2014-12-24",105.949997
"69","2014-12-26",105.949997
"70","2014-12-29",105.980003
"71","2014-12-30",105.75
"72","2014-12-31",103.940002
"73","2015-01-02",103.599998
"74","2015-01-05",101
"75","2015-01-06",103.32
"76","2015-01-07",102.129997
"77","2015-01-08",105.029999
"78","2015-01-09",103.019997
"79","2015-01-12",101.620003
"80","2015-01-13",100.769997
"81","2015-01-14",99.580002
"82","2015-01-15",96.309998
"83","2015-01-16",96.889999
"84","2015-01-20",100.040001
"85","2015-01-21",103.290001
"86","2015-01-22",104
"87","2015-01-23",103.110001
"88","2015-01-26",103.989998
"89","2015-01-27",102.940002
"90","2015-01-28",98.449997
"91","2015-01-29",89.809998
"92","2015-01-30",89.080002
"93","2015-02-02",90.129997
"94","2015-02-03",90.610001
"95","2015-02-04",90
"96","2015-02-05",87
"97","2015-02-06",85.68
"98","2015-02-09",86
"99","2015-02-10",87.260002
"100","2015-02-11",86
"101","2015-02-12",87.099998
"102","2015-02-13",89.050003
"103","2015-02-17",86.849998
"104","2015-02-18",86.739998
"105","2015-02-19",86.889999
"106","2015-02-20",86.639999
"107","2015-02-23",85.470001
"108","2015-02-24",84.690002
"109","2015-02-25",86.190002
"110","2015-02-26",85.370003
"111","2015-02-27",85.120003
"112","2015-03-02",84
"113","2015-03-03",81.580002
"114","2015-03-04",85.489998
"115","2015-03-05",86.099998
"116","2015-03-06",84.400002
"117","2015-03-09",82.529999
"118","2015-03-10",82.970001
"119","2015-03-11",81.989998
"120","2015-03-12",81.919998
"121","2015-03-13",81.860001
"122","2015-03-16",84
"123","2015-03-17",84.5
"124","2015-03-18",84.589996
"125","2015-03-19",85.739998
"126","2015-03-20",85.199997
"127","2015-03-23",84.25
"128","2015-03-24",83.629997
"129","2015-03-25",83.75
"130","2015-03-26",84.169998
"131","2015-03-27",84.580002
"132","2015-03-30",83.900002
"133","2015-03-31",83.239998
"134","2015-04-01",82.360001
"135","2015-04-02",82.279999
"136","2015-04-06",81.82
"137","2015-04-07",82.209999
"138","2015-04-08",85.389999
"139","2015-04-09",86.139999
"140","2015-04-10",84.580002
"141","2015-04-13",84.279999
"142","2015-04-14",85
"143","2015-04-15",84.669998
"144","2015-04-16",84.059998
"145","2015-04-17",81.900002
"146","2015-04-20",82.199997
"147","2015-04-21",82.419998
"148","2015-04-22",82.050003
"149","2015-04-23",82.279999
"150","2015-04-24",84.57
"151","2015-04-27",84.900002
"152","2015-04-28",85.080002
"153","2015-04-29",82.449997
"154","2015-04-30",81.290001
"155","2015-05-01",81.169998
"156","2015-05-04",80.589996
"157","2015-05-05",79.540001
"158","2015-05-06",80
"159","2015-05-07",86
"160","2015-05-08",87.059998
"161","2015-05-11",86.720001
"162","2015-05-12",86.769997
"163","2015-05-13",87.529999
"164","2015-05-14",88.400002
"165","2015-05-15",88.459999
"166","2015-05-18",87.110001
"167","2015-05-19",88.209999
"168","2015-05-20",90.699997
"169","2015-05-21",93.879997
"170","2015-05-22",93.269997
"171","2015-05-26",92.519997
"172","2015-05-27",92.599998
"173","2015-05-28",90.949997
"174","2015-05-29",89.32
"175","2015-06-01",90.779999
"176","2015-06-02",90.510002
"177","2015-06-03",90.790001
"178","2015-06-04",90.589996
"179","2015-06-05",90.709999
"180","2015-06-08",88.290001
"181","2015-06-09",87.580002
"182","2015-06-10",88.900002
"183","2015-06-11",87.209999
"184","2015-06-12",86.629997
"185","2015-06-15",86.120003
"186","2015-06-16",86.089996
"187","2015-06-17",86.800003
"188","2015-06-18",86.75
"189","2015-06-19",85.739998
"190","2015-06-22",85.68
"191","2015-06-23",85.080002
"192","2015-06-24",85.169998
"193","2015-06-25",85.239998
"194","2015-06-26",83.279999
"195","2015-06-29",81.07
"196","2015-06-30",82.269997
"197","2015-07-01",82.459999
"198","2015-07-02",82.07
"199","2015-07-06",80.230003
"200","2015-07-07",79.620003
"201","2015-07-08",77.940002
"202","2015-07-09",79.040001
"203","2015-07-10",80.300003
"204","2015-07-13",81.860001
"205","2015-07-14",81.5
"206","2015-07-15",80.730003
"207","2015-07-16",81.529999
"208","2015-07-17",83.360001
"209","2015-07-20",82.669998
"210","2015-07-21",82.540001
"211","2015-07-22",84.150002
"212","2015-07-23",83.879997
"213","2015-07-24",83.019997
"214","2015-07-27",81.400002
"215","2015-07-28",80.559998
"216","2015-07-29",80.260002
"217","2015-07-30",79.959999
"218","2015-07-31",78.339996
"219","2015-08-03",77.989998
"220","2015-08-04",78.870003
"221","2015-08-05",79.82
"222","2015-08-06",78.959999
"223","2015-08-07",78.82
"224","2015-08-10",80.470001
"225","2015-08-11",77.339996
"226","2015-08-12",73.379997
"227","2015-08-13",75.110001
"228","2015-08-14",74.760002
"229","2015-08-17",75.190002
"230","2015-08-18",73.879997
"231","2015-08-19",73.120003
"232","2015-08-20",70.32
"233","2015-08-21",68.18
"234","2015-08-24",65.800003
"235","2015-08-25",68.57
"236","2015-08-26",68.660004
"237","2015-08-27",70.839996
"238","2015-08-28",70.07
"239","2015-08-31",66.120003
"240","2015-09-01",64.830002
"241","2015-09-02",65.540001
"242","2015-09-03",66.470001
"243","2015-09-04",63.91
"244","2015-09-08",60.91
"245","2015-09-09",64.040001
"246","2015-09-10",63.830002
"247","2015-09-11",64.629997
"248","2015-09-14",62.599998
"249","2015-09-15",64.849998
"250","2015-09-16",67.230003
"251","2015-09-17",66
"252","2015-09-18",65.75
"253","2015-09-21",63.900002
"254","2015-09-22",61.900002
"255","2015-09-23",60
"256","2015-09-24",59.919998
"257","2015-09-25",59.240002
"258","2015-09-28",57.389999
"259","2015-09-29",57.82
"260","2015-09-30",58.970001
"261","2015-10-01",58.869999
"262","2015-10-02",63.200001
"263","2015-10-05",63.93
"264","2015-10-06",63.919998
"265","2015-10-07",66.279999
"266","2015-10-08",67.699997
"267","2015-10-09",68.709999
"268","2015-10-12",70.300003
"269","2015-10-13",69.68
"270","2015-10-14",68.540001
"271","2015-10-15",71.779999
"272","2015-10-16",71.989998
"273","2015-10-19",72.650002
"274","2015-10-20",71.790001
"275","2015-10-21",69.480003
"276","2015-10-22",70.989998
"277","2015-10-23",75.620003
"278","2015-10-26",76.349998
"279","2015-10-27",79.440002
"280","2015-10-28",82.349998
"281","2015-10-29",82.220001
"282","2015-10-30",83.830002
"283","2015-11-02",84.349998
"284","2015-11-03",83.440002
"285","2015-11-04",85.400002
"286","2015-11-05",85.379997
"287","2015-11-06",83.610001
"288","2015-11-09",81.379997
"289","2015-11-10",81.43
"290","2015-11-11",79.849998
"291","2015-11-12",78.760002
"292","2015-11-13",75.849998
"293","2015-11-16",78.300003
"294","2015-11-17",78.129997
"295","2015-11-18",77.690002
"296","2015-11-19",77.870003
"297","2015-11-20",79.949997
"298","2015-11-23",81.309998
"299","2015-11-24",80.860001
"300","2015-11-25",81.709999
"301","2015-11-27",81.379997
"302","2015-11-30",84.080002
"303","2015-12-01",84
"304","2015-12-02",85
"305","2015-12-03",82.589996
"306","2015-12-04",84.849998
"307","2015-12-07",84.760002
"308","2015-12-08",84.379997
"309","2015-12-09",83.419998
"310","2015-12-10",84.330002
"311","2015-12-11",79.739998
"312","2015-12-14",80.57
"313","2015-12-15",82.489998
"314","2015-12-16",84.629997
"315","2015-12-17",83.559998
"316","2015-12-18",82.650002
"317","2015-12-21",82.870003
"318","2015-12-22",84.839996
"319","2015-12-23",84.800003
"320","2015-12-24",83.709999
"321","2015-12-28",82.139999
"322","2015-12-29",83.260002
"323","2015-12-30",81.68
"324","2015-12-31",81.269997
"325","2016-01-04",76.690002
"326","2016-01-05",78.629997
"327","2016-01-06",77.330002
"328","2016-01-07",72.720001
"329","2016-01-08",70.800003
"330","2016-01-11",69.919998
"331","2016-01-12",72.68
"332","2016-01-13",70.290001
"333","2016-01-14",72.25
"334","2016-01-15",69.589996
"335","2016-01-19",70.129997
"336","2016-01-20",68.709999
"337","2016-01-21",70.720001
"338","2016-01-22",70.370003
"339","2016-01-25",69.720001
"340","2016-01-26",69.769997
"341","2016-01-27",69.540001
"342","2016-01-28",66.919998
"343","2016-01-29",67.029999
"344","2016-02-01",67.029999
"345","2016-02-02",65.089996
"346","2016-02-03",63.439999
"347","2016-02-04",64.860001
"348","2016-02-05",62.639999
"349","2016-02-08",61.099998
"350","2016-02-09",61.389999
"351","2016-02-10",61.779999
"352","2016-02-11",60.57
"353","2016-02-12",60.889999
"354","2016-02-16",66.290001
"355","2016-02-17",66.379997
"356","2016-02-18",66.519997
"357","2016-02-19",67.279999
"358","2016-02-22",68.839996
"359","2016-02-23",66.970001
"360","2016-02-24",67.230003
"361","2016-02-25",66.660004
"362","2016-02-26",66.910004
"363","2016-02-29",68.809998
"364","2016-03-01",70.860001
"365","2016-03-02",71.25
"366","2016-03-03",71.019997
"367","2016-03-04",72.220001
"368","2016-03-07",72.889999
"369","2016-03-08",71.07
"370","2016-03-09",72.43
"371","2016-03-10",71.970001
"372","2016-03-11",74.010002
"373","2016-03-14",73.349998
"374","2016-03-15",72.230003
"375","2016-03-16",73.5
"376","2016-03-17",74.25
"377","2016-03-18",76.25
"378","2016-03-21",78.110001
"379","2016-03-22",78.18
