"","date","GPN"
"1","2007-01-03",23.885
"2","2007-01-04",24.525
"3","2007-01-05",20.545
"4","2007-01-08",20.5
"5","2007-01-09",20.055
"6","2007-01-10",20.055
"7","2007-01-11",19.389999
"8","2007-01-12",19.325001
"9","2007-01-16",19.275
"10","2007-01-17",19.26
"11","2007-01-18",19.24
"12","2007-01-19",19.200001
"13","2007-01-22",19.035
"14","2007-01-23",19.205
"15","2007-01-24",18.93
"16","2007-01-25",18.915001
"17","2007-01-26",18.82
"18","2007-01-29",18.865
"19","2007-01-30",18.85
"20","2007-01-31",18.879999
"21","2007-02-01",19.525
"22","2007-02-02",19.450001
"23","2007-02-05",19.52
"24","2007-02-06",19.365
"25","2007-02-07",19.535
"26","2007-02-08",19.655001
"27","2007-02-09",19.674999
"28","2007-02-12",19.785
"29","2007-02-13",19.549999
"30","2007-02-14",19.4
"31","2007-02-15",19.76
"32","2007-02-16",19.82
"33","2007-02-20",19.995001
"34","2007-02-21",19.934999
"35","2007-02-22",19.809999
"36","2007-02-23",19.555
"37","2007-02-26",19.495001
"38","2007-02-27",18.795
"39","2007-02-28",19.235001
"40","2007-03-01",19.18
"41","2007-03-02",19.01
"42","2007-03-05",18.764999
"43","2007-03-06",19.1
"44","2007-03-07",18.950001
"45","2007-03-08",18.775
"46","2007-03-09",18.865
"47","2007-03-12",18.875
"48","2007-03-13",18.52
"49","2007-03-14",18.395
"50","2007-03-15",18.525
"51","2007-03-16",18.4
"52","2007-03-19",18.405001
"53","2007-03-20",19.059999
"54","2007-03-21",19.334999
"55","2007-03-22",19.15
"56","2007-03-23",19.219999
"57","2007-03-26",19.695
"58","2007-03-27",19.594999
"59","2007-03-28",19.620001
"60","2007-03-29",19.584999
"61","2007-03-30",17.030001
"62","2007-04-02",17.940001
"63","2007-04-03",18.145
"64","2007-04-04",18.635
"65","2007-04-05",18.65
"66","2007-04-09",18.635
"67","2007-04-10",18.745001
"68","2007-04-11",18.25
"69","2007-04-12",18.5
"70","2007-04-13",18.825001
"71","2007-04-16",19.42
"72","2007-04-17",19.365
"73","2007-04-18",19.504999
"74","2007-04-19",19.455
"75","2007-04-20",19.4
"76","2007-04-23",19.25
"77","2007-04-24",19.030001
"78","2007-04-25",19.254999
"79","2007-04-26",19.25
"80","2007-04-27",19.33
"81","2007-04-30",18.99
"82","2007-05-01",18.955
"83","2007-05-02",19.290001
"84","2007-05-03",19.08
"85","2007-05-04",19.155001
"86","2007-05-07",19.184999
"87","2007-05-08",19.26
"88","2007-05-09",19.389999
"89","2007-05-10",19.34
"90","2007-05-11",19.459999
"91","2007-05-14",19.495001
"92","2007-05-15",19.285
"93","2007-05-16",19.025
"94","2007-05-17",19.825001
"95","2007-05-18",20.434999
"96","2007-05-21",20.545
"97","2007-05-22",20.465
"98","2007-05-23",20
"99","2007-05-24",19.625
"100","2007-05-25",19.809999
"101","2007-05-29",19.85
"102","2007-05-30",19.99
"103","2007-05-31",20.02
"104","2007-06-01",20.26
"105","2007-06-04",20.59
"106","2007-06-05",20.280001
"107","2007-06-06",20
"108","2007-06-07",19.985001
"109","2007-06-08",20.35
"110","2007-06-11",20.280001
"111","2007-06-12",20.08
"112","2007-06-13",20.184999
"113","2007-06-14",20.445
"114","2007-06-15",20.59
"115","2007-06-18",20.4
"116","2007-06-19",20.475
"117","2007-06-20",20.41
"118","2007-06-21",20.514999
"119","2007-06-22",20.110001
"120","2007-06-25",19.75
"121","2007-06-26",19.76
"122","2007-06-27",19.77
"123","2007-06-28",19.65
"124","2007-06-29",19.825001
"125","2007-07-02",19.76
"126","2007-07-03",19.719999
"127","2007-07-05",19.969999
"128","2007-07-06",19.985001
"129","2007-07-09",20.120001
"130","2007-07-10",19.870001
"131","2007-07-11",19.85
"132","2007-07-12",19.934999
"133","2007-07-13",20.18
"134","2007-07-16",19.834999
"135","2007-07-17",19.879999
"136","2007-07-18",19.469999
"137","2007-07-19",19.434999
"138","2007-07-20",19.205
"139","2007-07-23",19.32
"140","2007-07-24",19.08
"141","2007-07-25",19.504999
"142","2007-07-26",18.51
"143","2007-07-27",18.27
"144","2007-07-30",18.200001
"145","2007-07-31",18.700001
"146","2007-08-01",18.74
"147","2007-08-02",19
"148","2007-08-03",18.565001
"149","2007-08-06",19.360001
"150","2007-08-07",19.305
"151","2007-08-08",19.075001
"152","2007-08-09",18.584999
"153","2007-08-10",18.200001
"154","2007-08-13",18.23
"155","2007-08-14",18.290001
"156","2007-08-15",18.004999
"157","2007-08-16",17.875
"158","2007-08-17",18
"159","2007-08-20",17.969999
"160","2007-08-21",17.995001
"161","2007-08-22",18.82
"162","2007-08-23",18.870001
"163","2007-08-24",19.030001
"164","2007-08-27",19.055
"165","2007-08-28",18.780001
"166","2007-08-29",19.084999
"167","2007-08-30",19.635
"168","2007-08-31",19.74
"169","2007-09-04",19.91
"170","2007-09-05",19.815001
"171","2007-09-06",19.924999
"172","2007-09-07",19.715
"173","2007-09-10",19.42
"174","2007-09-11",19.75
"175","2007-09-12",20.040001
"176","2007-09-13",19.93
"177","2007-09-14",20.4
"178","2007-09-17",20.334999
"179","2007-09-18",20.745001
"180","2007-09-19",21
"181","2007-09-20",20.950001
"182","2007-09-21",21.014999
"183","2007-09-24",21.145
"184","2007-09-25",21.459999
"185","2007-09-26",20.955
"186","2007-09-27",21.275
"187","2007-09-28",22.110001
"188","2007-10-01",22.264999
"189","2007-10-02",22.209999
"190","2007-10-03",21.995001
"191","2007-10-04",21.945
"192","2007-10-05",22.565001
"193","2007-10-08",22.125
"194","2007-10-09",22.48
"195","2007-10-10",22.504999
"196","2007-10-11",22.264999
"197","2007-10-12",22.379999
"198","2007-10-15",22.23
"199","2007-10-16",22.465
"200","2007-10-17",22.535
"201","2007-10-18",22.754999
"202","2007-10-19",22.235001
"203","2007-10-22",22.635
"204","2007-10-23",22.6
"205","2007-10-24",23.1
"206","2007-10-25",22.795
"207","2007-10-26",22.855
"208","2007-10-29",23.195
"209","2007-10-30",23.290001
