"","date","WILC"
"95","2007-05-18",8
"96","2007-05-21",8
"97","2007-05-22",8.03
"98","2007-05-23",7.91
"99","2007-05-24",7.9
"100","2007-05-25",7.96
"101","2007-05-29",8.05
"102","2007-05-30",8.07
"103","2007-05-31",8.1
"104","2007-06-01",8.01
"105","2007-06-04",8.03
"106","2007-06-05",8.04
"107","2007-06-06",8
"108","2007-06-07",8.03
"109","2007-06-08",8.04
"110","2007-06-11",7.69
"111","2007-06-12",7.93
"112","2007-06-13",7.95
"113","2007-06-14",7.79
"114","2007-06-15",8.01
"115","2007-06-18",7.87
"116","2007-06-19",7.99
"117","2007-06-20",8.25
"118","2007-06-21",8.2
"119","2007-06-22",8.5
"120","2007-06-25",8.64
"121","2007-06-26",8.5
"122","2007-06-27",8.47
"123","2007-06-28",8.31
"124","2007-06-29",8.19
"125","2007-07-02",8.3
"126","2007-07-03",8.35
"127","2007-07-05",8.35
"128","2007-07-06",8.54
"129","2007-07-09",8.46
"130","2007-07-10",8.5
"131","2007-07-11",8.9
"132","2007-07-12",8.5
"133","2007-07-13",8.25
"134","2007-07-16",8.38
"135","2007-07-17",8.49
"136","2007-07-18",8.26
"137","2007-07-19",8.14
"138","2007-07-20",8.19
"139","2007-07-23",8.19
"140","2007-07-24",8.15
"141","2007-07-25",7.9
"142","2007-07-26",7.72
"143","2007-07-27",7.89
"144","2007-07-30",7.94
"145","2007-07-31",8.07
"146","2007-08-01",7.76
"147","2007-08-02",8
"148","2007-08-03",8
"149","2007-08-06",7.59
"150","2007-08-07",7.99
"151","2007-08-08",7.97
"152","2007-08-09",7.96
"153","2007-08-10",7.87
"154","2007-08-13",7.99
"155","2007-08-14",7.97
"156","2007-08-15",7.88
"157","2007-08-16",7.29
"158","2007-08-17",6.97
"159","2007-08-20",7.23
"160","2007-08-21",7.29
"161","2007-08-22",7.38
"162","2007-08-23",7.4
"163","2007-08-24",7.4
"164","2007-08-27",6.99
"165","2007-08-28",6.94
"166","2007-08-29",6.96
"167","2007-08-30",6.75
"168","2007-08-31",6.8
"169","2007-09-04",6.42
"170","2007-09-05",6.5
"171","2007-09-06",6.49
"172","2007-09-07",6.29
"173","2007-09-10",5.96
"174","2007-09-11",5.81
"175","2007-09-12",5.7
"176","2007-09-13",5.5
"177","2007-09-14",5.35
"178","2007-09-17",5.35
"179","2007-09-18",5.35
"180","2007-09-19",5.45
"181","2007-09-20",5.54
"182","2007-09-21",5.45
"183","2007-09-24",5.61
"184","2007-09-25",6
"185","2007-09-26",6
"186","2007-09-27",5.84
"187","2007-09-28",5.95
"188","2007-10-01",6.04
"189","2007-10-02",6.45
"190","2007-10-03",6.4
"191","2007-10-04",6.38
"192","2007-10-05",6.4
"193","2007-10-08",6.39
"194","2007-10-09",6.38
"195","2007-10-10",6.35
"196","2007-10-11",5.58
"197","2007-10-12",5.57
"198","2007-10-15",5.48
"199","2007-10-16",5.39
"200","2007-10-17",5.45
"201","2007-10-18",5.45
"202","2007-10-19",5.45
"203","2007-10-22",5.6
"204","2007-10-23",5.65
"205","2007-10-24",5.65
"206","2007-10-25",5.71
"207","2007-10-26",5.74
"208","2007-10-29",5.75
"209","2007-10-30",5.69
"210","2007-10-31",5.69
"211","2007-11-01",5.69
"212","2007-11-02",5.7
"213","2007-11-05",5.85
"214","2007-11-06",5.8
"215","2007-11-07",5.98
"216","2007-11-08",6.02
"217","2007-11-09",6.1
"218","2007-11-12",6.03
"219","2007-11-13",6.35
"220","2007-11-14",6.89
"221","2007-11-15",7.19
"222","2007-11-16",6.77
"223","2007-11-19",6.99
"224","2007-11-20",6.84
"225","2007-11-21",6.6
"226","2007-11-23",6.55
"227","2007-11-26",6.5
"228","2007-11-27",6.54
"229","2007-11-28",6.81
"230","2007-11-29",6.35
"231","2007-11-30",6.13
"232","2007-12-03",6.25
"233","2007-12-04",5.57
"234","2007-12-05",5.96
"235","2007-12-06",6.04
"236","2007-12-07",5.93
"237","2007-12-10",6.3
"238","2007-12-11",6.49
"239","2007-12-12",6.65
"240","2007-12-13",6.4
"241","2007-12-14",6.54
"242","2007-12-17",6.36
"243","2007-12-18",6.31
"244","2007-12-19",6.34
"245","2007-12-20",6.3
"246","2007-12-21",6.49
"247","2007-12-24",6.37
"248","2007-12-26",6.15
"249","2007-12-27",6.32
"250","2007-12-28",6.06
"251","2007-12-31",6
"252","2008-01-02",6.24
"253","2008-01-03",6.35
"254","2008-01-04",6.45
"255","2008-01-07",6.64
"256","2008-01-08",6.24
"257","2008-01-09",6.28
"258","2008-01-10",6.25
"259","2008-01-11",6.3
"260","2008-01-14",6.1
"261","2008-01-15",6.24
"262","2008-01-16",6.16
"263","2008-01-17",6.07
"264","2008-01-18",5.99
"265","2008-01-22",5.96
"266","2008-01-23",5.76
"267","2008-01-24",6.01
"268","2008-01-25",5.82
"269","2008-01-28",5.55
"270","2008-01-29",5.59
"271","2008-01-30",5.6
"272","2008-01-31",5.52
"273","2008-02-01",5.6
"274","2008-02-04",5.32
"275","2008-02-05",5.44
"276","2008-02-06",5.48
"277","2008-02-07",6
"278","2008-02-08",6
"279","2008-02-11",5.8
"280","2008-02-12",5.47
"281","2008-02-13",5.97
"282","2008-02-14",6.05
"283","2008-02-15",6.19
"284","2008-02-19",6.1
"285","2008-02-20",6.2
"286","2008-02-21",5.91
"287","2008-02-22",6.21
"288","2008-02-25",6.8
"289","2008-02-26",6.74
"290","2008-02-27",6.88
"291","2008-02-28",6.95
"292","2008-02-29",6.87
"293","2008-03-03",6.71
"294","2008-03-04",6.51
"295","2008-03-05",6.39
"296","2008-03-06",6.15
"297","2008-03-07",6.15
"298","2008-03-10",6.1
"299","2008-03-11",5.9
"300","2008-03-12",5.87
"301","2008-03-13",6
"302","2008-03-14",5.88
"303","2008-03-17",5.71
"304","2008-03-18",5.7
"305","2008-03-19",5.66
"306","2008-03-20",5.69
"307","2008-03-24",5.7
"308","2008-03-25",5.65
"309","2008-03-26",5.72
"310","2008-03-27",5.7
"311","2008-03-28",5.61
"312","2008-03-31",5.64
"313","2008-04-01",5.65
"314","2008-04-02",5.53
"315","2008-04-03",5.57
"316","2008-04-04",5.57
"317","2008-04-07",5.56
"318","2008-04-08",5.5
"319","2008-04-09",5.7
"320","2008-04-10",5.9
"321","2008-04-11",5.9
"322","2008-04-14",5.9
"323","2008-04-15",5.9
"324","2008-04-16",5.65
"325","2008-04-17",5.93
"326","2008-04-18",5.92
"327","2008-04-21",5.84
"328","2008-04-22",5.85
"329","2008-04-23",5.93
"330","2008-04-24",5.8
"331","2008-04-25",5.68
"332","2008-04-28",5.69
"333","2008-04-29",5.76
"334","2008-04-30",5.54
"335","2008-05-01",5.6
"336","2008-05-02",5.65
"337","2008-05-05",5.81
"338","2008-05-06",5.9
"339","2008-05-07",5.87
"340","2008-05-08",5.55
"341","2008-05-09",5.86
"342","2008-05-12",5.68
"343","2008-05-13",5.68
"344","2008-05-14",5.79
"345","2008-05-15",5.7
"346","2008-05-16",5.53
"347","2008-05-19",5.44
"348","2008-05-20",5.4
"349","2008-05-21",5.67
"350","2008-05-22",5.45
"351","2008-05-23",5.63
"352","2008-05-27",5.51
"353","2008-05-28",5.65
"354","2008-05-29",5.88
"355","2008-05-30",5.65
"356","2008-06-02",5.9
"357","2008-06-03",5.86
"358","2008-06-04",5.66
"359","2008-06-05",5.8
"360","2008-06-06",5.6
"361","2008-06-09",5.6
"362","2008-06-10",5.57
"363","2008-06-11",5.55
"364","2008-06-12",5.49
"365","2008-06-13",5.5
"366","2008-06-16",5.41
"367","2008-06-17",5.39
"368","2008-06-18",5.13
"369","2008-06-19",4.72
"370","2008-06-20",4.74
"371","2008-06-23",4.62
"372","2008-06-24",4.55
"373","2008-06-25",4.69
"374","2008-06-26",4.33
"375","2008-06-27",4.35
"376","2008-06-30",4.11
"377","2008-07-01",3.63
"378","2008-07-02",3.89
"379","2008-07-03",3.71
"380","2008-07-07",3.8
"381","2008-07-08",3.77
"382","2008-07-09",3.61
"383","2008-07-10",3.84
"384","2008-07-11",3.69
"385","2008-07-14",3.62
"386","2008-07-15",3.41
"387","2008-07-16",3.13
"388","2008-07-17",3.44
"389","2008-07-18",3.35
"390","2008-07-21",3.4
"391","2008-07-22",3.5
"392","2008-07-23",3.46
"393","2008-07-24",3.1
"394","2008-07-25",2.98
"395","2008-07-28",2.96
"396","2008-07-29",2.93
"397","2008-07-30",3.27
"398","2008-07-31",3.15
"399","2008-08-01",3.16
"400","2008-08-04",3.7
"401","2008-08-05",3.83
"402","2008-08-06",4.1
"403","2008-08-07",4.17
"404","2008-08-08",4.19
"405","2008-08-11",4.3
"406","2008-08-12",4.07
"407","2008-08-13",3.97
"408","2008-08-14",3.97
"409","2008-08-15",3.97
"410","2008-08-18",3.87
"411","2008-08-19",3.68
"412","2008-08-20",3.93
"413","2008-08-21",4.01
"414","2008-08-22",4.01
"415","2008-08-25",3.74
"416","2008-08-26",3.89
"417","2008-08-27",3.62
"418","2008-08-28",3.52
"419","2008-08-29",3.63
"420","2008-09-02",3.63
"421","2008-09-03",3.51
"422","2008-09-04",3.68
"423","2008-09-05",3.47
"424","2008-09-08",3.54
"425","2008-09-09",3.35
"426","2008-09-10",3.35
"427","2008-09-11",3.4
"428","2008-09-12",3.26
"429","2008-09-15",3.02
"430","2008-09-16",3.03
"431","2008-09-17",2.91
"432","2008-09-18",3.05
"433","2008-09-19",3.26
"434","2008-09-22",2.99
"435","2008-09-23",2.9
"436","2008-09-24",2.91
"437","2008-09-25",3.13
"438","2008-09-26",3.26
"439","2008-09-29",2.8
"440","2008-09-30",3.05
"441","2008-10-01",2.92
"442","2008-10-02",2.89
"443","2008-10-03",2.85
"444","2008-10-06",2.11
"445","2008-10-07",2.12
"446","2008-10-08",2.01
"447","2008-10-09",1.9
"448","2008-10-10",1.8
"449","2008-10-13",1.93
"450","2008-10-14",1.92
"451","2008-10-15",1.74
"452","2008-10-16",2.05
"453","2008-10-17",1.98
"454","2008-10-20",1.95
"455","2008-10-21",1.94
"456","2008-10-22",1.9
"457","2008-10-23",1.86
"458","2008-10-24",1.85
"459","2008-10-27",1.79
"460","2008-10-28",1.84
"461","2008-10-29",1.76
"462","2008-10-30",1.79
"463","2008-10-31",1.75
"464","2008-11-03",1.66
"465","2008-11-04",1.99
"466","2008-11-05",1.9
"467","2008-11-06",1.83
"468","2008-11-07",1.84
"469","2008-11-10",1.8
"470","2008-11-11",1.73
"471","2008-11-12",1.67
"472","2008-11-13",1.56
"473","2008-11-14",1.66
"474","2008-11-17",1.64
"475","2008-11-18",1.55
"476","2008-11-19",1.78
"477","2008-11-20",1.59
"478","2008-11-21",1.52
"479","2008-11-24",1.48
"480","2008-11-25",1.48
"481","2008-11-26",1.8
"482","2008-11-28",1.52
"483","2008-12-01",1.42
"484","2008-12-02",1.43
"485","2008-12-03",1.4
"486","2008-12-04",1.44
"487","2008-12-05",1.4
"488","2008-12-08",1.45
"489","2008-12-09",1.49
"490","2008-12-10",1.52
"491","2008-12-11",1.53
"492","2008-12-12",1.55
"493","2008-12-15",1.63
"494","2008-12-16",1.6
"495","2008-12-17",1.42
"496","2008-12-18",1.44
"497","2008-12-19",1.41
"498","2008-12-22",1.4
"499","2008-12-23",1.47
"500","2008-12-24",1.51
"501","2008-12-26",1.46
"502","2008-12-29",1.39
"503","2008-12-30",1.4
"504","2008-12-31",1.4
"505","2009-01-02",1.57
"506","2009-01-05",1.5
"507","2009-01-06",1.41
"508","2009-01-07",1.6
"509","2009-01-08",1.6
"510","2009-01-09",1.44
"511","2009-01-12",1.44
"512","2009-01-13",1.44
"513","2009-01-14",1.44
"514","2009-01-15",1.6
"515","2009-01-16",1.45
"516","2009-01-20",1.41
"517","2009-01-21",1.58
"518","2009-01-22",1.51
"519","2009-01-23",1.49
"520","2009-01-26",1.45
"521","2009-01-27",1.45
"522","2009-01-28",1.5
"523","2009-01-29",1.4
"524","2009-01-30",1.52
"525","2009-02-02",1.44
"526","2009-02-03",1.45
"527","2009-02-04",1.44
"528","2009-02-05",1.55
"529","2009-02-06",1.56
"530","2009-02-09",1.44
"531","2009-02-10",1.44
"532","2009-02-11",1.43
"533","2009-02-12",1.41
"534","2009-02-13",1.43
"535","2009-02-17",1.43
"536","2009-02-18",1.45
"537","2009-02-19",1.45
"538","2009-02-20",1.45
"539","2009-02-23",1.45
"540","2009-02-24",1.58
"541","2009-02-25",1.63
"542","2009-02-26",1.56
"543","2009-02-27",1.44
"544","2009-03-02",1.3
"545","2009-03-03",1.13
"546","2009-03-04",0.9
"547","2009-03-05",1.03
"548","2009-03-06",0.86
"549","2009-03-09",0.9
"550","2009-03-10",0.89
"551","2009-03-11",0.95
"552","2009-03-12",0.96
"553","2009-03-13",1
"554","2009-03-16",0.99
"555","2009-03-17",1
"556","2009-03-18",1.02
"557","2009-03-19",1.08
"558","2009-03-20",1.03
"559","2009-03-23",1.07
"560","2009-03-24",1.08
"561","2009-03-25",1.2
"562","2009-03-26",1.25
"563","2009-03-27",1.25
"564","2009-03-30",1.22
"565","2009-03-31",1.25
"566","2009-04-01",1.26
"567","2009-04-02",1.35
"568","2009-04-03",1.35
"569","2009-04-06",1.39
"570","2009-04-07",1.4
"571","2009-04-08",1.35
"572","2009-04-09",1.54
"573","2009-04-13",1.46
"574","2009-04-14",1.46
"575","2009-04-15",1.5
"576","2009-04-16",1.53
"577","2009-04-17",1.55
"578","2009-04-20",1.4
"579","2009-04-21",1.41
"580","2009-04-22",1.41
"581","2009-04-23",1.41
"582","2009-04-24",1.49
"583","2009-04-27",1.45
"584","2009-04-28",1.45
"585","2009-04-29",1.5
"586","2009-04-30",1.5
"587","2009-05-01",1.5
"588","2009-05-04",1.5
"589","2009-05-05",1.6
"590","2009-05-06",1.6
"591","2009-05-07",1.6
"592","2009-05-08",1.7
"593","2009-05-11",1.72
"594","2009-05-12",1.76
"595","2009-05-13",1.78
"596","2009-05-14",1.82
"597","2009-05-15",1.71
"598","2009-05-18",1.9
"599","2009-05-19",1.9
"600","2009-05-20",1.9
"601","2009-05-21",2
"602","2009-05-22",2
"603","2009-05-26",2.07
"604","2009-05-27",2.01
"605","2009-05-28",2.1
"606","2009-05-29",2.13
"607","2009-06-01",2.15
"608","2009-06-02",2.25
"609","2009-06-03",2.19
"610","2009-06-04",2.2
"611","2009-06-05",2.19
"612","2009-06-08",2.17
"613","2009-06-09",2.14
"614","2009-06-10",2.25
"615","2009-06-11",2.25
"616","2009-06-12",2.25
"617","2009-06-15",2.29
"618","2009-06-16",2.25
"619","2009-06-17",2
"620","2009-06-18",2.02
"621","2009-06-19",2.01
"622","2009-06-22",2
"623","2009-06-23",2.06
"624","2009-06-24",2.1
"625","2009-06-25",2.2
"626","2009-06-26",2.2
"627","2009-06-29",2.25
"628","2009-06-30",2.25
"629","2009-07-01",2.25
"630","2009-07-02",2.25
"631","2009-07-06",2.22
"632","2009-07-07",2.3
"633","2009-07-08",2.45
"634","2009-07-09",2.3
"635","2009-07-10",2.27
"636","2009-07-13",2.3
"637","2009-07-14",2.4
"638","2009-07-15",2.51
"639","2009-07-16",2.6
"640","2009-07-17",2.75
"641","2009-07-20",2.89
"642","2009-07-21",2.67
"643","2009-07-22",2.8
"644","2009-07-23",3.02
"645","2009-07-24",3.04
"646","2009-07-27",3.25
"647","2009-07-28",3.25
"648","2009-07-29",3.27
"649","2009-07-30",3.2
"650","2009-07-31",3.14
"651","2009-08-03",3.14
"652","2009-08-04",3.17
"653","2009-08-05",3.19
"654","2009-08-06",3.2
"655","2009-08-07",3.52
"656","2009-08-10",3.32
"657","2009-08-11",3.32
"658","2009-08-12",3.35
"659","2009-08-13",3.33
"660","2009-08-14",3.33
"661","2009-08-17",3.33
"662","2009-08-18",3.25
"663","2009-08-19",3.28
"664","2009-08-20",3.3
"665","2009-08-21",3.47
"666","2009-08-24",3.5
"667","2009-08-25",3.55
"668","2009-08-26",3.56
"669","2009-08-27",4.18
"670","2009-08-28",4
"671","2009-08-31",3.85
"672","2009-09-01",3.9
"673","2009-09-02",3.98
"674","2009-09-03",4.1
"675","2009-09-04",4.08
"676","2009-09-08",4.33
"677","2009-09-09",4.33
"678","2009-09-10",4.29
"679","2009-09-11",4.1
"680","2009-09-14",3.97
"681","2009-09-15",4.05
"682","2009-09-16",3.97
"683","2009-09-17",4.06
"684","2009-09-18",4.1
"685","2009-09-21",4.2
"686","2009-09-22",4.25
"687","2009-09-23",4.22
"688","2009-09-24",4.19
"689","2009-09-25",4.24
"690","2009-09-28",4.35
"691","2009-09-29",4.26
"692","2009-09-30",4.5
"693","2009-10-01",4.32
"694","2009-10-02",4.36
"695","2009-10-05",4.57
"696","2009-10-06",4.8
"697","2009-10-07",5.11
"698","2009-10-08",5.5
"699","2009-10-09",5.54
"700","2009-10-12",5.44
"701","2009-10-13",5.4
"702","2009-10-14",5.47
"703","2009-10-15",5.44
"704","2009-10-16",5.42
"705","2009-10-19",5.46
"706","2009-10-20",5.48
"707","2009-10-21",5.4
"708","2009-10-22",5.3
"709","2009-10-23",5.35
"710","2009-10-26",5.48
"711","2009-10-27",5.35
"712","2009-10-28",4.82
"713","2009-10-29",4.71
"714","2009-10-30",5
"715","2009-11-02",5.12
"716","2009-11-03",5.33
"717","2009-11-04",5.38
"718","2009-11-05",5.4
"719","2009-11-06",5.54
"720","2009-11-09",5.49
"721","2009-11-10",5.4
"722","2009-11-11",5.65
"723","2009-11-12",5.67
"724","2009-11-13",5.72
"725","2009-11-16",5.75
"726","2009-11-17",6
"727","2009-11-18",6
"728","2009-11-19",5.99
"729","2009-11-20",6.08
"730","2009-11-23",6.04
"731","2009-11-24",6.05
"732","2009-11-25",6.15
"733","2009-11-27",6.03
"734","2009-11-30",5.85
"735","2009-12-01",5.49
"736","2009-12-02",5.6
"737","2009-12-03",5.6
"738","2009-12-04",5.51
"739","2009-12-07",5.22
"740","2009-12-08",4.95
"741","2009-12-09",5.12
"742","2009-12-10",5.11
"743","2009-12-11",5.11
"744","2009-12-14",5
"745","2009-12-15",5.04
"746","2009-12-16",5.05
"747","2009-12-17",5.1
"748","2009-12-18",5.27
"749","2009-12-21",5.24
"750","2009-12-22",5.24
"751","2009-12-23",5.33
"752","2009-12-24",5.54
"753","2009-12-28",5.65
"754","2009-12-29",6
"755","2009-12-30",6.14
"756","2009-12-31",6.3
"757","2010-01-04",6.4
"758","2010-01-05",6.2
"759","2010-01-06",6.06
"760","2010-01-07",6.2
"761","2010-01-08",6.3
"762","2010-01-11",6.37
"763","2010-01-12",6.5
"764","2010-01-13",6.5
"765","2010-01-14",6.59
"766","2010-01-15",6.56
"767","2010-01-19",6.87
"768","2010-01-20",7.1
"769","2010-01-21",6.95
"770","2010-01-22",6.73
"771","2010-01-25",6.79
"772","2010-01-26",6.84
"773","2010-01-27",6.58
"774","2010-01-28",6.78
"775","2010-01-29",6.16
"776","2010-02-01",6.5
"777","2010-02-02",6.68
"778","2010-02-03",6.79
"779","2010-02-04",6.67
"780","2010-02-05",6.64
"781","2010-02-08",6.66
"782","2010-02-09",6.83
"783","2010-02-10",6.85
"784","2010-02-11",6.89
"785","2010-02-12",6.92
"786","2010-02-16",6.93
"787","2010-02-17",6.96
"788","2010-02-18",6.27
"789","2010-02-19",6.26
"790","2010-02-22",6.5
"791","2010-02-23",6.33
"792","2010-02-24",5.9
"793","2010-02-25",6.8
"794","2010-02-26",6.82
"795","2010-03-01",6.9
"796","2010-03-02",7
"797","2010-03-03",6.75
"798","2010-03-04",6.56
"799","2010-03-05",6.98
"800","2010-03-08",6.69
"801","2010-03-09",7.06
"802","2010-03-10",6.96
"803","2010-03-11",6.95
"804","2010-03-12",6.07
"805","2010-03-15",6.05
"806","2010-03-16",6.06
"807","2010-03-17",6.04
"808","2010-03-18",5.88
"809","2010-03-19",5.76
"810","2010-03-22",5.8
"811","2010-03-23",5.9
"812","2010-03-24",5.83
"813","2010-03-25",5.83
"814","2010-03-26",5.83
"815","2010-03-29",5.85
"816","2010-03-30",5.86
"817","2010-03-31",5.96
"818","2010-04-01",5.9
"819","2010-04-05",5.94
"820","2010-04-06",5.91
"821","2010-04-07",5.71
"822","2010-04-08",5.83
"823","2010-04-09",5.85
"824","2010-04-12",5.87
"825","2010-04-13",5.97
"826","2010-04-14",5.95
"827","2010-04-15",6
"828","2010-04-16",6.03
"829","2010-04-19",5.97
"830","2010-04-20",5.96
"831","2010-04-21",5.92
"832","2010-04-22",5.96
"833","2010-04-23",5.84
"834","2010-04-26",5.91
"835","2010-04-27",6.03
"836","2010-04-28",5.95
"837","2010-04-29",5.98
"838","2010-04-30",6.07
"839","2010-05-03",6.03
"840","2010-05-04",5.82
"841","2010-05-05",5.82
"842","2010-05-06",5.5
"843","2010-05-07",5.42
"844","2010-05-10",5.6
"845","2010-05-11",5.72
"846","2010-05-12",5.76
"847","2010-05-13",5.88
"848","2010-05-14",5.81
"849","2010-05-17",5.91
"850","2010-05-18",5.91
"851","2010-05-19",5.89
"852","2010-05-20",5.63
"853","2010-05-21",5.74
"854","2010-05-24",5.81
"855","2010-05-25",5.93
"856","2010-05-26",5.87
"857","2010-05-27",5.88
"858","2010-05-28",5.88
"859","2010-06-01",5.84
"860","2010-06-02",5.82
"861","2010-06-03",5.83
"862","2010-06-04",5.71
"863","2010-06-07",5.72
"864","2010-06-08",5.8
"865","2010-06-09",5.82
"866","2010-06-10",5.78
"867","2010-06-11",5.76
"868","2010-06-14",5.86
"869","2010-06-15",5.88
"870","2010-06-16",5.8
"871","2010-06-17",5.78
"872","2010-06-18",5.71
"873","2010-06-21",5.74
"874","2010-06-22",5.83
"875","2010-06-23",5.87
"876","2010-06-24",5.82
"877","2010-06-25",5.63
"878","2010-06-28",5.73
"879","2010-06-29",5.66
"880","2010-06-30",5.84
"881","2010-07-01",5.8
"882","2010-07-02",5.71
"883","2010-07-06",5.6
"884","2010-07-07",5.68
"885","2010-07-08",5.74
"886","2010-07-09",5.77
"887","2010-07-12",5.8
"888","2010-07-13",5.68
"889","2010-07-14",5.71
"890","2010-07-15",5.69
"891","2010-07-16",5.79
"892","2010-07-19",5.66
"893","2010-07-20",5.79
"894","2010-07-21",5.79
"895","2010-07-22",5.92
"896","2010-07-23",5.9
"897","2010-07-26",5.92
"898","2010-07-27",5.75
"899","2010-07-28",5.8
"900","2010-07-29",5.79
"901","2010-07-30",5.83
"902","2010-08-02",6.01
"903","2010-08-03",5.98
"904","2010-08-04",5.9
"905","2010-08-05",5.87
"906","2010-08-06",5.95
"907","2010-08-09",5.71
"908","2010-08-10",5.99
"909","2010-08-11",5.98
"910","2010-08-12",6.1
"911","2010-08-13",5.99
"912","2010-08-16",6.2
"913","2010-08-17",6.25
"914","2010-08-18",6.35
"915","2010-08-19",6.24
"916","2010-08-20",6.25
"917","2010-08-23",6.22
"918","2010-08-24",6.14
"919","2010-08-25",6.26
"920","2010-08-26",6.11
"921","2010-08-27",6.19
"922","2010-08-30",6.02
"923","2010-08-31",5.81
"924","2010-09-01",5.76
"925","2010-09-02",6.03
"926","2010-09-03",6.14
"927","2010-09-07",6.11
"928","2010-09-08",6.2
"929","2010-09-09",6.2
"930","2010-09-10",6.18
"931","2010-09-13",6.2
"932","2010-09-14",6.28
"933","2010-09-15",6.25
"934","2010-09-16",6.27
"935","2010-09-17",6.25
"936","2010-09-20",6.16
"937","2010-09-21",6.2
"938","2010-09-22",6.19
"939","2010-09-23",6.25
"940","2010-09-24",6.25
"941","2010-09-27",6.47
"942","2010-09-28",6.42
"943","2010-09-29",6.46
"944","2010-09-30",6.4
"945","2010-10-01",6.48
"946","2010-10-04",6.42
"947","2010-10-05",6.37
"948","2010-10-06",6.39
"949","2010-10-07",6.3
"950","2010-10-08",6.44
"951","2010-10-11",6.44
"952","2010-10-12",6.46
"953","2010-10-13",6.5
"954","2010-10-14",6.58
"955","2010-10-15",6.51
"956","2010-10-18",6.55
"957","2010-10-19",6.48
"958","2010-10-20",6.45
"959","2010-10-21",6.6
"960","2010-10-22",6.65
"961","2010-10-25",6.65
"962","2010-10-26",6.62
"963","2010-10-27",6.59
"964","2010-10-28",6.59
"965","2010-10-29",6.51
"966","2010-11-01",6.64
"967","2010-11-02",6.76
"968","2010-11-03",6.72
"969","2010-11-04",6.69
"970","2010-11-05",6.7
"971","2010-11-08",6.71
"972","2010-11-09",6.63
"973","2010-11-10",6.66
"974","2010-11-11",6.63
"975","2010-11-12",6.65
"976","2010-11-15",6.71
"977","2010-11-16",6.83
"978","2010-11-17",6.7
"979","2010-11-18",6.73
"980","2010-11-19",6.73
"981","2010-11-22",6.66
"982","2010-11-23",6.66
"983","2010-11-24",6.8
"984","2010-11-26",6.8
"985","2010-11-29",6.8
"986","2010-11-30",6.95
"987","2010-12-01",6.9
"988","2010-12-02",6.81
"989","2010-12-03",6.73
"990","2010-12-06",6.75
"991","2010-12-07",6.71
"992","2010-12-08",6.69
"993","2010-12-09",6.65
"994","2010-12-10",6.62
"995","2010-12-13",6.4
"996","2010-12-14",6.4
"997","2010-12-15",6.45
"998","2010-12-16",6.45
"999","2010-12-17",6.38
"1000","2010-12-20",6.34
"1001","2010-12-21",6.28
"1002","2010-12-22",6.3
