"","date","FCAU"
"1","2010-06-09",2.883816
"2","2010-06-10",2.883816
"3","2010-06-11",2.883816
"4","2010-06-14",2.883816
"5","2010-06-15",2.883816
"6","2010-06-16",2.883816
"7","2010-06-17",3.226447
"8","2010-06-18",3.226447
"9","2010-06-21",3.226447
"10","2010-06-22",3.226447
"11","2010-06-23",3.226447
"12","2010-06-24",3.226447
"13","2010-06-25",3.226447
"14","2010-06-28",3.226447
"15","2010-06-29",3.226447
"16","2010-06-30",3.226447
"17","2010-07-01",3.226447
"18","2010-07-02",3.226447
"19","2010-07-06",3.226447
"20","2010-07-07",3.226447
"21","2010-07-08",3.226447
"22","2010-07-09",3.226447
"23","2010-07-12",3.226447
"24","2010-07-13",3.226447
"25","2010-07-14",3.226447
"26","2010-07-15",3.226447
"27","2010-07-16",3.226447
"28","2010-07-19",3.226447
"29","2010-07-20",3.226447
"30","2010-07-21",3.226447
"31","2010-07-22",3.226447
"32","2010-07-23",3.226447
"33","2010-07-26",3.226447
"34","2010-07-27",3.226447
"35","2010-07-28",3.226447
"36","2010-07-29",3.226447
"37","2010-07-30",3.226447
"38","2010-08-02",3.226447
"39","2010-08-03",3.226447
"40","2010-08-04",3.226447
"41","2010-08-05",3.226447
"42","2010-08-06",3.226447
"43","2010-08-09",3.754671
"44","2010-08-10",3.754671
"45","2010-08-11",3.754671
"46","2010-08-12",3.754671
"47","2010-08-13",3.754671
"48","2010-08-16",3.754671
"49","2010-08-17",3.594776
"50","2010-08-18",3.583355
"51","2010-08-19",3.583355
"52","2010-08-20",3.583355
"53","2010-08-23",3.583355
"54","2010-08-24",3.583355
"55","2010-08-25",3.583355
"56","2010-08-26",3.583355
"57","2010-08-27",3.426316
"58","2010-08-30",3.426316
"59","2010-08-31",3.426316
"60","2010-09-01",3.426316
"61","2010-09-02",3.426316
"62","2010-09-03",3.426316
"63","2010-09-07",3.426316
"64","2010-09-08",3.426316
"65","2010-09-09",3.426316
"66","2010-09-10",3.426316
"67","2010-09-13",3.426316
"68","2010-09-14",3.426316
"69","2010-09-15",3.426316
"70","2010-09-16",3.426316
"71","2010-09-17",3.426316
"72","2010-09-20",4.031631
"73","2010-09-21",4.031631
"74","2010-09-22",4.031631
"75","2010-09-23",4.031631
"76","2010-09-24",4.031631
"77","2010-09-27",4.031631
"78","2010-09-28",4.031631
"79","2010-09-29",4.031631
"80","2010-09-30",4.031631
"81","2010-10-01",4.031631
"82","2010-10-04",4.031631
"83","2010-10-05",4.031631
"84","2010-10-06",4.031631
"85","2010-10-07",4.031631
"86","2010-10-08",4.439934
"87","2010-10-11",4.439934
"88","2010-10-12",4.622671
"89","2010-10-13",4.622671
"90","2010-10-14",4.622671
"91","2010-10-15",4.622671
"92","2010-10-18",4.622671
"93","2010-10-19",4.622671
"94","2010-10-20",4.622671
"95","2010-10-21",4.885355
"96","2010-10-22",4.885355
"97","2010-10-25",4.885355
"98","2010-10-26",4.885355
"99","2010-10-27",4.885355
"100","2010-10-28",4.885355
"101","2010-10-29",4.885355
"102","2010-11-01",4.885355
"103","2010-11-02",4.885355
"104","2010-11-03",4.885355
"105","2010-11-04",4.885355
"106","2010-11-05",4.885355
"107","2010-11-08",4.885355
"108","2010-11-09",5.239408
"109","2010-11-10",5.188013
"110","2010-11-11",5.188013
"111","2010-11-12",5.188013
"112","2010-11-15",5.219421
"113","2010-11-16",5.025263
"114","2010-11-17",5.025263
"115","2010-11-18",5.025263
"116","2010-11-19",5.025263
"117","2010-11-22",5.267961
"118","2010-11-23",5.159461
"119","2010-11-24",5.159461
"120","2010-11-26",5.159461
"121","2010-11-29",5.159461
"122","2010-11-30",5.159461
"123","2010-12-01",5.159461
"124","2010-12-02",5.159461
"125","2010-12-03",5.159461
"126","2010-12-06",5.159461
"127","2010-12-07",5.159461
"128","2010-12-08",5.567763
"129","2010-12-09",5.567763
"130","2010-12-10",5.567763
"131","2010-12-13",5.53921
"132","2010-12-14",5.542066
"133","2010-12-15",5.542066
"134","2010-12-16",5.542066
"135","2010-12-17",5.542066
"136","2010-12-20",5.456408
"137","2010-12-21",5.653421
"138","2010-12-22",5.653421
"139","2010-12-23",5.653421
"140","2010-12-27",5.653421
"141","2010-12-28",5.753355
"142","2010-12-29",5.753355
"143","2010-12-30",5.753355
"144","2010-12-31",5.85329
"145","2011-01-03",6.217105
"146","2011-01-04",6.611842
"147","2011-01-05",6.644737
"148","2011-01-06",6.414474
"149","2011-01-07",6.401316
"150","2011-01-10",6.480263
"151","2011-01-11",6.710526
"152","2011-01-12",6.796052
"153","2011-01-13",6.881579
"154","2011-01-14",7.072369
"155","2011-01-18",7.006579
"156","2011-01-19",6.796052
"157","2011-01-20",6.467105
"158","2011-01-21",6.467105
"159","2011-01-24",6.328948
"160","2011-01-25",6.460526
"161","2011-01-26",6.460526
"162","2011-01-27",6.677631
"163","2011-01-28",6.677631
"164","2011-01-31",6.43421
"165","2011-02-01",6.697369
"166","2011-02-02",6.480263
"167","2011-02-03",6.447369
"168","2011-02-04",6.256579
"169","2011-02-07",6.256579
"170","2011-02-08",6.256579
"171","2011-02-09",6.256579
"172","2011-02-10",6.381579
"173","2011-02-11",6.381579
"174","2011-02-14",6.25
"175","2011-02-15",6.25
"176","2011-02-16",6.328948
"177","2011-02-17",6.480263
"178","2011-02-18",6.480263
"179","2011-02-22",6.25
"180","2011-02-23",6.098684
"181","2011-02-24",6.098684
"182","2011-02-25",6.098684
"183","2011-02-28",6.18421
"184","2011-03-01",6.18421
"185","2011-03-02",5.93421
"186","2011-03-03",5.947369
"187","2011-03-04",5.947369
"188","2011-03-07",5.947369
"189","2011-03-08",5.947369
"190","2011-03-09",5.947369
"191","2011-03-10",5.947369
"192","2011-03-11",5.875
"193","2011-03-14",5.875
"194","2011-03-15",5.342105
"195","2011-03-16",5.513158
"196","2011-03-17",5.513158
"197","2011-03-18",5.513158
"198","2011-03-21",5.572369
"199","2011-03-22",5.572369
"200","2011-03-23",5.572369
"201","2011-03-24",5.572369
"202","2011-03-25",5.572369
"203","2011-03-28",5.572369
"204","2011-03-29",5.986842
"205","2011-03-30",5.986842
"206","2011-03-31",5.986842
"207","2011-04-01",5.986842
"208","2011-04-04",5.986842
"209","2011-04-05",5.986842
"210","2011-04-06",5.986842
"211","2011-04-07",5.986842
"212","2011-04-08",5.986842
"213","2011-04-11",6.118421
"214","2011-04-12",6.118421
"215","2011-04-13",6.118421
"216","2011-04-14",6.118421
"217","2011-04-15",6.18421
"218","2011-04-18",5.802631
"219","2011-04-19",5.802631
"220","2011-04-20",5.802631
"221","2011-04-21",5.802631
"222","2011-04-25",6.644737
"223","2011-04-26",6.644737
"224","2011-04-27",6.644737
"225","2011-04-28",7.105263
"226","2011-04-29",7.105263
"227","2011-05-02",7.236842
"228","2011-05-03",7.236842
"229","2011-05-04",6.94079
"230","2011-05-05",6.94079
"231","2011-05-06",6.94079
"232","2011-05-09",6.94079
"233","2011-05-10",6.94079
"234","2011-05-11",6.927631
"235","2011-05-12",6.578948
"236","2011-05-13",6.644737
"237","2011-05-16",6.644737
"238","2011-05-17",6.381579
"239","2011-05-18",6.381579
"240","2011-05-19",6.381579
"241","2011-05-20",6.546052
"242","2011-05-23",6.25
"243","2011-05-24",6.25
"244","2011-05-25",6.513158
"245","2011-05-26",6.513158
"246","2011-05-27",6.842105
"247","2011-05-31",7.151316
"248","2011-06-01",6.973684
"249","2011-06-02",6.973684
"250","2011-06-03",7.177631
"251","2011-06-06",7.177631
"252","2011-06-07",7.105263
"253","2011-06-08",7.105263
"254","2011-06-09",7.105263
"255","2011-06-10",7.105263
"256","2011-06-13",7.105263
"257","2011-06-14",7.105263
"258","2011-06-15",7.105263
"259","2011-06-16",7.105263
"260","2011-06-17",7.105263
"261","2011-06-20",6.447369
"262","2011-06-21",6.447369
"263","2011-06-22",6.842105
"264","2011-06-23",6.842105
"265","2011-06-24",6.546052
"266","2011-06-27",6.546052
"267","2011-06-28",6.546052
"268","2011-06-29",6.546052
"269","2011-06-30",6.546052
"270","2011-07-01",7.118421
"271","2011-07-05",7.401316
"272","2011-07-06",7.105263
"273","2011-07-07",7.105263
"274","2011-07-08",7.105263
"275","2011-07-11",6.342105
"276","2011-07-12",6.447369
"277","2011-07-13",6.447369
"278","2011-07-14",6.447369
"279","2011-07-15",6.447369
"280","2011-07-18",6.414474
"281","2011-07-19",6.414474
"282","2011-07-20",6.414474
"283","2011-07-21",6.414474
"284","2011-07-22",6.953948
"285","2011-07-25",6.953948
"286","2011-07-26",6.888158
"287","2011-07-27",6.888158
"288","2011-07-28",6.888158
"289","2011-07-29",6.888158
"290","2011-08-01",6.888158
"291","2011-08-02",5.861842
"292","2011-08-03",5.55921
"293","2011-08-04",5.55921
"294","2011-08-05",5.394737
"295","2011-08-08",4.789474
"296","2011-08-09",4.901316
"297","2011-08-10",4.473684
"298","2011-08-11",4.473684
"299","2011-08-12",4.473684
"300","2011-08-15",4.473684
"301","2011-08-16",4.473684
"302","2011-08-17",4.473684
"303","2011-08-18",4.125
"304","2011-08-19",4.013158
"305","2011-08-22",3.927632
"306","2011-08-23",3.763158
"307","2011-08-24",3.763158
"308","2011-08-25",3.763158
"309","2011-08-26",3.763158
"310","2011-08-29",4.013158
"311","2011-08-30",3.934211
"312","2011-08-31",4.111842
"313","2011-09-01",4.046052
"314","2011-09-02",3.75
"315","2011-09-06",3.75
"316","2011-09-07",3.717105
"317","2011-09-08",3.717105
"318","2011-09-09",3.717105
"319","2011-09-12",3.322368
"320","2011-09-13",3.322368
"321","2011-09-14",3.322368
"322","2011-09-15",3.736842
"323","2011-09-16",3.736842
"324","2011-09-19",3.671053
"325","2011-09-20",3.947368
"326","2011-09-21",3.736842
"327","2011-09-22",3.736842
"328","2011-09-23",3.736842
"329","2011-09-26",3.736842
"330","2011-09-27",3.717105
"331","2011-09-28",3.75
"332","2011-09-29",3.815789
"333","2011-09-30",3.625
"334","2011-10-03",3.625
"335","2011-10-04",3.125
"336","2011-10-05",3.125
"337","2011-10-06",3.125
"338","2011-10-07",3.684211
"339","2011-10-10",3.684211
"340","2011-10-11",3.947368
"341","2011-10-12",4.342105
"342","2011-10-13",4.342105
"343","2011-10-14",4.506579
"344","2011-10-17",4.421052
"345","2011-10-18",4.236842
"346","2011-10-19",4.236842
"347","2011-10-20",4.223684
"348","2011-10-21",4.223684
"349","2011-10-24",4.223684
"350","2011-10-25",4.407895
"351","2011-10-26",4.407895
"352","2011-10-27",4.703948
"353","2011-10-28",4.605263
"354","2011-10-31",4.605263
"355","2011-11-01",4.605263
"356","2011-11-02",4.605263
"357","2011-11-03",4.605263
"358","2011-11-04",4.605263
"359","2011-11-07",3.881579
"360","2011-11-08",3.947368
"361","2011-11-09",3.723684
"362","2011-11-10",3.723684
"363","2011-11-11",3.723684
"364","2011-11-14",3.717105
"365","2011-11-15",3.565789
"366","2011-11-16",3.565789
"367","2011-11-17",3.565789
"368","2011-11-18",3.453947
"369","2011-11-21",3.276316
"370","2011-11-22",3.276316
"371","2011-11-23",2.960526
"372","2011-11-25",2.960526
"373","2011-11-28",2.960526
"374","2011-11-29",2.960526
"375","2011-11-30",2.960526
"376","2011-12-01",3.368421
"377","2011-12-02",3.375
"378","2011-12-05",3.453947
"379","2011-12-06",3.453947
"380","2011-12-07",3.381579
"381","2011-12-08",3.282895
"382","2011-12-09",3.282895
"383","2011-12-12",3.282895
"384","2011-12-13",3.282895
"385","2011-12-14",3.282895
"386","2011-12-15",3.282895
"387","2011-12-16",3.282895
"388","2011-12-19",2.960526
"389","2011-12-20",2.986842
"390","2011-12-21",3.046053
"391","2011-12-22",3.046053
"392","2011-12-23",3.092105
"393","2011-12-27",3.026316
"394","2011-12-28",3.059211
"395","2011-12-29",2.967105
"396","2011-12-30",2.967105
"397","2012-01-03",2.967105
"398","2012-01-04",3.157895
"399","2012-01-05",3.157895
"400","2012-01-06",3.157895
"401","2012-01-09",3.184211
"402","2012-01-10",3.184211
"403","2012-01-11",3.263158
"404","2012-01-12",3.236842
"405","2012-01-13",3.223684
"406","2012-01-17",3.223684
"407","2012-01-18",3.223684
"408","2012-01-19",3.618421
"409","2012-01-20",3.618421
"410","2012-01-23",3.927632
"411","2012-01-24",3.927632
"412","2012-01-25",3.927632
"413","2012-01-26",4.092105
"414","2012-01-27",3.901316
"415","2012-01-30",3.815789
"416","2012-01-31",3.815789
"417","2012-02-01",4.269737
"418","2012-02-02",4.269737
"419","2012-02-03",4.078948
"420","2012-02-06",3.953947
"421","2012-02-07",4.092105
"422","2012-02-08",4.111842
"423","2012-02-09",4.111842
"424","2012-02-10",4.05921
"425","2012-02-13",4.05921
"426","2012-02-14",3.947368
"427","2012-02-15",3.993421
"428","2012-02-16",3.842105
"429","2012-02-17",4.131579
"430","2012-02-21",4.131579
"431","2012-02-22",4.131579
"432","2012-02-23",4
"433","2012-02-24",4
"434","2012-02-27",3.907895
"435","2012-02-28",3.907895
"436","2012-02-29",3.848684
"437","2012-03-01",3.848684
"438","2012-03-02",3.848684
"439","2012-03-05",4.078948
"440","2012-03-06",3.822368
"441","2012-03-07",3.822368
"442","2012-03-08",4.078948
"443","2012-03-09",3.947368
"444","2012-03-12",4.006579
"445","2012-03-13",4.006579
"446","2012-03-14",4.006579
"447","2012-03-15",4.006579
"448","2012-03-16",4.006579
"449","2012-03-19",4.006579
"450","2012-03-20",4.013158
"451","2012-03-21",4.013158
"452","2012-03-22",3.848684
"453","2012-03-23",3.848684
"454","2012-03-26",4.013158
"455","2012-03-27",4.098684
"456","2012-03-28",4.098684
"457","2012-03-29",4.098684
"458","2012-03-30",3.940789
"459","2012-04-02",3.717105
"460","2012-04-03",3.796053
"461","2012-04-04",3.625
"462","2012-04-05",3.434211
"463","2012-04-09",3.598684
"464","2012-04-10",3.598684
"465","2012-04-11",3.565789
"466","2012-04-12",3.559211
"467","2012-04-13",3.467105
"468","2012-04-16",3.5
"469","2012-04-17",3.5
"470","2012-04-18",3.493421
"471","2012-04-19",3.493421
"472","2012-04-20",3.493421
