"","date","CNC"
"200","2007-10-17",5.5175
"201","2007-10-18",5.5
"202","2007-10-19",5.6425
"203","2007-10-22",5.8875
"204","2007-10-23",6.3425
"205","2007-10-24",5.965
"206","2007-10-25",6.07
"207","2007-10-26",6.11
"208","2007-10-29",5.7825
"209","2007-10-30",5.8075
"210","2007-10-31",5.8325
"211","2007-11-01",5.5625
"212","2007-11-02",5.5825
"213","2007-11-05",5.595
"214","2007-11-06",5.545
"215","2007-11-07",5.5325
"216","2007-11-08",5.845
"217","2007-11-09",5.6725
"218","2007-11-12",5.5575
"219","2007-11-13",5.765
"220","2007-11-14",5.875
"221","2007-11-15",5.755
"222","2007-11-16",5.7975
"223","2007-11-19",5.695
"224","2007-11-20",5.705
"225","2007-11-21",5.765
"226","2007-11-23",5.8525
"227","2007-11-26",5.85
"228","2007-11-27",6.0025
"229","2007-11-28",6.1725
"230","2007-11-29",6.2325
"231","2007-11-30",6.25
"232","2007-12-03",6.25
"233","2007-12-04",6.32
"234","2007-12-05",6.51
"235","2007-12-06",6.4675
"236","2007-12-07",6.3575
"237","2007-12-10",6.4375
"238","2007-12-11",6.1975
"239","2007-12-12",6.3075
"240","2007-12-13",6.2
"241","2007-12-14",6.4125
"242","2007-12-17",6.4475
"243","2007-12-18",6.6425
"244","2007-12-19",6.54
"245","2007-12-20",6.56
"246","2007-12-21",6.5975
"247","2007-12-24",6.7
"248","2007-12-26",6.7675
"249","2007-12-27",6.8375
"250","2007-12-28",6.89
"251","2007-12-31",6.86
"252","2008-01-02",6.895
"253","2008-01-03",6.845
"254","2008-01-04",6.8625
"255","2008-01-07",6.985
"256","2008-01-08",7.1
"257","2008-01-09",6.8325
"258","2008-01-10",6.84
"259","2008-01-11",6.6925
"260","2008-01-14",6.775
"261","2008-01-15",6.6825
"262","2008-01-16",6.9275
"263","2008-01-17",6.76
"264","2008-01-18",6.5925
"265","2008-01-22",6.4975
"266","2008-01-23",6.37
"267","2008-01-24",6.32
"268","2008-01-25",6.0125
"269","2008-01-28",6.2175
"270","2008-01-29",6.07
"271","2008-01-30",6.0275
"272","2008-01-31",5.985
"273","2008-02-01",6.1625
"274","2008-02-04",6.1925
"275","2008-02-05",6.0375
"276","2008-02-06",6.1275
"277","2008-02-07",6.1675
"278","2008-02-08",5.355
"279","2008-02-11",4.7925
"280","2008-02-12",4.84
"281","2008-02-13",4.7625
"282","2008-02-14",4.7125
"283","2008-02-15",4.8725
"284","2008-02-19",4.68
"285","2008-02-20",4.8125
"286","2008-02-21",4.705
"287","2008-02-22",4.675
"288","2008-02-25",4.7225
"289","2008-02-26",4.845
"290","2008-02-27",4.86
"291","2008-02-28",4.695
"292","2008-02-29",4.48
"293","2008-03-03",4.58
"294","2008-03-04",4.6075
"295","2008-03-05",4.4275
"296","2008-03-06",4.39
"297","2008-03-07",4.5
"298","2008-03-10",4.31
"299","2008-03-11",3.855
"300","2008-03-12",4.2025
"301","2008-03-13",4.445
"302","2008-03-14",4.325
"303","2008-03-17",4.3775
"304","2008-03-18",4.4575
"305","2008-03-19",3.465
"306","2008-03-20",3.725
"307","2008-03-24",3.6775
"308","2008-03-25",3.7075
"309","2008-03-26",3.6425
"310","2008-03-27",3.645
"311","2008-03-28",3.5325
"312","2008-03-31",3.485
"313","2008-04-01",3.6275
"314","2008-04-02",3.51
"315","2008-04-03",3.5525
"316","2008-04-04",3.565
"317","2008-04-07",3.525
"318","2008-04-08",3.5825
"319","2008-04-09",3.4825
"320","2008-04-10",3.425
"321","2008-04-11",3.3975
"322","2008-04-14",3.325
"323","2008-04-15",3.4225
"324","2008-04-16",3.38
"325","2008-04-17",3.36
"326","2008-04-18",3.4225
"327","2008-04-21",3.4875
"328","2008-04-22",3.805
"329","2008-04-23",3.9725
"330","2008-04-24",4.0225
"331","2008-04-25",4.21
"332","2008-04-28",4.3825
"333","2008-04-29",4.61
"334","2008-04-30",4.5925
"335","2008-05-01",4.6625
"336","2008-05-02",4.5475
"337","2008-05-05",4.5825
"338","2008-05-06",4.625
"339","2008-05-07",4.765
"340","2008-05-08",4.795
"341","2008-05-09",4.7925
"342","2008-05-12",4.8275
"343","2008-05-13",4.7725
"344","2008-05-14",4.8625
"345","2008-05-15",4.835
"346","2008-05-16",4.8175
"347","2008-05-19",4.8175
"348","2008-05-20",4.795
"349","2008-05-21",5.085
"350","2008-05-22",5.055
"351","2008-05-23",4.95
"352","2008-05-27",5.1125
"353","2008-05-28",5.145
"354","2008-05-29",5.12
"355","2008-05-30",5.2775
"356","2008-06-02",5.0025
"357","2008-06-03",5.07
"358","2008-06-04",5.06
"359","2008-06-05",5.3475
"360","2008-06-06",5.075
"361","2008-06-09",5.1
"362","2008-06-10",4.985
"363","2008-06-11",4.7925
"364","2008-06-12",4.81
"365","2008-06-13",4.87
"366","2008-06-16",4.885
"367","2008-06-17",4.7725
"368","2008-06-18",4.7725
"369","2008-06-19",4.5525
"370","2008-06-20",4.5075
"371","2008-06-23",4.3675
"372","2008-06-24",4.2875
"373","2008-06-25",4.4275
"374","2008-06-26",4.3575
"375","2008-06-27",4.345
"376","2008-06-30",4.1975
"377","2008-07-01",4.19
"378","2008-07-02",4.375
"379","2008-07-03",4.345
"380","2008-07-07",4.3475
"381","2008-07-08",4.455
"382","2008-07-09",4.3575
"383","2008-07-10",4.395
"384","2008-07-11",4.395
"385","2008-07-14",4.3825
"386","2008-07-15",4.3875
"387","2008-07-16",4.4025
"388","2008-07-17",4.44
"389","2008-07-18",4.3125
"390","2008-07-21",4.2425
"391","2008-07-22",4.98
"392","2008-07-23",5.4025
"393","2008-07-24",5.4625
"394","2008-07-25",5.4325
"395","2008-07-28",5.44
"396","2008-07-29",5.725
"397","2008-07-30",5.705
"398","2008-07-31",5.5775
"399","2008-08-01",5.6875
"400","2008-08-04",5.665
"401","2008-08-05",5.885
"402","2008-08-06",5.7775
"403","2008-08-07",5.6225
"404","2008-08-08",5.725
"405","2008-08-11",5.79
"406","2008-08-12",5.8075
"407","2008-08-13",5.875
"408","2008-08-14",5.8775
"409","2008-08-15",5.8025
"410","2008-08-18",5.57
"411","2008-08-19",5.485
"412","2008-08-20",5.45
"413","2008-08-21",5.66
"414","2008-08-22",5.945
"415","2008-08-25",5.795
"416","2008-08-26",5.845
"417","2008-08-27",5.9125
"418","2008-08-28",5.7525
"419","2008-08-29",5.645
"420","2008-09-02",5.7475
"421","2008-09-03",5.7175
"422","2008-09-04",5.7475
"423","2008-09-05",5.6225
"424","2008-09-08",5.86
"425","2008-09-09",5.77
"426","2008-09-10",5.975
"427","2008-09-11",5.9975
"428","2008-09-12",6.0725
"429","2008-09-15",5.85
"430","2008-09-16",5.6875
"431","2008-09-17",5.1675
"432","2008-09-18",5.1525
"433","2008-09-19",5.875
"434","2008-09-22",5.6975
"435","2008-09-23",5.555
"436","2008-09-24",5.5525
"437","2008-09-25",5.6
"438","2008-09-26",5.63
"439","2008-09-29",5.39
"440","2008-09-30",5.1275
"441","2008-10-01",5.2125
"442","2008-10-02",4.98
"443","2008-10-03",5.32
"444","2008-10-06",5.075
"445","2008-10-07",4.99
"446","2008-10-08",4.8225
"447","2008-10-09",4.6225
"448","2008-10-10",4.8725
"449","2008-10-13",5.0625
"450","2008-10-14",5.18
"451","2008-10-15",4.775
"452","2008-10-16",5.135
"453","2008-10-17",5.045
"454","2008-10-20",5
"455","2008-10-21",4.875
"456","2008-10-22",4.7475
"457","2008-10-23",4.4925
"458","2008-10-24",4.4
"459","2008-10-27",4.4325
"460","2008-10-28",4.815
"461","2008-10-29",4.645
"462","2008-10-30",4.6075
"463","2008-10-31",4.71
"464","2008-11-03",4.8025
"465","2008-11-04",5
"466","2008-11-05",5.125
"467","2008-11-06",4.89
"468","2008-11-07",4.8875
"469","2008-11-10",4.495
"470","2008-11-11",4.4125
"471","2008-11-12",4.28
"472","2008-11-13",4.5775
"473","2008-11-14",4.315
"474","2008-11-17",4.3
"475","2008-11-18",4.375
"476","2008-11-19",4.235
"477","2008-11-20",4.0575
"478","2008-11-21",4.2825
"479","2008-11-24",4.35
"480","2008-11-25",4.395
"481","2008-11-26",4.5675
"482","2008-11-28",4.625
"483","2008-12-01",4.09
"484","2008-12-02",4.205
"485","2008-12-03",4.3125
"486","2008-12-04",4.13
"487","2008-12-05",4.455
"488","2008-12-08",4.48
"489","2008-12-09",4.2275
"490","2008-12-10",4.255
"491","2008-12-11",4.0275
"492","2008-12-12",3.99
"493","2008-12-15",3.9425
"494","2008-12-16",4.015
"495","2008-12-17",4.235
"496","2008-12-18",4.435
"497","2008-12-19",4.82
"498","2008-12-22",4.8
"499","2008-12-23",4.85
"500","2008-12-24",4.8025
"501","2008-12-26",4.9625
"502","2008-12-29",4.89
"503","2008-12-30",5.0225
"504","2008-12-31",4.9275
"505","2009-01-02",4.8925
"506","2009-01-05",4.915
"507","2009-01-06",5.09
"508","2009-01-07",5.0875
"509","2009-01-08",5.1275
"510","2009-01-09",5.05
"511","2009-01-12",5.1325
"512","2009-01-13",4.98
"513","2009-01-14",4.7025
"514","2009-01-15",4.7325
"515","2009-01-16",4.77
"516","2009-01-20",4.51
"517","2009-01-21",4.6425
"518","2009-01-22",4.665
"519","2009-01-23",4.5575
"520","2009-01-26",4.53
"521","2009-01-27",4.5825
"522","2009-01-28",4.5675
"523","2009-01-29",4.495
"524","2009-01-30",4.4325
"525","2009-02-02",4.5525
"526","2009-02-03",4.7125
"527","2009-02-04",4.62
"528","2009-02-05",4.81
"529","2009-02-06",4.9625
"530","2009-02-09",4.8375
"531","2009-02-10",5.1975
"532","2009-02-11",5.455
"533","2009-02-12",5.5675
"534","2009-02-13",5.455
"535","2009-02-17",5.3825
"536","2009-02-18",5.365
"537","2009-02-19",5.405
"538","2009-02-20",5.3
"539","2009-02-23",5.035
"540","2009-02-24",5.23
"541","2009-02-25",4.8775
"542","2009-02-26",4.48
"543","2009-02-27",4.245
"544","2009-03-02",4.0025
"545","2009-03-03",4.0225
"546","2009-03-04",4.065
"547","2009-03-05",3.76
"548","2009-03-06",3.875
"549","2009-03-09",3.8375
"550","2009-03-10",4.0025
"551","2009-03-11",3.905
"552","2009-03-12",4.1475
"553","2009-03-13",4.27
"554","2009-03-16",4.165
"555","2009-03-17",4.415
"556","2009-03-18",4.32
"557","2009-03-19",4.15
"558","2009-03-20",3.98
"559","2009-03-23",4.13
"560","2009-03-24",3.8925
"561","2009-03-25",4.035
"562","2009-03-26",4.125
"563","2009-03-27",4.285
"564","2009-03-30",4.33
"565","2009-03-31",4.505
"566","2009-04-01",4.4225
"567","2009-04-02",4.8075
"568","2009-04-03",4.965
"569","2009-04-06",4.8075
"570","2009-04-07",4.59
"571","2009-04-08",4.7025
"572","2009-04-09",5.0825
"573","2009-04-13",5.095
"574","2009-04-14",4.9775
"575","2009-04-15",5.075
"576","2009-04-16",4.9275
"577","2009-04-17",4.915
"578","2009-04-20",4.825
"579","2009-04-21",4.88
"580","2009-04-22",4.84
"581","2009-04-23",4.6725
"582","2009-04-24",4.6875
"583","2009-04-27",4.9275
"584","2009-04-28",4.845
"585","2009-04-29",4.715
"586","2009-04-30",4.5925
"587","2009-05-01",4.5325
"588","2009-05-04",4.625
"589","2009-05-05",4.5325
"590","2009-05-06",4.5775
"591","2009-05-07",4.8175
"592","2009-05-08",4.955
"593","2009-05-11",4.7675
"594","2009-05-12",4.6675
"595","2009-05-13",4.5975
"596","2009-05-14",4.6975
"597","2009-05-15",4.605
"598","2009-05-18",4.6
"599","2009-05-19",4.7275
"600","2009-05-20",4.9425
"601","2009-05-21",4.8425
"602","2009-05-22",4.49
"603","2009-05-26",4.6375
"604","2009-05-27",4.5525
"605","2009-05-28",4.53
"606","2009-05-29",4.545
"607","2009-06-01",4.49
"608","2009-06-02",4.5375
"609","2009-06-03",4.63
"610","2009-06-04",4.665
"611","2009-06-05",4.665
"612","2009-06-08",4.595
"613","2009-06-09",4.5575
"614","2009-06-10",4.435
"615","2009-06-11",4.4575
"616","2009-06-12",4.4525
"617","2009-06-15",4.3925
"618","2009-06-16",4.44
"619","2009-06-17",4.5325
"620","2009-06-18",4.7125
"621","2009-06-19",5.01
"622","2009-06-22",4.975
"623","2009-06-23",5
"624","2009-06-24",4.7525
"625","2009-06-25",4.93
"626","2009-06-26",5.1225
"627","2009-06-29",5.09
"628","2009-06-30",4.995
"629","2009-07-01",5.0775
"630","2009-07-02",4.84
"631","2009-07-06",4.775
"632","2009-07-07",4.875
"633","2009-07-08",4.7975
"634","2009-07-09",4.6575
"635","2009-07-10",4.68
"636","2009-07-13",4.8
"637","2009-07-14",4.72
"638","2009-07-15",4.725
"639","2009-07-16",4.6325
"640","2009-07-17",4.54
"641","2009-07-20",4.4675
"642","2009-07-21",4.48
"643","2009-07-22",4.5375
"644","2009-07-23",4.635
"645","2009-07-24",4.61
"646","2009-07-27",4.495
"647","2009-07-28",4.85
"648","2009-07-29",5.025
"649","2009-07-30",4.9875
"650","2009-07-31",4.8275
"651","2009-08-03",4.8
"652","2009-08-04",4.75
"653","2009-08-05",4.5125
"654","2009-08-06",4.51
"655","2009-08-07",4.5625
"656","2009-08-10",4.5325
"657","2009-08-11",4.5
"658","2009-08-12",4.495
"659","2009-08-13",4.525
"660","2009-08-14",4.38
"661","2009-08-17",4.56
"662","2009-08-18",4.55
"663","2009-08-19",4.56
"664","2009-08-20",4.6325
"665","2009-08-21",4.6525
"666","2009-08-24",4.57
"667","2009-08-25",4.5
"668","2009-08-26",4.4825
"669","2009-08-27",4.4575
"670","2009-08-28",4.3775
"671","2009-08-31",4.3275
"672","2009-09-01",4.255
"673","2009-09-02",4.4425
"674","2009-09-03",4.375
"675","2009-09-04",4.5075
"676","2009-09-08",4.4625
"677","2009-09-09",4.565
"678","2009-09-10",4.7525
"679","2009-09-11",4.905
"680","2009-09-14",4.8425
"681","2009-09-15",4.815
"682","2009-09-16",4.7825
"683","2009-09-17",4.7575
"684","2009-09-18",4.7775
"685","2009-09-21",4.77
"686","2009-09-22",4.695
"687","2009-09-23",4.8075
"688","2009-09-24",4.725
"689","2009-09-25",4.7325
"690","2009-09-28",4.885
"691","2009-09-29",4.8325
"692","2009-09-30",4.735
"693","2009-10-01",4.575
"694","2009-10-02",4.5125
"695","2009-10-05",4.4425
"696","2009-10-06",4.505
"697","2009-10-07",4.5
"698","2009-10-08",4.425
"699","2009-10-09",4.6625
"700","2009-10-12",4.7375
"701","2009-10-13",4.6375
"702","2009-10-14",4.6975
"703","2009-10-15",4.6175
"704","2009-10-16",4.5575
"705","2009-10-19",4.565
"706","2009-10-20",4.57
"707","2009-10-21",4.515
"708","2009-10-22",4.6225
"709","2009-10-23",4.5
"710","2009-10-26",4.335
"711","2009-10-27",4.58
"712","2009-10-28",4.59
"713","2009-10-29",4.59
"714","2009-10-30",4.4575
"715","2009-11-02",4.43
"716","2009-11-03",4.3875
"717","2009-11-04",4.5225
"718","2009-11-05",4.665
"719","2009-11-06",4.81
"720","2009-11-09",4.77
"721","2009-11-10",4.7475
"722","2009-11-11",4.76
"723","2009-11-12",4.695
"724","2009-11-13",4.6525
"725","2009-11-16",4.74
"726","2009-11-17",4.64
"727","2009-11-18",4.575
"728","2009-11-19",4.5
"729","2009-11-20",4.505
"730","2009-11-23",4.6325
"731","2009-11-24",4.72
"732","2009-11-25",4.7175
"733","2009-11-27",4.7325
"734","2009-11-30",4.705
"735","2009-12-01",4.8175
"736","2009-12-02",4.775
"737","2009-12-03",4.645
"738","2009-12-04",4.76
"739","2009-12-07",4.78
"740","2009-12-08",4.79
"741","2009-12-09",4.745
"742","2009-12-10",4.7975
"743","2009-12-11",4.7925
"744","2009-12-14",4.87
"745","2009-12-15",5.005
"746","2009-12-16",5.2575
"747","2009-12-17",5.175
"748","2009-12-18",5.205
"749","2009-12-21",5.3275
"750","2009-12-22",5.375
"751","2009-12-23",5.4775
"752","2009-12-24",5.48
"753","2009-12-28",5.44
"754","2009-12-29",5.4075
"755","2009-12-30",5.4075
"756","2009-12-31",5.2925
"757","2010-01-04",5.425
"758","2010-01-05",5.2525
"759","2010-01-06",5.315
"760","2010-01-07",5.4475
"761","2010-01-08",5.3925
"762","2010-01-11",5.35
"763","2010-01-12",5.33
"764","2010-01-13",5.425
"765","2010-01-14",5.5
"766","2010-01-15",5.51
"767","2010-01-19",5.25
"768","2010-01-20",4.89
"769","2010-01-21",4.8525
"770","2010-01-22",4.985
"771","2010-01-25",4.9475
"772","2010-01-26",4.8625
"773","2010-01-27",4.9225
"774","2010-01-28",4.88
"775","2010-01-29",4.8125
"776","2010-02-01",4.82
"777","2010-02-02",4.8075
"778","2010-02-03",4.7775
"779","2010-02-04",4.635
"780","2010-02-05",4.6
"781","2010-02-08",4.52
"782","2010-02-09",4.575
"783","2010-02-10",4.505
"784","2010-02-11",4.495
"785","2010-02-12",4.5375
"786","2010-02-16",4.5075
"787","2010-02-17",4.5125
"788","2010-02-18",4.5225
"789","2010-02-19",4.5475
"790","2010-02-22",4.5075
"791","2010-02-23",4.4925
"792","2010-02-24",4.47
"793","2010-02-25",4.48
"794","2010-02-26",4.4675
"795","2010-03-01",4.5525
"796","2010-03-02",4.6375
"797","2010-03-03",4.64
"798","2010-03-04",4.6475
"799","2010-03-05",4.6575
"800","2010-03-08",4.625
"801","2010-03-09",4.4775
"802","2010-03-10",4.4875
"803","2010-03-11",4.575
"804","2010-03-12",4.52
"805","2010-03-15",4.6425
"806","2010-03-16",4.7975
"807","2010-03-17",4.915
"808","2010-03-18",5.1625
"809","2010-03-19",5.4575
"810","2010-03-22",6.035
"811","2010-03-23",6.06
"812","2010-03-24",6.065
"813","2010-03-25",6.0275
"814","2010-03-26",5.88
"815","2010-03-29",6.03
"816","2010-03-30",6.0125
"817","2010-03-31",6.01
"818","2010-04-01",6.1475
"819","2010-04-05",6.1625
"820","2010-04-06",6.1475
"821","2010-04-07",6.0675
"822","2010-04-08",6.0225
"823","2010-04-09",6.05
"824","2010-04-12",6.0325
"825","2010-04-13",5.975
"826","2010-04-14",6.0775
"827","2010-04-15",6.1775
"828","2010-04-16",6.115
"829","2010-04-19",6.29
"830","2010-04-20",6.4075
"831","2010-04-21",6.27
"832","2010-04-22",6.2925
"833","2010-04-23",6.355
"834","2010-04-26",6.165
"835","2010-04-27",6.0375
"836","2010-04-28",5.99
"837","2010-04-29",5.9825
"838","2010-04-30",5.725
"839","2010-05-03",5.7725
"840","2010-05-04",5.58
"841","2010-05-05",5.5875
"842","2010-05-06",5.4375
"843","2010-05-07",5.2575
"844","2010-05-10",5.5225
"845","2010-05-11",5.5675
"846","2010-05-12",5.7225
"847","2010-05-13",5.63
"848","2010-05-14",5.765
"849","2010-05-17",5.77
"850","2010-05-18",5.7425
"851","2010-05-19",5.76
"852","2010-05-20",5.4225
"853","2010-05-21",5.415
"854","2010-05-24",5.34
"855","2010-05-25",5.3375
"856","2010-05-26",5.4975
"857","2010-05-27",5.67
"858","2010-05-28",5.705
"859","2010-06-01",5.58
"860","2010-06-02",5.52
"861","2010-06-03",5.705
"862","2010-06-04",5.895
"863","2010-06-07",5.9025
"864","2010-06-08",5.7575
"865","2010-06-09",5.66
"866","2010-06-10",5.6925
"867","2010-06-11",5.7275
"868","2010-06-14",5.7075
"869","2010-06-15",5.7725
"870","2010-06-16",5.7775
"871","2010-06-17",5.835
"872","2010-06-18",5.915
"873","2010-06-21",5.8575
"874","2010-06-22",5.6025
"875","2010-06-23",5.81
"876","2010-06-24",5.6775
"877","2010-06-25",5.6525
"878","2010-06-28",5.525
"879","2010-06-29",5.31
"880","2010-06-30",5.375
"881","2010-07-01",5.2875
"882","2010-07-02",5.335
"883","2010-07-06",5.3875
"884","2010-07-07",5.27
"885","2010-07-08",5.2325
"886","2010-07-09",5.2125
"887","2010-07-12",5.1575
"888","2010-07-13",5.3425
"889","2010-07-14",5.4525
"890","2010-07-15",5.475
"891","2010-07-16",5.25
"892","2010-07-19",5.23
"893","2010-07-20",5.315
"894","2010-07-21",5.06
"895","2010-07-22",5.1725
"896","2010-07-23",5.3025
"897","2010-07-26",5.43
"898","2010-07-27",5.54
"899","2010-07-28",5.14
"900","2010-07-29",5.0975
"901","2010-07-30",5.3275
"902","2010-08-02",5.4225
"903","2010-08-03",5.535
"904","2010-08-04",5.6625
"905","2010-08-05",5.4875
"906","2010-08-06",5.475
"907","2010-08-09",5.475
"908","2010-08-10",5.4925
"909","2010-08-11",5.2975
"910","2010-08-12",5.2325
"911","2010-08-13",5.2575
"912","2010-08-16",5.2825
"913","2010-08-17",5.245
"914","2010-08-18",5.2925
"915","2010-08-19",5.1275
"916","2010-08-20",5.075
"917","2010-08-23",5.18
"918","2010-08-24",5.0825
"919","2010-08-25",5.165
"920","2010-08-26",5.3775
"921","2010-08-27",5.4625
"922","2010-08-30",5.21
"923","2010-08-31",5.055
"924","2010-09-01",5.1525
"925","2010-09-02",5.1425
"926","2010-09-03",5.365
"927","2010-09-07",5.245
"928","2010-09-08",5.2825
"929","2010-09-09",5.3325
"930","2010-09-10",5.42
"931","2010-09-13",5.5325
"932","2010-09-14",5.5
"933","2010-09-15",5.5525
"934","2010-09-16",5.4875
"935","2010-09-17",5.4725
"936","2010-09-20",5.5775
"937","2010-09-21",5.545
"938","2010-09-22",5.5175
"939","2010-09-23",5.325
"940","2010-09-24",5.4975
"941","2010-09-27",5.5275
"942","2010-09-28",5.7325
"943","2010-09-29",5.775
"944","2010-09-30",5.8975
"945","2010-10-01",5.8425
"946","2010-10-04",5.7075
"947","2010-10-05",5.8525
"948","2010-10-06",5.79
"949","2010-10-07",5.77
"950","2010-10-08",5.875
"951","2010-10-11",5.93
"952","2010-10-12",6.01
"953","2010-10-13",6.0425
"954","2010-10-14",6.05
"955","2010-10-15",6.125
"956","2010-10-18",6.18
"957","2010-10-19",5.9975
"958","2010-10-20",6.075
"959","2010-10-21",5.9725
"960","2010-10-22",6.0725
"961","2010-10-25",6.11
"962","2010-10-26",5.7025
"963","2010-10-27",5.7075
"964","2010-10-28",5.625
"965","2010-10-29",5.58
"966","2010-11-01",5.5775
