"","date","HESM"
"1","2017-04-05",25.6
"2","2017-04-06",26.07
"3","2017-04-07",25.889999
"4","2017-04-10",25.99
"5","2017-04-11",25.93
"6","2017-04-12",25.84
"7","2017-04-13",25.450001
"8","2017-04-17",25.290001
"9","2017-04-18",25.84
"10","2017-04-19",25.75
"11","2017-04-20",25.48
"12","2017-04-21",25.440001
"13","2017-04-24",25.43
"14","2017-04-25",25.5
"15","2017-04-26",25.75
"16","2017-04-27",25.5
"17","2017-04-28",25.58
"18","2017-05-01",26.129999
"19","2017-05-02",26.27
"20","2017-05-03",26.059999
"21","2017-05-04",25.139999
"22","2017-05-05",25.35
"23","2017-05-08",25.370001
"24","2017-05-09",24.870001
"25","2017-05-10",25.139999
"26","2017-05-11",25.450001
"27","2017-05-12",25.549999
"28","2017-05-15",25.940001
"29","2017-05-16",25.700001
"30","2017-05-17",25.440001
"31","2017-05-18",24.99
"32","2017-05-19",25.209999
"33","2017-05-22",25.030001
"34","2017-05-23",24.700001
"35","2017-05-24",24.68
"36","2017-05-25",24.17
"37","2017-05-26",24.139999
"38","2017-05-30",23.870001
"39","2017-05-31",23.24
"40","2017-06-01",23.18
"41","2017-06-02",23.33
"42","2017-06-05",23.219999
"43","2017-06-06",23.09
"44","2017-06-07",22.25
"45","2017-06-08",22.73
"46","2017-06-09",22.59
"47","2017-06-12",22.9
"48","2017-06-13",22.4
"49","2017-06-14",22.049999
"50","2017-06-15",21.6
"51","2017-06-16",21.5
"52","2017-06-19",21.309999
"53","2017-06-20",19.57
"54","2017-06-21",19.09
"55","2017-06-22",19.389999
"56","2017-06-23",19.42
"57","2017-06-26",18.950001
"58","2017-06-27",19.01
"59","2017-06-28",19.34
"60","2017-06-29",20.16
"61","2017-06-30",20.370001
"62","2017-07-03",20.66
"63","2017-07-05",20.15
"64","2017-07-06",20.209999
"65","2017-07-07",20.02
"66","2017-07-10",20.209999
"67","2017-07-11",20.219999
"68","2017-07-12",19.879999
"69","2017-07-13",19.99
"70","2017-07-14",20.299999
"71","2017-07-17",20.5
"72","2017-07-18",21.4
"73","2017-07-19",21.73
"74","2017-07-20",21.969999
"75","2017-07-21",21.73
"76","2017-07-24",21.950001
"77","2017-07-25",22
"78","2017-07-26",21.530001
"79","2017-07-27",21.940001
"80","2017-07-28",21.530001
"81","2017-07-31",21.139999
"82","2017-08-01",20.700001
"83","2017-08-02",21.440001
"84","2017-08-03",20.809999
"85","2017-08-04",20.200001
"86","2017-08-07",19.99
"87","2017-08-08",19.620001
"88","2017-08-09",19.610001
"89","2017-08-10",18.799999
"90","2017-08-11",19.209999
"91","2017-08-14",19.75
"92","2017-08-15",19.950001
"93","2017-08-16",19.99
"94","2017-08-17",19.639999
"95","2017-08-18",19.67
"96","2017-08-21",19.9
"97","2017-08-22",19.59
"98","2017-08-23",19.290001
"99","2017-08-24",19.530001
"100","2017-08-25",19.780001
"101","2017-08-28",19.6
"102","2017-08-29",19.690001
"103","2017-08-30",20.32
"104","2017-08-31",21.059999
"105","2017-09-01",21.309999
"106","2017-09-05",21.1
"107","2017-09-06",21.9
"108","2017-09-07",22.26
"109","2017-09-08",22.049999
"110","2017-09-11",22.17
"111","2017-09-12",22.450001
"112","2017-09-13",22.43
"113","2017-09-14",22.200001
"114","2017-09-15",22.83
"115","2017-09-18",21.98
"116","2017-09-19",22.389999
"117","2017-09-20",22.26
"118","2017-09-21",22.27
"119","2017-09-22",21.92
"120","2017-09-25",22
"121","2017-09-26",22.040001
"122","2017-09-27",22.08
"123","2017-09-28",21.700001
"124","2017-09-29",21.969999
"125","2017-10-02",22.34
"126","2017-10-03",22.559999
"127","2017-10-04",22.4
"128","2017-10-05",22.049999
"129","2017-10-06",21.969999
"130","2017-10-09",21.889999
"131","2017-10-10",21.690001
"132","2017-10-11",21.48
"133","2017-10-12",21.57
"134","2017-10-13",21.280001
"135","2017-10-16",21.459999
"136","2017-10-17",21.379999
"137","2017-10-18",21.18
"138","2017-10-19",20.92
"139","2017-10-20",21.469999
"140","2017-10-23",21.139999
"141","2017-10-24",21.219999
"142","2017-10-25",20.67
"143","2017-10-26",20.68
"144","2017-10-27",20.379999
"145","2017-10-30",20.1
"146","2017-10-31",19.860001
"147","2017-11-01",20.219999
"148","2017-11-02",19.879999
"149","2017-11-03",20.040001
"150","2017-11-06",20.440001
"151","2017-11-07",20.639999
"152","2017-11-08",20.219999
"153","2017-11-09",20.280001
"154","2017-11-10",20.280001
"155","2017-11-13",20.16
"156","2017-11-14",20.24
"157","2017-11-15",19.82
"158","2017-11-16",19.65
"159","2017-11-17",19.43
"160","2017-11-20",19.15
"161","2017-11-21",18.92
"162","2017-11-22",18.950001
"163","2017-11-24",18.65
"164","2017-11-27",18.879999
"165","2017-11-28",19
"166","2017-11-29",19.85
"167","2017-11-30",21.139999
"168","2017-12-01",21.5
"169","2017-12-04",21.299999
"170","2017-12-05",20.51
"171","2017-12-06",20.33
"172","2017-12-07",20.25
"173","2017-12-08",20.16
"174","2017-12-11",21
"175","2017-12-12",20.75
"176","2017-12-13",21.4
"177","2017-12-14",21.08
"178","2017-12-15",21.290001
"179","2017-12-18",21.370001
"180","2017-12-19",21.110001
"181","2017-12-20",21
"182","2017-12-21",20.6
"183","2017-12-22",20.35
"184","2017-12-26",20.42
"185","2017-12-27",19.809999
"186","2017-12-28",19.85
"187","2017-12-29",19.809999
"188","2018-01-02",20.959999
"189","2018-01-03",21.41
"190","2018-01-04",21.299999
"191","2018-01-05",21.209999
"192","2018-01-08",21.43
"193","2018-01-09",21.139999
"194","2018-01-10",21.030001
"195","2018-01-11",21.389999
"196","2018-01-12",21.35
"197","2018-01-16",21.639999
"198","2018-01-17",21.700001
"199","2018-01-18",21
"200","2018-01-19",21.129999
"201","2018-01-22",21.299999
"202","2018-01-23",21.75
"203","2018-01-24",21.74
"204","2018-01-25",21.690001
"205","2018-01-26",21.98
"206","2018-01-29",21.91
"207","2018-01-30",21.76
"208","2018-01-31",21.799999
"209","2018-02-01",21.969999
"210","2018-02-02",21.6
"211","2018-02-05",20.709999
"212","2018-02-06",21.27
"213","2018-02-07",21.17
"214","2018-02-08",20.889999
"215","2018-02-09",19.860001
"216","2018-02-12",20.15
"217","2018-02-13",19.77
"218","2018-02-14",20.1
"219","2018-02-15",20.41
"220","2018-02-16",19.879999
"221","2018-02-20",19.969999
"222","2018-02-21",20.690001
"223","2018-02-22",20.6
"224","2018-02-23",20.799999
"225","2018-02-26",20.709999
"226","2018-02-27",20.51
"227","2018-02-28",19.98
"228","2018-03-01",20.25
"229","2018-03-02",20.5
"230","2018-03-05",20.690001
"231","2018-03-06",20.57
"232","2018-03-07",20.49
"233","2018-03-08",20.51
"234","2018-03-09",20.559999
"235","2018-03-12",20.57
"236","2018-03-13",20.49
"237","2018-03-14",19.5
"238","2018-03-15",19.440001
"239","2018-03-16",19.82
"240","2018-03-19",19.07
"241","2018-03-20",19.110001
"242","2018-03-21",19.440001
"243","2018-03-22",19.299999
"244","2018-03-23",18.84
"245","2018-03-26",18.74
"246","2018-03-27",18.940001
"247","2018-03-28",18.57
"248","2018-03-29",19.040001
"249","2018-04-02",19.18
"250","2018-04-03",19.52
"251","2018-04-04",19.33
"252","2018-04-05",19.42
"253","2018-04-06",18.98
"254","2018-04-09",19.129999
"255","2018-04-10",19.15
"256","2018-04-11",19.440001
"257","2018-04-12",19.860001
"258","2018-04-13",19.82
"259","2018-04-16",20.469999
"260","2018-04-17",19.93
"261","2018-04-18",19.790001
"262","2018-04-19",20.379999
"263","2018-04-20",20.450001
"264","2018-04-23",20.25
"265","2018-04-24",19.530001
"266","2018-04-25",19.610001
"267","2018-04-26",20.809999
"268","2018-04-27",20.58
"269","2018-04-30",20.34
"270","2018-05-01",20.4
"271","2018-05-02",20.139999
"272","2018-05-03",19.209999
"273","2018-05-04",19.85
"274","2018-05-07",20.219999
"275","2018-05-08",20
"276","2018-05-09",20
"277","2018-05-10",20
"278","2018-05-11",19.91
"279","2018-05-14",20.17
"280","2018-05-15",20.01
"281","2018-05-16",20
"282","2018-05-17",20.530001
"283","2018-05-18",20.15
"284","2018-05-21",20.299999
"285","2018-05-22",20.35
"286","2018-05-23",20.77
"287","2018-05-24",20.709999
"288","2018-05-25",20.549999
"289","2018-05-29",20.59
"290","2018-05-30",20.66
"291","2018-05-31",20.959999
"292","2018-06-01",21.24
"293","2018-06-04",20.83
"294","2018-06-05",20.9
"295","2018-06-06",20.77
"296","2018-06-07",20.93
"297","2018-06-08",20.5
"298","2018-06-11",20.68
"299","2018-06-12",20.530001
"300","2018-06-13",20.530001
"301","2018-06-14",20.67
"302","2018-06-15",19.950001
"303","2018-06-18",20.049999
"304","2018-06-19",19.99
"305","2018-06-20",20.290001
"306","2018-06-21",20.34
"307","2018-06-22",20.129999
"308","2018-06-25",20.15
"309","2018-06-26",20.01
"310","2018-06-27",19.809999
"311","2018-06-28",19.700001
"312","2018-06-29",19.700001
"313","2018-07-02",20.01
"314","2018-07-03",20.440001
"315","2018-07-05",20.26
"316","2018-07-06",20.02
"317","2018-07-09",19.99
"318","2018-07-10",19.75
"319","2018-07-11",19.74
"320","2018-07-12",19.92
"321","2018-07-13",19.65
"322","2018-07-16",19.6
"323","2018-07-17",19.559999
"324","2018-07-18",20.379999
"325","2018-07-19",20.879999
"326","2018-07-20",20.73
"327","2018-07-23",20.65
"328","2018-07-24",20.9
"329","2018-07-25",21.83
"330","2018-07-26",22.02
"331","2018-07-27",21.879999
"332","2018-07-30",22.23
"333","2018-07-31",22.15
"334","2018-08-01",22.030001
"335","2018-08-02",22.700001
"336","2018-08-03",22.709999
"337","2018-08-06",22.889999
"338","2018-08-07",22.34
"339","2018-08-08",22.709999
"340","2018-08-09",22.76
"341","2018-08-10",22.92
"342","2018-08-13",22.59
"343","2018-08-14",23.4
"344","2018-08-15",23.049999
"345","2018-08-16",23.530001
"346","2018-08-17",24.049999
"347","2018-08-20",23.9
"348","2018-08-21",23.76
"349","2018-08-22",24.07
"350","2018-08-23",23.360001
"351","2018-08-24",23.440001
"352","2018-08-27",23.469999
"353","2018-08-28",23.370001
"354","2018-08-29",23.110001
"355","2018-08-30",23.02
"356","2018-08-31",22.639999
"357","2018-09-04",22.360001
"358","2018-09-05",22.379999
"359","2018-09-06",22.120001
"360","2018-09-07",22.190001
"361","2018-09-10",22.07
"362","2018-09-11",22.1
"363","2018-09-12",22.52
"364","2018-09-13",22.379999
"365","2018-09-14",22.34
"366","2018-09-17",22.790001
"367","2018-09-18",23.049999
"368","2018-09-19",23.15
"369","2018-09-20",23.75
"370","2018-09-21",22.879999
"371","2018-09-24",22.469999
"372","2018-09-25",22.540001
"373","2018-09-26",22.620001
"374","2018-09-27",22.83
"375","2018-09-28",22.809999
"376","2018-10-01",23.139999
"377","2018-10-02",22.93
"378","2018-10-03",23.07
"379","2018-10-04",22.950001
"380","2018-10-05",22.879999
"381","2018-10-08",22.66
"382","2018-10-09",22.790001
"383","2018-10-10",22.26
"384","2018-10-11",22.200001
"385","2018-10-12",22.65
"386","2018-10-15",22.98
"387","2018-10-16",23.440001
"388","2018-10-17",23.23
"389","2018-10-18",23.049999
"390","2018-10-19",23.25
"391","2018-10-22",23.190001
"392","2018-10-23",23
"393","2018-10-24",22.66
"394","2018-10-25",22.41
"395","2018-10-26",22.23
"396","2018-10-29",21.690001
"397","2018-10-30",21.58
