"","date","GPI"
"1","2007-01-03",51.32
"2","2007-01-04",51.09
"3","2007-01-05",49.810001
"4","2007-01-08",49.73
"5","2007-01-09",52.52
"6","2007-01-10",52.830002
"7","2007-01-11",54.09
"8","2007-01-12",54.490002
"9","2007-01-16",54.509998
"10","2007-01-17",53.330002
"11","2007-01-18",53.360001
"12","2007-01-19",53.830002
"13","2007-01-22",53.59
"14","2007-01-23",52.939999
"15","2007-01-24",52.900002
"16","2007-01-25",51.68
"17","2007-01-26",51.889999
"18","2007-01-29",52.889999
"19","2007-01-30",52.779999
"20","2007-01-31",53
"21","2007-02-01",53.919998
"22","2007-02-02",53.93
"23","2007-02-05",53.93
"24","2007-02-06",54.119999
"25","2007-02-07",54.240002
"26","2007-02-08",53.959999
"27","2007-02-09",54.060001
"28","2007-02-12",54.09
"29","2007-02-13",54.130001
"30","2007-02-14",53.889999
"31","2007-02-15",53.790001
"32","2007-02-16",54.040001
"33","2007-02-20",54.389999
"34","2007-02-21",50.189999
"35","2007-02-22",49.439999
"36","2007-02-23",48.849998
"37","2007-02-26",48.360001
"38","2007-02-27",46.029999
"39","2007-02-28",46.209999
"40","2007-03-01",45.919998
"41","2007-03-02",44.650002
"42","2007-03-05",43.650002
"43","2007-03-06",45.029999
"44","2007-03-07",44.689999
"45","2007-03-08",44.799999
"46","2007-03-09",44.259998
"47","2007-03-12",43.880001
"48","2007-03-13",42.689999
"49","2007-03-14",42.23
"50","2007-03-15",42.450001
"51","2007-03-16",41.439999
"52","2007-03-19",41.139999
"53","2007-03-20",40.389999
"54","2007-03-21",40.419998
"55","2007-03-22",40.369999
"56","2007-03-23",41
"57","2007-03-26",42.279999
"58","2007-03-27",41.27
"59","2007-03-28",40.459999
"60","2007-03-29",40.240002
"61","2007-03-30",39.77
"62","2007-04-02",39.82
"63","2007-04-03",41.310001
"64","2007-04-04",42.509998
"65","2007-04-05",42.220001
"66","2007-04-09",41.919998
"67","2007-04-10",42.299999
"68","2007-04-11",41.610001
"69","2007-04-12",41.049999
"70","2007-04-13",41.66
"71","2007-04-16",42.400002
"72","2007-04-17",42.41
"73","2007-04-18",42.27
"74","2007-04-19",42.509998
"75","2007-04-20",43.299999
"76","2007-04-23",42.18
"77","2007-04-24",41.98
"78","2007-04-25",42.610001
"79","2007-04-26",42.23
"80","2007-04-27",42.029999
"81","2007-04-30",41
"82","2007-05-01",41.549999
"83","2007-05-02",41.490002
"84","2007-05-03",41.549999
"85","2007-05-04",41.700001
"86","2007-05-07",41.209999
"87","2007-05-08",40.869999
"88","2007-05-09",40.639999
"89","2007-05-10",40.02
"90","2007-05-11",39.830002
"91","2007-05-14",39.810001
"92","2007-05-15",39.689999
"93","2007-05-16",40.169998
"94","2007-05-17",39.830002
"95","2007-05-18",39.900002
"96","2007-05-21",40.509998
"97","2007-05-22",40.93
"98","2007-05-23",40.77
"99","2007-05-24",40.330002
"100","2007-05-25",40.509998
"101","2007-05-29",40.59
"102","2007-05-30",42.450001
"103","2007-05-31",42.200001
"104","2007-06-01",43.110001
"105","2007-06-04",42.799999
"106","2007-06-05",42.48
"107","2007-06-06",41.830002
"108","2007-06-07",40.810001
"109","2007-06-08",40.790001
"110","2007-06-11",41.119999
"111","2007-06-12",40.360001
"112","2007-06-13",40.57
"113","2007-06-14",41.07
"114","2007-06-15",41.959999
"115","2007-06-18",41.700001
"116","2007-06-19",41.66
"117","2007-06-20",41.650002
"118","2007-06-21",41.68
"119","2007-06-22",41.41
"120","2007-06-25",41.349998
"121","2007-06-26",40.950001
"122","2007-06-27",41.290001
"123","2007-06-28",40.959999
"124","2007-06-29",40.34
"125","2007-07-02",40.580002
"126","2007-07-03",40.619999
"127","2007-07-05",40.400002
"128","2007-07-06",40.060001
"129","2007-07-09",42.360001
"130","2007-07-10",40.959999
"131","2007-07-11",40.32
"132","2007-07-12",40.360001
"133","2007-07-13",40.310001
"134","2007-07-16",40.110001
"135","2007-07-17",39.400002
"136","2007-07-18",38.32
"137","2007-07-19",38.560001
"138","2007-07-20",38.220001
"139","2007-07-23",37.709999
"140","2007-07-24",37.5
"141","2007-07-25",37.27
"142","2007-07-26",35.549999
"143","2007-07-27",34.810001
"144","2007-07-30",35.080002
"145","2007-07-31",37.52
"146","2007-08-01",37.66
"147","2007-08-02",37.57
"148","2007-08-03",35.990002
"149","2007-08-06",35.360001
"150","2007-08-07",34.009998
"151","2007-08-08",34.810001
"152","2007-08-09",36.34
"153","2007-08-10",37.709999
"154","2007-08-13",36.459999
"155","2007-08-14",35.990002
"156","2007-08-15",34.98
"157","2007-08-16",35.599998
"158","2007-08-17",36.029999
"159","2007-08-20",36.509998
"160","2007-08-21",36.34
"161","2007-08-22",36.34
"162","2007-08-23",35.700001
"163","2007-08-24",36.02
"164","2007-08-27",35.68
"165","2007-08-28",35.139999
"166","2007-08-29",35.529999
"167","2007-08-30",35.189999
"168","2007-08-31",35.060001
"169","2007-09-04",35.43
"170","2007-09-05",35.049999
"171","2007-09-06",34.669998
"172","2007-09-07",34.130001
"173","2007-09-10",34.07
"174","2007-09-11",34.84
"175","2007-09-12",34.650002
"176","2007-09-13",35.990002
"177","2007-09-14",35.630001
"178","2007-09-17",36.040001
"179","2007-09-18",38.48
"180","2007-09-19",38.5
"181","2007-09-20",37.720001
"182","2007-09-21",36.040001
"183","2007-09-24",35.34
"184","2007-09-25",33.459999
"185","2007-09-26",33.5
"186","2007-09-27",33.490002
"187","2007-09-28",33.57
"188","2007-10-01",34.07
"189","2007-10-02",34.720001
"190","2007-10-03",34.369999
"191","2007-10-04",34.009998
"192","2007-10-05",34.799999
"193","2007-10-08",34.599998
"194","2007-10-09",34.720001
"195","2007-10-10",34.560001
"196","2007-10-11",34.75
"197","2007-10-12",34.849998
"198","2007-10-15",33.560001
"199","2007-10-16",32.700001
"200","2007-10-17",32.16
"201","2007-10-18",31.700001
"202","2007-10-19",30.77
"203","2007-10-22",31.84
"204","2007-10-23",31.450001
"205","2007-10-24",32.5
"206","2007-10-25",32.040001
"207","2007-10-26",31.93
"208","2007-10-29",32.400002
"209","2007-10-30",31.440001
"210","2007-10-31",31.049999
"211","2007-11-01",30.459999
"212","2007-11-02",29.82
"213","2007-11-05",29.58
"214","2007-11-06",29.16
"215","2007-11-07",27.799999
"216","2007-11-08",29.15
"217","2007-11-09",29.01
"218","2007-11-12",29.35
"219","2007-11-13",30.76
"220","2007-11-14",29.85
"221","2007-11-15",30.07
"222","2007-11-16",29.16
"223","2007-11-19",27.84
"224","2007-11-20",27.370001
