"","date","COST"
"1","2007-01-03",52.84
"2","2007-01-04",54.07
"3","2007-01-05",53.41
"4","2007-01-08",53.630001
"5","2007-01-09",54.029999
"6","2007-01-10",54.41
"7","2007-01-11",55.32
"8","2007-01-12",55.950001
"9","2007-01-16",56.240002
"10","2007-01-17",56.68
"11","2007-01-18",56.900002
"12","2007-01-19",56.77
"13","2007-01-22",56.34
"14","2007-01-23",56.439999
"15","2007-01-24",57.060001
"16","2007-01-25",55.73
"17","2007-01-26",55.360001
"18","2007-01-29",55.27
"19","2007-01-30",55.299999
"20","2007-01-31",56.16
"21","2007-02-01",56.389999
"22","2007-02-02",56.009998
"23","2007-02-05",56.209999
"24","2007-02-06",56.57
"25","2007-02-07",57.130001
"26","2007-02-08",56.619999
"27","2007-02-09",55.98
"28","2007-02-12",55.799999
"29","2007-02-13",56.459999
"30","2007-02-14",57.049999
"31","2007-02-15",57.900002
"32","2007-02-16",57.799999
"33","2007-02-20",58.279999
"34","2007-02-21",58.18
"35","2007-02-22",58.09
"36","2007-02-23",57.470001
"37","2007-02-26",57.400002
"38","2007-02-27",55.400002
"39","2007-02-28",55.889999
"40","2007-03-01",56
"41","2007-03-02",55.75
"42","2007-03-05",55.25
"43","2007-03-06",55.720001
"44","2007-03-07",56.119999
"45","2007-03-08",54.259998
"46","2007-03-09",54.34
"47","2007-03-12",53.650002
"48","2007-03-13",52.959999
"49","2007-03-14",52.529999
"50","2007-03-15",53.189999
"51","2007-03-16",52.98
"52","2007-03-19",53.240002
"53","2007-03-20",53.18
"54","2007-03-21",54.34
"55","2007-03-22",54.240002
"56","2007-03-23",54.560001
"57","2007-03-26",54.52
"58","2007-03-27",54.130001
"59","2007-03-28",53.709999
"60","2007-03-29",53.700001
"61","2007-03-30",53.84
"62","2007-04-02",53.91
"63","2007-04-03",54.549999
"64","2007-04-04",54.450001
"65","2007-04-05",54.880001
"66","2007-04-09",54.82
"67","2007-04-10",54.669998
"68","2007-04-11",54.029999
"69","2007-04-12",54.68
"70","2007-04-13",54.16
"71","2007-04-16",54.400002
"72","2007-04-17",55.599998
"73","2007-04-18",55.02
"74","2007-04-19",55.32
"75","2007-04-20",55.119999
"76","2007-04-23",54.880001
"77","2007-04-24",54.25
"78","2007-04-25",54.27
"79","2007-04-26",54.040001
"80","2007-04-27",54.459999
"81","2007-04-30",53.57
"82","2007-05-01",53.459999
"83","2007-05-02",53.349998
"84","2007-05-03",53.139999
"85","2007-05-04",53.790001
"86","2007-05-07",54.080002
"87","2007-05-08",54.610001
"88","2007-05-09",54.939999
"89","2007-05-10",54.950001
"90","2007-05-11",54.970001
"91","2007-05-14",54.700001
"92","2007-05-15",54.209999
"93","2007-05-16",54.810001
"94","2007-05-17",55.580002
"95","2007-05-18",56.41
"96","2007-05-21",55.77
"97","2007-05-22",55.950001
"98","2007-05-23",56.02
"99","2007-05-24",56.299999
"100","2007-05-25",56.400002
"101","2007-05-29",56.57
"102","2007-05-30",56.529999
"103","2007-05-31",56.470001
"104","2007-06-01",56.290001
"105","2007-06-04",56.119999
"106","2007-06-05",55.450001
"107","2007-06-06",55.82
"108","2007-06-07",55.259998
"109","2007-06-08",56.009998
"110","2007-06-11",55.700001
"111","2007-06-12",55.16
"112","2007-06-13",55.970001
"113","2007-06-14",55.759998
"114","2007-06-15",56.09
"115","2007-06-18",56
"116","2007-06-19",56.330002
"117","2007-06-20",56.349998
"118","2007-06-21",57.189999
"119","2007-06-22",57.169998
"120","2007-06-25",57.200001
"121","2007-06-26",57.330002
"122","2007-06-27",58.380001
"123","2007-06-28",58.220001
"124","2007-06-29",58.52
"125","2007-07-02",60.25
"126","2007-07-03",60.080002
"127","2007-07-05",60.119999
"128","2007-07-06",61.439999
"129","2007-07-09",61.360001
"130","2007-07-10",60.509998
"131","2007-07-11",60.720001
"132","2007-07-12",61.740002
"133","2007-07-13",62.98
"134","2007-07-16",61.849998
"135","2007-07-17",62.130001
"136","2007-07-18",62.419998
"137","2007-07-19",62.18
"138","2007-07-20",61.25
"139","2007-07-23",60.900002
"140","2007-07-24",60.150002
"141","2007-07-25",60.299999
"142","2007-07-26",59.049999
"143","2007-07-27",58.57
"144","2007-07-30",59.48
"145","2007-07-31",59.799999
"146","2007-08-01",60.119999
"147","2007-08-02",60.84
"148","2007-08-03",60.490002
"149","2007-08-06",62.93
"150","2007-08-07",64.389999
"151","2007-08-08",64.949997
"152","2007-08-09",63.240002
"153","2007-08-10",63.25
"154","2007-08-13",61.779999
"155","2007-08-14",60.799999
"156","2007-08-15",58.490002
"157","2007-08-16",59.23
"158","2007-08-17",58.369999
"159","2007-08-20",57.93
"160","2007-08-21",60.279999
"161","2007-08-22",61.259998
"162","2007-08-23",60.849998
"163","2007-08-24",61.68
"164","2007-08-27",61.029999
"165","2007-08-28",59
"166","2007-08-29",61.310001
"167","2007-08-30",61.02
"168","2007-08-31",61.75
"169","2007-09-04",61.610001
"170","2007-09-05",59
"171","2007-09-06",58.290001
"172","2007-09-07",57
"173","2007-09-10",57.240002
"174","2007-09-11",58.59
"175","2007-09-12",58.48
"176","2007-09-13",59.950001
"177","2007-09-14",59.959999
"178","2007-09-17",59.509998
"179","2007-09-18",61.82
"180","2007-09-19",61.919998
"181","2007-09-20",61.150002
"182","2007-09-21",60.720001
"183","2007-09-24",60.25
"184","2007-09-25",59.380001
"185","2007-09-26",60.689999
"186","2007-09-27",61.119999
"187","2007-09-28",61.369999
"188","2007-10-01",61.810001
"189","2007-10-02",61.619999
"190","2007-10-03",61.919998
"191","2007-10-04",62.09
"192","2007-10-05",63.27
"193","2007-10-08",63.709999
"194","2007-10-09",63.310001
"195","2007-10-10",69.129997
"196","2007-10-11",69.239998
"197","2007-10-12",68
"198","2007-10-15",66.57
"199","2007-10-16",65.949997
"200","2007-10-17",66.519997
"201","2007-10-18",66.529999
"202","2007-10-19",65.699997
"203","2007-10-22",67.050003
"204","2007-10-23",66.190002
"205","2007-10-24",65.239998
"206","2007-10-25",64.82
"207","2007-10-26",65.529999
"208","2007-10-29",67
"209","2007-10-30",67.150002
"210","2007-10-31",67.260002
"211","2007-11-01",64.860001
"212","2007-11-02",65.580002
"213","2007-11-05",65.919998
"214","2007-11-06",67.290001
"215","2007-11-07",66.150002
"216","2007-11-08",66.580002
"217","2007-11-09",65.290001
"218","2007-11-12",65.730003
"219","2007-11-13",67.410004
"220","2007-11-14",66.059998
"221","2007-11-15",66.339996
"222","2007-11-16",66.800003
"223","2007-11-19",66.459999
"224","2007-11-20",66.330002
"225","2007-11-21",66.07
"226","2007-11-23",66.970001
"227","2007-11-26",65.379997
"228","2007-11-27",65.949997
"229","2007-11-28",66.980003
"230","2007-11-29",67.089996
"231","2007-11-30",67.400002
"232","2007-12-03",66.940002
"233","2007-12-04",69.169998
"234","2007-12-05",69.650002
"235","2007-12-06",70.830002
"236","2007-12-07",71.830002
"237","2007-12-10",71.25
"238","2007-12-11",69.959999
"239","2007-12-12",70.190002
"240","2007-12-13",68.540001
"241","2007-12-14",68.489998
"242","2007-12-17",68.169998
"243","2007-12-18",68.449997
"244","2007-12-19",68.400002
"245","2007-12-20",68.889999
"246","2007-12-21",70.080002
"247","2007-12-24",70.760002
"248","2007-12-26",70.589996
"249","2007-12-27",69.860001
"250","2007-12-28",70.220001
"251","2007-12-31",69.760002
"252","2008-01-02",68.139999
"253","2008-01-03",67.120003
"254","2008-01-04",65.650002
"255","2008-01-07",65.980003
"256","2008-01-08",64.970001
"257","2008-01-09",67.269997
"258","2008-01-10",69.860001
"259","2008-01-11",66.43
"260","2008-01-14",64.709999
"261","2008-01-15",63.98
"262","2008-01-16",64.099998
"263","2008-01-17",64.300003
"264","2008-01-18",64.529999
"265","2008-01-22",66.139999
"266","2008-01-23",68.610001
"267","2008-01-24",67.150002
"268","2008-01-25",65.459999
"269","2008-01-28",66.360001
"270","2008-01-29",66.68
"271","2008-01-30",66.230003
"272","2008-01-31",67.940002
"273","2008-02-01",67.790001
"274","2008-02-04",66.980003
"275","2008-02-05",64.870003
"276","2008-02-06",63.709999
"277","2008-02-07",64.75
"278","2008-02-08",63.240002
"279","2008-02-11",64
"280","2008-02-12",64.410004
"281","2008-02-13",65.68
"282","2008-02-14",64.010002
"283","2008-02-15",63.919998
"284","2008-02-19",62.830002
"285","2008-02-20",64.559998
"286","2008-02-21",64.970001
"287","2008-02-22",66.019997
"288","2008-02-25",65.629997
"289","2008-02-26",66.459999
"290","2008-02-27",64.489998
"291","2008-02-28",63.099998
"292","2008-02-29",61.919998
"293","2008-03-03",62.509998
"294","2008-03-04",62.389999
"295","2008-03-05",60.830002
"296","2008-03-06",60.040001
"297","2008-03-07",60.299999
"298","2008-03-10",60.25
"299","2008-03-11",62.619999
"300","2008-03-12",62.599998
"301","2008-03-13",62.169998
"302","2008-03-14",60.860001
"303","2008-03-17",60.360001
"304","2008-03-18",61.669998
"305","2008-03-19",60.880001
"306","2008-03-20",63.419998
"307","2008-03-24",65.5
"308","2008-03-25",66.589996
"309","2008-03-26",66.620003
"310","2008-03-27",65.260002
"311","2008-03-28",64.370003
"312","2008-03-31",64.970001
"313","2008-04-01",66.489998
"314","2008-04-02",66.25
"315","2008-04-03",66.870003
"316","2008-04-04",66.449997
"317","2008-04-07",66.300003
"318","2008-04-08",66.93
"319","2008-04-09",66.029999
"320","2008-04-10",66.519997
"321","2008-04-11",65.699997
"322","2008-04-14",65.32
"323","2008-04-15",65.720001
"324","2008-04-16",67.239998
"325","2008-04-17",68.489998
"326","2008-04-18",69.43
"327","2008-04-21",69.110001
"328","2008-04-22",68.080002
"329","2008-04-23",69.599998
"330","2008-04-24",70.220001
"331","2008-04-25",71.540001
"332","2008-04-28",70.830002
"333","2008-04-29",71
"334","2008-04-30",71.25
"335","2008-05-01",72
"336","2008-05-02",72.139999
