"","date","CHA"
"1","2007-01-03",56.25
"2","2007-01-04",52.580002
"3","2007-01-05",49.310001
"4","2007-01-08",51.200001
"5","2007-01-09",48.849998
"6","2007-01-10",48.330002
"7","2007-01-11",48.889999
"8","2007-01-12",48.849998
"9","2007-01-16",50.950001
"10","2007-01-17",49.799999
"11","2007-01-18",49.119999
"12","2007-01-19",50.5
"13","2007-01-22",51.869999
"14","2007-01-23",51.34
"15","2007-01-24",51.119999
"16","2007-01-25",49.209999
"17","2007-01-26",48.919998
"18","2007-01-29",48.360001
"19","2007-01-30",49.139999
"20","2007-01-31",48.450001
"21","2007-02-01",48.349998
"22","2007-02-02",47.709999
"23","2007-02-05",46.889999
"24","2007-02-06",46.580002
"25","2007-02-07",46.209999
"26","2007-02-08",46.669998
"27","2007-02-09",45.540001
"28","2007-02-12",45.43
"29","2007-02-13",45.48
"30","2007-02-14",46.330002
"31","2007-02-15",47.400002
"32","2007-02-16",49.43
"33","2007-02-20",49.509998
"34","2007-02-21",49.830002
"35","2007-02-22",48.66
"36","2007-02-23",48.119999
"37","2007-02-26",47.57
"38","2007-02-27",44.279999
"39","2007-02-28",45.84
"40","2007-03-01",44.57
"41","2007-03-02",44.18
"42","2007-03-05",42.490002
"43","2007-03-06",44.360001
"44","2007-03-07",43.400002
"45","2007-03-08",44.889999
"46","2007-03-09",44.34
"47","2007-03-12",45.380001
"48","2007-03-13",44.700001
"49","2007-03-14",45.369999
"50","2007-03-15",45.040001
"51","2007-03-16",44.91
"52","2007-03-19",46.540001
"53","2007-03-20",46.68
"54","2007-03-21",47.630001
"55","2007-03-22",47.080002
"56","2007-03-23",47.209999
"57","2007-03-26",47.139999
"58","2007-03-27",48.990002
"59","2007-03-28",49.209999
"60","2007-03-29",50.189999
"61","2007-03-30",48.970001
"62","2007-04-02",49.700001
"63","2007-04-03",49.970001
"64","2007-04-04",50.07
"65","2007-04-05",49.990002
"66","2007-04-09",50.540001
"67","2007-04-10",51.119999
"68","2007-04-11",50.66
"69","2007-04-12",52
"70","2007-04-13",51.639999
"71","2007-04-16",52.330002
"72","2007-04-17",52.200001
"73","2007-04-18",52.450001
"74","2007-04-19",50.869999
"75","2007-04-20",50.689999
"76","2007-04-23",49.099998
"77","2007-04-24",48.549999
"78","2007-04-25",49.150002
"79","2007-04-26",48.75
"80","2007-04-27",47.900002
"81","2007-04-30",47.240002
"82","2007-05-01",47.099998
"83","2007-05-02",48.639999
"84","2007-05-03",49.09
"85","2007-05-04",49.84
"86","2007-05-07",50.919998
"87","2007-05-08",50.09
"88","2007-05-09",50.619999
"89","2007-05-10",52.91
"90","2007-05-11",55.689999
"91","2007-05-14",56.43
"92","2007-05-15",55.549999
"93","2007-05-16",56.48
"94","2007-05-17",54.939999
"95","2007-05-18",54.02
"96","2007-05-21",54.369999
"97","2007-05-22",53.639999
"98","2007-05-23",54.130001
"99","2007-05-24",52.75
"100","2007-05-25",53.349998
"101","2007-05-29",52.759998
"102","2007-05-30",52.139999
"103","2007-05-31",53.799999
"104","2007-06-01",54.43
"105","2007-06-04",54.459999
"106","2007-06-05",54.889999
"107","2007-06-06",57.709999
"108","2007-06-07",56.669998
"109","2007-06-08",57.939999
"110","2007-06-11",58.73
"111","2007-06-12",57.650002
"112","2007-06-13",57.490002
"113","2007-06-14",57.720001
"114","2007-06-15",58.599998
"115","2007-06-18",61.220001
"116","2007-06-19",61.099998
"117","2007-06-20",60.040001
"118","2007-06-21",62.32
"119","2007-06-22",61.189999
"120","2007-06-25",61.560001
"121","2007-06-26",60.759998
"122","2007-06-27",61.41
"123","2007-06-28",59.799999
"124","2007-06-29",59.16
"125","2007-07-02",60.580002
"126","2007-07-03",62.709999
"127","2007-07-05",60.880001
"128","2007-07-06",62.380001
"129","2007-07-09",63.439999
"130","2007-07-10",61.849998
"131","2007-07-11",61.009998
"132","2007-07-12",62.290001
"133","2007-07-13",61.41
"134","2007-07-16",59.990002
"135","2007-07-17",59.330002
"136","2007-07-18",57.93
"137","2007-07-19",59.66
"138","2007-07-20",58.639999
"139","2007-07-23",60.080002
"140","2007-07-24",59.959999
"141","2007-07-25",60.560001
"142","2007-07-26",57.32
"143","2007-07-27",56.549999
"144","2007-07-30",58.330002
"145","2007-07-31",57.700001
"146","2007-08-01",56.049999
"147","2007-08-02",55.799999
"148","2007-08-03",53.849998
"149","2007-08-06",53.810001
"150","2007-08-07",53.34
"151","2007-08-08",54.560001
"152","2007-08-09",52.650002
"153","2007-08-10",52.369999
"154","2007-08-13",52.25
"155","2007-08-14",51.360001
"156","2007-08-15",49.630001
"157","2007-08-16",46.900002
"158","2007-08-17",51.41
"159","2007-08-20",52.450001
"160","2007-08-21",51.98
"161","2007-08-22",54.75
"162","2007-08-23",53.84
"163","2007-08-24",56.549999
"164","2007-08-27",59.220001
"165","2007-08-28",54.330002
"166","2007-08-29",58.639999
"167","2007-08-30",56.68
"168","2007-08-31",58.18
"169","2007-09-04",60.07
"170","2007-09-05",58.540001
"171","2007-09-06",59.560001
"172","2007-09-07",57.189999
