"","date","OCSL"
"145","2009-01-07",7.29
"146","2009-01-08",7.29
"147","2009-01-09",7.25
"148","2009-01-12",7.24
"149","2009-01-13",7.22
"150","2009-01-14",7.03
"151","2009-01-15",6.9
"152","2009-01-16",6.74
"153","2009-01-20",6.06
"154","2009-01-21",6.35
"155","2009-01-22",6.25
"156","2009-01-23",6.08
"157","2009-01-26",6.1
"158","2009-01-27",6.1
"159","2009-01-28",6.12
"160","2009-01-29",5.99
"161","2009-01-30",6.35
"162","2009-02-02",6.5
"163","2009-02-03",6.43
"164","2009-02-04",6
"165","2009-02-05",6.42
"166","2009-02-06",7.27
"167","2009-02-09",7.21
"168","2009-02-10",6.96
"169","2009-02-11",7.12
"170","2009-02-12",7.04
"171","2009-02-13",6.93
"172","2009-02-17",6.63
"173","2009-02-18",6.58
"174","2009-02-19",6.72
"175","2009-02-20",6.72
"176","2009-02-23",6.51
"177","2009-02-24",7.08
"178","2009-02-25",6.79
"179","2009-02-26",6.75
"180","2009-02-27",6.78
"181","2009-03-02",6.54
"182","2009-03-03",6.41
"183","2009-03-04",6.79
"184","2009-03-05",6.35
"185","2009-03-06",6.51
"186","2009-03-09",6.2
"187","2009-03-10",6.49
"188","2009-03-11",6.62
"189","2009-03-12",7.3
"190","2009-03-13",7.16
"191","2009-03-16",7.02
"192","2009-03-17",7.03
"193","2009-03-18",7.28
"194","2009-03-19",6.99
"195","2009-03-20",6.74
"196","2009-03-23",7.55
"197","2009-03-24",7.64
"198","2009-03-25",8.13
"199","2009-03-26",8.45
"200","2009-03-27",8.02
"201","2009-03-30",7.4
"202","2009-03-31",7.74
"203","2009-04-01",8
"204","2009-04-02",8.06
"205","2009-04-03",8.11
"206","2009-04-06",8.15
"207","2009-04-07",8.06
"208","2009-04-08",8.12
"209","2009-04-09",8.12
"210","2009-04-13",8.19
"211","2009-04-14",7.99
"212","2009-04-15",7.24
"213","2009-04-16",7.38
"214","2009-04-17",7.67
"215","2009-04-20",7.25
"216","2009-04-21",7.5
"217","2009-04-22",7.38
"218","2009-04-23",7.52
"219","2009-04-24",7.53
"220","2009-04-27",7.49
"221","2009-04-28",7.56
"222","2009-04-29",7.7
"223","2009-04-30",7.5
"224","2009-05-01",7.89
"225","2009-05-04",7.81
"226","2009-05-05",7.81
"227","2009-05-06",7.84
"228","2009-05-07",7.98
"229","2009-05-08",8.17
"230","2009-05-11",8.07
"231","2009-05-12",7.94
"232","2009-05-13",7.99
"233","2009-05-14",8.03
"234","2009-05-15",7.99
"235","2009-05-18",8.13
"236","2009-05-19",8.5
"237","2009-05-20",8.67
"238","2009-05-21",8.88
"239","2009-05-22",8.77
"240","2009-05-26",8.75
"241","2009-05-27",8.6
"242","2009-05-28",8.98
"243","2009-05-29",9.58
"244","2009-06-01",9.7
"245","2009-06-02",9.61
"246","2009-06-03",9.54
"247","2009-06-04",9.45
"248","2009-06-05",9.31
"249","2009-06-08",9.09
"250","2009-06-09",9.18
"251","2009-06-10",9.03
"252","2009-06-11",8.98
"253","2009-06-12",9.09
"254","2009-06-15",9.41
"255","2009-06-16",9.26
"256","2009-06-17",9.48
"257","2009-06-18",9.53
"258","2009-06-19",9.51
"259","2009-06-22",9.13
"260","2009-06-23",9.26
"261","2009-06-24",9.35
"262","2009-06-25",9.5
"263","2009-06-26",10.92
"264","2009-06-29",10.03
"265","2009-06-30",10.04
"266","2009-07-01",10.08
"267","2009-07-02",9.93
"268","2009-07-06",10.03
"269","2009-07-07",9.94
"270","2009-07-08",9.39
"271","2009-07-09",9.85
"272","2009-07-10",9.74
"273","2009-07-13",9.95
"274","2009-07-14",9.88
"275","2009-07-15",9.41
"276","2009-07-16",9.86
"277","2009-07-17",9.88
"278","2009-07-20",9.75
"279","2009-07-21",9.63
"280","2009-07-22",9.65
"281","2009-07-23",9.83
"282","2009-07-24",9.96
"283","2009-07-27",9.8
"284","2009-07-28",9.89
"285","2009-07-29",10.09
"286","2009-07-30",10.37
"287","2009-07-31",10.35
"288","2009-08-03",10.25
"289","2009-08-04",10.54
"290","2009-08-05",10.41
"291","2009-08-06",10.12
"292","2009-08-07",10.42
"293","2009-08-10",10.35
"294","2009-08-11",10.17
"295","2009-08-12",10.52
"296","2009-08-13",10.83
"297","2009-08-14",10.27
"298","2009-08-17",10.11
"299","2009-08-18",10.25
"300","2009-08-19",10.03
"301","2009-08-20",10.39
"302","2009-08-21",10.97
"303","2009-08-24",10.78
"304","2009-08-25",10.75
"305","2009-08-26",10.7
"306","2009-08-27",10.63
"307","2009-08-28",10.44
"308","2009-08-31",10.29
"309","2009-09-01",9.96
"310","2009-09-02",9.89
"311","2009-09-03",9.54
"312","2009-09-04",9.79
"313","2009-09-08",9.68
"314","2009-09-09",9.88
"315","2009-09-10",10.09
"316","2009-09-11",10.3
"317","2009-09-14",10.45
"318","2009-09-15",10.58
"319","2009-09-16",10.99
"320","2009-09-17",11.04
"321","2009-09-18",11.05
"322","2009-09-21",11.17
"323","2009-09-22",11.02
"324","2009-09-23",10.69
"325","2009-09-24",10.81
"326","2009-09-25",10.79
"327","2009-09-28",10.98
"328","2009-09-29",10.68
"329","2009-09-30",10.93
"330","2009-10-01",10.53
"331","2009-10-02",10.49
"332","2009-10-05",10.45
"333","2009-10-06",10.48
"334","2009-10-07",10.5
"335","2009-10-08",10.63
"336","2009-10-09",10.7
"337","2009-10-12",10.52
"338","2009-10-13",10.55
"339","2009-10-14",10.55
"340","2009-10-15",10.68
"341","2009-10-16",10.7
"342","2009-10-19",10.67
"343","2009-10-20",10.69
"344","2009-10-21",10.21
"345","2009-10-22",10.5
"346","2009-10-23",10.33
"347","2009-10-26",9.91
"348","2009-10-27",10.12
"349","2009-10-28",9.77
"350","2009-10-29",10.31
"351","2009-10-30",9.83
"352","2009-11-02",9.95
"353","2009-11-03",9.79
"354","2009-11-04",9.5
"355","2009-11-05",9.79
"356","2009-11-06",9.92
"357","2009-11-09",10.19
"358","2009-11-10",10.12
"359","2009-11-11",9.92
"360","2009-11-12",9.64
"361","2009-11-13",9.97
"362","2009-11-16",10.16
"363","2009-11-17",10.15
"364","2009-11-18",10.01
"365","2009-11-19",9.88
"366","2009-11-20",9.89
"367","2009-11-23",10.15
"368","2009-11-24",9.94
"369","2009-11-25",9.87
"370","2009-11-27",9.75
"371","2009-11-30",9.77
"372","2009-12-01",9.76
"373","2009-12-02",9.8
"374","2009-12-03",9.79
"375","2009-12-04",10.03
"376","2009-12-07",10.14
"377","2009-12-08",9.93
"378","2009-12-09",9.92
"379","2009-12-10",9.91
"380","2009-12-11",10.2
"381","2009-12-14",10.24
"382","2009-12-15",10.13
"383","2009-12-16",10.23
"384","2009-12-17",10.25
"385","2009-12-18",10.29
"386","2009-12-21",10.43
"387","2009-12-22",10.53
"388","2009-12-23",10.76
"389","2009-12-24",10.82
"390","2009-12-28",10.71
"391","2009-12-29",10.95
"392","2009-12-30",10.81
"393","2009-12-31",10.74
"394","2010-01-04",11.09
"395","2010-01-05",11.16
"396","2010-01-06",11.26
"397","2010-01-07",11.25
"398","2010-01-08",11.76
"399","2010-01-11",11.59
"400","2010-01-12",11.28
"401","2010-01-13",11.36
"402","2010-01-14",11.64
"403","2010-01-15",11.65
"404","2010-01-19",11.84
"405","2010-01-20",11.79
"406","2010-01-21",11.74
"407","2010-01-22",11.14
"408","2010-01-25",11.15
"409","2010-01-26",11.06
"410","2010-01-27",11.1
"411","2010-01-28",11.03
"412","2010-01-29",10.95
"413","2010-02-01",10.97
"414","2010-02-02",10.95
"415","2010-02-03",10.88
"416","2010-02-04",10.64
"417","2010-02-05",10.59
"418","2010-02-08",10.55
"419","2010-02-09",10.6
"420","2010-02-10",10.71
"421","2010-02-11",10.83
"422","2010-02-12",10.71
"423","2010-02-16",10.99
"424","2010-02-17",11.11
"425","2010-02-18",11.12
"426","2010-02-19",11.18
"427","2010-02-22",11.11
"428","2010-02-23",11.12
"429","2010-02-24",11.21
"430","2010-02-25",11.24
"431","2010-02-26",11.33
"432","2010-03-01",11.1
"433","2010-03-02",11.1
"434","2010-03-03",11
"435","2010-03-04",11.08
"436","2010-03-05",11.42
"437","2010-03-08",11.81
"438","2010-03-09",11.82
"439","2010-03-10",12
"440","2010-03-11",12.05
"441","2010-03-12",12.02
"442","2010-03-15",11.99
"443","2010-03-16",11.7
"444","2010-03-17",11.74
"445","2010-03-18",11.64
"446","2010-03-19",11.5
"447","2010-03-22",11.57
"448","2010-03-23",11.48
"449","2010-03-24",11.41
"450","2010-03-25",11.3
"451","2010-03-26",11.63
"452","2010-03-29",11.51
"453","2010-03-30",11.63
"454","2010-03-31",11.61
"455","2010-04-01",11.96
"456","2010-04-05",12.12
"457","2010-04-06",12.12
"458","2010-04-07",12.09
"459","2010-04-08",12.11
"460","2010-04-09",12.14
"461","2010-04-12",12.24
"462","2010-04-13",12.77
"463","2010-04-14",13.09
"464","2010-04-15",13.24
"465","2010-04-16",12.79
"466","2010-04-19",12.7
"467","2010-04-20",12.59
"468","2010-04-21",12.7
"469","2010-04-22",12.95
"470","2010-04-23",13.27
"471","2010-04-26",13.07
"472","2010-04-27",12.9
"473","2010-04-28",12.8
"474","2010-04-29",12.93
"475","2010-04-30",12.75
"476","2010-05-03",13.19
"477","2010-05-04",12.93
"478","2010-05-05",12.73
"479","2010-05-06",11.99
"480","2010-05-07",12.05
"481","2010-05-10",12.83
"482","2010-05-11",12.95
"483","2010-05-12",13.45
"484","2010-05-13",13.5
"485","2010-05-14",12.81
"486","2010-05-17",12.92
"487","2010-05-18",12.09
"488","2010-05-19",12.05
"489","2010-05-20",11.38
"490","2010-05-21",11.35
"491","2010-05-24",11.25
"492","2010-05-25",10.97
"493","2010-05-26",11.42
"494","2010-05-27",11.89
"495","2010-05-28",11.41
"496","2010-06-01",11.15
"497","2010-06-02",11.52
"498","2010-06-03",11.87
"499","2010-06-04",11.29
"500","2010-06-07",11.15
"501","2010-06-08",11.18
"502","2010-06-09",11.13
"503","2010-06-10",11.24
"504","2010-06-11",11.81
"505","2010-06-14",11.8
"506","2010-06-15",12.1
"507","2010-06-16",11.5
"508","2010-06-17",11.55
"509","2010-06-18",11.52
"510","2010-06-21",11.68
"511","2010-06-22",11.53
"512","2010-06-23",11.67
"513","2010-06-24",11.4
"514","2010-06-25",11.74
"515","2010-06-28",11.64
"516","2010-06-29",11.2
"517","2010-06-30",11.03
"518","2010-07-01",10.84
"519","2010-07-02",10.78
"520","2010-07-06",10.54
"521","2010-07-07",10.73
"522","2010-07-08",11.12
"523","2010-07-09",11.15
"524","2010-07-12",10.99
"525","2010-07-13",11.19
"526","2010-07-14",11.05
"527","2010-07-15",10.95
"528","2010-07-16",10.6
"529","2010-07-19",10.68
"530","2010-07-20",10.79
"531","2010-07-21",10.63
"532","2010-07-22",10.96
"533","2010-07-23",11.1
"534","2010-07-26",10.9
"535","2010-07-27",10.74
"536","2010-07-28",10.67
"537","2010-07-29",10.88
"538","2010-07-30",10.86
"539","2010-08-02",10.85
"540","2010-08-03",10.76
"541","2010-08-04",10.98
"542","2010-08-05",10.42
"543","2010-08-06",10.32
"544","2010-08-09",10.63
"545","2010-08-10",10.55
"546","2010-08-11",10.15
"547","2010-08-12",10.04
"548","2010-08-13",10.17
"549","2010-08-16",10.27
"550","2010-08-17",10.43
"551","2010-08-18",10.25
"552","2010-08-19",10.04
"553","2010-08-20",10.06
"554","2010-08-23",10.05
"555","2010-08-24",9.91
"556","2010-08-25",9.99
"557","2010-08-26",9.99
"558","2010-08-27",10.23
"559","2010-08-30",9.93
"560","2010-08-31",9.86
"561","2010-09-01",10.1
"562","2010-09-02",10.31
"563","2010-09-03",10.45
"564","2010-09-07",10.2
"565","2010-09-08",10.18
"566","2010-09-09",10.37
"567","2010-09-10",10.3
"568","2010-09-13",10.48
"569","2010-09-14",10.44
"570","2010-09-15",10.52
"571","2010-09-16",10.62
"572","2010-09-17",10.57
"573","2010-09-20",10.86
"574","2010-09-21",10.82
"575","2010-09-22",10.64
"576","2010-09-23",10.57
"577","2010-09-24",10.85
"578","2010-09-27",10.99
"579","2010-09-28",10.93
"580","2010-09-29",11.17
"581","2010-09-30",11.14
"582","2010-10-01",11.3
"583","2010-10-04",10.98
"584","2010-10-05",11.25
"585","2010-10-06",11.23
"586","2010-10-07",11.05
"587","2010-10-08",11.28
"588","2010-10-11",11.41
"589","2010-10-12",11.47
"590","2010-10-13",11.5
"591","2010-10-14",11.52
"592","2010-10-15",11.35
"593","2010-10-18",11.55
"594","2010-10-19",11.28
"595","2010-10-20",11.49
"596","2010-10-21",11.4
"597","2010-10-22",11.53
"598","2010-10-25",11.61
"599","2010-10-26",11.67
"600","2010-10-27",11.68
"601","2010-10-28",11.69
"602","2010-10-29",11.8
"603","2010-11-01",11.74
"604","2010-11-02",11.86
"605","2010-11-03",11.87
"606","2010-11-04",12
"607","2010-11-05",12.04
"608","2010-11-08",12.12
"609","2010-11-09",12.13
"610","2010-11-10",11.96
"611","2010-11-11",11.89
"612","2010-11-12",11.64
"613","2010-11-15",11.69
"614","2010-11-16",11.27
"615","2010-11-17",11.39
"616","2010-11-18",11.55
"617","2010-11-19",11.69
"618","2010-11-22",11.83
"619","2010-11-23",11.67
"620","2010-11-24",11.82
"621","2010-11-26",11.83
"622","2010-11-29",11.58
"623","2010-11-30",11.53
"624","2010-12-01",11.65
"625","2010-12-02",11.22
"626","2010-12-03",11.46
"627","2010-12-06",11.57
"628","2010-12-07",11.66
"629","2010-12-08",11.78
"630","2010-12-09",11.66
"631","2010-12-10",11.78
"632","2010-12-13",11.64
"633","2010-12-14",11.7
"634","2010-12-15",11.68
"635","2010-12-16",11.58
"636","2010-12-17",11.79
"637","2010-12-20",11.91
"638","2010-12-21",11.99
"639","2010-12-22",12.01
"640","2010-12-23",11.96
"641","2010-12-27",12.01
"642","2010-12-28",12.13
"643","2010-12-29",12.24
"644","2010-12-30",12.29
"645","2010-12-31",12.14
"646","2011-01-03",12.14
"647","2011-01-04",11.94
"648","2011-01-05",12.07
"649","2011-01-06",12.1
"650","2011-01-07",12.16
"651","2011-01-10",12.17
"652","2011-01-11",12.23
"653","2011-01-12",12.35
"654","2011-01-13",12.45
"655","2011-01-14",12.54
"656","2011-01-18",12.53
"657","2011-01-19",12.3
"658","2011-01-20",12.21
"659","2011-01-21",12.5
"660","2011-01-24",12.53
"661","2011-01-25",12.54
"662","2011-01-26",13.19
"663","2011-01-27",13.53
"664","2011-01-28",13.02
"665","2011-01-31",13.18
"666","2011-02-01",12.85
"667","2011-02-02",13.07
"668","2011-02-03",13.14
"669","2011-02-04",13.22
"670","2011-02-07",13.21
"671","2011-02-08",13.22
"672","2011-02-09",13.22
"673","2011-02-10",13.16
"674","2011-02-11",13.42
"675","2011-02-14",13.43
"676","2011-02-15",13.62
"677","2011-02-16",13.67
"678","2011-02-17",13.9
"679","2011-02-18",13.95
"680","2011-02-22",13.59
"681","2011-02-23",13.47
"682","2011-02-24",13.84
"683","2011-02-25",13.7
"684","2011-02-28",13.77
"685","2011-03-01",13.57
"686","2011-03-02",13.49
"687","2011-03-03",13.69
"688","2011-03-04",13.62
"689","2011-03-07",13.41
"690","2011-03-08",13.51
"691","2011-03-09",13.33
"692","2011-03-10",13.07
"693","2011-03-11",13.1
"694","2011-03-14",13.06
"695","2011-03-15",13
"696","2011-03-16",12.9
"697","2011-03-17",12.97
"698","2011-03-18",13.14
"699","2011-03-21",13.44
"700","2011-03-22",13.3
"701","2011-03-23",13.31
"702","2011-03-24",13.38
"703","2011-03-25",13.35
"704","2011-03-28",13.37
"705","2011-03-29",13.45
"706","2011-03-30",13.35
"707","2011-03-31",13.35
"708","2011-04-01",13.3
"709","2011-04-04",13.22
"710","2011-04-05",13.26
"711","2011-04-06",13.42
"712","2011-04-07",13.16
"713","2011-04-08",13.03
"714","2011-04-11",13.03
"715","2011-04-12",12.95
"716","2011-04-13",13.18
"717","2011-04-14",13.09
"718","2011-04-15",13.18
"719","2011-04-18",13.1
"720","2011-04-19",13.1
"721","2011-04-20",13.26
"722","2011-04-21",13.31
"723","2011-04-25",13.32
"724","2011-04-26",13.31
"725","2011-04-27",13.26
"726","2011-04-28",13.2
"727","2011-04-29",13.33
"728","2011-05-02",13.1
"729","2011-05-03",12.89
"730","2011-05-04",12.79
"731","2011-05-05",12.59
"732","2011-05-06",12.26
"733","2011-05-09",12.38
"734","2011-05-10",12.62
"735","2011-05-11",12.53
"736","2011-05-12",12.62
"737","2011-05-13",12.48
"738","2011-05-16",12.25
"739","2011-05-17",12.07
"740","2011-05-18",12.43
"741","2011-05-19",12.48
"742","2011-05-20",12.42
"743","2011-05-23",12.24
"744","2011-05-24",12.24
"745","2011-05-25",12.37
"746","2011-05-26",12.41
"747","2011-05-27",12.26
"748","2011-05-31",12.33
"749","2011-06-01",12.07
"750","2011-06-02",12.07
"751","2011-06-03",12.06
"752","2011-06-06",11.99
"753","2011-06-07",11.99
"754","2011-06-08",11.66
"755","2011-06-09",11.89
"756","2011-06-10",11.55
"757","2011-06-13",11.51
"758","2011-06-14",11.78
"759","2011-06-15",11.74
"760","2011-06-16",11.81
"761","2011-06-17",11.83
"762","2011-06-20",11.9
"763","2011-06-21",11.65
"764","2011-06-22",11.71
"765","2011-06-23",11.68
"766","2011-06-24",11.59
"767","2011-06-27",11.66
"768","2011-06-28",11.72
"769","2011-06-29",11.58
"770","2011-06-30",11.6
"771","2011-07-01",11.74
"772","2011-07-05",11.68
"773","2011-07-06",11.73
"774","2011-07-07",11.79
"775","2011-07-08",11.82
"776","2011-07-11",11.56
"777","2011-07-12",11.63
"778","2011-07-13",11.75
"779","2011-07-14",11.8
"780","2011-07-15",11.73
"781","2011-07-18",11.46
"782","2011-07-19",11.24
"783","2011-07-20",11.26
"784","2011-07-21",11.58
"785","2011-07-22",11.62
"786","2011-07-25",11.51
"787","2011-07-26",11.52
"788","2011-07-27",11.19
"789","2011-07-28",10.74
"790","2011-07-29",10.52
"791","2011-08-01",10.74
"792","2011-08-02",10.36
"793","2011-08-03",10.44
"794","2011-08-04",9.95
"795","2011-08-05",9.51
"796","2011-08-08",8.53
"797","2011-08-09",9.14
"798","2011-08-10",8.64
"799","2011-08-11",9.12
"800","2011-08-12",9.57
"801","2011-08-15",9.88
"802","2011-08-16",9.92
"803","2011-08-17",9.98
"804","2011-08-18",9.43
"805","2011-08-19",9.2
"806","2011-08-22",9.21
"807","2011-08-23",9.57
"808","2011-08-24",9.71
"809","2011-08-25",9.54
"810","2011-08-26",9.68
"811","2011-08-29",10.03
"812","2011-08-30",9.91
"813","2011-08-31",9.91
"814","2011-09-01",9.64
"815","2011-09-02",9.32
"816","2011-09-06",9.28
"817","2011-09-07",9.66
"818","2011-09-08",9.39
"819","2011-09-09",9.16
"820","2011-09-12",9.29
"821","2011-09-13",9.46
"822","2011-09-14",9.51
"823","2011-09-15",9.57
"824","2011-09-16",9.65
"825","2011-09-19",9.61
"826","2011-09-20",9.62
"827","2011-09-21",9.26
"828","2011-09-22",9.23
"829","2011-09-23",9.23
"830","2011-09-26",9.47
"831","2011-09-27",9.58
"832","2011-09-28",9.25
"833","2011-09-29",9.59
"834","2011-09-30",9.32
"835","2011-10-03",8.99
"836","2011-10-04",9.22
"837","2011-10-05",9.27
"838","2011-10-06",9.51
"839","2011-10-07",9.28
"840","2011-10-10",9.66
"841","2011-10-11",9.68
"842","2011-10-12",9.76
"843","2011-10-13",9.59
"844","2011-10-14",9.79
"845","2011-10-17",9.57
"846","2011-10-18",9.86
"847","2011-10-19",9.77
"848","2011-10-20",9.57
"849","2011-10-21",9.59
"850","2011-10-24",9.83
"851","2011-10-25",9.63
"852","2011-10-26",9.77
"853","2011-10-27",10
"854","2011-10-28",10.14
"855","2011-10-31",9.86
"856","2011-11-01",9.5
"857","2011-11-02",9.75
"858","2011-11-03",9.97
"859","2011-11-04",9.94
"860","2011-11-07",10.03
"861","2011-11-08",10.17
"862","2011-11-09",9.81
"863","2011-11-10",9.82
"864","2011-11-11",10.13
"865","2011-11-14",9.84
"866","2011-11-15",10.08
"867","2011-11-16",9.88
"868","2011-11-17",9.77
"869","2011-11-18",9.78
"870","2011-11-21",9.47
"871","2011-11-22",9.35
"872","2011-11-23",9.02
"873","2011-11-25",9.03
"874","2011-11-28",9.38
"875","2011-11-29",9.28
"876","2011-11-30",9.78
"877","2011-12-01",9.69
"878","2011-12-02",9.77
"879","2011-12-05",9.94
"880","2011-12-06",9.99
"881","2011-12-07",10.2
"882","2011-12-08",9.83
"883","2011-12-09",9.96
"884","2011-12-12",9.77
"885","2011-12-13",9.64
"886","2011-12-14",9.46
"887","2011-12-15",9.51
"888","2011-12-16",9.54
"889","2011-12-19",9.36
"890","2011-12-20",9.77
"891","2011-12-21",9.66
"892","2011-12-22",9.66
"893","2011-12-23",9.69
"894","2011-12-27",9.82
"895","2011-12-28",9.6
"896","2011-12-29",9.7
"897","2011-12-30",9.57
"898","2012-01-03",9.8
"899","2012-01-04",9.92
"900","2012-01-05",9.93
"901","2012-01-06",9.99
"902","2012-01-09",10.12
"903","2012-01-10",10.32
"904","2012-01-11",10.19
"905","2012-01-12",10.19
"906","2012-01-13",10.13
"907","2012-01-17",10.07
"908","2012-01-18",10.37
"909","2012-01-19",10.46
"910","2012-01-20",10.56
"911","2012-01-23",10.02
"912","2012-01-24",10.02
"913","2012-01-25",10.03
"914","2012-01-26",9.97
"915","2012-01-27",9.91
"916","2012-01-30",9.79
"917","2012-01-31",9.74
"918","2012-02-01",9.99
"919","2012-02-02",10.14
"920","2012-02-03",10.29
"921","2012-02-06",10.26
"922","2012-02-07",10.32
"923","2012-02-08",10.3
"924","2012-02-09",10.46
"925","2012-02-10",10.29
"926","2012-02-13",10.27
"927","2012-02-14",10.12
"928","2012-02-15",10.05
"929","2012-02-16",10.11
"930","2012-02-17",10.19
"931","2012-02-21",10.16
"932","2012-02-22",10.22
"933","2012-02-23",10.07
"934","2012-02-24",10.06
"935","2012-02-27",10.04
"936","2012-02-28",10.06
"937","2012-02-29",9.9
"938","2012-03-01",9.91
"939","2012-03-02",9.83
"940","2012-03-05",9.74
"941","2012-03-06",9.59
"942","2012-03-07",9.8
"943","2012-03-08",9.96
"944","2012-03-09",9.93
"945","2012-03-12",9.96
"946","2012-03-13",9.93
"947","2012-03-14",9.93
"948","2012-03-15",10
"949","2012-03-16",9.91
"950","2012-03-19",9.91
"951","2012-03-20",9.84
"952","2012-03-21",9.73
"953","2012-03-22",9.66
"954","2012-03-23",9.74
"955","2012-03-26",9.88
"956","2012-03-27",9.77
"957","2012-03-28",9.7
"958","2012-03-29",9.67
"959","2012-03-30",9.76
"960","2012-04-02",9.84
"961","2012-04-03",9.79
"962","2012-04-04",9.68
"963","2012-04-05",9.66
"964","2012-04-09",9.57
"965","2012-04-10",9.51
"966","2012-04-11",9.44
"967","2012-04-12",9.43
"968","2012-04-13",9.3
"969","2012-04-16",9.28
"970","2012-04-17",9.41
"971","2012-04-18",9.37
"972","2012-04-19",9.31
"973","2012-04-20",9.31
"974","2012-04-23",9.2
"975","2012-04-24",9.25
"976","2012-04-25",9.53
"977","2012-04-26",9.69
"978","2012-04-27",9.79
"979","2012-04-30",9.82
"980","2012-05-01",9.79
"981","2012-05-02",9.82
"982","2012-05-03",9.71
"983","2012-05-04",9.58
"984","2012-05-07",9.52
"985","2012-05-08",9.6
"986","2012-05-09",9.77
"987","2012-05-10",9.72
"988","2012-05-11",9.6
"989","2012-05-14",9.39
"990","2012-05-15",9.4
"991","2012-05-16",9.42
"992","2012-05-17",9.1
"993","2012-05-18",9.02
"994","2012-05-21",9.22
"995","2012-05-22",9.19
"996","2012-05-23",9.22
"997","2012-05-24",9.37
"998","2012-05-25",9.47
"999","2012-05-29",9.58
"1000","2012-05-30",9.41
