"","date","PFMT"
"458","2014-06-09",9.78
"459","2014-06-10",9.83
"460","2014-06-11",9.86
"461","2014-06-12",9.88
"462","2014-06-13",9.83
"463","2014-06-16",9.95
"464","2014-06-17",9.93
"465","2014-06-18",9.68
"466","2014-06-19",9.68
"467","2014-06-20",9.93
"468","2014-06-23",9.91
"469","2014-06-24",9.56
"470","2014-06-25",9.92
"471","2014-06-26",9.99
"472","2014-06-27",10
"473","2014-06-30",10.1
"474","2014-07-01",10.18
"475","2014-07-02",10.31
"476","2014-07-03",10.52
"477","2014-07-07",10.49
"478","2014-07-08",10.49
"479","2014-07-09",10.58
"480","2014-07-10",10.73
"481","2014-07-11",10.65
"482","2014-07-14",10.66
"483","2014-07-15",10.55
"484","2014-07-16",10.55
"485","2014-07-17",10.47
"486","2014-07-18",10.6
"487","2014-07-21",10.27
"488","2014-07-22",10.25
"489","2014-07-23",10.11
"490","2014-07-24",10.01
"491","2014-07-25",10.18
"492","2014-07-28",9.9
"493","2014-07-29",9.85
"494","2014-07-30",9.75
"495","2014-07-31",9.59
"496","2014-08-01",9.55
"497","2014-08-04",9.66
"498","2014-08-05",9.84
"499","2014-08-06",9.9
"500","2014-08-07",9.93
"501","2014-08-08",9.33
"502","2014-08-11",9.26
"503","2014-08-12",9.25
"504","2014-08-13",9.26
"505","2014-08-14",9.31
"506","2014-08-15",9.3
"507","2014-08-18",9.59
"508","2014-08-19",9.79
"509","2014-08-20",9.7
"510","2014-08-21",9.81
"511","2014-08-22",10.02
"512","2014-08-25",10.04
"513","2014-08-26",9.99
"514","2014-08-27",9.64
"515","2014-08-28",9.47
"516","2014-08-29",9.62
"517","2014-09-02",9.47
"518","2014-09-03",9.22
"519","2014-09-04",9.18
"520","2014-09-05",9.2
"521","2014-09-08",9.14
"522","2014-09-09",8.99
"523","2014-09-10",9.1
"524","2014-09-11",9.12
"525","2014-09-12",9.13
"526","2014-09-15",9.11
"527","2014-09-16",9.12
"528","2014-09-17",9.03
"529","2014-09-18",9
"530","2014-09-19",8.84
"531","2014-09-22",8.66
"532","2014-09-23",8.5
"533","2014-09-24",8.63
"534","2014-09-25",8.43
"535","2014-09-26",8.46
"536","2014-09-29",8.4
"537","2014-09-30",8.08
"538","2014-10-01",8.08
"539","2014-10-02",8.17
"540","2014-10-03",8.09
"541","2014-10-06",8.04
"542","2014-10-07",8
"543","2014-10-08",8.08
"544","2014-10-09",7.82
"545","2014-10-10",7.72
"546","2014-10-13",7.73
"547","2014-10-14",7.86
"548","2014-10-15",8.02
"549","2014-10-16",8
"550","2014-10-17",8.02
"551","2014-10-20",8.09
"552","2014-10-21",8.29
"553","2014-10-22",8.13
"554","2014-10-23",8.2
"555","2014-10-24",8.33
"556","2014-10-27",8.07
"557","2014-10-28",8.53
"558","2014-10-29",8.59
"559","2014-10-30",8.63
"560","2014-10-31",8.63
"561","2014-11-03",8.62
"562","2014-11-04",8.59
"563","2014-11-05",8.54
"564","2014-11-06",8.65
"565","2014-11-07",7.04
"566","2014-11-10",6.74
"567","2014-11-11",6.85
"568","2014-11-12",6.92
"569","2014-11-13",6.85
"570","2014-11-14",6.85
"571","2014-11-17",6.92
"572","2014-11-18",7
"573","2014-11-19",6.96
"574","2014-11-20",7
"575","2014-11-21",6.99
"576","2014-11-24",7.04
"577","2014-11-25",7.03
"578","2014-11-26",6.99
"579","2014-11-28",6.8
"580","2014-12-01",6.21
"581","2014-12-02",6.26
"582","2014-12-03",6.55
"583","2014-12-04",6.31
"584","2014-12-05",6.48
"585","2014-12-08",6.39
"586","2014-12-09",6.47
"587","2014-12-10",6.25
"588","2014-12-11",6.28
"589","2014-12-12",6.19
"590","2014-12-15",6.1
"591","2014-12-16",6.17
"592","2014-12-17",6.38
"593","2014-12-18",6.51
"594","2014-12-19",6.68
"595","2014-12-22",6.62
"596","2014-12-23",6.8
"597","2014-12-24",6.85
"598","2014-12-26",6.93
"599","2014-12-29",6.95
"600","2014-12-30",6.71
"601","2014-12-31",6.65
"602","2015-01-02",6.58
"603","2015-01-05",6.26
"604","2015-01-06",6.11
"605","2015-01-07",6.2
"606","2015-01-08",6.37
"607","2015-01-09",6.23
"608","2015-01-12",6.01
"609","2015-01-13",5.97
"610","2015-01-14",5.85
"611","2015-01-15",5.73
"612","2015-01-16",5.8
"613","2015-01-20",5.61
"614","2015-01-21",5.64
"615","2015-01-22",5.84
"616","2015-01-23",5.9
"617","2015-01-26",5.91
"618","2015-01-27",5.9
"619","2015-01-28",5.86
"620","2015-01-29",4.21
"621","2015-01-30",4.96
"622","2015-02-02",5.05
"623","2015-02-03",5.1
"624","2015-02-04",5.17
"625","2015-02-05",5.4
"626","2015-02-06",5.4
"627","2015-02-09",5.34
"628","2015-02-10",5.8
"629","2015-02-11",5.88
"630","2015-02-12",6.04
"631","2015-02-13",6.02
"632","2015-02-17",6.01
"633","2015-02-18",6
"634","2015-02-19",6
"635","2015-02-20",5.93
"636","2015-02-23",6.02
"637","2015-02-24",6.06
"638","2015-02-25",6.03
"639","2015-02-26",6.1
"640","2015-02-27",5.25
"641","2015-03-02",4.75
"642","2015-03-03",4.39
"643","2015-03-04",4.15
"644","2015-03-05",4.25
"645","2015-03-06",4.23
"646","2015-03-09",4.25
"647","2015-03-10",4.07
"648","2015-03-11",3.88
"649","2015-03-12",3.9
"650","2015-03-13",3.76
"651","2015-03-16",3.63
"652","2015-03-17",3.57
"653","2015-03-18",3.59
"654","2015-03-19",3.6
"655","2015-03-20",3.59
"656","2015-03-23",3.62
"657","2015-03-24",3.68
"658","2015-03-25",3.54
"659","2015-03-26",3.37
"660","2015-03-27",3.34
"661","2015-03-30",3.41
"662","2015-03-31",3.4
"663","2015-04-01",3.39
"664","2015-04-02",3.4
"665","2015-04-06",3.41
"666","2015-04-07",3.57
"667","2015-04-08",3.44
"668","2015-04-09",3.46
"669","2015-04-10",3.4
"670","2015-04-13",3.41
"671","2015-04-14",3.35
"672","2015-04-15",3.38
"673","2015-04-16",3.29
"674","2015-04-17",3.12
"675","2015-04-20",3.11
"676","2015-04-21",3.15
"677","2015-04-22",3.21
"678","2015-04-23",3.26
"679","2015-04-24",3.22
"680","2015-04-27",3.1
"681","2015-04-28",3.1
"682","2015-04-29",3.05
"683","2015-04-30",2.97
"684","2015-05-01",2.92
"685","2015-05-04",2.9
"686","2015-05-05",2.82
"687","2015-05-06",2.79
"688","2015-05-07",2.88
"689","2015-05-08",2.89
"690","2015-05-11",2.86
"691","2015-05-12",2.8
"692","2015-05-13",2.81
"693","2015-05-14",2.84
"694","2015-05-15",2.68
"695","2015-05-18",2.69
"696","2015-05-19",2.98
"697","2015-05-20",2.96
"698","2015-05-21",3.07
"699","2015-05-22",2.95
"700","2015-05-26",2.78
"701","2015-05-27",2.81
"702","2015-05-28",2.85
"703","2015-05-29",3.04
"704","2015-06-01",3.02
"705","2015-06-02",3.15
"706","2015-06-03",3.12
"707","2015-06-04",3
"708","2015-06-05",3.09
"709","2015-06-08",3
"710","2015-06-09",3.1
"711","2015-06-10",3.11
"712","2015-06-11",3.12
"713","2015-06-12",3.23
"714","2015-06-15",2.99
"715","2015-06-16",3.05
"716","2015-06-17",3.04
"717","2015-06-18",3.23
"718","2015-06-19",3.28
"719","2015-06-22",3.36
"720","2015-06-23",3.39
"721","2015-06-24",3.3
"722","2015-06-25",3.33
"723","2015-06-26",3.4
"724","2015-06-29",3.3
"725","2015-06-30",3.24
"726","2015-07-01",3.13
"727","2015-07-02",3.11
"728","2015-07-06",3.04
"729","2015-07-07",3.09
"730","2015-07-08",3.07
"731","2015-07-09",3.07
"732","2015-07-10",3.15
"733","2015-07-13",3.1
"734","2015-07-14",3.2
"735","2015-07-15",3.16
"736","2015-07-16",3.16
"737","2015-07-17",3.25
"738","2015-07-20",3.18
"739","2015-07-21",3.13
"740","2015-07-22",3.15
"741","2015-07-23",3.11
"742","2015-07-24",3.04
"743","2015-07-27",3.01
"744","2015-07-28",2.98
"745","2015-07-29",2.99
"746","2015-07-30",3.02
"747","2015-07-31",3.13
"748","2015-08-03",3.03
"749","2015-08-04",3.05
"750","2015-08-05",3.02
"751","2015-08-06",3.09
"752","2015-08-07",3.05
"753","2015-08-10",3.07
"754","2015-08-11",2.97
"755","2015-08-12",3.07
"756","2015-08-13",2.97
"757","2015-08-14",2.82
"758","2015-08-17",2.8
"759","2015-08-18",2.83
"760","2015-08-19",2.82
"761","2015-08-20",2.74
"762","2015-08-21",2.62
"763","2015-08-24",2.39
"764","2015-08-25",2.46
"765","2015-08-26",2.56
"766","2015-08-27",2.71
"767","2015-08-28",2.68
"768","2015-08-31",2.6
"769","2015-09-01",2.47
"770","2015-09-02",2.54
"771","2015-09-03",2.72
"772","2015-09-04",2.76
"773","2015-09-08",2.9
"774","2015-09-09",3.32
"775","2015-09-10",3.12
"776","2015-09-11",3.17
"777","2015-09-14",3.11
"778","2015-09-15",3.18
"779","2015-09-16",3.11
"780","2015-09-17",2.99
"781","2015-09-18",2.8
"782","2015-09-21",2.72
"783","2015-09-22",2.71
"784","2015-09-23",2.59
"785","2015-09-24",2.59
"786","2015-09-25",2.53
"787","2015-09-28",2.35
"788","2015-09-29",2.4
"789","2015-09-30",2.42
"790","2015-10-01",2.35
"791","2015-10-02",2.43
"792","2015-10-05",2.55
"793","2015-10-06",3.02
"794","2015-10-07",3.07
"795","2015-10-08",3.11
"796","2015-10-09",3.11
"797","2015-10-12",3.11
"798","2015-10-13",3.1
"799","2015-10-14",2.97
"800","2015-10-15",2.98
"801","2015-10-16",3.08
"802","2015-10-19",3.04
"803","2015-10-20",3
"804","2015-10-21",2.87
"805","2015-10-22",2.72
"806","2015-10-23",2.66
"807","2015-10-26",2.5
"808","2015-10-27",2.27
"809","2015-10-28",2.37
"810","2015-10-29",2.26
"811","2015-10-30",2.31
"812","2015-11-02",2.48
"813","2015-11-03",2.32
"814","2015-11-04",2.28
"815","2015-11-05",2.3
"816","2015-11-06",2.39
"817","2015-11-09",2.29
"818","2015-11-10",2.17
"819","2015-11-11",2.15
"820","2015-11-12",2.06
"821","2015-11-13",2.04
"822","2015-11-16",2.03
"823","2015-11-17",1.98
"824","2015-11-18",1.97
"825","2015-11-19",1.99
"826","2015-11-20",2
"827","2015-11-23",1.94
"828","2015-11-24",1.97
"829","2015-11-25",1.96
"830","2015-11-27",1.97
"831","2015-11-30",1.98
"832","2015-12-01",1.98
"833","2015-12-02",1.94
"834","2015-12-03",1.97
"835","2015-12-04",2.02
"836","2015-12-07",1.95
"837","2015-12-08",1.95
"838","2015-12-09",1.96
"839","2015-12-10",1.94
"840","2015-12-11",1.96
"841","2015-12-14",1.97
"842","2015-12-15",2.02
"843","2015-12-16",2.06
"844","2015-12-17",2.04
"845","2015-12-18",1.95
"846","2015-12-21",1.93
"847","2015-12-22",1.92
"848","2015-12-23",1.9
"849","2015-12-24",1.91
"850","2015-12-28",1.87
"851","2015-12-29",1.8
"852","2015-12-30",1.69
"853","2015-12-31",1.79
"854","2016-01-04",1.85
"855","2016-01-05",1.93
"856","2016-01-06",1.94
"857","2016-01-07",1.92
"858","2016-01-08",1.91
"859","2016-01-11",1.85
"860","2016-01-12",1.9
"861","2016-01-13",1.83
"862","2016-01-14",1.86
"863","2016-01-15",1.8
"864","2016-01-19",1.76
"865","2016-01-20",1.7
"866","2016-01-21",1.7
"867","2016-01-22",1.73
"868","2016-01-25",1.67
"869","2016-01-26",1.67
"870","2016-01-27",1.69
"871","2016-01-28",1.68
"872","2016-01-29",1.71
"873","2016-02-01",1.69
"874","2016-02-02",1.68
"875","2016-02-03",1.73
"876","2016-02-04",1.73
"877","2016-02-05",1.72
"878","2016-02-08",1.64
"879","2016-02-09",1.64
"880","2016-02-10",1.64
"881","2016-02-11",1.64
"882","2016-02-12",1.64
"883","2016-02-16",1.69
"884","2016-02-17",1.73
"885","2016-02-18",1.74
"886","2016-02-19",1.71
"887","2016-02-22",1.74
"888","2016-02-23",1.71
"889","2016-02-24",1.7
"890","2016-02-25",1.62
"891","2016-02-26",1.75
"892","2016-02-29",1.65
"893","2016-03-01",1.7
"894","2016-03-02",1.75
"895","2016-03-03",1.73
"896","2016-03-04",1.74
"897","2016-03-07",1.74
"898","2016-03-08",1.74
"899","2016-03-09",1.75
"900","2016-03-10",1.76
"901","2016-03-11",1.85
"902","2016-03-14",1.91
"903","2016-03-15",1.82
"904","2016-03-16",1.79
"905","2016-03-17",1.7
"906","2016-03-18",1.6
"907","2016-03-21",1.63
"908","2016-03-22",1.6
"909","2016-03-23",1.6
"910","2016-03-24",1.64
"911","2016-03-28",1.72
"912","2016-03-29",1.7
"913","2016-03-30",1.7
"914","2016-03-31",1.7
"915","2016-04-01",1.68
"916","2016-04-04",1.71
"917","2016-04-05",1.74
"918","2016-04-06",1.7
"919","2016-04-07",1.73
"920","2016-04-08",1.77
"921","2016-04-11",1.69
"922","2016-04-12",1.8
"923","2016-04-13",1.82
"924","2016-04-14",1.8
"925","2016-04-15",1.81
"926","2016-04-18",1.77
"927","2016-04-19",1.8
"928","2016-04-20",1.8
"929","2016-04-21",1.8
"930","2016-04-22",1.77
"931","2016-04-25",1.75
"932","2016-04-26",1.73
"933","2016-04-27",1.75
"934","2016-04-28",1.8
"935","2016-04-29",1.79
"936","2016-05-02",1.77
"937","2016-05-03",1.75
"938","2016-05-04",1.74
"939","2016-05-05",1.7
"940","2016-05-06",1.69
"941","2016-05-09",1.62
"942","2016-05-10",1.6
"943","2016-05-11",1.57
"944","2016-05-12",1.55
"945","2016-05-13",1.63
"946","2016-05-16",1.59
"947","2016-05-17",1.66
"948","2016-05-18",1.63
"949","2016-05-19",1.66
"950","2016-05-20",1.62
"951","2016-05-23",1.62
"952","2016-05-24",1.63
"953","2016-05-25",1.71
"954","2016-05-26",1.74
"955","2016-05-27",1.73
"956","2016-05-31",1.77
"957","2016-06-01",1.81
"958","2016-06-02",1.81
"959","2016-06-03",1.82
"960","2016-06-06",1.78
"961","2016-06-07",1.76
"962","2016-06-08",1.73
"963","2016-06-09",1.66
"964","2016-06-10",1.64
"965","2016-06-13",1.65
"966","2016-06-14",1.65
"967","2016-06-15",1.65
"968","2016-06-16",1.62
"969","2016-06-17",1.63
"970","2016-06-20",1.61
"971","2016-06-21",1.61
"972","2016-06-22",1.62
"973","2016-06-23",1.68
"974","2016-06-24",1.65
"975","2016-06-27",1.61
"976","2016-06-28",1.61
"977","2016-06-29",1.7
"978","2016-06-30",1.62
"979","2016-07-01",1.62
"980","2016-07-05",1.77
"981","2016-07-06",1.67
"982","2016-07-07",1.67
"983","2016-07-08",1.59
"984","2016-07-11",1.64
"985","2016-07-12",1.66
"986","2016-07-13",1.74
"987","2016-07-14",1.79
"988","2016-07-15",1.87
"989","2016-07-18",2.03
"990","2016-07-19",2.17
"991","2016-07-20",2.27
"992","2016-07-21",2.24
"993","2016-07-22",2.17
"994","2016-07-25",2.22
"995","2016-07-26",2.16
"996","2016-07-27",2.06
"997","2016-07-28",2.04
"998","2016-07-29",2.1
"999","2016-08-01",2.12
"1000","2016-08-02",2.08
"1001","2016-08-03",1.97
