"","date","DOV"
"1","2007-01-03",32.712379
"2","2007-01-04",32.853149
"3","2007-01-05",32.444244
"4","2007-01-08",32.47776
"5","2007-01-09",32.638641
"6","2007-01-10",32.538094
"7","2007-01-11",32.799522
"8","2007-01-12",32.920181
"9","2007-01-16",32.692268
"10","2007-01-17",32.497871
"11","2007-01-18",32.464355
"12","2007-01-19",32.766006
"13","2007-01-22",32.370506
"14","2007-01-23",32.551498
"15","2007-01-24",32.61853
"16","2007-01-25",32.035339
"17","2007-01-26",31.820833
"18","2007-01-29",31.968306
"19","2007-01-30",32.169407
"20","2007-01-31",33.248646
"21","2007-02-01",33.932388
"22","2007-02-02",33.697773
"23","2007-02-05",33.939095
"24","2007-02-06",33.798325
"25","2007-02-07",33.992722
"26","2007-02-08",33.912281
"27","2007-02-09",33.677662
"28","2007-02-12",33.791618
"29","2007-02-13",33.791618
"30","2007-02-14",33.905575
"31","2007-02-15",33.811729
"32","2007-02-16",33.543594
"33","2007-02-20",33.925686
"34","2007-02-21",33.912281
"35","2007-02-22",33.483265
"36","2007-02-23",33.101173
"37","2007-02-26",32.859852
"38","2007-02-27",31.881163
"39","2007-02-28",32.035339
"40","2007-03-01",32.229736
"41","2007-03-02",31.626436
"42","2007-03-05",31.304674
"43","2007-03-06",31.639843
"44","2007-03-07",31.586216
"45","2007-03-08",31.988417
"46","2007-03-09",31.961603
"47","2007-03-12",32.303474
"48","2007-03-13",31.478962
"49","2007-03-14",31.706875
"50","2007-03-15",32.001823
"51","2007-03-16",31.840942
"52","2007-03-19",32.109077
"53","2007-03-20",32.142593
"54","2007-03-21",32.678864
"55","2007-03-22",32.645344
"56","2007-03-23",32.719082
"57","2007-03-26",32.698971
"58","2007-03-27",32.625237
"59","2007-03-28",32.410728
"60","2007-03-29",32.685566
"61","2007-03-30",32.719082
"62","2007-04-02",32.578312
"63","2007-04-03",32.900074
"64","2007-04-04",33.000622
"65","2007-04-05",32.946995
"66","2007-04-09",32.672157
"67","2007-04-10",32.437542
"68","2007-04-11",31.981712
"69","2007-04-12",32.263256
"70","2007-04-13",32.303474
"71","2007-04-16",32.772709
"72","2007-04-17",32.987217
"73","2007-04-18",32.833038
"74","2007-04-19",32.900074
"75","2007-04-20",33.483265
"76","2007-04-23",33.758102
"77","2007-04-24",33.603924
"78","2007-04-25",32.638641
"79","2007-04-26",32.853149
"80","2007-04-27",32.719082
"81","2007-04-30",32.25655
"82","2007-05-01",32.182816
"83","2007-05-02",32.551498
"84","2007-05-03",32.464355
"85","2007-05-04",32.404026
"86","2007-05-07",32.544796
"87","2007-05-08",32.698971
"88","2007-05-09",32.779411
"89","2007-05-10",32.11578
"90","2007-05-11",32.142593
"91","2007-05-14",32.249847
"92","2007-05-15",32.236443
"93","2007-05-16",32.343693
"94","2007-05-17",32.122482
"95","2007-05-18",32.504574
"96","2007-05-21",32.946995
"97","2007-05-22",33.134689
"98","2007-05-23",33.349197
"99","2007-05-24",33.034142
"100","2007-05-25",32.967106
"101","2007-05-29",32.772709
"102","2007-05-30",33.094471
"103","2007-05-31",33.550297
"104","2007-06-01",33.737991
"105","2007-06-04",33.617332
"106","2007-06-05",33.744698
"107","2007-06-06",33.208427
"108","2007-06-07",32.812931
"109","2007-06-08",33.563705
"110","2007-06-11",34.146896
"111","2007-06-12",33.945797
"112","2007-06-13",35.41383
"113","2007-06-14",35.66856
"114","2007-06-15",35.769108
"115","2007-06-18",35.286469
"116","2007-06-19",35.480865
"117","2007-06-20",35.206028
"118","2007-06-21",35.152401
"119","2007-06-22",34.730091
"120","2007-06-25",34.240746
"121","2007-06-26",34.301075
"122","2007-06-27",34.39492
"123","2007-06-28",34.187119
"124","2007-06-29",34.287666
"125","2007-07-02",34.99152
"126","2007-07-03",34.736794
"127","2007-07-05",34.582615
"128","2007-07-06",35.031742
"129","2007-07-09",35.165806
"130","2007-07-10",34.596024
"131","2007-07-11",34.884266
"132","2007-07-12",35.681965
"133","2007-07-13",35.681965
"134","2007-07-16",36.198124
