"","date","PPBI"
"72","2007-04-17",10.78
"73","2007-04-18",10.5
"74","2007-04-19",10.67
"75","2007-04-20",10.56
"76","2007-04-23",10.39
"77","2007-04-24",10.7
"78","2007-04-25",10.85
"79","2007-04-26",10.88
"80","2007-04-27",10.8
"81","2007-04-30",10.78
"82","2007-05-01",10.75
"83","2007-05-02",10.75
"84","2007-05-03",10.75
"85","2007-05-04",10.6
"86","2007-05-07",10.64
"87","2007-05-08",10.6
"88","2007-05-09",10.32
"89","2007-05-10",10.55
"90","2007-05-11",10.41
"91","2007-05-14",10.32
"92","2007-05-15",10.2
"93","2007-05-16",10.21
"94","2007-05-17",10.18
"95","2007-05-18",10.08
"96","2007-05-21",10.4
"97","2007-05-22",10.19
"98","2007-05-23",9.87
"99","2007-05-24",9.8
"100","2007-05-25",9.87
"101","2007-05-29",10.05
"102","2007-05-30",10.1
"103","2007-05-31",10.18
"104","2007-06-01",10.18
"105","2007-06-04",10.48
"106","2007-06-05",10.55
"107","2007-06-06",10.26
"108","2007-06-07",10.39
"109","2007-06-08",10.45
"110","2007-06-11",10.3
"111","2007-06-12",10.34
"112","2007-06-13",10.22
"113","2007-06-14",10.54
"114","2007-06-15",10.56
"115","2007-06-18",10.5
"116","2007-06-19",10.45
"117","2007-06-20",10.46
"118","2007-06-21",10.5
"119","2007-06-22",10.49
"120","2007-06-25",10.51
"121","2007-06-26",10.41
"122","2007-06-27",10.45
"123","2007-06-28",10.68
"124","2007-06-29",10.69
"125","2007-07-02",10.59
"126","2007-07-03",10.85
"127","2007-07-05",10.73
"128","2007-07-06",10.71
"129","2007-07-09",10.67
"130","2007-07-10",10.75
"131","2007-07-11",10.52
"132","2007-07-12",10.58
"133","2007-07-13",10.7
"134","2007-07-16",10.73
"135","2007-07-17",10.7
"136","2007-07-18",10.71
"137","2007-07-19",10.9
"138","2007-07-20",10.85
"139","2007-07-23",10.78
"140","2007-07-24",10.48
"141","2007-07-25",10.42
"142","2007-07-26",10.6
"143","2007-07-27",10.51
"144","2007-07-30",10.5
"145","2007-07-31",10.5
"146","2007-08-01",10.44
"147","2007-08-02",10.63
"148","2007-08-03",10.7
"149","2007-08-06",10.41
"150","2007-08-07",10.5
"151","2007-08-08",10.73
"152","2007-08-09",10.68
"153","2007-08-10",10.13
"154","2007-08-13",10.95
"155","2007-08-14",10.41
"156","2007-08-15",10.04
"157","2007-08-16",10.02
"158","2007-08-17",10.13
"159","2007-08-20",10.12
"160","2007-08-21",10.62
"161","2007-08-22",10.99
"162","2007-08-23",10.68
"163","2007-08-24",10.56
"164","2007-08-27",10.89
"165","2007-08-28",10.65
"166","2007-08-29",10.15
"167","2007-08-30",10.41
"168","2007-08-31",10.5
"169","2007-09-04",10.67
"170","2007-09-05",10.78
"171","2007-09-06",10.85
"172","2007-09-07",10.64
"173","2007-09-10",10.57
"174","2007-09-11",10.56
"175","2007-09-12",10.5
"176","2007-09-13",10.58
"177","2007-09-14",10.68
"178","2007-09-17",10.57
"179","2007-09-18",10.6
"180","2007-09-19",10.76
"181","2007-09-20",10.7
"182","2007-09-21",10.79
"183","2007-09-24",10.59
"184","2007-09-25",10.59
"185","2007-09-26",10.59
"186","2007-09-27",10.64
"187","2007-09-28",10.57
"188","2007-10-01",10.7
"189","2007-10-02",10.8
"190","2007-10-03",11.73
"191","2007-10-04",11.12
"192","2007-10-05",10.94
"193","2007-10-08",11.38
"194","2007-10-09",11.38
"195","2007-10-10",11
"196","2007-10-11",11
"197","2007-10-12",10.7
"198","2007-10-15",10.9
"199","2007-10-16",10.99
"200","2007-10-17",10.55
"201","2007-10-18",10.71
"202","2007-10-19",10.55
"203","2007-10-22",10.8
"204","2007-10-23",10.61
"205","2007-10-24",10.31
"206","2007-10-25",10.46
"207","2007-10-26",10.47
"208","2007-10-29",10.41
"209","2007-10-30",10.15
"210","2007-10-31",10.37
"211","2007-11-01",10.15
"212","2007-11-02",9.9
"213","2007-11-05",9.99
"214","2007-11-06",10.3
"215","2007-11-07",9.78
"216","2007-11-08",9.88
"217","2007-11-09",9.7
"218","2007-11-12",9.6
"219","2007-11-13",9.75
"220","2007-11-14",9.98
"221","2007-11-15",9.8
"222","2007-11-16",9.8
"223","2007-11-19",9.76
"224","2007-11-20",9.65
"225","2007-11-21",9.4
"226","2007-11-23",9.4
"227","2007-11-26",9.2
"228","2007-11-27",8.64
"229","2007-11-28",9.62
"230","2007-11-29",9.76
"231","2007-11-30",9.46
"232","2007-12-03",8.73
"233","2007-12-04",8.61
"234","2007-12-05",8.57
"235","2007-12-06",8.47
"236","2007-12-07",8.71
"237","2007-12-10",8.59
"238","2007-12-11",8.13
"239","2007-12-12",8.21
"240","2007-12-13",8.16
"241","2007-12-14",8.05
"242","2007-12-17",8.14
"243","2007-12-18",8.66
"244","2007-12-19",7.97
"245","2007-12-20",9.16
"246","2007-12-21",8.04
"247","2007-12-24",8.01
"248","2007-12-26",7.75
"249","2007-12-27",7.59
"250","2007-12-28",7.17
"251","2007-12-31",6.91
"252","2008-01-02",7.1
"253","2008-01-03",6.99
"254","2008-01-04",6.8
"255","2008-01-07",6.7
"256","2008-01-08",6.98
"257","2008-01-09",6.17
"258","2008-01-10",6.28
"259","2008-01-11",6.62
"260","2008-01-14",6.46
"261","2008-01-15",6.15
"262","2008-01-16",6.4
"263","2008-01-17",6.3
"264","2008-01-18",6.17
"265","2008-01-22",5.97
"266","2008-01-23",6.2
"267","2008-01-24",6.4
"268","2008-01-25",6.4
"269","2008-01-28",6.26
"270","2008-01-29",6.6
"271","2008-01-30",6.59
"272","2008-01-31",6.85
"273","2008-02-01",7
"274","2008-02-04",7.41
"275","2008-02-05",7.38
"276","2008-02-06",7.33
"277","2008-02-07",7.4
"278","2008-02-08",7.41
"279","2008-02-11",7.26
"280","2008-02-12",7.5
"281","2008-02-13",7.55
"282","2008-02-14",7.77
"283","2008-02-15",7.51
"284","2008-02-19",7.48
"285","2008-02-20",7.48
"286","2008-02-21",7.48
"287","2008-02-22",8.18
"288","2008-02-25",8.15
"289","2008-02-26",8.05
"290","2008-02-27",7.97
"291","2008-02-28",8.08
"292","2008-02-29",8.11
"293","2008-03-03",8.39
"294","2008-03-04",8.12
"295","2008-03-05",8.12
"296","2008-03-06",8.25
"297","2008-03-07",8.25
"298","2008-03-10",8.25
"299","2008-03-11",8.13
"300","2008-03-12",8.55
"301","2008-03-13",8.55
"302","2008-03-14",8.1
"303","2008-03-17",8
"304","2008-03-18",7.15
"305","2008-03-19",8.19
"306","2008-03-20",8
"307","2008-03-24",7.74
"308","2008-03-25",8.25
"309","2008-03-26",7.55
"310","2008-03-27",7.31
"311","2008-03-28",7.32
"312","2008-03-31",7.63
"313","2008-04-01",7.64
"314","2008-04-02",7.74
"315","2008-04-03",7.74
"316","2008-04-04",8
"317","2008-04-07",8.2
"318","2008-04-08",8.25
"319","2008-04-09",8.25
"320","2008-04-10",8.17
"321","2008-04-11",8.31
"322","2008-04-14",8.36
"323","2008-04-15",8.15
"324","2008-04-16",8.37
"325","2008-04-17",8.37
"326","2008-04-18",8.37
"327","2008-04-21",8.01
"328","2008-04-22",8.25
"329","2008-04-23",7.86
"330","2008-04-24",7.76
"331","2008-04-25",7.41
"332","2008-04-28",7.79
"333","2008-04-29",7.51
"334","2008-04-30",7.55
"335","2008-05-01",7.65
"336","2008-05-02",7.5
"337","2008-05-05",7.38
"338","2008-05-06",7.5
"339","2008-05-07",7.5
"340","2008-05-08",7.51
"341","2008-05-09",7.26
"342","2008-05-12",7.36
"343","2008-05-13",7.32
"344","2008-05-14",7.18
"345","2008-05-15",7.15
"346","2008-05-16",7.19
"347","2008-05-19",7.38
"348","2008-05-20",7.22
"349","2008-05-21",7.24
"350","2008-05-22",7.48
"351","2008-05-23",7.25
"352","2008-05-27",7.35
"353","2008-05-28",7.35
"354","2008-05-29",7.26
"355","2008-05-30",7.25
"356","2008-06-02",7.32
"357","2008-06-03",7.3
"358","2008-06-04",7.43
"359","2008-06-05",7.21
"360","2008-06-06",7.2
"361","2008-06-09",7.32
"362","2008-06-10",6.58
"363","2008-06-11",6.2
"364","2008-06-12",6.07
"365","2008-06-13",5.69
"366","2008-06-16",5.5
"367","2008-06-17",5.88
"368","2008-06-18",5.39
"369","2008-06-19",6.05
"370","2008-06-20",6
"371","2008-06-23",6.43
"372","2008-06-24",6.17
"373","2008-06-25",6
"374","2008-06-26",5.82
"375","2008-06-27",5.11
"376","2008-06-30",5.15
"377","2008-07-01",4.76
"378","2008-07-02",5
"379","2008-07-03",5
"380","2008-07-07",5.21
"381","2008-07-08",5.05
"382","2008-07-09",4.75
"383","2008-07-10",4.89
"384","2008-07-11",4.08
"385","2008-07-14",3.88
"386","2008-07-15",3.61
"387","2008-07-16",4
"388","2008-07-17",4.23
"389","2008-07-18",4.13
"390","2008-07-21",4.25
"391","2008-07-22",4.66
"392","2008-07-23",5.12
"393","2008-07-24",5.03
"394","2008-07-25",5.12
"395","2008-07-28",5.09
"396","2008-07-29",4.7
"397","2008-07-30",4.77
"398","2008-07-31",4.17
"399","2008-08-01",4.42
"400","2008-08-04",4.45
"401","2008-08-05",4.44
"402","2008-08-06",4.45
"403","2008-08-07",4.64
"404","2008-08-08",4.66
"405","2008-08-11",4.84
"406","2008-08-12",4.84
"407","2008-08-13",4.8
"408","2008-08-14",4.6
"409","2008-08-15",4.61
"410","2008-08-18",4.61
"411","2008-08-19",4.61
"412","2008-08-20",4.61
"413","2008-08-21",4.87
"414","2008-08-22",5.27
"415","2008-08-25",5.39
"416","2008-08-26",5.39
"417","2008-08-27",5.01
"418","2008-08-28",4.81
"419","2008-08-29",5.62
"420","2008-09-02",5.29
"421","2008-09-03",5.1
"422","2008-09-04",5.27
"423","2008-09-05",5.14
"424","2008-09-08",5.36
"425","2008-09-09",5.5
"426","2008-09-10",5.67
"427","2008-09-11",5.79
"428","2008-09-12",5.56
"429","2008-09-15",5.56
"430","2008-09-16",4.97
"431","2008-09-17",4.9
"432","2008-09-18",5.08
"433","2008-09-19",5.11
"434","2008-09-22",5.91
"435","2008-09-23",5.91
"436","2008-09-24",5.91
"437","2008-09-25",5.91
"438","2008-09-26",6.21
"439","2008-09-29",5.1
"440","2008-09-30",5.1
"441","2008-10-01",5.1
"442","2008-10-02",5
"443","2008-10-03",5
"444","2008-10-06",4.79
"445","2008-10-07",4.5
"446","2008-10-08",4.45
"447","2008-10-09",4.1
"448","2008-10-10",3.98
"449","2008-10-13",3.98
"450","2008-10-14",3.98
"451","2008-10-15",4
"452","2008-10-16",3.92
"453","2008-10-17",4.24
"454","2008-10-20",4.24
"455","2008-10-21",3.91
"456","2008-10-22",3.91
"457","2008-10-23",4
"458","2008-10-24",3.89
"459","2008-10-27",3.89
"460","2008-10-28",4.05
"461","2008-10-29",4.05
"462","2008-10-30",3.97
"463","2008-10-31",4
"464","2008-11-03",4.25
"465","2008-11-04",4.79
"466","2008-11-05",5.2
"467","2008-11-06",5.25
"468","2008-11-07",5
"469","2008-11-10",5
"470","2008-11-11",5
"471","2008-11-12",4.28
"472","2008-11-13",4.79
"473","2008-11-14",4
"474","2008-11-17",4.73
"475","2008-11-18",4
"476","2008-11-19",4
"477","2008-11-20",3.67
"478","2008-11-21",3.67
"479","2008-11-24",3.93
"480","2008-11-25",3.95
"481","2008-11-26",4.2
"482","2008-11-28",4.2
"483","2008-12-01",4
"484","2008-12-02",4.2
"485","2008-12-03",4.2
"486","2008-12-04",4.15
"487","2008-12-05",4.15
"488","2008-12-08",4.28
"489","2008-12-09",4.49
"490","2008-12-10",4.49
"491","2008-12-11",4.49
"492","2008-12-12",3.84
"493","2008-12-15",3.84
"494","2008-12-16",3.81
"495","2008-12-17",3.81
"496","2008-12-18",4.14
"497","2008-12-19",3.8
"498","2008-12-22",3.9
"499","2008-12-23",3.9
"500","2008-12-24",3.9
"501","2008-12-26",3.9
"502","2008-12-29",3.58
"503","2008-12-30",3.4
"504","2008-12-31",4
"505","2009-01-02",4.2
"506","2009-01-05",4.15
"507","2009-01-06",4.12
"508","2009-01-07",3.8
"509","2009-01-08",4.6
"510","2009-01-09",4.41
"511","2009-01-12",4
"512","2009-01-13",3.95
"513","2009-01-14",3.72
"514","2009-01-15",3.99
"515","2009-01-16",3.93
"516","2009-01-20",3.84
"517","2009-01-21",4.51
"518","2009-01-22",4
"519","2009-01-23",3.97
"520","2009-01-26",4
"521","2009-01-27",4
"522","2009-01-28",3.8
"523","2009-01-29",3.5
"524","2009-01-30",3.6
"525","2009-02-02",3.53
"526","2009-02-03",3.95
"527","2009-02-04",3.92
"528","2009-02-05",3.74
"529","2009-02-06",3.63
"530","2009-02-09",3.63
"531","2009-02-10",3.63
"532","2009-02-11",3.99
"533","2009-02-12",3.72
"534","2009-02-13",3.75
"535","2009-02-17",3.95
"536","2009-02-18",3.95
"537","2009-02-19",3.9
"538","2009-02-20",3.86
"539","2009-02-23",3.67
"540","2009-02-24",3.9
"541","2009-02-25",3.65
"542","2009-02-26",3.87
"543","2009-02-27",3.75
"544","2009-03-02",3.1
"545","2009-03-03",3.04
"546","2009-03-04",3.01
"547","2009-03-05",2.99
"548","2009-03-06",2.8
"549","2009-03-09",2.79
"550","2009-03-10",2.8
"551","2009-03-11",3.25
"552","2009-03-12",3.26
"553","2009-03-13",3.94
"554","2009-03-16",3.86
"555","2009-03-17",3.86
"556","2009-03-18",4.01
"557","2009-03-19",3.96
"558","2009-03-20",3.9
"559","2009-03-23",4.34
"560","2009-03-24",4.37
"561","2009-03-25",4.25
"562","2009-03-26",4.23
"563","2009-03-27",3.61
"564","2009-03-30",3.85
"565","2009-03-31",4.33
"566","2009-04-01",3.86
"567","2009-04-02",3.92
"568","2009-04-03",3.91
"569","2009-04-06",3.9
"570","2009-04-07",3.91
"571","2009-04-08",3.85
"572","2009-04-09",3.96
"573","2009-04-13",4.1
"574","2009-04-14",4.4
"575","2009-04-15",4.4
"576","2009-04-16",4.1
"577","2009-04-17",4.1
"578","2009-04-20",4
"579","2009-04-21",4.35
"580","2009-04-22",4.35
"581","2009-04-23",4.35
"582","2009-04-24",4.35
"583","2009-04-27",4.35
"584","2009-04-28",4.05
"585","2009-04-29",4.25
"586","2009-04-30",4.25
"587","2009-05-01",4.25
"588","2009-05-04",4.15
"589","2009-05-05",4.15
"590","2009-05-06",4.01
"591","2009-05-07",4.15
"592","2009-05-08",4.14
"593","2009-05-11",4.14
"594","2009-05-12",4.15
"595","2009-05-13",3.96
"596","2009-05-14",3.96
"597","2009-05-15",3.97
"598","2009-05-18",4.1
"599","2009-05-19",4.1
"600","2009-05-20",4.1
"601","2009-05-21",4.11
"602","2009-05-22",4.1
"603","2009-05-26",4.1
"604","2009-05-27",4
"605","2009-05-28",4.39
"606","2009-05-29",4.85
"607","2009-06-01",5.5
"608","2009-06-02",5.53
"609","2009-06-03",5.53
"610","2009-06-04",5.53
"611","2009-06-05",5.13
"612","2009-06-08",5.29
"613","2009-06-09",5.29
"614","2009-06-10",5.1
"615","2009-06-11",5.1
"616","2009-06-12",4.96
"617","2009-06-15",4.95
"618","2009-06-16",5.63
"619","2009-06-17",5.5
"620","2009-06-18",5.5
"621","2009-06-19",5.5
"622","2009-06-22",4.81
"623","2009-06-23",4.8
"624","2009-06-24",4.76
"625","2009-06-25",4.8
"626","2009-06-26",4.85
"627","2009-06-29",5.1
"628","2009-06-30",5.1
"629","2009-07-01",5.1
"630","2009-07-02",5.1
"631","2009-07-06",5.1
"632","2009-07-07",4.8
"633","2009-07-08",4.82
"634","2009-07-09",4.5
"635","2009-07-10",4.5
"636","2009-07-13",4.5
"637","2009-07-14",4.52
"638","2009-07-15",4.85
"639","2009-07-16",4.5
"640","2009-07-17",4.55
"641","2009-07-20",4.5
"642","2009-07-21",4.5
"643","2009-07-22",4.79
"644","2009-07-23",4.79
"645","2009-07-24",4.12
"646","2009-07-27",4.02
"647","2009-07-28",4.02
"648","2009-07-29",4.26
"649","2009-07-30",4.26
"650","2009-07-31",4.2
"651","2009-08-03",4.1
"652","2009-08-04",4.45
"653","2009-08-05",4.33
"654","2009-08-06",4.28
"655","2009-08-07",4.75
"656","2009-08-10",4.75
"657","2009-08-11",4.28
"658","2009-08-12",4.5
"659","2009-08-13",4.26
"660","2009-08-14",4.25
"661","2009-08-17",4.25
"662","2009-08-18",4.25
"663","2009-08-19",4.25
"664","2009-08-20",4.55
"665","2009-08-21",4.27
"666","2009-08-24",4.19
"667","2009-08-25",4.19
"668","2009-08-26",4.63
"669","2009-08-27",4.63
"670","2009-08-28",4.18
"671","2009-08-31",4.18
"672","2009-09-01",4.2
"673","2009-09-02",4.2
"674","2009-09-03",4.2
"675","2009-09-04",4.2
"676","2009-09-08",4.2
"677","2009-09-09",4.2
"678","2009-09-10",4.2
"679","2009-09-11",4.18
"680","2009-09-14",4.44
"681","2009-09-15",4.48
"682","2009-09-16",4.3
"683","2009-09-17",4.49
"684","2009-09-18",4.18
"685","2009-09-21",4.42
"686","2009-09-22",4.68
"687","2009-09-23",4.95
"688","2009-09-24",4.25
"689","2009-09-25",3.98
"690","2009-09-28",4.05
"691","2009-09-29",4.75
"692","2009-09-30",4.3
"693","2009-10-01",4.5
"694","2009-10-02",4.32
"695","2009-10-05",4.52
"696","2009-10-06",4.39
"697","2009-10-07",4.29
"698","2009-10-08",4.29
"699","2009-10-09",4.29
"700","2009-10-12",4.76
"701","2009-10-13",4.29
"702","2009-10-14",4.06
"703","2009-10-15",4.05
"704","2009-10-16",4.1
"705","2009-10-19",4
"706","2009-10-20",3.95
"707","2009-10-21",3.83
"708","2009-10-22",3.83
"709","2009-10-23",3.99
"710","2009-10-26",3.72
"711","2009-10-27",3.4
"712","2009-10-28",3.42
"713","2009-10-29",3.53
"714","2009-10-30",3.7
"715","2009-11-02",3.42
"716","2009-11-03",3.15
"717","2009-11-04",3.25
"718","2009-11-05",3.29
"719","2009-11-06",3.31
"720","2009-11-09",3.33
"721","2009-11-10",3.32
"722","2009-11-11",3.32
"723","2009-11-12",3.33
"724","2009-11-13",3.31
"725","2009-11-16",3.32
"726","2009-11-17",3.26
"727","2009-11-18",3.3
"728","2009-11-19",3.36
"729","2009-11-20",3.36
"730","2009-11-23",3.36
"731","2009-11-24",3.34
"732","2009-11-25",3.33
"733","2009-11-27",3.31
"734","2009-11-30",3.38
"735","2009-12-01",3.35
"736","2009-12-02",3.3
"737","2009-12-03",3.27
"738","2009-12-04",3.27
"739","2009-12-07",3.36
"740","2009-12-08",3.36
"741","2009-12-09",3.34
"742","2009-12-10",3.27
"743","2009-12-11",3.35
"744","2009-12-14",3.3
"745","2009-12-15",3.34
"746","2009-12-16",3.34
"747","2009-12-17",3.34
"748","2009-12-18",3.3
"749","2009-12-21",3.36
"750","2009-12-22",3.45
"751","2009-12-23",3.33
"752","2009-12-24",3.34
"753","2009-12-28",3.37
"754","2009-12-29",3.48
"755","2009-12-30",3.48
"756","2009-12-31",3.38
"757","2010-01-04",3.38
"758","2010-01-05",3.38
"759","2010-01-06",3.37
"760","2010-01-07",3.68
"761","2010-01-08",3.6
"762","2010-01-11",3.52
"763","2010-01-12",3.4
"764","2010-01-13",3.33
"765","2010-01-14",3.35
"766","2010-01-15",3.56
"767","2010-01-19",3.72
"768","2010-01-20",3.57
"769","2010-01-21",3.52
"770","2010-01-22",3.51
"771","2010-01-25",3.35
"772","2010-01-26",3.48
"773","2010-01-27",3.41
"774","2010-01-28",3.45
"775","2010-01-29",3.32
"776","2010-02-01",3.51
"777","2010-02-02",3.7
"778","2010-02-03",3.5
"779","2010-02-04",3.61
"780","2010-02-05",3.67
"781","2010-02-08",3.74
"782","2010-02-09",3.53
"783","2010-02-10",3.56
"784","2010-02-11",3.56
"785","2010-02-12",3.71
"786","2010-02-16",3.52
"787","2010-02-17",3.56
"788","2010-02-18",3.63
"789","2010-02-19",3.66
"790","2010-02-22",3.84
"791","2010-02-23",4.25
"792","2010-02-24",4.27
"793","2010-02-25",4.07
"794","2010-02-26",4.28
"795","2010-03-01",4.27
"796","2010-03-02",4.2
"797","2010-03-03",4.25
"798","2010-03-04",4.38
"799","2010-03-05",4.26
"800","2010-03-08",4.32
"801","2010-03-09",4.44
"802","2010-03-10",4.75
"803","2010-03-11",4.66
"804","2010-03-12",4.7
"805","2010-03-15",4.75
"806","2010-03-16",4.76
"807","2010-03-17",4.8
"808","2010-03-18",4.75
"809","2010-03-19",4.81
"810","2010-03-22",4.8
"811","2010-03-23",4.85
"812","2010-03-24",4.86
"813","2010-03-25",5
"814","2010-03-26",4.99
"815","2010-03-29",4.85
"816","2010-03-30",4.8
"817","2010-03-31",4.9
"818","2010-04-01",4.81
"819","2010-04-05",4.78
"820","2010-04-06",4.92
"821","2010-04-07",4.83
"822","2010-04-08",4.76
"823","2010-04-09",4.92
"824","2010-04-12",4.92
"825","2010-04-13",4.92
"826","2010-04-14",4.92
"827","2010-04-15",4.92
"828","2010-04-16",4.92
"829","2010-04-19",4.93
"830","2010-04-20",4.93
"831","2010-04-21",5.17
"832","2010-04-22",5.19
"833","2010-04-23",5.18
"834","2010-04-26",5.18
"835","2010-04-27",5.15
"836","2010-04-28",5.06
"837","2010-04-29",5.03
"838","2010-04-30",5.06
"839","2010-05-03",5.13
"840","2010-05-04",5.16
"841","2010-05-05",4.9
"842","2010-05-06",4.9
"843","2010-05-07",5.19
"844","2010-05-10",5
"845","2010-05-11",5.15
"846","2010-05-12",5.15
"847","2010-05-13",5.19
"848","2010-05-14",5.1
"849","2010-05-17",5.2
"850","2010-05-18",5
"851","2010-05-19",5
"852","2010-05-20",4.8
"853","2010-05-21",4.8
"854","2010-05-24",4.8
"855","2010-05-25",4.59
"856","2010-05-26",4.7
"857","2010-05-27",4.87
"858","2010-05-28",4.6
"859","2010-06-01",4.22
"860","2010-06-02",4.2
"861","2010-06-03",4.25
"862","2010-06-04",4.3
"863","2010-06-07",4.3
"864","2010-06-08",4.41
"865","2010-06-09",4.37
"866","2010-06-10",4.49
"867","2010-06-11",4.44
"868","2010-06-14",4.39
"869","2010-06-15",4.37
"870","2010-06-16",4.36
"871","2010-06-17",4.39
"872","2010-06-18",4.25
"873","2010-06-21",4.35
"874","2010-06-22",4.4
"875","2010-06-23",4.4
"876","2010-06-24",4.3
"877","2010-06-25",4.3
"878","2010-06-28",4.31
"879","2010-06-29",4.1
"880","2010-06-30",4.19
"881","2010-07-01",4.36
"882","2010-07-02",4.1
"883","2010-07-06",4.1
"884","2010-07-07",4.12
"885","2010-07-08",3.96
"886","2010-07-09",4
"887","2010-07-12",3.97
"888","2010-07-13",4.01
"889","2010-07-14",3.94
"890","2010-07-15",3.96
"891","2010-07-16",3.78
"892","2010-07-19",3.8
"893","2010-07-20",3.81
"894","2010-07-21",3.9
"895","2010-07-22",4.32
"896","2010-07-23",4.41
"897","2010-07-26",4.5
"898","2010-07-27",4.45
"899","2010-07-28",4.46
"900","2010-07-29",4.46
"901","2010-07-30",4.35
"902","2010-08-02",4.4
"903","2010-08-03",4.32
"904","2010-08-04",4.27
"905","2010-08-05",4.46
"906","2010-08-06",4.26
"907","2010-08-09",4.27
"908","2010-08-10",4.23
"909","2010-08-11",4.23
"910","2010-08-12",4.15
"911","2010-08-13",4.25
"912","2010-08-16",4.43
"913","2010-08-17",4.4
"914","2010-08-18",4.4
"915","2010-08-19",4.4
"916","2010-08-20",4.32
"917","2010-08-23",4.3
"918","2010-08-24",4.2
"919","2010-08-25",4.19
"920","2010-08-26",4.14
"921","2010-08-27",4.19
"922","2010-08-30",4.1
"923","2010-08-31",4.01
"924","2010-09-01",4.14
"925","2010-09-02",4.16
"926","2010-09-03",4.23
"927","2010-09-07",4.16
"928","2010-09-08",4.16
"929","2010-09-09",4.2
"930","2010-09-10",3.95
"931","2010-09-13",4.06
"932","2010-09-14",4.14
"933","2010-09-15",4.35
"934","2010-09-16",4.37
"935","2010-09-17",4.48
"936","2010-09-20",4.48
"937","2010-09-21",4.49
"938","2010-09-22",4.37
"939","2010-09-23",4.3
"940","2010-09-24",4.37
"941","2010-09-27",4.43
"942","2010-09-28",4.54
"943","2010-09-29",4.5
"944","2010-09-30",4.45
"945","2010-10-01",4.25
"946","2010-10-04",4.14
"947","2010-10-05",4.25
"948","2010-10-06",4.16
"949","2010-10-07",4.2
"950","2010-10-08",4.25
"951","2010-10-11",4.3
"952","2010-10-12",4.31
"953","2010-10-13",4.31
"954","2010-10-14",4.21
"955","2010-10-15",4.19
"956","2010-10-18",4.25
"957","2010-10-19",4.22
"958","2010-10-20",5.05
"959","2010-10-21",5
"960","2010-10-22",5.05
"961","2010-10-25",5
"962","2010-10-26",5.03
"963","2010-10-27",5.05
"964","2010-10-28",5.1
"965","2010-10-29",5.13
"966","2010-11-01",5.15
"967","2010-11-02",5.01
"968","2010-11-03",5.06
"969","2010-11-04",5.05
"970","2010-11-05",5.2
"971","2010-11-08",5.28
"972","2010-11-09",5.35
"973","2010-11-10",5.37
"974","2010-11-11",5.25
"975","2010-11-12",5.25
"976","2010-11-15",5.4
"977","2010-11-16",5.33
"978","2010-11-17",5.39
"979","2010-11-18",5.45
"980","2010-11-19",5.4
"981","2010-11-22",5.31
"982","2010-11-23",5.3
"983","2010-11-24",5.4
"984","2010-11-26",5.82
"985","2010-11-29",5.71
"986","2010-11-30",5.9
"987","2010-12-01",5.89
"988","2010-12-02",5.67
"989","2010-12-03",5.7
"990","2010-12-06",5.7
"991","2010-12-07",5.84
"992","2010-12-08",5.95
"993","2010-12-09",6.14
"994","2010-12-10",6.06
"995","2010-12-13",6.06
"996","2010-12-14",6.1
"997","2010-12-15",6.15
"998","2010-12-16",5.95
"999","2010-12-17",5.8
"1000","2010-12-20",5.79
"1001","2010-12-21",6
"1002","2010-12-22",6.07
"1003","2010-12-23",5.96
"1004","2010-12-27",5.98
