"","date","MSVB"
"1","2007-01-03",8.631714
"2","2007-01-04",8.631714
"3","2007-01-05",8.631714
"4","2007-01-08",8.631714
"5","2007-01-09",8.631714
"6","2007-01-10",8.631714
"7","2007-01-11",8.631714
"8","2007-01-12",8.631714
"9","2007-01-16",8.631714
"10","2007-01-17",8.631714
"11","2007-01-18",8.631714
"12","2007-01-19",8.631714
"13","2007-01-22",8.631714
"14","2007-01-23",8.631714
"15","2007-01-24",8.631714
"16","2007-01-25",8.631714
"17","2007-01-26",8.631714
"18","2007-01-29",8.631714
"19","2007-01-30",8.631714
"20","2007-01-31",8.631714
"21","2007-02-01",8.631714
"22","2007-02-02",8.631714
"23","2007-02-05",8.631714
"24","2007-02-06",8.631714
"25","2007-02-07",8.631714
"26","2007-02-08",8.631714
"27","2007-02-09",8.631714
"28","2007-02-12",8.631714
"29","2007-02-13",8.631714
"30","2007-02-14",8.631714
"31","2007-02-15",8.631714
"32","2007-02-16",8.631714
"33","2007-02-20",8.631714
"34","2007-02-21",8.738278
"35","2007-02-22",8.738278
"36","2007-02-23",8.738278
"37","2007-02-26",8.738278
"38","2007-02-27",8.738278
"39","2007-02-28",8.738278
"40","2007-03-01",8.738278
"41","2007-03-02",8.738278
"42","2007-03-05",8.738278
"43","2007-03-06",8.738278
"44","2007-03-07",8.738278
"45","2007-03-08",8.738278
"46","2007-03-09",8.738278
"47","2007-03-12",8.738278
"48","2007-03-13",8.354647
"49","2007-03-14",8.354647
"50","2007-03-15",8.354647
"51","2007-03-16",8.354647
"52","2007-03-19",8.354647
"53","2007-03-20",8.354647
"54","2007-03-21",8.354647
"55","2007-03-22",8.354647
"56","2007-03-23",8.354647
"57","2007-03-26",8.354647
"58","2007-03-27",8.354647
"59","2007-03-28",8.354647
"60","2007-03-29",8.354647
"61","2007-03-30",8.354647
"62","2007-04-02",8.354647
"63","2007-04-03",8.354647
"64","2007-04-04",8.31202
"65","2007-04-05",8.31202
"66","2007-04-09",8.738278
"67","2007-04-10",8.947145
"68","2007-04-11",8.947145
"69","2007-04-12",8.947145
"70","2007-04-13",8.947145
"71","2007-04-16",8.947145
"72","2007-04-17",8.947145
"73","2007-04-18",8.316283
"74","2007-04-19",8.316283
"75","2007-04-20",8.316283
"76","2007-04-23",8.316283
"77","2007-04-24",8.316283
"78","2007-04-25",8.316283
"79","2007-04-26",8.316283
"80","2007-04-27",8.316283
"81","2007-04-30",8.316283
"82","2007-05-01",8.316283
"83","2007-05-02",8.316283
"84","2007-05-03",8.316283
"85","2007-05-04",8.316283
"86","2007-05-07",8.316283
"87","2007-05-08",8.316283
"88","2007-05-09",8.316283
"89","2007-05-10",8.316283
"90","2007-05-11",8.316283
"91","2007-05-14",8.316283
"92","2007-05-15",8.316283
"93","2007-05-16",8.316283
"94","2007-05-17",8.316283
"95","2007-05-18",8.316283
"96","2007-05-21",8.316283
"97","2007-05-22",8.316283
"98","2007-05-23",8.316283
"99","2007-05-24",8.316283
"100","2007-05-25",8.303495
"101","2007-05-29",8.303495
"102","2007-05-30",8.303495
"103","2007-05-31",8.303495
"104","2007-06-01",8.303495
"105","2007-06-04",8.303495
"106","2007-06-05",8.303495
"107","2007-06-06",8.303495
"108","2007-06-07",8.303495
"109","2007-06-08",8.303495
"110","2007-06-11",8.303495
"111","2007-06-12",8.303495
"112","2007-06-13",8.303495
"113","2007-06-14",8.303495
"114","2007-06-15",8.303495
"115","2007-06-18",8.303495
"116","2007-06-19",8.303495
"117","2007-06-20",8.303495
"118","2007-06-21",8.303495
"119","2007-06-22",8.303495
"120","2007-06-25",8.303495
