"","date","MRKR"
"363","2008-06-11",4440
"364","2008-06-12",4440
"365","2008-06-13",4440
"366","2008-06-16",4080
"367","2008-06-17",3960
"368","2008-06-18",3600
"369","2008-06-19",3840
"370","2008-06-20",4200
"371","2008-06-23",3840
"372","2008-06-24",3720
"373","2008-06-25",3960
"374","2008-06-26",3600
"375","2008-06-27",3720
"376","2008-06-30",3600
"377","2008-07-01",3600
"378","2008-07-02",3720
"379","2008-07-03",3600
"380","2008-07-07",3240
"381","2008-07-08",3000
"382","2008-07-09",2640
"383","2008-07-10",2400
"384","2008-07-11",2160
"385","2008-07-14",2160
"386","2008-07-15",2280
"387","2008-07-16",2040
"388","2008-07-17",2280
"389","2008-07-18",2400
"390","2008-07-21",2280
"391","2008-07-22",2040
"392","2008-07-23",2160
"393","2008-07-24",1920
"394","2008-07-25",2280
"395","2008-07-28",2280
"396","2008-07-29",1920
"397","2008-07-30",2160
"398","2008-07-31",2160
"399","2008-08-01",2160
"400","2008-08-04",2160
"401","2008-08-05",2160
"402","2008-08-06",1920
"403","2008-08-07",1920
"404","2008-08-08",1920
"405","2008-08-11",1800
"406","2008-08-12",1800
"407","2008-08-13",1920
"408","2008-08-14",1800
"409","2008-08-15",1680
"410","2008-08-18",1680
"411","2008-08-19",1440
"412","2008-08-20",1440
"413","2008-08-21",1320
"414","2008-08-22",1680
"415","2008-08-25",1440
"416","2008-08-26",1440
"417","2008-08-27",1440
"418","2008-08-28",1440
"419","2008-08-29",1440
"420","2008-09-02",1440
"421","2008-09-03",1440
"422","2008-09-04",840
"423","2008-09-05",1080
"424","2008-09-08",960
"425","2008-09-09",960
"426","2008-09-10",720
"427","2008-09-11",720
"428","2008-09-12",480
"429","2008-09-15",600
"430","2008-09-16",600
"431","2008-09-17",600
"432","2008-09-18",600
"433","2008-09-19",720
"434","2008-09-22",480
"435","2008-09-23",600
"436","2008-09-24",840
"437","2008-09-25",840
"438","2008-09-26",720
"439","2008-09-29",720
"440","2008-09-30",720
"441","2008-10-01",840
"442","2008-10-02",720
"443","2008-10-03",720
"444","2008-10-06",720
"445","2008-10-07",720
"446","2008-10-08",720
"447","2008-10-09",720
"448","2008-10-10",720
"449","2008-10-13",1080
"450","2008-10-14",600
"451","2008-10-15",600
"452","2008-10-16",600
"453","2008-10-17",600
"454","2008-10-20",480
"455","2008-10-21",360
"456","2008-10-22",600
"457","2008-10-23",360
"458","2008-10-24",720
"459","2008-10-27",720
"460","2008-10-28",480
"461","2008-10-29",480
"462","2008-10-30",480
"463","2008-10-31",480
"464","2008-11-03",480
"465","2008-11-04",480
"466","2008-11-05",960
"467","2008-11-06",600
"468","2008-11-07",600
"469","2008-11-10",960
"470","2008-11-11",600
"471","2008-11-12",600
"472","2008-11-13",600
"473","2008-11-14",1080
"474","2008-11-17",600
"475","2008-11-18",600
"476","2008-11-19",600
"477","2008-11-20",1080
"478","2008-11-21",480
"479","2008-11-24",480
"480","2008-11-25",1080
"481","2008-11-26",480
"482","2008-11-28",480
"483","2008-12-01",480
"484","2008-12-02",480
"485","2008-12-03",480
"486","2008-12-04",720
"487","2008-12-05",480
"488","2008-12-08",480
"489","2008-12-09",480
"490","2008-12-10",480
"491","2008-12-11",480
"492","2008-12-12",360
"493","2008-12-15",240
"494","2008-12-16",360
"495","2008-12-17",360
"496","2008-12-18",240
"497","2008-12-19",360
"498","2008-12-22",240
"499","2008-12-23",360
"500","2008-12-24",480
"501","2008-12-26",480
"502","2008-12-29",360
"503","2008-12-30",360
"504","2008-12-31",480
"505","2009-01-02",480
"506","2009-01-05",360
"507","2009-01-06",240
"508","2009-01-07",360
"509","2009-01-08",360
"510","2009-01-09",480
"511","2009-01-12",360
"512","2009-01-13",360
"513","2009-01-14",240
"514","2009-01-15",240
"515","2009-01-16",240
"516","2009-01-20",240
"517","2009-01-21",240
"518","2009-01-22",360
"519","2009-01-23",360
"520","2009-01-26",360
"521","2009-01-27",360
"522","2009-01-28",360
"523","2009-01-29",360
"524","2009-01-30",360
"525","2009-02-02",360
"526","2009-02-03",240
"527","2009-02-04",240
"528","2009-02-05",360
"529","2009-02-06",840
"530","2009-02-09",840
"531","2009-02-10",360
"532","2009-02-11",360
"533","2009-02-12",360
"534","2009-02-13",360
"535","2009-02-17",360
"536","2009-02-18",360
"537","2009-02-19",480
"538","2009-02-20",480
"539","2009-02-23",480
"540","2009-02-24",480
"541","2009-02-25",480
"542","2009-02-26",360
"543","2009-02-27",360
"544","2009-03-02",360
"545","2009-03-03",360
"546","2009-03-04",360
"547","2009-03-05",840
"548","2009-03-06",840
"549","2009-03-09",840
"550","2009-03-10",840
"551","2009-03-11",360
"552","2009-03-12",960
"553","2009-03-13",960
"554","2009-03-16",480
"555","2009-03-17",480
"556","2009-03-18",480
"557","2009-03-19",480
"558","2009-03-20",480
"559","2009-03-23",480
"560","2009-03-24",480
"561","2009-03-25",480
"562","2009-03-26",480
"563","2009-03-27",480
"564","2009-03-30",480
"565","2009-03-31",480
"566","2009-04-01",480
"567","2009-04-02",480
"568","2009-04-03",480
"569","2009-04-06",480
"570","2009-04-07",480
"571","2009-04-08",480
"572","2009-04-09",480
"573","2009-04-13",480
"574","2009-04-14",480
"575","2009-04-15",840
"576","2009-04-16",480
"577","2009-04-17",480
"578","2009-04-20",480
"579","2009-04-21",480
"580","2009-04-22",480
"581","2009-04-23",480
"582","2009-04-24",480
"583","2009-04-27",600
"584","2009-04-28",960
"585","2009-04-29",960
"586","2009-04-30",600
"587","2009-05-01",480
"588","2009-05-04",480
"589","2009-05-05",480
"590","2009-05-06",480
"591","2009-05-07",600
"592","2009-05-08",600
"593","2009-05-11",480
"594","2009-05-12",360
"595","2009-05-13",600
"596","2009-05-14",600
"597","2009-05-15",600
"598","2009-05-18",600
"599","2009-05-19",600
"600","2009-05-20",600
"601","2009-05-21",600
"602","2009-05-22",600
"603","2009-05-26",600
"604","2009-05-27",600
"605","2009-05-28",600
"606","2009-05-29",600
"607","2009-06-01",600
"608","2009-06-02",600
"609","2009-06-03",600
"610","2009-06-04",600
"611","2009-06-05",600
"612","2009-06-08",600
"613","2009-06-09",840
"614","2009-06-10",840
"615","2009-06-11",720
"616","2009-06-12",720
"617","2009-06-15",480
"618","2009-06-16",720
"619","2009-06-17",480
"620","2009-06-18",480
"621","2009-06-19",480
"622","2009-06-22",480
"623","2009-06-23",480
"624","2009-06-24",480
"625","2009-06-25",480
"626","2009-06-26",480
"627","2009-06-29",480
"628","2009-06-30",480
"629","2009-07-01",840
"630","2009-07-02",1200
"631","2009-07-06",1200
"632","2009-07-07",960
"633","2009-07-08",1200
"634","2009-07-09",1200
"635","2009-07-10",1200
"636","2009-07-13",1800
"637","2009-07-14",1800
"638","2009-07-15",1320
"639","2009-07-16",1320
"640","2009-07-17",2040
"641","2009-07-20",2040
"642","2009-07-21",2040
"643","2009-07-22",2040
"644","2009-07-23",2040
"645","2009-07-24",2040
"646","2009-07-27",1980
"647","2009-07-28",3120
"648","2009-07-29",3120
"649","2009-07-30",1500
"650","2009-07-31",1320
"651","2009-08-03",1332
"652","2009-08-04",1320
"653","2009-08-05",1440
"654","2009-08-06",1320
"655","2009-08-07",1356
"656","2009-08-10",1320
"657","2009-08-11",1380
"658","2009-08-12",1500
"659","2009-08-13",1380
"660","2009-08-14",1536
"661","2009-08-17",1560
"662","2009-08-18",1560
"663","2009-08-19",1560
"664","2009-08-20",1620
"665","2009-08-21",1440
"666","2009-08-24",1440
"667","2009-08-25",1488
"668","2009-08-26",1536
"669","2009-08-27",1512
"670","2009-08-28",1512
"671","2009-08-31",1380
"672","2009-09-01",1368
"673","2009-09-02",1416
"674","2009-09-03",1416
"675","2009-09-04",1416
"676","2009-09-08",1344
"677","2009-09-09",1272
"678","2009-09-10",1188
"679","2009-09-11",1212
"680","2009-09-14",1212
"681","2009-09-15",1212
"682","2009-09-16",1176
"683","2009-09-17",1188
"684","2009-09-18",1188
"685","2009-09-21",1188
"686","2009-09-22",1080
"687","2009-09-23",996
"688","2009-09-24",1080
"689","2009-09-25",1008
"690","2009-09-28",1020
"691","2009-09-29",1020
"692","2009-09-30",1104
"693","2009-10-01",1272
"694","2009-10-02",1260
"695","2009-10-05",1740
"696","2009-10-06",1488
"697","2009-10-07",1344
"698","2009-10-08",1164
"699","2009-10-09",1248
"700","2009-10-12",1200
"701","2009-10-13",1140
"702","2009-10-14",1164
"703","2009-10-15",1272
"704","2009-10-16",1440
"705","2009-10-19",1560
"706","2009-10-20",1500
"707","2009-10-21",1464
"708","2009-10-22",1440
"709","2009-10-23",1464
"710","2009-10-26",1512
"711","2009-10-27",1320
"712","2009-10-28",1236
"713","2009-10-29",1176
"714","2009-10-30",1200
"715","2009-11-02",1164
"716","2009-11-03",1200
"717","2009-11-04",1236
"718","2009-11-05",1236
"719","2009-11-06",1104
"720","2009-11-09",972
"721","2009-11-10",1080
"722","2009-11-11",1068
"723","2009-11-12",1008
"724","2009-11-13",1044
"725","2009-11-16",1008
"726","2009-11-17",960
"727","2009-11-18",852
"728","2009-11-19",864
"729","2009-11-20",936
"730","2009-11-23",816
"731","2009-11-24",708
"732","2009-11-25",720
"733","2009-11-27",720
"734","2009-11-30",600
"735","2009-12-01",540
"736","2009-12-02",576
"737","2009-12-03",576
"738","2009-12-04",624
"739","2009-12-07",552
"740","2009-12-08",588
"741","2009-12-09",516
"742","2009-12-10",540
"743","2009-12-11",600
"744","2009-12-14",624
"745","2009-12-15",576
"746","2009-12-16",600
"747","2009-12-17",600
"748","2009-12-18",612
"749","2009-12-21",564
"750","2009-12-22",600
"751","2009-12-23",552
"752","2009-12-24",600
"753","2009-12-28",528
"754","2009-12-29",600
"755","2009-12-30",600
"756","2009-12-31",528
"757","2010-01-04",624
"758","2010-01-05",612
"759","2010-01-06",600
"760","2010-01-07",648
"761","2010-01-08",636
"762","2010-01-11",624
"763","2010-01-12",648
"764","2010-01-13",624
"765","2010-01-14",696
"766","2010-01-15",648
"767","2010-01-19",672
"768","2010-01-20",660
"769","2010-01-21",720
"770","2010-01-22",696
"771","2010-01-25",720
"772","2010-01-26",672
"773","2010-01-27",636
"774","2010-01-28",624
"775","2010-01-29",672
"776","2010-02-01",720
"777","2010-02-02",708
"778","2010-02-03",672
"779","2010-02-04",696
"780","2010-02-05",708
"781","2010-02-08",648
"782","2010-02-09",588
"783","2010-02-10",600
"784","2010-02-11",564
"785","2010-02-12",588
"786","2010-02-16",564
"787","2010-02-17",552
"788","2010-02-18",588
"789","2010-02-19",588
"790","2010-02-22",504
"791","2010-02-23",504
"792","2010-02-24",564
"793","2010-02-25",516
"794","2010-02-26",516
"795","2010-03-01",480
"796","2010-03-02",504
"797","2010-03-03",504
"798","2010-03-04",456
"799","2010-03-05",432
"800","2010-03-08",420
"801","2010-03-09",408
"802","2010-03-10",408
"803","2010-03-11",372
"804","2010-03-12",360
"805","2010-03-15",360
"806","2010-03-16",348
"807","2010-03-17",336
"808","2010-03-18",324
"809","2010-03-19",372
"810","2010-03-22",348
"811","2010-03-23",360
"812","2010-03-24",360
"813","2010-03-25",360
"814","2010-03-26",300
"815","2010-03-29",336
"816","2010-03-30",324
"817","2010-03-31",300
"818","2010-04-01",336
"819","2010-04-05",276
"820","2010-04-06",312
"821","2010-04-07",288
"822","2010-04-08",300
"823","2010-04-09",348
"824","2010-04-12",312
"825","2010-04-13",288
"826","2010-04-14",300
"827","2010-04-15",324
"828","2010-04-16",300
"829","2010-04-19",336
"830","2010-04-20",348
"831","2010-04-21",336
"832","2010-04-22",288
"833","2010-04-23",348
"834","2010-04-26",384
"835","2010-04-27",360
"836","2010-04-28",360
"837","2010-04-29",360
"838","2010-04-30",348
"839","2010-05-03",300
"840","2010-05-04",300
"841","2010-05-05",348
"842","2010-05-06",348
"843","2010-05-07",288
"844","2010-05-10",348
"845","2010-05-11",324
"846","2010-05-12",324
"847","2010-05-13",336
"848","2010-05-14",324
"849","2010-05-17",336
"850","2010-05-18",396
"851","2010-05-19",312
"852","2010-05-20",288
"853","2010-05-21",252
"854","2010-05-24",288
"855","2010-05-25",300
"856","2010-05-26",288
"857","2010-05-27",240
"858","2010-05-28",300
"859","2010-06-01",276
"860","2010-06-02",264
"861","2010-06-03",288
"862","2010-06-04",252
"863","2010-06-07",252
"864","2010-06-08",264
"865","2010-06-09",240
"866","2010-06-10",228
"867","2010-06-11",216
"868","2010-06-14",204
"869","2010-06-15",192
"870","2010-06-16",180
"871","2010-06-17",168
"872","2010-06-18",168
"873","2010-06-21",180
"874","2010-06-22",192
"875","2010-06-23",180
"876","2010-06-24",180
"877","2010-06-25",168
"878","2010-06-28",156
"879","2010-06-29",156
"880","2010-06-30",168
"881","2010-07-01",168
"882","2010-07-02",180
"883","2010-07-06",168
"884","2010-07-07",180
"885","2010-07-08",180
"886","2010-07-09",180
"887","2010-07-12",192
"888","2010-07-13",144
"889","2010-07-14",156
"890","2010-07-15",168
"891","2010-07-16",168
"892","2010-07-19",180
"893","2010-07-20",180
"894","2010-07-21",180
"895","2010-07-22",192
"896","2010-07-23",192
"897","2010-07-26",180
"898","2010-07-27",204
"899","2010-07-28",204
"900","2010-07-29",204
"901","2010-07-30",204
"902","2010-08-02",216
"903","2010-08-03",264
"904","2010-08-04",288
"905","2010-08-05",240
"906","2010-08-06",252
"907","2010-08-09",228
"908","2010-08-10",204
"909","2010-08-11",204
"910","2010-08-12",168
"911","2010-08-13",180
"912","2010-08-16",180
"913","2010-08-17",144
"914","2010-08-18",120
"915","2010-08-19",144
"916","2010-08-20",144
"917","2010-08-23",156
"918","2010-08-24",156
"919","2010-08-25",132
"920","2010-08-26",144
"921","2010-08-27",132
"922","2010-08-30",120
"923","2010-08-31",120
"924","2010-09-01",144
"925","2010-09-02",168
"926","2010-09-03",144
"927","2010-09-07",228
"928","2010-09-08",216
"929","2010-09-09",216
"930","2010-09-10",216
"931","2010-09-13",252
"932","2010-09-14",228
"933","2010-09-15",228
"934","2010-09-16",204
"935","2010-09-17",192
"936","2010-09-20",216
"937","2010-09-21",192
"938","2010-09-22",204
"939","2010-09-23",180
"940","2010-09-24",180
"941","2010-09-27",180
"942","2010-09-28",156
"943","2010-09-29",156
"944","2010-09-30",168
"945","2010-10-01",168
"946","2010-10-04",132
"947","2010-10-05",156
"948","2010-10-06",144
"949","2010-10-07",132
"950","2010-10-08",168
"951","2010-10-11",156
"952","2010-10-12",180
"953","2010-10-13",156
"954","2010-10-14",192
"955","2010-10-15",192
"956","2010-10-18",180
"957","2010-10-19",180
"958","2010-10-20",192
"959","2010-10-21",180
"960","2010-10-22",192
"961","2010-10-25",168
"962","2010-10-26",168
"963","2010-10-27",168
"964","2010-10-28",168
"965","2010-10-29",156
"966","2010-11-01",156
"967","2010-11-02",156
"968","2010-11-03",180
"969","2010-11-04",168
"970","2010-11-05",192
"971","2010-11-08",192
"972","2010-11-09",180
"973","2010-11-10",204
"974","2010-11-11",204
"975","2010-11-12",204
"976","2010-11-15",204
"977","2010-11-16",192
"978","2010-11-17",192
"979","2010-11-18",192
"980","2010-11-19",216
"981","2010-11-22",204
"982","2010-11-23",228
"983","2010-11-24",228
"984","2010-11-26",204
"985","2010-11-29",204
"986","2010-11-30",300
"987","2010-12-01",240
"988","2010-12-02",240
"989","2010-12-03",216
"990","2010-12-06",228
"991","2010-12-07",216
"992","2010-12-08",228
"993","2010-12-09",216
"994","2010-12-10",228
"995","2010-12-13",204
"996","2010-12-14",204
"997","2010-12-15",216
"998","2010-12-16",204
"999","2010-12-17",204
"1000","2010-12-20",216
"1001","2010-12-21",216
"1002","2010-12-22",216
"1003","2010-12-23",228
"1004","2010-12-27",216
"1005","2010-12-28",216
"1006","2010-12-29",204
"1007","2010-12-30",204
"1008","2010-12-31",204
"1009","2011-01-03",228
"1010","2011-01-04",216
"1011","2011-01-05",216
"1012","2011-01-06",216
"1013","2011-01-07",216
"1014","2011-01-10",216
"1015","2011-01-11",216
"1016","2011-01-12",216
"1017","2011-01-13",216
"1018","2011-01-14",192
"1019","2011-01-18",192
"1020","2011-01-19",216
"1021","2011-01-20",228
"1022","2011-01-21",216
"1023","2011-01-24",216
"1024","2011-01-25",216
"1025","2011-01-26",216
"1026","2011-01-27",204
"1027","2011-01-28",204
"1028","2011-01-31",204
"1029","2011-02-01",204
"1030","2011-02-02",192
"1031","2011-02-03",204
"1032","2011-02-04",192
"1033","2011-02-07",216
"1034","2011-02-08",192
"1035","2011-02-09",192
"1036","2011-02-10",192
"1037","2011-02-11",192
"1038","2011-02-14",192
"1039","2011-02-15",204
"1040","2011-02-16",204
"1041","2011-02-17",216
"1042","2011-02-18",216
"1043","2011-02-22",192
"1044","2011-02-23",216
"1045","2011-02-24",204
"1046","2011-02-25",204
"1047","2011-02-28",204
"1048","2011-03-01",204
"1049","2011-03-02",216
"1050","2011-03-03",216
"1051","2011-03-04",216
"1052","2011-03-07",204
"1053","2011-03-08",204
"1054","2011-03-09",228
"1055","2011-03-10",252
"1056","2011-03-11",252
"1057","2011-03-14",228
"1058","2011-03-15",228
"1059","2011-03-16",228
"1060","2011-03-17",228
"1061","2011-03-18",216
"1062","2011-03-21",216
"1063","2011-03-22",240
"1064","2011-03-23",240
"1065","2011-03-24",264
"1066","2011-03-25",252
"1067","2011-03-28",276
"1068","2011-03-29",348
"1069","2011-03-30",312
"1070","2011-03-31",336
"1071","2011-04-01",360
"1072","2011-04-04",420
"1073","2011-04-05",336
"1074","2011-04-06",384
"1075","2011-04-07",384
"1076","2011-04-08",384
"1077","2011-04-11",408
"1078","2011-04-12",408
"1079","2011-04-13",408
"1080","2011-04-14",408
"1081","2011-04-15",408
"1082","2011-04-18",384
"1083","2011-04-19",384
"1084","2011-04-20",372
"1085","2011-04-21",360
"1086","2011-04-25",300
"1087","2011-04-26",300
"1088","2011-04-27",324
"1089","2011-04-28",276
"1090","2011-04-29",300
"1091","2011-05-02",300
"1092","2011-05-03",300
"1093","2011-05-04",240
"1094","2011-05-05",228
"1095","2011-05-06",252
"1096","2011-05-09",288
"1097","2011-05-10",288
"1098","2011-05-11",240
"1099","2011-05-12",240
"1100","2011-05-13",240
"1101","2011-05-16",240
"1102","2011-05-17",264
"1103","2011-05-18",252
"1104","2011-05-19",228
"1105","2011-05-20",228
"1106","2011-05-23",216
"1107","2011-05-24",228
"1108","2011-05-25",228
"1109","2011-05-26",228
"1110","2011-05-27",228
"1111","2011-05-31",216
"1112","2011-06-01",228
