"","date","SND"
"1004","2020-10-30",1.28
"1005","2020-11-02",1.33
"1006","2020-11-03",1.41
"1007","2020-11-04",1.34
"1008","2020-11-05",1.38
"1009","2020-11-06",1.37
"1010","2020-11-09",1.44
"1011","2020-11-10",1.54
"1012","2020-11-11",1.52
"1013","2020-11-12",1.41
"1014","2020-11-13",1.5
"1015","2020-11-16",1.48
"1016","2020-11-17",1.52
"1017","2020-11-18",1.7
"1018","2020-11-19",1.72
"1019","2020-11-20",1.78
"1020","2020-11-23",1.92
"1021","2020-11-24",1.9
"1022","2020-11-25",2.05
"1023","2020-11-27",1.97
