"","date","FSV"
"1","2015-06-02",28
"2","2015-06-03",28.059999
"3","2015-06-04",27.870001
"4","2015-06-05",27.860001
"5","2015-06-08",27.969999
"6","2015-06-09",25.799999
"7","2015-06-10",26.051001
"8","2015-06-11",26.030001
"9","2015-06-12",25.959999
"10","2015-06-15",25.42
"11","2015-06-16",24.9
"12","2015-06-17",24.91
"13","2015-06-18",24.879999
"14","2015-06-19",24.950001
"15","2015-06-22",25.26
"16","2015-06-23",25.9
"17","2015-06-24",25.92
"18","2015-06-25",26.49
"19","2015-06-26",26.879999
"20","2015-06-29",26.68
"21","2015-06-30",27.77
"22","2015-07-01",27.99
"23","2015-07-02",29.09
"24","2015-07-06",29.809999
"25","2015-07-07",29.35
"26","2015-07-08",28.17
"27","2015-07-09",27.860001
"28","2015-07-10",29.18
"29","2015-07-13",28.74
"30","2015-07-14",28.360001
"31","2015-07-15",28.01
"32","2015-07-16",29.92
"33","2015-07-17",29.959999
"34","2015-07-20",29.559999
"35","2015-07-21",29.41
"36","2015-07-22",28.549999
"37","2015-07-23",28.33
"38","2015-07-24",28.1
"39","2015-07-27",27.629999
"40","2015-07-28",28.879999
"41","2015-07-29",29.85
"42","2015-07-30",29.4
"43","2015-07-31",29.790001
"44","2015-08-03",31
"45","2015-08-04",31.02
"46","2015-08-05",31.07
"47","2015-08-06",31.59
"48","2015-08-07",31.950001
"49","2015-08-10",32.029999
"50","2015-08-11",31.65
"51","2015-08-12",31.790001
"52","2015-08-13",32.400002
"53","2015-08-14",32.5
"54","2015-08-17",33.84
"55","2015-08-18",32.630001
"56","2015-08-19",32.360001
"57","2015-08-20",32.279999
"58","2015-08-21",31.799999
"59","2015-08-24",30.540001
"60","2015-08-25",31.08
"61","2015-08-26",31.24
"62","2015-08-27",31.389999
"63","2015-08-28",31.41
"64","2015-08-31",31.93
"65","2015-09-01",31.559999
"66","2015-09-02",32.224998
"67","2015-09-03",31.93
"68","2015-09-04",32.169998
"69","2015-09-08",32.07
"70","2015-09-09",31.389999
"71","2015-09-10",31.870001
"72","2015-09-11",31.65
"73","2015-09-14",31.5
"74","2015-09-15",32
"75","2015-09-16",32.540001
"76","2015-09-17",32.790001
"77","2015-09-18",32.52
"78","2015-09-21",33.18
"79","2015-09-22",33.279999
"80","2015-09-23",33.110001
"81","2015-09-24",33.73
"82","2015-09-25",34.169998
"83","2015-09-28",33.049999
"84","2015-09-29",32.169998
"85","2015-09-30",32.290001
"86","2015-10-01",33.27
"87","2015-10-02",33.279999
"88","2015-10-05",33.700001
"89","2015-10-06",33.709999
"90","2015-10-07",33.269001
"91","2015-10-08",32.990002
"92","2015-10-09",32.900002
"93","2015-10-12",32.740002
"94","2015-10-13",32.959999
"95","2015-10-14",33.209999
"96","2015-10-15",32.950001
"97","2015-10-16",32.75
"98","2015-10-19",32.310001
"99","2015-10-20",33.119999
"100","2015-10-21",32.790001
"101","2015-10-22",32.900002
"102","2015-10-23",32.77
"103","2015-10-26",32.860001
"104","2015-10-27",32.889999
"105","2015-10-28",32.240002
"106","2015-10-29",34.139999
"107","2015-10-30",35.200001
"108","2015-11-02",35.860001
"109","2015-11-03",35.720001
"110","2015-11-04",35.91
"111","2015-11-05",36.790001
"112","2015-11-06",36.990002
"113","2015-11-09",35.400002
"114","2015-11-10",36.68
"115","2015-11-11",36.389999
"116","2015-11-12",36.02
"117","2015-11-13",35.84
"118","2015-11-16",36.099998
"119","2015-11-17",36.549999
"120","2015-11-18",36.700001
"121","2015-11-19",36.880001
"122","2015-11-20",38.009998
"123","2015-11-23",39.619999
"124","2015-11-24",39.709999
"125","2015-11-25",40.869999
"126","2015-11-27",40.57
"127","2015-11-30",40.700001
"128","2015-12-01",42.189999
"129","2015-12-02",40.450001
"130","2015-12-03",39.68
"131","2015-12-04",39.459999
"132","2015-12-07",39.299999
"133","2015-12-08",39.02
"134","2015-12-09",38.310001
"135","2015-12-10",39.759998
"136","2015-12-11",39.290001
"137","2015-12-14",39.450001
"138","2015-12-15",39.849998
"139","2015-12-16",42.09
"140","2015-12-17",41.290001
"141","2015-12-18",41.18
"142","2015-12-21",39.869999
"143","2015-12-22",40.290001
"144","2015-12-23",40.080002
"145","2015-12-24",39.889999
"146","2015-12-28",39.970001
"147","2015-12-29",40.43
"148","2015-12-30",40.220001
"149","2015-12-31",40.43
"150","2016-01-04",39.490002
"151","2016-01-05",37.279999
"152","2016-01-06",36.240002
"153","2016-01-07",35.185001
"154","2016-01-08",35.990002
"155","2016-01-11",35.099998
"156","2016-01-12",35.369999
"157","2016-01-13",34.529999
"158","2016-01-14",35
"159","2016-01-15",34.66
"160","2016-01-19",33.790001
"161","2016-01-20",34.889999
"162","2016-01-21",35.580002
"163","2016-01-22",36.880001
"164","2016-01-25",37.07
"165","2016-01-26",38.27
"166","2016-01-27",37.560001
"167","2016-01-28",37.259998
"168","2016-01-29",38.18
"169","2016-02-01",37.740002
"170","2016-02-02",36.810001
"171","2016-02-03",36.369999
"172","2016-02-04",36.849998
"173","2016-02-05",35.939999
"174","2016-02-08",33.810001
"175","2016-02-09",33.18
"176","2016-02-10",33.849998
"177","2016-02-11",35.959999
"178","2016-02-12",36.82
"179","2016-02-16",37.560001
"180","2016-02-17",38.639999
"181","2016-02-18",39.119999
"182","2016-02-19",39.060001
"183","2016-02-22",37.849998
"184","2016-02-23",37.419998
"185","2016-02-24",37.450001
"186","2016-02-25",38.41
"187","2016-02-26",39
"188","2016-02-29",38.990002
"189","2016-03-01",39.060001
"190","2016-03-02",40.259998
"191","2016-03-03",40.59
"192","2016-03-04",40.27
"193","2016-03-07",39.990002
"194","2016-03-08",39.82
"195","2016-03-09",40.639999
"196","2016-03-10",40.150002
"197","2016-03-11",40.5
"198","2016-03-14",40.419998
"199","2016-03-15",40.009998
"200","2016-03-16",40.66
"201","2016-03-17",40.595001
"202","2016-03-18",40.549999
"203","2016-03-21",40.32
"204","2016-03-22",40.490002
"205","2016-03-23",40.110001
"206","2016-03-24",40.25
"207","2016-03-28",40.259998
"208","2016-03-29",40.220001
"209","2016-03-30",40.43
"210","2016-03-31",40.939999
"211","2016-04-01",40.419998
"212","2016-04-04",40.68
"213","2016-04-05",41.439999
"214","2016-04-06",42.610001
"215","2016-04-07",42.330002
"216","2016-04-08",42.310001
"217","2016-04-11",43.52
"218","2016-04-12",43.630001
"219","2016-04-13",44.029999
"220","2016-04-14",43.040001
"221","2016-04-15",42.98
"222","2016-04-18",43.119999
"223","2016-04-19",43.459999
"224","2016-04-20",43.48
"225","2016-04-21",42.98
"226","2016-04-22",42.619999
"227","2016-04-25",43.029999
"228","2016-04-26",43.380001
"229","2016-04-27",43.779999
"230","2016-04-28",44.57
"231","2016-04-29",45.009998
"232","2016-05-02",46.07
"233","2016-05-03",45.150002
"234","2016-05-04",44.549999
"235","2016-05-05",45.009998
"236","2016-05-06",46.860001
"237","2016-05-09",45.419998
"238","2016-05-10",45.099998
"239","2016-05-11",46.799999
"240","2016-05-12",45.84
"241","2016-05-13",45.549999
"242","2016-05-16",45.279999
"243","2016-05-17",44.580002
"244","2016-05-18",44.630001
"245","2016-05-19",45.130001
"246","2016-05-20",45.560001
"247","2016-05-23",45.18
"248","2016-05-24",46.18
"249","2016-05-25",46.419998
"250","2016-05-26",46.200001
