"","date","SOI"
"411","2018-12-28",11.85
"412","2018-12-31",12.09
"413","2019-01-02",12.61
"414","2019-01-03",12.35
"415","2019-01-04",13.14
"416","2019-01-07",13.35
"417","2019-01-08",13.3
"418","2019-01-09",13.75
"419","2019-01-10",13.71
"420","2019-01-11",14.14
"421","2019-01-14",14.27
"422","2019-01-15",14.61
"423","2019-01-16",14.92
"424","2019-01-17",15.2
"425","2019-01-18",15.6
"426","2019-01-22",14.93
"427","2019-01-23",14.64
"428","2019-01-24",15.27
"429","2019-01-25",15.51
"430","2019-01-28",15.15
"431","2019-01-29",14.95
"432","2019-01-30",14.6
"433","2019-01-31",15.04
"434","2019-02-01",15.2
"435","2019-02-04",15.1
"436","2019-02-05",14.99
"437","2019-02-06",14.81
"438","2019-02-07",14.27
"439","2019-02-08",13.68
"440","2019-02-11",14.09
"441","2019-02-12",14.42
"442","2019-02-13",14.99
"443","2019-02-14",15.35
"444","2019-02-15",15.77
"445","2019-02-19",16.5
"446","2019-02-20",16.299999
"447","2019-02-21",15.96
"448","2019-02-22",16.040001
"449","2019-02-25",16.08
"450","2019-02-26",16.16
"451","2019-02-27",16.48
"452","2019-02-28",17
"453","2019-03-01",17.02
"454","2019-03-04",17.120001
"455","2019-03-05",16.84
"456","2019-03-06",15.85
"457","2019-03-07",15.48
"458","2019-03-08",15.28
"459","2019-03-11",15.44
"460","2019-03-12",16.040001
"461","2019-03-13",16.18
"462","2019-03-14",16.530001
"463","2019-03-15",16.74
"464","2019-03-18",16.459999
"465","2019-03-19",16.33
"466","2019-03-20",16.620001
"467","2019-03-21",16.98
"468","2019-03-22",15.5
"469","2019-03-25",15.86
"470","2019-03-26",16.26
"471","2019-03-27",16.059999
"472","2019-03-28",16.57
"473","2019-03-29",16.440001
"474","2019-04-01",16.67
"475","2019-04-02",17.030001
"476","2019-04-03",16.98
"477","2019-04-04",16.77
"478","2019-04-05",16.82
"479","2019-04-08",16.879999
"480","2019-04-09",16.58
"481","2019-04-10",16.98
"482","2019-04-11",17.67
"483","2019-04-12",18.25
"484","2019-04-15",18.23
"485","2019-04-16",18.83
"486","2019-04-17",18.540001
"487","2019-04-18",18.43
"488","2019-04-22",18.92
"489","2019-04-23",18.9
"490","2019-04-24",18.620001
"491","2019-04-25",18.59
"492","2019-04-26",18.549999
"493","2019-04-29",18
"494","2019-04-30",16.99
"495","2019-05-01",17.75
"496","2019-05-02",17.5
"497","2019-05-03",18.139999
"498","2019-05-06",18.75
"499","2019-05-07",17.91
"500","2019-05-08",17.860001
"501","2019-05-09",17.799999
"502","2019-05-10",17.469999
"503","2019-05-13",17.01
"504","2019-05-14",17.23
"505","2019-05-15",17.67
"506","2019-05-16",18.129999
"507","2019-05-17",17.190001
"508","2019-05-20",16.93
"509","2019-05-21",16.969999
"510","2019-05-22",15.92
"511","2019-05-23",15.35
"512","2019-05-24",14.82
"513","2019-05-28",14.75
"514","2019-05-29",14.68
"515","2019-05-30",14.29
"516","2019-05-31",14.23
"517","2019-06-03",14.44
"518","2019-06-04",14.58
"519","2019-06-05",14.53
"520","2019-06-06",14.64
"521","2019-06-07",15.33
"522","2019-06-10",15.7
"523","2019-06-11",15.62
"524","2019-06-12",15.07
"525","2019-06-13",15.15
"526","2019-06-14",15
"527","2019-06-17",15.45
"528","2019-06-18",15.62
"529","2019-06-19",15.38
"530","2019-06-20",15.81
"531","2019-06-21",15.55
"532","2019-06-24",14.88
"533","2019-06-25",15.12
"534","2019-06-26",15.42
"535","2019-06-27",14.99
"536","2019-06-28",14.98
"537","2019-07-01",14.82
"538","2019-07-02",14.14
"539","2019-07-03",13.81
"540","2019-07-05",13.78
"541","2019-07-08",13.75
"542","2019-07-09",13.77
"543","2019-07-10",14.07
"544","2019-07-11",14.05
"545","2019-07-12",14.33
"546","2019-07-15",13.62
"547","2019-07-16",13.42
"548","2019-07-17",12.92
"549","2019-07-18",13.12
"550","2019-07-19",13.09
"551","2019-07-22",13.66
"552","2019-07-23",13.5
"553","2019-07-24",13.77
"554","2019-07-25",13.36
"555","2019-07-26",13.5
"556","2019-07-29",13.01
"557","2019-07-30",14.01
"558","2019-07-31",14.31
"559","2019-08-01",13.33
"560","2019-08-02",13.66
"561","2019-08-05",13.29
"562","2019-08-06",13.44
"563","2019-08-07",13.49
"564","2019-08-08",13.81
"565","2019-08-09",13.86
"566","2019-08-12",13.94
"567","2019-08-13",13.91
"568","2019-08-14",13.19
"569","2019-08-15",13.14
"570","2019-08-16",13.85
"571","2019-08-19",13.91
"572","2019-08-20",13.82
"573","2019-08-21",13.81
"574","2019-08-22",13.75
"575","2019-08-23",13.33
"576","2019-08-26",13.31
"577","2019-08-27",12.84
"578","2019-08-28",13.64
"579","2019-08-29",14.19
"580","2019-08-30",13.75
"581","2019-09-03",13.28
"582","2019-09-04",13.68
"583","2019-09-05",13.48
"584","2019-09-06",13.47
"585","2019-09-09",13.7
"586","2019-09-10",13.9
"587","2019-09-11",13.92
"588","2019-09-12",13.65
"589","2019-09-13",13.89
"590","2019-09-16",14.78
"591","2019-09-17",13.65
"592","2019-09-18",13.13
"593","2019-09-19",13.18
"594","2019-09-20",13.6
"595","2019-09-23",14.07
"596","2019-09-24",13.58
"597","2019-09-25",13.69
"598","2019-09-26",13.55
"599","2019-09-27",13.52
"600","2019-09-30",13.42
"601","2019-10-01",13.25
"602","2019-10-02",12.82
"603","2019-10-03",12.5
"604","2019-10-04",12.05
"605","2019-10-07",12.31
"606","2019-10-08",12.09
"607","2019-10-09",11.81
"608","2019-10-10",11.85
"609","2019-10-11",12.08
"610","2019-10-14",11.83
"611","2019-10-15",11.63
"612","2019-10-16",11.2
"613","2019-10-17",11.27
"614","2019-10-18",11.01
"615","2019-10-21",11.24
"616","2019-10-22",11.28
"617","2019-10-23",11.38
"618","2019-10-24",11.42
"619","2019-10-25",11.79
"620","2019-10-28",11.72
"621","2019-10-29",11.45
"622","2019-10-30",10.9
"623","2019-10-31",10.64
"624","2019-11-01",11.05
"625","2019-11-04",11.61
"626","2019-11-05",11.68
"627","2019-11-06",11.41
"628","2019-11-07",11.61
"629","2019-11-08",11.54
"630","2019-11-11",11.58
"631","2019-11-12",11.7
"632","2019-11-13",11.23
"633","2019-11-14",11.19
"634","2019-11-15",11.15
"635","2019-11-18",10.97
"636","2019-11-19",10.71
"637","2019-11-20",10.77
"638","2019-11-21",10.65
"639","2019-11-22",10.64
"640","2019-11-25",10.92
"641","2019-11-26",10.94
"642","2019-11-27",11.17
"643","2019-11-29",10.73
"644","2019-12-02",10.76
"645","2019-12-03",10.51
"646","2019-12-04",11.57
"647","2019-12-05",11.74
"648","2019-12-06",12.07
"649","2019-12-09",11.94
"650","2019-12-10",12.42
"651","2019-12-11",12.54
"652","2019-12-12",13.13
"653","2019-12-13",13.15
"654","2019-12-16",13.41
"655","2019-12-17",13.98
"656","2019-12-18",14.19
"657","2019-12-19",14.47
"658","2019-12-20",14.25
"659","2019-12-23",14.6
"660","2019-12-24",14.59
"661","2019-12-26",14.59
"662","2019-12-27",14.28
"663","2019-12-30",14.45
"664","2019-12-31",14
"665","2020-01-02",14
"666","2020-01-03",14.01
"667","2020-01-06",14.45
"668","2020-01-07",14.39
"669","2020-01-08",14.1
"670","2020-01-09",13.97
"671","2020-01-10",13.62
"672","2020-01-13",13.38
"673","2020-01-14",13.41
"674","2020-01-15",13.17
"675","2020-01-16",13.55
"676","2020-01-17",13.42
"677","2020-01-21",13.1
"678","2020-01-22",12.95
"679","2020-01-23",12.62
"680","2020-01-24",12.5
"681","2020-01-27",12.07
"682","2020-01-28",12.2
"683","2020-01-29",11.96
"684","2020-01-30",11.79
"685","2020-01-31",11.53
"686","2020-02-03",11.83
"687","2020-02-04",11.8
"688","2020-02-05",12
"689","2020-02-06",11.94
"690","2020-02-07",11.92
"691","2020-02-10",11.75
"692","2020-02-11",11.82
"693","2020-02-12",11.95
"694","2020-02-13",12.09
"695","2020-02-14",12.33
"696","2020-02-18",12.49
"697","2020-02-19",13.48
"698","2020-02-20",13.11
"699","2020-02-21",13.11
"700","2020-02-24",12.6
"701","2020-02-25",11.84
"702","2020-02-26",11.63
"703","2020-02-27",10.55
"704","2020-02-28",10.6
"705","2020-03-02",10.76
"706","2020-03-03",10.39
"707","2020-03-04",10.61
"708","2020-03-05",10.25
"709","2020-03-06",9.75
"710","2020-03-09",7.41
"711","2020-03-10",7.13
"712","2020-03-11",6.13
"713","2020-03-12",5.11
"714","2020-03-13",5.47
"715","2020-03-16",5.13
"716","2020-03-17",5.68
"717","2020-03-18",5.14
"718","2020-03-19",5
"719","2020-03-20",4.83
"720","2020-03-23",4.55
"721","2020-03-24",5.4
"722","2020-03-25",5.35
"723","2020-03-26",5.61
"724","2020-03-27",5.48
"725","2020-03-30",5.25
"726","2020-03-31",5.25
"727","2020-04-01",4.92
"728","2020-04-02",5.37
"729","2020-04-03",5.32
"730","2020-04-06",5.17
"731","2020-04-07",5.29
"732","2020-04-08",5.67
"733","2020-04-09",5.91
"734","2020-04-13",6.17
"735","2020-04-14",6.06
"736","2020-04-15",5.47
"737","2020-04-16",5.39
"738","2020-04-17",5.5
"739","2020-04-20",5.4
"740","2020-04-21",5.54
"741","2020-04-22",5.56
"742","2020-04-23",6.06
"743","2020-04-24",6
"744","2020-04-27",6.1
"745","2020-04-28",6.48
"746","2020-04-29",7.18
"747","2020-04-30",6.84
"748","2020-05-01",6.49
"749","2020-05-04",6.55
"750","2020-05-05",6.44
"751","2020-05-06",6.12
"752","2020-05-07",6.34
"753","2020-05-08",6.97
"754","2020-05-11",6.52
"755","2020-05-12",6.43
"756","2020-05-13",5.32
"757","2020-05-14",5.48
"758","2020-05-15",5.63
"759","2020-05-18",6.35
"760","2020-05-19",5.86
"761","2020-05-20",6.36
"762","2020-05-21",6.4
"763","2020-05-22",6.21
"764","2020-05-26",6.76
"765","2020-05-27",6.81
"766","2020-05-28",6.85
"767","2020-05-29",6.93
"768","2020-06-01",6.77
"769","2020-06-02",7.08
"770","2020-06-03",7.39
"771","2020-06-04",7.69
"772","2020-06-05",8.17
"773","2020-06-08",9.06
"774","2020-06-09",8.39
"775","2020-06-10",7.95
"776","2020-06-11",7.06
"777","2020-06-12",7.36
"778","2020-06-15",7.15
"779","2020-06-16",7.47
"780","2020-06-17",7.18
"781","2020-06-18",7.33
"782","2020-06-19",7.51
"783","2020-06-22",7.39
"784","2020-06-23",7.46
"785","2020-06-24",6.85
"786","2020-06-25",7.04
"787","2020-06-26",7.12
"788","2020-06-29",7.22
"789","2020-06-30",7.42
"790","2020-07-01",7.19
"791","2020-07-02",7.12
"792","2020-07-06",7.24
"793","2020-07-07",7.45
"794","2020-07-08",7.26
"795","2020-07-09",6.79
"796","2020-07-10",6.9
"797","2020-07-13",6.84
"798","2020-07-14",7.16
"799","2020-07-15",7.37
"800","2020-07-16",7.24
"801","2020-07-17",7.18
"802","2020-07-20",6.99
"803","2020-07-21",7.62
"804","2020-07-22",7.67
"805","2020-07-23",7.99
"806","2020-07-24",7.89
"807","2020-07-27",7.84
"808","2020-07-28",7.58
"809","2020-07-29",7.77
"810","2020-07-30",7.63
"811","2020-07-31",7.26
"812","2020-08-03",7.39
"813","2020-08-04",7.3
"814","2020-08-05",7.74
"815","2020-08-06",7.61
"816","2020-08-07",7.83
"817","2020-08-10",8.11
"818","2020-08-11",8.1
"819","2020-08-12",8.2
"820","2020-08-13",8
"821","2020-08-14",8.08
"822","2020-08-17",8.05
"823","2020-08-18",7.81
"824","2020-08-19",7.75
"825","2020-08-20",7.65
"826","2020-08-21",7.51
"827","2020-08-24",7.89
"828","2020-08-25",7.83
"829","2020-08-26",7.78
"830","2020-08-27",7.76
"831","2020-08-28",8.01
"832","2020-08-31",7.78
"833","2020-09-01",7.74
"834","2020-09-02",7.63
"835","2020-09-03",7.57
"836","2020-09-04",7.57
"837","2020-09-08",7.33
"838","2020-09-09",7.24
"839","2020-09-10",6.91
"840","2020-09-11",6.64
"841","2020-09-14",6.56
"842","2020-09-15",6.56
"843","2020-09-16",6.96
"844","2020-09-17",6.96
"845","2020-09-18",6.7
"846","2020-09-21",6.61
"847","2020-09-22",6.46
"848","2020-09-23",6.21
"849","2020-09-24",6.21
"850","2020-09-25",6.18
"851","2020-09-28",6.46
"852","2020-09-29",6.58
"853","2020-09-30",6.34
"854","2020-10-01",6.49
"855","2020-10-02",6.45
"856","2020-10-05",6.67
"857","2020-10-06",6.44
"858","2020-10-07",6.42
"859","2020-10-08",6.63
"860","2020-10-09",6.49
"861","2020-10-12",6.52
"862","2020-10-13",6.4
"863","2020-10-14",6.47
"864","2020-10-15",6.55
"865","2020-10-16",6.28
"866","2020-10-19",6.21
"867","2020-10-20",6.36
"868","2020-10-21",6.05
"869","2020-10-22",6.26
"870","2020-10-23",6.3
"871","2020-10-26",6.08
"872","2020-10-27",6
"873","2020-10-28",5.79
"874","2020-10-29",5.8
"875","2020-10-30",5.93
"876","2020-11-02",6.18
"877","2020-11-03",6.14
"878","2020-11-04",5.96
"879","2020-11-05",5.85
"880","2020-11-06",5.94
"881","2020-11-09",6.49
"882","2020-11-10",6.82
"883","2020-11-11",6.7
"884","2020-11-12",6.44
"885","2020-11-13",6.53
"886","2020-11-16",6.95
"887","2020-11-17",6.92
"888","2020-11-18",6.87
"889","2020-11-19",6.99
"890","2020-11-20",6.89
"891","2020-11-23",7.17
"892","2020-11-24",7.45
"893","2020-11-25",7.07
"894","2020-11-27",6.95
