"","date","SOI"
"1","2017-05-12",11.55
"2","2017-05-15",11.75
"3","2017-05-16",12.03
"4","2017-05-17",12.04
"5","2017-05-18",12
"6","2017-05-19",11.85
"7","2017-05-22",11.83
"8","2017-05-23",11.85
"9","2017-05-24",12
"10","2017-05-25",12
"11","2017-05-26",11.98
"12","2017-05-30",11.87
"13","2017-05-31",11.5
"14","2017-06-01",11.7
"15","2017-06-02",11.67
"16","2017-06-05",11.56
"17","2017-06-06",11.54
"18","2017-06-07",10.36
"19","2017-06-08",10.04
"20","2017-06-09",9.97
"21","2017-06-12",10.39
"22","2017-06-13",11.34
"23","2017-06-14",11.16
"24","2017-06-15",11.13
"25","2017-06-16",11.25
"26","2017-06-19",11.26
"27","2017-06-20",10.71
"28","2017-06-21",10.9
"29","2017-06-22",10.31
"30","2017-06-23",10.73
"31","2017-06-26",10.74
"32","2017-06-27",11.1
"33","2017-06-28",11.43
"34","2017-06-29",11.77
"35","2017-06-30",11.53
"36","2017-07-03",11.62
"37","2017-07-05",11.38
"38","2017-07-06",11.61
"39","2017-07-07",11.59
"40","2017-07-10",11.98
"41","2017-07-11",12
"42","2017-07-12",11.71
"43","2017-07-13",11.95
"44","2017-07-14",12.09
"45","2017-07-17",12.93
"46","2017-07-18",12.88
"47","2017-07-19",13.86
"48","2017-07-20",12.71
"49","2017-07-21",12.76
"50","2017-07-24",12.72
"51","2017-07-25",12.29
"52","2017-07-26",12.78
"53","2017-07-27",12.94
"54","2017-07-28",13.1
"55","2017-07-31",13.05
"56","2017-08-01",12.86
"57","2017-08-02",12.57
"58","2017-08-03",12.66
"59","2017-08-04",13.44
"60","2017-08-07",13.42
"61","2017-08-08",12.99
"62","2017-08-09",12.71
"63","2017-08-10",12.12
"64","2017-08-11",11.83
"65","2017-08-14",12.3
"66","2017-08-15",12.14
"67","2017-08-16",12.39
"68","2017-08-17",12.27
"69","2017-08-18",12.81
"70","2017-08-21",13.25
"71","2017-08-22",13.49
"72","2017-08-23",13.29
"73","2017-08-24",13.54
"74","2017-08-25",13.27
"75","2017-08-28",13.23
"76","2017-08-29",13.45
"77","2017-08-30",13.73
"78","2017-08-31",14.16
"79","2017-09-01",14.43
"80","2017-09-05",14.75
"81","2017-09-06",15.62
"82","2017-09-07",14.84
"83","2017-09-08",14.32
"84","2017-09-11",15.15
"85","2017-09-12",15.98
"86","2017-09-13",16.08
"87","2017-09-14",15.7
"88","2017-09-15",15.96
"89","2017-09-18",16.389999
"90","2017-09-19",16.07
"91","2017-09-20",16.290001
"92","2017-09-21",16.129999
"93","2017-09-22",16.42
"94","2017-09-25",16.83
"95","2017-09-26",17.41
"96","2017-09-27",17.5
"97","2017-09-28",17.5
"98","2017-09-29",17.43
"99","2017-10-02",17.5
"100","2017-10-03",17.26
"101","2017-10-04",16.950001
"102","2017-10-05",17.559999
"103","2017-10-06",17.07
"104","2017-10-09",17.440001
"105","2017-10-10",17.059999
"106","2017-10-11",16.59
"107","2017-10-12",16.530001
"108","2017-10-13",16.15
"109","2017-10-16",15.98
"110","2017-10-17",15.88
"111","2017-10-18",14.98
"112","2017-10-19",15.02
"113","2017-10-20",15.3
"114","2017-10-23",15.32
"115","2017-10-24",15.23
"116","2017-10-25",14.28
"117","2017-10-26",14.7
"118","2017-10-27",15.43
"119","2017-10-30",15.61
"120","2017-10-31",15.96
"121","2017-11-01",16.07
"122","2017-11-02",15.79
"123","2017-11-03",15.96
"124","2017-11-06",16.6
"125","2017-11-07",17.870001
"126","2017-11-08",17.280001
"127","2017-11-09",16.5
"128","2017-11-10",16.08
"129","2017-11-13",16.059999
"130","2017-11-14",15.28
"131","2017-11-15",15
"132","2017-11-16",14.96
"133","2017-11-17",15.22
"134","2017-11-20",16.200001
"135","2017-11-21",16.49
"136","2017-11-22",16.76
"137","2017-11-24",16.889999
"138","2017-11-27",16.459999
"139","2017-11-28",15.99
"140","2017-11-29",15.68
"141","2017-11-30",16.200001
"142","2017-12-01",16.690001
"143","2017-12-04",16.83
"144","2017-12-05",16.74
"145","2017-12-06",16.110001
"146","2017-12-07",15.95
"147","2017-12-08",16.24
"148","2017-12-11",17.379999
"149","2017-12-12",18.620001
"150","2017-12-13",18.82
"151","2017-12-14",18.26
"152","2017-12-15",19.4
"153","2017-12-18",19.07
"154","2017-12-19",18.67
"155","2017-12-20",19.389999
"156","2017-12-21",19.950001
"157","2017-12-22",20.15
"158","2017-12-26",20.93
"159","2017-12-27",21.15
"160","2017-12-28",21.68
"161","2017-12-29",21.41
"162","2018-01-02",22.370001
"163","2018-01-03",22.42
"164","2018-01-04",23.040001
"165","2018-01-05",23.459999
"166","2018-01-08",22.870001
"167","2018-01-09",22.98
"168","2018-01-10",23.08
"169","2018-01-11",22.41
"170","2018-01-12",21.790001
"171","2018-01-16",19.98
"172","2018-01-17",20.700001
"173","2018-01-18",20.799999
"174","2018-01-19",20.9
"175","2018-01-22",21
"176","2018-01-23",21.059999
"177","2018-01-24",22.16
"178","2018-01-25",20.41
"179","2018-01-26",19.959999
"180","2018-01-29",19.57
"181","2018-01-30",19.540001
"182","2018-01-31",18.870001
"183","2018-02-01",19.6
"184","2018-02-02",18.91
"185","2018-02-05",18.57
"186","2018-02-06",18.93
"187","2018-02-07",17.77
"188","2018-02-08",17.530001
"189","2018-02-09",16.99
"190","2018-02-12",17.299999
"191","2018-02-13",17.030001
"192","2018-02-14",18.27
"193","2018-02-15",18.82
"194","2018-02-16",18.73
"195","2018-02-20",17.76
"196","2018-02-21",17.790001
"197","2018-02-22",17.91
"198","2018-02-23",18.110001
"199","2018-02-26",18.139999
"200","2018-02-27",17.74
"201","2018-02-28",16.83
"202","2018-03-01",17
"203","2018-03-02",17.209999
"204","2018-03-05",17.49
"205","2018-03-06",18.26
"206","2018-03-07",17.030001
"207","2018-03-08",17.049999
"208","2018-03-09",17.68
"209","2018-03-12",16.66
"210","2018-03-13",16.51
"211","2018-03-14",16.92
"212","2018-03-15",16.1
"213","2018-03-16",16.719999
"214","2018-03-19",15.98
"215","2018-03-20",16.870001
"216","2018-03-21",17.49
"217","2018-03-22",16.940001
"218","2018-03-23",17.059999
"219","2018-03-26",17.200001
"220","2018-03-27",16.719999
"221","2018-03-28",16.219999
"222","2018-03-29",16.559999
"223","2018-04-02",16.34
"224","2018-04-03",16.9
"225","2018-04-04",16.309999
"226","2018-04-05",17.209999
"227","2018-04-06",17.129999
"228","2018-04-09",16.459999
"229","2018-04-10",17.690001
"230","2018-04-11",17.860001
"231","2018-04-12",17.93
"232","2018-04-13",18.209999
"233","2018-04-16",18
"234","2018-04-17",17.809999
"235","2018-04-18",18.18
"236","2018-04-19",17.469999
"237","2018-04-20",18
"238","2018-04-23",18.4
"239","2018-04-24",18.190001
"240","2018-04-25",17.799999
"241","2018-04-26",18
"242","2018-04-27",18.4
"243","2018-04-30",18.799999
"244","2018-05-01",18.219999
"245","2018-05-02",18.65
"246","2018-05-03",18.23
"247","2018-05-04",18.370001
"248","2018-05-07",18.98
"249","2018-05-08",18.85
"250","2018-05-09",19
"251","2018-05-10",16.74
"252","2018-05-11",17.18
"253","2018-05-14",16.299999
"254","2018-05-15",16.440001
"255","2018-05-16",16.24
"256","2018-05-17",16.459999
"257","2018-05-18",16.690001
"258","2018-05-21",16.24
"259","2018-05-22",16.200001
"260","2018-05-23",16.459999
"261","2018-05-24",16.610001
"262","2018-05-25",16.540001
"263","2018-05-29",16.34
"264","2018-05-30",16.469999
"265","2018-05-31",15.44
"266","2018-06-01",14.97
"267","2018-06-04",14.6
"268","2018-06-05",15.01
"269","2018-06-06",15.08
"270","2018-06-07",15.45
"271","2018-06-08",15.48
"272","2018-06-11",16
"273","2018-06-12",16.23
"274","2018-06-13",16.43
"275","2018-06-14",16.040001
"276","2018-06-15",15.89
"277","2018-06-18",14.93
"278","2018-06-19",14.91
"279","2018-06-20",14.67
"280","2018-06-21",13.63
"281","2018-06-22",14.56
"282","2018-06-25",13.94
"283","2018-06-26",14.38
"284","2018-06-27",14.31
"285","2018-06-28",14.12
"286","2018-06-29",14.29
"287","2018-07-02",13.8
"288","2018-07-03",13.93
"289","2018-07-05",13.97
"290","2018-07-06",14.04
"291","2018-07-09",14.39
"292","2018-07-10",14.55
"293","2018-07-11",14.34
"294","2018-07-12",14.27
"295","2018-07-13",14.4
"296","2018-07-16",14.3
"297","2018-07-17",14.14
"298","2018-07-18",14.27
"299","2018-07-19",14.32
"300","2018-07-20",14.2
"301","2018-07-23",13.92
"302","2018-07-24",13.26
"303","2018-07-25",13.47
"304","2018-07-26",13.64
"305","2018-07-27",14.63
"306","2018-07-30",14.64
"307","2018-07-31",15.69
"308","2018-08-01",15.16
"309","2018-08-02",16.110001
"310","2018-08-03",16.74
"311","2018-08-06",16.59
"312","2018-08-07",16.780001
"313","2018-08-08",16.99
"314","2018-08-09",17.219999
"315","2018-08-10",17.57
"316","2018-08-13",17.200001
"317","2018-08-14",17.16
"318","2018-08-15",16.209999
"319","2018-08-16",16.15
"320","2018-08-17",16.58
"321","2018-08-20",16.66
"322","2018-08-21",16.65
"323","2018-08-22",17.030001
"324","2018-08-23",16.92
"325","2018-08-24",16.9
"326","2018-08-27",16.75
"327","2018-08-28",16.950001
"328","2018-08-29",17.27
"329","2018-08-30",16.84
"330","2018-08-31",17.219999
"331","2018-09-04",16.98
"332","2018-09-05",16.67
"333","2018-09-06",16.09
"334","2018-09-07",15.29
"335","2018-09-10",15.72
"336","2018-09-11",16.700001
"337","2018-09-12",16.85
"338","2018-09-13",17.049999
"339","2018-09-14",17.030001
"340","2018-09-17",16.67
"341","2018-09-18",17.370001
"342","2018-09-19",17.469999
"343","2018-09-20",17.25
"344","2018-09-21",17.299999
"345","2018-09-24",18.469999
"346","2018-09-25",18.959999
"347","2018-09-26",18.4
"348","2018-09-27",18.27
"349","2018-09-28",18.889999
"350","2018-10-01",18.870001
"351","2018-10-02",18.07
"352","2018-10-03",18.690001
"353","2018-10-04",18.67
"354","2018-10-05",18.360001
"355","2018-10-08",18.65
"356","2018-10-09",18.860001
"357","2018-10-10",17.4
"358","2018-10-11",17.389999
"359","2018-10-12",17.42
"360","2018-10-15",17.440001
"361","2018-10-16",17.75
"362","2018-10-17",17.209999
"363","2018-10-18",15.98
"364","2018-10-19",15.6
"365","2018-10-22",15.32
"366","2018-10-23",14.54
"367","2018-10-24",13.69
"368","2018-10-25",13.71
"369","2018-10-26",13.66
"370","2018-10-29",13.08
"371","2018-10-30",13.28
"372","2018-10-31",13.2
"373","2018-11-01",14.61
"374","2018-11-02",14.59
"375","2018-11-05",14.62
"376","2018-11-06",14.67
"377","2018-11-07",14.92
"378","2018-11-08",14.71
"379","2018-11-09",14.43
"380","2018-11-12",13.71
"381","2018-11-13",13.36
"382","2018-11-14",13.13
"383","2018-11-15",13.53
"384","2018-11-16",13.89
"385","2018-11-19",13.83
"386","2018-11-20",12.87
"387","2018-11-21",13.36
"388","2018-11-23",13.34
"389","2018-11-26",13.73
"390","2018-11-27",13.25
"391","2018-11-28",13.53
"392","2018-11-29",13.35
"393","2018-11-30",13.13
"394","2018-12-03",13.4
"395","2018-12-04",13
"396","2018-12-06",12.45
"397","2018-12-07",12.37
"398","2018-12-10",11.82
"399","2018-12-11",11.9
"400","2018-12-12",12.56
"401","2018-12-13",12.11
"402","2018-12-14",12
"403","2018-12-17",11.41
"404","2018-12-18",11.83
"405","2018-12-19",11.76
"406","2018-12-20",11.59
"407","2018-12-21",11.04
"408","2018-12-24",10.85
"409","2018-12-26",11.72
"410","2018-12-27",11.8
