"","date","CRWD"
"1","2019-06-12",58
"2","2019-06-13",67.559998
"3","2019-06-14",64.160004
"4","2019-06-17",70.010002
"5","2019-06-18",76.5
"6","2019-06-19",77.220001
"7","2019-06-20",74.849998
"8","2019-06-21",72.230003
"9","2019-06-24",67.970001
"10","2019-06-25",61.52
"11","2019-06-26",62.650002
"12","2019-06-27",63.279999
"13","2019-06-28",68.290001
"14","2019-07-01",63.200001
"15","2019-07-02",64.519997
"16","2019-07-03",67.239998
"17","2019-07-05",67.209999
"18","2019-07-08",66.910004
"19","2019-07-09",68.449997
"20","2019-07-10",74.339996
"21","2019-07-11",70.879997
"22","2019-07-12",73.5
"23","2019-07-15",71.599998
"24","2019-07-16",69.540001
"25","2019-07-17",71
"26","2019-07-18",72.75
"27","2019-07-19",83.519997
"28","2019-07-22",87.68
"29","2019-07-23",86.739998
"30","2019-07-24",87.459999
"31","2019-07-25",92.279999
"32","2019-07-26",92.879997
"33","2019-07-29",87.230003
"34","2019-07-30",94
"35","2019-07-31",89.07
"36","2019-08-01",91.529999
"37","2019-08-02",88.010002
"38","2019-08-05",85.480003
"39","2019-08-06",85.239998
"40","2019-08-07",84.220001
"41","2019-08-08",91.650002
"42","2019-08-09",94.900002
"43","2019-08-12",93.010002
"44","2019-08-13",99.650002
"45","2019-08-14",94.019997
"46","2019-08-15",93.660004
"47","2019-08-16",96.050003
"48","2019-08-19",99.389999
"49","2019-08-20",99.160004
"50","2019-08-21",96.580002
"51","2019-08-22",92.970001
"52","2019-08-23",88.43
"53","2019-08-26",88.879997
"54","2019-08-27",84.080002
"55","2019-08-28",86.989998
"56","2019-08-29",83.82
"57","2019-08-30",81.279999
"58","2019-09-03",83.760002
"59","2019-09-04",85.309998
"60","2019-09-05",86.849998
"61","2019-09-06",75.980003
"62","2019-09-09",67.099998
"63","2019-09-10",71.650002
"64","2019-09-11",69.110001
"65","2019-09-12",69.660004
"66","2019-09-13",64.860001
"67","2019-09-16",67.860001
"68","2019-09-17",71.040001
"69","2019-09-18",70.849998
"70","2019-09-19",68.93
"71","2019-09-20",66.970001
"72","2019-09-23",66.910004
"73","2019-09-24",62.52
"74","2019-09-25",62.02
"75","2019-09-26",58.299999
"76","2019-09-27",53.459999
"77","2019-09-30",58.310001
"78","2019-10-01",57.889999
"79","2019-10-02",56.630001
"80","2019-10-03",62.139999
"81","2019-10-04",63.84
"82","2019-10-07",68.779999
"83","2019-10-08",65.300003
"84","2019-10-09",63.080002
"85","2019-10-10",61.41
"86","2019-10-11",60.27
"87","2019-10-14",54.52
"88","2019-10-15",55.209999
"89","2019-10-16",52.029999
"90","2019-10-17",50.439999
"91","2019-10-18",47.040001
"92","2019-10-21",47.400002
"93","2019-10-22",46.200001
"94","2019-10-23",47.869999
"95","2019-10-24",51.84
"96","2019-10-25",50.110001
"97","2019-10-28",47.950001
"98","2019-10-29",47.799999
"99","2019-10-30",51.445
"100","2019-10-31",49.91
"101","2019-11-01",48.5
"102","2019-11-04",49.650002
"103","2019-11-05",48.700001
"104","2019-11-06",47.830002
"105","2019-11-07",45.5
"106","2019-11-08",47.209999
"107","2019-11-11",46.200001
"108","2019-11-12",47.049999
"109","2019-11-13",52
"110","2019-11-14",52.73
"111","2019-11-15",59.75
"112","2019-11-18",57.07
"113","2019-11-19",56
"114","2019-11-20",54.880001
"115","2019-11-21",53.77
"116","2019-11-22",54.200001
"117","2019-11-25",55.84
"118","2019-11-26",55.580002
"119","2019-11-27",56.290001
"120","2019-11-29",58
"121","2019-12-02",55.009998
"122","2019-12-03",57.369999
"123","2019-12-04",54.98
"124","2019-12-05",52.950001
"125","2019-12-06",50.889999
"126","2019-12-09",49
"127","2019-12-10",47.549999
"128","2019-12-11",47.73
"129","2019-12-12",47.299999
"130","2019-12-13",49.41
"131","2019-12-16",49.450001
"132","2019-12-17",48.389999
"133","2019-12-18",50.139999
"134","2019-12-19",49.470001
"135","2019-12-20",49.490002
"136","2019-12-23",47.849998
"137","2019-12-24",47.75
"138","2019-12-26",50.029999
"139","2019-12-27",48.919998
"140","2019-12-30",50.029999
"141","2019-12-31",49.869999
"142","2020-01-02",49.439999
"143","2020-01-03",50.75
"144","2020-01-06",55.110001
"145","2020-01-07",54.75
"146","2020-01-08",55.66
"147","2020-01-09",55.939999
"148","2020-01-10",57.200001
"149","2020-01-13",58.970001
"150","2020-01-14",59.240002
"151","2020-01-15",60.25
"152","2020-01-16",62.240002
"153","2020-01-17",63.450001
"154","2020-01-21",62.240002
"155","2020-01-22",62.57
"156","2020-01-23",61.549999
"157","2020-01-24",59.25
"158","2020-01-27",58.060001
"159","2020-01-28",59.07
"160","2020-01-29",60.259998
"161","2020-01-30",62.450001
"162","2020-01-31",61.09
"163","2020-02-03",61.080002
"164","2020-02-04",63.555
"165","2020-02-05",61.814999
"166","2020-02-06",62.189999
"167","2020-02-07",62.09
"168","2020-02-10",63.299999
"169","2020-02-11",65.190002
"170","2020-02-12",65.080002
"171","2020-02-13",65.309998
"172","2020-02-14",64.849998
"173","2020-02-18",66.040001
"174","2020-02-19",66.029999
"175","2020-02-20",63.380001
"176","2020-02-21",60.93
"177","2020-02-24",58.080002
"178","2020-02-25",57.740002
"179","2020-02-26",58.459999
"180","2020-02-27",57.5
"181","2020-02-28",59.639999
"182","2020-03-02",59.130001
"183","2020-03-03",56.48
"184","2020-03-04",57.200001
"185","2020-03-05",55.919998
"186","2020-03-06",51.959999
"187","2020-03-09",45.740002
"188","2020-03-10",46.91
"189","2020-03-11",42.849998
"190","2020-03-12",37.82
"191","2020-03-13",39.549999
"192","2020-03-16",33.009998
"193","2020-03-17",38.009998
"194","2020-03-18",38.630001
"195","2020-03-19",41.740002
"196","2020-03-20",49.009998
"197","2020-03-23",51.450001
"198","2020-03-24",57.330002
"199","2020-03-25",55.779999
