"","date","JAZZ"
"177","2008-02-12",12.16
"178","2008-02-13",12.98
"179","2008-02-14",11.97
"180","2008-02-15",11.37
"181","2008-02-19",10.96
"182","2008-02-20",11.38
"183","2008-02-21",11.05
"184","2008-02-22",11.52
"185","2008-02-25",12.27
"186","2008-02-26",12.24
"187","2008-02-27",12.23
"188","2008-02-28",12.57
"189","2008-02-29",11.96
"190","2008-03-03",12.12
"191","2008-03-04",11.73
"192","2008-03-05",11.89
"193","2008-03-06",11.63
"194","2008-03-07",10.96
"195","2008-03-10",9.95
"196","2008-03-11",9.99
"197","2008-03-12",9.73
"198","2008-03-13",9.48
"199","2008-03-14",9.81
"200","2008-03-17",9.87
"201","2008-03-18",10.51
"202","2008-03-19",9.83
"203","2008-03-20",9.34
"204","2008-03-24",9.92
"205","2008-03-25",10.03
"206","2008-03-26",10.1
"207","2008-03-27",9.85
"208","2008-03-28",9.55
"209","2008-03-31",9.02
"210","2008-04-01",8.75
"211","2008-04-02",8.75
"212","2008-04-03",8.73
"213","2008-04-04",8.86
"214","2008-04-07",8.51
"215","2008-04-08",9.09
"216","2008-04-09",9.05
"217","2008-04-10",8.58
"218","2008-04-11",8.37
"219","2008-04-14",8.14
"220","2008-04-15",8.79
"221","2008-04-16",9.11
"222","2008-04-17",8.65
"223","2008-04-18",8.78
"224","2008-04-21",8.67
"225","2008-04-22",8.3
"226","2008-04-23",8.37
"227","2008-04-24",9.29
"228","2008-04-25",9.19
"229","2008-04-28",9.18
"230","2008-04-29",9
"231","2008-04-30",9.01
"232","2008-05-01",9
"233","2008-05-02",8.92
"234","2008-05-05",8.66
"235","2008-05-06",9.21
"236","2008-05-07",8.74
"237","2008-05-08",9.01
"238","2008-05-09",8.78
"239","2008-05-12",8.4
"240","2008-05-13",8.75
"241","2008-05-14",8.25
"242","2008-05-15",7.97
"243","2008-05-16",7.96
"244","2008-05-19",7.36
"245","2008-05-20",7.67
"246","2008-05-21",7.62
"247","2008-05-22",7.73
"248","2008-05-23",7.56
"249","2008-05-27",7.64
"250","2008-05-28",7.55
"251","2008-05-29",8
"252","2008-05-30",7.65
"253","2008-06-02",7.88
"254","2008-06-03",7.65
"255","2008-06-04",7.94
"256","2008-06-05",7.97
"257","2008-06-06",7.35
"258","2008-06-09",6.75
"259","2008-06-10",6.75
"260","2008-06-11",6.75
"261","2008-06-12",5.7
"262","2008-06-13",6
"263","2008-06-16",6.11
"264","2008-06-17",5.94
"265","2008-06-18",6.08
"266","2008-06-19",6.17
"267","2008-06-20",7.6
"268","2008-06-23",6.74
"269","2008-06-24",7.6
"270","2008-06-25",8
"271","2008-06-26",7.45
"272","2008-06-27",7.04
"273","2008-06-30",7.41
"274","2008-07-01",7.3
"275","2008-07-02",6.75
"276","2008-07-03",7.28
"277","2008-07-07",6.54
"278","2008-07-08",7.27
"279","2008-07-09",6.75
"280","2008-07-10",6.75
"281","2008-07-11",6.62
"282","2008-07-14",6.36
"283","2008-07-15",6.75
"284","2008-07-16",6.69
"285","2008-07-17",6.62
"286","2008-07-18",6.6
"287","2008-07-21",6.54
"288","2008-07-22",6.62
"289","2008-07-23",6.73
"290","2008-07-24",6.62
"291","2008-07-25",6.48
"292","2008-07-28",6.82
"293","2008-07-29",7.02
"294","2008-07-30",7.37
"295","2008-07-31",6.74
"296","2008-08-01",6.87
"297","2008-08-04",7.05
"298","2008-08-05",7.92
"299","2008-08-06",8.23
"300","2008-08-07",8.05
"301","2008-08-08",8.2
"302","2008-08-11",8.49
"303","2008-08-12",8.15
"304","2008-08-13",8.44
"305","2008-08-14",8.05
"306","2008-08-15",7.84
"307","2008-08-18",7.92
"308","2008-08-19",8.14
"309","2008-08-20",8.07
"310","2008-08-21",7.71
"311","2008-08-22",8.07
"312","2008-08-25",7.63
"313","2008-08-26",7.08
"314","2008-08-27",6.86
"315","2008-08-28",7.41
"316","2008-08-29",7.09
"317","2008-09-02",6.76
"318","2008-09-03",6.75
"319","2008-09-04",6.82
"320","2008-09-05",6.71
"321","2008-09-08",6.99
"322","2008-09-09",6.81
"323","2008-09-10",6.56
"324","2008-09-11",6.55
"325","2008-09-12",6.29
"326","2008-09-15",6.18
"327","2008-09-16",5.32
"328","2008-09-17",4.8
"329","2008-09-18",5.25
"330","2008-09-19",5.26
"331","2008-09-22",4.91
"332","2008-09-23",5.28
"333","2008-09-24",4.87
"334","2008-09-25",4.97
"335","2008-09-26",5.02
"336","2008-09-29",3.97
"337","2008-09-30",4.94
"338","2008-10-01",5.01
"339","2008-10-02",4.96
"340","2008-10-03",4.62
"341","2008-10-06",4.71
"342","2008-10-07",3.87
"343","2008-10-08",3.9
"344","2008-10-09",3.42
"345","2008-10-10",4
"346","2008-10-13",4.75
"347","2008-10-14",3.9
"348","2008-10-15",3.11
"349","2008-10-16",4
"350","2008-10-17",4.25
"351","2008-10-20",3.98
"352","2008-10-21",3.69
"353","2008-10-22",3.75
"354","2008-10-23",3.58
"355","2008-10-24",3.43
"356","2008-10-27",3.24
"357","2008-10-28",3.46
"358","2008-10-29",3.45
"359","2008-10-30",3.05
"360","2008-10-31",2.98
"361","2008-11-03",2.71
"362","2008-11-04",2.74
"363","2008-11-05",2.64
"364","2008-11-06",2.75
"365","2008-11-07",2.77
"366","2008-11-10",2.66
"367","2008-11-11",2.64
"368","2008-11-12",1.58
"369","2008-11-13",1.51
"370","2008-11-14",1.3
"371","2008-11-17",1.26
"372","2008-11-18",1.28
"373","2008-11-19",1.14
"374","2008-11-20",1.19
"375","2008-11-21",1.4
"376","2008-11-24",1.5
"377","2008-11-25",1.2
"378","2008-11-26",1.4
"379","2008-11-28",1.5
"380","2008-12-01",1.3
"381","2008-12-02",1.28
"382","2008-12-03",1.27
"383","2008-12-04",1.19
"384","2008-12-05",1.21
"385","2008-12-08",1.26
"386","2008-12-09",1.12
"387","2008-12-10",1.22
"388","2008-12-11",1.01
"389","2008-12-12",1.27
"390","2008-12-15",1.19
"391","2008-12-16",1.3
"392","2008-12-17",1.33
"393","2008-12-18",1.49
"394","2008-12-19",1.68
"395","2008-12-22",2.47
"396","2008-12-23",1.85
"397","2008-12-24",1.75
"398","2008-12-26",1.7
"399","2008-12-29",1.41
"400","2008-12-30",1.47
"401","2008-12-31",1.93
"402","2009-01-02",2
"403","2009-01-05",1.87
"404","2009-01-06",1.71
"405","2009-01-07",1.45
"406","2009-01-08",1.46
"407","2009-01-09",1.34
"408","2009-01-12",1.31
"409","2009-01-13",1.59
"410","2009-01-14",1.61
"411","2009-01-15",1.21
"412","2009-01-16",1.3
"413","2009-01-20",1.2
"414","2009-01-21",1.25
"415","2009-01-22",1.2
"416","2009-01-23",0.98
"417","2009-01-26",1.03
"418","2009-01-27",1.02
"419","2009-01-28",1.02
"420","2009-01-29",0.97
"421","2009-01-30",0.96
"422","2009-02-02",1.04
"423","2009-02-03",1.07
"424","2009-02-04",0.96
"425","2009-02-05",1.01
"426","2009-02-06",1.03
"427","2009-02-09",1.01
"428","2009-02-10",0.95
"429","2009-02-11",0.96
"430","2009-02-12",1
"431","2009-02-13",1.01
"432","2009-02-17",0.95
"433","2009-02-18",0.95
"434","2009-02-19",0.98
"435","2009-02-20",0.9
"436","2009-02-23",0.92
"437","2009-02-24",1.05
"438","2009-02-25",0.95
"439","2009-02-26",0.79
"440","2009-02-27",0.74
"441","2009-03-02",0.69
"442","2009-03-03",0.69
"443","2009-03-04",0.73
"444","2009-03-05",0.67
"445","2009-03-06",0.62
"446","2009-03-09",0.58
"447","2009-03-10",0.8
"448","2009-03-11",0.74
"449","2009-03-12",0.78
"450","2009-03-13",0.74
"451","2009-03-16",0.98
"452","2009-03-17",1
"453","2009-03-18",0.96
"454","2009-03-19",0.98
"455","2009-03-20",0.91
"456","2009-03-23",1.03
"457","2009-03-24",0.9
"458","2009-03-25",1
"459","2009-03-26",1
"460","2009-03-27",0.89
"461","2009-03-30",0.98
"462","2009-03-31",0.89
"463","2009-04-01",0.95
"464","2009-04-02",1.08
"465","2009-04-03",1.01
"466","2009-04-06",0.97
"467","2009-04-07",0.98
"468","2009-04-08",1.03
"469","2009-04-09",1.02
"470","2009-04-13",0.98
"471","2009-04-14",0.95
"472","2009-04-15",0.79
"473","2009-04-16",0.8
"474","2009-04-17",0.78
"475","2009-04-20",0.66
"476","2009-04-21",0.66
"477","2009-04-22",0.56
"478","2009-04-23",0.55
"479","2009-04-24",0.6
"480","2009-04-27",0.63
"481","2009-04-28",0.63
"482","2009-04-29",0.61
"483","2009-04-30",0.55
"484","2009-05-01",0.6
"485","2009-05-04",0.76
"486","2009-05-05",0.84
"487","2009-05-06",0.74
"488","2009-05-07",0.74
"489","2009-05-08",0.87
"490","2009-05-11",0.79
"491","2009-05-12",0.85
"492","2009-05-13",0.79
"493","2009-05-14",0.82
"494","2009-05-15",0.8
"495","2009-05-18",0.87
"496","2009-05-19",0.86
"497","2009-05-20",0.83
"498","2009-05-21",0.85
"499","2009-05-22",0.83
"500","2009-05-26",0.88
"501","2009-05-27",1
"502","2009-05-28",1.01
"503","2009-05-29",1
"504","2009-06-01",1
"505","2009-06-02",1
"506","2009-06-03",1.03
"507","2009-06-04",1.03
"508","2009-06-05",1.01
"509","2009-06-08",1
"510","2009-06-09",1.02
"511","2009-06-10",3.16
"512","2009-06-11",2.99
"513","2009-06-12",2.64
"514","2009-06-15",4.56
"515","2009-06-16",3.79
"516","2009-06-17",3.76
"517","2009-06-18",3.72
"518","2009-06-19",3.49
"519","2009-06-22",3.27
"520","2009-06-23",3.07
"521","2009-06-24",3.25
"522","2009-06-25",4.48
"523","2009-06-26",3.88
"524","2009-06-29",3.79
"525","2009-06-30",3.7
"526","2009-07-01",3.97
"527","2009-07-02",3.82
"528","2009-07-06",3.63
"529","2009-07-07",4.21
"530","2009-07-08",3.78
"531","2009-07-09",4.01
"532","2009-07-10",4.13
"533","2009-07-13",4.15
"534","2009-07-14",4.08
"535","2009-07-15",4
"536","2009-07-16",3.94
"537","2009-07-17",3.87
"538","2009-07-20",3.95
"539","2009-07-21",4.42
"540","2009-07-22",4.25
"541","2009-07-23",4.29
"542","2009-07-24",4.38
"543","2009-07-27",6.3
"544","2009-07-28",6.58
"545","2009-07-29",5.91
"546","2009-07-30",6.26
"547","2009-07-31",5.88
"548","2009-08-03",6.21
"549","2009-08-04",6.3
"550","2009-08-05",6.25
"551","2009-08-06",5.94
"552","2009-08-07",5.95
"553","2009-08-10",6.1
"554","2009-08-11",6.52
"555","2009-08-12",7.21
"556","2009-08-13",6.83
"557","2009-08-14",6.67
"558","2009-08-17",6.33
"559","2009-08-18",6.37
"560","2009-08-19",6.42
"561","2009-08-20",6.3
"562","2009-08-21",6.28
"563","2009-08-24",6.52
"564","2009-08-25",7.05
"565","2009-08-26",7.14
"566","2009-08-27",6.8
"567","2009-08-28",7.07
"568","2009-08-31",7.29
"569","2009-09-01",7.27
"570","2009-09-02",6.96
"571","2009-09-03",7.01
"572","2009-09-04",9.27
"573","2009-09-08",10.28
"574","2009-09-09",10.37
"575","2009-09-10",9.99
"576","2009-09-11",9.16
"577","2009-09-14",9.6
"578","2009-09-15",9.92
"579","2009-09-16",9.76
"580","2009-09-17",9.46
"581","2009-09-18",9.5
"582","2009-09-21",9.28
"583","2009-09-22",9.37
"584","2009-09-23",9.72
"585","2009-09-24",9.13
"586","2009-09-25",8.72
"587","2009-09-28",8.86
"588","2009-09-29",8.71
"589","2009-09-30",8.02
"590","2009-10-01",7.76
"591","2009-10-02",7.75
"592","2009-10-05",7.96
"593","2009-10-06",8.07
"594","2009-10-07",8
"595","2009-10-08",8.12
"596","2009-10-09",8.1
"597","2009-10-12",7.96
"598","2009-10-13",7.75
"599","2009-10-14",7.79
"600","2009-10-15",8.66
"601","2009-10-16",8.52
"602","2009-10-19",8.78
"603","2009-10-20",8.16
"604","2009-10-21",7.99
"605","2009-10-22",7.81
"606","2009-10-23",7.3
"607","2009-10-26",6.89
"608","2009-10-27",6.71
"609","2009-10-28",6.03
"610","2009-10-29",6.66
"611","2009-10-30",6.28
"612","2009-11-02",6.26
"613","2009-11-03",6.88
"614","2009-11-04",6.51
"615","2009-11-05",7.56
"616","2009-11-06",6.91
"617","2009-11-09",6.73
"618","2009-11-10",6.66
"619","2009-11-11",6.89
"620","2009-11-12",6.71
"621","2009-11-13",6.76
"622","2009-11-16",7.3
"623","2009-11-17",7.67
"624","2009-11-18",7.47
"625","2009-11-19",7.24
"626","2009-11-20",7.03
"627","2009-11-23",7.08
"628","2009-11-24",7.77
"629","2009-11-25",7.61
"630","2009-11-27",7.52
"631","2009-11-30",7.63
"632","2009-12-01",7.67
"633","2009-12-02",7.59
"634","2009-12-03",7.47
"635","2009-12-04",7.46
"636","2009-12-07",7.35
"637","2009-12-08",7.19
"638","2009-12-09",8.26
"639","2009-12-10",8.14
"640","2009-12-11",8.04
"641","2009-12-14",8.49
"642","2009-12-15",8.15
"643","2009-12-16",8.26
"644","2009-12-17",8.16
"645","2009-12-18",8.14
"646","2009-12-21",8.4
"647","2009-12-22",8.44
"648","2009-12-23",8.34
"649","2009-12-24",8.26
"650","2009-12-28",8.08
"651","2009-12-29",8.11
"652","2009-12-30",8.05
"653","2009-12-31",7.88
"654","2010-01-04",8.24
"655","2010-01-05",8.39
"656","2010-01-06",8.69
"657","2010-01-07",8.39
"658","2010-01-08",8.26
"659","2010-01-11",8.34
"660","2010-01-12",8.51
"661","2010-01-13",9.27
"662","2010-01-14",10.01
"663","2010-01-15",10.05
"664","2010-01-19",9.88
"665","2010-01-20",11
"666","2010-01-21",10.15
"667","2010-01-22",9.55
"668","2010-01-25",9.6
"669","2010-01-26",9.77
"670","2010-01-27",9.58
"671","2010-01-28",9.47
"672","2010-01-29",9.4
"673","2010-02-01",9.41
"674","2010-02-02",9.84
"675","2010-02-03",9.81
"676","2010-02-04",9.14
"677","2010-02-05",9.02
"678","2010-02-08",9.13
"679","2010-02-09",9.18
"680","2010-02-10",9.22
"681","2010-02-11",9.25
"682","2010-02-12",9.34
"683","2010-02-16",10.5
"684","2010-02-17",10.45
"685","2010-02-18",10.24
"686","2010-02-19",10.02
"687","2010-02-22",10
"688","2010-02-23",9.56
"689","2010-02-24",9.48
"690","2010-02-25",9.65
"691","2010-02-26",9.78
"692","2010-03-01",10.34
"693","2010-03-02",10.32
"694","2010-03-03",10.6
"695","2010-03-04",11.61
"696","2010-03-05",11.77
"697","2010-03-08",11.48
"698","2010-03-09",11.17
"699","2010-03-10",11.71
"700","2010-03-11",11.46
"701","2010-03-12",11.35
"702","2010-03-15",11.1
"703","2010-03-16",11.3
"704","2010-03-17",12.49
"705","2010-03-18",12.65
"706","2010-03-19",12.46
"707","2010-03-22",13.47
"708","2010-03-23",12.99
"709","2010-03-24",12.83
"710","2010-03-25",12.33
"711","2010-03-26",11.69
"712","2010-03-29",12.01
"713","2010-03-30",11.44
"714","2010-03-31",10.9
"715","2010-04-01",11
"716","2010-04-05",11.41
"717","2010-04-06",11.93
"718","2010-04-07",11.59
"719","2010-04-08",11.25
"720","2010-04-09",11.27
"721","2010-04-12",11.41
"722","2010-04-13",11.28
"723","2010-04-14",11.63
"724","2010-04-15",11.56
"725","2010-04-16",10.55
"726","2010-04-19",9.81
"727","2010-04-20",10.34
"728","2010-04-21",10.33
"729","2010-04-22",10.22
"730","2010-04-23",10.3
"731","2010-04-26",10.39
"732","2010-04-27",9.83
"733","2010-04-28",9.84
"734","2010-04-29",10.5
"735","2010-04-30",10.14
"736","2010-05-03",10.3
"737","2010-05-04",10.09
"738","2010-05-05",9.74
"739","2010-05-06",8.45
"740","2010-05-07",8.2
"741","2010-05-10",9.06
"742","2010-05-11",8.32
"743","2010-05-12",8.65
"744","2010-05-13",8.56
"745","2010-05-14",8.57
"746","2010-05-17",8.65
"747","2010-05-18",8.65
"748","2010-05-19",8.46
"749","2010-05-20",8.12
"750","2010-05-21",8.4
"751","2010-05-24",8.22
"752","2010-05-25",8.1
"753","2010-05-26",7.93
"754","2010-05-27",8.35
"755","2010-05-28",8.11
"756","2010-06-01",7.57
"757","2010-06-02",8.14
"758","2010-06-03",7.98
"759","2010-06-04",7.59
"760","2010-06-07",7.15
"761","2010-06-08",7.35
"762","2010-06-09",7.36
"763","2010-06-10",7.66
"764","2010-06-11",7.89
"765","2010-06-14",8.06
"766","2010-06-15",8.57
"767","2010-06-16",8.43
"768","2010-06-17",8.31
"769","2010-06-18",8.43
"770","2010-06-21",8.13
"771","2010-06-22",7.9
"772","2010-06-23",8.2
"773","2010-06-24",8.19
"774","2010-06-25",8.32
"775","2010-06-28",8.36
"776","2010-06-29",7.99
"777","2010-06-30",7.83
"778","2010-07-01",8.27
"779","2010-07-02",8.44
"780","2010-07-06",8.23
"781","2010-07-07",8.33
"782","2010-07-08",8.59
"783","2010-07-09",8.7
"784","2010-07-12",8.59
"785","2010-07-13",8.75
"786","2010-07-14",8.72
"787","2010-07-15",8.65
"788","2010-07-16",8.5
"789","2010-07-19",8.64
"790","2010-07-20",8.7
"791","2010-07-21",8.6
"792","2010-07-22",8.74
"793","2010-07-23",8.76
"794","2010-07-26",8.74
"795","2010-07-27",8.6
"796","2010-07-28",8.4
"797","2010-07-29",8.62
"798","2010-07-30",8.7
"799","2010-08-02",8.96
"800","2010-08-03",9.13
"801","2010-08-04",9.17
"802","2010-08-05",9.2
"803","2010-08-06",9.5
"804","2010-08-09",9.58
"805","2010-08-10",9.45
"806","2010-08-11",10.5
"807","2010-08-12",10.95
"808","2010-08-13",10.38
"809","2010-08-16",10.28
"810","2010-08-17",10.25
"811","2010-08-18",10.61
"812","2010-08-19",10.23
"813","2010-08-20",10.23
"814","2010-08-23",7.96
"815","2010-08-24",8.13
"816","2010-08-25",8.23
"817","2010-08-26",8.18
"818","2010-08-27",8.57
"819","2010-08-30",8.5
"820","2010-08-31",8.92
"821","2010-09-01",9.27
"822","2010-09-02",9.81
"823","2010-09-03",9.71
"824","2010-09-07",9.67
"825","2010-09-08",9.82
"826","2010-09-09",9.81
"827","2010-09-10",9.86
"828","2010-09-13",9.85
"829","2010-09-14",9.89
"830","2010-09-15",9.89
"831","2010-09-16",9.62
"832","2010-09-17",9.6
"833","2010-09-20",10.34
"834","2010-09-21",10.4
"835","2010-09-22",10.32
"836","2010-09-23",10.17
"837","2010-09-24",10.31
"838","2010-09-27",10.25
"839","2010-09-28",10.81
"840","2010-09-29",10.58
"841","2010-09-30",10.73
"842","2010-10-01",10.93
"843","2010-10-04",10.51
"844","2010-10-05",10.26
"845","2010-10-06",10.32
"846","2010-10-07",10.38
"847","2010-10-08",10.11
"848","2010-10-11",10.51
"849","2010-10-12",10.69
"850","2010-10-13",10.95
"851","2010-10-14",11.55
"852","2010-10-15",11.31
"853","2010-10-18",11.2
"854","2010-10-19",10.81
"855","2010-10-20",10.85
"856","2010-10-21",10.9
"857","2010-10-22",11
"858","2010-10-25",11.13
"859","2010-10-26",11.04
"860","2010-10-27",10.79
"861","2010-10-28",10.62
"862","2010-10-29",10.63
"863","2010-11-01",11.23
"864","2010-11-02",12.22
"865","2010-11-03",12.2
"866","2010-11-04",12.4
"867","2010-11-05",14.28
"868","2010-11-08",14.97
"869","2010-11-09",14.75
"870","2010-11-10",14.98
"871","2010-11-11",15.12
"872","2010-11-12",15.05
"873","2010-11-15",15.15
"874","2010-11-16",15.12
"875","2010-11-17",15.05
"876","2010-11-18",16.32
"877","2010-11-19",16.799999
"878","2010-11-22",16.34
"879","2010-11-23",16.360001
"880","2010-11-24",16.799999
"881","2010-11-26",16.530001
"882","2010-11-29",16.719999
"883","2010-11-30",16.65
"884","2010-12-01",17.52
"885","2010-12-02",17.700001
"886","2010-12-03",17.98
"887","2010-12-06",18.57
"888","2010-12-07",18.690001
"889","2010-12-08",18.51
"890","2010-12-09",18.42
"891","2010-12-10",18.950001
"892","2010-12-13",18.27
"893","2010-12-14",17.959999
"894","2010-12-15",18.610001
"895","2010-12-16",18.559999
"896","2010-12-17",19
"897","2010-12-20",19.52
"898","2010-12-21",19.969999
"899","2010-12-22",19.9
"900","2010-12-23",19.83
"901","2010-12-27",19.9
"902","2010-12-28",19.82
"903","2010-12-29",20
"904","2010-12-30",19.83
"905","2010-12-31",19.68
"906","2011-01-03",19.959999
"907","2011-01-04",19.43
"908","2011-01-05",19.83
"909","2011-01-06",19.82
"910","2011-01-07",19.76
"911","2011-01-10",21.549999
"912","2011-01-11",21.1
"913","2011-01-12",23.1
"914","2011-01-13",22.450001
"915","2011-01-14",22.35
"916","2011-01-18",23.299999
"917","2011-01-19",22.309999
"918","2011-01-20",21.719999
"919","2011-01-21",22.02
"920","2011-01-24",21.93
"921","2011-01-25",21.780001
"922","2011-01-26",22.5
"923","2011-01-27",22.780001
"924","2011-01-28",22.32
"925","2011-01-31",22.360001
"926","2011-02-01",22.58
"927","2011-02-02",22.440001
"928","2011-02-03",22.049999
"929","2011-02-04",21.879999
"930","2011-02-07",22.15
"931","2011-02-08",23.299999
"932","2011-02-09",22.85
"933","2011-02-10",22.969999
"934","2011-02-11",22.879999
"935","2011-02-14",23.190001
"936","2011-02-15",24.219999
"937","2011-02-16",23.83
"938","2011-02-17",23.450001
"939","2011-02-18",23.27
"940","2011-02-22",23.51
"941","2011-02-23",23.65
"942","2011-02-24",23.879999
"943","2011-02-25",24.48
"944","2011-02-28",24.629999
"945","2011-03-01",24.32
"946","2011-03-02",25.219999
"947","2011-03-03",26.26
"948","2011-03-04",27.110001
"949","2011-03-07",27.299999
"950","2011-03-08",27.700001
"951","2011-03-09",28.219999
"952","2011-03-10",27.459999
"953","2011-03-11",28.75
"954","2011-03-14",28.780001
"955","2011-03-15",28.99
"956","2011-03-16",28.67
"957","2011-03-17",28.57
"958","2011-03-18",29.209999
"959","2011-03-21",29.98
"960","2011-03-22",29.41
"961","2011-03-23",29.450001
"962","2011-03-24",30
"963","2011-03-25",29.83
"964","2011-03-28",30
"965","2011-03-29",32.119999
"966","2011-03-30",33.110001
"967","2011-03-31",31.85
"968","2011-04-01",31.82
"969","2011-04-04",32.130001
"970","2011-04-05",33.52
"971","2011-04-06",33.349998
"972","2011-04-07",33.41
"973","2011-04-08",34.130001
"974","2011-04-11",33.75
"975","2011-04-12",33.380001
"976","2011-04-13",34.259998
"977","2011-04-14",34.169998
"978","2011-04-15",34.52
"979","2011-04-18",34.209999
"980","2011-04-19",34.5
"981","2011-04-20",34.220001
"982","2011-04-21",33.630001
"983","2011-04-25",33.5
"984","2011-04-26",33.5
"985","2011-04-27",32.93
"986","2011-04-28",32.18
"987","2011-04-29",31.91
"988","2011-05-02",32.48
"989","2011-05-03",31.879999
"990","2011-05-04",29.639999
"991","2011-05-05",29.83
"992","2011-05-06",29.27
"993","2011-05-09",30.450001
"994","2011-05-10",30.200001
"995","2011-05-11",29.99
"996","2011-05-12",29.26
"997","2011-05-13",28.370001
"998","2011-05-16",27.1
