"","date","HVBC"
"81","2017-05-09",14.18
"82","2017-05-10",14.26
"83","2017-05-11",14.3
"84","2017-05-12",14.35
"85","2017-05-15",14.17
"86","2017-05-16",14.17
"87","2017-05-17",14.34
"88","2017-05-18",14.23
"89","2017-05-19",14.25
"90","2017-05-22",14.25
"91","2017-05-23",14.33
"92","2017-05-24",14.33
"93","2017-05-25",14.32
"94","2017-05-26",14.264
"95","2017-05-30",14.26
"96","2017-05-31",14.25
"97","2017-06-01",14.22
"98","2017-06-02",14.21
"99","2017-06-05",14.3
"100","2017-06-06",14.26
"101","2017-06-07",14.25
"102","2017-06-08",14.36
"103","2017-06-09",14.392
"104","2017-06-12",14.39
"105","2017-06-13",14.38
"106","2017-06-14",14.3
"107","2017-06-15",14.36
"108","2017-06-16",14.39
"109","2017-06-19",14.38
"110","2017-06-20",14.38
"111","2017-06-21",14.39
"112","2017-06-22",14.42
"113","2017-06-23",14.4
"114","2017-06-26",14.42
"115","2017-06-27",14.42
"116","2017-06-28",14.42
"117","2017-06-29",14.42
"118","2017-06-30",14.48
"119","2017-07-03",14.45
"120","2017-07-05",14.48
"121","2017-07-06",14.48
"122","2017-07-07",14.48
"123","2017-07-10",14.48
"124","2017-07-11",14.46
"125","2017-07-12",14.45
"126","2017-07-13",14.45
"127","2017-07-14",14.4
"128","2017-07-17",14.4
"129","2017-07-18",14.4
"130","2017-07-19",14.45
"131","2017-07-20",14.411
"132","2017-07-21",14.411
"133","2017-07-24",14.416
"134","2017-07-25",14.36
"135","2017-07-26",14.351
"136","2017-07-27",14.08
"137","2017-07-28",14.37
"138","2017-07-31",14.4
"139","2017-08-01",14.5
"140","2017-08-02",14.5
"141","2017-08-03",14.48
"142","2017-08-04",14.48
"143","2017-08-07",14.5
"144","2017-08-08",14.5
"145","2017-08-09",14.5
"146","2017-08-10",14.49
"147","2017-08-11",14.47
"148","2017-08-14",14.48
"149","2017-08-15",14.45
"150","2017-08-16",14.41
"151","2017-08-17",14.4
"152","2017-08-18",14.4
"153","2017-08-21",14.15
"154","2017-08-22",14.44
"155","2017-08-23",14.4
"156","2017-08-24",14.432
"157","2017-08-25",14.48
"158","2017-08-28",14.44
"159","2017-08-29",14.44
"160","2017-08-30",14.43
"161","2017-08-31",14.47
"162","2017-09-01",14.46
"163","2017-09-05",14.45
"164","2017-09-06",14.45
"165","2017-09-07",14.25
"166","2017-09-08",14
"167","2017-09-11",14
"168","2017-09-12",13.9
"169","2017-09-13",14.46
"170","2017-09-14",14.35
"171","2017-09-15",14.4
"172","2017-09-18",14.407
"173","2017-09-19",14.5
"174","2017-09-20",14.5
"175","2017-09-21",14.69
"176","2017-09-22",14.79
"177","2017-09-25",14.775
"178","2017-09-26",14.969
"179","2017-09-27",14.88
"180","2017-09-28",14.88
"181","2017-09-29",14.937
"182","2017-10-02",14.96
"183","2017-10-03",14.76
"184","2017-10-04",14.76
"185","2017-10-05",14.76
"186","2017-10-06",14.76
"187","2017-10-09",14.962
"188","2017-10-10",14.935
"189","2017-10-11",14.925
"190","2017-10-12",14.88
"191","2017-10-13",14.959
"192","2017-10-16",14.918
"193","2017-10-17",14.918
"194","2017-10-18",14.969
"195","2017-10-19",14.923
"196","2017-10-20",14.97
"197","2017-10-23",14.97
"198","2017-10-24",14.9
"199","2017-10-25",14.9
"200","2017-10-26",14.96
"201","2017-10-27",14.775
"202","2017-10-30",14.775
"203","2017-10-31",14.775
"204","2017-11-01",14.775
"205","2017-11-02",14.97
"206","2017-11-03",14.97
"207","2017-11-06",14.97
"208","2017-11-07",14.91
"209","2017-11-08",14.91
"210","2017-11-09",14.96
"211","2017-11-10",14.97
"212","2017-11-13",14.82
"213","2017-11-14",14.82
"214","2017-11-15",14.97
"215","2017-11-16",14.97
"216","2017-11-17",14.97
"217","2017-11-20",15.049
"218","2017-11-21",14.85
"219","2017-11-22",14.85
"220","2017-11-24",14.85
"221","2017-11-27",14.85
"222","2017-11-28",15.03
"223","2017-11-29",15.03
"224","2017-11-30",15
"225","2017-12-01",14.8
"226","2017-12-04",14.86
"227","2017-12-05",14.86
"228","2017-12-06",15
"229","2017-12-07",14.962
"230","2017-12-08",15.02
"231","2017-12-11",15.02
"232","2017-12-12",15.2
"233","2017-12-13",15.2
"234","2017-12-14",15.2
"235","2017-12-15",14.9
"236","2017-12-18",14.95
"237","2017-12-19",14.95
"238","2017-12-20",14.95
"239","2017-12-21",15.15
"240","2017-12-22",15.16
"241","2017-12-26",15.16
"242","2017-12-27",15.2
"243","2017-12-28",15.25
"244","2017-12-29",15.21
"245","2018-01-02",15.51
"246","2018-01-03",16.35
"247","2018-01-04",16.27
"248","2018-01-05",16.299999
"249","2018-01-08",15.651
"250","2018-01-09",15.651
"251","2018-01-10",15.651
"252","2018-01-11",15.6
"253","2018-01-12",15.55
"254","2018-01-16",15.45
"255","2018-01-17",15.25
"256","2018-01-18",15.347
"257","2018-01-19",15.258
"258","2018-01-22",15.23
"259","2018-01-23",15.25
"260","2018-01-24",15.3
"261","2018-01-25",15.219
"262","2018-01-26",15.25
"263","2018-01-29",15.094
"264","2018-01-30",15.13
"265","2018-01-31",15.13
"266","2018-02-01",15.2
"267","2018-02-02",15.001
"268","2018-02-05",15
"269","2018-02-06",14.85
"270","2018-02-07",14.85
"271","2018-02-08",15
"272","2018-02-09",15
"273","2018-02-12",15
"274","2018-02-13",14.935
"275","2018-02-14",14.81
"276","2018-02-15",14.95
"277","2018-02-16",14.71
"278","2018-02-20",14.61
"279","2018-02-21",14.8
"280","2018-02-22",14.8
"281","2018-02-23",14.63
"282","2018-02-26",14.42
"283","2018-02-27",14.58
"284","2018-02-28",14.57
"285","2018-03-01",14.65
"286","2018-03-02",14.65
"287","2018-03-05",14.32
"288","2018-03-06",14.4
"289","2018-03-07",14.02
"290","2018-03-08",14.02
"291","2018-03-09",14.09
"292","2018-03-12",14.05
"293","2018-03-13",14.13
"294","2018-03-14",14.03
"295","2018-03-15",13.99
"296","2018-03-16",14.1
"297","2018-03-19",13.85
"298","2018-03-20",14.61
"299","2018-03-21",14.6
"300","2018-03-22",14.3
"301","2018-03-23",14.55
"302","2018-03-26",14.55
"303","2018-03-27",14.45
"304","2018-03-28",14.45
"305","2018-03-29",14.171
"306","2018-04-02",14.65
"307","2018-04-03",14.22
"308","2018-04-04",14.22
"309","2018-04-05",14.22
"310","2018-04-06",14.22
"311","2018-04-09",14.55
"312","2018-04-10",14.54
"313","2018-04-11",14.509
"314","2018-04-12",14.22
"315","2018-04-13",14.23
"316","2018-04-16",14.21
"317","2018-04-17",14.44
"318","2018-04-18",14.43
"319","2018-04-19",14.412
"320","2018-04-20",14.25
"321","2018-04-23",14.25
"322","2018-04-24",14.25
"323","2018-04-25",14.32
"324","2018-04-26",14.45
"325","2018-04-27",14.63
"326","2018-04-30",14.7
"327","2018-05-01",14.761
"328","2018-05-02",14.91
"329","2018-05-03",14.38
"330","2018-05-04",14.38
"331","2018-05-07",14.4
"332","2018-05-08",14.3
"333","2018-05-09",14.35
"334","2018-05-10",14.493
"335","2018-05-11",14.39
"336","2018-05-14",14.39
"337","2018-05-15",14.39
"338","2018-05-16",14.8
"339","2018-05-17",14.55
"340","2018-05-18",14.51
"341","2018-05-21",14.51
"342","2018-05-22",14.82
"343","2018-05-23",14.53
"344","2018-05-24",14.53
"345","2018-05-25",14.66
"346","2018-05-29",14.765
"347","2018-05-30",14.65
"348","2018-05-31",14.65
"349","2018-06-01",14.85
"350","2018-06-04",14.86
"351","2018-06-05",14.86
"352","2018-06-06",14.7
"353","2018-06-07",14.7
"354","2018-06-08",14.97
"355","2018-06-11",14.8
"356","2018-06-12",14.66
"357","2018-06-13",14.8
"358","2018-06-14",14.8
"359","2018-06-15",14.8
"360","2018-06-18",14.86
"361","2018-06-19",14.61
"362","2018-06-20",14.97
"363","2018-06-21",14.694
"364","2018-06-22",14.55
"365","2018-06-25",14.77
"366","2018-06-26",14.77
"367","2018-06-27",14.75
"368","2018-06-28",14.97
"369","2018-06-29",14.816
"370","2018-07-02",14.816
"371","2018-07-03",14.816
"372","2018-07-05",14.66
"373","2018-07-06",14.66
"374","2018-07-09",14.96
"375","2018-07-10",14.96
"376","2018-07-11",14.97
"377","2018-07-12",14.69
"378","2018-07-13",14.989
"379","2018-07-16",14.949
"380","2018-07-17",14.85
"381","2018-07-18",14.95
"382","2018-07-19",14.72
"383","2018-07-20",14.72
"384","2018-07-23",17.5
"385","2018-07-24",15.8
"386","2018-07-25",15.4
"387","2018-07-26",15.4
"388","2018-07-27",15.4
"389","2018-07-30",15.4
"390","2018-07-31",15.4
"391","2018-08-01",15.34
"392","2018-08-02",15.15
"393","2018-08-03",15.15
"394","2018-08-06",14.79
"395","2018-08-07",14.79
"396","2018-08-08",14.79
"397","2018-08-09",14.88
"398","2018-08-10",14.88
"399","2018-08-13",14.9
"400","2018-08-14",14.9
"401","2018-08-15",15.3
"402","2018-08-16",15.449
"403","2018-08-17",15.332
"404","2018-08-20",15.332
"405","2018-08-21",15.4
"406","2018-08-22",15.4
"407","2018-08-23",15
"408","2018-08-24",15
"409","2018-08-27",14.91
"410","2018-08-28",15.39
"411","2018-08-29",15.868
"412","2018-08-30",15.868
"413","2018-08-31",15.572
"414","2018-09-04",15.6
"415","2018-09-05",15.6
"416","2018-09-06",15.81
"417","2018-09-07",15.81
"418","2018-09-10",15.81
"419","2018-09-11",15.5
"420","2018-09-12",15.5
"421","2018-09-13",15.5
"422","2018-09-14",15.06
"423","2018-09-17",15.08
"424","2018-09-18",15.02
"425","2018-09-19",15.45
"426","2018-09-20",15.45
"427","2018-09-21",15.5
"428","2018-09-24",15.45
"429","2018-09-25",15.45
"430","2018-09-26",15.06
"431","2018-09-27",15.45
"432","2018-09-28",15.35
"433","2018-10-01",15.25
"434","2018-10-02",15.25
"435","2018-10-03",15.5
"436","2018-10-04",15.366
"437","2018-10-05",15.494
"438","2018-10-08",15.5
"439","2018-10-09",15.65
"440","2018-10-10",15.45
"441","2018-10-11",15.48
"442","2018-10-12",15.313
"443","2018-10-15",15.313
"444","2018-10-16",15.313
"445","2018-10-17",15.313
"446","2018-10-18",15.538
"447","2018-10-19",15.538
"448","2018-10-22",15.35
"449","2018-10-23",15.15
"450","2018-10-24",15.15
"451","2018-10-25",15.1
"452","2018-10-26",15.07
"453","2018-10-29",14.825
"454","2018-10-30",15.175
"455","2018-10-31",15.175
"456","2018-11-01",14.9
"457","2018-11-02",14.9
"458","2018-11-05",14.95
"459","2018-11-06",14.95
"460","2018-11-07",14.95
"461","2018-11-08",14.95
"462","2018-11-09",14.95
"463","2018-11-12",14.86
"464","2018-11-13",15.15
"465","2018-11-14",15.15
"466","2018-11-15",15.02
"467","2018-11-16",14.957
"468","2018-11-19",14.96
"469","2018-11-20",15.075
"470","2018-11-21",15.025
"471","2018-11-23",14.982
"472","2018-11-26",14.982
"473","2018-11-27",14.96
"474","2018-11-28",14.96
"475","2018-11-29",15.2
"476","2018-11-30",15.02
"477","2018-12-03",15.02
"478","2018-12-04",15.03
"479","2018-12-06",15.02
"480","2018-12-07",15.046
"481","2018-12-10",15.046
"482","2018-12-11",15.05
"483","2018-12-12",15.019
"484","2018-12-13",15.01
"485","2018-12-14",15.01
"486","2018-12-17",15.05
"487","2018-12-18",15.013
"488","2018-12-19",14.93
"489","2018-12-20",14.95
"490","2018-12-21",14.825
"491","2018-12-24",15
"492","2018-12-26",15
"493","2018-12-27",14.82
"494","2018-12-28",15.03
"495","2018-12-31",14.98
"496","2019-01-02",15.05
"497","2019-01-03",15.05
"498","2019-01-04",15.05
"499","2019-01-07",14.98
"500","2019-01-08",14.97
"501","2019-01-09",14.97
"502","2019-01-10",14.91
"503","2019-01-11",15.033
"504","2019-01-14",15.046
"505","2019-01-15",15.15
"506","2019-01-16",15.1
"507","2019-01-17",15.01
"508","2019-01-18",15.01
"509","2019-01-22",15.01
"510","2019-01-23",15
"511","2019-01-24",15
"512","2019-01-25",15
"513","2019-01-28",15.065
"514","2019-01-29",15.087
"515","2019-01-30",15.087
"516","2019-01-31",15.111
"517","2019-02-01",15.124
"518","2019-02-04",15.15
"519","2019-02-05",15.12
"520","2019-02-06",15.16
"521","2019-02-07",15.16
"522","2019-02-08",15.16
"523","2019-02-11",15.205
"524","2019-02-12",15.176
"525","2019-02-13",15.24
"526","2019-02-14",15.18
"527","2019-02-15",15.18
"528","2019-02-19",15.35
"529","2019-02-20",15.5
"530","2019-02-21",15.63
"531","2019-02-22",15.63
"532","2019-02-25",16.110001
"533","2019-02-26",15.832
"534","2019-02-27",15.945
"535","2019-02-28",15.85
"536","2019-03-01",15.85
"537","2019-03-04",15.9
"538","2019-03-05",16.118999
"539","2019-03-06",16.309999
"540","2019-03-07",16.75
"541","2019-03-08",16.299999
"542","2019-03-11",16.42
"543","2019-03-12",16.306
"544","2019-03-13",16.27
"545","2019-03-14",16.27
"546","2019-03-15",16.27
"547","2019-03-18",16.27
"548","2019-03-19",16.32
"549","2019-03-20",16.27
"550","2019-03-21",16.15
"551","2019-03-22",14.966
"552","2019-03-25",15.75
"553","2019-03-26",16.159
"554","2019-03-27",16.302999
"555","2019-03-28",16.25
"556","2019-03-29",16.120001
"557","2019-04-01",16.120001
"558","2019-04-02",16
"559","2019-04-03",16.209999
"560","2019-04-04",16.059999
"561","2019-04-05",16.065001
"562","2019-04-08",16.1
"563","2019-04-09",16.143
"564","2019-04-10",16.121
"565","2019-04-11",16.200001
"566","2019-04-12",16.08
"567","2019-04-15",16.110001
"568","2019-04-16",16.059999
"569","2019-04-17",16.02
"570","2019-04-18",16.035
"571","2019-04-22",16
"572","2019-04-23",16
"573","2019-04-24",16.040001
"574","2019-04-25",16
"575","2019-04-26",15.619
"576","2019-04-29",15.619
"577","2019-04-30",15.619
"578","2019-05-01",15.619
"579","2019-05-02",15.7
"580","2019-05-03",15.7
"581","2019-05-06",15.7
"582","2019-05-07",15.7
"583","2019-05-08",15.7
"584","2019-05-09",15.8
"585","2019-05-10",16
"586","2019-05-13",15.76
"587","2019-05-14",16
"588","2019-05-15",15.72
"589","2019-05-16",15.72
"590","2019-05-17",15.6
"591","2019-05-20",15.6
"592","2019-05-21",15.6
"593","2019-05-22",15.6
"594","2019-05-23",15.6
"595","2019-05-24",15.851
"596","2019-05-28",15.851
"597","2019-05-29",15.67
"598","2019-05-30",15.67
"599","2019-05-31",15.67
"600","2019-06-03",16
"601","2019-06-04",15.76
"602","2019-06-05",15.52
"603","2019-06-06",15.52
"604","2019-06-07",15.397
"605","2019-06-10",15.92
"606","2019-06-11",15.92
"607","2019-06-12",15.92
"608","2019-06-13",15.92
"609","2019-06-14",15.92
"610","2019-06-17",15.5
"611","2019-06-18",15.346
"612","2019-06-19",15.76
"613","2019-06-20",15.456
"614","2019-06-21",15.27
"615","2019-06-24",15.27
"616","2019-06-25",15.15
"617","2019-06-26",15.15
"618","2019-06-27",15.075
"619","2019-06-28",15.08
"620","2019-07-01",15.08
"621","2019-07-02",15.08
"622","2019-07-03",14.898
"623","2019-07-05",14.898
"624","2019-07-08",14.538
"625","2019-07-09",14.45
"626","2019-07-10",14.4
"627","2019-07-11",14.4
"628","2019-07-12",14.27
"629","2019-07-15",14.27
"630","2019-07-16",14.27
"631","2019-07-17",14.27
"632","2019-07-18",14.385
"633","2019-07-19",14.42
"634","2019-07-22",14.42
"635","2019-07-23",14.42
"636","2019-07-24",14.42
"637","2019-07-25",14.42
"638","2019-07-26",14.45
"639","2019-07-29",14.42
"640","2019-07-30",14.419
"641","2019-07-31",14.42
"642","2019-08-01",14.42
"643","2019-08-02",14.75
"644","2019-08-05",14.37
"645","2019-08-06",14.35
"646","2019-08-07",14.32
"647","2019-08-08",14.25
"648","2019-08-09",14.75
"649","2019-08-12",14.26
"650","2019-08-13",14.26
"651","2019-08-14",14.26
"652","2019-08-15",14.26
"653","2019-08-16",14.25
"654","2019-08-19",14.489
"655","2019-08-20",14.489
"656","2019-08-21",14.4
"657","2019-08-22",14.27
"658","2019-08-23",14.27
"659","2019-08-26",14.27
"660","2019-08-27",14.285
"661","2019-08-28",14.3
"662","2019-08-29",14.27
"663","2019-08-30",14.466
"664","2019-09-03",14.466
"665","2019-09-04",14.4
"666","2019-09-05",14.45
"667","2019-09-06",14.439
"668","2019-09-09",14.439
"669","2019-09-10",14.439
"670","2019-09-11",14.68
"671","2019-09-12",14.564
"672","2019-09-13",14.8
"673","2019-09-16",14.66
"674","2019-09-17",14.766
"675","2019-09-18",14.766
"676","2019-09-19",14.66
"677","2019-09-20",15.06
"678","2019-09-23",15.06
"679","2019-09-24",15.06
"680","2019-09-25",14.76
"681","2019-09-26",14.76
"682","2019-09-27",14.76
"683","2019-09-30",14.76
"684","2019-10-01",14.76
"685","2019-10-02",14.86
"686","2019-10-03",14.86
"687","2019-10-04",14.86
"688","2019-10-07",14.86
"689","2019-10-08",14.87
"690","2019-10-09",14.87
"691","2019-10-10",14.87
"692","2019-10-11",14.87
"693","2019-10-14",14.87
"694","2019-10-15",14.82
"695","2019-10-16",14.865
"696","2019-10-17",14.865
"697","2019-10-18",14.832
"698","2019-10-21",14.82
"699","2019-10-22",14.82
"700","2019-10-23",14.768
"701","2019-10-24",14.77
"702","2019-10-25",14.816
"703","2019-10-28",14.78
"704","2019-10-29",14.78
"705","2019-10-30",14.78
"706","2019-10-31",14.755
"707","2019-11-01",14.755
"708","2019-11-04",14.85
"709","2019-11-05",14.85
"710","2019-11-06",15.25
"711","2019-11-07",15.25
"712","2019-11-08",15.2
"713","2019-11-11",15.4
"714","2019-11-12",15.4
"715","2019-11-13",15.4
"716","2019-11-14",15.21
"717","2019-11-15",15.2
"718","2019-11-18",15.2
"719","2019-11-19",15.64
"720","2019-11-20",15.18
"721","2019-11-21",15.18
"722","2019-11-22",15.18
"723","2019-11-25",15.18
"724","2019-11-26",15.18
"725","2019-11-27",15.18
"726","2019-11-29",15.18
"727","2019-12-02",15.15
"728","2019-12-03",15.01
"729","2019-12-04",14.96
"730","2019-12-05",14.96
"731","2019-12-06",14.96
"732","2019-12-09",15.005
"733","2019-12-10",15.13
"734","2019-12-11",15.13
"735","2019-12-12",15.13
"736","2019-12-13",15.13
"737","2019-12-16",15.05
"738","2019-12-17",15.98
"739","2019-12-18",16.040001
"740","2019-12-19",16.040001
"741","2019-12-20",16.040001
"742","2019-12-23",16.040001
"743","2019-12-24",16.040001
"744","2019-12-26",16.243
"745","2019-12-27",16.862
"746","2019-12-30",17
"747","2019-12-31",17
"748","2020-01-02",17
"749","2020-01-03",16.5
"750","2020-01-06",16.280001
"751","2020-01-07",17
"752","2020-01-08",16.974001
"753","2020-01-09",17.044001
"754","2020-01-10",17.044001
"755","2020-01-13",17.215
"756","2020-01-14",17.25
"757","2020-01-15",17.25
"758","2020-01-16",17.125999
"759","2020-01-17",17.125999
"760","2020-01-21",17.15
"761","2020-01-22",17.15
"762","2020-01-23",17.15
"763","2020-01-24",17.181
"764","2020-01-27",17.15
"765","2020-01-28",17.15
"766","2020-01-29",17.200001
"767","2020-01-30",17.200001
"768","2020-01-31",17.200001
"769","2020-02-03",17.15
"770","2020-02-04",17.15
"771","2020-02-05",17.15
"772","2020-02-06",16
"773","2020-02-07",16
"774","2020-02-10",16
"775","2020-02-11",16
"776","2020-02-12",16
"777","2020-02-13",16
"778","2020-02-14",16
"779","2020-02-18",16
"780","2020-02-19",16
"781","2020-02-20",16
"782","2020-02-21",15.5
"783","2020-02-24",15.5
"784","2020-02-25",15.5
"785","2020-02-26",15.5
"786","2020-02-27",15.5
"787","2020-02-28",15.003
"788","2020-03-02",14.85
"789","2020-03-03",14.98
"790","2020-03-04",15
"791","2020-03-05",14.824
"792","2020-03-06",14.75
"793","2020-03-09",13.571
"794","2020-03-10",14.454
"795","2020-03-11",12.9
"796","2020-03-12",10.845
"797","2020-03-13",11.721
"798","2020-03-16",10.55
"799","2020-03-17",10.257
"800","2020-03-18",10.8
"801","2020-03-19",10.59
"802","2020-03-20",10.724
"803","2020-03-23",10.17
"804","2020-03-24",10.95
"805","2020-03-25",10.85
"806","2020-03-26",12.05
"807","2020-03-27",12.05
"808","2020-03-30",11.92
"809","2020-03-31",11.92
"810","2020-04-01",11.555
"811","2020-04-02",11.555
"812","2020-04-03",9.91
"813","2020-04-06",10.03
"814","2020-04-07",10.58
"815","2020-04-08",11.11
"816","2020-04-09",12.09
"817","2020-04-13",11.75
"818","2020-04-14",11.75
"819","2020-04-15",11.74
"820","2020-04-16",11.71
"821","2020-04-17",11.591
"822","2020-04-20",11.215
"823","2020-04-21",11.215
"824","2020-04-22",11.211
"825","2020-04-23",11.211
"826","2020-04-24",11.648
"827","2020-04-27",11.7
"828","2020-04-28",12.527
"829","2020-04-29",12.3
"830","2020-04-30",12.5
"831","2020-05-01",12.5
"832","2020-05-04",12.5
"833","2020-05-05",12.5
"834","2020-05-06",12.5
"835","2020-05-07",12.5
"836","2020-05-08",12.75
"837","2020-05-11",12.2
"838","2020-05-12",12.2
"839","2020-05-13",12.22
"840","2020-05-14",12.2
"841","2020-05-15",12.2
"842","2020-05-18",12.2
"843","2020-05-19",12.2
"844","2020-05-20",12.75
"845","2020-05-21",12.23
"846","2020-05-22",12.23
"847","2020-05-26",12.23
"848","2020-05-27",12.23
"849","2020-05-28",12.31
"850","2020-05-29",12.4
"851","2020-06-01",12.41
"852","2020-06-02",12.41
"853","2020-06-03",11.88
"854","2020-06-04",11
"855","2020-06-05",11.13
"856","2020-06-08",12
"857","2020-06-09",12.265
"858","2020-06-10",11.6
"859","2020-06-11",11.35
"860","2020-06-12",11.25
"861","2020-06-15",11.54
"862","2020-06-16",11.54
"863","2020-06-17",11.96
"864","2020-06-18",12.5
"865","2020-06-19",13
"866","2020-06-22",13
"867","2020-06-23",13.3
"868","2020-06-24",13.25
"869","2020-06-25",13.112
"870","2020-06-26",13.24
"871","2020-06-29",13.24
"872","2020-06-30",13.06
"873","2020-07-01",13.06
"874","2020-07-02",13.06
"875","2020-07-06",13.071
"876","2020-07-07",12.99
"877","2020-07-08",12.99
"878","2020-07-09",12.75
"879","2020-07-10",11.9
"880","2020-07-13",11.9
"881","2020-07-14",11.9
"882","2020-07-15",12.83
"883","2020-07-16",13.3
"884","2020-07-17",13.3
"885","2020-07-20",13.3
"886","2020-07-21",13.3
"887","2020-07-22",13.03
"888","2020-07-23",13.03
"889","2020-07-24",12.8
"890","2020-07-27",12.8
"891","2020-07-28",12.5
"892","2020-07-29",12.531
"893","2020-07-30",12.42
"894","2020-07-31",12.15
"895","2020-08-03",12.06
"896","2020-08-04",12.06
"897","2020-08-05",11.95
"898","2020-08-06",11.74
"899","2020-08-07",12.182
"900","2020-08-10",12.188
"901","2020-08-11",12.253
"902","2020-08-12",12.415
"903","2020-08-13",12.405
"904","2020-08-14",12.34
"905","2020-08-17",12.32
"906","2020-08-18",12.322
"907","2020-08-19",12.3
"908","2020-08-20",12.31
"909","2020-08-21",12.313
"910","2020-08-24",12.27
"911","2020-08-25",12.3
"912","2020-08-26",12.356
"913","2020-08-27",12.356
"914","2020-08-28",12.32
"915","2020-08-31",12.374
"916","2020-09-01",12.429
"917","2020-09-02",12.44
"918","2020-09-03",12.47
"919","2020-09-04",12.8
"920","2020-09-08",12.76
"921","2020-09-09",12.76
"922","2020-09-10",13.277
"923","2020-09-11",13.47
"924","2020-09-14",13.33
"925","2020-09-15",13.005
"926","2020-09-16",13.005
"927","2020-09-17",13.005
"928","2020-09-18",13.02
"929","2020-09-21",12.95
"930","2020-09-22",13.39
"931","2020-09-23",12.54
"932","2020-09-24",12.678
"933","2020-09-25",12.965
"934","2020-09-28",12.965
"935","2020-09-29",12.965
"936","2020-09-30",13.4
"937","2020-10-01",13.4
"938","2020-10-02",13.4
"939","2020-10-05",12.76
"940","2020-10-06",13.436
"941","2020-10-07",13.16
"942","2020-10-08",13.245
"943","2020-10-09",13.245
"944","2020-10-12",12.93
"945","2020-10-13",13.235
"946","2020-10-14",13.02
"947","2020-10-15",13.02
"948","2020-10-16",13.02
"949","2020-10-19",12.95
"950","2020-10-20",12.95
"951","2020-10-21",13.48
"952","2020-10-22",13.1
"953","2020-10-23",13.02
"954","2020-10-26",13.02
"955","2020-10-27",13.02
"956","2020-10-28",13.02
"957","2020-10-29",13.02
"958","2020-10-30",13.02
"959","2020-11-02",13.02
"960","2020-11-03",13.02
"961","2020-11-04",13.02
"962","2020-11-05",13.02
"963","2020-11-06",13.02
"964","2020-11-09",14.601
"965","2020-11-10",15.535
"966","2020-11-11",15.535
"967","2020-11-12",15.535
"968","2020-11-13",14.85
"969","2020-11-16",14.07
"970","2020-11-17",14.42
"971","2020-11-18",14.5
"972","2020-11-19",14.432
"973","2020-11-20",14.5
"974","2020-11-23",14.5
"975","2020-11-24",14.66
"976","2020-11-25",15
"977","2020-11-27",15
