"","date","KBLM"
"184","2018-03-21",9.85
"185","2018-03-22",9.85
"186","2018-03-23",9.85
"187","2018-03-26",9.85
"188","2018-03-27",9.85
"189","2018-03-28",9.86
"190","2018-03-29",9.85
"191","2018-04-02",9.86
"192","2018-04-03",9.83
"193","2018-04-04",9.89
"194","2018-04-05",9.89
"195","2018-04-06",9.88
"196","2018-04-09",9.88
"197","2018-04-10",9.88
"198","2018-04-11",9.88
"199","2018-04-12",9.88
"200","2018-04-13",9.88
"201","2018-04-16",9.88
"202","2018-04-17",9.88
"203","2018-04-18",9.88
"204","2018-04-19",9.89
"205","2018-04-20",9.88
"206","2018-04-23",9.88
"207","2018-04-24",9.89
"208","2018-04-25",9.927
"209","2018-04-26",9.927
"210","2018-04-27",9.927
"211","2018-04-30",9.9
"212","2018-05-01",9.9
"213","2018-05-02",9.92
"214","2018-05-03",9.92
"215","2018-05-04",9.92
"216","2018-05-07",9.92
"217","2018-05-08",9.92
"218","2018-05-09",9.92
"219","2018-05-10",9.92
"220","2018-05-11",9.93
"221","2018-05-14",9.95
"222","2018-05-15",9.94
"223","2018-05-16",9.93
"224","2018-05-17",9.93
"225","2018-05-18",9.93
"226","2018-05-21",9.93
"227","2018-05-22",9.93
"228","2018-05-23",9.93
"229","2018-05-24",9.93
"230","2018-05-25",9.93
"231","2018-05-29",9.93
"232","2018-05-30",9.93
"233","2018-05-31",9.93
"234","2018-06-01",9.93
"235","2018-06-04",9.93
"236","2018-06-05",9.93
"237","2018-06-06",9.93
"238","2018-06-07",9.93
"239","2018-06-08",9.93
"240","2018-06-11",9.93
"241","2018-06-12",9.93
"242","2018-06-13",9.93
"243","2018-06-14",9.93
"244","2018-06-15",9.94
"245","2018-06-18",9.96
"246","2018-06-19",9.96
"247","2018-06-20",9.94
"248","2018-06-21",9.94
"249","2018-06-22",9.94
"250","2018-06-25",9.94
"251","2018-06-26",9.94
"252","2018-06-27",9.94
"253","2018-06-28",9.94
"254","2018-06-29",9.94
"255","2018-07-02",9.92
"256","2018-07-03",9.95
"257","2018-07-05",9.95
"258","2018-07-06",9.95
"259","2018-07-09",9.95
"260","2018-07-10",9.94
"261","2018-07-11",9.94
"262","2018-07-12",9.94
"263","2018-07-13",9.94
"264","2018-07-16",9.94
"265","2018-07-17",9.94
"266","2018-07-18",9.94
"267","2018-07-19",9.94
"268","2018-07-20",9.94
"269","2018-07-23",9.94
"270","2018-07-24",9.94
"271","2018-07-25",9.94
"272","2018-07-26",9.95
"273","2018-07-27",10.01
"274","2018-07-30",10.1
"275","2018-07-31",10.1
"276","2018-08-01",10.1
"277","2018-08-02",10.1
"278","2018-08-03",10.02
"279","2018-08-06",10.02
"280","2018-08-07",10.02
"281","2018-08-08",10.01
"282","2018-08-09",10.01
"283","2018-08-10",10.01
"284","2018-08-13",10.01
"285","2018-08-14",10.01
"286","2018-08-15",10.01
"287","2018-08-16",10.01
"288","2018-08-17",10.01
"289","2018-08-20",10.01
"290","2018-08-21",10.01
"291","2018-08-22",10.01
"292","2018-08-23",10.02
"293","2018-08-24",10.02
"294","2018-08-27",10.1
"295","2018-08-28",10.1
"296","2018-08-29",10.06
"297","2018-08-30",10.06
"298","2018-08-31",10.06
"299","2018-09-04",10.06
"300","2018-09-05",10.06
"301","2018-09-06",10.06
"302","2018-09-07",10.06
"303","2018-09-10",10.06
"304","2018-09-11",10.06
"305","2018-09-12",10.06
"306","2018-09-13",10.06
"307","2018-09-14",10.06
"308","2018-09-17",10.07
"309","2018-09-18",10.04
"310","2018-09-19",10.04
"311","2018-09-20",10.04
"312","2018-09-21",10.09
"313","2018-09-24",10.09
"314","2018-09-25",10.09
"315","2018-09-26",10.09
"316","2018-09-27",10.09
"317","2018-09-28",10.1
"318","2018-10-01",10.1
"319","2018-10-02",10.1
"320","2018-10-03",10.1
"321","2018-10-04",10.08
"322","2018-10-05",10.08
"323","2018-10-08",10.08
"324","2018-10-09",10.08
"325","2018-10-10",10.05
"326","2018-10-11",10.07
"327","2018-10-12",10.06
"328","2018-10-15",10.06
"329","2018-10-16",10.06
"330","2018-10-17",10.06
"331","2018-10-18",10.06
"332","2018-10-19",10.06
"333","2018-10-22",10.06
"334","2018-10-23",10.06
"335","2018-10-24",10.065
"336","2018-10-25",10.07
"337","2018-10-26",10.089
"338","2018-10-29",10.07
"339","2018-10-30",10.061
"340","2018-10-31",10.1
"341","2018-11-01",10.1
"342","2018-11-02",10.09
"343","2018-11-05",10.121
"344","2018-11-06",10.09
"345","2018-11-07",10.08
"346","2018-11-08",10.1
"347","2018-11-09",10.1
"348","2018-11-12",10.1
"349","2018-11-13",10.119
"350","2018-11-14",10.11
"351","2018-11-15",10.11
"352","2018-11-16",10.14
"353","2018-11-19",10.14
"354","2018-11-20",10.15
"355","2018-11-21",10.15
"356","2018-11-23",10.1
"357","2018-11-26",10.12
"358","2018-11-27",10.14
"359","2018-11-28",10.14
"360","2018-11-29",10.14
"361","2018-11-30",10.15
"362","2018-12-03",10.14
"363","2018-12-04",10.15
"364","2018-12-06",10.14
"365","2018-12-07",10.14
"366","2018-12-10",10.14
"367","2018-12-11",10.14
"368","2018-12-12",10.18
"369","2018-12-13",10.18
"370","2018-12-14",10.167
"371","2018-12-17",10.167
"372","2018-12-18",10.15
"373","2018-12-19",10.15
"374","2018-12-20",10.16
"375","2018-12-21",10.18
"376","2018-12-24",10.18
"377","2018-12-26",10.18
"378","2018-12-27",10.16
"379","2018-12-28",10.2
"380","2018-12-31",10.2
"381","2019-01-02",10.182
"382","2019-01-03",10.173
"383","2019-01-04",10.17
"384","2019-01-07",10.2
"385","2019-01-08",10.19
"386","2019-01-09",10.19
"387","2019-01-10",10.19
"388","2019-01-11",10.19
"389","2019-01-14",10.19
"390","2019-01-15",10.24
"391","2019-01-16",10.24
"392","2019-01-17",10.25
"393","2019-01-18",10.2
"394","2019-01-22",10.25
"395","2019-01-23",10.25
"396","2019-01-24",10.22
"397","2019-01-25",10.22
"398","2019-01-28",10.22
"399","2019-01-29",10.23
"400","2019-01-30",10.23
"401","2019-01-31",10.23
"402","2019-02-01",10.24
"403","2019-02-04",10.24
"404","2019-02-05",10.24
"405","2019-02-06",10.247
"406","2019-02-07",10.247
"407","2019-02-08",10.247
"408","2019-02-11",10.27
"409","2019-02-12",10.27
"410","2019-02-13",10.28
"411","2019-02-14",10.28
"412","2019-02-15",10.28
"413","2019-02-19",10.22
"414","2019-02-20",10.24
"415","2019-02-21",10.26
"416","2019-02-22",10.26
"417","2019-02-25",10.27
"418","2019-02-26",10.28
"419","2019-02-27",10.28
"420","2019-02-28",10.31
"421","2019-03-01",10.3
"422","2019-03-04",10.3
"423","2019-03-05",10.274
"424","2019-03-06",10.274
"425","2019-03-07",10.274
"426","2019-03-08",10.32
"427","2019-03-11",10.32
"428","2019-03-12",10.32
"429","2019-03-13",10.32
"430","2019-03-14",10.32
"431","2019-03-15",10.35
"432","2019-03-18",10.35
"433","2019-03-19",10.35
"434","2019-03-20",10.35
"435","2019-03-21",10.35
"436","2019-03-22",10.35
"437","2019-03-25",10.38
"438","2019-03-26",10.38
"439","2019-03-27",10.37
"440","2019-03-28",10.36
"441","2019-03-29",10.39
"442","2019-04-01",10.39
"443","2019-04-02",10.39
"444","2019-04-03",10.33
"445","2019-04-04",10.33
"446","2019-04-05",10.32
"447","2019-04-08",10.32
"448","2019-04-09",10.32
"449","2019-04-10",10.4
"450","2019-04-11",10.4
"451","2019-04-12",10.4
"452","2019-04-15",10.4
"453","2019-04-16",10.4
"454","2019-04-17",10.4
"455","2019-04-18",10.4
"456","2019-04-22",10.34
"457","2019-04-23",10.34
"458","2019-04-24",10.34
"459","2019-04-25",10.34
"460","2019-04-26",10.34
"461","2019-04-29",10.34
"462","2019-04-30",10.34
"463","2019-05-01",10.344
"464","2019-05-02",10.344
"465","2019-05-03",10.344
"466","2019-05-06",10.391
"467","2019-05-07",10.391
"468","2019-05-08",10.391
"469","2019-05-09",10.391
"470","2019-05-10",10.4
"471","2019-05-13",10.42
"472","2019-05-14",10.42
"473","2019-05-15",10.42
"474","2019-05-16",10.46
"475","2019-05-17",10.45
"476","2019-05-20",10.45
"477","2019-05-21",10.42
"478","2019-05-22",10.42
"479","2019-05-23",10.42
"480","2019-05-24",10.42
"481","2019-05-28",10.42
"482","2019-05-29",10.42
"483","2019-05-30",10.42
"484","2019-05-31",10.42
"485","2019-06-03",10.42
"486","2019-06-04",10.42
"487","2019-06-05",10.42
"488","2019-06-06",10.42
"489","2019-06-07",10.42
"490","2019-06-10",10.48
"491","2019-06-11",10.42
"492","2019-06-12",10.42
"493","2019-06-13",10.42
"494","2019-06-14",10.48
"495","2019-06-17",10.48
"496","2019-06-18",10.48
"497","2019-06-19",10.48
"498","2019-06-20",10.48
"499","2019-06-21",10.48
"500","2019-06-24",10.421
"501","2019-06-25",10.445
"502","2019-06-26",10.445
"503","2019-06-27",10.469
"504","2019-06-28",10.469
"505","2019-07-01",10.445
"506","2019-07-02",10.445
"507","2019-07-03",10.445
"508","2019-07-05",10.46
"509","2019-07-08",10.46
"510","2019-07-09",10.46
"511","2019-07-10",10.46
"512","2019-07-11",10.46
"513","2019-07-12",10.46
"514","2019-07-15",10.46
"515","2019-07-16",10.46
"516","2019-07-17",10.46
"517","2019-07-18",10.46
"518","2019-07-19",10.46
"519","2019-07-22",10.46
"520","2019-07-23",10.46
"521","2019-07-24",10.46
"522","2019-07-25",10.46
"523","2019-07-26",10.48
"524","2019-07-29",10.547
"525","2019-07-30",10.48
"526","2019-07-31",10.52
"527","2019-08-01",10.52
"528","2019-08-02",10.52
"529","2019-08-05",10.48
"530","2019-08-06",10.48
"531","2019-08-07",10.53
"532","2019-08-08",10.53
"533","2019-08-09",10.53
"534","2019-08-12",10.53
"535","2019-08-13",10.53
"536","2019-08-14",10.49
"537","2019-08-15",10.48
"538","2019-08-16",10.48
"539","2019-08-19",10.475
"540","2019-08-20",10.475
"541","2019-08-21",10.475
"542","2019-08-22",10.475
"543","2019-08-23",10.478
"544","2019-08-26",10.478
"545","2019-08-27",10.48
"546","2019-08-28",10.48
"547","2019-08-29",10.47
"548","2019-08-30",10.5
"549","2019-09-03",10.5
"550","2019-09-04",10.5
"551","2019-09-05",10.5
"552","2019-09-06",10.5
"553","2019-09-09",10.51
"554","2019-09-10",10.51
"555","2019-09-11",10.51
"556","2019-09-12",10.48
"557","2019-09-13",10.48
"558","2019-09-16",10.48
"559","2019-09-17",10.48
"560","2019-09-18",10.48
"561","2019-09-19",10.48
"562","2019-09-20",10.48
"563","2019-09-23",10.48
"564","2019-09-24",10.5
"565","2019-09-25",10.5
"566","2019-09-26",10.5
"567","2019-09-27",10.5
"568","2019-09-30",10.524
"569","2019-10-01",10.507
"570","2019-10-02",10.507
"571","2019-10-03",10.52
"572","2019-10-04",10.52
"573","2019-10-07",10.52
"574","2019-10-08",10.52
"575","2019-10-09",10.51
"576","2019-10-10",10.51
"577","2019-10-11",10.51
"578","2019-10-14",10.51
"579","2019-10-15",10.51
"580","2019-10-16",10.51
"581","2019-10-17",10.51
"582","2019-10-18",10.51
"583","2019-10-21",10.51
"584","2019-10-22",10.51
"585","2019-10-23",10.51
"586","2019-10-24",10.51
"587","2019-10-25",10.5
"588","2019-10-28",10.5
"589","2019-10-29",10.528
"590","2019-10-30",10.528
"591","2019-10-31",10.59
"592","2019-11-01",10.59
"593","2019-11-04",10.59
"594","2019-11-05",10.56
"595","2019-11-06",10.55
"596","2019-11-07",10.55
"597","2019-11-08",10.56
"598","2019-11-11",10.56
"599","2019-11-12",10.56
"600","2019-11-13",10.56
"601","2019-11-14",10.53
"602","2019-11-15",10.53
"603","2019-11-18",10.52
"604","2019-11-19",10.2
"605","2019-11-20",10.45
"606","2019-11-21",10.58
"607","2019-11-22",10.58
"608","2019-11-25",10.58
"609","2019-11-26",10.525
"610","2019-11-27",10.525
"611","2019-11-29",10.53
"612","2019-12-02",10.53
"613","2019-12-03",10.53
"614","2019-12-04",10.53
"615","2019-12-05",10.53
"616","2019-12-06",10.53
"617","2019-12-09",10.53
"618","2019-12-10",10.53
"619","2019-12-11",10.55
"620","2019-12-12",10.6
"621","2019-12-13",10.694
"622","2019-12-16",10.694
"623","2019-12-17",10.694
"624","2019-12-18",10.694
"625","2019-12-19",10.694
"626","2019-12-20",10.694
"627","2019-12-23",10.694
"628","2019-12-24",10.694
"629","2019-12-26",10.694
"630","2019-12-27",10.694
"631","2019-12-30",10.694
"632","2019-12-31",10.694
"633","2020-01-02",10.694
"634","2020-01-03",10.694
"635","2020-01-06",10.694
"636","2020-01-07",10.694
"637","2020-01-08",10.55
"638","2020-01-09",10.55
"639","2020-01-10",10.55
"640","2020-01-13",10.55
"641","2020-01-14",10.55
"642","2020-01-15",10.55
"643","2020-01-16",10.55
"644","2020-01-17",10.55
"645","2020-01-21",10.55
"646","2020-01-22",10.55
"647","2020-01-23",10.55
"648","2020-01-24",10.55
"649","2020-01-27",10.55
"650","2020-01-28",10.55
"651","2020-01-29",10.55
"652","2020-01-30",10.55
"653","2020-01-31",10.72
"654","2020-02-03",10.72
"655","2020-02-04",10.72
"656","2020-02-05",10.72
"657","2020-02-06",10.72
"658","2020-02-07",10.72
"659","2020-02-10",10.72
"660","2020-02-11",10.72
"661","2020-02-12",10.72
"662","2020-02-13",10.72
"663","2020-02-14",10.72
"664","2020-02-18",10.72
"665","2020-02-19",10.72
"666","2020-02-20",10.72
"667","2020-02-21",10.72
"668","2020-02-24",10.72
"669","2020-02-25",10.72
"670","2020-02-26",10.72
"671","2020-02-27",10.72
"672","2020-02-28",10.72
"673","2020-03-02",10.72
"674","2020-03-03",10.72
"675","2020-03-04",10.62
"676","2020-03-05",10.62
"677","2020-03-06",10.58
"678","2020-03-09",10.58
"679","2020-03-10",10.58
"680","2020-03-11",10.58
"681","2020-03-12",10.58
"682","2020-03-13",10.55
"683","2020-03-16",10.55
"684","2020-03-17",10.55
"685","2020-03-18",10
"686","2020-03-19",10
"687","2020-03-20",10
"688","2020-03-23",10
"689","2020-03-24",10
"690","2020-03-25",10
"691","2020-03-26",10
"692","2020-03-27",10
"693","2020-03-30",10
"694","2020-03-31",10
"695","2020-04-01",10
"696","2020-04-02",10.77
"697","2020-04-03",10.76
"698","2020-04-06",10.76
"699","2020-04-07",10.76
"700","2020-04-08",10.76
"701","2020-04-09",10.76
"702","2020-04-13",10.76
"703","2020-04-14",10.76
"704","2020-04-15",10.76
"705","2020-04-16",10.76
"706","2020-04-17",10.76
"707","2020-04-20",10.76
"708","2020-04-21",10.76
"709","2020-04-22",10.76
"710","2020-04-23",10.76
"711","2020-04-24",10.76
"712","2020-04-27",10.76
"713","2020-04-28",10.76
"714","2020-04-29",10.76
"715","2020-04-30",10.76
"716","2020-05-01",10.76
"717","2020-05-04",10.76
"718","2020-05-05",10.76
"719","2020-05-06",10.76
"720","2020-05-07",10.76
"721","2020-05-08",10.76
"722","2020-05-11",10.76
"723","2020-05-12",10.76
"724","2020-05-13",10.76
"725","2020-05-14",10.76
"726","2020-05-15",10.76
"727","2020-05-18",10.76
"728","2020-05-19",10.76
"729","2020-05-20",10.76
"730","2020-05-21",10.76
"731","2020-05-22",10.76
"732","2020-05-26",10.76
"733","2020-05-27",10.76
"734","2020-05-28",10.76
"735","2020-05-29",10.76
"736","2020-06-01",10.76
"737","2020-06-02",10.76
"738","2020-06-03",10.76
"739","2020-06-04",10.76
"740","2020-06-05",10.76
"741","2020-06-08",10.835
"742","2020-06-09",10.89
"743","2020-06-10",10.9
"744","2020-06-11",10.8
"745","2020-06-12",10.8
"746","2020-06-15",10.8
"747","2020-06-16",10.8
"748","2020-06-17",10.94
"749","2020-06-18",10.8
"750","2020-06-19",11
"751","2020-06-22",11.24
"752","2020-06-23",10.9
"753","2020-06-24",10.8
"754","2020-06-25",10.95
"755","2020-06-26",10.8
"756","2020-06-29",10.95
"757","2020-06-30",11.02
"758","2020-07-01",10.97
"759","2020-07-02",11
"760","2020-07-06",10.95
"761","2020-07-07",10.95
"762","2020-07-08",10.935
"763","2020-07-09",11
"764","2020-07-10",11
"765","2020-07-13",10.91
"766","2020-07-14",10.91
"767","2020-07-15",10.91
"768","2020-07-16",10.952
"769","2020-07-17",10.952
"770","2020-07-20",10.952
"771","2020-07-21",10.952
"772","2020-07-22",10.932
"773","2020-07-23",10.94
"774","2020-07-24",10.94
"775","2020-07-27",11.055
"776","2020-07-28",10.95
"777","2020-07-29",10.95
"778","2020-07-30",11
"779","2020-07-31",10.96
"780","2020-08-03",10.93
"781","2020-08-04",10.93
"782","2020-08-05",10.98
"783","2020-08-06",10.98
"784","2020-08-07",10.98
"785","2020-08-10",10.98
"786","2020-08-11",10.98
"787","2020-08-12",10.865
"788","2020-08-13",10.865
"789","2020-08-14",10.933
"790","2020-08-17",10.933
"791","2020-08-18",10.97
"792","2020-08-19",10.97
"793","2020-08-20",10.935
"794","2020-08-21",10.935
"795","2020-08-24",10.935
"796","2020-08-25",10.935
"797","2020-08-26",10.935
"798","2020-08-27",10.926
"799","2020-08-28",10.926
"800","2020-08-31",10.9
"801","2020-09-01",10.939
"802","2020-09-02",10.939
"803","2020-09-03",10.9
"804","2020-09-04",10.9
"805","2020-09-08",11.05
"806","2020-09-09",10.981
"807","2020-09-10",10.98
"808","2020-09-11",10.925
"809","2020-09-14",10.95
"810","2020-09-15",10.95
"811","2020-09-16",10.95
"812","2020-09-17",10.927
"813","2020-09-18",10.901
"814","2020-09-21",10.901
"815","2020-09-22",10.901
"816","2020-09-23",11
"817","2020-09-24",11
"818","2020-09-25",11.08
"819","2020-09-28",11.08
"820","2020-09-29",10.9
"821","2020-09-30",10.965
"822","2020-10-01",10.965
"823","2020-10-02",11.1
"824","2020-10-05",10.921
"825","2020-10-06",10.91
"826","2020-10-07",10.91
"827","2020-10-08",10.93
"828","2020-10-09",11.17
"829","2020-10-12",10.95
"830","2020-10-13",10.95
"831","2020-10-14",10.9
"832","2020-10-15",10.955
"833","2020-10-16",11.018
"834","2020-10-19",10.93
"835","2020-10-20",11.02
"836","2020-10-21",8.78
"837","2020-10-22",8.1
"838","2020-10-23",11.04
"839","2020-10-26",10.91
"840","2020-10-27",10.96
"841","2020-10-28",10.901
"842","2020-10-29",10.96
"843","2020-10-30",10.95
"844","2020-11-02",9.09
"845","2020-11-03",7.84
"846","2020-11-04",6.46
"847","2020-11-05",6.05
"848","2020-11-06",4.99
"849","2020-11-09",NA
"850","2020-11-10",NA
"851","2020-11-11",NA
"852","2020-11-12",NA
"853","2020-11-13",NA
"854","2020-11-16",NA
"855","2020-11-17",NA
"856","2020-11-18",NA
"857","2020-11-19",NA
"858","2020-11-20",NA
"859","2020-11-23",NA
"860","2020-11-24",NA
"861","2020-11-25",NA
