"","date","CELP"
"1","2014-01-15",21.299999
"2","2014-01-16",21.59
"3","2014-01-17",22.459999
"4","2014-01-21",22.799999
"5","2014-01-22",23.24
"6","2014-01-23",23.35
"7","2014-01-24",22.93
"8","2014-01-27",23.5
"9","2014-01-28",23.059999
"10","2014-01-29",23.190001
"11","2014-01-30",23.190001
"12","2014-01-31",23.34
"13","2014-02-03",23.459999
"14","2014-02-04",23.389999
"15","2014-02-05",23.49
"16","2014-02-06",23.51
"17","2014-02-07",23.559999
"18","2014-02-10",23.139999
"19","2014-02-11",24.32
"20","2014-02-12",24.110001
"21","2014-02-13",24.530001
"22","2014-02-14",24.799999
"23","2014-02-18",24.52
"24","2014-02-19",24.219999
"25","2014-02-20",23.42
"26","2014-02-21",23.15
"27","2014-02-24",23.76
"28","2014-02-25",23.620001
"29","2014-02-26",23.389999
"30","2014-02-27",24.4
"31","2014-02-28",23.889999
"32","2014-03-03",24.49
"33","2014-03-04",24
"34","2014-03-05",24.01
"35","2014-03-06",23.65
"36","2014-03-07",23.690001
"37","2014-03-10",23.51
"38","2014-03-11",23.389999
"39","2014-03-12",23.42
"40","2014-03-13",23.27
"41","2014-03-14",23.309999
"42","2014-03-17",22.559999
"43","2014-03-18",22.09
"44","2014-03-19",21.799999
"45","2014-03-20",22.139999
"46","2014-03-21",22.51
"47","2014-03-24",22.120001
"48","2014-03-25",22.299999
"49","2014-03-26",22.040001
"50","2014-03-27",21.870001
"51","2014-03-28",21.870001
"52","2014-03-31",21.6
"53","2014-04-01",21.98
"54","2014-04-02",22.26
"55","2014-04-03",23.16
"56","2014-04-04",22.83
"57","2014-04-07",23.84
"58","2014-04-08",23.99
"59","2014-04-09",24.040001
"60","2014-04-10",24.040001
"61","2014-04-11",23.65
"62","2014-04-14",23.75
"63","2014-04-15",23.940001
"64","2014-04-16",24.02
"65","2014-04-17",23.879999
"66","2014-04-21",23.940001
"67","2014-04-22",23.98
"68","2014-04-23",23.860001
"69","2014-04-24",23.58
"70","2014-04-25",23.549999
"71","2014-04-28",23.51
"72","2014-04-29",24.43
"73","2014-04-30",24.129999
"74","2014-05-01",24
"75","2014-05-02",23.290001
"76","2014-05-05",23.280001
"77","2014-05-06",23.719999
"78","2014-05-07",23.379999
"79","2014-05-08",23.52
"80","2014-05-09",22.76
"81","2014-05-12",23.059999
"82","2014-05-13",23.01
"83","2014-05-14",22.799999
"84","2014-05-15",22.15
"85","2014-05-16",22.309999
"86","2014-05-19",22.66
"87","2014-05-20",22.860001
"88","2014-05-21",22.379999
"89","2014-05-22",22.200001
"90","2014-05-23",22.040001
"91","2014-05-27",22.860001
"92","2014-05-28",22.74
"93","2014-05-29",22.83
"94","2014-05-30",23.15
"95","2014-06-02",23.15
"96","2014-06-03",23.200001
"97","2014-06-04",23.299999
"98","2014-06-05",23.139999
"99","2014-06-06",23.27
"100","2014-06-09",23.629999
"101","2014-06-10",23.92
"102","2014-06-11",23.200001
"103","2014-06-12",23.4
"104","2014-06-13",22.75
"105","2014-06-16",22.459999
"106","2014-06-17",22.35
"107","2014-06-18",22.639999
"108","2014-06-19",22.5
"109","2014-06-20",22.5
"110","2014-06-23",23.129999
"111","2014-06-24",22.809999
"112","2014-06-25",23.9
"113","2014-06-26",23.52
"114","2014-06-27",23.52
"115","2014-06-30",23.790001
"116","2014-07-01",23.6
"117","2014-07-02",23.559999
"118","2014-07-03",23.65
"119","2014-07-07",23.690001
"120","2014-07-08",23.57
"121","2014-07-09",23.26
"122","2014-07-10",23.07
"123","2014-07-11",22.780001
"124","2014-07-14",23.440001
"125","2014-07-15",23.67
"126","2014-07-16",23.389999
"127","2014-07-17",23.5
"128","2014-07-18",23.469999
"129","2014-07-21",23.01
"130","2014-07-22",23.209999
"131","2014-07-23",23.540001
"132","2014-07-24",23.549999
"133","2014-07-25",23.690001
"134","2014-07-28",23.67
"135","2014-07-29",23.32
"136","2014-07-30",23.450001
"137","2014-07-31",22.52
"138","2014-08-01",22.440001
"139","2014-08-04",22.610001
"140","2014-08-05",22.959999
"141","2014-08-06",22.98
"142","2014-08-07",23.01
"143","2014-08-08",22.889999
"144","2014-08-11",23.25
"145","2014-08-12",23.25
"146","2014-08-13",23.700001
"147","2014-08-14",23.83
"148","2014-08-15",24.43
"149","2014-08-18",24.52
"150","2014-08-19",24.639999
"151","2014-08-20",24.719999
"152","2014-08-21",25.15
"153","2014-08-22",24.93
"154","2014-08-25",24.5
"155","2014-08-26",24.32
"156","2014-08-27",24.440001
"157","2014-08-28",25.09
"158","2014-08-29",25.129999
"159","2014-09-02",25.219999
"160","2014-09-03",24.559999
"161","2014-09-04",25.139999
"162","2014-09-05",24.969999
"163","2014-09-08",24.700001
"164","2014-09-09",24.530001
"165","2014-09-10",24.690001
"166","2014-09-11",24.51
"167","2014-09-12",24.110001
"168","2014-09-15",23.440001
"169","2014-09-16",24.290001
"170","2014-09-17",24.5
"171","2014-09-18",24.34
"172","2014-09-19",24.32
"173","2014-09-22",24.23
"174","2014-09-23",24.9
"175","2014-09-24",24.42
"176","2014-09-25",24.950001
"177","2014-09-26",24.950001
"178","2014-09-29",25
"179","2014-09-30",24.700001
"180","2014-10-01",24.219999
"181","2014-10-02",24.09
"182","2014-10-03",24
"183","2014-10-06",23.870001
"184","2014-10-07",23.59
"185","2014-10-08",22.75
"186","2014-10-09",20.559999
"187","2014-10-10",19.209999
"188","2014-10-13",20.6
"189","2014-10-14",20.15
"190","2014-10-15",19.809999
"191","2014-10-16",20.889999
"192","2014-10-17",21.66
"193","2014-10-20",21.969999
"194","2014-10-21",22.549999
"195","2014-10-22",22.66
"196","2014-10-23",22.860001
"197","2014-10-24",23
"198","2014-10-27",22.99
"199","2014-10-28",23
"200","2014-10-29",23
"201","2014-10-30",22.75
"202","2014-10-31",22.92
"203","2014-11-03",22.950001
"204","2014-11-04",21.67
"205","2014-11-05",22.4
"206","2014-11-06",21.43
"207","2014-11-07",21.25
"208","2014-11-10",21.309999
"209","2014-11-11",20.9
"210","2014-11-12",20.57
"211","2014-11-13",19.639999
"212","2014-11-14",18.799999
"213","2014-11-17",18.879999
"214","2014-11-18",19.17
"215","2014-11-19",19.030001
"216","2014-11-20",18.969999
"217","2014-11-21",19.059999
"218","2014-11-24",18.5
"219","2014-11-25",18.17
"220","2014-11-26",18.25
"221","2014-11-28",16.299999
"222","2014-12-01",16.24
"223","2014-12-02",15.48
"224","2014-12-03",16.18
"225","2014-12-04",14.82
"226","2014-12-05",12.81
"227","2014-12-08",12.32
"228","2014-12-09",14.56
"229","2014-12-10",15.11
"230","2014-12-11",16.889999
"231","2014-12-12",16.25
"232","2014-12-15",15.1
"233","2014-12-16",15.76
"234","2014-12-17",15.12
"235","2014-12-18",14.84
"236","2014-12-19",15.85
"237","2014-12-22",14.19
"238","2014-12-23",14.64
"239","2014-12-24",14.5
"240","2014-12-26",14.18
"241","2014-12-29",14.1
"242","2014-12-30",14.67
"243","2014-12-31",14.3
"244","2015-01-02",15.32
"245","2015-01-05",14.04
"246","2015-01-06",12.78
"247","2015-01-07",13.1
"248","2015-01-08",13.36
"249","2015-01-09",13.99
"250","2015-01-12",13.7
"251","2015-01-13",13.1
"252","2015-01-14",12.81
"253","2015-01-15",12.53
"254","2015-01-16",12.99
"255","2015-01-20",13.1
"256","2015-01-21",14.03
"257","2015-01-22",14.22
"258","2015-01-23",14.83
"259","2015-01-26",15.04
"260","2015-01-27",15.13
"261","2015-01-28",14.93
"262","2015-01-29",14.91
"263","2015-01-30",15.45
"264","2015-02-02",16.780001
"265","2015-02-03",18
"266","2015-02-04",16.860001
"267","2015-02-05",16.41
"268","2015-02-06",16.76
"269","2015-02-09",16.120001
"270","2015-02-10",16.6
"271","2015-02-11",15.88
"272","2015-02-12",16.23
"273","2015-02-13",16.379999
"274","2015-02-17",17.26
"275","2015-02-18",17.639999
"276","2015-02-19",17.379999
"277","2015-02-20",17.65
"278","2015-02-23",18.18
"279","2015-02-24",19.23
"280","2015-02-25",19.16
"281","2015-02-26",18.219999
"282","2015-02-27",18.799999
"283","2015-03-02",18.52
"284","2015-03-03",18.42
"285","2015-03-04",17.82
"286","2015-03-05",17.33
"287","2015-03-06",17.530001
"288","2015-03-09",16.4
"289","2015-03-10",15.49
"290","2015-03-11",15.82
"291","2015-03-12",16.299999
"292","2015-03-13",17.280001
"293","2015-03-16",16.52
"294","2015-03-17",16.85
"295","2015-03-18",16.99
"296","2015-03-19",17.200001
"297","2015-03-20",16.620001
"298","2015-03-23",16.99
"299","2015-03-24",16.790001
"300","2015-03-25",16.24
"301","2015-03-26",16.889999
"302","2015-03-27",16.940001
"303","2015-03-30",13.71
"304","2015-03-31",13.2
"305","2015-04-01",12.77
"306","2015-04-02",12.67
"307","2015-04-06",12.9
"308","2015-04-07",13.12
"309","2015-04-08",14.25
"310","2015-04-09",13.96
"311","2015-04-10",13.69
"312","2015-04-13",14.1
"313","2015-04-14",15.1
"314","2015-04-15",14.94
"315","2015-04-16",15.39
"316","2015-04-17",15.42
"317","2015-04-20",15.75
"318","2015-04-21",15.41
"319","2015-04-22",15.55
"320","2015-04-23",15.76
"321","2015-04-24",15.91
"322","2015-04-27",15.53
"323","2015-04-28",15.66
"324","2015-04-29",16.120001
"325","2015-04-30",16.190001
"326","2015-05-01",17.620001
"327","2015-05-04",17.24
"328","2015-05-05",17
"329","2015-05-06",16.049999
"330","2015-05-07",16.030001
"331","2015-05-08",16.120001
"332","2015-05-11",15.12
"333","2015-05-12",15.83
"334","2015-05-13",15.11
"335","2015-05-14",15.46
"336","2015-05-15",15.41
"337","2015-05-18",15.26
"338","2015-05-19",15.16
"339","2015-05-20",15.24
"340","2015-05-21",15.59
"341","2015-05-22",15.65
"342","2015-05-26",15.24
"343","2015-05-27",15.15
"344","2015-05-28",14.45
"345","2015-05-29",14.81
"346","2015-06-01",14.72
"347","2015-06-02",15.49
"348","2015-06-03",16.01
"349","2015-06-04",16.75
"350","2015-06-05",16.6
"351","2015-06-08",16.49
"352","2015-06-09",16.51
"353","2015-06-10",16.799999
"354","2015-06-11",17.030001
"355","2015-06-12",17.049999
"356","2015-06-15",17.33
"357","2015-06-16",16.879999
"358","2015-06-17",16.950001
"359","2015-06-18",16.43
"360","2015-06-19",16.51
"361","2015-06-22",16.76
"362","2015-06-23",17.049999
"363","2015-06-24",16.77
"364","2015-06-25",16.73
"365","2015-06-26",16.51
"366","2015-06-29",16.4
"367","2015-06-30",16.299999
"368","2015-07-01",16.26
"369","2015-07-02",15.91
"370","2015-07-06",15.2
"371","2015-07-07",15.48
"372","2015-07-08",14.79
"373","2015-07-09",14.68
"374","2015-07-10",15.52
"375","2015-07-13",14.97
"376","2015-07-14",14.97
"377","2015-07-15",14.99
"378","2015-07-16",14.42
"379","2015-07-17",14.02
"380","2015-07-20",12.97
"381","2015-07-21",12.88
"382","2015-07-22",13.49
"383","2015-07-23",14
"384","2015-07-24",13.21
"385","2015-07-27",13.33
"386","2015-07-28",13.02
"387","2015-07-29",14.11
"388","2015-07-30",13
"389","2015-07-31",12.7
"390","2015-08-03",12
"391","2015-08-04",12.49
"392","2015-08-05",11.23
"393","2015-08-06",10.54
"394","2015-08-07",10.58
"395","2015-08-10",10.28
"396","2015-08-11",9.86
"397","2015-08-12",10.44
"398","2015-08-13",10.78
"399","2015-08-14",11.94
"400","2015-08-17",12.14
"401","2015-08-18",10.42
"402","2015-08-19",10.7
"403","2015-08-20",10.5
"404","2015-08-21",11.56
"405","2015-08-24",12.39
"406","2015-08-25",11.92
"407","2015-08-26",11.83
"408","2015-08-27",12.39
"409","2015-08-28",13.37
"410","2015-08-31",12.86
"411","2015-09-01",12.15
"412","2015-09-02",11.71
"413","2015-09-03",12.85
"414","2015-09-04",13.3
"415","2015-09-08",13.85
"416","2015-09-09",12.81
"417","2015-09-10",13.09
"418","2015-09-11",12.01
"419","2015-09-14",12.75
"420","2015-09-15",12.73
"421","2015-09-16",12.25
"422","2015-09-17",12.57
"423","2015-09-18",12.38
"424","2015-09-21",13.1
"425","2015-09-22",13.05
"426","2015-09-23",13.37
"427","2015-09-24",13.35
"428","2015-09-25",12.6
"429","2015-09-28",12.21
"430","2015-09-29",11.4
"431","2015-09-30",10.95
"432","2015-10-01",10.48
"433","2015-10-02",10.72
"434","2015-10-05",11.5
"435","2015-10-06",11.95
"436","2015-10-07",12.38
"437","2015-10-08",12.23
"438","2015-10-09",12.47
"439","2015-10-12",12.3
"440","2015-10-13",11.65
"441","2015-10-14",11.68
"442","2015-10-15",12.58
"443","2015-10-16",12.27
"444","2015-10-19",12.14
"445","2015-10-20",12.38
"446","2015-10-21",12.39
"447","2015-10-22",12.38
"448","2015-10-23",11.98
"449","2015-10-26",11.4
"450","2015-10-27",11.13
"451","2015-10-28",10.98
"452","2015-10-29",10.86
"453","2015-10-30",10.96
