"","date","IPG"
"266","2008-01-23",8.22
"267","2008-01-24",8.36
"268","2008-01-25",8.47
"269","2008-01-28",8.66
"270","2008-01-29",8.96
"271","2008-01-30",8.9
"272","2008-01-31",8.92
"273","2008-02-01",8.98
"274","2008-02-04",8.97
"275","2008-02-05",8.59
"276","2008-02-06",8.44
"277","2008-02-07",8.44
"278","2008-02-08",8.26
"279","2008-02-11",8.31
"280","2008-02-12",8.43
"281","2008-02-13",8.54
"282","2008-02-14",8.44
"283","2008-02-15",8.52
"284","2008-02-19",8.4
"285","2008-02-20",8.5
"286","2008-02-21",8.3
"287","2008-02-22",8.49
"288","2008-02-25",8.7
"289","2008-02-26",8.8
"290","2008-02-27",8.67
"291","2008-02-28",8.41
"292","2008-02-29",8.62
"293","2008-03-03",8.28
"294","2008-03-04",8.33
"295","2008-03-05",8.39
"296","2008-03-06",8.32
"297","2008-03-07",8.24
"298","2008-03-10",8.08
"299","2008-03-11",8.27
"300","2008-03-12",8.19
"301","2008-03-13",8.25
"302","2008-03-14",8.15
"303","2008-03-17",8.12
"304","2008-03-18",8.5
"305","2008-03-19",8.48
"306","2008-03-20",8.59
"307","2008-03-24",8.79
"308","2008-03-25",8.68
"309","2008-03-26",8.52
"310","2008-03-27",8.39
"311","2008-03-28",8.4
"312","2008-03-31",8.41
"313","2008-04-01",8.55
"314","2008-04-02",8.49
"315","2008-04-03",8.52
"316","2008-04-04",8.35
"317","2008-04-07",8.38
"318","2008-04-08",8.19
"319","2008-04-09",8
"320","2008-04-10",8
"321","2008-04-11",8.01
"322","2008-04-14",8.17
"323","2008-04-15",7.9
"324","2008-04-16",8.15
"325","2008-04-17",8.13
"326","2008-04-18",8.23
"327","2008-04-21",8.15
"328","2008-04-22",8.14
"329","2008-04-23",8.14
"330","2008-04-24",8.43
"331","2008-04-25",8.43
"332","2008-04-28",8.5
"333","2008-04-29",8.55
"334","2008-04-30",9.05
"335","2008-05-01",9.46
"336","2008-05-02",9.43
"337","2008-05-05",9.57
"338","2008-05-06",9.73
"339","2008-05-07",9.41
"340","2008-05-08",9.65
"341","2008-05-09",9.72
"342","2008-05-12",10.1
"343","2008-05-13",10.1
"344","2008-05-14",10.08
"345","2008-05-15",10.39
"346","2008-05-16",10.07
"347","2008-05-19",10.1
"348","2008-05-20",9.94
"349","2008-05-21",9.73
"350","2008-05-22",9.79
"351","2008-05-23",9.6
"352","2008-05-27",9.83
"353","2008-05-28",9.76
"354","2008-05-29",9.83
"355","2008-05-30",9.97
"356","2008-06-02",9.85
"357","2008-06-03",9.95
"358","2008-06-04",9.9
"359","2008-06-05",9.86
"360","2008-06-06",9.5
"361","2008-06-09",9.51
"362","2008-06-10",9.36
"363","2008-06-11",9.17
"364","2008-06-12",9.26
"365","2008-06-13",9.36
"366","2008-06-16",9.2
"367","2008-06-17",9.32
"368","2008-06-18",9.1
"369","2008-06-19",9.28
"370","2008-06-20",9.03
"371","2008-06-23",9.01
"372","2008-06-24",8.87
"373","2008-06-25",9.03
"374","2008-06-26",8.74
"375","2008-06-27",8.62
"376","2008-06-30",8.6
"377","2008-07-01",8.34
"378","2008-07-02",8.2
"379","2008-07-03",8.3
"380","2008-07-07",8.03
"381","2008-07-08",8.16
"382","2008-07-09",7.9
"383","2008-07-10",7.78
"384","2008-07-11",7.63
"385","2008-07-14",7.38
"386","2008-07-15",7.29
"387","2008-07-16",7.57
"388","2008-07-17",7.63
"389","2008-07-18",7.74
"390","2008-07-21",7.7
"391","2008-07-22",7.8
"392","2008-07-23",8.03
"393","2008-07-24",7.76
"394","2008-07-25",7.93
"395","2008-07-28",7.8
"396","2008-07-29",7.95
"397","2008-07-30",8.51
"398","2008-07-31",8.79
"399","2008-08-01",8.71
"400","2008-08-04",8.49
"401","2008-08-05",8.96
"402","2008-08-06",9.02
"403","2008-08-07",8.97
"404","2008-08-08",8.94
"405","2008-08-11",9.07
"406","2008-08-12",9.06
"407","2008-08-13",9.02
"408","2008-08-14",9.38
"409","2008-08-15",9.57
"410","2008-08-18",9.28
"411","2008-08-19",9.13
"412","2008-08-20",8.99
"413","2008-08-21",9.15
"414","2008-08-22",9.35
"415","2008-08-25",9.34
"416","2008-08-26",9.07
"417","2008-08-27",9.22
"418","2008-08-28",9.43
"419","2008-08-29",9.4
"420","2008-09-02",9.34
"421","2008-09-03",9.24
"422","2008-09-04",8.95
"423","2008-09-05",9
"424","2008-09-08",9.31
"425","2008-09-09",9.05
"426","2008-09-10",8.85
"427","2008-09-11",9.01
"428","2008-09-12",8.81
"429","2008-09-15",8.52
"430","2008-09-16",8.39
"431","2008-09-17",7.85
"432","2008-09-18",7.99
"433","2008-09-19",8.53
"434","2008-09-22",8.06
"435","2008-09-23",7.92
"436","2008-09-24",7.87
"437","2008-09-25",8.14
"438","2008-09-26",8.14
"439","2008-09-29",7.21
"440","2008-09-30",7.75
"441","2008-10-01",7.7
"442","2008-10-02",7.28
"443","2008-10-03",7.05
"444","2008-10-06",6.67
"445","2008-10-07",6.15
"446","2008-10-08",6.06
"447","2008-10-09",5.62
"448","2008-10-10",5.31
"449","2008-10-13",6
"450","2008-10-14",5.78
"451","2008-10-15",5.09
"452","2008-10-16",5.28
"453","2008-10-17",4.98
"454","2008-10-20",5.1
"455","2008-10-21",4.71
"456","2008-10-22",4.29
"457","2008-10-23",4.46
"458","2008-10-24",4.22
"459","2008-10-27",4.1
"460","2008-10-28",5.54
"461","2008-10-29",4.98
"462","2008-10-30",4.99
"463","2008-10-31",5.19
"464","2008-11-03",5.38
"465","2008-11-04",5.71
"466","2008-11-05",5.14
"467","2008-11-06",4.86
"468","2008-11-07",4.81
"469","2008-11-10",4.55
"470","2008-11-11",4.53
"471","2008-11-12",3.88
"472","2008-11-13",4.33
"473","2008-11-14",3.9
"474","2008-11-17",3.63
"475","2008-11-18",3.31
"476","2008-11-19",2.61
"477","2008-11-20",3.09
"478","2008-11-21",3.67
"479","2008-11-24",4.55
"480","2008-11-25",4.28
"481","2008-11-26",4.38
"482","2008-11-28",4.09
"483","2008-12-01",3.81
"484","2008-12-02",4.28
"485","2008-12-03",4.25
"486","2008-12-04",3.85
"487","2008-12-05",3.7
"488","2008-12-08",4
"489","2008-12-09",3.81
"490","2008-12-10",3.88
"491","2008-12-11",3.52
"492","2008-12-12",3.77
"493","2008-12-15",3.83
"494","2008-12-16",4.11
"495","2008-12-17",4.23
"496","2008-12-18",4.1
"497","2008-12-19",4.18
"498","2008-12-22",3.79
"499","2008-12-23",3.74
"500","2008-12-24",3.74
"501","2008-12-26",3.69
"502","2008-12-29",3.53
"503","2008-12-30",3.68
"504","2008-12-31",3.96
"505","2009-01-02",4.28
"506","2009-01-05",3.94
"507","2009-01-06",4.33
"508","2009-01-07",4.22
"509","2009-01-08",4.32
"510","2009-01-09",4.08
"511","2009-01-12",3.86
"512","2009-01-13",3.71
"513","2009-01-14",3.68
"514","2009-01-15",3.63
"515","2009-01-16",3.83
"516","2009-01-20",3.45
"517","2009-01-21",3.55
"518","2009-01-22",3.37
"519","2009-01-23",3.5
"520","2009-01-26",3.37
"521","2009-01-27",3.39
"522","2009-01-28",3.79
"523","2009-01-29",3.58
"524","2009-01-30",3.33
"525","2009-02-02",3.29
"526","2009-02-03",3.2
"527","2009-02-04",3.31
"528","2009-02-05",3.41
"529","2009-02-06",3.59
"530","2009-02-09",3.58
"531","2009-02-10",3.32
"532","2009-02-11",3.66
"533","2009-02-12",3.78
"534","2009-02-13",3.68
"535","2009-02-17",3.51
"536","2009-02-18",3.39
"537","2009-02-19",3.36
"538","2009-02-20",3.23
"539","2009-02-23",3.23
"540","2009-02-24",3.51
"541","2009-02-25",3.4
"542","2009-02-26",3.56
"543","2009-02-27",3.81
"544","2009-03-02",3.62
"545","2009-03-03",3.75
"546","2009-03-04",4.06
"547","2009-03-05",3.79
"548","2009-03-06",3.77
"549","2009-03-09",3.75
"550","2009-03-10",3.95
"551","2009-03-11",3.93
"552","2009-03-12",4.13
"553","2009-03-13",4.01
"554","2009-03-16",3.92
"555","2009-03-17",4.01
"556","2009-03-18",4.21
"557","2009-03-19",4.03
"558","2009-03-20",3.98
"559","2009-03-23",4.53
"560","2009-03-24",4.42
"561","2009-03-25",4.48
"562","2009-03-26",4.5
"563","2009-03-27",4.26
"564","2009-03-30",4.17
"565","2009-03-31",4.12
"566","2009-04-01",4.45
"567","2009-04-02",4.87
"568","2009-04-03",4.84
"569","2009-04-06",4.81
"570","2009-04-07",4.84
"571","2009-04-08",5
"572","2009-04-09",5.2
"573","2009-04-13",5.16
"574","2009-04-14",5.19
"575","2009-04-15",5
"576","2009-04-16",5.35
"577","2009-04-17",5.66
"578","2009-04-20",5.29
"579","2009-04-21",5.41
"580","2009-04-22",5.26
"581","2009-04-23",5.22
"582","2009-04-24",5.54
"583","2009-04-27",5.54
"584","2009-04-28",5.88
"585","2009-04-29",6.06
"586","2009-04-30",6.26
"587","2009-05-01",6.32
"588","2009-05-04",6.12
"589","2009-05-05",5.9
"590","2009-05-06",6.11
"591","2009-05-07",5.78
"592","2009-05-08",5.83
"593","2009-05-11",5.58
"594","2009-05-12",5.42
"595","2009-05-13",5.09
"596","2009-05-14",5.18
"597","2009-05-15",5.09
"598","2009-05-18",5.26
"599","2009-05-19",5.33
"600","2009-05-20",5.07
"601","2009-05-21",5.16
"602","2009-05-22",5.04
"603","2009-05-26",5.06
"604","2009-05-27",5.08
"605","2009-05-28",5.06
"606","2009-05-29",5.24
"607","2009-06-01",5.52
"608","2009-06-02",5.44
"609","2009-06-03",5.33
"610","2009-06-04",5.4
"611","2009-06-05",5.7
"612","2009-06-08",5.74
"613","2009-06-09",5.85
"614","2009-06-10",5.8
"615","2009-06-11",5.97
"616","2009-06-12",6
"617","2009-06-15",5.65
"618","2009-06-16",5.5
"619","2009-06-17",5.42
"620","2009-06-18",5.36
"621","2009-06-19",5.56
"622","2009-06-22",5.1
"623","2009-06-23",5.06
"624","2009-06-24",5.02
"625","2009-06-25",5.24
"626","2009-06-26",5.1
"627","2009-06-29",5.02
"628","2009-06-30",5.05
"629","2009-07-01",5.08
"630","2009-07-02",4.86
"631","2009-07-06",4.85
"632","2009-07-07",4.85
"633","2009-07-08",4.71
"634","2009-07-09",4.79
"635","2009-07-10",4.8
"636","2009-07-13",4.81
"637","2009-07-14",5.09
"638","2009-07-15",5.22
"639","2009-07-16",5.43
"640","2009-07-17",5.44
"641","2009-07-20",5.46
"642","2009-07-21",5.73
"643","2009-07-22",5.79
"644","2009-07-23",6.27
"645","2009-07-24",6.3
"646","2009-07-27",6.19
"647","2009-07-28",5.41
"648","2009-07-29",5.17
"649","2009-07-30",5.21
"650","2009-07-31",5.21
"651","2009-08-03",5.68
"652","2009-08-04",5.76
"653","2009-08-05",5.69
"654","2009-08-06",5.49
"655","2009-08-07",6.06
"656","2009-08-10",5.87
"657","2009-08-11",6.01
"658","2009-08-12",5.99
"659","2009-08-13",6.4
"660","2009-08-14",6.26
"661","2009-08-17",5.93
"662","2009-08-18",5.92
"663","2009-08-19",5.9
"664","2009-08-20",6.1
"665","2009-08-21",6.47
"666","2009-08-24",6.44
"667","2009-08-25",6.56
"668","2009-08-26",6.4
"669","2009-08-27",6.52
"670","2009-08-28",6.42
"671","2009-08-31",6.29
"672","2009-09-01",6.15
"673","2009-09-02",6.01
"674","2009-09-03",5.99
"675","2009-09-04",6.18
"676","2009-09-08",6.4
"677","2009-09-09",6.66
"678","2009-09-10",6.82
"679","2009-09-11",6.75
"680","2009-09-14",6.59
"681","2009-09-15",7.18
"682","2009-09-16",7.36
"683","2009-09-17",7.28
"684","2009-09-18",7.47
"685","2009-09-21",7.4
"686","2009-09-22",7.2
"687","2009-09-23",7.26
"688","2009-09-24",7.04
"689","2009-09-25",7.02
"690","2009-09-28",7.3
"691","2009-09-29",7.59
"692","2009-09-30",7.52
"693","2009-10-01",7.06
"694","2009-10-02",6.84
"695","2009-10-05",6.92
"696","2009-10-06",7.11
"697","2009-10-07",6.88
"698","2009-10-08",7.09
"699","2009-10-09",7.07
"700","2009-10-12",6.96
"701","2009-10-13",7.04
"702","2009-10-14",7.01
"703","2009-10-15",6.87
"704","2009-10-16",6.79
"705","2009-10-19",6.72
"706","2009-10-20",6.49
"707","2009-10-21",6.17
"708","2009-10-22",6.34
"709","2009-10-23",6.12
"710","2009-10-26",6.06
"711","2009-10-27",6.11
"712","2009-10-28",5.96
"713","2009-10-29",6.37
"714","2009-10-30",6.02
"715","2009-11-02",5.89
"716","2009-11-03",5.99
"717","2009-11-04",6.11
"718","2009-11-05",6.38
"719","2009-11-06",6.47
"720","2009-11-09",6.77
"721","2009-11-10",6.7
"722","2009-11-11",6.87
"723","2009-11-12",6.59
"724","2009-11-13",6.77
"725","2009-11-16",7.02
"726","2009-11-17",6.86
"727","2009-11-18",6.87
"728","2009-11-19",6.77
"729","2009-11-20",6.83
"730","2009-11-23",6.74
"731","2009-11-24",6.55
"732","2009-11-25",6.61
"733","2009-11-27",6.46
"734","2009-11-30",6.33
"735","2009-12-01",6.47
"736","2009-12-02",6.49
"737","2009-12-03",6.42
"738","2009-12-04",6.36
"739","2009-12-07",6.55
"740","2009-12-08",6.9
"741","2009-12-09",6.93
"742","2009-12-10",7.18
"743","2009-12-11",7.24
"744","2009-12-14",7.53
"745","2009-12-15",7.46
"746","2009-12-16",7.4
"747","2009-12-17",7.14
"748","2009-12-18",7.17
"749","2009-12-21",7.17
"750","2009-12-22",7.18
"751","2009-12-23",7.22
"752","2009-12-24",7.4
"753","2009-12-28",7.25
"754","2009-12-29",7.2
"755","2009-12-30",7.28
"756","2009-12-31",7.38
"757","2010-01-04",7.53
"758","2010-01-05",7.45
"759","2010-01-06",7.45
"760","2010-01-07",7.26
"761","2010-01-08",7.27
"762","2010-01-11",7.47
"763","2010-01-12",7.29
"764","2010-01-13",7.38
"765","2010-01-14",7.22
"766","2010-01-15",7.16
"767","2010-01-19",7.12
"768","2010-01-20",7.15
"769","2010-01-21",7.01
"770","2010-01-22",6.85
"771","2010-01-25",6.78
"772","2010-01-26",6.66
"773","2010-01-27",6.47
"774","2010-01-28",6.52
"775","2010-01-29",6.46
"776","2010-02-01",6.6
"777","2010-02-02",6.72
"778","2010-02-03",6.69
"779","2010-02-04",6.41
"780","2010-02-05",6.39
"781","2010-02-08",6.35
"782","2010-02-09",6.4
"783","2010-02-10",6.5
"784","2010-02-11",6.73
"785","2010-02-12",6.72
"786","2010-02-16",6.87
"787","2010-02-17",6.98
"788","2010-02-18",7.09
"789","2010-02-19",7.11
"790","2010-02-22",7.06
"791","2010-02-23",6.85
"792","2010-02-24",6.82
"793","2010-02-25",6.75
"794","2010-02-26",7.5
"795","2010-03-01",8.26
"796","2010-03-02",8.17
"797","2010-03-03",8.18
"798","2010-03-04",8.29
"799","2010-03-05",8.45
"800","2010-03-08",8.51
"801","2010-03-09",8.52
"802","2010-03-10",8.58
"803","2010-03-11",8.53
"804","2010-03-12",8.42
"805","2010-03-15",8.34
"806","2010-03-16",8.43
"807","2010-03-17",8.54
"808","2010-03-18",8.64
"809","2010-03-19",8.61
"810","2010-03-22",8.73
"811","2010-03-23",8.79
"812","2010-03-24",8.53
"813","2010-03-25",8.39
"814","2010-03-26",8.33
"815","2010-03-29",8.49
"816","2010-03-30",8.5
"817","2010-03-31",8.32
"818","2010-04-01",8.49
"819","2010-04-05",8.67
"820","2010-04-06",8.52
"821","2010-04-07",8.54
"822","2010-04-08",8.47
"823","2010-04-09",8.72
"824","2010-04-12",8.77
"825","2010-04-13",8.64
"826","2010-04-14",9.05
"827","2010-04-15",9.22
"828","2010-04-16",8.96
"829","2010-04-19",9.06
"830","2010-04-20",9.74
"831","2010-04-21",9.64
"832","2010-04-22",9.85
"833","2010-04-23",9.73
"834","2010-04-26",9.87
"835","2010-04-27",9.42
"836","2010-04-28",9.27
"837","2010-04-29",9.5
"838","2010-04-30",8.91
"839","2010-05-03",8.99
"840","2010-05-04",8.45
"841","2010-05-05",8.4
"842","2010-05-06",8.05
"843","2010-05-07",7.72
"844","2010-05-10",8.36
"845","2010-05-11",8.17
"846","2010-05-12",8.42
"847","2010-05-13",8.38
"848","2010-05-14",8.05
"849","2010-05-17",8.09
"850","2010-05-18",8.04
"851","2010-05-19",7.9
"852","2010-05-20",7.58
"853","2010-05-21",7.77
"854","2010-05-24",7.87
"855","2010-05-25",7.8
"856","2010-05-26",7.92
"857","2010-05-27",8.58
"858","2010-05-28",8.35
"859","2010-06-01",7.92
"860","2010-06-02",8.12
"861","2010-06-03",8.31
"862","2010-06-04",7.84
"863","2010-06-07",7.52
"864","2010-06-08",7.64
"865","2010-06-09",7.66
"866","2010-06-10",8.07
"867","2010-06-11",7.98
"868","2010-06-14",7.97
"869","2010-06-15",8.09
"870","2010-06-16",8.06
"871","2010-06-17",8.27
"872","2010-06-18",8.32
"873","2010-06-21",8.31
"874","2010-06-22",8.16
"875","2010-06-23",8.25
"876","2010-06-24",7.96
"877","2010-06-25",7.71
"878","2010-06-28",7.53
"879","2010-06-29",7.27
"880","2010-06-30",7.13
"881","2010-07-01",7
"882","2010-07-02",6.93
"883","2010-07-06",7.1
"884","2010-07-07",7.31
"885","2010-07-08",7.63
"886","2010-07-09",7.72
"887","2010-07-12",7.68
"888","2010-07-13",7.9
"889","2010-07-14",7.85
"890","2010-07-15",7.83
"891","2010-07-16",7.32
"892","2010-07-19",7.54
"893","2010-07-20",7.88
"894","2010-07-21",7.64
"895","2010-07-22",8.03
"896","2010-07-23",8.18
"897","2010-07-26",8.38
"898","2010-07-27",8.32
"899","2010-07-28",8.25
"900","2010-07-29",8.98
"901","2010-07-30",9.14
"902","2010-08-02",9.21
"903","2010-08-03",8.94
"904","2010-08-04",9.16
"905","2010-08-05",9.39
"906","2010-08-06",9.29
"907","2010-08-09",9.59
"908","2010-08-10",9.32
"909","2010-08-11",8.89
"910","2010-08-12",8.69
"911","2010-08-13",8.64
"912","2010-08-16",8.57
"913","2010-08-17",8.66
"914","2010-08-18",8.65
"915","2010-08-19",8.53
"916","2010-08-20",8.57
"917","2010-08-23",8.41
"918","2010-08-24",8.43
"919","2010-08-25",8.55
"920","2010-08-26",8.6
"921","2010-08-27",8.69
"922","2010-08-30",8.48
"923","2010-08-31",8.53
"924","2010-09-01",8.81
"925","2010-09-02",9.03
"926","2010-09-03",9.2
"927","2010-09-07",9
"928","2010-09-08",9.18
"929","2010-09-09",9.21
"930","2010-09-10",9.54
"931","2010-09-13",9.61
"932","2010-09-14",9.57
"933","2010-09-15",9.43
"934","2010-09-16",9.21
"935","2010-09-17",9.65
"936","2010-09-20",9.89
"937","2010-09-21",9.76
"938","2010-09-22",9.65
"939","2010-09-23",9.64
"940","2010-09-24",10.07
"941","2010-09-27",10.17
"942","2010-09-28",10.13
"943","2010-09-29",10.04
"944","2010-09-30",10.03
"945","2010-10-01",10.15
"946","2010-10-04",9.98
"947","2010-10-05",10.49
"948","2010-10-06",10.25
"949","2010-10-07",10.25
"950","2010-10-08",10.47
"951","2010-10-11",10.71
"952","2010-10-12",10.65
"953","2010-10-13",10.73
"954","2010-10-14",10.56
"955","2010-10-15",10.81
"956","2010-10-18",10.62
"957","2010-10-19",10.24
"958","2010-10-20",10.58
"959","2010-10-21",10.57
"960","2010-10-22",10.43
"961","2010-10-25",10.62
"962","2010-10-26",10.6
"963","2010-10-27",10.52
"964","2010-10-28",10.42
"965","2010-10-29",10.35
"966","2010-11-01",10.2
"967","2010-11-02",10.47
"968","2010-11-03",10.38
"969","2010-11-04",10.38
"970","2010-11-05",10.64
"971","2010-11-08",10.53
"972","2010-11-09",10.39
"973","2010-11-10",10.68
"974","2010-11-11",10.7
"975","2010-11-12",10.54
"976","2010-11-15",10.53
"977","2010-11-16",10.52
"978","2010-11-17",10.46
"979","2010-11-18",10.53
"980","2010-11-19",10.57
"981","2010-11-22",10.6
"982","2010-11-23",10.32
"983","2010-11-24",10.69
"984","2010-11-26",10.6
"985","2010-11-29",10.52
"986","2010-11-30",10.65
"987","2010-12-01",10.73
"988","2010-12-02",11.02
"989","2010-12-03",10.82
"990","2010-12-06",10.96
"991","2010-12-07",10.96
"992","2010-12-08",10.96
"993","2010-12-09",11.05
"994","2010-12-10",11.11
"995","2010-12-13",11.11
"996","2010-12-14",11
"997","2010-12-15",10.9
"998","2010-12-16",10.94
"999","2010-12-17",10.83
"1000","2010-12-20",10.69
"1001","2010-12-21",10.91
