"","date","AXGT"
"1","2015-06-11",239.199997
"2","2015-06-12",178.479996
"3","2015-06-15",182.960007
"4","2015-06-16",176.960007
"5","2015-06-17",168
"6","2015-06-18",154.080002
"7","2015-06-19",155.039993
"8","2015-06-22",160.720001
"9","2015-06-23",161.039993
"10","2015-06-24",160.639999
"11","2015-06-25",157.199997
"12","2015-06-26",155.839996
"13","2015-06-29",159.679993
"14","2015-06-30",163.039993
"15","2015-07-01",157.600006
"16","2015-07-02",154.080002
"17","2015-07-06",151.919998
"18","2015-07-07",152
"19","2015-07-08",149.759995
"20","2015-07-09",146.399994
"21","2015-07-10",140.479996
"22","2015-07-13",137.919998
"23","2015-07-14",135.919998
"24","2015-07-15",138.399994
"25","2015-07-16",140.320007
"26","2015-07-17",170.160004
"27","2015-07-20",166.720001
"28","2015-07-21",155.279999
"29","2015-07-22",145.279999
"30","2015-07-23",131.119995
"31","2015-07-24",123.68
"32","2015-07-27",124.639999
"33","2015-07-28",127.599998
"34","2015-07-29",118.879997
"35","2015-07-30",116.800003
"36","2015-07-31",112.080002
"37","2015-08-03",102.879997
"38","2015-08-04",99.279999
"39","2015-08-05",93.519997
"40","2015-08-06",94.239998
"41","2015-08-07",95.040001
"42","2015-08-10",94.639999
"43","2015-08-11",92.400002
"44","2015-08-12",90.720001
"45","2015-08-13",92.080002
"46","2015-08-14",93.68
"47","2015-08-17",112.480003
"48","2015-08-18",103.199997
"49","2015-08-19",98.800003
"50","2015-08-20",89.440002
"51","2015-08-21",90
"52","2015-08-24",89.599998
"53","2015-08-25",93.040001
"54","2015-08-26",88.639999
"55","2015-08-27",99.839996
"56","2015-08-28",95.040001
"57","2015-08-31",96.160004
"58","2015-09-01",98.400002
"59","2015-09-02",105.519997
"60","2015-09-03",107.120003
"61","2015-09-04",105.599998
"62","2015-09-08",101.279999
"63","2015-09-09",102.160004
"64","2015-09-10",108.400002
"65","2015-09-11",117.440002
"66","2015-09-14",132.720001
"67","2015-09-15",131.919998
"68","2015-09-16",130.880005
"69","2015-09-17",129.600006
"70","2015-09-18",127.760002
"71","2015-09-21",115.68
"72","2015-09-22",124.879997
"73","2015-09-23",127.360001
"74","2015-09-24",122.639999
"75","2015-09-25",117.519997
"76","2015-09-28",94.639999
"77","2015-09-29",97.919998
"78","2015-09-30",103.360001
"79","2015-10-01",112.239998
"80","2015-10-02",106.879997
"81","2015-10-05",106.959999
"82","2015-10-06",105.68
"83","2015-10-07",113.360001
"84","2015-10-08",105.68
"85","2015-10-09",108.879997
"86","2015-10-12",110.559998
"87","2015-10-13",98.800003
"88","2015-10-14",104.959999
"89","2015-10-15",106.480003
"90","2015-10-16",106.639999
"91","2015-10-19",106.400002
"92","2015-10-20",101.919998
"93","2015-10-21",107.199997
"94","2015-10-22",103.760002
"95","2015-10-23",101.839996
"96","2015-10-26",102.559998
"97","2015-10-27",100.959999
"98","2015-10-28",96.800003
"99","2015-10-29",100.239998
"100","2015-10-30",97.519997
"101","2015-11-02",106.959999
"102","2015-11-03",123.440002
"103","2015-11-04",131.600006
"104","2015-11-05",126.879997
"105","2015-11-06",128.240005
"106","2015-11-09",132.160004
"107","2015-11-10",140.720001
"108","2015-11-11",135.279999
"109","2015-11-12",128.960007
"110","2015-11-13",126.800003
"111","2015-11-16",127.919998
"112","2015-11-17",124.239998
"113","2015-11-18",132.880005
"114","2015-11-19",129.679993
"115","2015-11-20",133.199997
"116","2015-11-23",140.720001
"117","2015-11-24",146.160004
"118","2015-11-25",140.800003
"119","2015-11-27",138.240005
"120","2015-11-30",151.839996
"121","2015-12-01",151.119995
"122","2015-12-02",152.320007
"123","2015-12-03",153.440002
"124","2015-12-04",153.199997
"125","2015-12-07",150
"126","2015-12-08",152.080002
"127","2015-12-09",151.199997
"128","2015-12-10",159.600006
"129","2015-12-11",156.160004
"130","2015-12-14",156.240005
"131","2015-12-15",161.119995
"132","2015-12-16",166
"133","2015-12-17",162.800003
"134","2015-12-18",143.679993
"135","2015-12-21",147.679993
"136","2015-12-22",147.039993
"137","2015-12-23",152.559998
"138","2015-12-24",152.960007
"139","2015-12-28",152.479996
"140","2015-12-29",154.800003
"141","2015-12-30",155.440002
"142","2015-12-31",144.240005
"143","2016-01-04",127.199997
"144","2016-01-05",129.199997
"145","2016-01-06",129.440002
"146","2016-01-07",127.519997
"147","2016-01-08",129.839996
"148","2016-01-11",128
"149","2016-01-12",132.240005
"150","2016-01-13",130.479996
"151","2016-01-14",140.639999
"152","2016-01-15",134.479996
"153","2016-01-19",135.279999
