"","date","AJX"
"193","2015-11-17",12.41
"194","2015-11-18",12.39
"195","2015-11-19",12.41
"196","2015-11-20",12.4
"197","2015-11-23",12.4
"198","2015-11-24",12.39
"199","2015-11-25",12.44
"200","2015-11-27",12.49
"201","2015-11-30",12.73
"202","2015-12-01",12.51
"203","2015-12-02",12.41
"204","2015-12-03",12.25
"205","2015-12-04",12.19
"206","2015-12-07",12.06
"207","2015-12-08",12.07
"208","2015-12-09",11.91
"209","2015-12-10",11.85
"210","2015-12-11",11.87
"211","2015-12-14",11.82
"212","2015-12-15",12.09
"213","2015-12-16",12.5
"214","2015-12-17",12.39
"215","2015-12-18",12.32
"216","2015-12-21",12.18
"217","2015-12-22",12.31
"218","2015-12-23",12.38
"219","2015-12-24",12.4
"220","2015-12-28",12.55
"221","2015-12-29",12.56
"222","2015-12-30",12.37
"223","2015-12-31",12.12
"224","2016-01-04",12.02
"225","2016-01-05",12.38
"226","2016-01-06",12.41
"227","2016-01-07",11.97
"228","2016-01-08",11.81
"229","2016-01-11",11.87
"230","2016-01-12",11.6
"231","2016-01-13",11.32
"232","2016-01-14",11.59
"233","2016-01-15",11.36
"234","2016-01-19",11.21
"235","2016-01-20",11.12
"236","2016-01-21",10.95
"237","2016-01-22",10.96
"238","2016-01-25",10.89
"239","2016-01-26",10.83
"240","2016-01-27",10.8
"241","2016-01-28",10.75
"242","2016-01-29",11.02
"243","2016-02-01",10.89
"244","2016-02-02",10.78
"245","2016-02-03",10.7
"246","2016-02-04",10.3
"247","2016-02-05",10.21
"248","2016-02-08",10.53
"249","2016-02-09",10.17
"250","2016-02-10",10.3
"251","2016-02-11",10.36
"252","2016-02-12",10.42
"253","2016-02-16",10.5
"254","2016-02-17",10.5
"255","2016-02-18",10.43
"256","2016-02-19",10.34
"257","2016-02-22",10.29
"258","2016-02-23",10.09
"259","2016-02-24",9.96
"260","2016-02-25",9.96
"261","2016-02-26",9.91
"262","2016-02-29",9.94
"263","2016-03-01",9.16
"264","2016-03-02",10.3
"265","2016-03-03",10.83
"266","2016-03-04",10.89
"267","2016-03-07",10.9
"268","2016-03-08",10.85
"269","2016-03-09",10.71
"270","2016-03-10",10.57
"271","2016-03-11",10.5
"272","2016-03-14",10.61
"273","2016-03-15",10.49
"274","2016-03-16",10.5
"275","2016-03-17",10.61
"276","2016-03-18",11.04
"277","2016-03-21",11.09
"278","2016-03-22",10.96
"279","2016-03-23",10.81
"280","2016-03-24",11.23
"281","2016-03-28",11.1
"282","2016-03-29",11.28
"283","2016-03-30",11.25
"284","2016-03-31",11.19
"285","2016-04-01",11.45
"286","2016-04-04",11.53
"287","2016-04-05",11.73
"288","2016-04-06",11.77
"289","2016-04-07",12
"290","2016-04-08",11.95
"291","2016-04-11",11.85
"292","2016-04-12",12.15
"293","2016-04-13",12.45
"294","2016-04-14",12.75
"295","2016-04-15",12.94
"296","2016-04-18",13.07
"297","2016-04-19",13.13
"298","2016-04-20",13.01
"299","2016-04-21",12.75
"300","2016-04-22",13.02
"301","2016-04-25",13.24
"302","2016-04-26",13.61
"303","2016-04-27",13.68
"304","2016-04-28",13.64
"305","2016-04-29",13.62
"306","2016-05-02",13.86
"307","2016-05-03",13.65
"308","2016-05-04",14.15
"309","2016-05-05",13.93
"310","2016-05-06",13.88
"311","2016-05-09",13.98
"312","2016-05-10",13.99
"313","2016-05-11",13.87
"314","2016-05-12",13.89
"315","2016-05-13",13.96
"316","2016-05-16",13.97
"317","2016-05-17",13.76
"318","2016-05-18",13.74
"319","2016-05-19",13.71
"320","2016-05-20",13.74
"321","2016-05-23",13.81
"322","2016-05-24",13.8
"323","2016-05-25",13.75
"324","2016-05-26",13.7
"325","2016-05-27",13.93
"326","2016-05-31",13.79
"327","2016-06-01",13.82
"328","2016-06-02",13.8
"329","2016-06-03",13.89
"330","2016-06-06",13.9
"331","2016-06-07",13.9
"332","2016-06-08",13.9
"333","2016-06-09",13.99
"334","2016-06-10",13.29
"335","2016-06-13",13.09
"336","2016-06-14",13.17
"337","2016-06-15",13.35
"338","2016-06-16",13.39
"339","2016-06-17",13.58
"340","2016-06-20",13.53
"341","2016-06-21",13.34
"342","2016-06-22",13.18
"343","2016-06-23",13.38
"344","2016-06-24",13.14
"345","2016-06-27",13.57
"346","2016-06-28",13.85
"347","2016-06-29",13.85
"348","2016-06-30",13.87
"349","2016-07-01",13.88
"350","2016-07-05",13.9
"351","2016-07-06",13.88
"352","2016-07-07",13.79
"353","2016-07-08",13.88
"354","2016-07-11",13.9
"355","2016-07-12",13.92
"356","2016-07-13",13.91
"357","2016-07-14",13.9
"358","2016-07-15",13.85
"359","2016-07-18",13.86
"360","2016-07-19",13.84
"361","2016-07-20",13.95
"362","2016-07-21",13.8
"363","2016-07-22",13.86
"364","2016-07-25",14.36
"365","2016-07-26",14.03
"366","2016-07-27",14.03
"367","2016-07-28",14
"368","2016-07-29",13.85
"369","2016-08-01",13.97
"370","2016-08-02",13.85
"371","2016-08-03",13.85
"372","2016-08-04",13.94
"373","2016-08-05",14.01
"374","2016-08-08",14
"375","2016-08-09",13.98
"376","2016-08-10",13.92
"377","2016-08-11",13.97
"378","2016-08-12",13.66
"379","2016-08-15",13.75
"380","2016-08-16",13.7
"381","2016-08-17",13.5
"382","2016-08-18",13.47
"383","2016-08-19",13.51
"384","2016-08-22",13.34
"385","2016-08-23",13.47
"386","2016-08-24",13.49
"387","2016-08-25",13.63
"388","2016-08-26",13.43
"389","2016-08-29",13.47
"390","2016-08-30",13.52
"391","2016-08-31",13.71
"392","2016-09-01",13.68
"393","2016-09-02",13.79
"394","2016-09-06",13.75
"395","2016-09-07",13.89
"396","2016-09-08",13.87
"397","2016-09-09",13.29
"398","2016-09-12",13.3
"399","2016-09-13",13.21
"400","2016-09-14",13.26
"401","2016-09-15",13.28
"402","2016-09-16",13.45
"403","2016-09-19",13.63
"404","2016-09-20",13.62
"405","2016-09-21",13.67
"406","2016-09-22",13.77
"407","2016-09-23",13.79
"408","2016-09-26",13.65
"409","2016-09-27",13.65
"410","2016-09-28",13.69
"411","2016-09-29",13.68
"412","2016-09-30",13.65
"413","2016-10-03",13.56
"414","2016-10-04",13.78
"415","2016-10-05",13.71
"416","2016-10-06",13.67
"417","2016-10-07",13.78
"418","2016-10-10",13.79
"419","2016-10-11",13.79
"420","2016-10-12",13.48
"421","2016-10-13",13.78
"422","2016-10-14",13.87
"423","2016-10-17",13.94
"424","2016-10-18",13.88
"425","2016-10-19",13.86
"426","2016-10-20",13.95
"427","2016-10-21",14.07
"428","2016-10-24",14.15
"429","2016-10-25",14.14
"430","2016-10-26",14.04
"431","2016-10-27",13.81
"432","2016-10-28",13.8
"433","2016-10-31",13.86
"434","2016-11-01",13.59
"435","2016-11-02",13.48
"436","2016-11-03",13.24
"437","2016-11-04",13.45
"438","2016-11-07",13.72
"439","2016-11-08",13.48
"440","2016-11-09",13.57
"441","2016-11-10",13.48
"442","2016-11-11",13.67
"443","2016-11-14",13.5
"444","2016-11-15",13.44
"445","2016-11-16",13.46
"446","2016-11-17",13.42
"447","2016-11-18",13.48
"448","2016-11-21",13.43
"449","2016-11-22",13.44
"450","2016-11-23",13.38
"451","2016-11-25",13.35
"452","2016-11-28",13.36
"453","2016-11-29",13.27
"454","2016-11-30",12.96
"455","2016-12-01",12.84
"456","2016-12-02",12.76
"457","2016-12-05",13.22
"458","2016-12-06",13.35
"459","2016-12-07",13.46
"460","2016-12-08",13.57
"461","2016-12-09",13.68
"462","2016-12-12",13.75
"463","2016-12-13",13.54
"464","2016-12-14",13.53
"465","2016-12-15",13.48
"466","2016-12-16",13.5
"467","2016-12-19",13.68
"468","2016-12-20",13.75
"469","2016-12-21",13.5
"470","2016-12-22",13.49
"471","2016-12-23",13.49
"472","2016-12-27",13.5
"473","2016-12-28",13.44
"474","2016-12-29",13.22
"475","2016-12-30",13.27
"476","2017-01-03",13.43
"477","2017-01-04",13.52
"478","2017-01-05",13.46
"479","2017-01-06",13.29
"480","2017-01-09",13.14
"481","2017-01-10",13.35
"482","2017-01-11",13.52
"483","2017-01-12",13.36
"484","2017-01-13",13.38
"485","2017-01-17",13.27
"486","2017-01-18",13.24
"487","2017-01-19",13.06
"488","2017-01-20",13.2
"489","2017-01-23",13.29
"490","2017-01-24",13.41
"491","2017-01-25",13.43
"492","2017-01-26",13.43
"493","2017-01-27",13.41
"494","2017-01-30",13.03
"495","2017-01-31",13.01
"496","2017-02-01",13
"497","2017-02-02",13
"498","2017-02-03",13.12
"499","2017-02-06",13.1
"500","2017-02-07",13.07
"501","2017-02-08",12.96
"502","2017-02-09",13
"503","2017-02-10",13.11
"504","2017-02-13",13.26
"505","2017-02-14",13.16
"506","2017-02-15",13.13
"507","2017-02-16",13.22
"508","2017-02-17",13.27
"509","2017-02-21",13.38
"510","2017-02-22",13.37
"511","2017-02-23",13.35
"512","2017-02-24",13.28
"513","2017-02-27",13.28
"514","2017-02-28",13.14
"515","2017-03-01",13.31
"516","2017-03-02",13.03
"517","2017-03-03",13.2
"518","2017-03-06",13.2
"519","2017-03-07",13.16
"520","2017-03-08",13.12
"521","2017-03-09",13.04
"522","2017-03-10",13.1
"523","2017-03-13",12.99
"524","2017-03-14",12.91
"525","2017-03-15",13.03
"526","2017-03-16",13.01
"527","2017-03-17",13.11
"528","2017-03-20",13.09
"529","2017-03-21",13.07
"530","2017-03-22",13.1
"531","2017-03-23",13.06
"532","2017-03-24",12.91
"533","2017-03-27",12.76
"534","2017-03-28",12.82
"535","2017-03-29",12.96
"536","2017-03-30",13.08
"537","2017-03-31",13.05
"538","2017-04-03",13.01
"539","2017-04-04",13.05
"540","2017-04-05",12.88
"541","2017-04-06",12.95
"542","2017-04-07",12.91
"543","2017-04-10",12.9
"544","2017-04-11",13.02
"545","2017-04-12",13.11
"546","2017-04-13",13.09
"547","2017-04-17",13.11
"548","2017-04-18",13.09
"549","2017-04-19",13.08
"550","2017-04-20",13.2
"551","2017-04-21",13.37
"552","2017-04-24",13.56
"553","2017-04-25",13.68
"554","2017-04-26",13.69
"555","2017-04-27",13.7
"556","2017-04-28",13.6
"557","2017-05-01",13.54
"558","2017-05-02",13.51
"559","2017-05-03",13.74
"560","2017-05-04",13.69
"561","2017-05-05",13.99
"562","2017-05-08",14.05
"563","2017-05-09",13.99
"564","2017-05-10",13.97
"565","2017-05-11",14.01
"566","2017-05-12",13.74
"567","2017-05-15",13.81
"568","2017-05-16",13.82
"569","2017-05-17",13.78
"570","2017-05-18",13.75
"571","2017-05-19",13.82
"572","2017-05-22",13.86
"573","2017-05-23",13.78
"574","2017-05-24",13.86
"575","2017-05-25",13.81
"576","2017-05-26",13.83
"577","2017-05-30",13.79
"578","2017-05-31",13.94
"579","2017-06-01",14.06
"580","2017-06-02",14.12
"581","2017-06-05",13.91
"582","2017-06-06",13.9
"583","2017-06-07",13.88
"584","2017-06-08",14.02
"585","2017-06-09",14
"586","2017-06-12",13.99
"587","2017-06-13",14.05
"588","2017-06-14",14.13
"589","2017-06-15",14.15
"590","2017-06-16",14.55
"591","2017-06-19",14.23
"592","2017-06-20",14.21
"593","2017-06-21",14.12
"594","2017-06-22",14.04
"595","2017-06-23",14.23
"596","2017-06-26",14.17
"597","2017-06-27",13.94
"598","2017-06-28",14.1
"599","2017-06-29",14.08
"600","2017-06-30",13.98
"601","2017-07-03",14.04
"602","2017-07-05",14.15
"603","2017-07-06",14.04
"604","2017-07-07",14.1
"605","2017-07-10",14.04
"606","2017-07-11",14.09
"607","2017-07-12",14.16
"608","2017-07-13",14.07
"609","2017-07-14",14.1
"610","2017-07-17",14.19
"611","2017-07-18",14.13
"612","2017-07-19",14.19
"613","2017-07-20",14.17
"614","2017-07-21",14.02
"615","2017-07-24",13.96
"616","2017-07-25",13.85
"617","2017-07-26",13.85
"618","2017-07-27",13.74
"619","2017-07-28",13.76
"620","2017-07-31",13.92
"621","2017-08-01",13.95
"622","2017-08-02",14.02
"623","2017-08-03",13.94
"624","2017-08-04",13.97
"625","2017-08-07",14.36
"626","2017-08-08",14.48
"627","2017-08-09",14.55
"628","2017-08-10",14.5
"629","2017-08-11",14.28
"630","2017-08-14",14.48
"631","2017-08-15",14.37
"632","2017-08-16",14.32
"633","2017-08-17",14.12
"634","2017-08-18",14.23
"635","2017-08-21",14.22
"636","2017-08-22",14.24
"637","2017-08-23",14.25
"638","2017-08-24",14.25
"639","2017-08-25",14.25
"640","2017-08-28",14.25
"641","2017-08-29",14.04
"642","2017-08-30",14.08
"643","2017-08-31",14.18
"644","2017-09-01",14.3
"645","2017-09-05",14.14
"646","2017-09-06",14.11
"647","2017-09-07",14.11
"648","2017-09-08",14.13
"649","2017-09-11",14.07
"650","2017-09-12",13.95
"651","2017-09-13",13.83
"652","2017-09-14",13.88
"653","2017-09-15",13.92
"654","2017-09-18",14.11
"655","2017-09-19",14.22
"656","2017-09-20",14.17
"657","2017-09-21",14.19
"658","2017-09-22",14.2
"659","2017-09-25",14.18
"660","2017-09-26",14.14
"661","2017-09-27",14.31
"662","2017-09-28",14.2
"663","2017-09-29",14.09
"664","2017-10-02",14.18
"665","2017-10-03",14.21
"666","2017-10-04",14.2
"667","2017-10-05",14.26
"668","2017-10-06",14.27
"669","2017-10-09",14.32
"670","2017-10-10",14.37
"671","2017-10-11",14.41
"672","2017-10-12",14.49
"673","2017-10-13",14.48
"674","2017-10-16",14.5
"675","2017-10-17",14.53
"676","2017-10-18",14.52
"677","2017-10-19",14.46
"678","2017-10-20",14.5
"679","2017-10-23",14.26
"680","2017-10-24",14.28
"681","2017-10-25",14.25
"682","2017-10-26",14.03
"683","2017-10-27",14.27
"684","2017-10-30",14.09
"685","2017-10-31",14.15
"686","2017-11-01",14
"687","2017-11-02",14.14
"688","2017-11-03",13.99
"689","2017-11-06",13.7
"690","2017-11-07",13.75
"691","2017-11-08",14.39
"692","2017-11-09",14.52
"693","2017-11-10",14.64
"694","2017-11-13",14.56
"695","2017-11-14",14.54
"696","2017-11-15",14.39
"697","2017-11-16",14.25
"698","2017-11-17",14.17
"699","2017-11-20",14.24
"700","2017-11-21",14.35
"701","2017-11-22",14.28
"702","2017-11-24",14.29
"703","2017-11-27",14.3
"704","2017-11-28",14.29
"705","2017-11-29",14.38
"706","2017-11-30",14.31
"707","2017-12-01",14.38
"708","2017-12-04",14.37
"709","2017-12-05",14.41
"710","2017-12-06",14.39
"711","2017-12-07",14.37
"712","2017-12-08",14.37
"713","2017-12-11",14.28
"714","2017-12-12",14.27
"715","2017-12-13",14.22
"716","2017-12-14",14.13
"717","2017-12-15",14.2
"718","2017-12-18",14.2
"719","2017-12-19",13.96
"720","2017-12-20",13.85
"721","2017-12-21",13.91
"722","2017-12-22",13.9
"723","2017-12-26",13.87
"724","2017-12-27",13.93
"725","2017-12-28",14.04
"726","2017-12-29",13.82
"727","2018-01-02",13.9
"728","2018-01-03",13.9
"729","2018-01-04",13.88
"730","2018-01-05",13.87
"731","2018-01-08",13.85
"732","2018-01-09",13.75
"733","2018-01-10",13.8
"734","2018-01-11",13.86
"735","2018-01-12",13.79
"736","2018-01-16",13.76
"737","2018-01-17",13.85
"738","2018-01-18",13.82
"739","2018-01-19",13.81
"740","2018-01-22",13.78
"741","2018-01-23",13.82
"742","2018-01-24",13.77
"743","2018-01-25",13.78
"744","2018-01-26",13.69
"745","2018-01-29",13.58
"746","2018-01-30",13.56
"747","2018-01-31",13.36
"748","2018-02-01",13.35
"749","2018-02-02",13.18
"750","2018-02-05",12.82
"751","2018-02-06",12.85
"752","2018-02-07",12.76
"753","2018-02-08",12.86
"754","2018-02-09",12.78
"755","2018-02-12",13.03
"756","2018-02-13",13
"757","2018-02-14",13.03
"758","2018-02-15",13.18
"759","2018-02-16",13.2
"760","2018-02-20",12.96
"761","2018-02-21",13.04
"762","2018-02-22",13.02
"763","2018-02-23",13.24
"764","2018-02-26",13.39
"765","2018-02-27",13.21
"766","2018-02-28",12.98
"767","2018-03-01",13.07
"768","2018-03-02",13.21
"769","2018-03-05",13.24
"770","2018-03-06",13.38
"771","2018-03-07",13.22
"772","2018-03-08",13.24
"773","2018-03-09",13.37
"774","2018-03-12",13.61
"775","2018-03-13",13.57
"776","2018-03-14",13.4
"777","2018-03-15",13.3
"778","2018-03-16",13.3
"779","2018-03-19",13.29
"780","2018-03-20",13.18
"781","2018-03-21",13.19
"782","2018-03-22",13.16
"783","2018-03-23",13.08
"784","2018-03-26",13.19
"785","2018-03-27",13.23
"786","2018-03-28",13.36
"787","2018-03-29",13.55
"788","2018-04-02",13.45
"789","2018-04-03",13.51
"790","2018-04-04",13.52
"791","2018-04-05",13.56
"792","2018-04-06",13.54
"793","2018-04-09",13.55
"794","2018-04-10",13.58
"795","2018-04-11",13.53
"796","2018-04-12",13.45
"797","2018-04-13",13.31
"798","2018-04-16",13.4
"799","2018-04-17",13.48
"800","2018-04-18",13.48
"801","2018-04-19",13.45
"802","2018-04-20",13.43
"803","2018-04-23",13.39
"804","2018-04-24",13.42
"805","2018-04-25",13.39
"806","2018-04-26",13.47
"807","2018-04-27",13.43
"808","2018-04-30",13.44
"809","2018-05-01",13.48
"810","2018-05-02",13.39
"811","2018-05-03",13.37
"812","2018-05-04",13.38
"813","2018-05-07",13.48
"814","2018-05-08",13.37
"815","2018-05-09",13.33
"816","2018-05-10",13.36
"817","2018-05-11",13.5
"818","2018-05-14",13.21
"819","2018-05-15",13.2
"820","2018-05-16",13.19
"821","2018-05-17",13.26
"822","2018-05-18",13.2
"823","2018-05-21",13.29
"824","2018-05-22",13.22
"825","2018-05-23",13.27
"826","2018-05-24",13.21
"827","2018-05-25",13.14
"828","2018-05-29",13.16
"829","2018-05-30",13.18
"830","2018-05-31",13.21
"831","2018-06-01",13.18
"832","2018-06-04",13.19
"833","2018-06-05",13.13
"834","2018-06-06",12.99
"835","2018-06-07",12.98
"836","2018-06-08",13.05
"837","2018-06-11",13.04
"838","2018-06-12",12.97
"839","2018-06-13",12.83
"840","2018-06-14",12.89
"841","2018-06-15",12.82
"842","2018-06-18",13
"843","2018-06-19",12.98
"844","2018-06-20",13.08
"845","2018-06-21",13.14
"846","2018-06-22",13.17
"847","2018-06-25",13.17
"848","2018-06-26",13.23
"849","2018-06-27",13.18
"850","2018-06-28",13.2
"851","2018-06-29",13.08
"852","2018-07-02",13.08
"853","2018-07-03",13.19
"854","2018-07-05",13.18
"855","2018-07-06",13.21
"856","2018-07-09",13.18
"857","2018-07-10",13.13
"858","2018-07-11",13.18
"859","2018-07-12",13.1
"860","2018-07-13",13.2
"861","2018-07-16",13.36
"862","2018-07-17",13.26
"863","2018-07-18",13.25
"864","2018-07-19",13.35
"865","2018-07-20",13.32
"866","2018-07-23",13.34
"867","2018-07-24",13.33
"868","2018-07-25",13.27
"869","2018-07-26",13.33
"870","2018-07-27",13.26
"871","2018-07-30",13.31
"872","2018-07-31",13.37
"873","2018-08-01",13.36
"874","2018-08-02",13.48
"875","2018-08-03",13.51
"876","2018-08-06",13.47
"877","2018-08-07",13.43
"878","2018-08-08",13.53
"879","2018-08-09",13.55
"880","2018-08-10",13.58
"881","2018-08-13",13.6
"882","2018-08-14",13.43
"883","2018-08-15",13.37
"884","2018-08-16",13.51
"885","2018-08-17",13.5
"886","2018-08-20",13.61
"887","2018-08-21",13.75
"888","2018-08-22",13.75
"889","2018-08-23",13.69
"890","2018-08-24",13.56
"891","2018-08-27",13.49
"892","2018-08-28",13.53
"893","2018-08-29",13.65
"894","2018-08-30",13.76
"895","2018-08-31",13.64
"896","2018-09-04",13.55
"897","2018-09-05",13.69
"898","2018-09-06",13.81
"899","2018-09-07",13.73
"900","2018-09-10",13.72
"901","2018-09-11",13.72
"902","2018-09-12",13.74
"903","2018-09-13",13.77
"904","2018-09-14",13.75
"905","2018-09-17",13.74
"906","2018-09-18",13.62
"907","2018-09-19",13.46
"908","2018-09-20",13.54
"909","2018-09-21",13.7
"910","2018-09-24",13.55
"911","2018-09-25",13.6
"912","2018-09-26",13.51
"913","2018-09-27",13.69
"914","2018-09-28",13.61
"915","2018-10-01",13.43
"916","2018-10-02",13.38
"917","2018-10-03",13.41
"918","2018-10-04",13.2
"919","2018-10-05",13.15
"920","2018-10-08",13.18
"921","2018-10-09",13.22
"922","2018-10-10",13.14
"923","2018-10-11",12.92
"924","2018-10-12",12.83
"925","2018-10-15",12.9
"926","2018-10-16",13.1
"927","2018-10-17",13.1
"928","2018-10-18",12.96
"929","2018-10-19",12.92
"930","2018-10-22",13.02
"931","2018-10-23",12.95
"932","2018-10-24",12.89
"933","2018-10-25",13.01
"934","2018-10-26",12.93
"935","2018-10-29",12.95
"936","2018-10-30",13.09
"937","2018-10-31",13.04
"938","2018-11-01",13.05
"939","2018-11-02",13.15
"940","2018-11-05",13.2
"941","2018-11-06",13.28
"942","2018-11-07",13.68
"943","2018-11-08",13.7
"944","2018-11-09",13.58
"945","2018-11-12",13.53
"946","2018-11-13",13.61
"947","2018-11-14",13.65
"948","2018-11-15",13.04
"949","2018-11-16",13
"950","2018-11-19",12.89
"951","2018-11-20",12.74
"952","2018-11-21",12.79
"953","2018-11-23",12.88
"954","2018-11-26",12.94
"955","2018-11-27",12.97
"956","2018-11-28",13.04
"957","2018-11-29",12.87
"958","2018-11-30",12.93
"959","2018-12-03",13.15
"960","2018-12-04",13.11
"961","2018-12-06",13.08
"962","2018-12-07",13.25
"963","2018-12-10",13.25
"964","2018-12-11",13.31
"965","2018-12-12",13.3
"966","2018-12-13",13.26
"967","2018-12-14",13.17
"968","2018-12-17",12.65
"969","2018-12-18",12.6
"970","2018-12-19",12.25
"971","2018-12-20",11.99
"972","2018-12-21",11.98
"973","2018-12-24",11.56
"974","2018-12-26",12.14
"975","2018-12-27",11.89
"976","2018-12-28",12.12
"977","2018-12-31",12.05
"978","2019-01-02",12.27
"979","2019-01-03",12.18
"980","2019-01-04",12.25
"981","2019-01-07",12.42
"982","2019-01-08",12.55
"983","2019-01-09",12.81
"984","2019-01-10",12.76
"985","2019-01-11",12.74
"986","2019-01-14",12.63
"987","2019-01-15",12.59
"988","2019-01-16",12.7
"989","2019-01-17",12.77
"990","2019-01-18",12.68
"991","2019-01-22",12.61
"992","2019-01-23",12.71
"993","2019-01-24",12.79
"994","2019-01-25",12.91
"995","2019-01-28",12.85
"996","2019-01-29",12.83
"997","2019-01-30",12.84
"998","2019-01-31",12.91
"999","2019-02-01",12.94
"1000","2019-02-04",13.12
"1001","2019-02-05",13.21
"1002","2019-02-06",13.19
