"","date","CCU"
"90","2007-05-11",14.756
"91","2007-05-14",14.636
"92","2007-05-15",14.312
"93","2007-05-16",14.48
"94","2007-05-17",14.66
"95","2007-05-18",14.72
"96","2007-05-21",14.568
"97","2007-05-22",14.16
"98","2007-05-23",14.096
"99","2007-05-24",13.912
"100","2007-05-25",14.02
"101","2007-05-29",14.028
"102","2007-05-30",14.208
"103","2007-05-31",13.88
"104","2007-06-01",14.196
"105","2007-06-04",14.184
"106","2007-06-05",14.2
"107","2007-06-06",14.04
"108","2007-06-07",13.768
"109","2007-06-08",13.6
"110","2007-06-11",13.72
"111","2007-06-12",14.156
"112","2007-06-13",14.008
"113","2007-06-14",14.316
"114","2007-06-15",14.404
"115","2007-06-18",14.52
"116","2007-06-19",14.94
"117","2007-06-20",14.744
"118","2007-06-21",14.8
"119","2007-06-22",14.54
"120","2007-06-25",14.676
"121","2007-06-26",14.536
"122","2007-06-27",14.54
"123","2007-06-28",14.34
"124","2007-06-29",14.748
"125","2007-07-02",14.736
"126","2007-07-03",14.812
"127","2007-07-05",14.332
"128","2007-07-06",14.424
"129","2007-07-09",14.396
"130","2007-07-10",14.208
"131","2007-07-11",14.2
"132","2007-07-12",14.096
"133","2007-07-13",13.96
"134","2007-07-16",14.12
"135","2007-07-17",14
"136","2007-07-18",14.036
"137","2007-07-19",13.98
"138","2007-07-20",13.704
"139","2007-07-23",14.02
"140","2007-07-24",14.04
"141","2007-07-25",14.072
"142","2007-07-26",13.38
"143","2007-07-27",14.2
"144","2007-07-30",14.204
"145","2007-07-31",14.86
"146","2007-08-01",14.58
"147","2007-08-02",14.572
"148","2007-08-03",14.58
"149","2007-08-06",13.732
"150","2007-08-07",14.04
"151","2007-08-08",14.644
"152","2007-08-09",14.38
"153","2007-08-10",14.116
"154","2007-08-13",14.204
"155","2007-08-14",13.804
"156","2007-08-15",13.596
"157","2007-08-16",12.928
"158","2007-08-17",13.3
"159","2007-08-20",13.392
"160","2007-08-21",13.796
"161","2007-08-22",14.124
"162","2007-08-23",13.8
"163","2007-08-24",14.64
"164","2007-08-27",13.876
"165","2007-08-28",13.796
"166","2007-08-29",14.224
"167","2007-08-30",14.12
"168","2007-08-31",14.512
"169","2007-09-04",14.74
"170","2007-09-05",14.588
"171","2007-09-06",14.348
"172","2007-09-07",14.204
"173","2007-09-10",13.836
"174","2007-09-11",13.944
"175","2007-09-12",13.68
"176","2007-09-13",13.908
"177","2007-09-14",14.2
"178","2007-09-17",13.776
"179","2007-09-18",13.772
"180","2007-09-19",14.268
"181","2007-09-20",14.68
"182","2007-09-21",14.56
"183","2007-09-24",14.564
"184","2007-09-25",14.56
"185","2007-09-26",14.56
"186","2007-09-27",14.692
"187","2007-09-28",15.4
"188","2007-10-01",15.272
"189","2007-10-02",15.196
"190","2007-10-03",14.992
"191","2007-10-04",15.26
"192","2007-10-05",15.6
"193","2007-10-08",15.728
"194","2007-10-09",16.059999
"195","2007-10-10",16.156
"196","2007-10-11",16.32
"197","2007-10-12",16.191999
"198","2007-10-15",16.327999
"199","2007-10-16",15.784
"200","2007-10-17",15.928
"201","2007-10-18",16.332001
"202","2007-10-19",15.952
"203","2007-10-22",16.228001
"204","2007-10-23",16.476
"205","2007-10-24",16.288
"206","2007-10-25",16.559999
"207","2007-10-26",16.628
"208","2007-10-29",17.219999
"209","2007-10-30",17.176001
"210","2007-10-31",16.792
"211","2007-11-01",16.799999
"212","2007-11-02",16
"213","2007-11-05",15.36
"214","2007-11-06",15.28
"215","2007-11-07",14.2
"216","2007-11-08",14.644
"217","2007-11-09",14.38
"218","2007-11-12",14.328
"219","2007-11-13",14.424
"220","2007-11-14",14.468
"221","2007-11-15",13.932
"222","2007-11-16",13.46
"223","2007-11-19",13.192
"224","2007-11-20",13.012
"225","2007-11-21",13.108
"226","2007-11-23",13.572
"227","2007-11-26",12.956
"228","2007-11-27",13.292
"229","2007-11-28",13.864
"230","2007-11-29",14
"231","2007-11-30",14.26
"232","2007-12-03",14.22
"233","2007-12-04",13.836
"234","2007-12-05",14.256
"235","2007-12-06",15.056
"236","2007-12-07",14.92
"237","2007-12-10",15.096
"238","2007-12-11",14.42
"239","2007-12-12",14.26
"240","2007-12-13",13.84
"241","2007-12-14",13.68
"242","2007-12-17",13.344
"243","2007-12-18",13.52
"244","2007-12-19",13.708
"245","2007-12-20",13.9
"246","2007-12-21",14.672
"247","2007-12-24",14.532
"248","2007-12-26",14.612
"249","2007-12-27",14.084
"250","2007-12-28",14.6
"251","2007-12-31",14.304
"252","2008-01-02",14.36
"253","2008-01-03",13.5
"254","2008-01-04",13.116
"255","2008-01-07",13
"256","2008-01-08",13.024
"257","2008-01-09",13.244
"258","2008-01-10",13.596
"259","2008-01-11",13.748
"260","2008-01-14",13.64
"261","2008-01-15",13.312
"262","2008-01-16",12.696
"263","2008-01-17",12.268
"264","2008-01-18",12.364
"265","2008-01-22",11.944
"266","2008-01-23",11.804
"267","2008-01-24",12.52
"268","2008-01-25",13.312
"269","2008-01-28",12.7
"270","2008-01-29",13.5
"271","2008-01-30",13.328
"272","2008-01-31",13.6
"273","2008-02-01",13.616
"274","2008-02-04",13.6
"275","2008-02-05",12.968
"276","2008-02-06",13.216
"277","2008-02-07",12.792
"278","2008-02-08",12.784
"279","2008-02-11",13.024
"280","2008-02-12",13.104
"281","2008-02-13",13.428
"282","2008-02-14",13.372
"283","2008-02-15",13.344
"284","2008-02-19",13.544
"285","2008-02-20",13.54
"286","2008-02-21",13.208
"287","2008-02-22",13.384
"288","2008-02-25",13.46
"289","2008-02-26",13.824
"290","2008-02-27",13.86
"291","2008-02-28",14
"292","2008-02-29",13.288
"293","2008-03-03",13.588
"294","2008-03-04",13.476
"295","2008-03-05",13.98
"296","2008-03-06",13.144
"297","2008-03-07",13.668
"298","2008-03-10",13.48
"299","2008-03-11",14.064
"300","2008-03-12",14.192
"301","2008-03-13",14.512
"302","2008-03-14",14
"303","2008-03-17",14.312
"304","2008-03-18",14.328
"305","2008-03-19",14.164
"306","2008-03-20",13.7
"307","2008-03-24",13.656
"308","2008-03-25",13.844
"309","2008-03-26",13.952
"310","2008-03-27",14.4
"311","2008-03-28",14.036
"312","2008-03-31",14.136
"313","2008-04-01",14.648
"314","2008-04-02",14.716
"315","2008-04-03",15.2
"316","2008-04-04",15.272
"317","2008-04-07",15.192
"318","2008-04-08",15.452
"319","2008-04-09",15.584
"320","2008-04-10",15.668
"321","2008-04-11",15.148
"322","2008-04-14",15.6
"323","2008-04-15",15.736
"324","2008-04-16",15.472
"325","2008-04-17",15.42
"326","2008-04-18",14.952
"327","2008-04-21",14.868
"328","2008-04-22",15.24
"329","2008-04-23",15.284
"330","2008-04-24",14.82
"331","2008-04-25",14.676
"332","2008-04-28",14.636
"333","2008-04-29",14.428
"334","2008-04-30",14.584
"335","2008-05-01",14.596
"336","2008-05-02",14.412
"337","2008-05-05",14.168
"338","2008-05-06",14.196
"339","2008-05-07",13.8
"340","2008-05-08",13.848
"341","2008-05-09",13.716
"342","2008-05-12",13.676
"343","2008-05-13",13.94
"344","2008-05-14",14.084
"345","2008-05-15",13.86
"346","2008-05-16",13.852
"347","2008-05-19",13.992
"348","2008-05-20",13.764
"349","2008-05-21",13.736
"350","2008-05-22",13.6
"351","2008-05-23",13.548
"352","2008-05-27",13.976
"353","2008-05-28",14.048
"354","2008-05-29",14.392
"355","2008-05-30",14.216
"356","2008-06-02",14.16
"357","2008-06-03",14.176
"358","2008-06-04",13.76
"359","2008-06-05",13.896
"360","2008-06-06",13.716
"361","2008-06-09",13.684
"362","2008-06-10",13.476
"363","2008-06-11",13.308
"364","2008-06-12",13.332
"365","2008-06-13",13.368
"366","2008-06-16",13.276
"367","2008-06-17",13.188
"368","2008-06-18",13.032
"369","2008-06-19",13.104
"370","2008-06-20",12.676
"371","2008-06-23",12.128
"372","2008-06-24",12.204
"373","2008-06-25",12.448
"374","2008-06-26",11.92
"375","2008-06-27",11.756
"376","2008-06-30",11.664
"377","2008-07-01",11.508
"378","2008-07-02",11.388
"379","2008-07-03",11.516
"380","2008-07-07",11.536
"381","2008-07-08",11.536
"382","2008-07-09",11.792
"383","2008-07-10",11.908
"384","2008-07-11",11.572
"385","2008-07-14",11.652
"386","2008-07-15",11.504
"387","2008-07-16",11.832
"388","2008-07-17",12.1
"389","2008-07-18",12.724
"390","2008-07-21",12.648
"391","2008-07-22",12.612
"392","2008-07-23",12.928
"393","2008-07-24",12.928
"394","2008-07-25",13.18
"395","2008-07-28",13.176
"396","2008-07-29",13.476
"397","2008-07-30",12.872
"398","2008-07-31",12.76
"399","2008-08-01",12.768
"400","2008-08-04",12.752
"401","2008-08-05",12.912
"402","2008-08-06",13.176
"403","2008-08-07",13.572
"404","2008-08-08",14.024
"405","2008-08-11",13.772
"406","2008-08-12",13.776
"407","2008-08-13",13.596
"408","2008-08-14",13.86
"409","2008-08-15",14.2
"410","2008-08-18",13.904
"411","2008-08-19",13.42
"412","2008-08-20",13.58
"413","2008-08-21",13.732
"414","2008-08-22",13.86
"415","2008-08-25",13.884
"416","2008-08-26",13.864
"417","2008-08-27",13.732
"418","2008-08-28",14.056
"419","2008-08-29",13.836
"420","2008-09-02",14.02
"421","2008-09-03",13.892
"422","2008-09-04",13.856
"423","2008-09-05",13.98
"424","2008-09-08",13.22
"425","2008-09-09",13.616
"426","2008-09-10",13.48
"427","2008-09-11",13.964
"428","2008-09-12",13.98
"429","2008-09-15",13.432
"430","2008-09-16",13.132
"431","2008-09-17",12.544
"432","2008-09-18",12.228
"433","2008-09-19",12.964
"434","2008-09-22",12.632
"435","2008-09-23",12.78
"436","2008-09-24",12.656
"437","2008-09-25",12.896
"438","2008-09-26",12.8
"439","2008-09-29",11.588
"440","2008-09-30",12.844
"441","2008-10-01",12.8
"442","2008-10-02",12.544
"443","2008-10-03",12.472
"444","2008-10-06",11.272
"445","2008-10-07",11.532
"446","2008-10-08",10.5
"447","2008-10-09",10.5
"448","2008-10-10",10.2
"449","2008-10-13",11.504
"450","2008-10-14",11.288
"451","2008-10-15",10.94
"452","2008-10-16",10.892
"453","2008-10-17",11.356
"454","2008-10-20",11.576
"455","2008-10-21",10.872
"456","2008-10-22",10.104
"457","2008-10-23",10.692
"458","2008-10-24",9.524
"459","2008-10-27",9.652
"460","2008-10-28",10.452
"461","2008-10-29",10.652
"462","2008-10-30",10.976
"463","2008-10-31",10.692
"464","2008-11-03",10.796
"465","2008-11-04",11.484
"466","2008-11-05",11.66
"467","2008-11-06",11.252
"468","2008-11-07",11.544
"469","2008-11-10",11.784
"470","2008-11-11",11.348
"471","2008-11-12",11.228
"472","2008-11-13",12.084
"473","2008-11-14",11.54
"474","2008-11-17",11.964
"475","2008-11-18",11.284
"476","2008-11-19",11.08
"477","2008-11-20",10.464
"478","2008-11-21",10.82
"479","2008-11-24",11.24
"480","2008-11-25",11.072
"481","2008-11-26",11.684
"482","2008-11-28",11.372
"483","2008-12-01",10.652
"484","2008-12-02",9.704
"485","2008-12-03",9.66
"486","2008-12-04",9.744
"487","2008-12-05",9.696
"488","2008-12-08",9.264
"489","2008-12-09",9.74
"490","2008-12-10",9.468
"491","2008-12-11",9.436
"492","2008-12-12",9.7
"493","2008-12-15",10.168
"494","2008-12-16",10.512
"495","2008-12-17",10.44
"496","2008-12-18",10.996
"497","2008-12-19",10.36
"498","2008-12-22",10.396
"499","2008-12-23",10.948
"500","2008-12-24",11.48
"501","2008-12-26",11.22
"502","2008-12-29",11.072
"503","2008-12-30",10.672
"504","2008-12-31",10.504
"505","2009-01-02",11.164
"506","2009-01-05",11.376
"507","2009-01-06",11.9
"508","2009-01-07",11.312
"509","2009-01-08",11.2
"510","2009-01-09",11.2
"511","2009-01-12",10.984
"512","2009-01-13",11.22
"513","2009-01-14",10.984
"514","2009-01-15",10.924
"515","2009-01-16",11.456
"516","2009-01-20",11.28
"517","2009-01-21",11.024
"518","2009-01-22",11.436
"519","2009-01-23",12.08
"520","2009-01-26",12.316
"521","2009-01-27",12.432
"522","2009-01-28",12.344
"523","2009-01-29",12.4
"524","2009-01-30",11.52
"525","2009-02-02",12.068
"526","2009-02-03",11.904
"527","2009-02-04",11.984
"528","2009-02-05",12.14
"529","2009-02-06",11.264
"530","2009-02-09",12
"531","2009-02-10",11.756
"532","2009-02-11",12.064
"533","2009-02-12",11.896
"534","2009-02-13",11.972
"535","2009-02-17",11.92
"536","2009-02-18",12.024
"537","2009-02-19",11.74
"538","2009-02-20",11.464
"539","2009-02-23",11.304
"540","2009-02-24",11.644
"541","2009-02-25",11.376
"542","2009-02-26",11.312
"543","2009-02-27",10.656
"544","2009-03-02",10.38
"545","2009-03-03",10.692
"546","2009-03-04",11.328
"547","2009-03-05",11.2
"548","2009-03-06",11.212
"549","2009-03-09",10.864
"550","2009-03-10",11.524
"551","2009-03-11",11.636
"552","2009-03-12",11.94
"553","2009-03-13",11.908
"554","2009-03-16",12.172
"555","2009-03-17",12.308
"556","2009-03-18",12.16
"557","2009-03-19",11.872
"558","2009-03-20",11.568
"559","2009-03-23",12.24
"560","2009-03-24",11.936
"561","2009-03-25",11.96
"562","2009-03-26",11.932
"563","2009-03-27",11.8
"564","2009-03-30",11.328
"565","2009-03-31",11.24
"566","2009-04-01",11.376
"567","2009-04-02",11.532
"568","2009-04-03",11.72
"569","2009-04-06",11.556
"570","2009-04-07",11.524
"571","2009-04-08",11.516
"572","2009-04-09",11.596
"573","2009-04-13",11.76
"574","2009-04-14",11.936
"575","2009-04-15",12
"576","2009-04-16",12.116
"577","2009-04-17",12.124
"578","2009-04-20",11.74
"579","2009-04-21",11.88
"580","2009-04-22",11.692
"581","2009-04-23",11.804
"582","2009-04-24",11.748
"583","2009-04-27",11.248
"584","2009-04-28",11.368
"585","2009-04-29",11.68
"586","2009-04-30",11.836
"587","2009-05-01",11.9
"588","2009-05-04",12.34
"589","2009-05-05",11.988
"590","2009-05-06",12.004
"591","2009-05-07",11.908
"592","2009-05-08",12.328
"593","2009-05-11",12.148
"594","2009-05-12",12.084
"595","2009-05-13",11.88
"596","2009-05-14",11.984
"597","2009-05-15",11.992
"598","2009-05-18",12.4
"599","2009-05-19",12.416
"600","2009-05-20",12.464
"601","2009-05-21",12.4
"602","2009-05-22",12.78
"603","2009-05-26",12.792
"604","2009-05-27",12.628
"605","2009-05-28",12.936
"606","2009-05-29",12.976
"607","2009-06-01",13.26
"608","2009-06-02",13.26
"609","2009-06-03",13.084
"610","2009-06-04",13.24
"611","2009-06-05",13.308
"612","2009-06-08",13.004
"613","2009-06-09",13.128
"614","2009-06-10",13.308
"615","2009-06-11",13.684
"616","2009-06-12",14.276
"617","2009-06-15",13.736
"618","2009-06-16",13.316
"619","2009-06-17",13.556
"620","2009-06-18",14.008
"621","2009-06-19",14.348
"622","2009-06-22",13.772
"623","2009-06-23",13.6
"624","2009-06-24",13.744
"625","2009-06-25",14.028
"626","2009-06-26",14.216
"627","2009-06-29",14.152
"628","2009-06-30",14
"629","2009-07-01",14
"630","2009-07-02",14.7
"631","2009-07-06",14.52
"632","2009-07-07",14.132
"633","2009-07-08",13.872
"634","2009-07-09",13.668
"635","2009-07-10",13.72
"636","2009-07-13",13.72
"637","2009-07-14",13.68
"638","2009-07-15",14.456
"639","2009-07-16",14.488
"640","2009-07-17",14.488
"641","2009-07-20",14.288
"642","2009-07-21",14.396
"643","2009-07-22",14.216
"644","2009-07-23",14.192
"645","2009-07-24",14.192
"646","2009-07-27",13.612
"647","2009-07-28",13.4
"648","2009-07-29",13.516
"649","2009-07-30",13.548
"650","2009-07-31",13.668
"651","2009-08-03",13.62
"652","2009-08-04",13.64
"653","2009-08-05",13.772
"654","2009-08-06",13.684
"655","2009-08-07",14.024
"656","2009-08-10",13.884
"657","2009-08-11",13.8
"658","2009-08-12",13.908
"659","2009-08-13",13.816
"660","2009-08-14",13.804
"661","2009-08-17",13.48
"662","2009-08-18",13.612
"663","2009-08-19",13.604
"664","2009-08-20",13.992
"665","2009-08-21",13.78
"666","2009-08-24",13.48
"667","2009-08-25",13.476
"668","2009-08-26",13.472
"669","2009-08-27",13.324
"670","2009-08-28",13.216
"671","2009-08-31",13.016
"672","2009-09-01",12.884
"673","2009-09-02",12.848
"674","2009-09-03",13.004
"675","2009-09-04",13.316
"676","2009-09-08",13.344
"677","2009-09-09",13.32
"678","2009-09-10",13.412
"679","2009-09-11",13.268
"680","2009-09-14",13.428
"681","2009-09-15",13.308
"682","2009-09-16",13.272
"683","2009-09-17",13.556
"684","2009-09-18",13.756
"685","2009-09-21",13.696
"686","2009-09-22",13.724
"687","2009-09-23",13.708
"688","2009-09-24",13.832
"689","2009-09-25",13.616
"690","2009-09-28",13.416
"691","2009-09-29",13.596
"692","2009-09-30",13.7
"693","2009-10-01",13.488
"694","2009-10-02",13.488
"695","2009-10-05",13.776
"696","2009-10-06",14.256
"697","2009-10-07",14.248
"698","2009-10-08",14.5
"699","2009-10-09",14.596
"700","2009-10-12",14.788
"701","2009-10-13",14.608
"702","2009-10-14",14.74
"703","2009-10-15",14.28
"704","2009-10-16",14.556
"705","2009-10-19",14.716
"706","2009-10-20",14.352
"707","2009-10-21",14.4
"708","2009-10-22",14.448
"709","2009-10-23",14.348
"710","2009-10-26",14.296
"711","2009-10-27",14.24
"712","2009-10-28",14.004
"713","2009-10-29",14.332
"714","2009-10-30",14.168
"715","2009-11-02",14.132
"716","2009-11-03",14.076
"717","2009-11-04",14.424
"718","2009-11-05",14.876
"719","2009-11-06",14.992
"720","2009-11-09",15.696
"721","2009-11-10",15.84
"722","2009-11-11",15.52
"723","2009-11-12",15.456
"724","2009-11-13",14.972
"725","2009-11-16",15.016
"726","2009-11-17",14.96
"727","2009-11-18",14.68
"728","2009-11-19",14.312
"729","2009-11-20",14.808
"730","2009-11-23",14.88
"731","2009-11-24",14.824
"732","2009-11-25",14.82
"733","2009-11-27",14.872
"734","2009-11-30",14.42
"735","2009-12-01",15.236
"736","2009-12-02",15.04
"737","2009-12-03",15.184
"738","2009-12-04",15.164
"739","2009-12-07",15.16
"740","2009-12-08",14.988
"741","2009-12-09",15.096
"742","2009-12-10",15.52
"743","2009-12-11",15.792
"744","2009-12-14",15.836
"745","2009-12-15",15.76
"746","2009-12-16",15.776
"747","2009-12-17",15.544
"748","2009-12-18",15.324
"749","2009-12-21",15.444
"750","2009-12-22",15.504
"751","2009-12-23",15.532
"752","2009-12-24",15.564
"753","2009-12-28",15.484
"754","2009-12-29",15.352
"755","2009-12-30",15.568
"756","2009-12-31",15.608
"757","2010-01-04",15.712
"758","2010-01-05",15.748
"759","2010-01-06",16.004
"760","2010-01-07",16.264
"761","2010-01-08",16.556
"762","2010-01-11",16.639999
"763","2010-01-12",16.548
"764","2010-01-13",16.52
"765","2010-01-14",16.452
"766","2010-01-15",16.459999
"767","2010-01-19",17.112
"768","2010-01-20",16.976
"769","2010-01-21",16.704
"770","2010-01-22",16.408001
"771","2010-01-25",16.356001
"772","2010-01-26",16.072001
"773","2010-01-27",15.88
"774","2010-01-28",15.512
"775","2010-01-29",15.42
"776","2010-02-01",15.304
"777","2010-02-02",15.196
"778","2010-02-03",15.008
"779","2010-02-04",14.216
"780","2010-02-05",14.264
"781","2010-02-08",14.488
"782","2010-02-09",14.788
"783","2010-02-10",14.968
"784","2010-02-11",15.168
"785","2010-02-12",15.104
"786","2010-02-16",15.436
"787","2010-02-17",15.816
"788","2010-02-18",15.98
"789","2010-02-19",15.704
"790","2010-02-22",15.304
"791","2010-02-23",15.056
"792","2010-02-24",15.136
"793","2010-02-25",15.288
"794","2010-02-26",15.472
"795","2010-03-01",15.408
"796","2010-03-02",15.92
"797","2010-03-03",15.6
"798","2010-03-04",15.4
"799","2010-03-05",15.384
"800","2010-03-08",15.82
"801","2010-03-09",15.716
"802","2010-03-10",15.384
"803","2010-03-11",15.496
"804","2010-03-12",15.32
"805","2010-03-15",15.084
"806","2010-03-16",15.12
"807","2010-03-17",15.084
"808","2010-03-18",15.136
"809","2010-03-19",14.996
"810","2010-03-22",15.02
"811","2010-03-23",14.948
"812","2010-03-24",14.924
"813","2010-03-25",14.644
"814","2010-03-26",14.704
"815","2010-03-29",14.86
"816","2010-03-30",14.988
"817","2010-03-31",15.004
"818","2010-04-01",15.148
"819","2010-04-05",15.432
"820","2010-04-06",15.464
"821","2010-04-07",15.496
"822","2010-04-08",15.4
"823","2010-04-09",15.696
"824","2010-04-12",15.924
"825","2010-04-13",16.035999
"826","2010-04-14",16.18
"827","2010-04-15",16.120001
"828","2010-04-16",16.059999
"829","2010-04-19",16.044001
"830","2010-04-20",15.716
"831","2010-04-21",15.892
"832","2010-04-22",15.86
"833","2010-04-23",16.288
"834","2010-04-26",16.472
"835","2010-04-27",16.563999
"836","2010-04-28",16.6
"837","2010-04-29",16.827999
"838","2010-04-30",17.26
"839","2010-05-03",17.34
"840","2010-05-04",17.26
"841","2010-05-05",17.232
"842","2010-05-06",16.959999
"843","2010-05-07",16.620001
"844","2010-05-10",17.176001
"845","2010-05-11",17.091999
"846","2010-05-12",17.120001
"847","2010-05-13",17.152
"848","2010-05-14",16.764
"849","2010-05-17",16.732
"850","2010-05-18",16.587999
"851","2010-05-19",16.444
"852","2010-05-20",16.011999
"853","2010-05-21",16.091999
"854","2010-05-24",16.032
"855","2010-05-25",15.548
"856","2010-05-26",15.776
"857","2010-05-27",16.452
"858","2010-05-28",16.356001
"859","2010-06-01",16.184
"860","2010-06-02",16.444
"861","2010-06-03",16.608
"862","2010-06-04",16.535999
"863","2010-06-07",16.5
"864","2010-06-08",16.572001
"865","2010-06-09",17.392
"866","2010-06-10",17.695999
"867","2010-06-11",17.535999
"868","2010-06-14",18.068001
"869","2010-06-15",18.18
"870","2010-06-16",18.431999
"871","2010-06-17",18.676001
"872","2010-06-18",18.628
"873","2010-06-21",18.827999
"874","2010-06-22",18.483999
"875","2010-06-23",18.232
"876","2010-06-24",17.968
"877","2010-06-25",17.896
"878","2010-06-28",18.072001
"879","2010-06-29",17.455999
"880","2010-06-30",17.236
"881","2010-07-01",17.504
"882","2010-07-02",17.836
"883","2010-07-06",17.98
"884","2010-07-07",18.360001
"885","2010-07-08",18.756001
"886","2010-07-09",19.351999
"887","2010-07-12",19.271999
"888","2010-07-13",19.788
"889","2010-07-14",19.851999
"890","2010-07-15",19.704
"891","2010-07-16",19.4
"892","2010-07-19",19.535999
"893","2010-07-20",20.052
"894","2010-07-21",20.132
"895","2010-07-22",20.52
"896","2010-07-23",20.396
"897","2010-07-26",21.104
"898","2010-07-27",21.716
"899","2010-07-28",21.459999
"900","2010-07-29",21.184
"901","2010-07-30",21.167999
"902","2010-08-02",21.436001
"903","2010-08-03",21.587999
"904","2010-08-04",21.780001
"905","2010-08-05",21.804001
"906","2010-08-06",21.955999
"907","2010-08-09",22.124001
"908","2010-08-10",21.964001
"909","2010-08-11",21.228001
"910","2010-08-12",21.388
"911","2010-08-13",21.172001
"912","2010-08-16",21.676001
"913","2010-08-17",21.964001
"914","2010-08-18",22.028
"915","2010-08-19",21.968
"916","2010-08-20",21.916
"917","2010-08-23",21.983999
"918","2010-08-24",21.796
"919","2010-08-25",22.108
"920","2010-08-26",22.747999
"921","2010-08-27",23.091999
"922","2010-08-30",22.712
"923","2010-08-31",23.176001
"924","2010-09-01",23.452
"925","2010-09-02",23.228001
"926","2010-09-03",23.120001
"927","2010-09-07",22.9
"928","2010-09-08",23.007999
"929","2010-09-09",23.112
"930","2010-09-10",23.299999
"931","2010-09-13",23.82
"932","2010-09-14",23.472
"933","2010-09-15",23.271999
"934","2010-09-16",23.052
"935","2010-09-17",22.68
"936","2010-09-20",23.044001
"937","2010-09-21",22.844
"938","2010-09-22",22.544001
"939","2010-09-23",22.132
"940","2010-09-24",22.436001
"941","2010-09-27",22.455999
"942","2010-09-28",22.544001
"943","2010-09-29",22.375999
"944","2010-09-30",22.26
"945","2010-10-01",22.524
"946","2010-10-04",22.368
"947","2010-10-05",22.476
"948","2010-10-06",22.280001
"949","2010-10-07",22.044001
"950","2010-10-08",22.052
"951","2010-10-11",21.764
"952","2010-10-12",21.940001
"953","2010-10-13",21.996
"954","2010-10-14",21.983999
"955","2010-10-15",21.556
"956","2010-10-18",21.908001
"957","2010-10-19",21.9
"958","2010-10-20",22.664
"959","2010-10-21",23.32
"960","2010-10-22",22.944
"961","2010-10-25",23.556
"962","2010-10-26",23.236
"963","2010-10-27",22.66
"964","2010-10-28",22.42
"965","2010-10-29",22.5
"966","2010-11-01",22.724001
"967","2010-11-02",22.516001
"968","2010-11-03",22.667999
"969","2010-11-04",22.9
"970","2010-11-05",22.9
"971","2010-11-08",23.507999
"972","2010-11-09",23.823999
"973","2010-11-10",23.332001
"974","2010-11-11",23.416
"975","2010-11-12",23.243999
"976","2010-11-15",23.136
"977","2010-11-16",22.775999
"978","2010-11-17",23.08
"979","2010-11-18",23.792
"980","2010-11-19",23.959999
"981","2010-11-22",24.568001
"982","2010-11-23",24.219999
"983","2010-11-24",23.728001
"984","2010-11-26",23.195999
"985","2010-11-29",23.191999
"986","2010-11-30",22.492001
"987","2010-12-01",22.823999
"988","2010-12-02",23.120001
"989","2010-12-03",24.184
"990","2010-12-06",24.115999
"991","2010-12-07",24.040001
"992","2010-12-08",24.028
"993","2010-12-09",23.884001
