"","date","CLXT"
"1","2017-07-20",11.25
"2","2017-07-21",10.81
"3","2017-07-24",10.815
"4","2017-07-25",10.75
"5","2017-07-26",10.44
"6","2017-07-27",10.69
"7","2017-07-28",10.75
"8","2017-07-31",10.78
"9","2017-08-01",10.84
"10","2017-08-02",11.22
"11","2017-08-03",10.9
"12","2017-08-04",11.25
"13","2017-08-07",11.19
"14","2017-08-08",11.04
"15","2017-08-09",11.14
"16","2017-08-10",12.14
"17","2017-08-11",11.82
"18","2017-08-14",12.25
"19","2017-08-15",12.5
"20","2017-08-16",12.07
"21","2017-08-17",11.82
"22","2017-08-18",12.46
"23","2017-08-21",13.57
"24","2017-08-22",14.78
"25","2017-08-23",15.78
"26","2017-08-24",15.61
"27","2017-08-25",14.74
"28","2017-08-28",15.67
"29","2017-08-29",15.92
"30","2017-08-30",16.02
"31","2017-08-31",15.2
"32","2017-09-01",17.41
"33","2017-09-05",19.209999
"34","2017-09-06",20.280001
"35","2017-09-07",22
"36","2017-09-08",23.309999
"37","2017-09-11",24.040001
"38","2017-09-12",26
"39","2017-09-13",26.389999
"40","2017-09-14",28.309999
"41","2017-09-15",24.68
"42","2017-09-18",21.870001
"43","2017-09-19",24.299999
"44","2017-09-20",23.940001
"45","2017-09-21",26.67
"46","2017-09-22",25.719999
"47","2017-09-25",26.540001
"48","2017-09-26",26.469999
"49","2017-09-27",24.639999
"50","2017-09-28",24.379999
"51","2017-09-29",24.49
"52","2017-10-02",26.4
"53","2017-10-03",26.790001
"54","2017-10-04",25.83
"55","2017-10-05",26.49
"56","2017-10-06",26.440001
"57","2017-10-09",25.969999
"58","2017-10-10",29.09
"59","2017-10-11",31.48
"60","2017-10-12",29.08
"61","2017-10-13",27.83
"62","2017-10-16",27.93
"63","2017-10-17",27.280001
"64","2017-10-18",25.370001
"65","2017-10-19",25.16
"66","2017-10-20",25.299999
"67","2017-10-23",22.92
"68","2017-10-24",23.290001
"69","2017-10-25",23.4
"70","2017-10-26",23.76
"71","2017-10-27",22.469999
"72","2017-10-30",23.940001
"73","2017-10-31",20.48
"74","2017-11-01",23.15
"75","2017-11-02",21.809999
"76","2017-11-03",22.200001
"77","2017-11-06",21.790001
"78","2017-11-07",20.620001
"79","2017-11-08",21.27
"80","2017-11-09",21.809999
"81","2017-11-10",21.23
"82","2017-11-13",21.16
"83","2017-11-14",19.18
"84","2017-11-15",17.940001
"85","2017-11-16",18.860001
"86","2017-11-17",18.34
"87","2017-11-20",18.75
"88","2017-11-21",18.719999
"89","2017-11-22",19.459999
"90","2017-11-24",19.9
"91","2017-11-27",19.75
"92","2017-11-28",19.799999
"93","2017-11-29",19.83
"94","2017-11-30",19.139999
"95","2017-12-01",18.73
"96","2017-12-04",17.129999
"97","2017-12-05",17.9
"98","2017-12-06",18.969999
"99","2017-12-07",19.85
"100","2017-12-08",20.5
"101","2017-12-11",22.75
"102","2017-12-12",23.940001
"103","2017-12-13",23.940001
"104","2017-12-14",23.98
"105","2017-12-15",22.65
"106","2017-12-18",22.709999
"107","2017-12-19",21.120001
"108","2017-12-20",23.940001
"109","2017-12-21",23.92
"110","2017-12-22",22.959999
"111","2017-12-26",22.91
"112","2017-12-27",22.84
"113","2017-12-28",22.709999
"114","2017-12-29",22.030001
"115","2018-01-02",23.450001
"116","2018-01-03",24.040001
"117","2018-01-04",25.25
"118","2018-01-05",26.18
"119","2018-01-08",23.09
"120","2018-01-09",23.370001
"121","2018-01-10",22.610001
"122","2018-01-11",23.120001
"123","2018-01-12",23.389999
"124","2018-01-16",22
"125","2018-01-17",23.110001
"126","2018-01-18",23
"127","2018-01-19",23.07
"128","2018-01-22",24.16
"129","2018-01-23",25.799999
"130","2018-01-24",26.42
"131","2018-01-25",26
"132","2018-01-26",24.51
"133","2018-01-29",24.879999
"134","2018-01-30",25.75
"135","2018-01-31",26.049999
"136","2018-02-01",23.01
"137","2018-02-02",22.709999
"138","2018-02-05",21.110001
"139","2018-02-06",20.67
"140","2018-02-07",22.43
"141","2018-02-08",21.5
"142","2018-02-09",21.32
"143","2018-02-12",20.02
"144","2018-02-13",20.530001
"145","2018-02-14",22.219999
"146","2018-02-15",21.950001
"147","2018-02-16",22.209999
"148","2018-02-20",19.809999
"149","2018-02-21",18.889999
"150","2018-02-22",19.48
"151","2018-02-23",19.52
"152","2018-02-26",19.360001
"153","2018-02-27",18.82
"154","2018-02-28",18.370001
"155","2018-03-01",17.870001
"156","2018-03-02",18.790001
"157","2018-03-05",19.32
"158","2018-03-06",18.84
"159","2018-03-07",18.52
"160","2018-03-08",18.09
"161","2018-03-09",19.35
"162","2018-03-12",19.1
"163","2018-03-13",18.82
"164","2018-03-14",18.99
"165","2018-03-15",18.34
"166","2018-03-16",18.77
"167","2018-03-19",18.139999
"168","2018-03-20",17.459999
"169","2018-03-21",17.540001
"170","2018-03-22",17.02
"171","2018-03-23",15.35
"172","2018-03-26",15.21
"173","2018-03-27",13.87
"174","2018-03-28",13.85
"175","2018-03-29",13.12
"176","2018-04-02",13.37
"177","2018-04-03",14.5
"178","2018-04-04",15.42
"179","2018-04-05",16.02
"180","2018-04-06",14.79
"181","2018-04-09",15.05
"182","2018-04-10",14.07
"183","2018-04-11",13.63
"184","2018-04-12",14.22
"185","2018-04-13",15.45
"186","2018-04-16",14.38
"187","2018-04-17",17.379999
"188","2018-04-18",16.950001
"189","2018-04-19",16.969999
"190","2018-04-20",16.93
"191","2018-04-23",16.32
"192","2018-04-24",15.87
"193","2018-04-25",15.98
"194","2018-04-26",16.4
"195","2018-04-27",17.200001
"196","2018-04-30",16.809999
"197","2018-05-01",16.370001
"198","2018-05-02",16.280001
"199","2018-05-03",15.78
"200","2018-05-04",15.66
"201","2018-05-07",16.09
"202","2018-05-08",15.56
"203","2018-05-09",16.09
"204","2018-05-10",17.09
"205","2018-05-11",16.4
"206","2018-05-14",17.09
"207","2018-05-15",16.77
"208","2018-05-16",15.77
"209","2018-05-17",15.22
"210","2018-05-18",16.5
"211","2018-05-21",16.639999
"212","2018-05-22",17.01
"213","2018-05-23",17.1
"214","2018-05-24",16.969999
"215","2018-05-25",17.09
"216","2018-05-29",17.129999
"217","2018-05-30",18.75
"218","2018-05-31",18.870001
"219","2018-06-01",18.870001
"220","2018-06-04",18
"221","2018-06-05",17.85
"222","2018-06-06",18.26
"223","2018-06-07",17.940001
"224","2018-06-08",18.959999
"225","2018-06-11",19.120001
"226","2018-06-12",19.15
"227","2018-06-13",19.15
"228","2018-06-14",19.49
"229","2018-06-15",20.02
"230","2018-06-18",20.780001
"231","2018-06-19",20.700001
"232","2018-06-20",21.459999
"233","2018-06-21",20.620001
"234","2018-06-22",20.379999
"235","2018-06-25",20.15
"236","2018-06-26",19.879999
"237","2018-06-27",19.370001
"238","2018-06-28",18.93
"239","2018-06-29",18.67
"240","2018-07-02",18.540001
"241","2018-07-03",18.389999
"242","2018-07-05",18.09
"243","2018-07-06",18.030001
"244","2018-07-09",18.459999
"245","2018-07-10",18.1
"246","2018-07-11",17.52
"247","2018-07-12",17.709999
"248","2018-07-13",17.709999
"249","2018-07-16",17.41
"250","2018-07-17",17.75
"251","2018-07-18",17.67
"252","2018-07-19",18.26
"253","2018-07-20",17.73
"254","2018-07-23",17.889999
"255","2018-07-24",17.77
"256","2018-07-25",17.139999
"257","2018-07-26",17.129999
"258","2018-07-27",16.799999
"259","2018-07-30",16.66
"260","2018-07-31",17.559999
"261","2018-08-01",17.549999
"262","2018-08-02",17.299999
"263","2018-08-03",17.719999
"264","2018-08-06",18.26
"265","2018-08-07",17.66
"266","2018-08-08",17.620001
"267","2018-08-09",17.459999
"268","2018-08-10",17.51
"269","2018-08-13",17.200001
"270","2018-08-14",17.6
"271","2018-08-15",17.370001
"272","2018-08-16",17.379999
"273","2018-08-17",17.67
"274","2018-08-20",17.1
"275","2018-08-21",17.610001
"276","2018-08-22",17.15
"277","2018-08-23",17.32
"278","2018-08-24",17.32
"279","2018-08-27",17.43
"280","2018-08-28",17.25
"281","2018-08-29",17.09
"282","2018-08-30",17.040001
"283","2018-08-31",16.93
"284","2018-09-04",17.18
"285","2018-09-05",18.040001
"286","2018-09-06",17.370001
"287","2018-09-07",16.41
"288","2018-09-10",16.030001
"289","2018-09-11",15.98
"290","2018-09-12",15.97
"291","2018-09-13",16.049999
"292","2018-09-14",16.360001
"293","2018-09-17",15.89
"294","2018-09-18",16
"295","2018-09-19",15.95
"296","2018-09-20",16.66
"297","2018-09-21",16.48
"298","2018-09-24",16.91
"299","2018-09-25",15.75
"300","2018-09-26",15.64
"301","2018-09-27",15.19
"302","2018-09-28",15.27
"303","2018-10-01",14.83
"304","2018-10-02",14.94
"305","2018-10-03",14.99
"306","2018-10-04",14.71
"307","2018-10-05",14.52
"308","2018-10-08",14.24
"309","2018-10-09",14.65
"310","2018-10-10",13.54
"311","2018-10-11",13.29
"312","2018-10-12",13.8
"313","2018-10-15",12.93
"314","2018-10-16",13.98
"315","2018-10-17",13.57
"316","2018-10-18",12.76
"317","2018-10-19",12.42
"318","2018-10-22",12.46
"319","2018-10-23",12.5
"320","2018-10-24",11.56
"321","2018-10-25",12.04
"322","2018-10-26",12.2
"323","2018-10-29",11.94
"324","2018-10-30",11.9
"325","2018-10-31",12.04
"326","2018-11-01",12.26
"327","2018-11-02",12.63
"328","2018-11-05",12.3
"329","2018-11-06",12.24
"330","2018-11-07",12.24
"331","2018-11-08",12.69
"332","2018-11-09",12.12
"333","2018-11-12",11.45
"334","2018-11-13",11.86
"335","2018-11-14",12.01
"336","2018-11-15",11.68
"337","2018-11-16",11.98
"338","2018-11-19",12.1
"339","2018-11-20",11.75
"340","2018-11-21",11.99
"341","2018-11-23",11.87
"342","2018-11-26",11.66
"343","2018-11-27",11.33
"344","2018-11-28",11.47
"345","2018-11-29",11.61
"346","2018-11-30",11.52
"347","2018-12-03",11.44
"348","2018-12-04",11.07
"349","2018-12-06",10.99
"350","2018-12-07",10.37
"351","2018-12-10",9.97
"352","2018-12-11",9.7
"353","2018-12-12",9.48
"354","2018-12-13",9.45
"355","2018-12-14",9.88
"356","2018-12-17",12.23
"357","2018-12-18",12.41
"358","2018-12-19",11.27
"359","2018-12-20",11.03
"360","2018-12-21",9.45
"361","2018-12-24",9.54
"362","2018-12-26",9.98
"363","2018-12-27",9.33
"364","2018-12-28",9.59
"365","2018-12-31",10.36
"366","2019-01-02",10.39
"367","2019-01-03",10.38
"368","2019-01-04",11.51
"369","2019-01-07",11.34
"370","2019-01-08",11.6
"371","2019-01-09",11.56
"372","2019-01-10",12.27
"373","2019-01-11",12.27
"374","2019-01-14",11.49
"375","2019-01-15",11.27
"376","2019-01-16",11.72
"377","2019-01-17",11.62
"378","2019-01-18",11.66
"379","2019-01-22",11.23
"380","2019-01-23",11.49
"381","2019-01-24",11.57
"382","2019-01-25",12.08
"383","2019-01-28",11.97
"384","2019-01-29",12.31
"385","2019-01-30",12.85
"386","2019-01-31",13.27
"387","2019-02-01",13.25
"388","2019-02-04",13.26
"389","2019-02-05",13.34
"390","2019-02-06",13.27
"391","2019-02-07",13.2
"392","2019-02-08",13.01
"393","2019-02-11",13.11
"394","2019-02-12",13.18
"395","2019-02-13",13.11
"396","2019-02-14",12.73
"397","2019-02-15",13.42
"398","2019-02-19",13.59
"399","2019-02-20",14.26
"400","2019-02-21",14.85
"401","2019-02-22",15.46
"402","2019-02-25",15.54
"403","2019-02-26",15.93
"404","2019-02-27",15.91
"405","2019-02-28",16.030001
"406","2019-03-01",16.6
"407","2019-03-04",16.610001
"408","2019-03-05",15.89
"409","2019-03-06",15.8
"410","2019-03-07",16.23
"411","2019-03-08",16.799999
"412","2019-03-11",17.690001
"413","2019-03-12",17
"414","2019-03-13",16.790001
"415","2019-03-14",16.469999
"416","2019-03-15",17.01
"417","2019-03-18",17.530001
"418","2019-03-19",17.91
"419","2019-03-20",18.969999
"420","2019-03-21",18.610001
"421","2019-03-22",17.23
"422","2019-03-25",17.9
"423","2019-03-26",17.23
"424","2019-03-27",15.66
"425","2019-03-28",16.200001
"426","2019-03-29",17.59
"427","2019-04-01",16.98
"428","2019-04-02",16.969999
"429","2019-04-03",17.190001
"430","2019-04-04",16.6
"431","2019-04-05",16.41
"432","2019-04-08",16.780001
"433","2019-04-09",16.540001
"434","2019-04-10",16.700001
"435","2019-04-11",16.49
"436","2019-04-12",16.809999
"437","2019-04-15",16.299999
"438","2019-04-16",16.360001
"439","2019-04-17",16.98
"440","2019-04-18",16.790001
"441","2019-04-22",17.4
"442","2019-04-23",17.33
"443","2019-04-24",17.09
"444","2019-04-25",16.790001
"445","2019-04-26",16.639999
"446","2019-04-29",16.469999
"447","2019-04-30",15.95
"448","2019-05-01",15.38
"449","2019-05-02",15.51
"450","2019-05-03",15.7
"451","2019-05-06",15.59
"452","2019-05-07",15.28
"453","2019-05-08",15.73
"454","2019-05-09",15.98
"455","2019-05-10",15.98
"456","2019-05-13",15.28
"457","2019-05-14",15.37
"458","2019-05-15",15.3
"459","2019-05-16",14.95
"460","2019-05-17",14.62
"461","2019-05-20",14.72
"462","2019-05-21",15
"463","2019-05-22",14.9
"464","2019-05-23",14.78
"465","2019-05-24",14.62
"466","2019-05-28",14.68
"467","2019-05-29",13.52
"468","2019-05-30",13.36
"469","2019-05-31",12.7
"470","2019-06-03",12.43
"471","2019-06-04",13.58
"472","2019-06-05",13.4
"473","2019-06-06",13.01
"474","2019-06-07",13.25
"475","2019-06-10",13.19
"476","2019-06-11",12.62
"477","2019-06-12",12.57
"478","2019-06-13",13
"479","2019-06-14",12.9
"480","2019-06-17",12.98
"481","2019-06-18",13.25
"482","2019-06-19",13.58
"483","2019-06-20",13.19
"484","2019-06-21",12.91
"485","2019-06-24",12.49
"486","2019-06-25",12.58
"487","2019-06-26",12.24
"488","2019-06-27",12.9
"489","2019-06-28",12.48
"490","2019-07-01",12.82
"491","2019-07-02",11.21
"492","2019-07-03",10.87
"493","2019-07-05",10.84
"494","2019-07-08",10.67
"495","2019-07-09",11.09
"496","2019-07-10",10.93
"497","2019-07-11",10.42
"498","2019-07-12",10.45
"499","2019-07-15",10.2
"500","2019-07-16",10.2
"501","2019-07-17",9.98
"502","2019-07-18",10.13
"503","2019-07-19",10.25
"504","2019-07-22",9.86
"505","2019-07-23",9.3
"506","2019-07-24",9.27
"507","2019-07-25",9.12
"508","2019-07-26",9.58
"509","2019-07-29",9.34
"510","2019-07-30",9.5
"511","2019-07-31",9.29
"512","2019-08-01",9.03
"513","2019-08-02",8.51
"514","2019-08-05",7.71
"515","2019-08-06",6.83
"516","2019-08-07",6.4
"517","2019-08-08",7.75
"518","2019-08-09",7.29
"519","2019-08-12",7.05
"520","2019-08-13",7.13
"521","2019-08-14",6.8
"522","2019-08-15",6.26
"523","2019-08-16",6.8
"524","2019-08-19",7.02
"525","2019-08-20",6.9
"526","2019-08-21",6.8
"527","2019-08-22",6.91
"528","2019-08-23",6.33
"529","2019-08-26",6.37
"530","2019-08-27",5.99
"531","2019-08-28",6.35
"532","2019-08-29",6.38
"533","2019-08-30",6.19
"534","2019-09-03",5.75
"535","2019-09-04",5.79
"536","2019-09-05",5.97
"537","2019-09-06",5.93
"538","2019-09-09",6.6
"539","2019-09-10",7.29
"540","2019-09-11",7.75
"541","2019-09-12",7.65
"542","2019-09-13",7.71
"543","2019-09-16",7.74
"544","2019-09-17",7.38
"545","2019-09-18",7.16
"546","2019-09-19",6.98
"547","2019-09-20",6.64
"548","2019-09-23",6.22
"549","2019-09-24",5.76
"550","2019-09-25",6.01
"551","2019-09-26",6
"552","2019-09-27",5.69
"553","2019-09-30",5.64
"554","2019-10-01",5.14
"555","2019-10-02",5.1
"556","2019-10-03",5.22
"557","2019-10-04",5.11
"558","2019-10-07",4.87
"559","2019-10-08",4.58
"560","2019-10-09",4.79
"561","2019-10-10",4.56
"562","2019-10-11",4.5
"563","2019-10-14",4.19
"564","2019-10-15",4.59
"565","2019-10-16",4.82
"566","2019-10-17",4.72
"567","2019-10-18",4.91
"568","2019-10-21",5.13
"569","2019-10-22",5.14
"570","2019-10-23",5.03
"571","2019-10-24",4.76
"572","2019-10-25",5.02
"573","2019-10-28",4.84
"574","2019-10-29",4.47
"575","2019-10-30",4.76
"576","2019-10-31",4.58
"577","2019-11-01",4.9
"578","2019-11-04",5.1
"579","2019-11-05",4.81
"580","2019-11-06",4.5
"581","2019-11-07",4.33
"582","2019-11-08",4.05
"583","2019-11-11",4.2
"584","2019-11-12",4.03
"585","2019-11-13",4.31
"586","2019-11-14",4.03
"587","2019-11-15",3.94
"588","2019-11-18",3.77
"589","2019-11-19",3.88
"590","2019-11-20",3.86
"591","2019-11-21",3.71
"592","2019-11-22",3.78
"593","2019-11-25",3.64
"594","2019-11-26",3.79
"595","2019-11-27",3.6
"596","2019-11-29",3.68
"597","2019-12-02",3.65
"598","2019-12-03",4.7
"599","2019-12-04",4.67
"600","2019-12-05",4.9
"601","2019-12-06",5.4
"602","2019-12-09",5.49
"603","2019-12-10",5.56
"604","2019-12-11",6.05
"605","2019-12-12",7.09
"606","2019-12-13",7.16
"607","2019-12-16",7.27
"608","2019-12-17",6.79
"609","2019-12-18",6.6
"610","2019-12-19",6.75
"611","2019-12-20",7.07
"612","2019-12-23",6.68
"613","2019-12-24",6.47
"614","2019-12-26",6.51
"615","2019-12-27",6.41
"616","2019-12-30",6.35
"617","2019-12-31",7.01
"618","2020-01-02",7.85
"619","2020-01-03",7.79
"620","2020-01-06",7.57
"621","2020-01-07",7.84
"622","2020-01-08",7.69
"623","2020-01-09",7.61
"624","2020-01-10",7.11
"625","2020-01-13",7.16
"626","2020-01-14",7.83
"627","2020-01-15",7.46
"628","2020-01-16",7.45
"629","2020-01-17",7.3
"630","2020-01-21",6.69
"631","2020-01-22",6.37
"632","2020-01-23",5.93
"633","2020-01-24",5.69
"634","2020-01-27",5.7
"635","2020-01-28",5.86
"636","2020-01-29",5.8
"637","2020-01-30",5.71
"638","2020-01-31",5.57
"639","2020-02-03",5.72
"640","2020-02-04",5.78
"641","2020-02-05",5.86
"642","2020-02-06",6.14
"643","2020-02-07",6.26
"644","2020-02-10",6.1
"645","2020-02-11",6.18
"646","2020-02-12",6.48
"647","2020-02-13",6.41
"648","2020-02-14",6.39
"649","2020-02-18",6.39
"650","2020-02-19",6.72
"651","2020-02-20",6.13
"652","2020-02-21",5.97
"653","2020-02-24",5.81
"654","2020-02-25",5.69
"655","2020-02-26",5.68
"656","2020-02-27",5.61
"657","2020-02-28",6.31
"658","2020-03-02",6.33
"659","2020-03-03",6.15
"660","2020-03-04",6.56
"661","2020-03-05",5.88
"662","2020-03-06",4.38
"663","2020-03-09",3.91
"664","2020-03-10",3.74
"665","2020-03-11",3.34
"666","2020-03-12",3.01
"667","2020-03-13",2.78
"668","2020-03-16",2.58
"669","2020-03-17",2.63
"670","2020-03-18",2.48
"671","2020-03-19",3.23
"672","2020-03-20",3.28
"673","2020-03-23",3.03
"674","2020-03-24",3.45
"675","2020-03-25",3.64
"676","2020-03-26",3.98
"677","2020-03-27",3.74
"678","2020-03-30",3.41
"679","2020-03-31",3.33
"680","2020-04-01",2.9
"681","2020-04-02",3.03
"682","2020-04-03",3.09
"683","2020-04-06",3.43
"684","2020-04-07",3.3
"685","2020-04-08",3.68
"686","2020-04-09",3.67
"687","2020-04-13",3.57
"688","2020-04-14",3.77
"689","2020-04-15",3.77
"690","2020-04-16",4.06
"691","2020-04-17",3.95
"692","2020-04-20",4.06
"693","2020-04-21",3.98
"694","2020-04-22",4.3
"695","2020-04-23",4.25
"696","2020-04-24",4.31
"697","2020-04-27",4.46
"698","2020-04-28",4.25
"699","2020-04-29",4.6
"700","2020-04-30",4.36
"701","2020-05-01",4.06
"702","2020-05-04",4.18
"703","2020-05-05",4.38
"704","2020-05-06",4.83
"705","2020-05-07",4.44
"706","2020-05-08",4.29
"707","2020-05-11",4.37
"708","2020-05-12",4.3
"709","2020-05-13",3.91
"710","2020-05-14",3.87
"711","2020-05-15",4.28
"712","2020-05-18",4.35
"713","2020-05-19",4.3
"714","2020-05-20",4.6
"715","2020-05-21",4.42
"716","2020-05-22",4.53
"717","2020-05-26",4.59
"718","2020-05-27",4.66
"719","2020-05-28",4.46
"720","2020-05-29",4.34
"721","2020-06-01",4.38
"722","2020-06-02",4.53
"723","2020-06-03",4.85
"724","2020-06-04",4.78
"725","2020-06-05",4.88
"726","2020-06-08",5.1
"727","2020-06-09",6.36
"728","2020-06-10",5.81
"729","2020-06-11",4.85
"730","2020-06-12",5.13
"731","2020-06-15",5.31
"732","2020-06-16",5.29
"733","2020-06-17",5.31
"734","2020-06-18",5.39
"735","2020-06-19",5.4
"736","2020-06-22",5.53
"737","2020-06-23",5.64
"738","2020-06-24",5.1
"739","2020-06-25",5.27
"740","2020-06-26",5.33
"741","2020-06-29",5.03
"742","2020-06-30",4.93
"743","2020-07-01",4.7
"744","2020-07-02",5.04
"745","2020-07-06",5.05
"746","2020-07-07",4.63
"747","2020-07-08",4.85
"748","2020-07-09",4.53
"749","2020-07-10",4.64
"750","2020-07-13",4.48
"751","2020-07-14",4.67
"752","2020-07-15",4.56
"753","2020-07-16",4.63
"754","2020-07-17",4.48
"755","2020-07-20",4.64
"756","2020-07-21",4.71
"757","2020-07-22",4.74
"758","2020-07-23",4.52
"759","2020-07-24",4.37
"760","2020-07-27",4.42
"761","2020-07-28",4.54
"762","2020-07-29",4.59
"763","2020-07-30",4.61
"764","2020-07-31",4.41
"765","2020-08-03",4.41
"766","2020-08-04",4.55
"767","2020-08-05",4.63
"768","2020-08-06",5.2
"769","2020-08-07",5.59
"770","2020-08-10",6.43
"771","2020-08-11",7.01
"772","2020-08-12",7.655
"773","2020-08-13",7.485
"774","2020-08-14",7.29
"775","2020-08-17",7.01
"776","2020-08-18",7
"777","2020-08-19",6.74
"778","2020-08-20",6.61
"779","2020-08-21",5.75
"780","2020-08-24",4.98
"781","2020-08-25",5
"782","2020-08-26",5.42
"783","2020-08-27",5.3
"784","2020-08-28",5.44
"785","2020-08-31",5.435
"786","2020-09-01",5.44
"787","2020-09-02",5.62
"788","2020-09-03",5.42
"789","2020-09-04",5.37
"790","2020-09-08",5.4
"791","2020-09-09",5.43
"792","2020-09-10",5.67
"793","2020-09-11",5.43
"794","2020-09-14",5.56
"795","2020-09-15",5.57
"796","2020-09-16",6.06
"797","2020-09-17",6.22
"798","2020-09-18",6.38
"799","2020-09-21",5.88
"800","2020-09-22",5.955
"801","2020-09-23",5.41
"802","2020-09-24",6.23
"803","2020-09-25",6.12
"804","2020-09-28",5.92
"805","2020-09-29",5.76
"806","2020-09-30",5.49
"807","2020-10-01",5.68
"808","2020-10-02",5.31
"809","2020-10-05",5.53
"810","2020-10-06",5.44
"811","2020-10-07",5.49
"812","2020-10-08",5.46
"813","2020-10-09",5.47
