"","date","TRST"
"248","2007-12-26",10.54
"249","2007-12-27",10.18
"250","2007-12-28",10.01
"251","2007-12-31",9.92
"252","2008-01-02",9.75
"253","2008-01-03",9.79
"254","2008-01-04",9.4
"255","2008-01-07",9.56
"256","2008-01-08",9.12
"257","2008-01-09",9.4
"258","2008-01-10",9.62
"259","2008-01-11",9.33
"260","2008-01-14",9.26
"261","2008-01-15",9.16
"262","2008-01-16",9.54
"263","2008-01-17",9.31
"264","2008-01-18",9.17
"265","2008-01-22",9.63
"266","2008-01-23",10.23
"267","2008-01-24",9.9
"268","2008-01-25",9.72
"269","2008-01-28",10
"270","2008-01-29",9.92
"271","2008-01-30",9.81
"272","2008-01-31",10.3
"273","2008-02-01",10.31
"274","2008-02-04",10.09
"275","2008-02-05",9.86
"276","2008-02-06",9.91
"277","2008-02-07",10.14
"278","2008-02-08",9.92
"279","2008-02-11",9.72
"280","2008-02-12",9.89
"281","2008-02-13",9.92
"282","2008-02-14",9.56
"283","2008-02-15",9.55
"284","2008-02-19",9.34
"285","2008-02-20",9.42
"286","2008-02-21",9.27
"287","2008-02-22",9.32
"288","2008-02-25",9.3
"289","2008-02-26",9.35
"290","2008-02-27",9.2
"291","2008-02-28",9
"292","2008-02-29",8.65
"293","2008-03-03",8.44
"294","2008-03-04",8.37
"295","2008-03-05",8.18
"296","2008-03-06",8.03
"297","2008-03-07",8.03
"298","2008-03-10",8.14
"299","2008-03-11",8.86
"300","2008-03-12",8.62
"301","2008-03-13",8.81
"302","2008-03-14",8.46
"303","2008-03-17",8.42
"304","2008-03-18",8.85
"305","2008-03-19",8.64
"306","2008-03-20",9.19
"307","2008-03-24",9.04
"308","2008-03-25",9.2
"309","2008-03-26",9.09
"310","2008-03-27",8.91
"311","2008-03-28",8.77
"312","2008-03-31",8.89
"313","2008-04-01",9.28
"314","2008-04-02",9.37
"315","2008-04-03",9.3
"316","2008-04-04",9.01
"317","2008-04-07",9.13
"318","2008-04-08",9.17
"319","2008-04-09",8.96
"320","2008-04-10",9
"321","2008-04-11",8.81
"322","2008-04-14",8.67
"323","2008-04-15",8.97
"324","2008-04-16",9.25
"325","2008-04-17",9.39
"326","2008-04-18",9.27
"327","2008-04-21",9.06
"328","2008-04-22",8.95
"329","2008-04-23",8.86
"330","2008-04-24",9.16
"331","2008-04-25",9.1
"332","2008-04-28",9.1
"333","2008-04-29",8.96
"334","2008-04-30",8.73
"335","2008-05-01",9.25
"336","2008-05-02",9.1
"337","2008-05-05",8.94
"338","2008-05-06",9.05
"339","2008-05-07",8.64
"340","2008-05-08",8.55
"341","2008-05-09",8.5
"342","2008-05-12",8.68
"343","2008-05-13",8.6
"344","2008-05-14",8.43
"345","2008-05-15",8.55
"346","2008-05-16",8.5
"347","2008-05-19",8.38
"348","2008-05-20",8.33
"349","2008-05-21",8.35
"350","2008-05-22",8.52
"351","2008-05-23",8.38
"352","2008-05-27",8.61
"353","2008-05-28",8.43
"354","2008-05-29",8.73
"355","2008-05-30",8.76
"356","2008-06-02",8.29
"357","2008-06-03",8.02
"358","2008-06-04",7.87
"359","2008-06-05",8.15
"360","2008-06-06",7.92
"361","2008-06-09",7.8
"362","2008-06-10",7.83
"363","2008-06-11",7.58
"364","2008-06-12",7.71
"365","2008-06-13",7.66
"366","2008-06-16",7.93
"367","2008-06-17",7.74
"368","2008-06-18",7.68
"369","2008-06-19",7.71
"370","2008-06-20",7.73
"371","2008-06-23",7.47
"372","2008-06-24",7.47
"373","2008-06-25",7.65
"374","2008-06-26",7.65
"375","2008-06-27",7.56
"376","2008-06-30",7.42
"377","2008-07-01",7.73
"378","2008-07-02",7.66
"379","2008-07-03",7.54
"380","2008-07-07",7.28
"381","2008-07-08",7.89
"382","2008-07-09",7.37
"383","2008-07-10",7.55
"384","2008-07-11",7.79
"385","2008-07-14",7.2
"386","2008-07-15",7.03
"387","2008-07-16",7.68
"388","2008-07-17",8.4
"389","2008-07-18",8.18
"390","2008-07-21",8.02
"391","2008-07-22",8.63
"392","2008-07-23",8.64
"393","2008-07-24",8.28
"394","2008-07-25",8.44
"395","2008-07-28",8.07
"396","2008-07-29",8.8
"397","2008-07-30",8.81
"398","2008-07-31",8.73
"399","2008-08-01",8.78
"400","2008-08-04",8.63
"401","2008-08-05",8.91
"402","2008-08-06",9.06
"403","2008-08-07",8.77
"404","2008-08-08",9.24
"405","2008-08-11",9.75
"406","2008-08-12",9.76
"407","2008-08-13",9.6
"408","2008-08-14",9.77
"409","2008-08-15",9.88
"410","2008-08-18",9.55
"411","2008-08-19",9.55
"412","2008-08-20",9.62
"413","2008-08-21",9.47
"414","2008-08-22",9.88
"415","2008-08-25",9.44
"416","2008-08-26",9.71
"417","2008-08-27",9.85
"418","2008-08-28",10
"419","2008-08-29",9.78
"420","2008-09-02",9.92
"421","2008-09-03",10.1
"422","2008-09-04",9.71
"423","2008-09-05",10.01
"424","2008-09-08",10.3
"425","2008-09-09",10.07
"426","2008-09-10",10.26
"427","2008-09-11",10.37
"428","2008-09-12",10.39
"429","2008-09-15",10.4
"430","2008-09-16",10.99
"431","2008-09-17",10.68
"432","2008-09-18",11.64
"433","2008-09-19",13.25
"434","2008-09-22",11.8
"435","2008-09-23",12.22
"436","2008-09-24",11.83
"437","2008-09-25",12.19
"438","2008-09-26",12.5
"439","2008-09-29",11.9
"440","2008-09-30",11.71
"441","2008-10-01",12.22
"442","2008-10-02",11.75
"443","2008-10-03",10.78
"444","2008-10-06",10.19
"445","2008-10-07",9.83
"446","2008-10-08",10.28
"447","2008-10-09",8.92
"448","2008-10-10",10.2
"449","2008-10-13",11.31
"450","2008-10-14",11.01
"451","2008-10-15",9.83
"452","2008-10-16",11.35
"453","2008-10-17",10.9
"454","2008-10-20",11.46
"455","2008-10-21",11.1
"456","2008-10-22",10.71
"457","2008-10-23",10.48
"458","2008-10-24",10.37
"459","2008-10-27",10.05
"460","2008-10-28",11.16
"461","2008-10-29",11.11
"462","2008-10-30",11.68
"463","2008-10-31",12.17
"464","2008-11-03",12.04
"465","2008-11-04",12.13
"466","2008-11-05",11.02
"467","2008-11-06",10.65
"468","2008-11-07",11.01
"469","2008-11-10",10.76
"470","2008-11-11",10.74
"471","2008-11-12",10.09
"472","2008-11-13",11.16
"473","2008-11-14",10.23
"474","2008-11-17",10.21
"475","2008-11-18",10.35
"476","2008-11-19",9.69
"477","2008-11-20",9.32
"478","2008-11-21",9.88
"479","2008-11-24",10.8
"480","2008-11-25",10.85
"481","2008-11-26",10.97
"482","2008-11-28",10.59
"483","2008-12-01",9.4
"484","2008-12-02",10.36
"485","2008-12-03",10.74
"486","2008-12-04",10.36
"487","2008-12-05",10.91
"488","2008-12-08",10.82
"489","2008-12-09",10.54
"490","2008-12-10",10.28
"491","2008-12-11",9.67
"492","2008-12-12",10.04
"493","2008-12-15",9.73
"494","2008-12-16",10.17
"495","2008-12-17",10.12
"496","2008-12-18",9.79
"497","2008-12-19",9.73
"498","2008-12-22",9.81
"499","2008-12-23",9.56
"500","2008-12-24",9.64
"501","2008-12-26",9.56
"502","2008-12-29",9.39
"503","2008-12-30",9.58
"504","2008-12-31",9.51
"505","2009-01-02",9.51
"506","2009-01-05",9.36
"507","2009-01-06",9.71
"508","2009-01-07",9.43
"509","2009-01-08",9.37
"510","2009-01-09",8.94
"511","2009-01-12",8.61
"512","2009-01-13",8.84
"513","2009-01-14",8.33
"514","2009-01-15",8.35
"515","2009-01-16",8.42
"516","2009-01-20",7.6
"517","2009-01-21",8.12
"518","2009-01-22",7.41
"519","2009-01-23",7.18
"520","2009-01-26",7.08
"521","2009-01-27",7.15
"522","2009-01-28",7.58
"523","2009-01-29",6.91
"524","2009-01-30",6.7
"525","2009-02-02",6.85
"526","2009-02-03",6.77
"527","2009-02-04",6.84
"528","2009-02-05",6.97
"529","2009-02-06",7.5
"530","2009-02-09",7.48
"531","2009-02-10",6.95
"532","2009-02-11",7.06
"533","2009-02-12",7.03
"534","2009-02-13",6.78
"535","2009-02-17",6.49
"536","2009-02-18",6.55
"537","2009-02-19",6.3
"538","2009-02-20",6.08
"539","2009-02-23",5.95
"540","2009-02-24",6.34
"541","2009-02-25",6.13
"542","2009-02-26",6.27
"543","2009-02-27",6.05
"544","2009-03-02",5.8
"545","2009-03-03",5.6
"546","2009-03-04",5.38
"547","2009-03-05",5
"548","2009-03-06",4.93
"549","2009-03-09",4.85
"550","2009-03-10",5.34
"551","2009-03-11",5.26
"552","2009-03-12",5.74
"553","2009-03-13",5.7
"554","2009-03-16",5.49
"555","2009-03-17",5.87
"556","2009-03-18",6.23
"557","2009-03-19",5.93
"558","2009-03-20",5.79
"559","2009-03-23",6.61
"560","2009-03-24",6
"561","2009-03-25",6.26
"562","2009-03-26",6.38
"563","2009-03-27",6.05
"564","2009-03-30",5.82
"565","2009-03-31",6.02
"566","2009-04-01",5.99
"567","2009-04-02",6.38
"568","2009-04-03",6.54
"569","2009-04-06",6.38
"570","2009-04-07",6.24
"571","2009-04-08",6.28
"572","2009-04-09",6.98
"573","2009-04-13",7.06
"574","2009-04-14",6.54
"575","2009-04-15",6.7
"576","2009-04-16",6.86
"577","2009-04-17",7.03
"578","2009-04-20",6.33
"579","2009-04-21",6.72
"580","2009-04-22",6.45
"581","2009-04-23",6.14
"582","2009-04-24",6.29
"583","2009-04-27",5.79
"584","2009-04-28",5.86
"585","2009-04-29",6.12
"586","2009-04-30",6
"587","2009-05-01",5.64
"588","2009-05-04",5.91
"589","2009-05-05",5.68
"590","2009-05-06",5.76
"591","2009-05-07",5.81
"592","2009-05-08",6.33
"593","2009-05-11",6.03
"594","2009-05-12",6.11
"595","2009-05-13",5.79
"596","2009-05-14",5.88
"597","2009-05-15",5.71
"598","2009-05-18",6.15
"599","2009-05-19",5.8
"600","2009-05-20",5.58
"601","2009-05-21",5.5
"602","2009-05-22",5.42
"603","2009-05-26",5.87
"604","2009-05-27",5.48
"605","2009-05-28",5.53
"606","2009-05-29",5.64
"607","2009-06-01",5.58
"608","2009-06-02",5.67
"609","2009-06-03",5.57
"610","2009-06-04",5.88
"611","2009-06-05",5.74
"612","2009-06-08",5.9
"613","2009-06-09",5.95
"614","2009-06-10",5.85
"615","2009-06-11",5.91
"616","2009-06-12",6.06
"617","2009-06-15",5.91
"618","2009-06-16",5.87
"619","2009-06-17",5.84
"620","2009-06-18",5.97
"621","2009-06-19",6.16
"622","2009-06-22",5.89
"623","2009-06-23",5.86
"624","2009-06-24",5.89
"625","2009-06-25",6.05
"626","2009-06-26",6.22
"627","2009-06-29",6.09
"628","2009-06-30",5.89
"629","2009-07-01",6
"630","2009-07-02",5.84
"631","2009-07-06",5.96
"632","2009-07-07",5.85
"633","2009-07-08",5.84
"634","2009-07-09",5.72
"635","2009-07-10",5.56
"636","2009-07-13",5.84
"637","2009-07-14",5.69
"638","2009-07-15",5.82
"639","2009-07-16",5.83
"640","2009-07-17",5.7
"641","2009-07-20",5.63
"642","2009-07-21",5.54
"643","2009-07-22",5.57
"644","2009-07-23",5.77
"645","2009-07-24",5.71
"646","2009-07-27",5.85
"647","2009-07-28",5.92
"648","2009-07-29",5.95
"649","2009-07-30",6.25
"650","2009-07-31",6.29
"651","2009-08-03",6.19
"652","2009-08-04",6.28
"653","2009-08-05",6.23
"654","2009-08-06",6.31
"655","2009-08-07",6.56
"656","2009-08-10",6.66
"657","2009-08-11",6.47
"658","2009-08-12",6.53
"659","2009-08-13",6.49
"660","2009-08-14",6.36
"661","2009-08-17",6.15
"662","2009-08-18",6.21
"663","2009-08-19",6.28
"664","2009-08-20",6.3
"665","2009-08-21",6.46
"666","2009-08-24",6.34
"667","2009-08-25",6.44
"668","2009-08-26",6.37
"669","2009-08-27",6.46
"670","2009-08-28",6.32
"671","2009-08-31",6.22
"672","2009-09-01",6.02
"673","2009-09-02",5.83
"674","2009-09-03",6
"675","2009-09-04",6.12
"676","2009-09-08",6.17
"677","2009-09-09",6.26
"678","2009-09-10",6.2
"679","2009-09-11",6.11
"680","2009-09-14",6.13
"681","2009-09-15",6.19
"682","2009-09-16",6.5
"683","2009-09-17",6.42
"684","2009-09-18",6.46
"685","2009-09-21",6.37
"686","2009-09-22",6.52
"687","2009-09-23",6.49
"688","2009-09-24",6.39
"689","2009-09-25",6.35
"690","2009-09-28",6.53
"691","2009-09-29",6.41
"692","2009-09-30",6.25
"693","2009-10-01",6.16
"694","2009-10-02",6.06
"695","2009-10-05",6.13
"696","2009-10-06",6.19
"697","2009-10-07",6.25
"698","2009-10-08",6.4
"699","2009-10-09",6.51
"700","2009-10-12",6.49
"701","2009-10-13",6.43
"702","2009-10-14",6.47
"703","2009-10-15",6.4
"704","2009-10-16",6.41
"705","2009-10-19",6.5
"706","2009-10-20",6.28
"707","2009-10-21",6.13
"708","2009-10-22",6.28
"709","2009-10-23",6.12
"710","2009-10-26",6.09
"711","2009-10-27",6.06
"712","2009-10-28",6.03
"713","2009-10-29",6.15
"714","2009-10-30",5.95
"715","2009-11-02",5.87
"716","2009-11-03",5.83
"717","2009-11-04",5.71
"718","2009-11-05",5.82
"719","2009-11-06",5.76
"720","2009-11-09",5.82
"721","2009-11-10",5.63
"722","2009-11-11",5.9
"723","2009-11-12",5.73
"724","2009-11-13",5.81
"725","2009-11-16",6.07
"726","2009-11-17",6.23
"727","2009-11-18",6.28
"728","2009-11-19",6.04
"729","2009-11-20",6.1
"730","2009-11-23",6.28
"731","2009-11-24",6.25
"732","2009-11-25",6.19
"733","2009-11-27",5.95
"734","2009-11-30",6.16
"735","2009-12-01",6.27
"736","2009-12-02",6.32
"737","2009-12-03",6.11
"738","2009-12-04",6.34
"739","2009-12-07",6.36
"740","2009-12-08",6.29
"741","2009-12-09",6.33
"742","2009-12-10",6.17
"743","2009-12-11",6.3
"744","2009-12-14",6.49
"745","2009-12-15",6.38
"746","2009-12-16",6.32
"747","2009-12-17",6.22
"748","2009-12-18",6.37
"749","2009-12-21",6.47
"750","2009-12-22",6.39
"751","2009-12-23",6.37
"752","2009-12-24",6.38
"753","2009-12-28",6.26
"754","2009-12-29",6.27
"755","2009-12-30",6.34
"756","2009-12-31",6.3
"757","2010-01-04",6.4
"758","2010-01-05",6.18
"759","2010-01-06",6.09
"760","2010-01-07",6.16
"761","2010-01-08",6.14
"762","2010-01-11",6.09
"763","2010-01-12",6.01
"764","2010-01-13",6.14
"765","2010-01-14",6.2
"766","2010-01-15",6.15
"767","2010-01-19",6.26
"768","2010-01-20",6.08
"769","2010-01-21",5.97
"770","2010-01-22",5.88
"771","2010-01-25",5.9
"772","2010-01-26",5.94
"773","2010-01-27",6.07
"774","2010-01-28",6.13
"775","2010-01-29",6
"776","2010-02-01",5.99
"777","2010-02-02",5.91
"778","2010-02-03",5.8
"779","2010-02-04",5.63
"780","2010-02-05",5.68
"781","2010-02-08",5.57
"782","2010-02-09",5.6
"783","2010-02-10",5.61
"784","2010-02-11",5.69
"785","2010-02-12",5.73
"786","2010-02-16",5.8
"787","2010-02-17",5.89
"788","2010-02-18",5.96
"789","2010-02-19",5.97
"790","2010-02-22",6.03
"791","2010-02-23",6.02
"792","2010-02-24",6.15
"793","2010-02-25",6.22
"794","2010-02-26",6.05
"795","2010-03-01",6.16
"796","2010-03-02",6.19
"797","2010-03-03",6.02
"798","2010-03-04",6.12
"799","2010-03-05",6.22
"800","2010-03-08",6.09
"801","2010-03-09",6.15
"802","2010-03-10",6.21
"803","2010-03-11",6.25
"804","2010-03-12",6.21
"805","2010-03-15",6.24
"806","2010-03-16",6.25
"807","2010-03-17",6.27
"808","2010-03-18",6.26
"809","2010-03-19",6.46
"810","2010-03-22",6.5
"811","2010-03-23",6.57
"812","2010-03-24",6.53
"813","2010-03-25",6.41
"814","2010-03-26",6.24
"815","2010-03-29",6.22
"816","2010-03-30",6.28
"817","2010-03-31",6.17
"818","2010-04-01",6.24
"819","2010-04-05",6.25
"820","2010-04-06",6.35
"821","2010-04-07",6.39
"822","2010-04-08",6.44
"823","2010-04-09",6.36
"824","2010-04-12",6.31
"825","2010-04-13",6.31
"826","2010-04-14",6.47
"827","2010-04-15",6.51
"828","2010-04-16",6.39
"829","2010-04-19",6.42
"830","2010-04-20",6.58
"831","2010-04-21",6.95
"832","2010-04-22",7.15
"833","2010-04-23",7.06
"834","2010-04-26",6.76
"835","2010-04-27",6.76
"836","2010-04-28",6.82
"837","2010-04-29",7.06
"838","2010-04-30",6.65
"839","2010-05-03",6.8
"840","2010-05-04",6.68
"841","2010-05-05",6.71
"842","2010-05-06",6.64
"843","2010-05-07",6.52
"844","2010-05-10",6.91
"845","2010-05-11",6.95
"846","2010-05-12",7.06
"847","2010-05-13",6.99
"848","2010-05-14",6.89
"849","2010-05-17",6.96
"850","2010-05-18",6.77
"851","2010-05-19",6.68
"852","2010-05-20",6.37
"853","2010-05-21",6.44
"854","2010-05-24",6.22
"855","2010-05-25",6.2
"856","2010-05-26",6.15
"857","2010-05-27",6.34
"858","2010-05-28",6.23
"859","2010-06-01",5.96
"860","2010-06-02",6.08
"861","2010-06-03",6.1
"862","2010-06-04",5.78
"863","2010-06-07",5.74
"864","2010-06-08",5.75
"865","2010-06-09",5.78
"866","2010-06-10",5.91
"867","2010-06-11",5.95
"868","2010-06-14",5.96
"869","2010-06-15",6.11
"870","2010-06-16",6.15
"871","2010-06-17",6.16
"872","2010-06-18",6.19
"873","2010-06-21",6.11
"874","2010-06-22",6.1
"875","2010-06-23",6.11
"876","2010-06-24",6.05
"877","2010-06-25",6.2
"878","2010-06-28",6.12
"879","2010-06-29",5.74
"880","2010-06-30",5.6
"881","2010-07-01",5.55
"882","2010-07-02",5.58
"883","2010-07-06",5.5
"884","2010-07-07",5.6
"885","2010-07-08",5.71
"886","2010-07-09",5.71
"887","2010-07-12",5.6
"888","2010-07-13",5.92
"889","2010-07-14",5.86
"890","2010-07-15",5.75
"891","2010-07-16",5.46
"892","2010-07-19",5.48
"893","2010-07-20",5.53
"894","2010-07-21",5.26
"895","2010-07-22",5.47
"896","2010-07-23",5.65
"897","2010-07-26",5.82
"898","2010-07-27",5.87
"899","2010-07-28",5.76
"900","2010-07-29",5.84
"901","2010-07-30",5.82
"902","2010-08-02",5.77
"903","2010-08-03",5.71
"904","2010-08-04",5.74
"905","2010-08-05",5.63
"906","2010-08-06",5.59
"907","2010-08-09",5.8
"908","2010-08-10",5.62
"909","2010-08-11",5.33
"910","2010-08-12",5.44
"911","2010-08-13",5.32
"912","2010-08-16",5.43
"913","2010-08-17",5.57
"914","2010-08-18",5.6
"915","2010-08-19",5.37
"916","2010-08-20",5.46
"917","2010-08-23",5.3
"918","2010-08-24",5.29
"919","2010-08-25",5.37
"920","2010-08-26",5.33
"921","2010-08-27",5.5
"922","2010-08-30",5.33
"923","2010-08-31",5.32
"924","2010-09-01",5.4
"925","2010-09-02",5.37
"926","2010-09-03",5.41
"927","2010-09-07",5.26
"928","2010-09-08",5.24
"929","2010-09-09",5.21
"930","2010-09-10",5.23
"931","2010-09-13",5.35
"932","2010-09-14",5.45
"933","2010-09-15",5.59
"934","2010-09-16",5.58
"935","2010-09-17",5.66
"936","2010-09-20",5.63
"937","2010-09-21",5.5
"938","2010-09-22",5.51
"939","2010-09-23",5.48
"940","2010-09-24",5.65
"941","2010-09-27",5.53
"942","2010-09-28",5.56
"943","2010-09-29",5.59
"944","2010-09-30",5.56
"945","2010-10-01",5.53
"946","2010-10-04",5.52
"947","2010-10-05",5.67
"948","2010-10-06",5.61
"949","2010-10-07",5.56
"950","2010-10-08",5.66
"951","2010-10-11",5.57
"952","2010-10-12",5.53
"953","2010-10-13",5.68
"954","2010-10-14",5.64
"955","2010-10-15",5.45
"956","2010-10-18",5.65
"957","2010-10-19",5.47
"958","2010-10-20",5.51
"959","2010-10-21",5.51
"960","2010-10-22",5.49
"961","2010-10-25",5.49
"962","2010-10-26",5.43
"963","2010-10-27",5.45
"964","2010-10-28",5.44
"965","2010-10-29",5.39
"966","2010-11-01",5.34
"967","2010-11-02",5.48
"968","2010-11-03",5.55
"969","2010-11-04",5.73
"970","2010-11-05",5.8
"971","2010-11-08",5.72
"972","2010-11-09",5.61
"973","2010-11-10",5.81
"974","2010-11-11",5.72
"975","2010-11-12",5.68
"976","2010-11-15",5.75
"977","2010-11-16",5.69
"978","2010-11-17",5.63
"979","2010-11-18",5.68
"980","2010-11-19",5.65
"981","2010-11-22",5.6
"982","2010-11-23",5.6
"983","2010-11-24",5.72
"984","2010-11-26",5.65
"985","2010-11-29",5.68
"986","2010-11-30",5.63
"987","2010-12-01",5.71
"988","2010-12-02",5.78
"989","2010-12-03",5.82
"990","2010-12-06",5.76
"991","2010-12-07",5.78
"992","2010-12-08",5.92
"993","2010-12-09",5.99
"994","2010-12-10",6.07
"995","2010-12-13",6.02
"996","2010-12-14",6.11
"997","2010-12-15",6.09
"998","2010-12-16",6.13
"999","2010-12-17",6.13
"1000","2010-12-20",6.16
