"","date","KLXE"
"1","2018-08-29",135.449997
"2","2018-08-30",142.199997
"3","2018-08-31",142.800003
"4","2018-09-04",143.050003
"5","2018-09-05",142.949997
"6","2018-09-06",142.149994
"7","2018-09-07",142.199997
"8","2018-09-10",138.5
"9","2018-09-11",135
"10","2018-09-12",136.699997
"11","2018-09-13",135.550003
"12","2018-09-14",144.5
"13","2018-09-17",149.949997
"14","2018-09-18",147.100006
"15","2018-09-19",144.300003
"16","2018-09-20",144.649994
"17","2018-09-21",146.649994
"18","2018-09-24",143.949997
"19","2018-09-25",151.800003
"20","2018-09-26",153.600006
"21","2018-09-27",160.25
"22","2018-09-28",160.050003
"23","2018-10-01",154.600006
"24","2018-10-02",160
"25","2018-10-03",164.800003
"26","2018-10-04",164.399994
"27","2018-10-05",163.649994
"28","2018-10-08",168.800003
"29","2018-10-09",172.449997
"30","2018-10-10",172.300003
"31","2018-10-11",171.850006
"32","2018-10-12",165.550003
"33","2018-10-15",167.649994
"34","2018-10-16",170
"35","2018-10-17",165.699997
"36","2018-10-18",159.899994
"37","2018-10-19",161.399994
"38","2018-10-22",171
"39","2018-10-23",168.050003
"40","2018-10-24",163.050003
"41","2018-10-25",155.949997
"42","2018-10-26",151.5
"43","2018-10-29",143.149994
"44","2018-10-30",142.699997
"45","2018-10-31",144.449997
"46","2018-11-01",144.399994
"47","2018-11-02",143.149994
"48","2018-11-05",144.899994
"49","2018-11-06",145.149994
"50","2018-11-07",146.949997
"51","2018-11-08",148.800003
"52","2018-11-09",148.5
"53","2018-11-12",149.199997
"54","2018-11-13",145.350006
"55","2018-11-14",142.649994
"56","2018-11-15",142.850006
"57","2018-11-16",141.949997
"58","2018-11-19",132.649994
"59","2018-11-20",122.300003
"60","2018-11-21",120.449997
"61","2018-11-23",115.199997
"62","2018-11-26",108.75
"63","2018-11-27",102.550003
"64","2018-11-28",102.300003
"65","2018-11-29",100.800003
"66","2018-11-30",100.949997
"67","2018-12-03",104.900002
"68","2018-12-04",99
"69","2018-12-06",126.150002
"70","2018-12-07",123.400002
"71","2018-12-10",124.699997
"72","2018-12-11",125.099998
"73","2018-12-12",122.400002
"74","2018-12-13",118.599998
"75","2018-12-14",118.800003
"76","2018-12-17",123.699997
"77","2018-12-18",125.150002
"78","2018-12-19",122.699997
"79","2018-12-20",123
"80","2018-12-21",112.949997
"81","2018-12-24",107.5
"82","2018-12-26",117.25
"83","2018-12-27",119
"84","2018-12-28",124.5
"85","2018-12-31",117.25
"86","2019-01-02",122.25
"87","2019-01-03",116.25
"88","2019-01-04",121.650002
"89","2019-01-07",130.949997
"90","2019-01-08",128.199997
"91","2019-01-09",130.25
"92","2019-01-10",135
"93","2019-01-11",140.5
"94","2019-01-14",136.300003
"95","2019-01-15",137.350006
"96","2019-01-16",140
"97","2019-01-17",141.899994
"98","2019-01-18",139.850006
"99","2019-01-22",135.050003
"100","2019-01-23",135
"101","2019-01-24",135
"102","2019-01-25",137.25
"103","2019-01-28",127.75
"104","2019-01-29",125.25
"105","2019-01-30",127.75
"106","2019-01-31",130.300003
"107","2019-02-01",137.850006
"108","2019-02-04",140
"109","2019-02-05",138.350006
"110","2019-02-06",138.800003
"111","2019-02-07",133.25
"112","2019-02-08",134.5
"113","2019-02-11",136.149994
"114","2019-02-12",136
"115","2019-02-13",140.25
"116","2019-02-14",143.149994
"117","2019-02-15",142.100006
"118","2019-02-19",143.649994
"119","2019-02-20",147.699997
"120","2019-02-21",144.449997
"121","2019-02-22",143.300003
"122","2019-02-25",146.899994
"123","2019-02-26",150
"124","2019-02-27",141.199997
"125","2019-02-28",131.800003
"126","2019-03-01",130.75
"127","2019-03-04",130.899994
"128","2019-03-05",125.400002
"129","2019-03-06",122.5
"130","2019-03-07",114.900002
"131","2019-03-08",117.5
"132","2019-03-11",124
"133","2019-03-12",129.100006
"134","2019-03-13",129.5
"135","2019-03-14",123.5
"136","2019-03-15",123.25
"137","2019-03-18",123.400002
"138","2019-03-19",127.599998
"139","2019-03-20",131.149994
"140","2019-03-21",132.949997
"141","2019-03-22",124.25
"142","2019-03-25",127.949997
"143","2019-03-26",128.5
"144","2019-03-27",125.900002
"145","2019-03-28",125.900002
"146","2019-03-29",125.699997
"147","2019-04-01",131.899994
"148","2019-04-02",128.300003
"149","2019-04-03",128.25
"150","2019-04-04",134.149994
"151","2019-04-05",133.600006
"152","2019-04-08",138.5
"153","2019-04-09",137.149994
"154","2019-04-10",141.949997
"155","2019-04-11",141.300003
"156","2019-04-12",142.800003
"157","2019-04-15",144.899994
"158","2019-04-16",142.850006
"159","2019-04-17",143.649994
"160","2019-04-18",138.449997
"161","2019-04-22",146.199997
"162","2019-04-23",147.050003
"163","2019-04-24",140.600006
"164","2019-04-25",136.100006
"165","2019-04-26",141.350006
"166","2019-04-29",141.800003
"167","2019-04-30",140.25
"168","2019-05-01",138.199997
"169","2019-05-02",134.25
"170","2019-05-03",136.199997
"171","2019-05-06",136.550003
"172","2019-05-07",133.199997
"173","2019-05-08",131.399994
"174","2019-05-09",129.550003
"175","2019-05-10",128.899994
"176","2019-05-13",123.300003
"177","2019-05-14",128.449997
"178","2019-05-15",129.399994
"179","2019-05-16",132.149994
"180","2019-05-17",127.650002
"181","2019-05-20",122.550003
"182","2019-05-21",124.849998
"183","2019-05-22",117.5
"184","2019-05-23",113.400002
"185","2019-05-24",113.349998
"186","2019-05-28",111.25
"187","2019-05-29",111.599998
"188","2019-05-30",103.650002
"189","2019-05-31",98.5
"190","2019-06-03",103.800003
"191","2019-06-04",107.650002
"192","2019-06-05",100.050003
"193","2019-06-06",98.900002
"194","2019-06-07",100.949997
"195","2019-06-10",98.25
"196","2019-06-11",98.849998
"197","2019-06-12",97.099998
"198","2019-06-13",102.650002
"199","2019-06-14",95.449997
"200","2019-06-17",96.550003
"201","2019-06-18",101.699997
"202","2019-06-19",101.400002
"203","2019-06-20",104.849998
"204","2019-06-21",104.199997
"205","2019-06-24",98.150002
"206","2019-06-25",95.400002
"207","2019-06-26",96.949997
"208","2019-06-27",98.5
"209","2019-06-28",102.150002
"210","2019-07-01",103.849998
"211","2019-07-02",97.849998
"212","2019-07-03",96
"213","2019-07-05",96.099998
"214","2019-07-08",93.349998
"215","2019-07-09",94.199997
"216","2019-07-10",94.75
"217","2019-07-11",93.699997
"218","2019-07-12",93.949997
"219","2019-07-15",91.849998
"220","2019-07-16",90.5
"221","2019-07-17",86.550003
"222","2019-07-18",85.849998
"223","2019-07-19",86.349998
"224","2019-07-22",88.949997
"225","2019-07-23",89
"226","2019-07-24",90
"227","2019-07-25",82.099998
"228","2019-07-26",80.349998
"229","2019-07-29",77.050003
"230","2019-07-30",78.650002
"231","2019-07-31",78.599998
"232","2019-08-01",68.099998
"233","2019-08-02",66.349998
"234","2019-08-05",63.549999
"235","2019-08-06",64.400002
"236","2019-08-07",61.400002
"237","2019-08-08",59.900002
"238","2019-08-09",58.200001
"239","2019-08-12",61.950001
"240","2019-08-13",62.799999
"241","2019-08-14",58.849998
"242","2019-08-15",58.599998
"243","2019-08-16",61.799999
"244","2019-08-19",61.900002
"245","2019-08-20",58.400002
"246","2019-08-21",59.700001
"247","2019-08-22",54.549999
"248","2019-08-23",52.25
"249","2019-08-26",48.950001
"250","2019-08-27",47.900002
"251","2019-08-28",51.099998
"252","2019-08-29",52.549999
"253","2019-08-30",50.150002
"254","2019-09-03",48.900002
"255","2019-09-04",49.25
"256","2019-09-05",53.25
"257","2019-09-06",51.950001
"258","2019-09-09",52.950001
"259","2019-09-10",58.549999
"260","2019-09-11",59.5
"261","2019-09-12",55.75
"262","2019-09-13",53.849998
"263","2019-09-16",57.400002
"264","2019-09-17",53.049999
"265","2019-09-18",49.549999
"266","2019-09-19",48.099998
"267","2019-09-20",48
"268","2019-09-23",48.150002
"269","2019-09-24",46.700001
"270","2019-09-25",46.450001
"271","2019-09-26",45.25
"272","2019-09-27",44.549999
"273","2019-09-30",43.25
"274","2019-10-01",42.700001
"275","2019-10-02",42.349998
"276","2019-10-03",43.200001
"277","2019-10-04",43.650002
"278","2019-10-07",43.650002
"279","2019-10-08",42.650002
"280","2019-10-09",42.599998
"281","2019-10-10",41.549999
"282","2019-10-11",43.049999
"283","2019-10-14",43.950001
"284","2019-10-15",42.900002
"285","2019-10-16",42.299999
"286","2019-10-17",42.099998
"287","2019-10-18",41.650002
"288","2019-10-21",42.799999
"289","2019-10-22",43.950001
"290","2019-10-23",44.25
"291","2019-10-24",42.75
"292","2019-10-25",43.599998
"293","2019-10-28",43.5
"294","2019-10-29",44.25
"295","2019-10-30",41.25
"296","2019-10-31",39.700001
"297","2019-11-01",39.849998
"298","2019-11-04",47.950001
"299","2019-11-05",48.549999
"300","2019-11-06",45.049999
"301","2019-11-07",46.650002
"302","2019-11-08",48.799999
"303","2019-11-11",48.349998
"304","2019-11-12",48.25
"305","2019-11-13",42.900002
"306","2019-11-14",39.5
"307","2019-11-15",39.650002
"308","2019-11-18",36.849998
"309","2019-11-19",27.15
"310","2019-11-20",26.15
"311","2019-11-21",28.35
"312","2019-11-22",27.549999
"313","2019-11-25",27.9
"314","2019-11-26",26.85
"315","2019-11-27",26.65
"316","2019-11-29",28.25
"317","2019-12-02",27.6
"318","2019-12-03",26.4
"319","2019-12-04",26.4
"320","2019-12-05",21.15
"321","2019-12-06",27.65
"322","2019-12-09",29.9
"323","2019-12-10",34.799999
"324","2019-12-11",32.049999
"325","2019-12-12",32.700001
"326","2019-12-13",32.400002
"327","2019-12-16",32
"328","2019-12-17",33.650002
"329","2019-12-18",34.25
"330","2019-12-19",34.5
"331","2019-12-20",30.6
"332","2019-12-23",31
"333","2019-12-24",31.549999
"334","2019-12-26",31.25
"335","2019-12-27",30.4
"336","2019-12-30",31.049999
"337","2019-12-31",32.200001
"338","2020-01-02",28.65
"339","2020-01-03",27.5
"340","2020-01-06",31.549999
"341","2020-01-07",30.700001
"342","2020-01-08",29.35
"343","2020-01-09",29.950001
"344","2020-01-10",29.9
"345","2020-01-13",28.85
"346","2020-01-14",28.65
"347","2020-01-15",27.85
"348","2020-01-16",27.35
"349","2020-01-17",26.5
"350","2020-01-21",24.15
"351","2020-01-22",24.049999
"352","2020-01-23",24.15
"353","2020-01-24",23.049999
"354","2020-01-27",21.6
"355","2020-01-28",21.950001
"356","2020-01-29",19.75
"357","2020-01-30",19.450001
"358","2020-01-31",20.200001
"359","2020-02-03",19.25
"360","2020-02-04",18.6
"361","2020-02-05",21.65
"362","2020-02-06",19.25
"363","2020-02-07",18.950001
"364","2020-02-10",17.25
"365","2020-02-11",16.9
"366","2020-02-12",17.299999
"367","2020-02-13",16.25
"368","2020-02-14",16.700001
"369","2020-02-18",16.950001
"370","2020-02-19",16.15
"371","2020-02-20",15.6
"372","2020-02-21",14.65
"373","2020-02-24",14.4
"374","2020-02-25",14.75
"375","2020-02-26",13.55
"376","2020-02-27",12
