"","date","IGT"
"1","2007-01-03",46.290001
"2","2007-01-04",46.139999
"3","2007-01-05",45.709999
"4","2007-01-08",45.889999
"5","2007-01-09",46.77
"6","2007-01-10",47.43
"7","2007-01-11",47.959999
"8","2007-01-12",48
"9","2007-01-16",48.259998
"10","2007-01-17",47.18
"11","2007-01-18",46.099998
"12","2007-01-19",46.490002
"13","2007-01-22",46.599998
"14","2007-01-23",46.529999
"15","2007-01-24",47.360001
"16","2007-01-25",46.200001
"17","2007-01-26",45.349998
"18","2007-01-29",44.099998
"19","2007-01-30",44.580002
"20","2007-01-31",43.459999
"21","2007-02-01",44.32
"22","2007-02-02",43.939999
"23","2007-02-05",44.34
"24","2007-02-06",44.02
"25","2007-02-07",43.709999
"26","2007-02-08",44.009998
"27","2007-02-09",43.380001
"28","2007-02-12",42.209999
"29","2007-02-13",41.990002
"30","2007-02-14",42.189999
"31","2007-02-15",42.779999
"32","2007-02-16",42.939999
"33","2007-02-20",43.580002
"34","2007-02-21",44.389999
"35","2007-02-22",44.380001
"36","2007-02-23",43.66
"37","2007-02-26",42.720001
"38","2007-02-27",40.790001
"39","2007-02-28",41.259998
"40","2007-03-01",40.959999
"41","2007-03-02",40.450001
"42","2007-03-05",38.990002
"43","2007-03-06",39.950001
"44","2007-03-07",39.77
"45","2007-03-08",40.189999
"46","2007-03-09",39.82
"47","2007-03-12",38.970001
"48","2007-03-13",38.779999
"49","2007-03-14",38.52
"50","2007-03-15",39.09
"51","2007-03-16",39.080002
"52","2007-03-19",39.790001
"53","2007-03-20",39.939999
"54","2007-03-21",40.740002
"55","2007-03-22",40.419998
"56","2007-03-23",40.950001
"57","2007-03-26",40.720001
"58","2007-03-27",39.959999
"59","2007-03-28",40.130001
"60","2007-03-29",40.599998
"61","2007-03-30",40.380001
"62","2007-04-02",40.009998
"63","2007-04-03",39.669998
"64","2007-04-04",39.77
"65","2007-04-05",40.610001
"66","2007-04-09",40.380001
"67","2007-04-10",39.849998
"68","2007-04-11",39.09
"69","2007-04-12",39.43
"70","2007-04-13",39.82
"71","2007-04-16",40.25
"72","2007-04-17",39.68
"73","2007-04-18",39.700001
"74","2007-04-19",39.299999
"75","2007-04-20",40
"76","2007-04-23",38.48
"77","2007-04-24",39.299999
"78","2007-04-25",39.200001
"79","2007-04-26",39.200001
"80","2007-04-27",38.970001
"81","2007-04-30",38.139999
"82","2007-05-01",38.049999
"83","2007-05-02",40.330002
"84","2007-05-03",40.060001
"85","2007-05-04",40.77
"86","2007-05-07",40.080002
"87","2007-05-08",39.830002
"88","2007-05-09",40.25
"89","2007-05-10",39
"90","2007-05-11",38.91
"91","2007-05-14",38.560001
"92","2007-05-15",38.07
"93","2007-05-16",38.259998
"94","2007-05-17",37.880001
"95","2007-05-18",40.619999
"96","2007-05-21",40.049999
"97","2007-05-22",40.950001
"98","2007-05-23",41.400002
"99","2007-05-24",40.599998
"100","2007-05-25",40.810001
"101","2007-05-29",40.580002
"102","2007-05-30",40.189999
"103","2007-05-31",40.189999
"104","2007-06-01",40.419998
"105","2007-06-04",41.450001
"106","2007-06-05",41.59
"107","2007-06-06",40.849998
"108","2007-06-07",39.630001
"109","2007-06-08",39.639999
"110","2007-06-11",39.18
"111","2007-06-12",38.66
"112","2007-06-13",38.849998
"113","2007-06-14",39
"114","2007-06-15",39.18
"115","2007-06-18",39.18
"116","2007-06-19",39.240002
"117","2007-06-20",38.810001
"118","2007-06-21",38.990002
"119","2007-06-22",38.73
"120","2007-06-25",38.869999
"121","2007-06-26",39.009998
"122","2007-06-27",39.389999
"123","2007-06-28",39.599998
"124","2007-06-29",39.700001
"125","2007-07-02",40.189999
"126","2007-07-03",40.07
"127","2007-07-05",40.18
"128","2007-07-06",40.299999
"129","2007-07-09",40.27
"130","2007-07-10",39.290001
"131","2007-07-11",38.630001
"132","2007-07-12",37.049999
"133","2007-07-13",37.68
"134","2007-07-16",37.349998
"135","2007-07-17",36.939999
"136","2007-07-18",37.369999
"137","2007-07-19",38.09
"138","2007-07-20",37.009998
"139","2007-07-23",37.23
"140","2007-07-24",37.009998
"141","2007-07-25",36.84
"142","2007-07-26",36.259998
"143","2007-07-27",35.5
"144","2007-07-30",35.720001
"145","2007-07-31",35.32
"146","2007-08-01",35.84
"147","2007-08-02",35.439999
"148","2007-08-03",34.209999
"149","2007-08-06",34.299999
"150","2007-08-07",34.580002
"151","2007-08-08",35.41
"152","2007-08-09",34.490002
"153","2007-08-10",35.450001
"154","2007-08-13",35.169998
"155","2007-08-14",34.939999
"156","2007-08-15",34.450001
"157","2007-08-16",34.41
"158","2007-08-17",34.91
"159","2007-08-20",35.240002
"160","2007-08-21",35.470001
"161","2007-08-22",36.360001
"162","2007-08-23",35.650002
"163","2007-08-24",36.360001
"164","2007-08-27",36.209999
"165","2007-08-28",35.77
"166","2007-08-29",37.330002
"167","2007-08-30",38.25
"168","2007-08-31",38.169998
"169","2007-09-04",38.939999
"170","2007-09-05",39.060001
"171","2007-09-06",38.970001
"172","2007-09-07",38.25
"173","2007-09-10",38.830002
"174","2007-09-11",39.639999
"175","2007-09-12",40.919998
"176","2007-09-13",41.150002
"177","2007-09-14",41.360001
"178","2007-09-17",41.23
"179","2007-09-18",42.459999
"180","2007-09-19",42.52
"181","2007-09-20",42.549999
"182","2007-09-21",42.549999
"183","2007-09-24",41.860001
"184","2007-09-25",41.889999
"185","2007-09-26",42.560001
"186","2007-09-27",42.52
"187","2007-09-28",43.099998
"188","2007-10-01",43.599998
"189","2007-10-02",43.450001
"190","2007-10-03",43.110001
"191","2007-10-04",43.830002
"192","2007-10-05",44.099998
"193","2007-10-08",43.959999
"194","2007-10-09",43.790001
"195","2007-10-10",43.950001
"196","2007-10-11",43.049999
"197","2007-10-12",43.830002
"198","2007-10-15",42.639999
"199","2007-10-16",42.599998
"200","2007-10-17",42.91
"201","2007-10-18",43.830002
"202","2007-10-19",42.400002
