"","date","DSX"
"1","2007-01-03",16.16
"2","2007-01-04",16.49
"3","2007-01-05",16.280001
"4","2007-01-08",16.280001
"5","2007-01-09",16.4
"6","2007-01-10",16.690001
"7","2007-01-11",16.469999
"8","2007-01-12",16.75
"9","2007-01-16",16.75
"10","2007-01-17",16.75
"11","2007-01-18",16.5
"12","2007-01-19",16.73
"13","2007-01-22",16.59
"14","2007-01-23",16.959999
"15","2007-01-24",16.120001
"16","2007-01-25",16.07
"17","2007-01-26",15.96
"18","2007-01-29",16.07
"19","2007-01-30",15.97
"20","2007-01-31",15.79
"21","2007-02-01",16.24
"22","2007-02-02",16.42
"23","2007-02-05",16.84
"24","2007-02-06",16.77
"25","2007-02-07",16.67
"26","2007-02-08",16.75
"27","2007-02-09",17
"28","2007-02-12",17.469999
"29","2007-02-13",18.129999
"30","2007-02-14",18.23
"31","2007-02-15",18.24
"32","2007-02-16",18.469999
"33","2007-02-20",18.52
"34","2007-02-21",18.98
"35","2007-02-22",20.129999
"36","2007-02-23",20.290001
"37","2007-02-26",20.309999
"38","2007-02-27",18.75
"39","2007-02-28",19.120001
"40","2007-03-01",18.950001
"41","2007-03-02",18.629999
"42","2007-03-05",17.92
"43","2007-03-06",18.43
"44","2007-03-07",18.450001
"45","2007-03-08",19.18
"46","2007-03-09",18.98
"47","2007-03-12",19.33
"48","2007-03-13",19.01
"49","2007-03-14",18.93
"50","2007-03-15",18.870001
"51","2007-03-16",19.07
"52","2007-03-19",18.42
"53","2007-03-20",18.92
"54","2007-03-21",19.15
"55","2007-03-22",19.74
"56","2007-03-23",19.469999
"57","2007-03-26",19.18
"58","2007-03-27",18.75
"59","2007-03-28",18.059999
"60","2007-03-29",17.24
"61","2007-03-30",17.610001
"62","2007-04-02",17.950001
"63","2007-04-03",18.139999
"64","2007-04-04",18.040001
"65","2007-04-05",18.360001
"66","2007-04-09",18.389999
"67","2007-04-10",18.26
"68","2007-04-11",18.09
"69","2007-04-12",18.48
"70","2007-04-13",18.82
"71","2007-04-16",18.969999
"72","2007-04-17",19
"73","2007-04-18",19.27
"74","2007-04-19",19.280001
"75","2007-04-20",19.77
"76","2007-04-23",19.870001
"77","2007-04-24",19.879999
"78","2007-04-25",20.17
"79","2007-04-26",20.440001
"80","2007-04-27",20.49
"81","2007-04-30",20.25
"82","2007-05-01",19.99
"83","2007-05-02",19.950001
"84","2007-05-03",20.49
"85","2007-05-04",20.74
"86","2007-05-07",21.48
"87","2007-05-08",21.92
"88","2007-05-09",22.42
"89","2007-05-10",22.5
"90","2007-05-11",23
"91","2007-05-14",22.450001
"92","2007-05-15",22.5
"93","2007-05-16",22.530001
"94","2007-05-17",22.200001
"95","2007-05-18",21.129999
"96","2007-05-21",21.809999
"97","2007-05-22",21.969999
"98","2007-05-23",21.540001
"99","2007-05-24",20.620001
"100","2007-05-25",21.07
"101","2007-05-29",21.709999
"102","2007-05-30",22.280001
"103","2007-05-31",22.790001
"104","2007-06-01",23
"105","2007-06-04",22.889999
"106","2007-06-05",22.73
"107","2007-06-06",22.290001
"108","2007-06-07",21.299999
"109","2007-06-08",21.93
"110","2007-06-11",20.629999
"111","2007-06-12",20.360001
"112","2007-06-13",20.93
"113","2007-06-14",20.75
"114","2007-06-15",20.99
"115","2007-06-18",20.940001
"116","2007-06-19",20.790001
"117","2007-06-20",20.959999
"118","2007-06-21",21.299999
"119","2007-06-22",21.690001
"120","2007-06-25",21.940001
"121","2007-06-26",21.48
"122","2007-06-27",21.57
"123","2007-06-28",21.959999
"124","2007-06-29",22.4
"125","2007-07-02",22.469999
"126","2007-07-03",22.91
"127","2007-07-05",23.4
"128","2007-07-06",23.24
"129","2007-07-09",24.370001
"130","2007-07-10",24.66
"131","2007-07-11",25.620001
"132","2007-07-12",25.74
"133","2007-07-13",26
"134","2007-07-16",25.040001
"135","2007-07-17",26.549999
"136","2007-07-18",28.110001
"137","2007-07-19",29
"138","2007-07-20",28.51
"139","2007-07-23",29.24
"140","2007-07-24",27.940001
"141","2007-07-25",27.43
"142","2007-07-26",26.07
"143","2007-07-27",26.18
"144","2007-07-30",27.25
"145","2007-07-31",28.049999
"146","2007-08-01",26.65
"147","2007-08-02",27.059999
"148","2007-08-03",26.16
"149","2007-08-06",25.15
"150","2007-08-07",26.51
"151","2007-08-08",27.1
"152","2007-08-09",25.49
"153","2007-08-10",24.83
"154","2007-08-13",25.870001
"155","2007-08-14",24.639999
"156","2007-08-15",22.91
"157","2007-08-16",21.620001
"158","2007-08-17",23.02
"159","2007-08-20",23.08
"160","2007-08-21",23.34
"161","2007-08-22",25.48
"162","2007-08-23",25.219999
"163","2007-08-24",25.5
"164","2007-08-27",25.360001
"165","2007-08-28",24.129999
"166","2007-08-29",25.77
"167","2007-08-30",26.09
"168","2007-08-31",26.549999
"169","2007-09-04",27.77
"170","2007-09-05",27.98
"171","2007-09-06",28.120001
"172","2007-09-07",26.82
"173","2007-09-10",26.5
"174","2007-09-11",26.67
"175","2007-09-12",25.35
"176","2007-09-13",25.299999
"177","2007-09-14",25.049999
"178","2007-09-17",25.219999
"179","2007-09-18",25.9
"180","2007-09-19",25.379999
"181","2007-09-20",25.15
"182","2007-09-21",26.77
"183","2007-09-24",27.440001
"184","2007-09-25",28.57
"185","2007-09-26",27.370001
"186","2007-09-27",28.620001
"187","2007-09-28",28.5
"188","2007-10-01",30.559999
"189","2007-10-02",30.799999
"190","2007-10-03",29.68
"191","2007-10-04",30.42
"192","2007-10-05",30.799999
"193","2007-10-08",31.52
"194","2007-10-09",32.810001
"195","2007-10-10",34.540001
"196","2007-10-11",32.549999
"197","2007-10-12",33
"198","2007-10-15",33.75
"199","2007-10-16",33.529999
"200","2007-10-17",34.459999
"201","2007-10-18",38.18
"202","2007-10-19",37.419998
"203","2007-10-22",36.52
"204","2007-10-23",39.860001
"205","2007-10-24",39.380001
"206","2007-10-25",39.91
"207","2007-10-26",42.119999
"208","2007-10-29",44.82
"209","2007-10-30",39.25
"210","2007-10-31",42.799999
"211","2007-11-01",42.689999
"212","2007-11-02",42.919998
"213","2007-11-05",38.919998
"214","2007-11-06",38.110001
"215","2007-11-07",34.400002
"216","2007-11-08",32.82
"217","2007-11-09",31.17
"218","2007-11-12",28.040001
"219","2007-11-13",33.25
"220","2007-11-14",31.5
"221","2007-11-15",30.73
"222","2007-11-16",30.65
"223","2007-11-19",30.190001
"224","2007-11-20",28.83
"225","2007-11-21",27.940001
"226","2007-11-23",28.799999
"227","2007-11-26",28
"228","2007-11-27",28.870001
"229","2007-11-28",31.700001
