"","date","KL"
"269","2017-12-26",15.04
"270","2017-12-27",15.16
"271","2017-12-28",15.25
"272","2017-12-29",15.36
"273","2018-01-02",16.049999
"274","2018-01-03",16.07
"275","2018-01-04",16.33
"276","2018-01-05",16.52
"277","2018-01-08",16.25
"278","2018-01-09",15.88
"279","2018-01-10",16.030001
"280","2018-01-11",15.92
"281","2018-01-12",16.120001
"282","2018-01-16",16.74
"283","2018-01-17",16.690001
"284","2018-01-18",16.040001
"285","2018-01-19",15.93
"286","2018-01-22",15.68
"287","2018-01-23",16.190001
"288","2018-01-24",16.129999
"289","2018-01-25",15.6
"290","2018-01-26",15.73
"291","2018-01-29",14.93
"292","2018-01-30",14.82
"293","2018-01-31",15.09
"294","2018-02-01",15.24
"295","2018-02-02",14.24
"296","2018-02-05",14.05
"297","2018-02-06",13.5
"298","2018-02-07",13.84
"299","2018-02-08",13.91
"300","2018-02-09",13.29
"301","2018-02-12",13.65
"302","2018-02-13",13.83
"303","2018-02-14",15.04
"304","2018-02-15",15.24
"305","2018-02-16",14.86
"306","2018-02-20",14.19
"307","2018-02-21",15.37
"308","2018-02-22",15.91
"309","2018-02-23",15.6
"310","2018-02-26",16.049999
"311","2018-02-27",16.07
"312","2018-02-28",15.72
"313","2018-03-01",15.84
"314","2018-03-02",15.8
"315","2018-03-05",15.65
"316","2018-03-06",16.15
"317","2018-03-07",15.75
"318","2018-03-08",15.64
"319","2018-03-09",15.57
"320","2018-03-12",15.63
"321","2018-03-13",15.71
"322","2018-03-14",15.48
"323","2018-03-15",14.96
"324","2018-03-16",14.68
"325","2018-03-19",14.98
"326","2018-03-20",15.02
"327","2018-03-21",15.7
"328","2018-03-22",15.18
"329","2018-03-23",15.76
"330","2018-03-26",15.76
"331","2018-03-27",15.52
"332","2018-03-28",15.1
"333","2018-03-29",15.46
"334","2018-04-02",15.61
"335","2018-04-03",15.11
"336","2018-04-04",15.08
"337","2018-04-05",15.15
"338","2018-04-06",15.59
"339","2018-04-09",15.79
"340","2018-04-10",16.16
"341","2018-04-11",17.309999
"342","2018-04-12",17.09
"343","2018-04-13",17.040001
"344","2018-04-16",16.98
"345","2018-04-17",17.049999
"346","2018-04-18",17.15
"347","2018-04-19",16.99
"348","2018-04-20",16.719999
"349","2018-04-23",15.99
"350","2018-04-24",16.280001
"351","2018-04-25",16.030001
"352","2018-04-26",16.57
"353","2018-04-27",17.23
"354","2018-04-30",17.450001
"355","2018-05-01",17.92
"356","2018-05-02",17.889999
"357","2018-05-03",18.07
"358","2018-05-04",18.690001
"359","2018-05-07",18.940001
"360","2018-05-08",18.889999
"361","2018-05-09",18.940001
"362","2018-05-10",19.57
"363","2018-05-11",19.450001
"364","2018-05-14",19.15
"365","2018-05-15",18.950001
"366","2018-05-16",19.280001
"367","2018-05-17",19.309999
"368","2018-05-18",19.540001
"369","2018-05-21",19.559999
"370","2018-05-22",18.860001
"371","2018-05-23",19.07
"372","2018-05-24",18.91
"373","2018-05-25",18.540001
"374","2018-05-29",18.43
"375","2018-05-30",18.870001
"376","2018-05-31",18.370001
"377","2018-06-01",18.799999
"378","2018-06-04",18.709999
"379","2018-06-05",18.68
"380","2018-06-06",18.450001
"381","2018-06-07",18.620001
"382","2018-06-08",18.950001
"383","2018-06-11",19.200001
"384","2018-06-12",19.58
"385","2018-06-13",19.99
"386","2018-06-14",20.4
"387","2018-06-15",20.110001
"388","2018-06-18",20.030001
"389","2018-06-19",20.440001
"390","2018-06-20",19.709999
"391","2018-06-21",19.889999
"392","2018-06-22",20.290001
"393","2018-06-25",19.950001
"394","2018-06-26",20.25
"395","2018-06-27",20.41
"396","2018-06-28",20.379999
"397","2018-06-29",21.120001
"398","2018-07-02",20.950001
"399","2018-07-03",21.719999
"400","2018-07-05",22.040001
"401","2018-07-06",22.440001
"402","2018-07-09",22.24
"403","2018-07-10",22.32
"404","2018-07-11",21.969999
"405","2018-07-12",22.65
"406","2018-07-13",22.5
"407","2018-07-16",23.049999
"408","2018-07-17",22.610001
"409","2018-07-18",21.709999
"410","2018-07-19",21.809999
"411","2018-07-20",21.98
"412","2018-07-23",21.77
"413","2018-07-24",21.74
"414","2018-07-25",22.200001
"415","2018-07-26",21.67
"416","2018-07-27",21.73
"417","2018-07-30",21.639999
"418","2018-07-31",21.93
"419","2018-08-01",23.190001
"420","2018-08-02",23.1
"421","2018-08-03",23.280001
"422","2018-08-06",23.42
"423","2018-08-07",22.25
"424","2018-08-08",21.950001
"425","2018-08-09",22.120001
"426","2018-08-10",21.98
"427","2018-08-13",20.32
"428","2018-08-14",20.18
"429","2018-08-15",19.200001
"430","2018-08-16",18.84
"431","2018-08-17",19.74
"432","2018-08-20",19.450001
"433","2018-08-21",19.66
"434","2018-08-22",19.530001
"435","2018-08-23",18.92
"436","2018-08-24",19.530001
"437","2018-08-27",19.610001
"438","2018-08-28",19.129999
"439","2018-08-29",19.27
"440","2018-08-30",18.719999
"441","2018-08-31",18.66
"442","2018-09-04",18.540001
"443","2018-09-05",18.17
"444","2018-09-06",18.299999
"445","2018-09-07",18.41
"446","2018-09-10",18.120001
"447","2018-09-11",18.280001
"448","2018-09-12",19.1
"449","2018-09-13",19.190001
"450","2018-09-14",18.440001
"451","2018-09-17",18.200001
"452","2018-09-18",17.57
"453","2018-09-19",18.07
"454","2018-09-20",18.049999
"455","2018-09-21",18.58
"456","2018-09-24",18.52
"457","2018-09-25",19.42
"458","2018-09-26",18.92
"459","2018-09-27",18.790001
"460","2018-09-28",18.99
"461","2018-10-01",18.84
"462","2018-10-02",20.1
"463","2018-10-03",19.49
"464","2018-10-04",19.26
"465","2018-10-05",19.280001
"466","2018-10-08",18.76
"467","2018-10-09",18.799999
"468","2018-10-10",18.93
"469","2018-10-11",21.059999
"470","2018-10-12",21.139999
"471","2018-10-15",21.030001
"472","2018-10-16",21.59
"473","2018-10-17",21.450001
"474","2018-10-18",21.780001
"475","2018-10-19",21.639999
"476","2018-10-22",21.459999
"477","2018-10-23",20.99
"478","2018-10-24",20.620001
"479","2018-10-25",19.719999
"480","2018-10-26",20.139999
"481","2018-10-29",19.52
"482","2018-10-30",19.549999
"483","2018-10-31",19.559999
"484","2018-11-01",19.969999
"485","2018-11-02",20.24
"486","2018-11-05",20.129999
"487","2018-11-06",20.09
"488","2018-11-07",19.559999
"489","2018-11-08",19.41
"490","2018-11-09",18.940001
"491","2018-11-12",18.82
"492","2018-11-13",18.41
"493","2018-11-14",18.68
"494","2018-11-15",18.67
"495","2018-11-16",18.969999
"496","2018-11-19",19.040001
"497","2018-11-20",18.9
"498","2018-11-21",19.43
"499","2018-11-23",19.549999
"500","2018-11-26",19.41
"501","2018-11-27",19.209999
"502","2018-11-28",20.23
"503","2018-11-29",20.41
"504","2018-11-30",20.780001
"505","2018-12-03",21.76
"506","2018-12-04",22.07
"507","2018-12-06",22.5
"508","2018-12-07",23.370001
"509","2018-12-10",23.799999
"510","2018-12-11",24.34
"511","2018-12-12",24.469999
"512","2018-12-13",24.99
"513","2018-12-14",23.73
"514","2018-12-17",24.26
"515","2018-12-18",25.389999
"516","2018-12-19",24.040001
"517","2018-12-20",24.92
"518","2018-12-21",24.809999
"519","2018-12-24",25.52
"520","2018-12-26",25.32
"521","2018-12-27",26.030001
"522","2018-12-28",25.25
"523","2018-12-31",26.09
"524","2019-01-02",26.09
"525","2019-01-03",26.74
"526","2019-01-04",25.950001
"527","2019-01-07",24.91
"528","2019-01-08",25.92
"529","2019-01-09",26.809999
"530","2019-01-10",26.65
"531","2019-01-11",26.51
"532","2019-01-14",27.01
"533","2019-01-15",26.5
"534","2019-01-16",26.639999
"535","2019-01-17",27.040001
"536","2019-01-18",26.34
"537","2019-01-22",27.639999
"538","2019-01-23",27.629999
"539","2019-01-24",28.1
"540","2019-01-25",29.23
"541","2019-01-28",30.23
"542","2019-01-29",30.32
"543","2019-01-30",31.32
"544","2019-01-31",32.169998
"545","2019-02-01",32.310001
"546","2019-02-04",32.32
"547","2019-02-05",33.130001
"548","2019-02-06",33.119999
"549","2019-02-07",32.599998
"550","2019-02-08",33.380001
"551","2019-02-11",32.810001
"552","2019-02-12",32.470001
"553","2019-02-13",32.529999
"554","2019-02-14",33.25
"555","2019-02-15",33.59
"556","2019-02-19",34.139999
"557","2019-02-20",33.419998
"558","2019-02-21",36.02
"559","2019-02-22",34.900002
"560","2019-02-25",36.189999
"561","2019-02-26",36.48
"562","2019-02-27",36.169998
"563","2019-02-28",36.650002
"564","2019-03-01",35.27
"565","2019-03-04",34.080002
"566","2019-03-05",34.380001
"567","2019-03-06",34.360001
"568","2019-03-07",34.650002
"569","2019-03-08",34.939999
"570","2019-03-11",34.799999
"571","2019-03-12",35.580002
"572","2019-03-13",35.540001
"573","2019-03-14",34.34
"574","2019-03-15",33.470001
"575","2019-03-18",32.77
"576","2019-03-19",32.93
"577","2019-03-20",33.16
"578","2019-03-21",33.439999
"579","2019-03-22",33.869999
"580","2019-03-25",33.09
"581","2019-03-26",33.279999
"582","2019-03-27",32.73
"583","2019-03-28",30.780001
"584","2019-03-29",30.41
"585","2019-04-01",29.629999
"586","2019-04-02",31.01
"587","2019-04-03",31.35
"588","2019-04-04",32.599998
"589","2019-04-05",32.27
"590","2019-04-08",32.419998
"591","2019-04-09",32.529999
"592","2019-04-10",31.690001
"593","2019-04-11",31.559999
"594","2019-04-12",31.620001
"595","2019-04-15",31.77
"596","2019-04-16",30.950001
"597","2019-04-17",31.690001
"598","2019-04-18",31.32
"599","2019-04-22",31.309999
"600","2019-04-23",31.1
"601","2019-04-24",32.080002
"602","2019-04-25",31.6
"603","2019-04-26",32.299999
"604","2019-04-29",31.66
"605","2019-04-30",32.32
"606","2019-05-01",31.700001
"607","2019-05-02",30.940001
"608","2019-05-03",31.01
"609","2019-05-06",30.9
"610","2019-05-07",32.799999
"611","2019-05-08",33.560001
"612","2019-05-09",33.389999
"613","2019-05-10",33.049999
"614","2019-05-13",35.169998
"615","2019-05-14",34.900002
"616","2019-05-15",33.68
"617","2019-05-16",33.310001
"618","2019-05-17",33.880001
"619","2019-05-20",34.439999
"620","2019-05-21",34.220001
"621","2019-05-22",33.459999
"622","2019-05-23",32.98
"623","2019-05-24",33.25
"624","2019-05-28",32.029999
"625","2019-05-29",31.91
"626","2019-05-30",32.540001
"627","2019-05-31",34.509998
"628","2019-06-03",36.380001
"629","2019-06-04",37.689999
"630","2019-06-05",37.84
"631","2019-06-06",38.290001
"632","2019-06-07",37.330002
"633","2019-06-10",37.610001
"634","2019-06-11",37.82
"635","2019-06-12",38.93
"636","2019-06-13",38.380001
"637","2019-06-14",38.150002
"638","2019-06-17",38.41
"639","2019-06-18",39.23
"640","2019-06-19",39.779999
"641","2019-06-20",41
"642","2019-06-21",41.48
"643","2019-06-24",42.990002
"644","2019-06-25",42.810001
"645","2019-06-26",42.869999
"646","2019-06-27",42.5
"647","2019-06-28",42.919998
"648","2019-07-01",41.509998
"649","2019-07-02",43.119999
"650","2019-07-03",42.639999
"651","2019-07-05",42.07
"652","2019-07-08",41.990002
"653","2019-07-09",41.529999
"654","2019-07-10",42.130001
"655","2019-07-11",42.459999
"656","2019-07-12",42.919998
"657","2019-07-15",44.34
"658","2019-07-16",44.060001
"659","2019-07-17",45.970001
"660","2019-07-18",46.540001
"661","2019-07-19",46.48
"662","2019-07-22",46.23
"663","2019-07-23",45.490002
"664","2019-07-24",45.400002
"665","2019-07-25",44.810001
"666","2019-07-26",44.529999
"667","2019-07-29",45.93
"668","2019-07-30",45.669998
"669","2019-07-31",41.290001
"670","2019-08-01",44.66
"671","2019-08-02",44.07
"672","2019-08-05",46.459999
"673","2019-08-06",46.75
"674","2019-08-07",46.720001
"675","2019-08-08",47.290001
"676","2019-08-09",46.029999
"677","2019-08-12",46.029999
"678","2019-08-13",45.77
"679","2019-08-14",45.400002
"680","2019-08-15",45.099998
"681","2019-08-16",44.139999
"682","2019-08-19",44.060001
"683","2019-08-20",45.5
"684","2019-08-21",45.599998
"685","2019-08-22",45.490002
"686","2019-08-23",47.32
"687","2019-08-26",47.68
"688","2019-08-27",49.990002
"689","2019-08-28",49.91
"690","2019-08-29",48.099998
"691","2019-08-30",48.759998
"692","2019-09-03",49.939999
"693","2019-09-04",51.040001
"694","2019-09-05",48.279999
"695","2019-09-06",47.34
"696","2019-09-09",46.799999
"697","2019-09-10",44.52
"698","2019-09-11",44.400002
"699","2019-09-12",43.860001
"700","2019-09-13",42.380001
"701","2019-09-16",44.279999
"702","2019-09-17",46.209999
"703","2019-09-18",45.98
"704","2019-09-19",47.209999
"705","2019-09-20",47.220001
"706","2019-09-23",49.639999
"707","2019-09-24",49.450001
"708","2019-09-25",47.619999
"709","2019-09-26",47.389999
"710","2019-09-27",45.43
"711","2019-09-30",44.799999
"712","2019-10-01",44.939999
"713","2019-10-02",46.470001
"714","2019-10-03",45.939999
"715","2019-10-04",46.639999
"716","2019-10-07",46.200001
"717","2019-10-08",47.549999
"718","2019-10-09",47.639999
"719","2019-10-10",46.119999
"720","2019-10-11",44.73
"721","2019-10-14",44.610001
"722","2019-10-15",43.830002
"723","2019-10-16",44.18
"724","2019-10-17",44.669998
"725","2019-10-18",44.759998
"726","2019-10-21",43.810001
"727","2019-10-22",43.939999
"728","2019-10-23",44
"729","2019-10-24",46.189999
"730","2019-10-25",45.720001
"731","2019-10-28",44.59
"732","2019-10-29",44.02
"733","2019-10-30",45.130001
"734","2019-10-31",46.950001
"735","2019-11-01",45.990002
"736","2019-11-04",45.139999
"737","2019-11-05",45.369999
"738","2019-11-06",46.650002
"739","2019-11-07",46.32
"740","2019-11-08",45.209999
"741","2019-11-11",45.610001
"742","2019-11-12",45.91
"743","2019-11-13",47.119999
"744","2019-11-14",47.759998
"745","2019-11-15",46.919998
"746","2019-11-18",48.080002
"747","2019-11-19",48.709999
"748","2019-11-20",48.900002
"749","2019-11-21",48.610001
"750","2019-11-22",47.619999
"751","2019-11-25",39.439999
"752","2019-11-26",39.150002
"753","2019-11-27",39.860001
"754","2019-11-29",41.91
"755","2019-12-02",42.009998
"756","2019-12-03",42.09
"757","2019-12-04",41
"758","2019-12-05",41.040001
"759","2019-12-06",40.439999
"760","2019-12-09",40.669998
"761","2019-12-10",41.16
"762","2019-12-11",42.330002
"763","2019-12-12",42.68
"764","2019-12-13",42.849998
"765","2019-12-16",41.919998
"766","2019-12-17",41.759998
"767","2019-12-18",41.630001
"768","2019-12-19",41.59
"769","2019-12-20",40.709999
"770","2019-12-23",41.860001
"771","2019-12-24",43.310001
"772","2019-12-26",44.310001
"773","2019-12-27",43.349998
"774","2019-12-30",43.939999
"775","2019-12-31",44.07
"776","2020-01-02",44.23
"777","2020-01-03",43.990002
"778","2020-01-06",44.57
"779","2020-01-07",45.119999
"780","2020-01-08",43.419998
"781","2020-01-09",43.110001
"782","2020-01-10",44.630001
"783","2020-01-13",43.700001
"784","2020-01-14",44.389999
"785","2020-01-15",44.950001
"786","2020-01-16",44.150002
"787","2020-01-17",43.439999
"788","2020-01-21",43.68
"789","2020-01-22",43.259998
"790","2020-01-23",42.639999
"791","2020-01-24",43.060001
"792","2020-01-27",42.630001
"793","2020-01-28",41.099998
"794","2020-01-29",41.889999
"795","2020-01-30",40.299999
"796","2020-01-31",41.130001
"797","2020-02-03",40.25
"798","2020-02-04",38.669998
"799","2020-02-05",37.470001
"800","2020-02-06",37.310001
"801","2020-02-07",35.439999
"802","2020-02-10",36.639999
"803","2020-02-11",37.099998
"804","2020-02-12",36.169998
"805","2020-02-13",36.689999
"806","2020-02-14",36.98
"807","2020-02-18",38.099998
"808","2020-02-19",37.43
"809","2020-02-20",34.790001
"810","2020-02-21",36.48
"811","2020-02-24",36.799999
"812","2020-02-25",36.84
"813","2020-02-26",36.400002
"814","2020-02-27",33.790001
"815","2020-02-28",32.080002
"816","2020-03-02",32.310001
"817","2020-03-03",34.540001
"818","2020-03-04",35.5
"819","2020-03-05",35.68
"820","2020-03-06",35.040001
"821","2020-03-09",32.900002
"822","2020-03-10",32.009998
"823","2020-03-11",30.309999
"824","2020-03-12",25.219999
"825","2020-03-13",23.1
"826","2020-03-16",26.17
"827","2020-03-17",28.85
"828","2020-03-18",23.780001
"829","2020-03-19",26.950001
"830","2020-03-20",25.51
"831","2020-03-23",27.4
"832","2020-03-24",31.469999
"833","2020-03-25",32.68
"834","2020-03-26",32.880001
"835","2020-03-27",31.99
"836","2020-03-30",30.530001
"837","2020-03-31",29.6
"838","2020-04-01",29.23
"839","2020-04-02",31.52
"840","2020-04-03",33
"841","2020-04-06",34.599998
"842","2020-04-07",33.959999
"843","2020-04-08",33.610001
"844","2020-04-09",35.860001
"845","2020-04-13",38.349998
"846","2020-04-14",37.200001
"847","2020-04-15",36.299999
"848","2020-04-16",36.73
"849","2020-04-17",34.540001
"850","2020-04-20",36.720001
"851","2020-04-21",36.669998
"852","2020-04-22",39.82
"853","2020-04-23",41.790001
"854","2020-04-24",42.869999
"855","2020-04-27",43.32
"856","2020-04-28",43.380001
"857","2020-04-29",43.82
"858","2020-04-30",41.419998
"859","2020-05-01",41.880001
"860","2020-05-04",42.98
"861","2020-05-05",43.07
"862","2020-05-06",41.459999
"863","2020-05-07",43.09
"864","2020-05-08",43.029999
"865","2020-05-11",41.029999
"866","2020-05-12",39.66
"867","2020-05-13",39.130001
"868","2020-05-14",40.110001
"869","2020-05-15",40.970001
"870","2020-05-18",39.529999
"871","2020-05-19",40.48
"872","2020-05-20",39.599998
"873","2020-05-21",39.02
"874","2020-05-22",38.610001
"875","2020-05-26",37.509998
"876","2020-05-27",37.639999
"877","2020-05-28",37.849998
"878","2020-05-29",38.459999
"879","2020-06-01",40.919998
"880","2020-06-02",39.529999
"881","2020-06-03",37.09
"882","2020-06-04",37.779999
"883","2020-06-05",38.169998
"884","2020-06-08",37.73
"885","2020-06-09",38.029999
"886","2020-06-10",39.369999
"887","2020-06-11",37.32
"888","2020-06-12",36.740002
"889","2020-06-15",37.240002
"890","2020-06-16",37.279999
"891","2020-06-17",37.23
"892","2020-06-18",36.91
"893","2020-06-19",38.279999
"894","2020-06-22",39.049999
"895","2020-06-23",39.509998
"896","2020-06-24",38.419998
"897","2020-06-25",38.939999
"898","2020-06-26",38.720001
"899","2020-06-29",39.369999
"900","2020-06-30",41.240002
"901","2020-07-01",41.639999
"902","2020-07-02",41.68
"903","2020-07-06",41.93
"904","2020-07-07",43.869999
"905","2020-07-08",47.529999
"906","2020-07-09",46.759998
"907","2020-07-10",45.810001
"908","2020-07-13",44.009998
"909","2020-07-14",44.990002
"910","2020-07-15",45.110001
"911","2020-07-16",44.09
"912","2020-07-17",44.709999
"913","2020-07-20",46.23
"914","2020-07-21",48.130001
"915","2020-07-22",48.48
"916","2020-07-23",47.540001
"917","2020-07-24",48.27
"918","2020-07-27",50.630001
"919","2020-07-28",50.639999
"920","2020-07-29",50.490002
"921","2020-07-30",50.740002
"922","2020-07-31",54.599998
"923","2020-08-03",53.700001
"924","2020-08-04",55.599998
"925","2020-08-05",55.200001
"926","2020-08-06",54.110001
"927","2020-08-07",52.580002
"928","2020-08-10",51.299999
"929","2020-08-11",48.16
"930","2020-08-12",48.599998
"931","2020-08-13",50.34
"932","2020-08-14",49.91
"933","2020-08-17",53.25
"934","2020-08-18",54.060001
"935","2020-08-19",52.68
"936","2020-08-20",53.939999
"937","2020-08-21",53.16
"938","2020-08-24",52.259998
"939","2020-08-25",51.700001
"940","2020-08-26",52.799999
"941","2020-08-27",51.790001
"942","2020-08-28",53.450001
"943","2020-08-31",53.209999
"944","2020-09-01",52.540001
"945","2020-09-02",53.130001
"946","2020-09-03",52.509998
"947","2020-09-04",51.68
"948","2020-09-08",51.790001
"949","2020-09-09",54.529999
"950","2020-09-10",52.939999
"951","2020-09-11",52.5
"952","2020-09-14",54.310001
"953","2020-09-15",54.040001
"954","2020-09-16",53.360001
"955","2020-09-17",52.349998
"956","2020-09-18",51.32
"957","2020-09-21",49.779999
"958","2020-09-22",49.02
"959","2020-09-23",47.220001
"960","2020-09-24",48.580002
"961","2020-09-25",48.529999
"962","2020-09-28",48.689999
"963","2020-09-29",48.91
"964","2020-09-30",48.73
"965","2020-10-01",49.32
"966","2020-10-02",48.540001
"967","2020-10-05",48.93
"968","2020-10-06",46.91
"969","2020-10-07",47.639999
"970","2020-10-08",48.27
