"","date","VIPS"
"209","2013-01-23",2.084
"210","2013-01-24",2.205
"211","2013-01-25",1.996
"212","2013-01-28",1.949
"213","2013-01-29",1.828
"214","2013-01-30",1.883
"215","2013-01-31",1.857
"216","2013-02-01",1.898
"217","2013-02-04",1.836
"218","2013-02-05",1.831
"219","2013-02-06",2.056
"220","2013-02-07",2.511
"221","2013-02-08",2.563
"222","2013-02-11",2.525
"223","2013-02-12",2.519
"224","2013-02-13",2.519
"225","2013-02-14",2.495
"226","2013-02-15",2.49
"227","2013-02-19",2.438
"228","2013-02-20",2.336
"229","2013-02-21",2.265
"230","2013-02-22",2.442
"231","2013-02-25",2.845
"232","2013-02-26",2.56
"233","2013-02-27",2.648
"234","2013-02-28",2.588
"235","2013-03-01",2.583
"236","2013-03-04",2.54
"237","2013-03-05",2.524
"238","2013-03-06",2.358
"239","2013-03-07",2.519
"240","2013-03-08",2.434
"241","2013-03-11",2.575
"242","2013-03-12",2.587
"243","2013-03-13",2.444
"244","2013-03-14",2.636
"245","2013-03-15",2.848
"246","2013-03-18",2.712
"247","2013-03-19",2.869
"248","2013-03-20",2.93
"249","2013-03-21",2.894
"250","2013-03-22",2.861
"251","2013-03-25",2.857
"252","2013-03-26",2.984
"253","2013-03-27",3.112
"254","2013-03-28",3.037
"255","2013-04-01",2.985
"256","2013-04-02",2.952
"257","2013-04-03",2.965
"258","2013-04-04",3.053
"259","2013-04-05",3.148
"260","2013-04-08",3.101
"261","2013-04-09",2.999
"262","2013-04-10",2.835
"263","2013-04-11",2.845
"264","2013-04-12",2.766
"265","2013-04-15",2.72
"266","2013-04-16",2.825
"267","2013-04-17",2.768
"268","2013-04-18",2.785
"269","2013-04-19",2.864
"270","2013-04-22",2.97
"271","2013-04-23",3
"272","2013-04-24",2.986
"273","2013-04-25",2.924
"274","2013-04-26",2.907
"275","2013-04-29",2.981
"276","2013-04-30",3.079
"277","2013-05-01",3.167
"278","2013-05-02",3.363
"279","2013-05-03",3.29
"280","2013-05-06",3.313
"281","2013-05-07",3.379
"282","2013-05-08",3.4
"283","2013-05-09",3.376
"284","2013-05-10",3.177
"285","2013-05-13",3.155
"286","2013-05-14",3.35
"287","2013-05-15",3.181
"288","2013-05-16",3.318
"289","2013-05-17",3.314
"290","2013-05-20",3.619
"291","2013-05-21",3.656
"292","2013-05-22",3.401
"293","2013-05-23",3.364
"294","2013-05-24",3.4
"295","2013-05-28",2.953
"296","2013-05-29",2.952
"297","2013-05-30",2.978
"298","2013-05-31",2.997
"299","2013-06-03",2.931
"300","2013-06-04",2.913
"301","2013-06-05",2.861
"302","2013-06-06",2.946
"303","2013-06-07",2.994
"304","2013-06-10",3.096
"305","2013-06-11",3.221
"306","2013-06-12",3.303
"307","2013-06-13",3.356
"308","2013-06-14",3.243
"309","2013-06-17",3.249
"310","2013-06-18",3.299
"311","2013-06-19",2.9
"312","2013-06-20",2.644
"313","2013-06-21",2.649
"314","2013-06-24",2.553
"315","2013-06-25",2.666
"316","2013-06-26",2.734
"317","2013-06-27",2.817
"318","2013-06-28",2.916
"319","2013-07-01",2.917
"320","2013-07-02",2.813
"321","2013-07-03",2.82
"322","2013-07-05",2.837
"323","2013-07-08",2.945
"324","2013-07-09",2.995
"325","2013-07-10",2.965
"326","2013-07-11",3.026
"327","2013-07-12",3.104
"328","2013-07-15",3.251
"329","2013-07-16",3.308
"330","2013-07-17",3.578
"331","2013-07-18",3.724
"332","2013-07-19",3.721
"333","2013-07-22",3.754
"334","2013-07-23",3.918
"335","2013-07-24",4.21
"336","2013-07-25",4.127
"337","2013-07-26",4.219
"338","2013-07-29",4.213
"339","2013-07-30",4.221
"340","2013-07-31",4.212
"341","2013-08-01",4.468
"342","2013-08-02",4.409
"343","2013-08-05",4.487
"344","2013-08-06",4.729
"345","2013-08-07",4.605
"346","2013-08-08",4.876
"347","2013-08-09",4.971
"348","2013-08-12",4.868
"349","2013-08-13",4.536
"350","2013-08-14",4.596
"351","2013-08-15",3.956
"352","2013-08-16",3.99
"353","2013-08-19",4.321
"354","2013-08-20",4.137
"355","2013-08-21",3.956
"356","2013-08-22",4.118
"357","2013-08-23",4.047
"358","2013-08-26",4.05
"359","2013-08-27",3.919
"360","2013-08-28",3.888
"361","2013-08-29",4.05
"362","2013-08-30",4.33
"363","2013-09-03",4.242
"364","2013-09-04",4.211
"365","2013-09-05",4.294
"366","2013-09-06",4.38
"367","2013-09-09",4.789
"368","2013-09-10",4.793
"369","2013-09-11",4.913
"370","2013-09-12",4.914
"371","2013-09-13",4.732
"372","2013-09-16",4.888
"373","2013-09-17",4.901
"374","2013-09-18",5.701
"375","2013-09-19",6.012
"376","2013-09-20",6
"377","2013-09-23",5.803
"378","2013-09-24",5.71
"379","2013-09-25",5.836
"380","2013-09-26",5.797
"381","2013-09-27",5.799
"382","2013-09-30",5.68
"383","2013-10-01",6.085
"384","2013-10-02",6.578
"385","2013-10-03",6.922
"386","2013-10-04",6.792
"387","2013-10-07",6.822
"388","2013-10-08",6.198
"389","2013-10-09",6.29
"390","2013-10-10",6.503
"391","2013-10-11",6.992
"392","2013-10-14",6.793
"393","2013-10-15",6.807
"394","2013-10-16",7.055
"395","2013-10-17",7.349
"396","2013-10-18",7.651
"397","2013-10-21",7.648
"398","2013-10-22",7.358
"399","2013-10-23",6.941
"400","2013-10-24",7.33
"401","2013-10-25",6.666
"402","2013-10-28",6.415
"403","2013-10-29",6.944
"404","2013-10-30",6.731
"405","2013-10-31",6.893
"406","2013-11-01",7.08
"407","2013-11-04",7.901
"408","2013-11-05",7.632
"409","2013-11-06",7.309
"410","2013-11-07",7.071
"411","2013-11-08",7.488
"412","2013-11-11",7.332
"413","2013-11-12",8.448
"414","2013-11-13",8.699
"415","2013-11-14",8.435
"416","2013-11-15",8.669
"417","2013-11-18",8.645
"418","2013-11-19",8.161
"419","2013-11-20",7.728
"420","2013-11-21",8.012
"421","2013-11-22",7.975
"422","2013-11-25",7.851
"423","2013-11-26",8.052
"424","2013-11-27",8.069
"425","2013-11-29",8.311
"426","2013-12-02",8.405
"427","2013-12-03",8.5
"428","2013-12-04",8.308
"429","2013-12-05",8.164
"430","2013-12-06",8.255
"431","2013-12-09",8.03
"432","2013-12-10",8.046
"433","2013-12-11",7.835
"434","2013-12-12",7.785
"435","2013-12-13",8.054
"436","2013-12-16",7.734
"437","2013-12-17",7.729
"438","2013-12-18",7.563
"439","2013-12-19",8.069
"440","2013-12-20",8.09
"441","2013-12-23",8.517
"442","2013-12-24",8.529
"443","2013-12-26",8.399
"444","2013-12-27",8.415
"445","2013-12-30",8.221
"446","2013-12-31",8.368
"447","2014-01-02",8.698
"448","2014-01-03",8.51
"449","2014-01-06",8.228
"450","2014-01-07",9.051
"451","2014-01-08",9.257
"452","2014-01-09",8.842
"453","2014-01-10",8.852
"454","2014-01-13",8.832
"455","2014-01-14",9.318
"456","2014-01-15",9.644
"457","2014-01-16",10.381
"458","2014-01-17",10.184
"459","2014-01-21",10.731
"460","2014-01-22",10.781
"461","2014-01-23",10.262
"462","2014-01-24",9.764
"463","2014-01-27",9.538
"464","2014-01-28",10.473
"465","2014-01-29",10.68
"466","2014-01-30",10.585
"467","2014-01-31",10.509
"468","2014-02-03",9.865
"469","2014-02-04",10
"470","2014-02-05",9.822
"471","2014-02-06",10.04
"472","2014-02-07",10.35
"473","2014-02-10",10.414
"474","2014-02-11",10.298
"475","2014-02-12",10.615
"476","2014-02-13",11.456
"477","2014-02-14",11.446
"478","2014-02-18",11.596
"479","2014-02-19",11.192
"480","2014-02-20",11.405
"481","2014-02-21",11
"482","2014-02-24",11.202
"483","2014-02-25",10.964
"484","2014-02-26",11.695
"485","2014-02-27",11.657
"486","2014-02-28",13.132
"487","2014-03-03",12.776
"488","2014-03-04",16.921
"489","2014-03-05",17.148001
"490","2014-03-06",17.599001
"491","2014-03-07",16.655001
"492","2014-03-10",15.848
"493","2014-03-11",14.374
"494","2014-03-12",15.519
"495","2014-03-13",14.918
"496","2014-03-14",15.079
"497","2014-03-17",15.061
"498","2014-03-18",15.167
"499","2014-03-19",15.058
"500","2014-03-20",14.037
"501","2014-03-21",14.017
"502","2014-03-24",13.819
"503","2014-03-25",14.282
"504","2014-03-26",13.757
"505","2014-03-27",13.43
"506","2014-03-28",13.8
"507","2014-03-31",14.93
"508","2014-04-01",15.966
"509","2014-04-02",15.4
"510","2014-04-03",14.554
"511","2014-04-04",13.841
"512","2014-04-07",12.837
"513","2014-04-08",14.264
"514","2014-04-09",15.032
"515","2014-04-10",13.811
"516","2014-04-11",13.49
"517","2014-04-14",13.529
"518","2014-04-15",14.001
"519","2014-04-16",14.253
"520","2014-04-17",14.873
"521","2014-04-21",14.944
"522","2014-04-22",15.355
"523","2014-04-23",15.635
"524","2014-04-24",15.558
"525","2014-04-25",14.259
"526","2014-04-28",13.741
"527","2014-04-29",14.049
"528","2014-04-30",14.019
"529","2014-05-01",14.855
"530","2014-05-02",14.992
"531","2014-05-05",15.929
"532","2014-05-06",14.752
"533","2014-05-07",13.79
"534","2014-05-08",13.18
"535","2014-05-09",13.668
"536","2014-05-12",14.67
"537","2014-05-13",14.648
"538","2014-05-14",15
"539","2014-05-15",16.445999
"540","2014-05-16",15.987
"541","2014-05-19",16.518
"542","2014-05-20",16.914
"543","2014-05-21",17.290001
"544","2014-05-22",16.683001
"545","2014-05-23",16.701
"546","2014-05-27",16.773001
"547","2014-05-28",16.855
"548","2014-05-29",16.813
"549","2014-05-30",16.266001
"550","2014-06-02",16.344
"551","2014-06-03",16.377001
"552","2014-06-04",16.556
"553","2014-06-05",17.599001
"554","2014-06-06",17.74
"555","2014-06-09",18.200001
"556","2014-06-10",18.639
"557","2014-06-11",18.091
"558","2014-06-12",17.985001
"559","2014-06-13",17.700001
"560","2014-06-16",18.316999
"561","2014-06-17",18.513
"562","2014-06-18",18.899
"563","2014-06-19",18.487
"564","2014-06-20",17.962
"565","2014-06-23",18.004999
"566","2014-06-24",17.908001
"567","2014-06-25",18.033001
"568","2014-06-26",18.198999
"569","2014-06-27",18.855
"570","2014-06-30",18.774
"571","2014-07-01",19.559
"572","2014-07-02",19.716999
"573","2014-07-03",19.896999
"574","2014-07-07",19.552999
"575","2014-07-08",18.214001
"576","2014-07-09",18.59
"577","2014-07-10",18.716
"578","2014-07-11",19.134001
"579","2014-07-14",19.746
"580","2014-07-15",19.691
"581","2014-07-16",19.785999
"582","2014-07-17",19.290001
"583","2014-07-18",19.861
"584","2014-07-21",20.42
"585","2014-07-22",21.146
"586","2014-07-23",21.066
"587","2014-07-24",21.351999
"588","2014-07-25",21.349001
"589","2014-07-28",21.548
"590","2014-07-29",21.191999
"591","2014-07-30",21.184999
"592","2014-07-31",20.554001
"593","2014-08-01",20.792999
"594","2014-08-04",20.778
"595","2014-08-05",20.427999
"596","2014-08-06",20.552999
"597","2014-08-07",20.809
"598","2014-08-08",20.743999
"599","2014-08-11",21.649
"600","2014-08-12",21.959999
"601","2014-08-13",22.917999
"602","2014-08-14",21.729
"603","2014-08-15",21.849001
"604","2014-08-18",22.142
"605","2014-08-19",21.582001
"606","2014-08-20",21.591
"607","2014-08-21",21.41
"608","2014-08-22",21.323999
"609","2014-08-25",21.802
"610","2014-08-26",21.687
"611","2014-08-27",21.410999
"612","2014-08-28",20.896
"613","2014-08-29",19.663
"614","2014-09-02",20.702
"615","2014-09-03",21.238001
"616","2014-09-04",20.77
"617","2014-09-05",20.549999
"618","2014-09-08",21.382999
"619","2014-09-09",21.004999
"620","2014-09-10",20.66
"621","2014-09-11",20.966
"622","2014-09-12",20.724001
"623","2014-09-15",19.657
"624","2014-09-16",19.799999
"625","2014-09-17",19.966999
"626","2014-09-18",20.629999
"627","2014-09-19",20.9
"628","2014-09-22",20.068001
"629","2014-09-23",20.919001
"630","2014-09-24",20.979
"631","2014-09-25",19.997999
"632","2014-09-26",19.902
"633","2014-09-29",19.596001
"634","2014-09-30",18.900999
"635","2014-10-01",18.337
"636","2014-10-02",18.799
"637","2014-10-03",19.551001
"638","2014-10-06",19.42
"639","2014-10-07",18.657
"640","2014-10-08",19.216999
"641","2014-10-09",18.945
"642","2014-10-10",18.028
"643","2014-10-13",17.063
"644","2014-10-14",17.67
"645","2014-10-15",18.568001
"646","2014-10-16",18.933001
"647","2014-10-17",19.190001
"648","2014-10-20",19.599001
"649","2014-10-21",20
"650","2014-10-22",20.5
"651","2014-10-23",21.035999
"652","2014-10-24",21.358999
"653","2014-10-27",21.066
"654","2014-10-28",21.802
"655","2014-10-29",21.624001
"656","2014-10-30",21.989
"657","2014-10-31",22.929001
"658","2014-11-03",22.860001
"659","2014-11-04",23.67
"660","2014-11-05",22.709999
"661","2014-11-06",23.379999
"662","2014-11-07",23.34
"663","2014-11-10",24.51
"664","2014-11-11",24.549999
"665","2014-11-12",23.879999
"666","2014-11-13",24.440001
"667","2014-11-14",24.469999
"668","2014-11-17",23.99
"669","2014-11-18",23.709999
"670","2014-11-19",22.440001
"671","2014-11-20",22.639999
"672","2014-11-21",22.68
"673","2014-11-24",22.719999
"674","2014-11-25",21.98
"675","2014-11-26",22.940001
"676","2014-11-28",22.860001
"677","2014-12-01",22.4
"678","2014-12-02",22.17
"679","2014-12-03",21.59
"680","2014-12-04",21.75
"681","2014-12-05",22.209999
"682","2014-12-08",21.450001
"683","2014-12-09",21.559999
"684","2014-12-10",20.65
"685","2014-12-11",20.190001
"686","2014-12-12",19.700001
"687","2014-12-15",20.5
"688","2014-12-16",19.83
"689","2014-12-17",19.049999
"690","2014-12-18",20.33
"691","2014-12-19",20.629999
"692","2014-12-22",20.07
"693","2014-12-23",19.540001
"694","2014-12-24",19.950001
"695","2014-12-26",19.959999
"696","2014-12-29",19.280001
"697","2014-12-30",19.610001
"698","2014-12-31",19.540001
"699","2015-01-02",20.5
"700","2015-01-05",21.620001
"701","2015-01-06",21.75
"702","2015-01-07",22.16
"703","2015-01-08",22.9
"704","2015-01-09",22.68
"705","2015-01-12",21.700001
"706","2015-01-13",21.48
"707","2015-01-14",21.49
"708","2015-01-15",21.049999
"709","2015-01-16",21.879999
"710","2015-01-20",22.110001
"711","2015-01-21",22.17
"712","2015-01-22",21.99
"713","2015-01-23",22.889999
"714","2015-01-26",23.07
"715","2015-01-27",23.700001
"716","2015-01-28",22.950001
"717","2015-01-29",21.969999
"718","2015-01-30",22.389999
"719","2015-02-02",21.700001
"720","2015-02-03",22.33
"721","2015-02-04",23.34
"722","2015-02-05",23.139999
"723","2015-02-06",22.959999
"724","2015-02-09",22.049999
"725","2015-02-10",21.42
"726","2015-02-11",21.59
"727","2015-02-12",21.440001
"728","2015-02-13",21.799999
"729","2015-02-17",25.110001
"730","2015-02-18",25.76
"731","2015-02-19",25.6
"732","2015-02-20",25.639999
"733","2015-02-23",25.65
"734","2015-02-24",25.309999
"735","2015-02-25",25.379999
"736","2015-02-26",25.370001
"737","2015-02-27",24.450001
"738","2015-03-02",24.950001
"739","2015-03-03",24.65
"740","2015-03-04",24.49
"741","2015-03-05",25.139999
"742","2015-03-06",25.389999
"743","2015-03-09",25.209999
"744","2015-03-10",25.190001
"745","2015-03-11",26.129999
"746","2015-03-12",26.67
"747","2015-03-13",25.639999
"748","2015-03-16",25.35
"749","2015-03-17",25.6
"750","2015-03-18",26.18
"751","2015-03-19",27.379999
"752","2015-03-20",28.41
"753","2015-03-23",28.559999
"754","2015-03-24",28.82
"755","2015-03-25",28.370001
"756","2015-03-26",28.07
"757","2015-03-27",28.620001
"758","2015-03-30",28.719999
"759","2015-03-31",29.440001
"760","2015-04-01",29.309999
"761","2015-04-02",29.110001
"762","2015-04-06",29.219999
"763","2015-04-07",28.52
"764","2015-04-08",29.66
"765","2015-04-09",29.77
"766","2015-04-10",30
"767","2015-04-13",29.92
"768","2015-04-14",28.889999
"769","2015-04-15",29.360001
"770","2015-04-16",29.16
"771","2015-04-17",28.9
"772","2015-04-20",28.58
"773","2015-04-21",29.98
"774","2015-04-22",29.549999
"775","2015-04-23",29.870001
"776","2015-04-24",28.950001
"777","2015-04-27",29.809999
"778","2015-04-28",29.209999
"779","2015-04-29",28.68
"780","2015-04-30",28.290001
"781","2015-05-01",27.969999
"782","2015-05-04",28.65
"783","2015-05-05",27.799999
"784","2015-05-06",27.02
"785","2015-05-07",27.32
"786","2015-05-08",27.9
"787","2015-05-11",27.32
"788","2015-05-12",25.780001
"789","2015-05-13",26.66
"790","2015-05-14",25.209999
"791","2015-05-15",26.219999
"792","2015-05-18",26.59
"793","2015-05-19",25.91
"794","2015-05-20",25.49
"795","2015-05-21",24.790001
"796","2015-05-22",25.43
"797","2015-05-26",26.57
"798","2015-05-27",26.540001
"799","2015-05-28",25.379999
"800","2015-05-29",24.969999
"801","2015-06-01",24.299999
"802","2015-06-02",24.209999
"803","2015-06-03",24.52
"804","2015-06-04",23.969999
"805","2015-06-05",24.559999
"806","2015-06-08",23.799999
"807","2015-06-09",23.620001
"808","2015-06-10",24.32
"809","2015-06-11",24.280001
"810","2015-06-12",25.35
"811","2015-06-15",24.99
"812","2015-06-16",25.290001
"813","2015-06-17",25.93
"814","2015-06-18",24.85
"815","2015-06-19",23
"816","2015-06-22",23.209999
"817","2015-06-23",23.809999
"818","2015-06-24",23.129999
"819","2015-06-25",22.639999
"820","2015-06-26",21.969999
"821","2015-06-29",21.540001
"822","2015-06-30",22.25
"823","2015-07-01",22.190001
"824","2015-07-02",20.43
"825","2015-07-06",20.75
"826","2015-07-07",20.52
"827","2015-07-08",20.620001
"828","2015-07-09",23.110001
"829","2015-07-10",22.780001
"830","2015-07-13",22.969999
"831","2015-07-14",22.74
"832","2015-07-15",21.65
"833","2015-07-16",22.059999
"834","2015-07-17",21.68
"835","2015-07-20",21.469999
"836","2015-07-21",21.469999
"837","2015-07-22",21.6
"838","2015-07-23",21.23
"839","2015-07-24",20.25
"840","2015-07-27",19.99
"841","2015-07-28",20.200001
"842","2015-07-29",20.26
"843","2015-07-30",19.700001
"844","2015-07-31",19.49
"845","2015-08-03",20.01
"846","2015-08-04",20.57
"847","2015-08-05",21.65
"848","2015-08-06",22
"849","2015-08-07",21.07
"850","2015-08-10",21
"851","2015-08-11",18.26
"852","2015-08-12",19.209999
"853","2015-08-13",20.940001
"854","2015-08-14",20.5
"855","2015-08-17",19.809999
"856","2015-08-18",19.030001
"857","2015-08-19",19
"858","2015-08-20",17.870001
"859","2015-08-21",17.83
"860","2015-08-24",17.700001
"861","2015-08-25",18.41
"862","2015-08-26",18.629999
"863","2015-08-27",19.889999
"864","2015-08-28",19.030001
"865","2015-08-31",17.99
"866","2015-09-01",17.33
"867","2015-09-02",17.290001
"868","2015-09-03",17.780001
"869","2015-09-04",16.440001
"870","2015-09-08",16.059999
"871","2015-09-09",16.25
"872","2015-09-10",15.91
"873","2015-09-11",16.34
"874","2015-09-14",15.98
"875","2015-09-15",16.48
"876","2015-09-16",17.41
"877","2015-09-17",17.559999
"878","2015-09-18",17.24
"879","2015-09-21",17.24
"880","2015-09-22",17.040001
"881","2015-09-23",16.34
"882","2015-09-24",16.790001
"883","2015-09-25",16.690001
"884","2015-09-28",15.85
"885","2015-09-29",16.209999
"886","2015-09-30",16.799999
"887","2015-10-01",16.91
"888","2015-10-02",18.15
"889","2015-10-05",18.450001
"890","2015-10-06",18.559999
"891","2015-10-07",19.030001
"892","2015-10-08",18.629999
"893","2015-10-09",18.17
"894","2015-10-12",18.49
"895","2015-10-13",18.1
"896","2015-10-14",17.290001
"897","2015-10-15",18.389999
"898","2015-10-16",18.639999
"899","2015-10-19",18.639999
"900","2015-10-20",18.790001
"901","2015-10-21",18.139999
"902","2015-10-22",19.360001
"903","2015-10-23",19.530001
"904","2015-10-26",19.83
"905","2015-10-27",20.35
"906","2015-10-28",20.73
"907","2015-10-29",20.35
"908","2015-10-30",20.52
"909","2015-11-02",20.690001
"910","2015-11-03",21.360001
"911","2015-11-04",21.809999
"912","2015-11-05",21.139999
"913","2015-11-06",21.290001
"914","2015-11-09",20.889999
"915","2015-11-10",19.52
"916","2015-11-11",19.08
"917","2015-11-12",18.620001
"918","2015-11-13",13.6
"919","2015-11-16",12.5
"920","2015-11-17",12.53
"921","2015-11-18",14.41
"922","2015-11-19",14.31
"923","2015-11-20",16.35
"924","2015-11-23",16.870001
"925","2015-11-24",16.709999
"926","2015-11-25",16.540001
"927","2015-11-27",16.950001
"928","2015-11-30",16.530001
"929","2015-12-01",16.24
"930","2015-12-02",15.98
"931","2015-12-03",14.93
"932","2015-12-04",15.62
"933","2015-12-07",16.139999
"934","2015-12-08",16.190001
"935","2015-12-09",15.99
"936","2015-12-10",16.17
"937","2015-12-11",15.98
"938","2015-12-14",16.58
"939","2015-12-15",16.85
"940","2015-12-16",17.48
"941","2015-12-17",16.26
"942","2015-12-18",16.379999
"943","2015-12-21",16.34
"944","2015-12-22",16.5
"945","2015-12-23",16.58
"946","2015-12-24",16.459999
"947","2015-12-28",16
"948","2015-12-29",15.77
"949","2015-12-30",15.19
"950","2015-12-31",15.27
"951","2016-01-04",14.05
"952","2016-01-05",14.53
"953","2016-01-06",14.5
"954","2016-01-07",13.99
"955","2016-01-08",13.58
"956","2016-01-11",13.4
"957","2016-01-12",14.48
"958","2016-01-13",14.13
"959","2016-01-14",14.98
"960","2016-01-15",14.06
"961","2016-01-19",14.01
"962","2016-01-20",13.51
"963","2016-01-21",13.76
"964","2016-01-22",13.83
"965","2016-01-25",13.62
"966","2016-01-26",13.23
"967","2016-01-27",12.54
"968","2016-01-28",12.17
"969","2016-01-29",12.84
"970","2016-02-01",12.45
"971","2016-02-02",12.42
"972","2016-02-03",12.07
"973","2016-02-04",12.24
"974","2016-02-05",11.3
"975","2016-02-08",11.02
"976","2016-02-09",11.4
"977","2016-02-10",11.43
"978","2016-02-11",10.65
"979","2016-02-12",10.95
"980","2016-02-16",12.36
"981","2016-02-17",12.53
"982","2016-02-18",12.16
"983","2016-02-19",12.56
"984","2016-02-22",12.98
"985","2016-02-23",12.4
