"","date","FBRX"
"1","2017-04-13",186.75
"2","2017-04-17",195
"3","2017-04-18",209.399994
"4","2017-04-19",209.699997
"5","2017-04-20",204
"6","2017-04-21",199.050003
"7","2017-04-24",201
"8","2017-04-25",205.949997
"9","2017-04-26",200.25
"10","2017-04-27",200.100006
"11","2017-04-28",209.699997
"12","2017-05-01",232.050003
"13","2017-05-02",241.050003
"14","2017-05-03",242.399994
"15","2017-05-04",259.5
"16","2017-05-05",261
"17","2017-05-08",254.850006
"18","2017-05-09",255.300003
"19","2017-05-10",250.350006
"20","2017-05-11",248.399994
"21","2017-05-12",243.899994
"22","2017-05-15",237.600006
"23","2017-05-16",219
"24","2017-05-17",217.5
"25","2017-05-18",222.75
"26","2017-05-19",235.350006
"27","2017-05-22",238.649994
"28","2017-05-23",239.399994
"29","2017-05-24",239.550003
"30","2017-05-25",249.600006
"31","2017-05-26",244.800003
"32","2017-05-30",245.100006
"33","2017-05-31",239.850006
"34","2017-06-01",239.25
"35","2017-06-02",238.199997
"36","2017-06-05",238.649994
"37","2017-06-06",239.850006
"38","2017-06-07",241.350006
"39","2017-06-08",237.899994
"40","2017-06-09",240.899994
"41","2017-06-12",227.699997
"42","2017-06-13",224.100006
"43","2017-06-14",224.399994
"44","2017-06-15",218.399994
"45","2017-06-16",224.25
"46","2017-06-19",224.100006
"47","2017-06-20",223.5
"48","2017-06-21",222.75
"49","2017-06-22",218.850006
"50","2017-06-23",209.25
"51","2017-06-26",207.149994
"52","2017-06-27",188.100006
"53","2017-06-28",189.300003
"54","2017-06-29",179.850006
"55","2017-06-30",180.449997
"56","2017-07-03",181.800003
"57","2017-07-05",184.350006
"58","2017-07-06",175.050003
"59","2017-07-07",175.949997
"60","2017-07-10",176.550003
"61","2017-07-11",163.5
"62","2017-07-12",157.649994
"63","2017-07-13",149.100006
"64","2017-07-14",152.550003
"65","2017-07-17",150.449997
"66","2017-07-18",150.75
"67","2017-07-19",153.899994
"68","2017-07-20",150
"69","2017-07-21",154.800003
"70","2017-07-24",162.449997
"71","2017-07-25",167.399994
"72","2017-07-26",166.050003
"73","2017-07-27",160.5
"74","2017-07-28",159
"75","2017-07-31",162.300003
"76","2017-08-01",163.649994
"77","2017-08-02",158.399994
"78","2017-08-03",156.600006
"79","2017-08-04",160.5
"80","2017-08-07",166.5
"81","2017-08-08",167.399994
"82","2017-08-09",164.699997
"83","2017-08-10",165
"84","2017-08-11",169.800003
"85","2017-08-14",171.149994
"86","2017-08-15",177.149994
"87","2017-08-16",183.449997
"88","2017-08-17",188.699997
"89","2017-08-18",195.300003
"90","2017-08-21",208.649994
"91","2017-08-22",196.350006
"92","2017-08-23",185.399994
"93","2017-08-24",193.050003
"94","2017-08-25",198.149994
"95","2017-08-28",201.899994
"96","2017-08-29",199.949997
"97","2017-08-30",209.399994
"98","2017-08-31",208.649994
"99","2017-09-01",206.850006
"100","2017-09-05",202.5
"101","2017-09-06",199.649994
"102","2017-09-07",199.050003
"103","2017-09-08",189
"104","2017-09-11",183
"105","2017-09-12",181.199997
"106","2017-09-13",187.350006
"107","2017-09-14",191.25
"108","2017-09-15",189.600006
"109","2017-09-18",196.5
"110","2017-09-19",190.800003
"111","2017-09-20",189.899994
"112","2017-09-21",177.899994
"113","2017-09-22",175.050003
"114","2017-09-25",180
"115","2017-09-26",180.75
"116","2017-09-27",186.600006
"117","2017-09-28",187.649994
"118","2017-09-29",186.899994
"119","2017-10-02",189.300003
"120","2017-10-03",183.449997
"121","2017-10-04",180
"122","2017-10-05",177
"123","2017-10-06",156.600006
"124","2017-10-09",158.550003
"125","2017-10-10",153.600006
"126","2017-10-11",152.399994
"127","2017-10-12",149.399994
"128","2017-10-13",149.699997
"129","2017-10-16",145.050003
"130","2017-10-17",149.399994
"131","2017-10-18",150
"132","2017-10-19",149.850006
"133","2017-10-20",149.850006
"134","2017-10-23",149.699997
"135","2017-10-24",148.5
"136","2017-10-25",143.699997
"137","2017-10-26",138.449997
"138","2017-10-27",155.100006
"139","2017-10-30",166.949997
"140","2017-10-31",166.050003
"141","2017-11-01",169.199997
"142","2017-11-02",160.5
"143","2017-11-03",161.399994
"144","2017-11-06",160.5
"145","2017-11-07",162.449997
"146","2017-11-08",160.800003
"147","2017-11-09",157.5
"148","2017-11-10",155.550003
"149","2017-11-13",154.649994
"150","2017-11-14",155.699997
"151","2017-11-15",149.399994
"152","2017-11-16",150
"153","2017-11-17",150
"154","2017-11-20",152.699997
"155","2017-11-21",150
"156","2017-11-22",151.649994
"157","2017-11-24",154.949997
"158","2017-11-27",173.100006
"159","2017-11-28",169.649994
"160","2017-11-29",176.850006
"161","2017-11-30",179.100006
"162","2017-12-01",178.800003
"163","2017-12-04",165.300003
"164","2017-12-05",164.850006
"165","2017-12-06",160.350006
"166","2017-12-07",159.300003
"167","2017-12-08",161.699997
"168","2017-12-11",157.5
"169","2017-12-12",161.550003
"170","2017-12-13",165
"171","2017-12-14",178.199997
"172","2017-12-15",165
"173","2017-12-18",158.25
"174","2017-12-19",154.949997
"175","2017-12-20",153.600006
"176","2017-12-21",155.399994
"177","2017-12-22",162.600006
"178","2017-12-26",160.199997
"179","2017-12-27",159
"180","2017-12-28",162.899994
"181","2017-12-29",153.75
"182","2018-01-02",167.100006
"183","2018-01-03",173.850006
"184","2018-01-04",187.199997
"185","2018-01-05",184.050003
"186","2018-01-08",165.300003
"187","2018-01-09",166.800003
"188","2018-01-10",169.5
"189","2018-01-11",175.050003
"190","2018-01-12",181.800003
"191","2018-01-16",184.949997
"192","2018-01-17",181.800003
"193","2018-01-18",192.449997
"194","2018-01-19",211.800003
"195","2018-01-22",204.449997
"196","2018-01-23",209.100006
"197","2018-01-24",210.449997
"198","2018-01-25",215.850006
"199","2018-01-26",202.649994
"200","2018-01-29",201.300003
"201","2018-01-30",191.100006
"202","2018-01-31",195.149994
"203","2018-02-01",200.850006
"204","2018-02-02",187.199997
"205","2018-02-05",179.399994
"206","2018-02-06",179.550003
"207","2018-02-07",185.699997
"208","2018-02-08",172.5
"209","2018-02-09",170.550003
"210","2018-02-12",171.899994
"211","2018-02-13",178.649994
"212","2018-02-14",183.600006
"213","2018-02-15",185.100006
"214","2018-02-16",185.850006
"215","2018-02-20",174.600006
"216","2018-02-21",172.800003
"217","2018-02-22",166.199997
"218","2018-02-23",163.050003
"219","2018-02-26",167.550003
"220","2018-02-27",163.949997
"221","2018-02-28",163.5
"222","2018-03-01",167.850006
"223","2018-03-02",182.100006
"224","2018-03-05",187.050003
"225","2018-03-06",191.550003
"226","2018-03-07",192.149994
"227","2018-03-08",190.800003
"228","2018-03-09",193.649994
"229","2018-03-12",205.199997
"230","2018-03-13",194.399994
"231","2018-03-14",193.800003
"232","2018-03-15",196.199997
"233","2018-03-16",204.600006
"234","2018-03-19",195.300003
"235","2018-03-20",186.899994
"236","2018-03-21",191.100006
"237","2018-03-22",186
"238","2018-03-23",189.600006
"239","2018-03-26",190.649994
"240","2018-03-27",180.449997
"241","2018-03-28",178.199997
"242","2018-03-29",177.75
"243","2018-04-02",170.25
"244","2018-04-03",170.850006
"245","2018-04-04",171.449997
"246","2018-04-05",171
"247","2018-04-06",164.850006
"248","2018-04-09",163.350006
"249","2018-04-10",164.100006
"250","2018-04-11",165.449997
"251","2018-04-12",165.300003
"252","2018-04-13",164.399994
"253","2018-04-16",153.75
"254","2018-04-17",153.300003
"255","2018-04-18",162
"256","2018-04-19",157.199997
"257","2018-04-20",156.149994
"258","2018-04-23",154.949997
"259","2018-04-24",151.800003
"260","2018-04-25",147.75
"261","2018-04-26",147.899994
"262","2018-04-27",143.699997
"263","2018-04-30",138.75
"264","2018-05-01",137.550003
"265","2018-05-02",143.100006
"266","2018-05-03",138.449997
"267","2018-05-04",137.399994
"268","2018-05-07",137.399994
"269","2018-05-08",134.550003
"270","2018-05-09",137.100006
"271","2018-05-10",137.399994
"272","2018-05-11",138.899994
"273","2018-05-14",142.5
"274","2018-05-15",141.75
"275","2018-05-16",147.449997
"276","2018-05-17",148.5
"277","2018-05-18",141.600006
"278","2018-05-21",141.600006
"279","2018-05-22",142.800003
"280","2018-05-23",143.550003
"281","2018-05-24",137.850006
"282","2018-05-25",138.75
"283","2018-05-29",140.399994
"284","2018-05-30",141.149994
"285","2018-05-31",140.699997
"286","2018-06-01",140.850006
"287","2018-06-04",141.149994
"288","2018-06-05",144.449997
"289","2018-06-06",146.850006
"290","2018-06-07",146.399994
"291","2018-06-08",144.600006
"292","2018-06-11",144.600006
"293","2018-06-12",151.949997
"294","2018-06-13",146.100006
"295","2018-06-14",141.600006
"296","2018-06-15",136.649994
"297","2018-06-18",135.600006
"298","2018-06-19",140.550003
"299","2018-06-20",143.25
"300","2018-06-21",134.699997
"301","2018-06-22",132.449997
"302","2018-06-25",127.949997
"303","2018-06-26",132.149994
"304","2018-06-27",135.300003
"305","2018-06-28",139.050003
"306","2018-06-29",140.100006
"307","2018-07-02",150
"308","2018-07-03",151.199997
"309","2018-07-05",153.300003
"310","2018-07-06",146.399994
"311","2018-07-09",145.350006
"312","2018-07-10",144.149994
"313","2018-07-11",140.399994
"314","2018-07-12",143.399994
"315","2018-07-13",142.949997
"316","2018-07-16",141.149994
"317","2018-07-17",140.699997
"318","2018-07-18",136.949997
"319","2018-07-19",138
"320","2018-07-20",140.699997
"321","2018-07-23",143.100006
"322","2018-07-24",139.350006
"323","2018-07-25",137.100006
"324","2018-07-26",133.649994
"325","2018-07-27",129.449997
"326","2018-07-30",131.25
"327","2018-07-31",138.75
"328","2018-08-01",136.350006
"329","2018-08-02",133.949997
"330","2018-08-03",132.600006
"331","2018-08-06",131.550003
"332","2018-08-07",127.650002
"333","2018-08-08",132.149994
"334","2018-08-09",136.350006
"335","2018-08-10",135.899994
"336","2018-08-13",134.699997
"337","2018-08-14",136.800003
"338","2018-08-15",129.300003
"339","2018-08-16",127.949997
"340","2018-08-17",121.650002
"341","2018-08-20",126.75
"342","2018-08-21",129.899994
"343","2018-08-22",134.399994
"344","2018-08-23",132.600006
"345","2018-08-24",135
"346","2018-08-27",124.650002
"347","2018-08-28",127.949997
"348","2018-08-29",125.849998
"349","2018-08-30",139.350006
"350","2018-08-31",146.25
"351","2018-09-04",163.949997
"352","2018-09-05",167.25
"353","2018-09-06",170.699997
"354","2018-09-07",165.75
"355","2018-09-10",183.75
"356","2018-09-11",180.300003
"357","2018-09-12",183.75
"358","2018-09-13",181.199997
"359","2018-09-14",179.100006
"360","2018-09-17",165
"361","2018-09-18",171.449997
"362","2018-09-19",182.550003
"363","2018-09-20",202.949997
"364","2018-09-21",204.300003
"365","2018-09-24",206.399994
"366","2018-09-25",205.199997
"367","2018-09-26",214.350006
"368","2018-09-27",225
"369","2018-09-28",233.850006
"370","2018-10-01",236.399994
"371","2018-10-02",230.850006
"372","2018-10-03",199.199997
"373","2018-10-04",191.850006
"374","2018-10-05",191.100006
"375","2018-10-08",190.5
"376","2018-10-09",211.199997
"377","2018-10-10",193.800003
