"","date","CIR"
"1","2007-01-03",36.880001
"2","2007-01-04",37
"3","2007-01-05",35.220001
"4","2007-01-08",35.93
"5","2007-01-09",36.150002
"6","2007-01-10",36.470001
"7","2007-01-11",36.77
"8","2007-01-12",37.349998
"9","2007-01-16",35.919998
"10","2007-01-17",35.860001
"11","2007-01-18",34.970001
"12","2007-01-19",35.59
"13","2007-01-22",34.5
"14","2007-01-23",34.810001
"15","2007-01-24",36
"16","2007-01-25",34.650002
"17","2007-01-26",35.25
"18","2007-01-29",35.330002
"19","2007-01-30",35.200001
"20","2007-01-31",36.09
"21","2007-02-01",36.5
"22","2007-02-02",36.740002
"23","2007-02-05",35.450001
"24","2007-02-06",36.200001
"25","2007-02-07",36.720001
"26","2007-02-08",36.220001
"27","2007-02-09",35.09
"28","2007-02-12",35.110001
"29","2007-02-13",35.459999
"30","2007-02-14",34.810001
"31","2007-02-15",35.310001
"32","2007-02-16",35.41
"33","2007-02-20",35.310001
"34","2007-02-21",35.349998
"35","2007-02-22",35.849998
"36","2007-02-23",36.23
"37","2007-02-26",36.209999
"38","2007-02-27",34.549999
"39","2007-02-28",34.459999
"40","2007-03-01",34.549999
"41","2007-03-02",34
"42","2007-03-05",33.459999
"43","2007-03-06",34.490002
"44","2007-03-07",33.860001
"45","2007-03-08",34.610001
"46","2007-03-09",35.07
"47","2007-03-12",34.84
"48","2007-03-13",33.98
"49","2007-03-14",34.380001
"50","2007-03-15",34.709999
"51","2007-03-16",34.02
"52","2007-03-19",34.380001
"53","2007-03-20",35.689999
"54","2007-03-21",35.75
"55","2007-03-22",35.740002
"56","2007-03-23",35.68
"57","2007-03-26",35.75
"58","2007-03-27",35.490002
"59","2007-03-28",34.900002
"60","2007-03-29",35.23
"61","2007-03-30",35.700001
"62","2007-04-02",35.73
"63","2007-04-03",36.459999
"64","2007-04-04",36.610001
"65","2007-04-05",36.52
"66","2007-04-09",36.73
"67","2007-04-10",36.77
"68","2007-04-11",36.389999
"69","2007-04-12",36.650002
"70","2007-04-13",36
"71","2007-04-16",36.459999
"72","2007-04-17",35.84
"73","2007-04-18",35.509998
"74","2007-04-19",35.279999
"75","2007-04-20",36.41
"76","2007-04-23",36.5
"77","2007-04-24",36.450001
"78","2007-04-25",36.630001
"79","2007-04-26",36.75
"80","2007-04-27",36.299999
"81","2007-04-30",36.400002
"82","2007-05-01",35.98
"83","2007-05-02",37.009998
"84","2007-05-03",36.93
"85","2007-05-04",36.52
"86","2007-05-07",36.599998
"87","2007-05-08",36.799999
"88","2007-05-09",36.98
"89","2007-05-10",36.799999
"90","2007-05-11",37.130001
"91","2007-05-14",36.990002
"92","2007-05-15",36.860001
"93","2007-05-16",37.299999
"94","2007-05-17",36.810001
"95","2007-05-18",36.98
"96","2007-05-21",38
"97","2007-05-22",38.650002
"98","2007-05-23",37.84
"99","2007-05-24",37.650002
"100","2007-05-25",38.029999
"101","2007-05-29",38.43
"102","2007-05-30",38.25
"103","2007-05-31",38.189999
"104","2007-06-01",38.259998
"105","2007-06-04",38.5
"106","2007-06-05",38.060001
"107","2007-06-06",37.07
"108","2007-06-07",36.48
"109","2007-06-08",36.790001
"110","2007-06-11",37.200001
"111","2007-06-12",37.209999
"112","2007-06-13",37.59
"113","2007-06-14",38.720001
"114","2007-06-15",40.139999
"115","2007-06-18",40.43
"116","2007-06-19",40.950001
"117","2007-06-20",40.790001
"118","2007-06-21",41
"119","2007-06-22",40.810001
"120","2007-06-25",40.389999
"121","2007-06-26",41
"122","2007-06-27",40.669998
"123","2007-06-28",40.82
"124","2007-06-29",40.43
"125","2007-07-02",41.540001
"126","2007-07-03",41.700001
"127","2007-07-05",42.5
"128","2007-07-06",42.700001
"129","2007-07-09",42.490002
"130","2007-07-10",41.349998
"131","2007-07-11",42.16
"132","2007-07-12",43.439999
"133","2007-07-13",43.639999
"134","2007-07-16",43.27
"135","2007-07-17",43.68
"136","2007-07-18",43.5
"137","2007-07-19",44.200001
"138","2007-07-20",43.709999
"139","2007-07-23",44.84
"140","2007-07-24",44.360001
"141","2007-07-25",45.139999
"142","2007-07-26",42.5
"143","2007-07-27",40.700001
"144","2007-07-30",41.419998
"145","2007-07-31",39.880001
"146","2007-08-01",41.450001
"147","2007-08-02",44.119999
"148","2007-08-03",39.93
"149","2007-08-06",41.43
"150","2007-08-07",44.810001
"151","2007-08-08",46.5
"152","2007-08-09",45.990002
"153","2007-08-10",44.599998
"154","2007-08-13",43.169998
"155","2007-08-14",40.439999
"156","2007-08-15",39.900002
"157","2007-08-16",40.099998
"158","2007-08-17",41.91
"159","2007-08-20",41.389999
"160","2007-08-21",41.669998
"161","2007-08-22",43.240002
"162","2007-08-23",42.720001
"163","2007-08-24",43.860001
"164","2007-08-27",43.599998
"165","2007-08-28",41.459999
"166","2007-08-29",42.25
"167","2007-08-30",42.099998
"168","2007-08-31",42.290001
"169","2007-09-04",44.240002
"170","2007-09-05",42.310001
"171","2007-09-06",42.560001
"172","2007-09-07",40.619999
"173","2007-09-10",41.09
"174","2007-09-11",42.16
"175","2007-09-12",41.75
"176","2007-09-13",42.529999
"177","2007-09-14",43.32
"178","2007-09-17",44.27
"179","2007-09-18",46.369999
"180","2007-09-19",45.549999
"181","2007-09-20",45.52
"182","2007-09-21",46.279999
"183","2007-09-24",45.939999
"184","2007-09-25",46.049999
"185","2007-09-26",46.799999
"186","2007-09-27",47.09
"187","2007-09-28",45.41
"188","2007-10-01",47.369999
"189","2007-10-02",47.869999
"190","2007-10-03",46.900002
"191","2007-10-04",47.700001
"192","2007-10-05",49.939999
"193","2007-10-08",48.82
"194","2007-10-09",48.549999
"195","2007-10-10",48.549999
"196","2007-10-11",47.34
"197","2007-10-12",47.66
"198","2007-10-15",47.919998
"199","2007-10-16",49.060001
"200","2007-10-17",49.68
"201","2007-10-18",49.25
"202","2007-10-19",46.439999
"203","2007-10-22",47.849998
"204","2007-10-23",48.389999
"205","2007-10-24",48.950001
"206","2007-10-25",48.07
"207","2007-10-26",49.720001
"208","2007-10-29",49.990002
"209","2007-10-30",49.099998
"210","2007-10-31",50.23
"211","2007-11-01",43.860001
"212","2007-11-02",41.599998
"213","2007-11-05",41.200001
"214","2007-11-06",42.380001
"215","2007-11-07",40.720001
"216","2007-11-08",42.709999
"217","2007-11-09",42.040001
"218","2007-11-12",41.849998
"219","2007-11-13",44.02
"220","2007-11-14",42.240002
"221","2007-11-15",43.75
"222","2007-11-16",42.02
"223","2007-11-19",41.77
"224","2007-11-20",43.400002
"225","2007-11-21",42.98
"226","2007-11-23",44.810001
"227","2007-11-26",42.34
"228","2007-11-27",42.810001
"229","2007-11-28",44
"230","2007-11-29",43.529999
"231","2007-11-30",43.389999
"232","2007-12-03",44.09
"233","2007-12-04",44.299999
"234","2007-12-05",44.779999
"235","2007-12-06",45.869999
"236","2007-12-07",45.119999
"237","2007-12-10",45.43
"238","2007-12-11",44.889999
"239","2007-12-12",45.700001
"240","2007-12-13",45.599998
"241","2007-12-14",45.52
"242","2007-12-17",44.759998
"243","2007-12-18",46.34
"244","2007-12-19",46
"245","2007-12-20",47.41
"246","2007-12-21",48.900002
"247","2007-12-24",49.040001
"248","2007-12-26",49.349998
"249","2007-12-27",47.07
"250","2007-12-28",48.700001
"251","2007-12-31",46.360001
"252","2008-01-02",45.610001
"253","2008-01-03",44.869999
"254","2008-01-04",43.119999
"255","2008-01-07",42.77
"256","2008-01-08",40.779999
"257","2008-01-09",41.669998
"258","2008-01-10",42.02
"259","2008-01-11",40.830002
"260","2008-01-14",41.939999
"261","2008-01-15",39.91
"262","2008-01-16",39.799999
"263","2008-01-17",37.790001
"264","2008-01-18",38.16
"265","2008-01-22",37.299999
"266","2008-01-23",39.07
"267","2008-01-24",40.16
"268","2008-01-25",39.919998
"269","2008-01-28",40.439999
"270","2008-01-29",40.48
"271","2008-01-30",39.779999
"272","2008-01-31",42.43
"273","2008-02-01",43.490002
"274","2008-02-04",43.27
"275","2008-02-05",41.029999
"276","2008-02-06",42.450001
"277","2008-02-07",42.09
"278","2008-02-08",41.07
"279","2008-02-11",41.619999
"280","2008-02-12",42.200001
