"","date","IBM"
"1","2007-01-03",97.269997
"2","2007-01-04",98.309998
"3","2007-01-05",97.419998
"4","2007-01-08",98.900002
"5","2007-01-09",100.07
"6","2007-01-10",98.889999
"7","2007-01-11",98.650002
"8","2007-01-12",99.339996
"9","2007-01-16",100.82
"10","2007-01-17",100.019997
"11","2007-01-18",99.449997
"12","2007-01-19",96.169998
"13","2007-01-22",97.110001
"14","2007-01-23",97.080002
"15","2007-01-24",97.400002
"16","2007-01-25",97.510002
"17","2007-01-26",97.449997
"18","2007-01-29",98.540001
"19","2007-01-30",99.370003
"20","2007-01-31",99.150002
"21","2007-02-01",99
"22","2007-02-02",99.169998
"23","2007-02-05",100.379997
"24","2007-02-06",99.849998
"25","2007-02-07",99.540001
"26","2007-02-08",99.620003
"27","2007-02-09",98.550003
"28","2007-02-12",98.580002
"29","2007-02-13",98.290001
"30","2007-02-14",99.199997
"31","2007-02-15",98.919998
"32","2007-02-16",98.989998
"33","2007-02-20",99.349998
"34","2007-02-21",99.089996
"35","2007-02-22",98.5
"36","2007-02-23",97.730003
"37","2007-02-26",96.910004
"38","2007-02-27",93.959999
"39","2007-02-28",92.940002
"40","2007-03-01",92.269997
"41","2007-03-02",90.900002
"42","2007-03-05",91.809998
"43","2007-03-06",93.800003
"44","2007-03-07",93.940002
"45","2007-03-08",93
"46","2007-03-09",93.279999
"47","2007-03-12",94.110001
"48","2007-03-13",92.709999
"49","2007-03-14",93.760002
"50","2007-03-15",93.449997
"51","2007-03-16",93.25
"52","2007-03-19",93.989998
"53","2007-03-20",94.5
"54","2007-03-21",95.360001
"55","2007-03-22",95.190002
"56","2007-03-23",95.029999
"57","2007-03-26",95
"58","2007-03-27",94.730003
"59","2007-03-28",94.260002
"60","2007-03-29",94.57
"61","2007-03-30",94.260002
"62","2007-04-02",95.209999
"63","2007-04-03",96.099998
"64","2007-04-04",96.209999
"65","2007-04-05",96.519997
"66","2007-04-09",96.620003
"67","2007-04-10",96.459999
"68","2007-04-11",95.160004
"69","2007-04-12",95.669998
"70","2007-04-13",94.93
"71","2007-04-16",96.18
"72","2007-04-17",97.120003
"73","2007-04-18",94.800003
"74","2007-04-19",94.290001
"75","2007-04-20",94.580002
"76","2007-04-23",95.209999
"77","2007-04-24",98.489998
"78","2007-04-25",101.459999
"79","2007-04-26",100.900002
"80","2007-04-27",101.169998
"81","2007-04-30",102.209999
"82","2007-05-01",103.169998
"83","2007-05-02",102.220001
"84","2007-05-03",102.800003
"85","2007-05-04",102.959999
"86","2007-05-07",103.160004
"87","2007-05-08",103.290001
"88","2007-05-09",104.379997
"89","2007-05-10",104.68
"90","2007-05-11",105.980003
"91","2007-05-14",105.57
"92","2007-05-15",104.830002
"93","2007-05-16",105.870003
"94","2007-05-17",105.309998
"95","2007-05-18",107.989998
"96","2007-05-21",107.040001
"97","2007-05-22",106.699997
"98","2007-05-23",105.580002
"99","2007-05-24",103.949997
"100","2007-05-25",105.18
"101","2007-05-29",105.910004
"102","2007-05-30",106.93
"103","2007-05-31",106.599998
"104","2007-06-01",106.540001
"105","2007-06-04",106.230003
"106","2007-06-05",105.839996
"107","2007-06-06",102.410004
"108","2007-06-07",101.800003
"109","2007-06-08",103.07
"110","2007-06-11",103.220001
"111","2007-06-12",102.339996
"112","2007-06-13",103.120003
"113","2007-06-14",103.849998
"114","2007-06-15",105.089996
"115","2007-06-18",105.330002
"116","2007-06-19",106.5
"117","2007-06-20",106
"118","2007-06-21",106.599998
"119","2007-06-22",104.440002
"120","2007-06-25",105.099998
"121","2007-06-26",105.330002
"122","2007-06-27",105.43
"123","2007-06-28",105.949997
"124","2007-06-29",105.25
"125","2007-07-02",105.010002
"126","2007-07-03",106.580002
"127","2007-07-05",108.050003
"128","2007-07-06",109.029999
"129","2007-07-09",108.970001
"130","2007-07-10",108.629997
"131","2007-07-11",109.099998
"132","2007-07-12",109.279999
"133","2007-07-13",108.599998
"134","2007-07-16",109.660004
"135","2007-07-17",110.769997
"136","2007-07-18",111.080002
"137","2007-07-19",115.860001
"138","2007-07-20",114.809998
"139","2007-07-23",116.379997
"140","2007-07-24",116.169998
"141","2007-07-25",118.099998
"142","2007-07-26",116.529999
"143","2007-07-27",115.620003
"144","2007-07-30",114.519997
"145","2007-07-31",110.650002
"146","2007-08-01",112.040001
"147","2007-08-02",113.230003
"148","2007-08-03",111.889999
"149","2007-08-06",113.889999
"150","2007-08-07",113.529999
"151","2007-08-08",112.980003
"152","2007-08-09",110.730003
"153","2007-08-10",112.639999
"154","2007-08-13",112.709999
"155","2007-08-14",112.050003
"156","2007-08-15",111.230003
"157","2007-08-16",109.690002
"158","2007-08-17",110.900002
"159","2007-08-20",109.220001
"160","2007-08-21",109.040001
"161","2007-08-22",110
"162","2007-08-23",111.449997
"163","2007-08-24",113.239998
"164","2007-08-27",113.440002
"165","2007-08-28",112
"166","2007-08-29",114.57
"167","2007-08-30",115.370003
"168","2007-08-31",116.690002
"169","2007-09-04",118.190002
"170","2007-09-05",117.879997
"171","2007-09-06",117.620003
"172","2007-09-07",115.550003
"173","2007-09-10",115.800003
"174","2007-09-11",117.349998
"175","2007-09-12",116
"176","2007-09-13",115.949997
"177","2007-09-14",115.129997
"178","2007-09-17",114.519997
"179","2007-09-18",116.629997
"180","2007-09-19",116.669998
"181","2007-09-20",116.860001
"182","2007-09-21",116.779999
"183","2007-09-24",116.25
"184","2007-09-25",116.510002
"185","2007-09-26",117.300003
"186","2007-09-27",117.709999
"187","2007-09-28",117.800003
"188","2007-10-01",119.029999
"189","2007-10-02",118.360001
"190","2007-10-03",116.400002
"191","2007-10-04",115.690002
"192","2007-10-05",116.300003
"193","2007-10-08",117.769997
"194","2007-10-09",118.300003
"195","2007-10-10",118.620003
"196","2007-10-11",118.050003
"197","2007-10-12",117.809998
"198","2007-10-15",118.029999
"199","2007-10-16",119.599998
"200","2007-10-17",115.779999
"201","2007-10-18",114.800003
"202","2007-10-19",112.279999
"203","2007-10-22",113.370003
"204","2007-10-23",114.68
"205","2007-10-24",112.949997
"206","2007-10-25",112.809998
"207","2007-10-26",113.730003
"208","2007-10-29",114.800003
"209","2007-10-30",114.120003
"210","2007-10-31",116.120003
"211","2007-11-01",113.650002
"212","2007-11-02",114.589996
"213","2007-11-05",113.400002
"214","2007-11-06",113.169998
"215","2007-11-07",111.080002
"216","2007-11-08",106.110001
"217","2007-11-09",100.25
"218","2007-11-12",101.449997
"219","2007-11-13",105.269997
"220","2007-11-14",103.440002
"221","2007-11-15",103.599998
"222","2007-11-16",104.790001
"223","2007-11-19",102.220001
"224","2007-11-20",103.419998
"225","2007-11-21",102.220001
"226","2007-11-23",104.050003
"227","2007-11-26",101.970001
