"","date","AGNCM"
"1","2019-03-06",24.799999
"2","2019-03-07",24.830999
"3","2019-03-08",24.849001
"4","2019-03-11",24.860001
"5","2019-03-12",24.860001
"6","2019-03-13",24.92
"7","2019-03-14",24.9
"8","2019-03-15",24.93
"9","2019-03-18",25.049999
"10","2019-03-19",24.950001
"11","2019-03-20",25.02
"12","2019-03-21",25.040001
"13","2019-03-22",24.98
"14","2019-03-25",25.02
"15","2019-03-26",25.030001
"16","2019-03-27",25.040001
"17","2019-03-28",25.129999
"18","2019-03-29",24.84
"19","2019-04-01",24.940001
"20","2019-04-02",24.99
"21","2019-04-03",25
"22","2019-04-04",25.07
"23","2019-04-05",25.16
"24","2019-04-08",25.15
"25","2019-04-09",25.139999
"26","2019-04-10",25.139999
"27","2019-04-11",25.120001
"28","2019-04-12",25.120001
"29","2019-04-15",25.17
"30","2019-04-16",25.17
"31","2019-04-17",25.09
"32","2019-04-18",25.02
"33","2019-04-22",25.049999
"34","2019-04-23",25.1
"35","2019-04-24",25.139999
"36","2019-04-25",25.15
"37","2019-04-26",25.1
"38","2019-04-29",25.209999
"39","2019-04-30",25.17
"40","2019-05-01",25.15
"41","2019-05-02",25.09
"42","2019-05-03",25.139999
"43","2019-05-06",25.120001
"44","2019-05-07",25.059999
"45","2019-05-08",25.07
"46","2019-05-09",25.049999
"47","2019-05-10",25.059999
"48","2019-05-13",25.18
"49","2019-05-14",25.16
"50","2019-05-15",25.167
"51","2019-05-16",25.15
"52","2019-05-17",25.030001
"53","2019-05-20",25.030001
"54","2019-05-21",25.049999
"55","2019-05-22",25.08
"56","2019-05-23",25.120001
"57","2019-05-24",25.17
"58","2019-05-28",25.139999
"59","2019-05-29",25.136999
"60","2019-05-30",25.16
"61","2019-05-31",25.290001
"62","2019-06-03",25.23
"63","2019-06-04",25.26
"64","2019-06-05",25.16
"65","2019-06-06",25.18
"66","2019-06-07",25.309999
"67","2019-06-10",25.41
"68","2019-06-11",25.4
"69","2019-06-12",25.43
"70","2019-06-13",25.440001
"71","2019-06-14",25.360001
"72","2019-06-17",25.360001
"73","2019-06-18",25.49
"74","2019-06-19",25.530001
"75","2019-06-20",25.469999
"76","2019-06-21",25.379999
"77","2019-06-24",25.389999
"78","2019-06-25",25.360001
"79","2019-06-26",25.32
"80","2019-06-27",25.450001
"81","2019-06-28",25.15
"82","2019-07-01",25.18
"83","2019-07-02",25.209999
"84","2019-07-03",25.35
"85","2019-07-05",25.370001
"86","2019-07-08",25.4
"87","2019-07-09",25.34
"88","2019-07-10",25.385
"89","2019-07-11",25.370001
"90","2019-07-12",25.42
"91","2019-07-15",25.455
"92","2019-07-16",25.450001
"93","2019-07-17",25.5
"94","2019-07-18",25.59
"95","2019-07-19",25.58
"96","2019-07-22",25.59
"97","2019-07-23",25.59
"98","2019-07-24",25.59
"99","2019-07-25",25.49
"100","2019-07-26",25.549999
"101","2019-07-29",25.540001
"102","2019-07-30",25.59
"103","2019-07-31",25.59
"104","2019-08-01",25.58
"105","2019-08-02",25.59
"106","2019-08-05",25.459999
"107","2019-08-06",25.549999
"108","2019-08-07",25.49
"109","2019-08-08",25.559999
"110","2019-08-09",25.66
"111","2019-08-12",25.75
"112","2019-08-13",25.75
"113","2019-08-14",25.6
"114","2019-08-15",25.620001
"115","2019-08-16",25.65
"116","2019-08-19",25.65
"117","2019-08-20",25.700001
"118","2019-08-21",25.690001
"119","2019-08-22",25.74
"120","2019-08-23",26.040001
"121","2019-08-26",26.040001
"122","2019-08-27",26.1
"123","2019-08-28",26.129999
"124","2019-08-29",26.23
"125","2019-08-30",26.190001
"126","2019-09-03",26.07
"127","2019-09-04",26.09
"128","2019-09-05",26.110001
"129","2019-09-06",26.030001
"130","2019-09-09",26.07
"131","2019-09-10",26.02
"132","2019-09-11",25.85
"133","2019-09-12",25.860001
"134","2019-09-13",25.65
"135","2019-09-16",25.780001
"136","2019-09-17",25.860001
"137","2019-09-18",25.959999
"138","2019-09-19",26.139999
"139","2019-09-20",26.040001
"140","2019-09-23",26.07
"141","2019-09-24",26.040001
"142","2019-09-25",26.030001
"143","2019-09-26",25.860001
"144","2019-09-27",25.84
"145","2019-09-30",25.370001
"146","2019-10-01",25.309999
"147","2019-10-02",25.219999
"148","2019-10-03",25.23
"149","2019-10-04",25.27
"150","2019-10-07",25.24
"151","2019-10-08",25.219999
"152","2019-10-09",25.26
"153","2019-10-10",25.190001
"154","2019-10-11",25.18
"155","2019-10-14",25.18
"156","2019-10-15",25.16
"157","2019-10-16",25.18
"158","2019-10-17",25.27
"159","2019-10-18",25.27
"160","2019-10-21",25.25
"161","2019-10-22",25.290001
"162","2019-10-23",25.299999
"163","2019-10-24",25.370001
"164","2019-10-25",25.32
"165","2019-10-28",25.26
"166","2019-10-29",25.290001
"167","2019-10-30",25.379999
"168","2019-10-31",25.379999
"169","2019-11-01",25.370001
"170","2019-11-04",25.450001
"171","2019-11-05",25.309999
"172","2019-11-06",25.33
"173","2019-11-07",25.34
"174","2019-11-08",25.43
"175","2019-11-11",25.469
"176","2019-11-12",25.48
"177","2019-11-13",25.48
"178","2019-11-14",25.440001
"179","2019-11-15",25.459999
"180","2019-11-18",25.469999
"181","2019-11-19",25.5
"182","2019-11-20",25.51
"183","2019-11-21",25.620001
"184","2019-11-22",25.5
"185","2019-11-25",25.559999
"186","2019-11-26",25.57
"187","2019-11-27",25.57
"188","2019-11-29",25.440001
"189","2019-12-02",25.438
"190","2019-12-03",25.450001
"191","2019-12-04",25.469999
"192","2019-12-05",25.450001
"193","2019-12-06",25.440001
"194","2019-12-09",25.459999
"195","2019-12-10",25.530001
"196","2019-12-11",25.6
"197","2019-12-12",25.620001
"198","2019-12-13",25.700001
"199","2019-12-16",25.686001
"200","2019-12-17",25.74
"201","2019-12-18",25.809999
"202","2019-12-19",25.85
"203","2019-12-20",25.92
"204","2019-12-23",25.92
"205","2019-12-24",25.940001
"206","2019-12-26",25.98
"207","2019-12-27",26.040001
"208","2019-12-30",25.719999
"209","2019-12-31",25.780001
"210","2020-01-02",25.889999
"211","2020-01-03",25.889999
"212","2020-01-06",25.9
"213","2020-01-07",25.860001
"214","2020-01-08",25.950001
"215","2020-01-09",25.99
"216","2020-01-10",26.030001
"217","2020-01-13",26.011
"218","2020-01-14",26.049999
"219","2020-01-15",26.040001
"220","2020-01-16",26.02
"221","2020-01-17",26.040001
"222","2020-01-21",25.979
"223","2020-01-22",25.99
"224","2020-01-23",25.940001
"225","2020-01-24",25.99
"226","2020-01-27",25.988001
"227","2020-01-28",25.83
"228","2020-01-29",25.940001
"229","2020-01-30",26
"230","2020-01-31",26.120001
"231","2020-02-03",26.129999
"232","2020-02-04",26.07
"233","2020-02-05",26.1
"234","2020-02-06",26.08
"235","2020-02-07",26.1
"236","2020-02-10",26.059999
"237","2020-02-11",25.950001
"238","2020-02-12",26.08
"239","2020-02-13",26.09
"240","2020-02-14",26.1
"241","2020-02-18",26.1
"242","2020-02-19",26.07
"243","2020-02-20",26.129999
"244","2020-02-21",26.02
"245","2020-02-24",25.83
"246","2020-02-25",25.82
"247","2020-02-26",25.959999
"248","2020-02-27",25.700001
"249","2020-02-28",25.1
"250","2020-03-02",25.299999
"251","2020-03-03",25.299999
"252","2020-03-04",25.75
"253","2020-03-05",25.4
"254","2020-03-06",25.02
"255","2020-03-09",24.35
"256","2020-03-10",23.58
"257","2020-03-11",22.389999
"258","2020-03-12",19.35
"259","2020-03-13",20.700001
"260","2020-03-16",18.799999
"261","2020-03-17",17.26
"262","2020-03-18",11.5
"263","2020-03-19",16.299999
"264","2020-03-20",15.84
"265","2020-03-23",14.99
"266","2020-03-24",16
"267","2020-03-25",17.76
"268","2020-03-26",20.25
"269","2020-03-27",20.726999
"270","2020-03-30",19.610001
"271","2020-03-31",18.790001
"272","2020-04-01",17.49
"273","2020-04-02",18.34
"274","2020-04-03",18.83
"275","2020-04-06",21.07
"276","2020-04-07",21
"277","2020-04-08",22.25
"278","2020-04-09",22.360001
"279","2020-04-13",21.35
"280","2020-04-14",21.33
"281","2020-04-15",20.629999
"282","2020-04-16",21.1
"283","2020-04-17",21.91
"284","2020-04-20",21.870001
"285","2020-04-21",22.190001
"286","2020-04-22",21.51
"287","2020-04-23",21.4
"288","2020-04-24",21.17
"289","2020-04-27",21.42
"290","2020-04-28",21.709999
"291","2020-04-29",22.299999
"292","2020-04-30",22.209999
"293","2020-05-01",22.32
"294","2020-05-04",22.18
"295","2020-05-05",22.129999
"296","2020-05-06",22.26
"297","2020-05-07",22.559999
"298","2020-05-08",22.77
"299","2020-05-11",22.57
"300","2020-05-12",22.17
"301","2020-05-13",21.719999
"302","2020-05-14",21.719999
"303","2020-05-15",21.889999
"304","2020-05-18",22.200001
"305","2020-05-19",22.219999
"306","2020-05-20",22.32
"307","2020-05-21",22.389999
"308","2020-05-22",22.700001
"309","2020-05-26",22.559999
"310","2020-05-27",22.76
"311","2020-05-28",22.799999
"312","2020-05-29",22.74
"313","2020-06-01",22.809999
"314","2020-06-02",22.799999
"315","2020-06-03",22.799999
"316","2020-06-04",22.775
"317","2020-06-05",22.799999
"318","2020-06-08",23.030001
"319","2020-06-09",23.08
"320","2020-06-10",23.08
"321","2020-06-11",22.540001
"322","2020-06-12",22.299999
"323","2020-06-15",22.27
"324","2020-06-16",22.719999
"325","2020-06-17",22.549999
"326","2020-06-18",22.35
"327","2020-06-19",22.57
"328","2020-06-22",22.690001
"329","2020-06-23",22.889999
"330","2020-06-24",22.799999
"331","2020-06-25",22.51
"332","2020-06-26",22.52
"333","2020-06-29",22.5
"334","2020-06-30",21.889999
"335","2020-07-01",22.007
"336","2020-07-02",21.67
"337","2020-07-06",21.91
"338","2020-07-07",21.91
"339","2020-07-08",22.17
"340","2020-07-09",21.9
"341","2020-07-10",21.969999
"342","2020-07-13",21.690001
"343","2020-07-14",21.799999
"344","2020-07-15",21.93
"345","2020-07-16",22.24
"346","2020-07-17",22.379999
"347","2020-07-20",22.49
"348","2020-07-21",22.549999
"349","2020-07-22",22.32
"350","2020-07-23",22.360001
"351","2020-07-24",22.32
"352","2020-07-27",22.379999
"353","2020-07-28",22.540001
"354","2020-07-29",22.65
"355","2020-07-30",22.610001
"356","2020-07-31",22.690001
"357","2020-08-03",22.67
"358","2020-08-04",22.67
"359","2020-08-05",22.690001
"360","2020-08-06",22.76
"361","2020-08-07",22.790001
"362","2020-08-10",23.059999
"363","2020-08-11",23.049999
"364","2020-08-12",23.02
"365","2020-08-13",23.190001
"366","2020-08-14",23.25
"367","2020-08-17",23.17
"368","2020-08-18",23.24
"369","2020-08-19",23.57
"370","2020-08-20",23.719999
"371","2020-08-21",23.719999
"372","2020-08-24",23.645
"373","2020-08-25",23.584999
"374","2020-08-26",23.780001
"375","2020-08-27",23.77
"376","2020-08-28",23.76
"377","2020-08-31",23.73
"378","2020-09-01",23.780001
"379","2020-09-02",23.719999
"380","2020-09-03",23.360001
"381","2020-09-04",23.469999
"382","2020-09-08",23.59
"383","2020-09-09",23.73
"384","2020-09-10",23.6
"385","2020-09-11",23.440001
"386","2020-09-14",23.549999
"387","2020-09-15",23.530001
"388","2020-09-16",23.58
"389","2020-09-17",23.43
"390","2020-09-18",23.450001
"391","2020-09-21",23.4
"392","2020-09-22",23.35
"393","2020-09-23",22.93
"394","2020-09-24",22.91
"395","2020-09-25",23.27
"396","2020-09-28",23.4
"397","2020-09-29",23.370001
"398","2020-09-30",22.75
"399","2020-10-01",22.92
"400","2020-10-02",22.82
"401","2020-10-05",22.84
"402","2020-10-06",22.799999
"403","2020-10-07",22.83
"404","2020-10-08",23.200001
"405","2020-10-09",23.01
"406","2020-10-12",23.059999
"407","2020-10-13",23.129999
"408","2020-10-14",22.950001
"409","2020-10-15",22.870001
"410","2020-10-16",22.959999
"411","2020-10-19",22.870001
"412","2020-10-20",22.83
"413","2020-10-21",22.85
"414","2020-10-22",22.91
"415","2020-10-23",22.879999
"416","2020-10-26",22.73
"417","2020-10-27",22.620001
"418","2020-10-28",22.200001
"419","2020-10-29",22.24
