"","date","HCCI"
"262","2009-03-25",7.33
"263","2009-03-26",7
"264","2009-03-27",7
"265","2009-03-30",7.46
"266","2009-03-31",7.46
"267","2009-04-01",7.05
"268","2009-04-02",8.46
"269","2009-04-03",8.4
"270","2009-04-06",9.14
"271","2009-04-07",9.14
"272","2009-04-08",10
"273","2009-04-09",10.1
"274","2009-04-13",9.71
"275","2009-04-14",9.98
"276","2009-04-15",10
"277","2009-04-16",10.2
"278","2009-04-17",10.4
"279","2009-04-20",9.9
"280","2009-04-21",9.25
"281","2009-04-22",9.53
"282","2009-04-23",9.33
"283","2009-04-24",9.49
"284","2009-04-27",9.54
"285","2009-04-28",9.47
"286","2009-04-29",9.47
"287","2009-04-30",9.47
"288","2009-05-01",9.85
"289","2009-05-04",9.85
"290","2009-05-05",10.22
"291","2009-05-06",10
"292","2009-05-07",9.75
"293","2009-05-08",9.75
"294","2009-05-11",9.06
"295","2009-05-12",8.8
"296","2009-05-13",9.23
"297","2009-05-14",9.27
"298","2009-05-15",9.39
"299","2009-05-18",9.25
"300","2009-05-19",9.25
"301","2009-05-20",9.3
"302","2009-05-21",9.3
"303","2009-05-22",9.18
"304","2009-05-26",9.33
"305","2009-05-27",9
"306","2009-05-28",9
"307","2009-05-29",9.5
"308","2009-06-01",9.33
"309","2009-06-02",9.99
"310","2009-06-03",10
"311","2009-06-04",10
"312","2009-06-05",10.2
"313","2009-06-08",10.2
"314","2009-06-09",10.32
"315","2009-06-10",10.25
"316","2009-06-11",10.23
"317","2009-06-12",10.22
"318","2009-06-15",10
"319","2009-06-16",10
"320","2009-06-17",10.25
"321","2009-06-18",10
"322","2009-06-19",10.25
"323","2009-06-22",10.49
"324","2009-06-23",10.35
"325","2009-06-24",10.23
"326","2009-06-25",10.01
"327","2009-06-26",10.46
"328","2009-06-29",11.2
"329","2009-06-30",12.15
"330","2009-07-01",11.8
"331","2009-07-02",11.54
"332","2009-07-06",12.02
"333","2009-07-07",12.51
"334","2009-07-08",12.34
"335","2009-07-09",12.09
"336","2009-07-10",12.5
"337","2009-07-13",12.57
"338","2009-07-14",13
"339","2009-07-15",13.1
"340","2009-07-16",13.06
"341","2009-07-17",12.25
"342","2009-07-20",12.54
"343","2009-07-21",12.73
"344","2009-07-22",12.85
"345","2009-07-23",13.18
"346","2009-07-24",13.37
"347","2009-07-27",12.99
"348","2009-07-28",13.57
"349","2009-07-29",13.24
"350","2009-07-30",12.7
"351","2009-07-31",12.18
"352","2009-08-03",11.99
"353","2009-08-04",11.74
"354","2009-08-05",11.87
"355","2009-08-06",11.35
"356","2009-08-07",12.11
"357","2009-08-10",11.6
"358","2009-08-11",11.2
"359","2009-08-12",11.62
"360","2009-08-13",12.17
"361","2009-08-14",12.11
"362","2009-08-17",11.87
"363","2009-08-18",12.07
"364","2009-08-19",12.29
"365","2009-08-20",12.48
"366","2009-08-21",12.51
"367","2009-08-24",12
"368","2009-08-25",12.17
"369","2009-08-26",12.16
"370","2009-08-27",12.14
"371","2009-08-28",12
"372","2009-08-31",12.34
"373","2009-09-01",12
"374","2009-09-02",12.81
"375","2009-09-03",12.01
"376","2009-09-04",12.52
"377","2009-09-08",13.16
"378","2009-09-09",13.04
"379","2009-09-10",12.8
"380","2009-09-11",12.58
"381","2009-09-14",13.25
"382","2009-09-15",13.34
"383","2009-09-16",13.1
"384","2009-09-17",13.23
"385","2009-09-18",13.13
"386","2009-09-21",13.13
"387","2009-09-22",12.56
"388","2009-09-23",13.17
"389","2009-09-24",12.8
"390","2009-09-25",12.69
"391","2009-09-28",12.6
"392","2009-09-29",12.89
"393","2009-09-30",12.75
"394","2009-10-01",12.5
"395","2009-10-02",12.45
"396","2009-10-05",12.62
"397","2009-10-06",12.67
"398","2009-10-07",12.56
"399","2009-10-08",12.56
"400","2009-10-09",12.56
"401","2009-10-12",12.5
"402","2009-10-13",12.73
"403","2009-10-14",12.69
"404","2009-10-15",12.61
"405","2009-10-16",12.5
"406","2009-10-19",12.66
"407","2009-10-20",12.5
"408","2009-10-21",12.54
"409","2009-10-22",12.58
"410","2009-10-23",12.5
"411","2009-10-26",12.43
"412","2009-10-27",12.4
"413","2009-10-28",12.45
"414","2009-10-29",12.58
"415","2009-10-30",12.5
"416","2009-11-02",12.5
"417","2009-11-03",12.56
"418","2009-11-04",12.45
"419","2009-11-05",12.59
"420","2009-11-06",12.63
"421","2009-11-09",12.63
"422","2009-11-10",11.34
"423","2009-11-11",11.44
"424","2009-11-12",10.4
"425","2009-11-13",9.88
"426","2009-11-16",10.18
"427","2009-11-17",11.23
"428","2009-11-18",10.98
"429","2009-11-19",10.91
"430","2009-11-20",10.34
"431","2009-11-23",11.12
"432","2009-11-24",11.01
"433","2009-11-25",10.69
"434","2009-11-27",10.7
"435","2009-11-30",10.35
"436","2009-12-01",11.06
"437","2009-12-02",11.27
"438","2009-12-03",11.05
"439","2009-12-04",11.27
"440","2009-12-07",10.95
"441","2009-12-08",11.09
"442","2009-12-09",11.14
"443","2009-12-10",11.3
"444","2009-12-11",11.03
"445","2009-12-14",11.21
"446","2009-12-15",10.71
"447","2009-12-16",10.67
"448","2009-12-17",10.78
"449","2009-12-18",11
"450","2009-12-21",11
"451","2009-12-22",10.7
"452","2009-12-23",10.76
"453","2009-12-24",10.86
"454","2009-12-28",10.73
"455","2009-12-29",10.89
"456","2009-12-30",10.89
"457","2009-12-31",10.46
"458","2010-01-04",11.2
"459","2010-01-05",11
"460","2010-01-06",11.01
"461","2010-01-07",11.09
"462","2010-01-08",11.09
"463","2010-01-11",10.87
"464","2010-01-12",11.01
"465","2010-01-13",11.03
"466","2010-01-14",11.19
"467","2010-01-15",11.03
"468","2010-01-19",11.15
"469","2010-01-20",11.16
"470","2010-01-21",10.99
"471","2010-01-22",10.82
"472","2010-01-25",10.72
"473","2010-01-26",10.71
"474","2010-01-27",10.94
"475","2010-01-28",10.91
"476","2010-01-29",10.9
"477","2010-02-01",11
"478","2010-02-02",10.72
"479","2010-02-03",10.27
"480","2010-02-04",9.95
"481","2010-02-05",10.09
"482","2010-02-08",10.36
"483","2010-02-09",10.08
"484","2010-02-10",9.72
"485","2010-02-11",9.29
"486","2010-02-12",8.56
"487","2010-02-16",8.66
"488","2010-02-17",8.6
"489","2010-02-18",8.55
"490","2010-02-19",8.4
"491","2010-02-22",8.53
"492","2010-02-23",8.7
"493","2010-02-24",8.75
"494","2010-02-25",8.31
"495","2010-02-26",8.49
"496","2010-03-01",8.7
"497","2010-03-02",8.64
"498","2010-03-03",8.71
"499","2010-03-04",8.55
"500","2010-03-05",9.51
"501","2010-03-08",9.52
"502","2010-03-09",9.54
"503","2010-03-10",9.06
"504","2010-03-11",9.06
"505","2010-03-12",9.08
"506","2010-03-15",9.6
"507","2010-03-16",9.71
"508","2010-03-17",9.33
"509","2010-03-18",9.45
"510","2010-03-19",9.3
"511","2010-03-22",9.32
"512","2010-03-23",9.25
"513","2010-03-24",9.23
"514","2010-03-25",9.5
"515","2010-03-26",9.51
"516","2010-03-29",9.87
"517","2010-03-30",10.26
"518","2010-03-31",11.3
"519","2010-04-01",11.45
"520","2010-04-05",10.99
"521","2010-04-06",10.74
"522","2010-04-07",10.53
"523","2010-04-08",10.44
"524","2010-04-09",10.14
"525","2010-04-12",10.21
"526","2010-04-13",11.1
"527","2010-04-14",11.02
"528","2010-04-15",10.79
"529","2010-04-16",10.28
"530","2010-04-19",10.59
"531","2010-04-20",10.55
"532","2010-04-21",10.52
"533","2010-04-22",10.3
"534","2010-04-23",10.25
"535","2010-04-26",10.98
"536","2010-04-27",10.37
"537","2010-04-28",10.31
"538","2010-04-29",10.46
"539","2010-04-30",10.27
"540","2010-05-03",10.17
"541","2010-05-04",9.61
"542","2010-05-05",9.11
"543","2010-05-06",9.52
"544","2010-05-07",9.68
"545","2010-05-10",9.99
"546","2010-05-11",10.01
"547","2010-05-12",10.09
"548","2010-05-13",9.83
"549","2010-05-14",9.66
"550","2010-05-17",9.72
"551","2010-05-18",9.12
"552","2010-05-19",8.72
"553","2010-05-20",8.07
"554","2010-05-21",8.42
"555","2010-05-24",8.11
"556","2010-05-25",8.25
"557","2010-05-26",8.3
"558","2010-05-27",8.35
"559","2010-05-28",8.46
"560","2010-06-01",8.33
"561","2010-06-02",8.5
"562","2010-06-03",8.62
"563","2010-06-04",8.12
"564","2010-06-07",7.79
"565","2010-06-08",7.76
"566","2010-06-09",7.89
"567","2010-06-10",8.22
"568","2010-06-11",8.11
"569","2010-06-14",8.04
"570","2010-06-15",8.14
"571","2010-06-16",8.1
"572","2010-06-17",8.16
"573","2010-06-18",8.1
"574","2010-06-21",8.15
"575","2010-06-22",8.15
"576","2010-06-23",8.1
"577","2010-06-24",8.04
"578","2010-06-25",8.07
"579","2010-06-28",8.08
"580","2010-06-29",8.06
"581","2010-06-30",8.05
"582","2010-07-01",7.97
"583","2010-07-02",8.07
"584","2010-07-06",8.04
"585","2010-07-07",8.02
"586","2010-07-08",8.07
"587","2010-07-09",7.97
"588","2010-07-12",7.85
"589","2010-07-13",7.85
"590","2010-07-14",7.69
"591","2010-07-15",7.79
"592","2010-07-16",7.68
"593","2010-07-19",7.67
"594","2010-07-20",7.72
"595","2010-07-21",8
"596","2010-07-22",8.22
"597","2010-07-23",8.12
"598","2010-07-26",8.15
"599","2010-07-27",7.95
"600","2010-07-28",8.2
"601","2010-07-29",8.19
"602","2010-07-30",8.38
"603","2010-08-02",8.13
"604","2010-08-03",8.1
"605","2010-08-04",8.1
"606","2010-08-05",8.2
"607","2010-08-06",8.33
"608","2010-08-09",8.53
"609","2010-08-10",8.5
"610","2010-08-11",8.25
"611","2010-08-12",8.5
"612","2010-08-13",8.4
"613","2010-08-16",8.5
"614","2010-08-17",8.55
"615","2010-08-18",8.72
"616","2010-08-19",8.5
"617","2010-08-20",8.51
"618","2010-08-23",8.49
"619","2010-08-24",8.5
"620","2010-08-25",8.4
"621","2010-08-26",8.5
"622","2010-08-27",8.5
"623","2010-08-30",8.45
"624","2010-08-31",8.24
"625","2010-09-01",8.24
"626","2010-09-02",8.6
"627","2010-09-03",8.11
"628","2010-09-07",8.4
"629","2010-09-08",9
"630","2010-09-09",9.49
"631","2010-09-10",9.48
"632","2010-09-13",9.65
"633","2010-09-14",9.71
"634","2010-09-15",10.05
"635","2010-09-16",10.33
"636","2010-09-17",10.8
"637","2010-09-20",10.6
"638","2010-09-21",10.51
"639","2010-09-22",10.57
"640","2010-09-23",10.56
"641","2010-09-24",10.54
"642","2010-09-27",10.48
"643","2010-09-28",10.15
"644","2010-09-29",10.15
"645","2010-09-30",9.95
"646","2010-10-01",9.59
"647","2010-10-04",9.46
"648","2010-10-05",9.47
"649","2010-10-06",9.71
"650","2010-10-07",9.61
"651","2010-10-08",9.91
"652","2010-10-11",10.38
"653","2010-10-12",10.36
"654","2010-10-13",10.52
"655","2010-10-14",10.54
"656","2010-10-15",10.8
"657","2010-10-18",10.63
"658","2010-10-19",10.63
"659","2010-10-20",10.45
"660","2010-10-21",10.35
"661","2010-10-22",10.19
"662","2010-10-25",10.25
"663","2010-10-26",10.32
"664","2010-10-27",10.32
"665","2010-10-28",10.13
"666","2010-10-29",10
"667","2010-11-01",10.04
"668","2010-11-02",10.01
"669","2010-11-03",10.01
"670","2010-11-04",9.9
"671","2010-11-05",9.95
"672","2010-11-08",9.96
"673","2010-11-09",10.01
"674","2010-11-10",10.01
"675","2010-11-11",9.95
"676","2010-11-12",10
"677","2010-11-15",9.98
"678","2010-11-16",10.27
"679","2010-11-17",10.28
"680","2010-11-18",10.12
"681","2010-11-19",10.1
"682","2010-11-22",10.28
"683","2010-11-23",10.1
"684","2010-11-24",10.01
"685","2010-11-26",10
"686","2010-11-29",9.95
"687","2010-11-30",9.68
"688","2010-12-01",9.94
"689","2010-12-02",9.96
"690","2010-12-03",10.01
"691","2010-12-06",10.01
"692","2010-12-07",10
"693","2010-12-08",10.2
"694","2010-12-09",10.15
"695","2010-12-10",10.15
"696","2010-12-13",10.5
"697","2010-12-14",10.23
"698","2010-12-15",10.15
"699","2010-12-16",10.15
"700","2010-12-17",10.03
"701","2010-12-20",10.02
"702","2010-12-21",10
"703","2010-12-22",10.04
"704","2010-12-23",10.02
"705","2010-12-27",10.13
"706","2010-12-28",10.03
"707","2010-12-29",10
"708","2010-12-30",10.42
"709","2010-12-31",10.06
"710","2011-01-03",9.99
"711","2011-01-04",10
"712","2011-01-05",10.41
"713","2011-01-06",10.47
"714","2011-01-07",10.45
"715","2011-01-10",10.1
"716","2011-01-11",10.2
"717","2011-01-12",10.51
"718","2011-01-13",10.67
"719","2011-01-14",10.59
"720","2011-01-18",10.42
"721","2011-01-19",10.32
"722","2011-01-20",10.08
"723","2011-01-21",10.5
"724","2011-01-24",11.78
"725","2011-01-25",11.36
"726","2011-01-26",11.91
"727","2011-01-27",11.85
"728","2011-01-28",11.57
"729","2011-01-31",11.76
"730","2011-02-01",11.6
"731","2011-02-02",11.8
"732","2011-02-03",11.78
"733","2011-02-04",11.75
"734","2011-02-07",11.6
"735","2011-02-08",11.4
"736","2011-02-09",11.5
"737","2011-02-10",11.74
"738","2011-02-11",11.22
"739","2011-02-14",11.63
"740","2011-02-15",11.2
"741","2011-02-16",11.5
"742","2011-02-17",11
"743","2011-02-18",11.88
"744","2011-02-22",12
"745","2011-02-23",12.4
"746","2011-02-24",11.8
"747","2011-02-25",11.73
"748","2011-02-28",12
"749","2011-03-01",11.99
"750","2011-03-02",11.98
"751","2011-03-03",11.92
"752","2011-03-04",11.85
"753","2011-03-07",11.81
"754","2011-03-08",11.7
"755","2011-03-09",11.86
"756","2011-03-10",11.39
"757","2011-03-11",11.27
"758","2011-03-14",11.28
"759","2011-03-15",11.57
"760","2011-03-16",11.94
"761","2011-03-17",12.16
"762","2011-03-18",12.54
"763","2011-03-21",12.65
"764","2011-03-22",12.78
"765","2011-03-23",12.8
"766","2011-03-24",12.73
"767","2011-03-25",13
"768","2011-03-28",13.21
"769","2011-03-29",14
"770","2011-03-30",14
"771","2011-03-31",14.25
"772","2011-04-01",15.14
"773","2011-04-04",15.85
"774","2011-04-05",15.66
"775","2011-04-06",16
"776","2011-04-07",15.9
"777","2011-04-08",15.93
"778","2011-04-11",15.72
"779","2011-04-12",15.88
"780","2011-04-13",15.83
"781","2011-04-14",16.1
"782","2011-04-15",16.049999
"783","2011-04-18",16.01
"784","2011-04-19",16.4
"785","2011-04-20",16.43
"786","2011-04-21",16.379999
"787","2011-04-25",16.17
"788","2011-04-26",16.450001
"789","2011-04-27",16.93
"790","2011-04-28",16.969999
"791","2011-04-29",16.860001
"792","2011-05-02",17.450001
"793","2011-05-03",17.82
"794","2011-05-04",17.25
"795","2011-05-05",17.209999
"796","2011-05-06",17.959999
"797","2011-05-09",18.549999
"798","2011-05-10",18.1
"799","2011-05-11",18.02
"800","2011-05-12",18
"801","2011-05-13",17.790001
"802","2011-05-16",17.66
"803","2011-05-17",17.709999
"804","2011-05-18",17.559999
"805","2011-05-19",17.5
"806","2011-05-20",17.459999
"807","2011-05-23",17.059999
"808","2011-05-24",17.27
"809","2011-05-25",17.139999
"810","2011-05-26",17
"811","2011-05-27",17.049999
"812","2011-05-31",16.93
"813","2011-06-01",16.969999
"814","2011-06-02",16.75
"815","2011-06-03",17.1
"816","2011-06-06",17.35
"817","2011-06-07",17.5
"818","2011-06-08",17.43
"819","2011-06-09",17.389999
"820","2011-06-10",17.5
"821","2011-06-13",16.790001
"822","2011-06-14",16.51
"823","2011-06-15",16.620001
"824","2011-06-16",17.07
"825","2011-06-17",16.889999
"826","2011-06-20",17.030001
"827","2011-06-21",17.09
"828","2011-06-22",17.209999
"829","2011-06-23",17.77
"830","2011-06-24",18.040001
"831","2011-06-27",18.49
"832","2011-06-28",19.26
"833","2011-06-29",19.17
"834","2011-06-30",19.18
"835","2011-07-01",19.559999
"836","2011-07-05",20.389999
"837","2011-07-06",21.450001
"838","2011-07-07",22.27
"839","2011-07-08",21.959999
"840","2011-07-11",21.98
"841","2011-07-12",21.75
"842","2011-07-13",21.440001
"843","2011-07-14",22.139999
"844","2011-07-15",22.25
"845","2011-07-18",21.950001
"846","2011-07-19",22
"847","2011-07-20",22.049999
"848","2011-07-21",22.01
"849","2011-07-22",21.530001
"850","2011-07-25",21.41
"851","2011-07-26",19.549999
"852","2011-07-27",18.440001
"853","2011-07-28",18.620001
"854","2011-07-29",20.040001
"855","2011-08-01",20.190001
"856","2011-08-02",19.9
"857","2011-08-03",19.700001
"858","2011-08-04",19.65
"859","2011-08-05",19.68
"860","2011-08-08",16.91
"861","2011-08-09",17.57
"862","2011-08-10",16.15
"863","2011-08-11",16.57
"864","2011-08-12",17
"865","2011-08-15",16.860001
"866","2011-08-16",16.040001
"867","2011-08-17",16.67
"868","2011-08-18",16.59
"869","2011-08-19",16.610001
"870","2011-08-22",16.65
"871","2011-08-23",16.950001
"872","2011-08-24",16.99
"873","2011-08-25",16.209999
"874","2011-08-26",15.37
"875","2011-08-29",16.790001
"876","2011-08-30",16.32
"877","2011-08-31",16.549999
"878","2011-09-01",16.76
"879","2011-09-02",16.559999
"880","2011-09-06",17.26
"881","2011-09-07",18.67
"882","2011-09-08",18.290001
"883","2011-09-09",16.540001
"884","2011-09-12",17.01
"885","2011-09-13",17.379999
"886","2011-09-14",17.67
"887","2011-09-15",18.290001
"888","2011-09-16",18.34
"889","2011-09-19",17.98
"890","2011-09-20",17.91
"891","2011-09-21",17.99
"892","2011-09-22",17.459999
"893","2011-09-23",17.799999
"894","2011-09-26",18.57
"895","2011-09-27",19.719999
"896","2011-09-28",19.65
"897","2011-09-29",18.26
"898","2011-09-30",18.16
"899","2011-10-03",17.139999
"900","2011-10-04",16.85
"901","2011-10-05",18.16
"902","2011-10-06",18
"903","2011-10-07",17.26
"904","2011-10-10",17.49
"905","2011-10-11",17.49
"906","2011-10-12",17.379999
"907","2011-10-13",17.540001
"908","2011-10-14",17.559999
"909","2011-10-17",17.42
"910","2011-10-18",17.200001
"911","2011-10-19",16.91
"912","2011-10-20",16.530001
"913","2011-10-21",16.719999
"914","2011-10-24",16.629999
"915","2011-10-25",16.26
"916","2011-10-26",16.08
"917","2011-10-27",16.5
"918","2011-10-28",16.15
"919","2011-10-31",15.94
"920","2011-11-01",15.1
"921","2011-11-02",15.15
"922","2011-11-03",15.12
"923","2011-11-04",14.84
"924","2011-11-07",14.93
"925","2011-11-08",15.58
"926","2011-11-09",14.62
"927","2011-11-10",14.7
"928","2011-11-11",15.1
"929","2011-11-14",15.05
"930","2011-11-15",15.52
"931","2011-11-16",16.059999
"932","2011-11-17",16.25
"933","2011-11-18",16.059999
"934","2011-11-21",14.96
"935","2011-11-22",14.99
"936","2011-11-23",13.93
"937","2011-11-25",13.69
"938","2011-11-28",14.51
"939","2011-11-29",14.58
"940","2011-11-30",16.549999
"941","2011-12-01",16.02
"942","2011-12-02",15.31
"943","2011-12-05",16.17
"944","2011-12-06",16.450001
"945","2011-12-07",16.91
"946","2011-12-08",16.6
"947","2011-12-09",16.92
"948","2011-12-12",16.389999
"949","2011-12-13",16.25
"950","2011-12-14",16.73
"951","2011-12-15",16.559999
"952","2011-12-16",17.549999
"953","2011-12-19",17.77
"954","2011-12-20",19
"955","2011-12-21",17.950001
"956","2011-12-22",17.360001
"957","2011-12-23",18.280001
"958","2011-12-27",18.219999
"959","2011-12-28",17.299999
"960","2011-12-29",16.469999
"961","2011-12-30",16.559999
"962","2012-01-03",16.48
"963","2012-01-04",17.190001
"964","2012-01-05",17.83
"965","2012-01-06",17.700001
"966","2012-01-09",17.6
"967","2012-01-10",18.77
"968","2012-01-11",19.299999
"969","2012-01-12",20.129999
"970","2012-01-13",19.950001
"971","2012-01-17",20.549999
"972","2012-01-18",20.860001
"973","2012-01-19",20.120001
"974","2012-01-20",20.17
"975","2012-01-23",20.209999
"976","2012-01-24",20.58
"977","2012-01-25",21.120001
"978","2012-01-26",21.290001
"979","2012-01-27",21.450001
"980","2012-01-30",21.469999
"981","2012-01-31",20.93
"982","2012-02-01",20.5
"983","2012-02-02",20.82
"984","2012-02-03",21.040001
"985","2012-02-06",21.09
"986","2012-02-07",20.75
"987","2012-02-08",20.629999
"988","2012-02-09",20.74
"989","2012-02-10",20.5
"990","2012-02-13",20.9
"991","2012-02-14",20.52
"992","2012-02-15",20
"993","2012-02-16",20.299999
"994","2012-02-17",20.219999
"995","2012-02-21",20.25
"996","2012-02-22",20.059999
"997","2012-02-23",20.15
"998","2012-02-24",20.889999
"999","2012-02-27",21.780001
