"","date","USCR"
"124","2011-04-12",9.39
"125","2011-04-13",9.37
"126","2011-04-14",9.43
"127","2011-04-15",9.53
"128","2011-04-18",9.45
"129","2011-04-19",9.45
"130","2011-04-20",9.6
"131","2011-04-21",9.57
"132","2011-04-25",9.75
"133","2011-04-26",9.46
"134","2011-04-27",9.5
"135","2011-04-28",9.5
"136","2011-04-29",9.74
"137","2011-05-02",9.74
"138","2011-05-03",9.5
"139","2011-05-04",9.74
"140","2011-05-05",9.55
"141","2011-05-06",9.56
"142","2011-05-09",9.55
"143","2011-05-10",9.51
"144","2011-05-11",9.5
"145","2011-05-12",9.5
"146","2011-05-13",9.64
"147","2011-05-16",9.64
"148","2011-05-17",9.74
"149","2011-05-18",9.7
"150","2011-05-19",9.65
"151","2011-05-20",9.7
"152","2011-05-23",9.64
"153","2011-05-24",9.64
"154","2011-05-25",9.64
"155","2011-05-26",9.55
"156","2011-05-27",9.6
"157","2011-05-31",9.59
"158","2011-06-01",9.55
"159","2011-06-02",9.55
"160","2011-06-03",9.72
"161","2011-06-06",9.65
"162","2011-06-07",9.65
"163","2011-06-08",9.5
"164","2011-06-09",9.67
"165","2011-06-10",9.67
"166","2011-06-13",9.31
"167","2011-06-14",9.31
"168","2011-06-15",8.81
"169","2011-06-16",8.81
"170","2011-06-17",8.82
"171","2011-06-20",8.73
"172","2011-06-21",8.6
"173","2011-06-22",8.49
"174","2011-06-23",8.17
"175","2011-06-24",8.04
"176","2011-06-27",8.48
"177","2011-06-28",8.4
"178","2011-06-29",8.45
"179","2011-06-30",8.75
"180","2011-07-01",8.57
"181","2011-07-05",8.25
"182","2011-07-06",8.57
"183","2011-07-07",8.4
"184","2011-07-08",8.4
"185","2011-07-11",8.41
"186","2011-07-12",8.35
"187","2011-07-13",8.46
"188","2011-07-14",8.46
"189","2011-07-15",8.3
"190","2011-07-18",8.35
"191","2011-07-19",8.4
"192","2011-07-20",8.46
"193","2011-07-21",8.29
"194","2011-07-22",8.29
"195","2011-07-25",8.1
"196","2011-07-26",8.34
"197","2011-07-27",8.34
"198","2011-07-28",8.61
"199","2011-07-29",8.35
"200","2011-08-01",8.35
"201","2011-08-02",8.35
"202","2011-08-03",7.75
"203","2011-08-04",7.8
"204","2011-08-05",6.8
"205","2011-08-08",5.61
"206","2011-08-09",5.17
"207","2011-08-10",5.01
"208","2011-08-11",5.8
"209","2011-08-12",5.71
"210","2011-08-15",6.5
"211","2011-08-16",6.43
"212","2011-08-17",6.21
"213","2011-08-18",5.75
"214","2011-08-19",6.05
"215","2011-08-22",6
"216","2011-08-23",6
"217","2011-08-24",6
"218","2011-08-25",5.88
"219","2011-08-26",5.98
"220","2011-08-29",6
"221","2011-08-30",5.77
"222","2011-08-31",5.6
"223","2011-09-01",5.5
"224","2011-09-02",5.4
"225","2011-09-06",5.21
"226","2011-09-07",4.95
"227","2011-09-08",4.99
"228","2011-09-09",4.95
"229","2011-09-12",4.84
"230","2011-09-13",5
"231","2011-09-14",5
"232","2011-09-15",4.9
"233","2011-09-16",4.74
"234","2011-09-19",4.65
"235","2011-09-20",4.7
"236","2011-09-21",4.7
"237","2011-09-22",4.58
"238","2011-09-23",4.58
"239","2011-09-26",4.3
"240","2011-09-27",4.33
"241","2011-09-28",4.2
"242","2011-09-29",4.2
"243","2011-09-30",4.11
"244","2011-10-03",4.29
"245","2011-10-04",4
"246","2011-10-05",3.98
"247","2011-10-06",4
"248","2011-10-07",3.92
"249","2011-10-10",3.92
"250","2011-10-11",3.97
"251","2011-10-12",3.88
"252","2011-10-13",3.89
"253","2011-10-14",4.25
"254","2011-10-17",4.22
"255","2011-10-18",4.19
"256","2011-10-19",4.14
"257","2011-10-20",4.1
"258","2011-10-21",4.29
"259","2011-10-24",4.38
"260","2011-10-25",4.03
"261","2011-10-26",3.68
"262","2011-10-27",3.74
"263","2011-10-28",3.54
"264","2011-10-31",3.46
"265","2011-11-01",3.66
"266","2011-11-02",3.78
"267","2011-11-03",4.12
"268","2011-11-04",3.87
"269","2011-11-07",3.85
"270","2011-11-08",3.59
"271","2011-11-09",3.32
"272","2011-11-10",3.32
"273","2011-11-11",3.33
"274","2011-11-14",3.11
"275","2011-11-15",3.11
"276","2011-11-16",3.12
"277","2011-11-17",3.12
"278","2011-11-18",3.05
"279","2011-11-21",3
"280","2011-11-22",3
"281","2011-11-23",2.93
"282","2011-11-25",2.79
"283","2011-11-28",2.75
"284","2011-11-29",2.81
"285","2011-11-30",2.75
"286","2011-12-01",2.8
"287","2011-12-02",2.8
"288","2011-12-05",2.82
"289","2011-12-06",2.7
"290","2011-12-07",2.51
"291","2011-12-08",2.82
"292","2011-12-09",2.74
"293","2011-12-12",2.6
"294","2011-12-13",2.91
"295","2011-12-14",2.56
"296","2011-12-15",2.51
"297","2011-12-16",2.37
"298","2011-12-19",2.44
"299","2011-12-20",2.45
"300","2011-12-21",2.35
"301","2011-12-22",2.69
"302","2011-12-23",2.64
"303","2011-12-27",2.64
"304","2011-12-28",2.63
"305","2011-12-29",2.69
"306","2011-12-30",2.9
"307","2012-01-03",3.25
"308","2012-01-04",3.33
"309","2012-01-05",3.54
"310","2012-01-06",3.37
"311","2012-01-09",3.36
"312","2012-01-10",3.42
"313","2012-01-11",3.49
"314","2012-01-12",3.57
"315","2012-01-13",3.49
"316","2012-01-17",3.27
"317","2012-01-18",3.35
"318","2012-01-19",3.42
"319","2012-01-20",3.46
"320","2012-01-23",3.46
"321","2012-01-24",3.5
"322","2012-01-25",3.9
"323","2012-01-26",3.82
"324","2012-01-27",3.84
"325","2012-01-30",3.89
"326","2012-01-31",4
"327","2012-02-01",4.24
"328","2012-02-02",4.35
"329","2012-02-03",4.51
"330","2012-02-06",4.71
"331","2012-02-07",5.1
"332","2012-02-08",5.11
"333","2012-02-09",4.72
"334","2012-02-10",4.57
"335","2012-02-13",4.6
"336","2012-02-14",4.38
"337","2012-02-15",4.3
"338","2012-02-16",4.07
"339","2012-02-17",4.29
"340","2012-02-21",4.52
"341","2012-02-22",4.4
"342","2012-02-23",4.45
"343","2012-02-24",4.38
"344","2012-02-27",4.24
"345","2012-02-28",4.23
"346","2012-02-29",4.2
"347","2012-03-01",4.17
"348","2012-03-02",4.1
"349","2012-03-05",4.05
"350","2012-03-06",4.02
"351","2012-03-07",4.25
"352","2012-03-08",4.36
"353","2012-03-09",4.97
"354","2012-03-12",4.92
"355","2012-03-13",4.8
"356","2012-03-14",5
"357","2012-03-15",4.87
"358","2012-03-16",4.51
"359","2012-03-19",4.71
"360","2012-03-20",4.59
"361","2012-03-21",4.64
"362","2012-03-22",4.58
"363","2012-03-23",4.46
"364","2012-03-26",4.63
"365","2012-03-27",4.66
"366","2012-03-28",4.7
"367","2012-03-29",4.71
"368","2012-03-30",4.66
"369","2012-04-02",4.69
"370","2012-04-03",4.68
"371","2012-04-04",4.57
"372","2012-04-05",4.5
"373","2012-04-09",4.55
"374","2012-04-10",4.46
"375","2012-04-11",4.45
"376","2012-04-12",4.48
"377","2012-04-13",4.48
"378","2012-04-16",4.99
"379","2012-04-17",4.9
"380","2012-04-18",4.95
"381","2012-04-19",4.9
"382","2012-04-20",4.95
"383","2012-04-23",4.98
"384","2012-04-24",4.95
"385","2012-04-25",4.82
"386","2012-04-26",4.97
"387","2012-04-27",4.88
"388","2012-04-30",4.83
"389","2012-05-01",4.8
"390","2012-05-02",4.86
"391","2012-05-03",4.93
"392","2012-05-04",4.93
"393","2012-05-07",4.96
"394","2012-05-08",4.9
"395","2012-05-09",5.02
"396","2012-05-10",5
"397","2012-05-11",5.15
"398","2012-05-14",5.07
"399","2012-05-15",5.06
"400","2012-05-16",4.91
"401","2012-05-17",4.83
"402","2012-05-18",4.83
"403","2012-05-21",4.82
"404","2012-05-22",5.06
"405","2012-05-23",5.05
"406","2012-05-24",5.05
"407","2012-05-25",4.51
"408","2012-05-29",4.74
"409","2012-05-30",4.77
"410","2012-05-31",4.91
"411","2012-06-01",4.69
"412","2012-06-04",4.52
"413","2012-06-05",4.82
"414","2012-06-06",4.9
"415","2012-06-07",4.78
"416","2012-06-08",4.86
"417","2012-06-11",4.82
"418","2012-06-12",4.68
"419","2012-06-13",4.6
"420","2012-06-14",4.45
"421","2012-06-15",4.59
"422","2012-06-18",4.45
"423","2012-06-19",4.69
"424","2012-06-20",4.85
"425","2012-06-21",4.65
"426","2012-06-22",4.8
"427","2012-06-25",4.63
"428","2012-06-26",4.73
"429","2012-06-27",5.05
"430","2012-06-28",5.05
"431","2012-06-29",5
"432","2012-07-02",4.91
"433","2012-07-03",4.91
"434","2012-07-05",4.94
"435","2012-07-06",5.1
"436","2012-07-09",5.17
"437","2012-07-10",5.25
"438","2012-07-11",5.79
"439","2012-07-12",5.85
"440","2012-07-13",6.18
"441","2012-07-16",6.15
"442","2012-07-17",6
"443","2012-07-18",5.9
"444","2012-07-19",5.85
"445","2012-07-20",6
"446","2012-07-23",5.8
"447","2012-07-24",5.9
"448","2012-07-25",5.72
"449","2012-07-26",5.87
"450","2012-07-27",5.85
"451","2012-07-30",5.76
"452","2012-07-31",5.69
"453","2012-08-01",5.74
"454","2012-08-02",5.66
"455","2012-08-03",6
"456","2012-08-06",6.03
"457","2012-08-07",6
"458","2012-08-08",6
"459","2012-08-09",6.05
"460","2012-08-10",6
"461","2012-08-13",6.1
"462","2012-08-14",6.05
"463","2012-08-15",6.01
"464","2012-08-16",6.14
"465","2012-08-17",6
"466","2012-08-20",6.25
"467","2012-08-21",6.05
"468","2012-08-22",6.14
"469","2012-08-23",6.27
"470","2012-08-24",6.13
"471","2012-08-27",6.24
"472","2012-08-28",6.25
"473","2012-08-29",6.1
"474","2012-08-30",6.3
"475","2012-08-31",6.31
"476","2012-09-04",6.32
"477","2012-09-05",6.12
"478","2012-09-06",6.07
"479","2012-09-07",6.36
"480","2012-09-10",6.14
"481","2012-09-11",6.14
"482","2012-09-12",6.3
"483","2012-09-13",6.47
"484","2012-09-14",6.5
"485","2012-09-17",6.3
"486","2012-09-18",6.26
"487","2012-09-19",6.3
"488","2012-09-20",6.3
"489","2012-09-21",6.5
"490","2012-09-24",6.33
"491","2012-09-25",6.37
"492","2012-09-26",6.67
"493","2012-09-27",6.67
"494","2012-09-28",6.48
"495","2012-10-01",6.49
"496","2012-10-02",6.64
"497","2012-10-03",6.63
"498","2012-10-04",6.7
"499","2012-10-05",6.7
"500","2012-10-08",6.51
"501","2012-10-09",6.36
"502","2012-10-10",6.25
"503","2012-10-11",6.05
"504","2012-10-12",6.07
"505","2012-10-15",6.1
"506","2012-10-16",6.12
"507","2012-10-17",6.59
"508","2012-10-18",6.66
"509","2012-10-19",7.45
"510","2012-10-22",7.81
"511","2012-10-23",7.8
"512","2012-10-24",7.57
"513","2012-10-25",7.72
"514","2012-10-26",7.35
"515","2012-10-31",7.69
"516","2012-11-01",7.45
"517","2012-11-02",7.48
"518","2012-11-05",7.59
"519","2012-11-06",8.26
"520","2012-11-07",7.97
"521","2012-11-08",7.92
"522","2012-11-09",8.15
"523","2012-11-12",8.52
"524","2012-11-13",8.5
"525","2012-11-14",8
"526","2012-11-15",8
"527","2012-11-16",8.05
"528","2012-11-19",7.96
"529","2012-11-20",7.94
"530","2012-11-21",8.08
"531","2012-11-23",7.75
"532","2012-11-26",7.65
"533","2012-11-27",7.65
"534","2012-11-28",7.77
"535","2012-11-29",7.98
"536","2012-11-30",8.36
"537","2012-12-03",8.55
"538","2012-12-04",8.87
"539","2012-12-05",8.99
"540","2012-12-06",8.98
"541","2012-12-07",8.81
"542","2012-12-10",9.13
"543","2012-12-11",9.16
"544","2012-12-12",8.94
"545","2012-12-13",8.97
"546","2012-12-14",8.97
"547","2012-12-17",8.98
"548","2012-12-18",9.16
"549","2012-12-19",9.08
"550","2012-12-20",9.11
"551","2012-12-21",9.01
"552","2012-12-24",9.01
"553","2012-12-26",9.08
"554","2012-12-27",9.09
"555","2012-12-28",9.04
"556","2012-12-31",9.05
"557","2013-01-02",9.44
"558","2013-01-03",9.9
"559","2013-01-04",10.08
"560","2013-01-07",10.11
"561","2013-01-08",10.22
"562","2013-01-09",10.15
"563","2013-01-10",11.21
"564","2013-01-11",11.17
"565","2013-01-14",11.28
"566","2013-01-15",11.43
"567","2013-01-16",11.76
"568","2013-01-17",11.79
"569","2013-01-18",11.86
"570","2013-01-22",12.09
"571","2013-01-23",11.97
"572","2013-01-24",12
"573","2013-01-25",11.8
"574","2013-01-28",11.73
"575","2013-01-29",12
"576","2013-01-30",11.95
"577","2013-01-31",11.9
"578","2013-02-01",11.95
"579","2013-02-04",11.94
"580","2013-02-05",11.36
"581","2013-02-06",11.54
"582","2013-02-07",11.37
"583","2013-02-08",11.48
"584","2013-02-11",11.26
"585","2013-02-12",11.5
"586","2013-02-13",11.9
"587","2013-02-14",11.71
"588","2013-02-15",11.58
"589","2013-02-19",11.63
"590","2013-02-20",10.75
"591","2013-02-21",10.9
"592","2013-02-22",10.33
"593","2013-02-25",9.99
"594","2013-02-26",9.96
"595","2013-02-27",9.86
"596","2013-02-28",9.8
"597","2013-03-01",10.25
"598","2013-03-04",10.36
"599","2013-03-05",10.81
"600","2013-03-06",10.95
"601","2013-03-07",12.4
"602","2013-03-08",12.55
"603","2013-03-11",12.66
"604","2013-03-12",12.73
"605","2013-03-13",13.65
"606","2013-03-14",14
"607","2013-03-15",14.01
"608","2013-03-18",14.2
"609","2013-03-19",14.14
"610","2013-03-20",14.49
"611","2013-03-21",14.16
"612","2013-03-22",13.92
"613","2013-03-25",13.77
"614","2013-03-26",13.65
"615","2013-03-27",14.02
"616","2013-03-28",13.81
"617","2013-04-01",13.57
"618","2013-04-02",13.82
"619","2013-04-03",13.41
"620","2013-04-04",13.74
"621","2013-04-05",13.45
"622","2013-04-08",13.31
"623","2013-04-09",13.78
"624","2013-04-10",13.78
"625","2013-04-11",14.02
"626","2013-04-12",14.05
"627","2013-04-15",13.48
"628","2013-04-16",13.43
"629","2013-04-17",13.41
"630","2013-04-18",13.67
"631","2013-04-19",13.92
"632","2013-04-22",14
"633","2013-04-23",14.59
"634","2013-04-24",15.33
"635","2013-04-25",15.69
"636","2013-04-26",15.89
"637","2013-04-29",15.97
"638","2013-04-30",15.54
"639","2013-05-01",15.66
"640","2013-05-02",15.59
"641","2013-05-03",15.75
"642","2013-05-06",15.46
"643","2013-05-07",15.5
"644","2013-05-08",15.51
"645","2013-05-09",15.15
"646","2013-05-10",15.11
"647","2013-05-13",15
"648","2013-05-14",15.5
"649","2013-05-15",15.7
"650","2013-05-16",15.9
"651","2013-05-17",16.25
"652","2013-05-20",16.290001
"653","2013-05-21",16.27
"654","2013-05-22",16.17
"655","2013-05-23",16.01
"656","2013-05-24",16.1
"657","2013-05-28",16.25
"658","2013-05-29",16.040001
"659","2013-05-30",16.1
"660","2013-05-31",16.049999
"661","2013-06-03",16.27
"662","2013-06-04",16.01
"663","2013-06-05",15.92
"664","2013-06-06",16
"665","2013-06-07",15.97
"666","2013-06-10",15.81
"667","2013-06-11",15.74
"668","2013-06-12",15.4
"669","2013-06-13",15.84
"670","2013-06-14",15.87
"671","2013-06-17",16.27
"672","2013-06-18",15.78
"673","2013-06-19",15.72
"674","2013-06-20",15.41
"675","2013-06-21",15.33
"676","2013-06-24",14.81
"677","2013-06-25",15.49
"678","2013-06-26",15.61
"679","2013-06-27",16.450001
"680","2013-06-28",16.42
"681","2013-07-01",16.15
"682","2013-07-02",15.57
"683","2013-07-03",15.78
"684","2013-07-05",16.32
"685","2013-07-08",16.4
"686","2013-07-09",16.34
"687","2013-07-10",16.35
"688","2013-07-11",16.6
"689","2013-07-12",16.48
"690","2013-07-15",16.43
"691","2013-07-16",16.540001
"692","2013-07-17",16.780001
"693","2013-07-18",16.780001
"694","2013-07-19",16.629999
"695","2013-07-22",16.870001
"696","2013-07-23",17.469999
"697","2013-07-24",17.459999
"698","2013-07-25",17.34
"699","2013-07-26",17.190001
"700","2013-07-29",16.92
"701","2013-07-30",17.18
"702","2013-07-31",17.16
"703","2013-08-01",17.120001
"704","2013-08-02",17.68
"705","2013-08-05",17.57
"706","2013-08-06",17.540001
"707","2013-08-07",17.5
"708","2013-08-08",19.42
"709","2013-08-09",19.15
"710","2013-08-12",19.440001
"711","2013-08-13",19.370001
"712","2013-08-14",18.76
"713","2013-08-15",18.17
"714","2013-08-16",18.1
"715","2013-08-19",17.709999
"716","2013-08-20",18.48
"717","2013-08-21",18.790001
"718","2013-08-22",20.08
"719","2013-08-23",20.280001
"720","2013-08-26",20.48
"721","2013-08-27",19.68
"722","2013-08-28",19.76
"723","2013-08-29",20
"724","2013-08-30",19.58
"725","2013-09-03",19.34
"726","2013-09-04",20.049999
"727","2013-09-05",19.959999
"728","2013-09-06",19.790001
"729","2013-09-09",20
"730","2013-09-10",20
"731","2013-09-11",19.639999
"732","2013-09-12",19.93
"733","2013-09-13",19.98
"734","2013-09-16",19.969999
"735","2013-09-17",19.93
"736","2013-09-18",20
"737","2013-09-19",19.49
"738","2013-09-20",18.809999
"739","2013-09-23",19.07
"740","2013-09-24",18.93
"741","2013-09-25",19.209999
"742","2013-09-26",18.98
"743","2013-09-27",19.92
"744","2013-09-30",20.059999
"745","2013-10-01",20.02
"746","2013-10-02",20
"747","2013-10-03",19.889999
"748","2013-10-04",19.99
"749","2013-10-07",19.77
"750","2013-10-08",19.1
"751","2013-10-09",19.209999
"752","2013-10-10",19.6
"753","2013-10-11",20.02
"754","2013-10-14",20.17
"755","2013-10-15",20.09
"756","2013-10-16",20.35
"757","2013-10-17",20.940001
"758","2013-10-18",20.889999
"759","2013-10-21",21.07
"760","2013-10-22",20.889999
"761","2013-10-23",20.77
"762","2013-10-24",21.17
"763","2013-10-25",21.34
"764","2013-10-28",21.969999
"765","2013-10-29",21.799999
"766","2013-10-30",21.360001
"767","2013-10-31",21.85
"768","2013-11-01",21.43
"769","2013-11-04",21.48
"770","2013-11-05",21.98
"771","2013-11-06",22
"772","2013-11-07",21.459999
"773","2013-11-08",22.190001
"774","2013-11-11",22.18
"775","2013-11-12",22.129999
"776","2013-11-13",22.299999
"777","2013-11-14",22.290001
"778","2013-11-15",22.559999
"779","2013-11-18",22.200001
"780","2013-11-19",22.25
"781","2013-11-20",21.870001
"782","2013-11-21",22.4
"783","2013-11-22",22.049999
"784","2013-11-25",22.5
"785","2013-11-26",22.549999
"786","2013-11-27",22.940001
"787","2013-11-29",23.27
"788","2013-12-02",22.59
"789","2013-12-03",22.450001
"790","2013-12-04",21.9
"791","2013-12-05",22.58
"792","2013-12-06",22.389999
"793","2013-12-09",22.27
"794","2013-12-10",22.780001
"795","2013-12-11",22.25
"796","2013-12-12",22.93
"797","2013-12-13",23.190001
"798","2013-12-16",23.190001
"799","2013-12-17",22.83
"800","2013-12-18",22.629999
"801","2013-12-19",22.4
"802","2013-12-20",22.76
"803","2013-12-23",23.440001
"804","2013-12-24",23.120001
"805","2013-12-26",23.07
"806","2013-12-27",23.030001
"807","2013-12-30",22.780001
"808","2013-12-31",22.629999
"809","2014-01-02",22.469999
"810","2014-01-03",22.65
"811","2014-01-06",21.799999
"812","2014-01-07",21.389999
"813","2014-01-08",22.120001
"814","2014-01-09",22.379999
"815","2014-01-10",22.26
"816","2014-01-13",21.469999
"817","2014-01-14",22.25
"818","2014-01-15",22.07
"819","2014-01-16",21.959999
"820","2014-01-17",21.969999
"821","2014-01-21",21.77
"822","2014-01-22",21.799999
"823","2014-01-23",21.209999
"824","2014-01-24",21.35
"825","2014-01-27",20.889999
"826","2014-01-28",22.4
"827","2014-01-29",22.17
"828","2014-01-30",22.67
"829","2014-01-31",22.66
"830","2014-02-03",21.709999
"831","2014-02-04",21.620001
"832","2014-02-05",21.83
"833","2014-02-06",22.139999
"834","2014-02-07",22.139999
"835","2014-02-10",22.139999
"836","2014-02-11",22.4
"837","2014-02-12",22.969999
"838","2014-02-13",22.610001
"839","2014-02-14",22.610001
"840","2014-02-18",22.610001
"841","2014-02-19",22.809999
"842","2014-02-20",24.049999
"843","2014-02-21",24.790001
"844","2014-02-24",25.52
"845","2014-02-25",25.33
"846","2014-02-26",25.74
"847","2014-02-27",27.15
"848","2014-02-28",27.219999
"849","2014-03-03",27.48
"850","2014-03-04",27.709999
"851","2014-03-05",27.73
"852","2014-03-06",27.040001
"853","2014-03-07",26.370001
"854","2014-03-10",25.42
"855","2014-03-11",24.75
"856","2014-03-12",25.190001
"857","2014-03-13",24.469999
"858","2014-03-14",24.870001
"859","2014-03-17",23.23
"860","2014-03-18",23.879999
"861","2014-03-19",23.379999
"862","2014-03-20",23.25
"863","2014-03-21",22.799999
"864","2014-03-24",22.18
"865","2014-03-25",22.02
"866","2014-03-26",21.629999
"867","2014-03-27",21.85
"868","2014-03-28",22.27
"869","2014-03-31",23.5
"870","2014-04-01",23.389999
"871","2014-04-02",23.450001
"872","2014-04-03",23.379999
"873","2014-04-04",23.07
"874","2014-04-07",22.65
"875","2014-04-08",23.24
"876","2014-04-09",24.07
"877","2014-04-10",23.52
"878","2014-04-11",23.27
"879","2014-04-14",23.57
"880","2014-04-15",23.610001
"881","2014-04-16",24.290001
"882","2014-04-17",24.530001
"883","2014-04-21",25.540001
"884","2014-04-22",25.68
"885","2014-04-23",25.290001
"886","2014-04-24",25.57
"887","2014-04-25",25.24
"888","2014-04-28",24.9
"889","2014-04-29",24.040001
"890","2014-04-30",24.620001
"891","2014-05-01",23.950001
"892","2014-05-02",24.35
"893","2014-05-05",24.120001
"894","2014-05-06",23.870001
"895","2014-05-07",23.639999
"896","2014-05-08",23.68
"897","2014-05-09",23.440001
"898","2014-05-12",24.15
"899","2014-05-13",24.34
"900","2014-05-14",24.1
"901","2014-05-15",23.719999
"902","2014-05-16",23.74
"903","2014-05-19",24.120001
"904","2014-05-20",24.120001
"905","2014-05-21",24.73
"906","2014-05-22",24.889999
"907","2014-05-23",25.08
"908","2014-05-27",25.540001
"909","2014-05-28",25.379999
"910","2014-05-29",24.67
"911","2014-05-30",24.559999
"912","2014-06-02",23.82
"913","2014-06-03",23.74
"914","2014-06-04",23.370001
"915","2014-06-05",23.9
"916","2014-06-06",24.4
"917","2014-06-09",24.25
"918","2014-06-10",24.389999
"919","2014-06-11",24.280001
"920","2014-06-12",23.75
"921","2014-06-13",24.23
"922","2014-06-16",24.34
"923","2014-06-17",24.32
"924","2014-06-18",24.83
"925","2014-06-19",24.5
"926","2014-06-20",24.74
"927","2014-06-23",25.32
"928","2014-06-24",24.639999
"929","2014-06-25",24.450001
"930","2014-06-26",24.15
"931","2014-06-27",25.16
"932","2014-06-30",24.75
"933","2014-07-01",25.559999
"934","2014-07-02",25.610001
"935","2014-07-03",25.950001
"936","2014-07-07",25.4
"937","2014-07-08",25.57
"938","2014-07-09",25.84
"939","2014-07-10",25.700001
"940","2014-07-11",25.469999
"941","2014-07-14",26.07
"942","2014-07-15",25.969999
"943","2014-07-16",26.290001
"944","2014-07-17",25.57
"945","2014-07-18",26.15
"946","2014-07-21",25.709999
"947","2014-07-22",26.25
"948","2014-07-23",26.24
"949","2014-07-24",25.950001
"950","2014-07-25",25.66
"951","2014-07-28",25.52
"952","2014-07-29",25.959999
"953","2014-07-30",25.860001
"954","2014-07-31",25.59
"955","2014-08-01",26
"956","2014-08-04",26.370001
"957","2014-08-05",25.870001
"958","2014-08-06",26.16
"959","2014-08-07",25.5
"960","2014-08-08",25.459999
"961","2014-08-11",25.68
"962","2014-08-12",24.889999
"963","2014-08-13",25.18
"964","2014-08-14",25.200001
"965","2014-08-15",25.549999
"966","2014-08-18",25.4
"967","2014-08-19",25.27
"968","2014-08-20",25.26
"969","2014-08-21",25.200001
"970","2014-08-22",25.389999
"971","2014-08-25",25.74
"972","2014-08-26",25.540001
"973","2014-08-27",25.73
"974","2014-08-28",25.58
"975","2014-08-29",25.389999
"976","2014-09-02",25.51
"977","2014-09-03",25.35
"978","2014-09-04",25.25
"979","2014-09-05",25.6
"980","2014-09-08",26.049999
"981","2014-09-09",25.530001
"982","2014-09-10",25.73
"983","2014-09-11",26.219999
"984","2014-09-12",25.77
"985","2014-09-15",25.82
"986","2014-09-16",26.15
"987","2014-09-17",26.450001
"988","2014-09-18",26.809999
"989","2014-09-19",26.4
"990","2014-09-22",26.200001
"991","2014-09-23",25.860001
"992","2014-09-24",26.26
"993","2014-09-25",25.620001
"994","2014-09-26",26.469999
