"","date","SNFCA"
"1","2007-01-03",3.262511
"2","2007-01-04",3.24497
"3","2007-01-05",3.215736
"4","2007-01-08",3.069566
"5","2007-01-09",3.221583
"6","2007-01-10",3.215736
"7","2007-01-11",3.145575
"8","2007-01-12",3.432067
"9","2007-01-16",3.525616
"10","2007-01-17",3.615949
"11","2007-01-18",3.652784
"12","2007-01-19",3.622088
"13","2007-01-22",3.431775
"14","2007-01-23",3.530001
"15","2007-01-24",3.419497
"16","2007-01-25",3.554558
"17","2007-01-26",3.523862
"18","2007-01-29",3.554558
"19","2007-01-30",3.474749
"20","2007-01-31",3.499305
"21","2007-02-01",3.25374
"22","2007-02-02",3.124819
"23","2007-02-05",3.216905
"24","2007-02-06",3.223045
"25","2007-02-07",3.155514
"26","2007-02-08",3.241462
"27","2007-02-09",3.216905
"28","2007-02-12",3.198488
"29","2007-02-13",3.094123
"30","2007-02-14",3.167792
"31","2007-02-15",3.192349
"32","2007-02-16",3.192349
"33","2007-02-20",3.204627
"34","2007-02-21",3.284436
"35","2007-02-22",3.308992
"36","2007-02-23",3.32741
"37","2007-02-26",3.210766
"38","2007-02-27",3.173932
"39","2007-02-28",3.167792
"40","2007-03-01",3.229184
"41","2007-03-02",3.229184
"42","2007-03-05",3.216905
"43","2007-03-06",3.087984
"44","2007-03-07",3.087984
"45","2007-03-08",3.106401
"46","2007-03-09",3.161653
"47","2007-03-12",3.124819
"48","2007-03-13",3.204627
"49","2007-03-14",3.11254
"50","2007-03-15",3.106401
"51","2007-03-16",3.100262
"52","2007-03-19",2.940645
"53","2007-03-20",2.854697
"54","2007-03-21",2.97134
"55","2007-03-22",3.069566
"56","2007-03-23",3.038871
"57","2007-03-26",3.100262
"58","2007-03-27",3.051149
"59","2007-03-28",2.866975
"60","2007-03-29",2.940645
"61","2007-03-30",2.940645
"62","2007-04-02",3.038871
"63","2007-04-03",3.18621
"64","2007-04-04",3.358105
"65","2007-04-05",3.315132
"66","2007-04-09",3.247601
"67","2007-04-10",3.247601
"68","2007-04-11",3.223045
"69","2007-04-12",3.308992
"70","2007-04-13",3.25374
"71","2007-04-16",3.284436
"72","2007-04-17",3.339688
"73","2007-04-18",3.339688
"74","2007-04-19",3.364245
"75","2007-04-20",3.345827
"76","2007-04-23",3.401079
"77","2007-04-24",3.413358
"78","2007-04-25",3.554558
"79","2007-04-26",3.615949
"80","2007-04-27",3.566836
"81","2007-04-30",3.462471
"82","2007-05-01",3.407218
"83","2007-05-02",3.278297
"84","2007-05-03",3.431775
"85","2007-05-04",3.597532
"86","2007-05-07",3.68348
"87","2007-05-08",3.720314
"88","2007-05-09",3.689619
"89","2007-05-10",3.744871
"90","2007-05-11",3.836958
"91","2007-05-14",3.996575
"92","2007-05-15",3.554558
"93","2007-05-16",3.597532
"94","2007-05-17",3.652784
"95","2007-05-18",3.579114
"96","2007-05-21",3.585253
"97","2007-05-22",3.585253
"98","2007-05-23",3.530001
"99","2007-05-24",3.615949
"100","2007-05-25",3.81854
"101","2007-05-29",3.744871
"102","2007-05-30",3.793984
"103","2007-05-31",3.591393
"104","2007-06-01",3.60981
"105","2007-06-04",3.530001
"106","2007-06-05",3.530001
"107","2007-06-06",3.572975
"108","2007-06-07",3.517723
"109","2007-06-08",3.517723
"110","2007-06-11",3.517723
"111","2007-06-12",3.499305
"112","2007-06-13",3.499305
"113","2007-06-14",3.523862
"114","2007-06-15",3.499305
"115","2007-06-18",3.511584
"116","2007-06-19",3.499305
"117","2007-06-20",3.321271
"118","2007-06-21",3.462471
"119","2007-06-22",3.566836
"120","2007-06-25",3.321271
"121","2007-06-26",3.493166
"122","2007-06-27",3.493166
"123","2007-06-28",3.450192
"124","2007-06-29",3.444053
"125","2007-07-02",3.511584
"126","2007-07-03",3.413358
"127","2007-07-05",3.382662
"128","2007-07-06",3.382662
"129","2007-07-09",3.388801
"130","2007-07-10",3.388801
"131","2007-07-11",3.376523
"132","2007-07-12",3.321271
"133","2007-07-13",3.376523
"134","2007-07-16",3.437914
"135","2007-07-17",3.530001
"136","2007-07-18",3.511584
"137","2007-07-19",3.511584
"138","2007-07-20",3.511584
"139","2007-07-23",3.505445
"140","2007-07-24",3.511584
"141","2007-07-25",3.505445
"142","2007-07-26",3.499305
"143","2007-07-27",3.560697
"144","2007-07-30",3.68348
"145","2007-07-31",3.652784
"146","2007-08-01",3.677341
"147","2007-08-02",3.591393
"148","2007-08-03",3.603671
"149","2007-08-06",3.493166
"150","2007-08-07",3.266018
"151","2007-08-08",3.081845
"152","2007-08-09",2.854697
"153","2007-08-10",2.670523
"154","2007-08-13",2.879253
"155","2007-08-14",2.768749
"156","2007-08-15",2.76261
"157","2007-08-16",2.535462
"158","2007-08-17",2.627549
"159","2007-08-20",2.658244
"160","2007-08-21",2.664383
"161","2007-08-22",2.517044
"162","2007-08-23",2.664383
"163","2007-08-24",2.824001
"164","2007-08-27",3.038871
"165","2007-08-28",2.90381
"166","2007-08-29",2.90381
"167","2007-08-30",2.885392
"168","2007-08-31",2.817862
"169","2007-09-04",2.824001
"170","2007-09-05",2.811723
"171","2007-09-06",2.578436
"172","2007-09-07",2.793305
"173","2007-09-10",2.750331
"174","2007-09-11",2.75647
"175","2007-09-12",2.75647
"176","2007-09-13",2.75647
"177","2007-09-14",2.750331
"178","2007-09-17",2.54774
"179","2007-09-18",2.560018
"180","2007-09-19",2.793305
"181","2007-09-20",2.866975
"182","2007-09-21",2.866975
"183","2007-09-24",2.854697
"184","2007-09-25",2.54774
"185","2007-09-26",2.731914
"186","2007-09-27",2.738053
"187","2007-09-28",2.725775
"188","2007-10-01",2.848557
"189","2007-10-02",2.578436
"190","2007-10-03",2.54774
"191","2007-10-04",2.54774
"192","2007-10-05",2.682801
"193","2007-10-08",2.54774
"194","2007-10-09",2.596853
"195","2007-10-10",2.596853
"196","2007-10-11",2.596853
"197","2007-10-12",2.609131
"198","2007-10-15",2.553879
"199","2007-10-16",2.553879
"200","2007-10-17",2.731914
"201","2007-10-18",2.731914
"202","2007-10-19",2.731914
"203","2007-10-22",2.817862
"204","2007-10-23",2.854697
"205","2007-10-24",2.707357
"206","2007-10-25",2.719636
"207","2007-10-26",2.725775
"208","2007-10-29",2.744192
"209","2007-10-30",2.744192
"210","2007-10-31",3.020453
"211","2007-11-01",2.793305
"212","2007-11-02",2.750331
"213","2007-11-05",2.627549
"214","2007-11-06",2.578436
"215","2007-11-07",2.61527
"216","2007-11-08",2.701218
"217","2007-11-09",2.701218
"218","2007-11-12",2.68894
"219","2007-11-13",2.68894
"220","2007-11-14",2.885392
"221","2007-11-15",2.553879
"222","2007-11-16",2.553879
"223","2007-11-19",2.54774
"224","2007-11-20",2.54774
"225","2007-11-21",2.154835
"226","2007-11-23",1.995218
"227","2007-11-26",1.995218
"228","2007-11-27",2.062748
"229","2007-11-28",2.210088
"230","2007-11-29",2.572297
"231","2007-11-30",2.750331
"232","2007-12-03",2.33287
"233","2007-12-04",2.375844
"234","2007-12-05",2.375844
"235","2007-12-06",2.302175
"236","2007-12-07",2.302175
"237","2007-12-10",2.54774
"238","2007-12-11",2.394262
"239","2007-12-12",2.455653
"240","2007-12-13",2.517044
"241","2007-12-14",2.510905
"242","2007-12-17",2.510905
"243","2007-12-18",2.578436
"244","2007-12-19",2.560018
"245","2007-12-20",2.394262
"246","2007-12-21",2.394262
"247","2007-12-24",2.424957
"248","2007-12-26",2.240783
"249","2007-12-27",2.455653
"250","2007-12-28",2.731914
"251","2007-12-31",2.498627
"252","2008-01-02",2.394262
"253","2008-01-03",2.394262
"254","2008-01-04",2.523184
"255","2008-01-07",2.394262
"256","2008-01-08",2.455653
"257","2008-01-09",2.394262
"258","2008-01-10",2.860836
"259","2008-01-11",2.54774
"260","2008-01-14",2.54774
"261","2008-01-15",2.467931
"262","2008-01-16",2.449514
"263","2008-01-17",2.978093
"264","2008-01-18",2.443068
"265","2008-01-22",2.449514
"266","2008-01-23",2.597774
"267","2008-01-24",2.662235
"268","2008-01-25",2.675127
"269","2008-01-28",2.984539
"270","2008-01-29",2.642897
"271","2008-01-30",2.958755
"272","2008-01-31",2.836279
"273","2008-02-01",2.591328
"274","2008-02-04",2.578436
"275","2008-02-05",2.481744
"276","2008-02-06",2.546205
"277","2008-02-07",2.417284
"278","2008-02-08",2.559097
"279","2008-02-11",2.262577
"280","2008-02-12",2.269023
"281","2008-02-13",2.565543
"282","2008-02-14",2.565543
"283","2008-02-15",2.133656
"284","2008-02-19",2.320592
"285","2008-02-20",2.19167
"286","2008-02-21",2.249685
"287","2008-02-22",2.249685
"288","2008-02-25",2.19167
"289","2008-02-26",2.19167
"290","2008-02-27",2.288362
"291","2008-02-28",2.565543
"292","2008-02-29",2.256131
"293","2008-03-03",2.281916
"294","2008-03-04",2.256131
"295","2008-03-05",2.256131
"296","2008-03-06",2.256131
"297","2008-03-07",2.256131
"298","2008-03-10",2.256131
"299","2008-03-11",2.101425
"300","2008-03-12",2.320592
"301","2008-03-13",2.655789
"302","2008-03-14",2.172332
"303","2008-03-17",2.269023
"304","2008-03-18",2.269023
"305","2008-03-19",2.449514
"306","2008-03-20",2.288362
"307","2008-03-24",2.030518
"308","2008-03-25",2.030518
"309","2008-03-26",2.397945
"310","2008-03-27",2.397945
"311","2008-03-28",2.436622
"312","2008-03-31",2.481744
"313","2008-04-01",2.481744
"314","2008-04-02",2.127209
"315","2008-04-03",2.127209
"316","2008-04-04",2.256131
"317","2008-04-07",2.256131
"318","2008-04-08",2.256131
"319","2008-04-09",2.19167
"320","2008-04-10",2.146548
"321","2008-04-11",2.223901
"322","2008-04-14",2.152994
"323","2008-04-15",2.172332
"324","2008-04-16",2.101425
"325","2008-04-17",2.114317
"326","2008-04-18",2.133656
"327","2008-04-21",2.256131
"328","2008-04-22",2.19167
"329","2008-04-23",2.256131
"330","2008-04-24",2.256131
"331","2008-04-25",2.256131
"332","2008-04-28",2.359269
"333","2008-04-29",2.294808
"334","2008-04-30",2.410837
"335","2008-05-01",2.385053
"336","2008-05-02",2.19167
"337","2008-05-05",2.223901
"338","2008-05-06",2.314146
"339","2008-05-07",2.288362
"340","2008-05-08",2.062748
"341","2008-05-09",2.062748
"342","2008-05-12",2.062748
"343","2008-05-13",2.3077
"344","2008-05-14",2.3077
"345","2008-05-15",1.953165
"346","2008-05-16",2.385053
"347","2008-05-19",2.430176
"348","2008-05-20",2.430176
"349","2008-05-21",2.468852
"350","2008-05-22",2.45596
"351","2008-05-23",2.45596
"352","2008-05-27",2.700911
"353","2008-05-28",2.513975
"354","2008-05-29",2.739588
"355","2008-05-30",2.855618
"356","2008-06-02",2.816941
"357","2008-06-03",2.733142
"358","2008-06-04",2.739588
"359","2008-06-05",2.501083
"360","2008-06-06",2.481744
"361","2008-06-09",2.481744
"362","2008-06-10",2.739588
"363","2008-06-11",2.739588
"364","2008-06-12",2.739588
"365","2008-06-13",2.230347
"366","2008-06-16",2.475298
"367","2008-06-17",2.449514
"368","2008-06-18",2.449514
"369","2008-06-19",2.449514
"370","2008-06-20",2.449514
"371","2008-06-23",2.462406
"372","2008-06-24",2.314146
"373","2008-06-25",2.385053
"374","2008-06-26",2.385053
"375","2008-06-27",2.243239
"376","2008-06-30",2.33993
"377","2008-07-01",2.655789
"378","2008-07-02",2.15944
"379","2008-07-03",1.998288
"380","2008-07-07",1.998288
"381","2008-07-08",2.004734
"382","2008-07-09",1.998288
"383","2008-07-10",1.998288
"384","2008-07-11",1.998288
"385","2008-07-14",2.088533
"386","2008-07-15",2.062748
"387","2008-07-16",2.088533
"388","2008-07-17",2.088533
"389","2008-07-18",2.088533
"390","2008-07-21",2.185224
"391","2008-07-22",2.185224
"392","2008-07-23",2.185224
"393","2008-07-24",2.030518
"394","2008-07-25",1.966057
"395","2008-07-28",2.15944
"396","2008-07-29",2.01118
"397","2008-07-30",2.378607
"398","2008-07-31",2.365715
"399","2008-08-01",2.120763
"400","2008-08-04",2.01118
"401","2008-08-05",1.998288
"402","2008-08-06",2.243239
"403","2008-08-07",1.998288
"404","2008-08-08",2.172332
