"","date","HAIN"
"345","2008-05-15",13.385
"346","2008-05-16",13.27
"347","2008-05-19",13.365
"348","2008-05-20",13.26
"349","2008-05-21",13.33
"350","2008-05-22",13.395
"351","2008-05-23",13.345
"352","2008-05-27",13.845
"353","2008-05-28",14.035
"354","2008-05-29",14.365
"355","2008-05-30",14.385
"356","2008-06-02",14.44
"357","2008-06-03",14.56
"358","2008-06-04",14.46
"359","2008-06-05",14.6
"360","2008-06-06",14.46
"361","2008-06-09",14.56
"362","2008-06-10",14.545
"363","2008-06-11",14.15
"364","2008-06-12",14.02
"365","2008-06-13",13.745
"366","2008-06-16",13.58
"367","2008-06-17",13.53
"368","2008-06-18",13.275
"369","2008-06-19",13.43
"370","2008-06-20",13.24
"371","2008-06-23",12.86
"372","2008-06-24",12.775
"373","2008-06-25",12.51
"374","2008-06-26",12.17
"375","2008-06-27",11.915
"376","2008-06-30",11.74
"377","2008-07-01",11.785
"378","2008-07-02",11.545
"379","2008-07-03",11.485
"380","2008-07-07",11.585
"381","2008-07-08",11.87
"382","2008-07-09",11.75
"383","2008-07-10",11.915
"384","2008-07-11",11.825
"385","2008-07-14",11.83
"386","2008-07-15",11.97
"387","2008-07-16",12.2
"388","2008-07-17",12
"389","2008-07-18",12.14
"390","2008-07-21",12.275
"391","2008-07-22",12.675
"392","2008-07-23",12.905
"393","2008-07-24",12.63
"394","2008-07-25",12.65
"395","2008-07-28",13.15
"396","2008-07-29",13.28
"397","2008-07-30",13.225
"398","2008-07-31",13.07
"399","2008-08-01",13.175
"400","2008-08-04",13.165
"401","2008-08-05",13.32
"402","2008-08-06",12.605
"403","2008-08-07",12.345
"404","2008-08-08",12.63
"405","2008-08-11",13.595
"406","2008-08-12",13.26
"407","2008-08-13",13.345
"408","2008-08-14",13.28
"409","2008-08-15",13.335
"410","2008-08-18",13.085
"411","2008-08-19",12.895
"412","2008-08-20",12.98
"413","2008-08-21",12.595
"414","2008-08-22",12.73
"415","2008-08-25",12.42
"416","2008-08-26",12.495
"417","2008-08-27",12.86
"418","2008-08-28",13.2
"419","2008-08-29",12.995
"420","2008-09-02",13.275
"421","2008-09-03",13.335
"422","2008-09-04",13.145
"423","2008-09-05",13.34
"424","2008-09-08",13.36
"425","2008-09-09",13.435
"426","2008-09-10",13.12
"427","2008-09-11",13.06
"428","2008-09-12",12.91
"429","2008-09-15",12.905
"430","2008-09-16",13.575
"431","2008-09-17",13.805
"432","2008-09-18",14.25
"433","2008-09-19",15.01
"434","2008-09-22",15.49
"435","2008-09-23",14.49
"436","2008-09-24",13.72
"437","2008-09-25",13.68
"438","2008-09-26",13.87
"439","2008-09-29",13.445
"440","2008-09-30",13.765
"441","2008-10-01",14.335
"442","2008-10-02",13.72
"443","2008-10-03",13.085
"444","2008-10-06",12.325
"445","2008-10-07",11.775
"446","2008-10-08",11.125
"447","2008-10-09",10.03
"448","2008-10-10",10.495
"449","2008-10-13",11.74
"450","2008-10-14",11.37
"451","2008-10-15",10.95
"452","2008-10-16",11.755
"453","2008-10-17",12.41
"454","2008-10-20",12.52
"455","2008-10-21",12.335
"456","2008-10-22",11.935
"457","2008-10-23",11.63
"458","2008-10-24",11.135
"459","2008-10-27",10.595
"460","2008-10-28",10.61
"461","2008-10-29",10.285
"462","2008-10-30",11.13
"463","2008-10-31",11.62
"464","2008-11-03",11.855
"465","2008-11-04",11.205
"466","2008-11-05",10.79
"467","2008-11-06",10.53
"468","2008-11-07",10.475
"469","2008-11-10",10.37
"470","2008-11-11",9.9
"471","2008-11-12",9.21
"472","2008-11-13",9.5
"473","2008-11-14",9.03
"474","2008-11-17",8.9
"475","2008-11-18",8.875
"476","2008-11-19",8.25
"477","2008-11-20",7.565
"478","2008-11-21",7.52
"479","2008-11-24",7.765
"480","2008-11-25",7.995
"481","2008-11-26",8
"482","2008-11-28",7.87
"483","2008-12-01",7.57
"484","2008-12-02",7.69
"485","2008-12-03",8.075
"486","2008-12-04",7.835
"487","2008-12-05",8.26
"488","2008-12-08",8.31
"489","2008-12-09",8.345
"490","2008-12-10",8.705
"491","2008-12-11",8.48
"492","2008-12-12",8.64
"493","2008-12-15",8.38
"494","2008-12-16",8.695
"495","2008-12-17",8.81
"496","2008-12-18",8.805
"497","2008-12-19",9.215
"498","2008-12-22",9.085
"499","2008-12-23",8.87
"500","2008-12-24",8.835
"501","2008-12-26",8.985
"502","2008-12-29",8.92
"503","2008-12-30",9.19
"504","2008-12-31",9.545
"505","2009-01-02",9.755
"506","2009-01-05",9.775
"507","2009-01-06",9.9
"508","2009-01-07",9.57
"509","2009-01-08",9.55
"510","2009-01-09",9.055
"511","2009-01-12",8.455
"512","2009-01-13",8.3
"513","2009-01-14",8.14
"514","2009-01-15",8.34
"515","2009-01-16",8.295
"516","2009-01-20",7.775
"517","2009-01-21",7.975
"518","2009-01-22",7.92
"519","2009-01-23",7.875
"520","2009-01-26",7.775
"521","2009-01-27",7.855
"522","2009-01-28",7.925
"523","2009-01-29",7.86
"524","2009-01-30",7.61
"525","2009-02-02",7.53
"526","2009-02-03",7.415
"527","2009-02-04",7.17
"528","2009-02-05",7.17
"529","2009-02-06",7.615
"530","2009-02-09",7.555
"531","2009-02-10",7.19
"532","2009-02-11",7.16
"533","2009-02-12",7.335
"534","2009-02-13",7.26
"535","2009-02-17",6.9
"536","2009-02-18",6.75
"537","2009-02-19",6.865
"538","2009-02-20",7.035
"539","2009-02-23",7.01
"540","2009-02-24",7.355
"541","2009-02-25",7.165
"542","2009-02-26",6.955
"543","2009-02-27",7.04
"544","2009-03-02",6.575
"545","2009-03-03",6.39
"546","2009-03-04",6.66
"547","2009-03-05",6.09
"548","2009-03-06",5.945
"549","2009-03-09",5.645
"550","2009-03-10",5.94
"551","2009-03-11",5.88
"552","2009-03-12",6.35
"553","2009-03-13",6.28
"554","2009-03-16",6.625
"555","2009-03-17",6.82
"556","2009-03-18",6.885
"557","2009-03-19",6.865
"558","2009-03-20",6.51
"559","2009-03-23",7.06
"560","2009-03-24",6.9
"561","2009-03-25",7.06
"562","2009-03-26",7.28
"563","2009-03-27",7.215
"564","2009-03-30",7.245
"565","2009-03-31",7.12
"566","2009-04-01",7.27
"567","2009-04-02",7.685
"568","2009-04-03",8.065
"569","2009-04-06",7.82
"570","2009-04-07",7.525
"571","2009-04-08",7.635
"572","2009-04-09",7.965
"573","2009-04-13",7.915
"574","2009-04-14",7.67
"575","2009-04-15",7.84
"576","2009-04-16",8.005
"577","2009-04-17",8.005
"578","2009-04-20",7.72
"579","2009-04-21",8.055
"580","2009-04-22",7.93
"581","2009-04-23",7.91
"582","2009-04-24",8.185
"583","2009-04-27",8.035
"584","2009-04-28",8.055
"585","2009-04-29",8.15
"586","2009-04-30",8.345
"587","2009-05-01",8.28
"588","2009-05-04",9.025
"589","2009-05-05",8.055
"590","2009-05-06",8
"591","2009-05-07",7.915
"592","2009-05-08",8.05
"593","2009-05-11",8.085
"594","2009-05-12",8.095
"595","2009-05-13",7.985
"596","2009-05-14",8.17
"597","2009-05-15",8.325
"598","2009-05-18",8.325
"599","2009-05-19",8.35
"600","2009-05-20",8.335
"601","2009-05-21",8.165
"602","2009-05-22",8.05
"603","2009-05-26",8.7
"604","2009-05-27",8.51
"605","2009-05-28",8.5
"606","2009-05-29",8.585
"607","2009-06-01",8.955
"608","2009-06-02",9.23
"609","2009-06-03",9.04
"610","2009-06-04",9.195
"611","2009-06-05",9.12
"612","2009-06-08",9.12
"613","2009-06-09",9.05
"614","2009-06-10",8.615
"615","2009-06-11",8.505
"616","2009-06-12",8.44
"617","2009-06-15",8.2
"618","2009-06-16",8.01
"619","2009-06-17",8.135
"620","2009-06-18",8.195
"621","2009-06-19",8.335
"622","2009-06-22",8.02
"623","2009-06-23",7.965
"624","2009-06-24",7.97
"625","2009-06-25",7.935
"626","2009-06-26",7.98
"627","2009-06-29",7.875
"628","2009-06-30",7.805
"629","2009-07-01",8.075
"630","2009-07-02",7.82
"631","2009-07-06",7.83
"632","2009-07-07",7.795
"633","2009-07-08",7.585
"634","2009-07-09",7.595
"635","2009-07-10",7.63
"636","2009-07-13",7.625
"637","2009-07-14",7.5
"638","2009-07-15",7.55
"639","2009-07-16",7.625
"640","2009-07-17",7.905
"641","2009-07-20",7.85
"642","2009-07-21",7.725
"643","2009-07-22",7.785
"644","2009-07-23",7.955
"645","2009-07-24",8
"646","2009-07-27",7.92
"647","2009-07-28",8.105
"648","2009-07-29",8.105
"649","2009-07-30",8.23
"650","2009-07-31",8.305
"651","2009-08-03",8.425
"652","2009-08-04",8.525
"653","2009-08-05",8.49
"654","2009-08-06",8.475
"655","2009-08-07",8.95
"656","2009-08-10",8.89
"657","2009-08-11",8.9
"658","2009-08-12",9.14
"659","2009-08-13",9.175
"660","2009-08-14",9.11
"661","2009-08-17",8.885
"662","2009-08-18",8.86
"663","2009-08-19",8.975
"664","2009-08-20",9
"665","2009-08-21",9.445
"666","2009-08-24",9.115
"667","2009-08-25",9
"668","2009-08-26",8.33
"669","2009-08-27",8.185
"670","2009-08-28",8.04
"671","2009-08-31",8
"672","2009-09-01",7.87
"673","2009-09-02",7.92
"674","2009-09-03",8.07
"675","2009-09-04",8.145
"676","2009-09-08",8.25
"677","2009-09-09",8.25
"678","2009-09-10",8.25
"679","2009-09-11",8.13
"680","2009-09-14",8.245
"681","2009-09-15",8.3
"682","2009-09-16",8.35
"683","2009-09-17",8.315
"684","2009-09-18",8.855
"685","2009-09-21",9.435
"686","2009-09-22",9.68
"687","2009-09-23",9.65
"688","2009-09-24",9.56
"689","2009-09-25",9.53
"690","2009-09-28",9.805
"691","2009-09-29",9.755
"692","2009-09-30",9.585
"693","2009-10-01",9.535
"694","2009-10-02",9.475
"695","2009-10-05",9.36
"696","2009-10-06",9.345
"697","2009-10-07",9.305
"698","2009-10-08",9.72
"699","2009-10-09",9.815
"700","2009-10-12",9.615
"701","2009-10-13",9.43
"702","2009-10-14",9.525
"703","2009-10-15",9.515
"704","2009-10-16",9.4
"705","2009-10-19",9.425
"706","2009-10-20",9.23
"707","2009-10-21",9.175
"708","2009-10-22",9.175
"709","2009-10-23",9.11
"710","2009-10-26",9.14
"711","2009-10-27",9.335
"712","2009-10-28",9.125
"713","2009-10-29",9.215
"714","2009-10-30",8.77
"715","2009-11-02",8.865
"716","2009-11-03",8.8
"717","2009-11-04",8.86
"718","2009-11-05",9.42
"719","2009-11-06",9.695
"720","2009-11-09",9.6
"721","2009-11-10",9.12
"722","2009-11-11",9.1
"723","2009-11-12",9.01
"724","2009-11-13",9.255
"725","2009-11-16",9.565
"726","2009-11-17",9.365
"727","2009-11-18",9.25
"728","2009-11-19",9.1
"729","2009-11-20",9.31
"730","2009-11-23",9.5
"731","2009-11-24",9.235
"732","2009-11-25",9.075
"733","2009-11-27",8.87
"734","2009-11-30",8.67
"735","2009-12-01",8.68
"736","2009-12-02",8.51
"737","2009-12-03",8.285
"738","2009-12-04",8.35
"739","2009-12-07",8.285
"740","2009-12-08",8.085
"741","2009-12-09",8
"742","2009-12-10",7.775
"743","2009-12-11",7.92
"744","2009-12-14",7.965
"745","2009-12-15",7.895
"746","2009-12-16",8.05
"747","2009-12-17",7.72
"748","2009-12-18",7.85
"749","2009-12-21",7.78
"750","2009-12-22",7.98
"751","2009-12-23",8.145
"752","2009-12-24",8.22
"753","2009-12-28",8.355
"754","2009-12-29",8.53
"755","2009-12-30",8.55
"756","2009-12-31",8.505
"757","2010-01-04",8.695
"758","2010-01-05",8.695
"759","2010-01-06",9
"760","2010-01-07",9.04
"761","2010-01-08",8.96
"762","2010-01-11",8.905
"763","2010-01-12",8.78
"764","2010-01-13",8.8
"765","2010-01-14",8.795
"766","2010-01-15",8.455
"767","2010-01-19",8.51
"768","2010-01-20",8.375
"769","2010-01-21",8.24
"770","2010-01-22",8.295
"771","2010-01-25",8.255
"772","2010-01-26",8.025
"773","2010-01-27",8.195
"774","2010-01-28",8.12
"775","2010-01-29",7.995
"776","2010-02-01",7.99
"777","2010-02-02",8.12
"778","2010-02-03",7.695
"779","2010-02-04",7.265
"780","2010-02-05",7.415
"781","2010-02-08",7.255
"782","2010-02-09",7.29
"783","2010-02-10",7.42
"784","2010-02-11",7.35
"785","2010-02-12",7.38
"786","2010-02-16",7.52
"787","2010-02-17",7.685
"788","2010-02-18",7.8
"789","2010-02-19",7.81
"790","2010-02-22",7.87
"791","2010-02-23",8.025
"792","2010-02-24",8.04
"793","2010-02-25",7.89
"794","2010-02-26",7.935
"795","2010-03-01",7.835
"796","2010-03-02",8.07
"797","2010-03-03",8.205
"798","2010-03-04",8.255
"799","2010-03-05",8.485
"800","2010-03-08",8.465
"801","2010-03-09",8.44
"802","2010-03-10",8.455
"803","2010-03-11",8.335
"804","2010-03-12",8.325
"805","2010-03-15",8.32
"806","2010-03-16",8.585
"807","2010-03-17",8.73
"808","2010-03-18",8.76
"809","2010-03-19",8.73
"810","2010-03-22",8.82
"811","2010-03-23",8.955
"812","2010-03-24",8.81
"813","2010-03-25",8.755
"814","2010-03-26",8.815
"815","2010-03-29",8.88
"816","2010-03-30",8.88
"817","2010-03-31",8.69
"818","2010-04-01",8.8
"819","2010-04-05",8.995
"820","2010-04-06",8.925
"821","2010-04-07",9.115
"822","2010-04-08",9.155
"823","2010-04-09",9.075
"824","2010-04-12",9.04
"825","2010-04-13",9.075
"826","2010-04-14",9.35
"827","2010-04-15",9.44
"828","2010-04-16",9.575
"829","2010-04-19",9.385
"830","2010-04-20",9.505
"831","2010-04-21",9.635
"832","2010-04-22",9.8
"833","2010-04-23",9.78
"834","2010-04-26",9.805
"835","2010-04-27",9.64
"836","2010-04-28",9.69
"837","2010-04-29",10
"838","2010-04-30",9.89
"839","2010-05-03",10.365
"840","2010-05-04",10.18
"841","2010-05-05",10.46
"842","2010-05-06",9.2
"843","2010-05-07",9.25
"844","2010-05-10",9.795
"845","2010-05-11",10.135
"846","2010-05-12",10.385
"847","2010-05-13",10.59
"848","2010-05-14",10.915
"849","2010-05-17",10.71
"850","2010-05-18",10.705
"851","2010-05-19",10.825
"852","2010-05-20",10.545
"853","2010-05-21",10.77
"854","2010-05-24",10.57
"855","2010-05-25",10.55
"856","2010-05-26",10.655
"857","2010-05-27",11
"858","2010-05-28",10.78
"859","2010-06-01",10.64
"860","2010-06-02",11.105
"861","2010-06-03",11.36
"862","2010-06-04",11.285
"863","2010-06-07",10.975
"864","2010-06-08",10.995
"865","2010-06-09",11.095
"866","2010-06-10",11.345
"867","2010-06-11",11.415
"868","2010-06-14",11.345
"869","2010-06-15",11.355
"870","2010-06-16",11.08
"871","2010-06-17",11.33
"872","2010-06-18",11.38
"873","2010-06-21",11.195
"874","2010-06-22",11.065
"875","2010-06-23",10.765
"876","2010-06-24",10.555
"877","2010-06-25",10.71
"878","2010-06-28",10.655
"879","2010-06-29",10.15
"880","2010-06-30",10.085
"881","2010-07-01",10.01
"882","2010-07-02",9.88
"883","2010-07-06",9.93
"884","2010-07-07",10.11
"885","2010-07-08",10.085
"886","2010-07-09",10.15
"887","2010-07-12",10.15
"888","2010-07-13",10.3
"889","2010-07-14",10.225
"890","2010-07-15",10.01
"891","2010-07-16",9.905
"892","2010-07-19",9.87
"893","2010-07-20",9.985
"894","2010-07-21",9.78
"895","2010-07-22",10.175
"896","2010-07-23",10.3
"897","2010-07-26",10.45
"898","2010-07-27",10.91
"899","2010-07-28",10.765
"900","2010-07-29",10.585
"901","2010-07-30",10.53
"902","2010-08-02",10.725
"903","2010-08-03",10.685
"904","2010-08-04",10.81
"905","2010-08-05",10.54
"906","2010-08-06",10.385
"907","2010-08-09",10.595
"908","2010-08-10",10.56
"909","2010-08-11",10.115
"910","2010-08-12",10.105
"911","2010-08-13",10.035
"912","2010-08-16",10.06
"913","2010-08-17",10.195
"914","2010-08-18",10.475
"915","2010-08-19",10.335
"916","2010-08-20",10.405
"917","2010-08-23",10.285
"918","2010-08-24",10.12
"919","2010-08-25",10.325
"920","2010-08-26",10.92
"921","2010-08-27",11.265
"922","2010-08-30",10.975
"923","2010-08-31",11.17
"924","2010-09-01",11.44
"925","2010-09-02",11.7
"926","2010-09-03",11.995
"927","2010-09-07",12.005
"928","2010-09-08",12.2
"929","2010-09-09",12.2
"930","2010-09-10",11.91
"931","2010-09-13",11.995
"932","2010-09-14",11.895
"933","2010-09-15",11.89
"934","2010-09-16",11.785
"935","2010-09-17",11.665
"936","2010-09-20",12.09
"937","2010-09-21",12.295
"938","2010-09-22",12.285
"939","2010-09-23",12.14
"940","2010-09-24",12.35
"941","2010-09-27",11.91
"942","2010-09-28",12.05
"943","2010-09-29",12.26
"944","2010-09-30",11.99
"945","2010-10-01",12
"946","2010-10-04",11.93
"947","2010-10-05",12.07
"948","2010-10-06",12.02
"949","2010-10-07",11.84
"950","2010-10-08",12.05
"951","2010-10-11",11.85
"952","2010-10-12",11.895
"953","2010-10-13",11.985
"954","2010-10-14",12.435
"955","2010-10-15",12.395
"956","2010-10-18",12.45
"957","2010-10-19",12.415
"958","2010-10-20",12.4
"959","2010-10-21",12.175
"960","2010-10-22",12.305
"961","2010-10-25",12.49
"962","2010-10-26",12.44
"963","2010-10-27",12.5
"964","2010-10-28",12.42
"965","2010-10-29",12.365
"966","2010-11-01",12.31
"967","2010-11-02",12.275
"968","2010-11-03",12.24
"969","2010-11-04",12.74
"970","2010-11-05",13.205
"971","2010-11-08",13.27
"972","2010-11-09",13.15
"973","2010-11-10",13.16
"974","2010-11-11",13.03
"975","2010-11-12",12.915
"976","2010-11-15",12.945
"977","2010-11-16",12.95
"978","2010-11-17",12.96
"979","2010-11-18",13.04
"980","2010-11-19",13.32
"981","2010-11-22",13.285
"982","2010-11-23",13.09
"983","2010-11-24",13.525
"984","2010-11-26",13.215
"985","2010-11-29",13.395
"986","2010-11-30",13.255
"987","2010-12-01",13.49
"988","2010-12-02",13.51
"989","2010-12-03",13.495
"990","2010-12-06",13.52
"991","2010-12-07",13.865
"992","2010-12-08",14.035
"993","2010-12-09",14.03
"994","2010-12-10",14.165
"995","2010-12-13",14.01
"996","2010-12-14",14.06
"997","2010-12-15",13.95
"998","2010-12-16",13.905
"999","2010-12-17",13.885
