"","date","MMC"
"1","2007-01-03",31.26
"2","2007-01-04",31.629999
"3","2007-01-05",31.34
"4","2007-01-08",31.040001
"5","2007-01-09",31.129999
"6","2007-01-10",31.18
"7","2007-01-11",31.209999
"8","2007-01-12",31.360001
"9","2007-01-16",31.34
"10","2007-01-17",30.889999
"11","2007-01-18",30.58
"12","2007-01-19",30.639999
"13","2007-01-22",30.4
"14","2007-01-23",30.32
"15","2007-01-24",30.08
"16","2007-01-25",29.6
"17","2007-01-26",29.76
"18","2007-01-29",29.77
"19","2007-01-30",29.59
"20","2007-01-31",29.5
"21","2007-02-01",29.940001
"22","2007-02-02",29.309999
"23","2007-02-05",29.34
"24","2007-02-06",29.25
"25","2007-02-07",29.24
"26","2007-02-08",29.32
"27","2007-02-09",29.49
"28","2007-02-12",29.83
"29","2007-02-13",29.34
"30","2007-02-14",29.379999
"31","2007-02-15",30.1
"32","2007-02-16",30.15
"33","2007-02-20",30.139999
"34","2007-02-21",29.75
"35","2007-02-22",29.98
"36","2007-02-23",29.82
"37","2007-02-26",30
"38","2007-02-27",29.280001
"39","2007-02-28",29.42
"40","2007-03-01",29.360001
"41","2007-03-02",29.34
"42","2007-03-05",28.969999
"43","2007-03-06",29.209999
"44","2007-03-07",28.84
"45","2007-03-08",29.18
"46","2007-03-09",29.049999
"47","2007-03-12",28.98
"48","2007-03-13",28.49
"49","2007-03-14",28.74
"50","2007-03-15",28.85
"51","2007-03-16",28.85
"52","2007-03-19",28.93
"53","2007-03-20",29.110001
"54","2007-03-21",29.43
"55","2007-03-22",29.6
"56","2007-03-23",29.91
"57","2007-03-26",29.799999
"58","2007-03-27",29.1
"59","2007-03-28",29.25
"60","2007-03-29",29.5
"61","2007-03-30",29.290001
"62","2007-04-02",29.32
"63","2007-04-03",29.629999
"64","2007-04-04",29.389999
"65","2007-04-05",29.34
"66","2007-04-09",29.23
"67","2007-04-10",29.52
"68","2007-04-11",29.65
"69","2007-04-12",29.530001
"70","2007-04-13",29.950001
"71","2007-04-16",30.379999
"72","2007-04-17",31.5
"73","2007-04-18",31.65
"74","2007-04-19",31.610001
"75","2007-04-20",32.09
"76","2007-04-23",31.85
"77","2007-04-24",32.029999
"78","2007-04-25",32.049999
"79","2007-04-26",32.130001
"80","2007-04-27",32.41
"81","2007-04-30",31.76
"82","2007-05-01",31.91
"83","2007-05-02",32.139999
"84","2007-05-03",32.139999
"85","2007-05-04",32.119999
"86","2007-05-07",31.93
"87","2007-05-08",31.129999
"88","2007-05-09",31.450001
"89","2007-05-10",31.18
"90","2007-05-11",30.860001
"91","2007-05-14",30.870001
"92","2007-05-15",30.98
"93","2007-05-16",30.879999
"94","2007-05-17",30.91
"95","2007-05-18",31.280001
"96","2007-05-21",31.469999
"97","2007-05-22",31.459999
"98","2007-05-23",33.029999
"99","2007-05-24",32.950001
"100","2007-05-25",33.130001
"101","2007-05-29",33
"102","2007-05-30",33.189999
"103","2007-05-31",32.830002
"104","2007-06-01",32.450001
"105","2007-06-04",32.619999
"106","2007-06-05",32.169998
"107","2007-06-06",32.169998
"108","2007-06-07",31.41
"109","2007-06-08",31.450001
"110","2007-06-11",31.49
"111","2007-06-12",30.85
"112","2007-06-13",30.93
"113","2007-06-14",30.99
"114","2007-06-15",31.67
"115","2007-06-18",31.809999
"116","2007-06-19",32.310001
"117","2007-06-20",31.9
"118","2007-06-21",32.169998
"119","2007-06-22",31.459999
"120","2007-06-25",31.219999
"121","2007-06-26",30.98
"122","2007-06-27",30.67
"123","2007-06-28",30.790001
"124","2007-06-29",30.879999
"125","2007-07-02",31.09
"126","2007-07-03",31.35
"127","2007-07-05",31.309999
"128","2007-07-06",31.440001
"129","2007-07-09",31.5
"130","2007-07-10",30.93
"131","2007-07-11",30.9
"132","2007-07-12",31.200001
"133","2007-07-13",31.25
"134","2007-07-16",31.26
"135","2007-07-17",31.040001
"136","2007-07-18",30.84
"137","2007-07-19",30.77
"138","2007-07-20",30.200001
"139","2007-07-23",30.17
"140","2007-07-24",29.5
"141","2007-07-25",29.82
"142","2007-07-26",28.690001
"143","2007-07-27",27.48
"144","2007-07-30",27.9
"145","2007-07-31",27.549999
"146","2007-08-01",28.15
"147","2007-08-02",28.030001
"148","2007-08-03",26.870001
"149","2007-08-06",27.65
"150","2007-08-07",26.110001
"151","2007-08-08",26.700001
"152","2007-08-09",26.440001
"153","2007-08-10",26.700001
"154","2007-08-13",26.1
"155","2007-08-14",26.08
"156","2007-08-15",25.85
"157","2007-08-16",26.24
