"","date","AGNC"
"89","2008-09-19",18.68
"90","2008-09-22",18.15
"91","2008-09-23",19.49
"92","2008-09-24",19.530001
"93","2008-09-25",18.23
"94","2008-09-26",17.809999
"95","2008-09-29",15.86
"96","2008-09-30",17.32
"97","2008-10-01",16.84
"98","2008-10-02",16.379999
"99","2008-10-03",16.299999
"100","2008-10-06",16.74
"101","2008-10-07",16.299999
"102","2008-10-08",15.82
"103","2008-10-09",15.04
"104","2008-10-10",14.71
"105","2008-10-13",15.4
"106","2008-10-14",15.19
"107","2008-10-15",14.8
"108","2008-10-16",16.379999
"109","2008-10-17",16.389999
"110","2008-10-20",17.26
"111","2008-10-21",16.9
"112","2008-10-22",16.25
"113","2008-10-23",15.95
"114","2008-10-24",15.85
"115","2008-10-27",15.8
"116","2008-10-28",16.98
"117","2008-10-29",17.17
"118","2008-10-30",18.01
"119","2008-10-31",18.6
"120","2008-11-03",18.5
"121","2008-11-04",18.98
"122","2008-11-05",18.99
"123","2008-11-06",18.75
"124","2008-11-07",18.860001
"125","2008-11-10",17.82
"126","2008-11-11",17.41
"127","2008-11-12",17.190001
"128","2008-11-13",18.93
"129","2008-11-14",18.25
"130","2008-11-17",18.209999
"131","2008-11-18",18.870001
"132","2008-11-19",17.889999
"133","2008-11-20",16.889999
"134","2008-11-21",17.540001
"135","2008-11-24",18.5
"136","2008-11-25",19.309999
"137","2008-11-26",19.700001
"138","2008-11-28",19.940001
"139","2008-12-01",18.440001
"140","2008-12-02",19.93
"141","2008-12-03",19.959999
"142","2008-12-04",19.389999
"143","2008-12-05",19.6
"144","2008-12-08",19.85
"145","2008-12-09",19.120001
"146","2008-12-10",19.129999
"147","2008-12-11",17.93
"148","2008-12-12",18.33
"149","2008-12-15",17.93
"150","2008-12-16",19.17
"151","2008-12-17",19.139999
"152","2008-12-18",19.299999
"153","2008-12-19",20
"154","2008-12-22",21.24
"155","2008-12-23",21.389999
"156","2008-12-24",21.950001
"157","2008-12-26",21.6
"158","2008-12-29",20.639999
"159","2008-12-30",20.84
"160","2008-12-31",21.360001
"161","2009-01-02",20.940001
"162","2009-01-05",21.1
"163","2009-01-06",21.190001
"164","2009-01-07",21.129999
"165","2009-01-08",21.24
"166","2009-01-09",20.83
"167","2009-01-12",20.6
"168","2009-01-13",21.040001
"169","2009-01-14",20.9
"170","2009-01-15",20.879999
"171","2009-01-16",20.57
"172","2009-01-20",19.860001
"173","2009-01-21",20.43
"174","2009-01-22",19.99
"175","2009-01-23",19.93
"176","2009-01-26",20.15
"177","2009-01-27",20.43
"178","2009-01-28",20.700001
"179","2009-01-29",20.17
"180","2009-01-30",19.98
"181","2009-02-02",19.9
"182","2009-02-03",20.299999
"183","2009-02-04",19.84
"184","2009-02-05",17.799999
"185","2009-02-06",17.360001
"186","2009-02-09",17.24
"187","2009-02-10",16.82
"188","2009-02-11",17
"189","2009-02-12",16.879999
"190","2009-02-13",16.879999
"191","2009-02-17",16.4
"192","2009-02-18",16.209999
"193","2009-02-19",15.91
"194","2009-02-20",15.97
"195","2009-02-23",15.92
"196","2009-02-24",16.870001
"197","2009-02-25",16.280001
"198","2009-02-26",16.459999
"199","2009-02-27",16.1
"200","2009-03-02",15.28
"201","2009-03-03",15.01
"202","2009-03-04",15.35
"203","2009-03-05",14.96
"204","2009-03-06",14.73
"205","2009-03-09",15
"206","2009-03-10",16.25
"207","2009-03-11",16.610001
"208","2009-03-12",16.49
"209","2009-03-13",17.48
"210","2009-03-16",17.4
"211","2009-03-17",17.5
"212","2009-03-18",17.629999
"213","2009-03-19",16.83
"214","2009-03-20",16.360001
"215","2009-03-23",16.84
"216","2009-03-24",16.799999
"217","2009-03-25",17.379999
"218","2009-03-26",17.85
"219","2009-03-27",17.67
"220","2009-03-30",17.809999
"221","2009-03-31",17.110001
"222","2009-04-01",16.92
"223","2009-04-02",17.120001
"224","2009-04-03",17.209999
"225","2009-04-06",17.110001
"226","2009-04-07",16.98
"227","2009-04-08",17.129999
"228","2009-04-09",17.18
"229","2009-04-13",17.32
"230","2009-04-14",16.9
"231","2009-04-15",17.15
"232","2009-04-16",17.469999
"233","2009-04-17",17.51
"234","2009-04-20",17.110001
"235","2009-04-21",17.540001
"236","2009-04-22",17.32
"237","2009-04-23",17.08
"238","2009-04-24",17.049999
"239","2009-04-27",17.120001
"240","2009-04-28",17.27
"241","2009-04-29",17.68
"242","2009-04-30",18.75
"243","2009-05-01",18.389999
"244","2009-05-04",18.639999
"245","2009-05-05",18.4
"246","2009-05-06",18.620001
"247","2009-05-07",18.459999
"248","2009-05-08",18.690001
"249","2009-05-11",18.57
"250","2009-05-12",18.84
"251","2009-05-13",18.559999
"252","2009-05-14",18.85
"253","2009-05-15",18.85
"254","2009-05-18",19.27
"255","2009-05-19",19.370001
"256","2009-05-20",19.139999
"257","2009-05-21",19.24
"258","2009-05-22",19.200001
"259","2009-05-26",19.74
"260","2009-05-27",19.209999
"261","2009-05-28",19.469999
"262","2009-05-29",18.99
"263","2009-06-01",19.27
"264","2009-06-02",19.940001
"265","2009-06-03",19.9
"266","2009-06-04",20.24
"267","2009-06-05",19.889999
"268","2009-06-08",19.889999
"269","2009-06-09",20.360001
"270","2009-06-10",19.6
"271","2009-06-11",19.110001
"272","2009-06-12",19.16
"273","2009-06-15",19.309999
"274","2009-06-16",19.59
"275","2009-06-17",19.969999
"276","2009-06-18",20.450001
"277","2009-06-19",20.790001
"278","2009-06-22",20.59
"279","2009-06-23",22.15
"280","2009-06-24",22.51
"281","2009-06-25",23.610001
"282","2009-06-26",23.889999
"283","2009-06-29",23.75
"284","2009-06-30",22.969999
"285","2009-07-01",22.309999
"286","2009-07-02",22.18
"287","2009-07-06",22.389999
"288","2009-07-07",22.67
"289","2009-07-08",21.790001
"290","2009-07-09",21.52
"291","2009-07-10",21.879999
"292","2009-07-13",22.940001
"293","2009-07-14",21.51
"294","2009-07-15",22.030001
"295","2009-07-16",22.16
"296","2009-07-17",22.02
"297","2009-07-20",22.48
"298","2009-07-21",22.67
"299","2009-07-22",23.440001
"300","2009-07-23",23.780001
"301","2009-07-24",23.41
"302","2009-07-27",23.799999
"303","2009-07-28",24
"304","2009-07-29",23.940001
"305","2009-07-30",23.959999
"306","2009-07-31",22.780001
"307","2009-08-03",23.299999
"308","2009-08-04",23.9
"309","2009-08-05",24.190001
"310","2009-08-06",23.889999
"311","2009-08-07",24.559999
"312","2009-08-10",24.559999
"313","2009-08-11",23.33
"314","2009-08-12",23.299999
"315","2009-08-13",23.379999
"316","2009-08-14",23.4
"317","2009-08-17",23.299999
"318","2009-08-18",23.370001
"319","2009-08-19",23.34
"320","2009-08-20",24.51
"321","2009-08-21",24.790001
"322","2009-08-24",24.99
"323","2009-08-25",25.860001
"324","2009-08-26",26.059999
"325","2009-08-27",26.059999
"326","2009-08-28",25.209999
"327","2009-08-31",24.889999
"328","2009-09-01",24.41
"329","2009-09-02",24.67
"330","2009-09-03",25.190001
"331","2009-09-04",25.43
"332","2009-09-08",25.9
"333","2009-09-09",26.07
"334","2009-09-10",26.57
"335","2009-09-11",27.110001
"336","2009-09-14",27.200001
"337","2009-09-15",27.540001
"338","2009-09-16",28.02
"339","2009-09-17",28.360001
"340","2009-09-18",28.459999
"341","2009-09-21",29.190001
"342","2009-09-22",29.799999
"343","2009-09-23",31.200001
"344","2009-09-24",29.84
"345","2009-09-25",29.68
"346","2009-09-28",30.74
"347","2009-09-29",30.280001
"348","2009-09-30",28.450001
"349","2009-10-01",26.799999
"350","2009-10-02",27.32
"351","2009-10-05",28.120001
"352","2009-10-06",28.18
"353","2009-10-07",27.610001
"354","2009-10-08",27.93
"355","2009-10-09",27.65
"356","2009-10-12",26.99
"357","2009-10-13",26.450001
"358","2009-10-14",27.67
"359","2009-10-15",27.75
"360","2009-10-16",27.52
"361","2009-10-19",27.709999
"362","2009-10-20",27.940001
"363","2009-10-21",28.110001
"364","2009-10-22",28.91
"365","2009-10-23",28.719999
"366","2009-10-26",28.139999
"367","2009-10-27",26.040001
"368","2009-10-28",26.15
"369","2009-10-29",26.26
"370","2009-10-30",26
"371","2009-11-02",25.950001
"372","2009-11-03",26.120001
"373","2009-11-04",25.629999
"374","2009-11-05",26.059999
"375","2009-11-06",25.870001
"376","2009-11-09",26.25
"377","2009-11-10",25.610001
"378","2009-11-11",25.459999
"379","2009-11-12",25.17
"380","2009-11-13",25.469999
"381","2009-11-16",25.92
"382","2009-11-17",25.98
"383","2009-11-18",26.15
"384","2009-11-19",26.379999
"385","2009-11-20",26.17
"386","2009-11-23",26.200001
"387","2009-11-24",26.200001
"388","2009-11-25",26.08
"389","2009-11-27",25.870001
"390","2009-11-30",26.469999
"391","2009-12-01",26.5
"392","2009-12-02",26.57
"393","2009-12-03",26.379999
"394","2009-12-04",26.290001
"395","2009-12-07",26.530001
"396","2009-12-08",26.67
"397","2009-12-09",26.620001
"398","2009-12-10",26.67
"399","2009-12-11",26.82
"400","2009-12-14",27.129999
"401","2009-12-15",26.690001
"402","2009-12-16",26.530001
"403","2009-12-17",26.780001
"404","2009-12-18",27.15
"405","2009-12-21",27.91
"406","2009-12-22",28.139999
"407","2009-12-23",28.309999
"408","2009-12-24",28.33
"409","2009-12-28",28.49
"410","2009-12-29",27.09
"411","2009-12-30",26.799999
"412","2009-12-31",26.540001
"413","2010-01-04",26.709999
"414","2010-01-05",26.620001
"415","2010-01-06",26.299999
"416","2010-01-07",26.17
"417","2010-01-08",26.5
"418","2010-01-11",26.98
"419","2010-01-12",26.879999
"420","2010-01-13",26.85
"421","2010-01-14",26.65
"422","2010-01-15",26.35
"423","2010-01-19",26.360001
"424","2010-01-20",26.280001
"425","2010-01-21",25.969999
"426","2010-01-22",26.120001
"427","2010-01-25",26.290001
"428","2010-01-26",26.18
"429","2010-01-27",26.440001
"430","2010-01-28",26.66
"431","2010-01-29",26.690001
"432","2010-02-01",26.32
"433","2010-02-02",26.66
"434","2010-02-03",27.01
"435","2010-02-04",26.559999
"436","2010-02-05",26.68
"437","2010-02-08",27.219999
"438","2010-02-09",26.940001
"439","2010-02-10",26.43
"440","2010-02-11",25.639999
"441","2010-02-12",25.360001
"442","2010-02-16",25.57
"443","2010-02-17",24.940001
"444","2010-02-18",25.030001
"445","2010-02-19",24.799999
"446","2010-02-22",24.879999
"447","2010-02-23",24.959999
"448","2010-02-24",25
"449","2010-02-25",24.76
"450","2010-02-26",25.32
"451","2010-03-01",26.09
"452","2010-03-02",26.49
"453","2010-03-03",26.58
"454","2010-03-04",26.9
"455","2010-03-05",27.41
"456","2010-03-08",26.950001
"457","2010-03-09",26.65
"458","2010-03-10",26.67
"459","2010-03-11",26.41
"460","2010-03-12",26.35
"461","2010-03-15",26.77
"462","2010-03-16",27.309999
"463","2010-03-17",28.209999
"464","2010-03-18",28.01
"465","2010-03-19",27.799999
"466","2010-03-22",28.389999
"467","2010-03-23",28.1
"468","2010-03-24",28.120001
"469","2010-03-25",28.129999
"470","2010-03-26",27.700001
"471","2010-03-29",26.02
"472","2010-03-30",25.73
"473","2010-03-31",25.6
"474","2010-04-01",26.120001
"475","2010-04-05",26.120001
"476","2010-04-06",26.26
"477","2010-04-07",26.33
"478","2010-04-08",26.27
"479","2010-04-09",26.26
"480","2010-04-12",26.110001
"481","2010-04-13",26.379999
"482","2010-04-14",26.290001
"483","2010-04-15",26.08
"484","2010-04-16",26.129999
"485","2010-04-19",26.1
"486","2010-04-20",26.389999
"487","2010-04-21",26.59
"488","2010-04-22",26.68
"489","2010-04-23",27
"490","2010-04-26",27.200001
"491","2010-04-27",27.35
"492","2010-04-28",27.629999
"493","2010-04-29",27.969999
"494","2010-04-30",27.51
"495","2010-05-03",27.790001
"496","2010-05-04",27.43
"497","2010-05-05",27.02
"498","2010-05-06",25.93
"499","2010-05-07",26.530001
"500","2010-05-10",27.5
"501","2010-05-11",27.639999
"502","2010-05-12",27.92
"503","2010-05-13",27.540001
"504","2010-05-14",25.549999
"505","2010-05-17",25.85
"506","2010-05-18",25.68
"507","2010-05-19",25.370001
"508","2010-05-20",24.91
"509","2010-05-21",25.459999
"510","2010-05-24",25.549999
"511","2010-05-25",25.42
"512","2010-05-26",25.34
"513","2010-05-27",25.67
"514","2010-05-28",26.26
"515","2010-06-01",26.59
"516","2010-06-02",27.17
"517","2010-06-03",26.790001
"518","2010-06-04",26.5
"519","2010-06-07",26.440001
"520","2010-06-08",26.58
"521","2010-06-09",26.67
"522","2010-06-10",27.200001
"523","2010-06-11",27.67
"524","2010-06-14",27.98
"525","2010-06-15",27.98
"526","2010-06-16",28.110001
"527","2010-06-17",28.33
"528","2010-06-18",28.299999
"529","2010-06-21",28.469999
"530","2010-06-22",28.33
"531","2010-06-23",28.42
"532","2010-06-24",28.440001
"533","2010-06-25",28.969999
"534","2010-06-28",26.969999
"535","2010-06-29",26.59
"536","2010-06-30",26.42
"537","2010-07-01",25.77
"538","2010-07-02",25.700001
"539","2010-07-06",25.969999
"540","2010-07-07",26.83
"541","2010-07-08",27.34
"542","2010-07-09",27.440001
"543","2010-07-12",27.620001
"544","2010-07-13",27.92
"545","2010-07-14",27.200001
"546","2010-07-15",27.040001
"547","2010-07-16",26.969999
"548","2010-07-19",26.93
"549","2010-07-20",27.530001
"550","2010-07-21",27.25
"551","2010-07-22",27.42
"552","2010-07-23",27.82
"553","2010-07-26",28.15
"554","2010-07-27",28.1
"555","2010-07-28",28.040001
"556","2010-07-29",27.280001
"557","2010-07-30",27.52
"558","2010-08-02",27.719999
"559","2010-08-03",27.85
"560","2010-08-04",27.969999
"561","2010-08-05",27.82
"562","2010-08-06",28.08
"563","2010-08-09",28.42
"564","2010-08-10",28.25
"565","2010-08-11",28.129999
"566","2010-08-12",27.860001
"567","2010-08-13",27.360001
"568","2010-08-16",27.440001
"569","2010-08-17",27.200001
"570","2010-08-18",27.200001
"571","2010-08-19",27
"572","2010-08-20",26.98
"573","2010-08-23",27.280001
"574","2010-08-24",27.450001
"575","2010-08-25",27.370001
"576","2010-08-26",27.08
"577","2010-08-27",27.35
"578","2010-08-30",27.129999
"579","2010-08-31",27.24
"580","2010-09-01",27.82
"581","2010-09-02",28.280001
"582","2010-09-03",28.370001
"583","2010-09-07",28.450001
"584","2010-09-08",28.389999
"585","2010-09-09",28.049999
"586","2010-09-10",28.17
"587","2010-09-13",28.23
"588","2010-09-14",28.35
"589","2010-09-15",28.799999
"590","2010-09-16",29.15
"591","2010-09-17",29.620001
"592","2010-09-20",30
"593","2010-09-21",29.559999
"594","2010-09-22",29.379999
"595","2010-09-23",29.27
"596","2010-09-24",28.190001
"597","2010-09-27",27.99
"598","2010-09-28",26.889999
"599","2010-09-29",26.85
"600","2010-09-30",26.57
"601","2010-10-01",26.98
"602","2010-10-04",26.950001
"603","2010-10-05",27.01
"604","2010-10-06",27.309999
"605","2010-10-07",27.25
"606","2010-10-08",27.459999
"607","2010-10-11",27.709999
"608","2010-10-12",27.969999
"609","2010-10-13",27.780001
"610","2010-10-14",27.65
"611","2010-10-15",27.610001
"612","2010-10-18",27.85
"613","2010-10-19",27.879999
"614","2010-10-20",27.950001
"615","2010-10-21",27.959999
"616","2010-10-22",27.9
"617","2010-10-25",27.83
"618","2010-10-26",27.83
"619","2010-10-27",28.32
"620","2010-10-28",28.709999
"621","2010-10-29",28.639999
"622","2010-11-01",28.4
"623","2010-11-02",28.76
"624","2010-11-03",28.9
"625","2010-11-04",29.309999
"626","2010-11-05",29.43
"627","2010-11-08",29.370001
"628","2010-11-09",29.18
"629","2010-11-10",29.25
"630","2010-11-11",29.360001
"631","2010-11-12",28.370001
"632","2010-11-15",28.73
"633","2010-11-16",28.440001
"634","2010-11-17",28.469999
"635","2010-11-18",28.459999
"636","2010-11-19",28.610001
"637","2010-11-22",28.870001
"638","2010-11-23",28.93
"639","2010-11-24",29.290001
"640","2010-11-26",29.299999
"641","2010-11-29",29.42
"642","2010-11-30",29.309999
"643","2010-12-01",29.43
"644","2010-12-02",29.43
"645","2010-12-03",29.469999
"646","2010-12-06",29.5
"647","2010-12-07",29.709999
"648","2010-12-08",29.51
"649","2010-12-09",28.639999
"650","2010-12-10",29.309999
"651","2010-12-13",29.690001
"652","2010-12-14",29.49
"653","2010-12-15",29.24
"654","2010-12-16",29.110001
"655","2010-12-17",29.32
"656","2010-12-20",29.84
"657","2010-12-21",29.950001
"658","2010-12-22",29.790001
"659","2010-12-23",29.860001
"660","2010-12-27",29.870001
"661","2010-12-28",29.57
"662","2010-12-29",28.75
"663","2010-12-30",28.879999
"664","2010-12-31",28.74
"665","2011-01-03",28.690001
"666","2011-01-04",28.4
"667","2011-01-05",28.690001
"668","2011-01-06",29.23
"669","2011-01-07",29.469999
"670","2011-01-10",29.59
"671","2011-01-11",29.549999
"672","2011-01-12",29.68
"673","2011-01-13",28.639999
"674","2011-01-14",29
"675","2011-01-18",28.93
"676","2011-01-19",28.719999
"677","2011-01-20",28.629999
"678","2011-01-21",28.450001
"679","2011-01-24",28.549999
"680","2011-01-25",28.540001
"681","2011-01-26",28.66
"682","2011-01-27",28.790001
"683","2011-01-28",28.690001
"684","2011-01-31",28.690001
"685","2011-02-01",28.879999
"686","2011-02-02",28.98
"687","2011-02-03",28.9
"688","2011-02-04",28.870001
"689","2011-02-07",29.07
"690","2011-02-08",29.26
"691","2011-02-09",29.35
"692","2011-02-10",29.200001
"693","2011-02-11",29.549999
"694","2011-02-14",29.6
"695","2011-02-15",28.950001
"696","2011-02-16",29.16
"697","2011-02-17",29.360001
"698","2011-02-18",29.27
"699","2011-02-22",29.1
"700","2011-02-23",29.08
"701","2011-02-24",29.27
"702","2011-02-25",29.4
"703","2011-02-28",29.450001
"704","2011-03-01",29.440001
"705","2011-03-02",29.57
"706","2011-03-03",29.620001
"707","2011-03-04",29.639999
"708","2011-03-07",29.620001
"709","2011-03-08",29.790001
"710","2011-03-09",30.049999
"711","2011-03-10",30.059999
"712","2011-03-11",30.02
"713","2011-03-14",30.200001
"714","2011-03-15",30.09
"715","2011-03-16",30.26
"716","2011-03-17",30.35
"717","2011-03-18",30.67
"718","2011-03-21",29.1
"719","2011-03-22",28.290001
"720","2011-03-23",28.709999
"721","2011-03-24",28.73
"722","2011-03-25",29.02
"723","2011-03-28",29.059999
"724","2011-03-29",28.799999
"725","2011-03-30",28.700001
"726","2011-03-31",29.139999
"727","2011-04-01",29.02
"728","2011-04-04",28.73
"729","2011-04-05",28.790001
"730","2011-04-06",28.629999
"731","2011-04-07",28.5
"732","2011-04-08",28.309999
"733","2011-04-11",28.18
"734","2011-04-12",27.83
"735","2011-04-13",28.049999
"736","2011-04-14",28.700001
"737","2011-04-15",28.530001
"738","2011-04-18",28.469999
"739","2011-04-19",28.35
"740","2011-04-20",28.6
"741","2011-04-21",28.780001
"742","2011-04-25",28.83
"743","2011-04-26",28.83
"744","2011-04-27",28.780001
"745","2011-04-28",28.940001
"746","2011-04-29",29.110001
"747","2011-05-02",29.200001
"748","2011-05-03",29.190001
"749","2011-05-04",29.24
"750","2011-05-05",29.459999
"751","2011-05-06",29.459999
"752","2011-05-09",29.58
"753","2011-05-10",29.83
"754","2011-05-11",29.68
"755","2011-05-12",29.790001
"756","2011-05-13",29.620001
"757","2011-05-16",29.5
"758","2011-05-17",29.52
"759","2011-05-18",29.75
"760","2011-05-19",29.93
"761","2011-05-20",29.969999
"762","2011-05-23",30
"763","2011-05-24",30.120001
"764","2011-05-25",30.09
"765","2011-05-26",30.200001
"766","2011-05-27",30.280001
"767","2011-05-31",30.370001
"768","2011-06-01",30.23
"769","2011-06-02",30.360001
"770","2011-06-03",30.34
"771","2011-06-06",30.309999
"772","2011-06-07",30.549999
"773","2011-06-08",30.700001
"774","2011-06-09",30.41
"775","2011-06-10",30.1
"776","2011-06-13",30.24
"777","2011-06-14",30.389999
"778","2011-06-15",30.370001
"779","2011-06-16",30.290001
"780","2011-06-17",30.15
"781","2011-06-20",29.799999
"782","2011-06-21",28.5
"783","2011-06-22",28.85
"784","2011-06-23",28.639999
"785","2011-06-24",28.73
"786","2011-06-27",28.809999
"787","2011-06-28",28.780001
"788","2011-06-29",29
"789","2011-06-30",29.110001
"790","2011-07-01",29.6
"791","2011-07-05",29.959999
"792","2011-07-06",30.27
"793","2011-07-07",30.059999
"794","2011-07-08",30.200001
"795","2011-07-11",29.9
"796","2011-07-12",29.700001
"797","2011-07-13",29.6
"798","2011-07-14",29.120001
"799","2011-07-15",29.27
"800","2011-07-18",29.01
"801","2011-07-19",29.379999
"802","2011-07-20",29.690001
"803","2011-07-21",29.549999
"804","2011-07-22",29.68
"805","2011-07-25",28.889999
"806","2011-07-26",28.98
"807","2011-07-27",28.389999
"808","2011-07-28",28.33
"809","2011-07-29",27.92
"810","2011-08-01",29.030001
"811","2011-08-02",28.49
"812","2011-08-03",29.110001
"813","2011-08-04",28.16
"814","2011-08-05",28.35
"815","2011-08-08",26.73
"816","2011-08-09",29.780001
"817","2011-08-10",28.41
"818","2011-08-11",28.75
"819","2011-08-12",29.110001
"820","2011-08-15",29.709999
"821","2011-08-16",29.74
"822","2011-08-17",29.959999
"823","2011-08-18",29.27
"824","2011-08-19",28.610001
"825","2011-08-22",28.639999
"826","2011-08-23",28.940001
"827","2011-08-24",28.620001
"828","2011-08-25",27.76
"829","2011-08-26",28.059999
"830","2011-08-29",28.6
"831","2011-08-30",28.74
"832","2011-08-31",28.51
"833","2011-09-01",27.68
"834","2011-09-02",27.27
"835","2011-09-06",27.65
"836","2011-09-07",27.879999
"837","2011-09-08",27.799999
"838","2011-09-09",28.389999
"839","2011-09-12",28.98
"840","2011-09-13",29.110001
"841","2011-09-14",29.610001
"842","2011-09-15",29.85
"843","2011-09-16",29.540001
"844","2011-09-19",29.49
"845","2011-09-20",29.059999
"846","2011-09-21",27.120001
"847","2011-09-22",27.389999
"848","2011-09-23",27.540001
"849","2011-09-26",27.57
"850","2011-09-27",27.41
"851","2011-09-28",27.370001
"852","2011-09-29",27.34
"853","2011-09-30",27.1
"854","2011-10-03",25.889999
"855","2011-10-04",26.34
"856","2011-10-05",26.309999
"857","2011-10-06",27.040001
"858","2011-10-07",26.690001
"859","2011-10-10",27.15
"860","2011-10-11",27.059999
"861","2011-10-12",27.030001
"862","2011-10-13",27.33
"863","2011-10-14",27.65
"864","2011-10-17",27.440001
"865","2011-10-18",27.790001
"866","2011-10-19",27.690001
"867","2011-10-20",27.68
"868","2011-10-21",27.700001
"869","2011-10-24",28.559999
"870","2011-10-25",28.540001
"871","2011-10-26",28.65
"872","2011-10-27",27.540001
"873","2011-10-28",27.709999
"874","2011-10-31",27.51
"875","2011-11-01",27.309999
"876","2011-11-02",27.629999
"877","2011-11-03",27.700001
"878","2011-11-04",27.889999
"879","2011-11-07",28.129999
"880","2011-11-08",28.48
"881","2011-11-09",27.85
"882","2011-11-10",27.91
"883","2011-11-11",28.110001
"884","2011-11-14",27.99
"885","2011-11-15",28.059999
"886","2011-11-16",28.120001
"887","2011-11-17",27.950001
"888","2011-11-18",28.059999
"889","2011-11-21",27.879999
"890","2011-11-22",28.139999
"891","2011-11-23",27.780001
"892","2011-11-25",27.76
"893","2011-11-28",28.16
"894","2011-11-29",28.18
"895","2011-11-30",28.690001
"896","2011-12-01",28.530001
"897","2011-12-02",28.379999
"898","2011-12-05",28.709999
"899","2011-12-06",28.83
"900","2011-12-07",28.879999
"901","2011-12-08",28.690001
"902","2011-12-09",28.9
"903","2011-12-12",28.74
"904","2011-12-13",28.98
"905","2011-12-14",28.959999
"906","2011-12-15",28.860001
"907","2011-12-16",29.08
"908","2011-12-19",28.959999
"909","2011-12-20",28.049999
"910","2011-12-21",28.360001
"911","2011-12-22",28.26
"912","2011-12-23",28.01
"913","2011-12-27",28.370001
"914","2011-12-28",28.209999
"915","2011-12-29",28.280001
"916","2011-12-30",28.08
"917","2012-01-03",28.17
"918","2012-01-04",28.33
"919","2012-01-05",28.209999
"920","2012-01-06",28.370001
"921","2012-01-09",28.23
"922","2012-01-10",28.18
"923","2012-01-11",28.16
"924","2012-01-12",28.23
"925","2012-01-13",28.35
"926","2012-01-17",28.34
"927","2012-01-18",28.440001
"928","2012-01-19",28.66
"929","2012-01-20",29
"930","2012-01-23",29.059999
"931","2012-01-24",29.190001
"932","2012-01-25",29.33
"933","2012-01-26",29.190001
"934","2012-01-27",29.09
"935","2012-01-30",29.08
"936","2012-01-31",29.33
"937","2012-02-01",29.379999
"938","2012-02-02",29.379999
"939","2012-02-03",29.700001
"940","2012-02-06",29.48
"941","2012-02-07",29.74
"942","2012-02-08",29.690001
"943","2012-02-09",29.870001
"944","2012-02-10",30.200001
"945","2012-02-13",30.42
"946","2012-02-14",30.59
"947","2012-02-15",30.709999
"948","2012-02-16",30.059999
"949","2012-02-17",30.370001
"950","2012-02-21",30.700001
"951","2012-02-22",30.57
"952","2012-02-23",30.690001
"953","2012-02-24",30.66
"954","2012-02-27",30.610001
"955","2012-02-28",30.790001
"956","2012-02-29",30.709999
"957","2012-03-01",30.870001
"958","2012-03-02",31.17
"959","2012-03-05",30.280001
"960","2012-03-06",29.85
"961","2012-03-07",30.27
"962","2012-03-08",29.35
"963","2012-03-09",29.5
"964","2012-03-12",29.809999
"965","2012-03-13",29.860001
"966","2012-03-14",29.41
"967","2012-03-15",29.450001
