"","date","ELOX"
"228","2007-11-27",860
"229","2007-11-28",820
"230","2007-11-29",860
"231","2007-11-30",780
"232","2007-12-03",1000
"233","2007-12-04",960
"234","2007-12-05",960
"235","2007-12-06",960
"236","2007-12-07",1000
"237","2007-12-10",1060
"238","2007-12-11",1800
"239","2007-12-12",1980
"240","2007-12-13",1840
"241","2007-12-14",1500
"242","2007-12-17",1400
"243","2007-12-18",1500
"244","2007-12-19",1380
"245","2007-12-20",1300
"246","2007-12-21",1300
"247","2007-12-24",1240
"248","2007-12-26",1300
"249","2007-12-27",1580
"250","2007-12-28",1580
"251","2007-12-31",1440
"252","2008-01-02",1460
"253","2008-01-03",1420
"254","2008-01-04",1400
"255","2008-01-07",1480
"256","2008-01-08",1380
"257","2008-01-09",1500
"258","2008-01-10",1500
"259","2008-01-11",1420
"260","2008-01-14",1320
"261","2008-01-15",1360
"262","2008-01-16",1360
"263","2008-01-17",1300
"264","2008-01-18",1280
"265","2008-01-22",1220
"266","2008-01-23",1280
"267","2008-01-24",1300
"268","2008-01-25",1300
"269","2008-01-28",1300
"270","2008-01-29",1300
"271","2008-01-30",1300
"272","2008-01-31",1140
"273","2008-02-01",1200
"274","2008-02-04",980
"275","2008-02-05",920
"276","2008-02-06",1080
"277","2008-02-07",1140
"278","2008-02-08",1260
"279","2008-02-11",1240
"280","2008-02-12",1280
"281","2008-02-13",1380
"282","2008-02-14",1400
"283","2008-02-15",1360
"284","2008-02-19",1400
"285","2008-02-20",1500
"286","2008-02-21",1600
"287","2008-02-22",1600
"288","2008-02-25",1580
"289","2008-02-26",1540
"290","2008-02-27",1680
"291","2008-02-28",1680
"292","2008-02-29",1600
"293","2008-03-03",1600
"294","2008-03-04",1660
"295","2008-03-05",1680
"296","2008-03-06",1720
"297","2008-03-07",1720
"298","2008-03-10",1680
"299","2008-03-11",1760
"300","2008-03-12",1760
"301","2008-03-13",1780
"302","2008-03-14",2100
"303","2008-03-17",1880
"304","2008-03-18",2000
"305","2008-03-19",2020
"306","2008-03-20",2020
"307","2008-03-24",2100
"308","2008-03-25",2100
"309","2008-03-26",2200
"310","2008-03-27",2240
"311","2008-03-28",2380
"312","2008-03-31",2560
"313","2008-04-01",2260
"314","2008-04-02",2660
"315","2008-04-03",2360
"316","2008-04-04",2500
"317","2008-04-07",2600
"318","2008-04-08",2580
"319","2008-04-09",2420
"320","2008-04-10",2500
"321","2008-04-11",2760
"322","2008-04-14",2580
"323","2008-04-15",2740
"324","2008-04-16",2740
"325","2008-04-17",2800
"326","2008-04-18",2700
"327","2008-04-21",2780
"328","2008-04-22",2800
"329","2008-04-23",2780
"330","2008-04-24",2800
"331","2008-04-25",3540
"332","2008-04-28",3080
"333","2008-04-29",2900
"334","2008-04-30",3200
"335","2008-05-01",2700
"336","2008-05-02",2520
"337","2008-05-05",2500
"338","2008-05-06",2560
"339","2008-05-07",2760
"340","2008-05-08",2400
"341","2008-05-09",2480
"342","2008-05-12",2240
"343","2008-05-13",2300
"344","2008-05-14",2260
"345","2008-05-15",2600
"346","2008-05-16",2300
"347","2008-05-19",2360
"348","2008-05-20",2320
"349","2008-05-21",2220
"350","2008-05-22",2300
"351","2008-05-23",2500
"352","2008-05-27",2380
"353","2008-05-28",2380
"354","2008-05-29",2620
"355","2008-05-30",2700
"356","2008-06-02",2500
"357","2008-06-03",2200
"358","2008-06-04",2200
"359","2008-06-05",2600
"360","2008-06-06",2760
"361","2008-06-09",2800
"362","2008-06-10",2900
"363","2008-06-11",2920
"364","2008-06-12",3100
"365","2008-06-13",3820
"366","2008-06-16",3700
"367","2008-06-17",3500
"368","2008-06-18",3300
"369","2008-06-19",3380
"370","2008-06-20",3300
"371","2008-06-23",3440
"372","2008-06-24",3100
"373","2008-06-25",3400
"374","2008-06-26",3360
"375","2008-06-27",3440
"376","2008-06-30",3700
"377","2008-07-01",3300
"378","2008-07-02",3240
"379","2008-07-03",3240
"380","2008-07-07",3060
"381","2008-07-08",3200
"382","2008-07-09",3400
"383","2008-07-10",3400
"384","2008-07-11",3400
"385","2008-07-14",2860
"386","2008-07-15",3000
"387","2008-07-16",3000
"388","2008-07-17",2680
"389","2008-07-18",2740
"390","2008-07-21",2400
"391","2008-07-22",2700
"392","2008-07-23",2320
"393","2008-07-24",2400
"394","2008-07-25",2460
"395","2008-07-28",2500
"396","2008-07-29",2200
"397","2008-07-30",2500
"398","2008-07-31",2480
"399","2008-08-01",2400
"400","2008-08-04",2400
"401","2008-08-05",2300
"402","2008-08-06",2200
"403","2008-08-07",2200
"404","2008-08-08",2300
"405","2008-08-11",1980
"406","2008-08-12",2180
"407","2008-08-13",2100
"408","2008-08-14",2080
"409","2008-08-15",2400
"410","2008-08-18",1980
"411","2008-08-19",1940
"412","2008-08-20",1880
"413","2008-08-21",1960
"414","2008-08-22",1900
"415","2008-08-25",1960
"416","2008-08-26",2020
"417","2008-08-27",2400
"418","2008-08-28",2600
"419","2008-08-29",2600
"420","2008-09-02",2680
"421","2008-09-03",2980
"422","2008-09-04",2820
"423","2008-09-05",2800
"424","2008-09-08",2860
"425","2008-09-09",2840
"426","2008-09-10",2600
"427","2008-09-11",2800
"428","2008-09-12",2700
"429","2008-09-15",2780
"430","2008-09-16",2220
"431","2008-09-17",2200
"432","2008-09-18",2340
"433","2008-09-19",2360
"434","2008-09-22",2340
"435","2008-09-23",2160
"436","2008-09-24",2440
"437","2008-09-25",2000
"438","2008-09-26",2100
"439","2008-09-29",2340
"440","2008-09-30",2700
"441","2008-10-01",2160
"442","2008-10-02",2100
"443","2008-10-03",2100
"444","2008-10-06",1600
"445","2008-10-07",1800
"446","2008-10-08",1520
"447","2008-10-09",1700
"448","2008-10-10",1380
"449","2008-10-13",1600
"450","2008-10-14",1580
"451","2008-10-15",1700
"452","2008-10-16",1500
"453","2008-10-17",1640
"454","2008-10-20",1720
"455","2008-10-21",1940
"456","2008-10-22",1900
"457","2008-10-23",1960
"458","2008-10-24",2000
"459","2008-10-27",1800
"460","2008-10-28",1400
"461","2008-10-29",1840
"462","2008-10-30",1880
"463","2008-10-31",2000
"464","2008-11-03",1900
"465","2008-11-04",1600
"466","2008-11-05",1800
"467","2008-11-06",1800
"468","2008-11-07",1800
"469","2008-11-10",1800
"470","2008-11-11",1800
"471","2008-11-12",1800
"472","2008-11-13",1800
"473","2008-11-14",2000
"474","2008-11-17",1740
"475","2008-11-18",1200
"476","2008-11-19",1200
"477","2008-11-20",1200
"478","2008-11-21",1200
"479","2008-11-24",1500
"480","2008-11-25",1500
"481","2008-11-26",1940
"482","2008-11-28",2240
"483","2008-12-01",1900
"484","2008-12-02",1500
"485","2008-12-03",1400
"486","2008-12-04",1400
"487","2008-12-05",1300
"488","2008-12-08",1200
"489","2008-12-09",1200
"490","2008-12-10",1200
"491","2008-12-11",1200
"492","2008-12-12",1200
"493","2008-12-15",1500
"494","2008-12-16",1320
"495","2008-12-17",1280
"496","2008-12-18",1200
"497","2008-12-19",1180
"498","2008-12-22",1180
"499","2008-12-23",1100
"500","2008-12-24",1200
"501","2008-12-26",1180
"502","2008-12-29",1280
"503","2008-12-30",1500
"504","2008-12-31",1800
"505","2009-01-02",1680
"506","2009-01-05",1600
"507","2009-01-06",1500
"508","2009-01-07",1540
"509","2009-01-08",1180
"510","2009-01-09",1200
"511","2009-01-12",1180
"512","2009-01-13",1160
"513","2009-01-14",1160
"514","2009-01-15",1140
"515","2009-01-16",1100
"516","2009-01-20",1000
"517","2009-01-21",1000
"518","2009-01-22",1000
"519","2009-01-23",1000
"520","2009-01-26",960
"521","2009-01-27",1020
"522","2009-01-28",1160
"523","2009-01-29",1140
"524","2009-01-30",1140
"525","2009-02-02",960
"526","2009-02-03",1000
"527","2009-02-04",1000
"528","2009-02-05",1060
"529","2009-02-06",1040
"530","2009-02-09",980
"531","2009-02-10",1000
"532","2009-02-11",1000
"533","2009-02-12",1000
"534","2009-02-13",1000
"535","2009-02-17",840
"536","2009-02-18",840
"537","2009-02-19",740
"538","2009-02-20",940
"539","2009-02-23",940
"540","2009-02-24",860
"541","2009-02-25",820
"542","2009-02-26",820
"543","2009-02-27",720
"544","2009-03-02",860
"545","2009-03-03",740
"546","2009-03-04",800
"547","2009-03-05",800
"548","2009-03-06",760
"549","2009-03-09",740
"550","2009-03-10",720
"551","2009-03-11",700
"552","2009-03-12",780
"553","2009-03-13",820
"554","2009-03-16",1020
"555","2009-03-17",900
"556","2009-03-18",980
"557","2009-03-19",1040
"558","2009-03-20",1000
"559","2009-03-23",960
"560","2009-03-24",900
"561","2009-03-25",760
"562","2009-03-26",880
"563","2009-03-27",900
"564","2009-03-30",900
"565","2009-03-31",940
"566","2009-04-01",940
"567","2009-04-02",900
"568","2009-04-03",960
"569","2009-04-06",940
"570","2009-04-07",940
"571","2009-04-08",1020
"572","2009-04-09",1020
"573","2009-04-13",1040
"574","2009-04-14",1000
"575","2009-04-15",1000
"576","2009-04-16",920
"577","2009-04-17",900
"578","2009-04-20",880
"579","2009-04-21",940
"580","2009-04-22",1000
"581","2009-04-23",1000
"582","2009-04-24",1000
"583","2009-04-27",1100
"584","2009-04-28",1100
"585","2009-04-29",1100
"586","2009-04-30",1140
"587","2009-05-01",1200
"588","2009-05-04",1180
"589","2009-05-05",1140
"590","2009-05-06",1180
"591","2009-05-07",1080
"592","2009-05-08",1120
"593","2009-05-11",1120
"594","2009-05-12",1040
"595","2009-05-13",1080
"596","2009-05-14",1300
"597","2009-05-15",1220
"598","2009-05-18",1340
"599","2009-05-19",1300
"600","2009-05-20",1260
"601","2009-05-21",1140
"602","2009-05-22",1100
"603","2009-05-26",1160
"604","2009-05-27",1340
"605","2009-05-28",1400
"606","2009-05-29",1400
"607","2009-06-01",1360
"608","2009-06-02",1200
"609","2009-06-03",1160
"610","2009-06-04",1140
"611","2009-06-05",1080
"612","2009-06-08",1140
"613","2009-06-09",1380
"614","2009-06-10",1500
"615","2009-06-11",1500
"616","2009-06-12",1480
"617","2009-06-15",1500
"618","2009-06-16",1460
"619","2009-06-17",1640
"620","2009-06-18",1680
"621","2009-06-19",1880
"622","2009-06-22",1800
"623","2009-06-23",1620
"624","2009-06-24",1660
"625","2009-06-25",1700
"626","2009-06-26",1660
"627","2009-06-29",1660
"628","2009-06-30",1660
"629","2009-07-01",1560
"630","2009-07-02",1660
"631","2009-07-06",1520
"632","2009-07-07",1400
"633","2009-07-08",1440
"634","2009-07-09",1460
"635","2009-07-10",1360
"636","2009-07-13",1400
"637","2009-07-14",1560
"638","2009-07-15",1420
"639","2009-07-16",1300
"640","2009-07-17",1200
"641","2009-07-20",1200
"642","2009-07-21",1200
"643","2009-07-22",1180
"644","2009-07-23",1100
"645","2009-07-24",1080
"646","2009-07-27",1200
"647","2009-07-28",1180
"648","2009-07-29",1040
"649","2009-07-30",1060
"650","2009-07-31",1340
"651","2009-08-03",1400
"652","2009-08-04",1320
"653","2009-08-05",1260
"654","2009-08-06",1200
"655","2009-08-07",1140
"656","2009-08-10",1100
"657","2009-08-11",1080
"658","2009-08-12",1020
"659","2009-08-13",980
"660","2009-08-14",1000
"661","2009-08-17",920
"662","2009-08-18",960
"663","2009-08-19",960
"664","2009-08-20",940
"665","2009-08-21",880
"666","2009-08-24",960
"667","2009-08-25",960
"668","2009-08-26",1040
"669","2009-08-27",980
"670","2009-08-28",1040
"671","2009-08-31",1060
"672","2009-09-01",980
"673","2009-09-02",1020
"674","2009-09-03",1000
"675","2009-09-04",980
"676","2009-09-08",960
"677","2009-09-09",1000
"678","2009-09-10",1000
"679","2009-09-11",1080
"680","2009-09-14",1020
"681","2009-09-15",960
"682","2009-09-16",1040
"683","2009-09-17",1000
"684","2009-09-18",1040
"685","2009-09-21",1000
"686","2009-09-22",1020
"687","2009-09-23",1000
"688","2009-09-24",1020
"689","2009-09-25",1020
"690","2009-09-28",960
"691","2009-09-29",980
"692","2009-09-30",960
"693","2009-10-01",920
"694","2009-10-02",940
"695","2009-10-05",900
"696","2009-10-06",820
"697","2009-10-07",840
"698","2009-10-08",860
"699","2009-10-09",880
"700","2009-10-12",860
"701","2009-10-13",860
"702","2009-10-14",840
"703","2009-10-15",880
"704","2009-10-16",800
"705","2009-10-19",800
"706","2009-10-20",800
"707","2009-10-21",740
"708","2009-10-22",740
"709","2009-10-23",740
"710","2009-10-26",800
"711","2009-10-27",800
"712","2009-10-28",720
"713","2009-10-29",760
"714","2009-10-30",720
"715","2009-11-02",640
"716","2009-11-03",640
"717","2009-11-04",600
"718","2009-11-05",620
"719","2009-11-06",620
"720","2009-11-09",740
"721","2009-11-10",780
"722","2009-11-11",740
"723","2009-11-12",740
"724","2009-11-13",780
"725","2009-11-16",780
"726","2009-11-17",820
"727","2009-11-18",760
"728","2009-11-19",780
"729","2009-11-20",820
"730","2009-11-23",800
"731","2009-11-24",760
"732","2009-11-25",800
"733","2009-11-27",780
"734","2009-11-30",740
"735","2009-12-01",760
"736","2009-12-02",720
"737","2009-12-03",740
"738","2009-12-04",760
"739","2009-12-07",740
"740","2009-12-08",660
"741","2009-12-09",660
"742","2009-12-10",660
"743","2009-12-11",640
"744","2009-12-14",700
"745","2009-12-15",760
"746","2009-12-16",760
"747","2009-12-17",720
"748","2009-12-18",660
"749","2009-12-21",720
"750","2009-12-22",720
"751","2009-12-23",700
"752","2009-12-24",680
"753","2009-12-28",680
"754","2009-12-29",700
"755","2009-12-30",660
"756","2009-12-31",660
"757","2010-01-04",560
"758","2010-01-05",620
"759","2010-01-06",640
"760","2010-01-07",660
"761","2010-01-08",620
"762","2010-01-11",680
"763","2010-01-12",640
"764","2010-01-13",640
"765","2010-01-14",620
"766","2010-01-15",620
"767","2010-01-19",700
"768","2010-01-20",640
"769","2010-01-21",620
"770","2010-01-22",640
"771","2010-01-25",660
"772","2010-01-26",680
"773","2010-01-27",600
"774","2010-01-28",620
"775","2010-01-29",620
"776","2010-02-01",640
"777","2010-02-02",620
"778","2010-02-03",600
"779","2010-02-04",580
"780","2010-02-05",560
"781","2010-02-08",560
"782","2010-02-09",540
"783","2010-02-10",560
"784","2010-02-11",560
"785","2010-02-12",580
"786","2010-02-16",580
"787","2010-02-17",580
"788","2010-02-18",600
"789","2010-02-19",580
"790","2010-02-22",600
"791","2010-02-23",600
"792","2010-02-24",580
"793","2010-02-25",540
"794","2010-02-26",540
"795","2010-03-01",540
"796","2010-03-02",580
"797","2010-03-03",560
"798","2010-03-04",580
"799","2010-03-05",800
"800","2010-03-08",800
"801","2010-03-09",800
"802","2010-03-10",820
"803","2010-03-11",760
"804","2010-03-12",760
"805","2010-03-15",720
"806","2010-03-16",720
"807","2010-03-17",780
"808","2010-03-18",780
"809","2010-03-19",720
"810","2010-03-22",760
"811","2010-03-23",820
"812","2010-03-24",800
"813","2010-03-25",780
"814","2010-03-26",800
"815","2010-03-29",820
"816","2010-03-30",900
"817","2010-03-31",840
"818","2010-04-01",820
"819","2010-04-05",760
"820","2010-04-06",760
"821","2010-04-07",740
"822","2010-04-08",740
"823","2010-04-09",760
"824","2010-04-12",780
"825","2010-04-13",740
"826","2010-04-14",780
"827","2010-04-15",820
"828","2010-04-16",840
"829","2010-04-19",800
"830","2010-04-20",840
"831","2010-04-21",1280
"832","2010-04-22",1260
"833","2010-04-23",1180
"834","2010-04-26",1120
"835","2010-04-27",980
"836","2010-04-28",1040
"837","2010-04-29",1080
"838","2010-04-30",1220
"839","2010-05-03",1200
"840","2010-05-04",1180
"841","2010-05-05",1180
"842","2010-05-06",1060
"843","2010-05-07",1040
"844","2010-05-10",1120
"845","2010-05-11",1160
"846","2010-05-12",1260
"847","2010-05-13",1380
"848","2010-05-14",1400
"849","2010-05-17",1340
"850","2010-05-18",1220
"851","2010-05-19",1220
"852","2010-05-20",1000
"853","2010-05-21",1060
"854","2010-05-24",1100
"855","2010-05-25",1000
"856","2010-05-26",1020
"857","2010-05-27",1100
"858","2010-05-28",1120
"859","2010-06-01",1000
"860","2010-06-02",1000
"861","2010-06-03",1000
"862","2010-06-04",980
"863","2010-06-07",980
"864","2010-06-08",960
"865","2010-06-09",920
"866","2010-06-10",920
"867","2010-06-11",940
"868","2010-06-14",1020
"869","2010-06-15",1060
"870","2010-06-16",1020
"871","2010-06-17",1000
"872","2010-06-18",940
"873","2010-06-21",920
"874","2010-06-22",900
"875","2010-06-23",860
"876","2010-06-24",620
"877","2010-06-25",640
"878","2010-06-28",620
"879","2010-06-29",600
"880","2010-06-30",640
"881","2010-07-01",620
"882","2010-07-02",640
"883","2010-07-06",620
"884","2010-07-07",620
"885","2010-07-08",620
"886","2010-07-09",640
"887","2010-07-12",640
"888","2010-07-13",640
"889","2010-07-14",620
"890","2010-07-15",620
"891","2010-07-16",620
"892","2010-07-19",600
"893","2010-07-20",620
"894","2010-07-21",600
"895","2010-07-22",620
"896","2010-07-23",600
"897","2010-07-26",620
"898","2010-07-27",620
"899","2010-07-28",620
"900","2010-07-29",620
"901","2010-07-30",640
"902","2010-08-02",600
"903","2010-08-03",640
"904","2010-08-04",620
"905","2010-08-05",620
"906","2010-08-06",620
"907","2010-08-09",600
"908","2010-08-10",600
"909","2010-08-11",600
"910","2010-08-12",600
"911","2010-08-13",600
"912","2010-08-16",600
"913","2010-08-17",580
"914","2010-08-18",540
"915","2010-08-19",540
"916","2010-08-20",560
"917","2010-08-23",560
"918","2010-08-24",560
"919","2010-08-25",520
"920","2010-08-26",580
"921","2010-08-27",580
"922","2010-08-30",540
"923","2010-08-31",580
"924","2010-09-01",560
"925","2010-09-02",580
"926","2010-09-03",620
"927","2010-09-07",620
"928","2010-09-08",620
"929","2010-09-09",620
"930","2010-09-10",620
"931","2010-09-13",620
"932","2010-09-14",640
"933","2010-09-15",640
"934","2010-09-16",600
"935","2010-09-17",600
"936","2010-09-20",660
"937","2010-09-21",620
"938","2010-09-22",640
"939","2010-09-23",640
"940","2010-09-24",640
"941","2010-09-27",660
"942","2010-09-28",560
"943","2010-09-29",600
"944","2010-09-30",600
"945","2010-10-01",580
"946","2010-10-04",560
"947","2010-10-05",560
"948","2010-10-06",560
"949","2010-10-07",560
"950","2010-10-08",600
"951","2010-10-11",560
"952","2010-10-12",560
"953","2010-10-13",560
"954","2010-10-14",560
"955","2010-10-15",540
"956","2010-10-18",500
"957","2010-10-19",480
"958","2010-10-20",480
"959","2010-10-21",460
"960","2010-10-22",460
"961","2010-10-25",460
"962","2010-10-26",480
"963","2010-10-27",460
"964","2010-10-28",440
"965","2010-10-29",460
"966","2010-11-01",500
"967","2010-11-02",520
"968","2010-11-03",500
"969","2010-11-04",540
"970","2010-11-05",540
"971","2010-11-08",540
"972","2010-11-09",620
"973","2010-11-10",600
"974","2010-11-11",580
"975","2010-11-12",580
"976","2010-11-15",540
"977","2010-11-16",520
"978","2010-11-17",520
"979","2010-11-18",540
"980","2010-11-19",520
"981","2010-11-22",520
"982","2010-11-23",520
"983","2010-11-24",520
"984","2010-11-26",540
"985","2010-11-29",580
"986","2010-11-30",540
"987","2010-12-01",580
"988","2010-12-02",600
"989","2010-12-03",600
"990","2010-12-06",600
"991","2010-12-07",600
"992","2010-12-08",640
"993","2010-12-09",600
"994","2010-12-10",580
"995","2010-12-13",580
"996","2010-12-14",580
"997","2010-12-15",560
"998","2010-12-16",580
"999","2010-12-17",520
"1000","2010-12-20",560
"1001","2010-12-21",540
"1002","2010-12-22",580
"1003","2010-12-23",560
"1004","2010-12-27",600
"1005","2010-12-28",560
"1006","2010-12-29",580
"1007","2010-12-30",560
"1008","2010-12-31",560
"1009","2011-01-03",640
"1010","2011-01-04",620
"1011","2011-01-05",600
"1012","2011-01-06",620
"1013","2011-01-07",680
"1014","2011-01-10",660
"1015","2011-01-11",640
"1016","2011-01-12",620
"1017","2011-01-13",600
"1018","2011-01-14",620
"1019","2011-01-18",640
"1020","2011-01-19",620
"1021","2011-01-20",600
"1022","2011-01-21",620
"1023","2011-01-24",640
"1024","2011-01-25",600
"1025","2011-01-26",620
"1026","2011-01-27",600
"1027","2011-01-28",600
"1028","2011-01-31",560
"1029","2011-02-01",580
"1030","2011-02-02",600
"1031","2011-02-03",580
"1032","2011-02-04",580
"1033","2011-02-07",580
"1034","2011-02-08",580
"1035","2011-02-09",580
"1036","2011-02-10",580
"1037","2011-02-11",580
"1038","2011-02-14",580
"1039","2011-02-15",600
"1040","2011-02-16",600
"1041","2011-02-17",600
"1042","2011-02-18",580
"1043","2011-02-22",560
"1044","2011-02-23",580
"1045","2011-02-24",580
"1046","2011-02-25",600
"1047","2011-02-28",580
"1048","2011-03-01",560
"1049","2011-03-02",560
"1050","2011-03-03",560
"1051","2011-03-04",560
"1052","2011-03-07",520
"1053","2011-03-08",520
"1054","2011-03-09",500
"1055","2011-03-10",500
"1056","2011-03-11",520
"1057","2011-03-14",580
"1058","2011-03-15",580
"1059","2011-03-16",540
"1060","2011-03-17",540
"1061","2011-03-18",540
"1062","2011-03-21",540
"1063","2011-03-22",540
"1064","2011-03-23",560
"1065","2011-03-24",560
"1066","2011-03-25",540
"1067","2011-03-28",560
"1068","2011-03-29",600
"1069","2011-03-30",580
"1070","2011-03-31",580
"1071","2011-04-01",580
"1072","2011-04-04",580
"1073","2011-04-05",580
"1074","2011-04-06",580
"1075","2011-04-07",560
"1076","2011-04-08",540
"1077","2011-04-11",540
"1078","2011-04-12",520
"1079","2011-04-13",540
"1080","2011-04-14",520
"1081","2011-04-15",540
"1082","2011-04-18",520
"1083","2011-04-19",560
"1084","2011-04-20",560
"1085","2011-04-21",580
"1086","2011-04-25",580
"1087","2011-04-26",580
"1088","2011-04-27",540
"1089","2011-04-28",540
"1090","2011-04-29",540
"1091","2011-05-02",540
"1092","2011-05-03",540
"1093","2011-05-04",520
"1094","2011-05-05",520
"1095","2011-05-06",540
"1096","2011-05-09",520
"1097","2011-05-10",520
"1098","2011-05-11",580
"1099","2011-05-12",540
"1100","2011-05-13",560
"1101","2011-05-16",540
"1102","2011-05-17",540
