"","date","HALO"
"218","2007-11-12",7.68
"219","2007-11-13",7.84
"220","2007-11-14",8.24
"221","2007-11-15",8.5
"222","2007-11-16",8.17
"223","2007-11-19",8.01
"224","2007-11-20",7.89
"225","2007-11-21",7.56
"226","2007-11-23",7.84
"227","2007-11-26",7.39
"228","2007-11-27",7.47
"229","2007-11-28",8.08
"230","2007-11-29",8.15
"231","2007-11-30",8.48
"232","2007-12-03",7.54
"233","2007-12-04",7.14
"234","2007-12-05",7.46
"235","2007-12-06",7.31
"236","2007-12-07",7.17
"237","2007-12-10",6.97
"238","2007-12-11",6.66
"239","2007-12-12",6.47
"240","2007-12-13",6.57
"241","2007-12-14",6.62
"242","2007-12-17",6.1
"243","2007-12-18",6.49
"244","2007-12-19",6.48
"245","2007-12-20",6.98
"246","2007-12-21",7.06
"247","2007-12-24",7.23
"248","2007-12-26",7.3
"249","2007-12-27",7.08
"250","2007-12-28",7.15
"251","2007-12-31",7.11
"252","2008-01-02",6.78
"253","2008-01-03",6.45
"254","2008-01-04",6.35
"255","2008-01-07",6.53
"256","2008-01-08",6.46
"257","2008-01-09",6.59
"258","2008-01-10",6.83
"259","2008-01-11",6.63
"260","2008-01-14",6.63
"261","2008-01-15",6.59
"262","2008-01-16",6.76
"263","2008-01-17",6.63
"264","2008-01-18",6.42
"265","2008-01-22",6.09
"266","2008-01-23",6.03
"267","2008-01-24",5.79
"268","2008-01-25",5.69
"269","2008-01-28",5.53
"270","2008-01-29",5.51
"271","2008-01-30",5.4
"272","2008-01-31",5.51
"273","2008-02-01",6.07
"274","2008-02-04",6.27
"275","2008-02-05",5.81
"276","2008-02-06",5.6
"277","2008-02-07",5.49
"278","2008-02-08",5.61
"279","2008-02-11",5.42
"280","2008-02-12",5.48
"281","2008-02-13",5.85
"282","2008-02-14",5.7
"283","2008-02-15",5.42
"284","2008-02-19",5.38
"285","2008-02-20",5.29
"286","2008-02-21",5.36
"287","2008-02-22",5.24
"288","2008-02-25",5.65
"289","2008-02-26",5.95
"290","2008-02-27",5.52
"291","2008-02-28",5.51
"292","2008-02-29",5.5
"293","2008-03-03",5.31
"294","2008-03-04",5.39
"295","2008-03-05",5.33
"296","2008-03-06",5.03
"297","2008-03-07",5.27
"298","2008-03-10",5
"299","2008-03-11",5.31
"300","2008-03-12",5.48
"301","2008-03-13",5.4
"302","2008-03-14",4.95
"303","2008-03-17",4.27
"304","2008-03-18",4.92
"305","2008-03-19",6.06
"306","2008-03-20",6.52
"307","2008-03-24",6.72
"308","2008-03-25",6.75
"309","2008-03-26",6.52
"310","2008-03-27",6.48
"311","2008-03-28",6.31
"312","2008-03-31",6.36
"313","2008-04-01",6.3
"314","2008-04-02",6.19
"315","2008-04-03",6.29
"316","2008-04-04",6.16
"317","2008-04-07",6.15
"318","2008-04-08",6.05
"319","2008-04-09",5.82
"320","2008-04-10",6.01
"321","2008-04-11",5.69
"322","2008-04-14",5.77
"323","2008-04-15",5.44
"324","2008-04-16",5.97
"325","2008-04-17",5.68
"326","2008-04-18",5.91
"327","2008-04-21",5.84
"328","2008-04-22",5.5
"329","2008-04-23",5.59
"330","2008-04-24",5.88
"331","2008-04-25",5.85
"332","2008-04-28",5.64
"333","2008-04-29",5.2
"334","2008-04-30",4.94
"335","2008-05-01",5.51
"336","2008-05-02",5.23
"337","2008-05-05",5.16
"338","2008-05-06",5.33
"339","2008-05-07",5.05
"340","2008-05-08",4.94
"341","2008-05-09",5.58
"342","2008-05-12",5.33
"343","2008-05-13",5.3
"344","2008-05-14",5.08
"345","2008-05-15",5.28
"346","2008-05-16",5.09
"347","2008-05-19",5.06
"348","2008-05-20",5.1
"349","2008-05-21",4.96
"350","2008-05-22",5.33
"351","2008-05-23",5.05
"352","2008-05-27",5.07
"353","2008-05-28",5
"354","2008-05-29",5.22
"355","2008-05-30",5.18
"356","2008-06-02",5.17
"357","2008-06-03",5.4
"358","2008-06-04",5.37
"359","2008-06-05",5.63
"360","2008-06-06",5.25
"361","2008-06-09",5.47
"362","2008-06-10",5.46
"363","2008-06-11",5.27
"364","2008-06-12",5.42
"365","2008-06-13",5.63
"366","2008-06-16",5.86
"367","2008-06-17",5.94
"368","2008-06-18",5.72
"369","2008-06-19",6.14
"370","2008-06-20",5.84
"371","2008-06-23",5.64
"372","2008-06-24",5.43
"373","2008-06-25",5.58
"374","2008-06-26",5.59
"375","2008-06-27",5.67
"376","2008-06-30",5.38
"377","2008-07-01",5.83
"378","2008-07-02",6.29
"379","2008-07-03",6.33
"380","2008-07-07",6.35
"381","2008-07-08",6.85
"382","2008-07-09",6.7
"383","2008-07-10",7.45
"384","2008-07-11",7.67
"385","2008-07-14",7.45
"386","2008-07-15",7.57
"387","2008-07-16",7.86
"388","2008-07-17",7.82
"389","2008-07-18",7.68
"390","2008-07-21",7.92
"391","2008-07-22",7.99
"392","2008-07-23",8.08
"393","2008-07-24",7.96
"394","2008-07-25",7.8
"395","2008-07-28",7.63
"396","2008-07-29",7.88
"397","2008-07-30",7.9
"398","2008-07-31",8.01
"399","2008-08-01",8.16
"400","2008-08-04",8.17
"401","2008-08-05",8.24
"402","2008-08-06",8.15
"403","2008-08-07",7.1
"404","2008-08-08",7.53
"405","2008-08-11",7.62
"406","2008-08-12",7.63
"407","2008-08-13",7.6
"408","2008-08-14",7.68
"409","2008-08-15",7.59
"410","2008-08-18",7.29
"411","2008-08-19",7.14
"412","2008-08-20",7.3
"413","2008-08-21",7.08
"414","2008-08-22",7.38
"415","2008-08-25",7.04
"416","2008-08-26",7.16
"417","2008-08-27",7.15
"418","2008-08-28",7.58
"419","2008-08-29",7.8
"420","2008-09-02",7.82
"421","2008-09-03",7.86
"422","2008-09-04",7.32
"423","2008-09-05",7.52
"424","2008-09-08",7.58
"425","2008-09-09",7.39
"426","2008-09-10",7.62
"427","2008-09-11",7.5
"428","2008-09-12",7.41
"429","2008-09-15",7.12
"430","2008-09-16",7.48
"431","2008-09-17",7.1
"432","2008-09-18",7.61
"433","2008-09-19",7.61
"434","2008-09-22",7.03
"435","2008-09-23",6.71
"436","2008-09-24",6.73
"437","2008-09-25",6.62
"438","2008-09-26",6.94
"439","2008-09-29",6.7
"440","2008-09-30",7.34
"441","2008-10-01",7.12
"442","2008-10-02",6.91
"443","2008-10-03",6.52
"444","2008-10-06",6.16
"445","2008-10-07",5.71
"446","2008-10-08",5.37
"447","2008-10-09",4.99
"448","2008-10-10",4.61
"449","2008-10-13",5.3
"450","2008-10-14",5.15
"451","2008-10-15",4.66
"452","2008-10-16",5
"453","2008-10-17",4.76
"454","2008-10-20",5.07
"455","2008-10-21",4.98
"456","2008-10-22",4.82
"457","2008-10-23",4.57
"458","2008-10-24",4.5
"459","2008-10-27",4.15
"460","2008-10-28",4.14
"461","2008-10-29",4.11
"462","2008-10-30",4.35
"463","2008-10-31",4.79
"464","2008-11-03",4.77
"465","2008-11-04",4.95
"466","2008-11-05",4.56
"467","2008-11-06",4.41
"468","2008-11-07",4.35
"469","2008-11-10",4.35
"470","2008-11-11",4.34
"471","2008-11-12",4
"472","2008-11-13",4.5
"473","2008-11-14",4.14
"474","2008-11-17",4.02
"475","2008-11-18",3.95
"476","2008-11-19",3.64
"477","2008-11-20",3.35
"478","2008-11-21",3.29
"479","2008-11-24",3.45
"480","2008-11-25",3.59
"481","2008-11-26",3.62
"482","2008-11-28",3.71
"483","2008-12-01",2.96
"484","2008-12-02",3.02
"485","2008-12-03",2.84
"486","2008-12-04",2.77
"487","2008-12-05",3
"488","2008-12-08",3.57
"489","2008-12-09",4
"490","2008-12-10",4.11
"491","2008-12-11",4
"492","2008-12-12",4.55
"493","2008-12-15",4.24
"494","2008-12-16",4.77
"495","2008-12-17",4.86
"496","2008-12-18",5.1
"497","2008-12-19",5.14
"498","2008-12-22",5.2
"499","2008-12-23",5.1
"500","2008-12-24",5.33
"501","2008-12-26",5.62
"502","2008-12-29",5.38
"503","2008-12-30",5.5
"504","2008-12-31",5.6
"505","2009-01-02",5.85
"506","2009-01-05",6.25
"507","2009-01-06",6.29
"508","2009-01-07",5.82
"509","2009-01-08",6.2
"510","2009-01-09",5.72
"511","2009-01-12",5.6
"512","2009-01-13",5.85
"513","2009-01-14",5.5
"514","2009-01-15",5.72
"515","2009-01-16",5.73
"516","2009-01-20",5.4
"517","2009-01-21",5.71
"518","2009-01-22",5.5
"519","2009-01-23",5.51
"520","2009-01-26",5.77
"521","2009-01-27",5.99
"522","2009-01-28",6.25
"523","2009-01-29",5.79
"524","2009-01-30",5.77
"525","2009-02-02",6.08
"526","2009-02-03",6.25
"527","2009-02-04",6.02
"528","2009-02-05",6.1
"529","2009-02-06",6.05
"530","2009-02-09",5.94
"531","2009-02-10",5.66
"532","2009-02-11",5.82
"533","2009-02-12",5.97
"534","2009-02-13",5.96
"535","2009-02-17",5.74
"536","2009-02-18",5.5
"537","2009-02-19",5.42
"538","2009-02-20",5.1
"539","2009-02-23",4.7
"540","2009-02-24",5.08
"541","2009-02-25",5
"542","2009-02-26",4.7
"543","2009-02-27",4.43
"544","2009-03-02",4.1
"545","2009-03-03",4.22
"546","2009-03-04",4.58
"547","2009-03-05",4.34
"548","2009-03-06",4.66
"549","2009-03-09",4.57
"550","2009-03-10",4.75
"551","2009-03-11",4.4
"552","2009-03-12",4.97
"553","2009-03-13",4.93
"554","2009-03-16",4.81
"555","2009-03-17",5.34
"556","2009-03-18",5.1
"557","2009-03-19",5
"558","2009-03-20",4.55
"559","2009-03-23",4.99
"560","2009-03-24",5.01
"561","2009-03-25",5.66
"562","2009-03-26",5.83
"563","2009-03-27",5.68
"564","2009-03-30",5.52
"565","2009-03-31",5.46
"566","2009-04-01",5.94
"567","2009-04-02",6.21
"568","2009-04-03",5.98
"569","2009-04-06",5.76
"570","2009-04-07",5.35
"571","2009-04-08",5.39
"572","2009-04-09",5.84
"573","2009-04-13",5.66
"574","2009-04-14",5.19
"575","2009-04-15",5.32
"576","2009-04-16",5.68
"577","2009-04-17",5.69
"578","2009-04-20",5.13
"579","2009-04-21",5.6
"580","2009-04-22",5.84
"581","2009-04-23",5.86
"582","2009-04-24",6.2
"583","2009-04-27",6.07
"584","2009-04-28",6.1
"585","2009-04-29",6.55
"586","2009-04-30",6.32
"587","2009-05-01",6.33
"588","2009-05-04",6.5
"589","2009-05-05",6.36
"590","2009-05-06",5.94
"591","2009-05-07",5.81
"592","2009-05-08",6.43
"593","2009-05-11",6.12
"594","2009-05-12",5.94
"595","2009-05-13",5.95
"596","2009-05-14",6.11
"597","2009-05-15",6.14
"598","2009-05-18",6.72
"599","2009-05-19",6.59
"600","2009-05-20",6.49
"601","2009-05-21",6.47
"602","2009-05-22",6.44
"603","2009-05-26",6.7
"604","2009-05-27",6.67
"605","2009-05-28",6.69
"606","2009-05-29",6.99
"607","2009-06-01",7.23
"608","2009-06-02",7.53
"609","2009-06-03",7.75
"610","2009-06-04",7.89
"611","2009-06-05",7.85
"612","2009-06-08",7.77
"613","2009-06-09",7.85
"614","2009-06-10",7.83
"615","2009-06-11",7.77
"616","2009-06-12",7.86
"617","2009-06-15",7.4
"618","2009-06-16",7.24
"619","2009-06-17",7.21
"620","2009-06-18",7.27
"621","2009-06-19",7.52
"622","2009-06-22",7.53
"623","2009-06-23",6.48
"624","2009-06-24",6.66
"625","2009-06-25",6.98
"626","2009-06-26",7.14
"627","2009-06-29",7.13
"628","2009-06-30",6.98
"629","2009-07-01",6.71
"630","2009-07-02",6.49
"631","2009-07-06",6.49
"632","2009-07-07",6.33
"633","2009-07-08",6.22
"634","2009-07-09",6.36
"635","2009-07-10",6.27
"636","2009-07-13",6.43
"637","2009-07-14",6.45
"638","2009-07-15",6.45
"639","2009-07-16",6.49
"640","2009-07-17",6.45
"641","2009-07-20",6.45
"642","2009-07-21",6.58
"643","2009-07-22",6.53
"644","2009-07-23",6.83
"645","2009-07-24",7.11
"646","2009-07-27",7.09
"647","2009-07-28",7.12
"648","2009-07-29",7.24
"649","2009-07-30",7.25
"650","2009-07-31",7.06
"651","2009-08-03",7.32
"652","2009-08-04",7.63
"653","2009-08-05",7.83
"654","2009-08-06",7.48
"655","2009-08-07",7.41
"656","2009-08-10",7.49
"657","2009-08-11",7.26
"658","2009-08-12",7.51
"659","2009-08-13",7.42
"660","2009-08-14",7.25
"661","2009-08-17",7.15
"662","2009-08-18",7.23
"663","2009-08-19",7.46
"664","2009-08-20",7.66
"665","2009-08-21",7.77
"666","2009-08-24",7.63
"667","2009-08-25",7.57
"668","2009-08-26",7.68
"669","2009-08-27",7.67
"670","2009-08-28",7.47
"671","2009-08-31",7.44
"672","2009-09-01",7.19
"673","2009-09-02",7.1
"674","2009-09-03",7.13
"675","2009-09-04",7.4
"676","2009-09-08",7.54
"677","2009-09-09",7.48
"678","2009-09-10",7.5
"679","2009-09-11",7.24
"680","2009-09-14",7.34
"681","2009-09-15",7.38
"682","2009-09-16",7.4
"683","2009-09-17",7.29
"684","2009-09-18",7.33
"685","2009-09-21",7.49
"686","2009-09-22",7.46
"687","2009-09-23",7.53
"688","2009-09-24",7.19
"689","2009-09-25",7.26
"690","2009-09-28",7.42
"691","2009-09-29",7.09
"692","2009-09-30",7.11
"693","2009-10-01",6.95
"694","2009-10-02",6.9
"695","2009-10-05",6.86
"696","2009-10-06",7.12
"697","2009-10-07",7.18
"698","2009-10-08",7.22
"699","2009-10-09",7.29
"700","2009-10-12",7.36
"701","2009-10-13",7.5
"702","2009-10-14",7.48
"703","2009-10-15",7.78
"704","2009-10-16",7.71
"705","2009-10-19",7.76
"706","2009-10-20",7.2
"707","2009-10-21",7.01
"708","2009-10-22",7.11
"709","2009-10-23",7
"710","2009-10-26",6.75
"711","2009-10-27",6.78
"712","2009-10-28",6.25
"713","2009-10-29",6.3
"714","2009-10-30",6.06
"715","2009-11-02",6.11
"716","2009-11-03",6.19
"717","2009-11-04",6.11
"718","2009-11-05",6.23
"719","2009-11-06",6.11
"720","2009-11-09",6.25
"721","2009-11-10",6.13
"722","2009-11-11",6.2
"723","2009-11-12",6.36
"724","2009-11-13",6.69
"725","2009-11-16",6.84
"726","2009-11-17",6.65
"727","2009-11-18",6.5
"728","2009-11-19",6.38
"729","2009-11-20",6.37
"730","2009-11-23",6.25
"731","2009-11-24",6.12
"732","2009-11-25",5.98
"733","2009-11-27",5.75
"734","2009-11-30",5.46
"735","2009-12-01",5.73
"736","2009-12-02",5.93
"737","2009-12-03",6.04
"738","2009-12-04",5.95
"739","2009-12-07",5.9
"740","2009-12-08",5.86
"741","2009-12-09",5.98
"742","2009-12-10",5.95
"743","2009-12-11",6.05
"744","2009-12-14",6.11
"745","2009-12-15",6.18
"746","2009-12-16",6.2
"747","2009-12-17",6.17
"748","2009-12-18",6.13
"749","2009-12-21",5.86
"750","2009-12-22",6.1
"751","2009-12-23",6.15
"752","2009-12-24",6.25
"753","2009-12-28",5.89
"754","2009-12-29",6.12
"755","2009-12-30",6.17
"756","2009-12-31",5.87
"757","2010-01-04",6.11
"758","2010-01-05",6.06
"759","2010-01-06",6.28
"760","2010-01-07",6.35
"761","2010-01-08",6.04
"762","2010-01-11",5.99
"763","2010-01-12",5.85
"764","2010-01-13",6
"765","2010-01-14",5.92
"766","2010-01-15",5.82
"767","2010-01-19",5.8
"768","2010-01-20",6.3
"769","2010-01-21",6.27
"770","2010-01-22",6.12
"771","2010-01-25",5.85
"772","2010-01-26",5.75
"773","2010-01-27",5.84
"774","2010-01-28",5.63
"775","2010-01-29",5.42
"776","2010-02-01",5.43
"777","2010-02-02",5.55
"778","2010-02-03",5.72
"779","2010-02-04",5.55
"780","2010-02-05",5.64
"781","2010-02-08",5.4
"782","2010-02-09",5.49
"783","2010-02-10",5.86
"784","2010-02-11",5.96
"785","2010-02-12",6.02
"786","2010-02-16",5.8
"787","2010-02-17",5.77
"788","2010-02-18",5.73
"789","2010-02-19",5.68
"790","2010-02-22",5.56
"791","2010-02-23",5.73
"792","2010-02-24",5.56
"793","2010-02-25",5.54
"794","2010-02-26",5.47
"795","2010-03-01",6.63
"796","2010-03-02",6.96
"797","2010-03-03",6.77
"798","2010-03-04",6.77
"799","2010-03-05",6.7
"800","2010-03-08",6.86
"801","2010-03-09",7.11
"802","2010-03-10",7.27
"803","2010-03-11",7.19
"804","2010-03-12",7.31
"805","2010-03-15",7.45
"806","2010-03-16",7.43
"807","2010-03-17",7.44
"808","2010-03-18",7.6
"809","2010-03-19",8.05
"810","2010-03-22",8.46
"811","2010-03-23",8.48
"812","2010-03-24",8.31
"813","2010-03-25",8.21
"814","2010-03-26",8.11
"815","2010-03-29",8.04
"816","2010-03-30",7.97
"817","2010-03-31",7.99
"818","2010-04-01",8.02
"819","2010-04-05",8.06
"820","2010-04-06",8.22
"821","2010-04-07",8.12
"822","2010-04-08",8.42
"823","2010-04-09",8.62
"824","2010-04-12",8.62
"825","2010-04-13",8.82
"826","2010-04-14",8.74
"827","2010-04-15",8.75
"828","2010-04-16",8.49
"829","2010-04-19",8.26
"830","2010-04-20",8.5
"831","2010-04-21",8.5
"832","2010-04-22",8.36
"833","2010-04-23",8.34
"834","2010-04-26",8.7
"835","2010-04-27",8.52
"836","2010-04-28",8.76
"837","2010-04-29",9
"838","2010-04-30",8.52
"839","2010-05-03",9.02
"840","2010-05-04",8.45
"841","2010-05-05",8.23
"842","2010-05-06",7.67
"843","2010-05-07",7.09
"844","2010-05-10",7.45
"845","2010-05-11",7.64
"846","2010-05-12",7.8
"847","2010-05-13",7.73
"848","2010-05-14",7.47
"849","2010-05-17",7.5
"850","2010-05-18",7.14
"851","2010-05-19",7.07
"852","2010-05-20",6.46
"853","2010-05-21",6.62
"854","2010-05-24",6.8
"855","2010-05-25",6.76
"856","2010-05-26",6.75
"857","2010-05-27",7.31
"858","2010-05-28",7.33
"859","2010-06-01",7.09
"860","2010-06-02",7.15
"861","2010-06-03",7.24
"862","2010-06-04",6.6
"863","2010-06-07",6.32
"864","2010-06-08",6.34
"865","2010-06-09",6.36
"866","2010-06-10",6.73
"867","2010-06-11",7.01
"868","2010-06-14",7.01
"869","2010-06-15",7.2
"870","2010-06-16",7.07
"871","2010-06-17",7.13
"872","2010-06-18",7.21
"873","2010-06-21",7.28
"874","2010-06-22",6.98
"875","2010-06-23",6.87
"876","2010-06-24",6.89
"877","2010-06-25",7.36
"878","2010-06-28",7.58
"879","2010-06-29",7.18
"880","2010-06-30",7.04
"881","2010-07-01",6.7
"882","2010-07-02",6.66
"883","2010-07-06",6.6
"884","2010-07-07",6.99
"885","2010-07-08",7
"886","2010-07-09",7.08
"887","2010-07-12",6.9
"888","2010-07-13",7.32
"889","2010-07-14",7.19
"890","2010-07-15",6.96
"891","2010-07-16",6.58
"892","2010-07-19",6.82
"893","2010-07-20",6.93
"894","2010-07-21",6.75
"895","2010-07-22",7.05
"896","2010-07-23",7.02
"897","2010-07-26",7.35
"898","2010-07-27",7.27
"899","2010-07-28",7.08
"900","2010-07-29",7.01
"901","2010-07-30",7.17
"902","2010-08-02",7.45
"903","2010-08-03",7.47
"904","2010-08-04",7.65
"905","2010-08-05",7.36
"906","2010-08-06",7.31
"907","2010-08-09",7.45
"908","2010-08-10",7.3
"909","2010-08-11",6.82
"910","2010-08-12",6.85
"911","2010-08-13",6.77
"912","2010-08-16",6.79
"913","2010-08-17",7.07
"914","2010-08-18",7.02
"915","2010-08-19",6.62
"916","2010-08-20",6.77
"917","2010-08-23",6.6
"918","2010-08-24",6.58
"919","2010-08-25",6.77
"920","2010-08-26",6.52
"921","2010-08-27",6.81
"922","2010-08-30",7.19
"923","2010-08-31",7.64
"924","2010-09-01",7.88
"925","2010-09-02",7.91
"926","2010-09-03",7.99
"927","2010-09-07",7.78
"928","2010-09-08",7.99
"929","2010-09-09",7.59
"930","2010-09-10",7.64
"931","2010-09-13",7.77
"932","2010-09-14",7.71
"933","2010-09-15",7.76
"934","2010-09-16",7.75
"935","2010-09-17",7.74
"936","2010-09-20",7.96
"937","2010-09-21",7.84
"938","2010-09-22",7.67
"939","2010-09-23",7.5
"940","2010-09-24",7.7
"941","2010-09-27",7.51
"942","2010-09-28",7.69
"943","2010-09-29",7.79
"944","2010-09-30",7.71
"945","2010-10-01",7.71
"946","2010-10-04",7.59
"947","2010-10-05",7.92
"948","2010-10-06",8
"949","2010-10-07",7.91
"950","2010-10-08",8.03
"951","2010-10-11",7.98
"952","2010-10-12",8.08
"953","2010-10-13",8.27
"954","2010-10-14",8.06
"955","2010-10-15",7.93
"956","2010-10-18",8.01
"957","2010-10-19",7.54
"958","2010-10-20",7.53
"959","2010-10-21",7.59
"960","2010-10-22",7.65
"961","2010-10-25",7.6
"962","2010-10-26",7.3
"963","2010-10-27",7.34
"964","2010-10-28",7.32
"965","2010-10-29",7.33
"966","2010-11-01",7.13
"967","2010-11-02",7.39
"968","2010-11-03",7.34
"969","2010-11-04",7.66
"970","2010-11-05",7.49
"971","2010-11-08",7.35
"972","2010-11-09",7.17
"973","2010-11-10",7.29
"974","2010-11-11",7.19
"975","2010-11-12",7.18
"976","2010-11-15",7.37
"977","2010-11-16",7.12
"978","2010-11-17",7.24
"979","2010-11-18",7.27
"980","2010-11-19",7.13
"981","2010-11-22",7.12
"982","2010-11-23",7.11
"983","2010-11-24",7.12
"984","2010-11-26",7.09
"985","2010-11-29",6.89
"986","2010-11-30",6.94
"987","2010-12-01",7.09
"988","2010-12-02",7.2
"989","2010-12-03",7.29
"990","2010-12-06",7.45
"991","2010-12-07",7.6
"992","2010-12-08",7.46
"993","2010-12-09",7.55
"994","2010-12-10",7.64
"995","2010-12-13",7.58
"996","2010-12-14",7.56
"997","2010-12-15",7.64
"998","2010-12-16",7.65
"999","2010-12-17",7.62
"1000","2010-12-20",7.65
"1001","2010-12-21",7.73
