"","date","CYRN"
"336","2008-05-02",3.93
"337","2008-05-05",3.96
"338","2008-05-06",3.85
"339","2008-05-07",3.87
"340","2008-05-08",3.84
"341","2008-05-09",3.81
"342","2008-05-12",4
"343","2008-05-13",4.02
"344","2008-05-14",3.9
"345","2008-05-15",3.78
"346","2008-05-16",3.89
"347","2008-05-19",3.94
"348","2008-05-20",3.8
"349","2008-05-21",3.77
"350","2008-05-22",3.79
"351","2008-05-23",3.7
"352","2008-05-27",3.71
"353","2008-05-28",3.57
"354","2008-05-29",3.66
"355","2008-05-30",3.57
"356","2008-06-02",3.6
"357","2008-06-03",3.66
"358","2008-06-04",3.65
"359","2008-06-05",3.73
"360","2008-06-06",3.68
"361","2008-06-09",3.52
"362","2008-06-10",3.44
"363","2008-06-11",3.55
"364","2008-06-12",3.55
"365","2008-06-13",3.6
"366","2008-06-16",3.41
"367","2008-06-17",3.53
"368","2008-06-18",3.47
"369","2008-06-19",3.43
"370","2008-06-20",3.37
"371","2008-06-23",3.3
"372","2008-06-24",3.1
"373","2008-06-25",3.11
"374","2008-06-26",2.99
"375","2008-06-27",2.81
"376","2008-06-30",2.77
"377","2008-07-01",2.76
"378","2008-07-02",2.6
"379","2008-07-03",2.43
"380","2008-07-07",2.26
"381","2008-07-08",2.32
"382","2008-07-09",2.48
"383","2008-07-10",2.6
"384","2008-07-11",2.65
"385","2008-07-14",2.59
"386","2008-07-15",2.45
"387","2008-07-16",2.44
"388","2008-07-17",2.53
"389","2008-07-18",2.59
"390","2008-07-21",2.89
"391","2008-07-22",2.85
"392","2008-07-23",3.01
"393","2008-07-24",2.99
"394","2008-07-25",3
"395","2008-07-28",2.92
"396","2008-07-29",3.08
"397","2008-07-30",3.32
"398","2008-07-31",3.45
"399","2008-08-01",3.28
"400","2008-08-04",3.33
"401","2008-08-05",3.29
"402","2008-08-06",3.3
"403","2008-08-07",3.3
"404","2008-08-08",3.38
"405","2008-08-11",3.35
"406","2008-08-12",3.1
"407","2008-08-13",3.15
"408","2008-08-14",3.09
"409","2008-08-15",3.03
"410","2008-08-18",3.05
"411","2008-08-19",3
"412","2008-08-20",3
"413","2008-08-21",2.99
"414","2008-08-22",2.99
"415","2008-08-25",2.99
"416","2008-08-26",3
"417","2008-08-27",2.95
"418","2008-08-28",2.94
"419","2008-08-29",3.02
"420","2008-09-02",2.95
"421","2008-09-03",2.92
"422","2008-09-04",3
"423","2008-09-05",2.97
"424","2008-09-08",2.97
"425","2008-09-09",2.87
"426","2008-09-10",2.8
"427","2008-09-11",2.75
"428","2008-09-12",2.73
"429","2008-09-15",2.52
"430","2008-09-16",2.41
"431","2008-09-17",2.22
"432","2008-09-18",2.15
"433","2008-09-19",2.7
"434","2008-09-22",2.55
"435","2008-09-23",2.43
"436","2008-09-24",2.43
"437","2008-09-25",2.47
"438","2008-09-26",2.42
"439","2008-09-29",2.39
"440","2008-09-30",2.42
"441","2008-10-01",2.45
"442","2008-10-02",2.32
"443","2008-10-03",2.5
"444","2008-10-06",2.22
"445","2008-10-07",2.11
"446","2008-10-08",2.04
"447","2008-10-09",2.12
"448","2008-10-10",1.55
"449","2008-10-13",1.8
"450","2008-10-14",1.93
"451","2008-10-15",1.86
"452","2008-10-16",1.83
"453","2008-10-17",1.92
"454","2008-10-20",1.81
"455","2008-10-21",1.9
"456","2008-10-22",1.79
"457","2008-10-23",1.75
"458","2008-10-24",1.8
"459","2008-10-27",1.73
"460","2008-10-28",1.74
"461","2008-10-29",1.85
"462","2008-10-30",1.91
"463","2008-10-31",1.9
"464","2008-11-03",1.87
"465","2008-11-04",1.91
"466","2008-11-05",1.76
"467","2008-11-06",1.76
"468","2008-11-07",1.89
"469","2008-11-10",1.87
"470","2008-11-11",1.81
"471","2008-11-12",1.76
"472","2008-11-13",1.98
"473","2008-11-14",1.8
"474","2008-11-17",1.84
"475","2008-11-18",1.88
"476","2008-11-19",1.82
"477","2008-11-20",1.65
"478","2008-11-21",1.68
"479","2008-11-24",1.81
"480","2008-11-25",1.81
"481","2008-11-26",1.7
"482","2008-11-28",1.68
"483","2008-12-01",1.7
"484","2008-12-02",1.75
"485","2008-12-03",1.72
"486","2008-12-04",1.71
"487","2008-12-05",1.7
"488","2008-12-08",1.71
"489","2008-12-09",1.74
"490","2008-12-10",1.72
"491","2008-12-11",1.72
"492","2008-12-12",1.66
"493","2008-12-15",1.58
"494","2008-12-16",1.64
"495","2008-12-17",1.7
"496","2008-12-18",1.66
"497","2008-12-19",1.75
"498","2008-12-22",1.61
"499","2008-12-23",1.5
"500","2008-12-24",1.59
"501","2008-12-26",1.62
"502","2008-12-29",1.56
"503","2008-12-30",1.65
"504","2008-12-31",1.53
"505","2009-01-02",1.83
"506","2009-01-05",1.82
"507","2009-01-06",2.1
"508","2009-01-07",2.12
"509","2009-01-08",2.12
"510","2009-01-09",2.08
"511","2009-01-12",1.95
"512","2009-01-13",1.99
"513","2009-01-14",2
"514","2009-01-15",1.92
"515","2009-01-16",1.98
"516","2009-01-20",1.87
"517","2009-01-21",1.82
"518","2009-01-22",1.8
"519","2009-01-23",1.77
"520","2009-01-26",1.88
"521","2009-01-27",1.91
"522","2009-01-28",1.97
"523","2009-01-29",1.99
"524","2009-01-30",1.99
"525","2009-02-02",1.9
"526","2009-02-03",1.91
"527","2009-02-04",1.96
"528","2009-02-05",2
"529","2009-02-06",2.04
"530","2009-02-09",2.06
"531","2009-02-10",2.04
"532","2009-02-11",2
"533","2009-02-12",1.99
"534","2009-02-13",1.96
"535","2009-02-17",1.85
"536","2009-02-18",1.9
"537","2009-02-19",1.96
"538","2009-02-20",1.92
"539","2009-02-23",1.79
"540","2009-02-24",1.96
"541","2009-02-25",1.96
"542","2009-02-26",1.94
"543","2009-02-27",1.94
"544","2009-03-02",1.82
"545","2009-03-03",1.82
"546","2009-03-04",1.81
"547","2009-03-05",1.82
"548","2009-03-06",1.86
"549","2009-03-09",1.84
"550","2009-03-10",1.84
"551","2009-03-11",1.85
"552","2009-03-12",1.89
"553","2009-03-13",1.85
"554","2009-03-16",1.67
"555","2009-03-17",1.85
"556","2009-03-18",1.8
"557","2009-03-19",1.57
"558","2009-03-20",1.91
"559","2009-03-23",1.75
"560","2009-03-24",1.82
"561","2009-03-25",1.8
"562","2009-03-26",1.8
"563","2009-03-27",1.71
"564","2009-03-30",1.7
"565","2009-03-31",1.72
"566","2009-04-01",1.76
"567","2009-04-02",1.76
"568","2009-04-03",1.75
"569","2009-04-06",1.79
"570","2009-04-07",1.8
"571","2009-04-08",1.84
"572","2009-04-09",1.81
"573","2009-04-13",1.79
"574","2009-04-14",1.78
"575","2009-04-15",1.83
"576","2009-04-16",1.81
"577","2009-04-17",1.79
"578","2009-04-20",1.77
"579","2009-04-21",1.8
"580","2009-04-22",1.79
"581","2009-04-23",1.76
"582","2009-04-24",1.85
"583","2009-04-27",1.83
"584","2009-04-28",1.84
"585","2009-04-29",1.81
"586","2009-04-30",1.71
"587","2009-05-01",1.85
"588","2009-05-04",1.88
"589","2009-05-05",1.92
"590","2009-05-06",1.9
"591","2009-05-07",1.91
"592","2009-05-08",1.93
"593","2009-05-11",1.88
"594","2009-05-12",1.85
"595","2009-05-13",1.85
"596","2009-05-14",1.79
"597","2009-05-15",1.83
"598","2009-05-18",1.83
"599","2009-05-19",1.89
"600","2009-05-20",1.9
"601","2009-05-21",1.87
"602","2009-05-22",1.91
"603","2009-05-26",1.91
"604","2009-05-27",1.87
"605","2009-05-28",1.87
"606","2009-05-29",1.85
"607","2009-06-01",1.84
"608","2009-06-02",1.85
"609","2009-06-03",1.89
"610","2009-06-04",1.89
"611","2009-06-05",1.85
"612","2009-06-08",2.03
"613","2009-06-09",2.04
"614","2009-06-10",1.96
"615","2009-06-11",2.03
"616","2009-06-12",1.98
"617","2009-06-15",2
"618","2009-06-16",1.97
"619","2009-06-17",1.96
"620","2009-06-18",1.94
"621","2009-06-19",1.93
"622","2009-06-22",1.9
"623","2009-06-23",1.92
"624","2009-06-24",1.9
"625","2009-06-25",1.92
"626","2009-06-26",1.9
"627","2009-06-29",1.96
"628","2009-06-30",2
"629","2009-07-01",2.07
"630","2009-07-02",2.04
"631","2009-07-06",1.9
"632","2009-07-07",2.05
"633","2009-07-08",2.03
"634","2009-07-09",2.2
"635","2009-07-10",2.33
"636","2009-07-13",2.29
"637","2009-07-14",2.1
"638","2009-07-15",2.3
"639","2009-07-16",2.32
"640","2009-07-17",2.38
"641","2009-07-20",2.49
"642","2009-07-21",2.49
"643","2009-07-22",2.49
"644","2009-07-23",2.5
"645","2009-07-24",2.59
"646","2009-07-27",2.57
"647","2009-07-28",2.49
"648","2009-07-29",2.65
"649","2009-07-30",2.7
"650","2009-07-31",2.65
"651","2009-08-03",2.84
"652","2009-08-04",2.79
"653","2009-08-05",2.8
"654","2009-08-06",2.67
"655","2009-08-07",2.74
"656","2009-08-10",2.6
"657","2009-08-11",2.58
"658","2009-08-12",2.6
"659","2009-08-13",2.5
"660","2009-08-14",2.49
"661","2009-08-17",2.39
"662","2009-08-18",2.39
"663","2009-08-19",2.47
"664","2009-08-20",2.56
"665","2009-08-21",2.53
"666","2009-08-24",2.4
"667","2009-08-25",2.61
"668","2009-08-26",2.66
"669","2009-08-27",2.79
"670","2009-08-28",2.79
"671","2009-08-31",2.69
"672","2009-09-01",2.67
"673","2009-09-02",2.69
"674","2009-09-03",2.63
"675","2009-09-04",2.7
"676","2009-09-08",2.66
"677","2009-09-09",2.69
"678","2009-09-10",2.65
"679","2009-09-11",2.68
"680","2009-09-14",2.65
"681","2009-09-15",2.67
"682","2009-09-16",2.68
"683","2009-09-17",2.7
"684","2009-09-18",2.7
"685","2009-09-21",2.64
"686","2009-09-22",2.76
"687","2009-09-23",2.77
"688","2009-09-24",2.82
"689","2009-09-25",2.82
"690","2009-09-28",2.84
"691","2009-09-29",2.9
"692","2009-09-30",3.21
"693","2009-10-01",3.11
"694","2009-10-02",3.33
"695","2009-10-05",3.73
"696","2009-10-06",3.55
"697","2009-10-07",3.59
"698","2009-10-08",3.7
"699","2009-10-09",3.73
"700","2009-10-12",3.57
"701","2009-10-13",3.5
"702","2009-10-14",3.55
"703","2009-10-15",3.55
"704","2009-10-16",3.51
"705","2009-10-19",3.54
"706","2009-10-20",3.5
"707","2009-10-21",3.45
"708","2009-10-22",3.33
"709","2009-10-23",3.28
"710","2009-10-26",3.29
"711","2009-10-27",3.3
"712","2009-10-28",3.17
"713","2009-10-29",3.29
"714","2009-10-30",3.13
"715","2009-11-02",3.12
"716","2009-11-03",3.2
"717","2009-11-04",3.41
"718","2009-11-05",3.42
"719","2009-11-06",3.25
"720","2009-11-09",3.19
"721","2009-11-10",3.2
"722","2009-11-11",3.18
"723","2009-11-12",3.17
"724","2009-11-13",3.1
"725","2009-11-16",3.1
"726","2009-11-17",3.04
"727","2009-11-18",3.03
"728","2009-11-19",3.06
"729","2009-11-20",3.1
"730","2009-11-23",3.06
"731","2009-11-24",3.08
"732","2009-11-25",3.06
"733","2009-11-27",3.15
"734","2009-11-30",3.23
"735","2009-12-01",3.39
"736","2009-12-02",3.41
"737","2009-12-03",3.45
"738","2009-12-04",3.49
"739","2009-12-07",3.6
"740","2009-12-08",3.58
"741","2009-12-09",3.47
"742","2009-12-10",3.49
"743","2009-12-11",3.56
"744","2009-12-14",3.84
"745","2009-12-15",3.79
"746","2009-12-16",3.8
"747","2009-12-17",3.7
"748","2009-12-18",3.71
"749","2009-12-21",3.7
"750","2009-12-22",3.85
"751","2009-12-23",3.85
"752","2009-12-24",3.88
"753","2009-12-28",3.78
"754","2009-12-29",3.67
"755","2009-12-30",3.69
"756","2009-12-31",3.63
"757","2010-01-04",3.84
"758","2010-01-05",3.92
"759","2010-01-06",4.3
"760","2010-01-07",4.2
"761","2010-01-08",4.29
"762","2010-01-11",4.15
"763","2010-01-12",4.12
"764","2010-01-13",4.17
"765","2010-01-14",4.27
"766","2010-01-15",4.18
"767","2010-01-19",4.25
"768","2010-01-20",4.2
"769","2010-01-21",4.02
"770","2010-01-22",3.86
"771","2010-01-25",3.84
"772","2010-01-26",4
"773","2010-01-27",3.93
"774","2010-01-28",3.9
"775","2010-01-29",3.9
"776","2010-02-01",3.88
"777","2010-02-02",3.92
"778","2010-02-03",3.9
"779","2010-02-04",3.82
"780","2010-02-05",3.87
"781","2010-02-08",3.9
"782","2010-02-09",3.9
"783","2010-02-10",3.86
"784","2010-02-11",3.89
"785","2010-02-12",3.94
"786","2010-02-16",3.98
"787","2010-02-17",4
"788","2010-02-18",3.94
"789","2010-02-19",3.95
"790","2010-02-22",3.89
"791","2010-02-23",3.85
"792","2010-02-24",3.9
"793","2010-02-25",3.9
"794","2010-02-26",3.88
"795","2010-03-01",3.93
"796","2010-03-02",3.81
"797","2010-03-03",3.82
"798","2010-03-04",3.84
"799","2010-03-05",3.92
"800","2010-03-08",3.95
"801","2010-03-09",3.75
"802","2010-03-10",3.77
"803","2010-03-11",3.78
"804","2010-03-12",3.75
"805","2010-03-15",3.73
"806","2010-03-16",3.75
"807","2010-03-17",3.8
"808","2010-03-18",3.87
"809","2010-03-19",3.7
"810","2010-03-22",3.82
"811","2010-03-23",3.8
"812","2010-03-24",3.8
"813","2010-03-25",3.8
"814","2010-03-26",3.85
"815","2010-03-29",3.82
"816","2010-03-30",3.85
"817","2010-03-31",3.8
"818","2010-04-01",3.79
"819","2010-04-05",3.8
"820","2010-04-06",3.8
"821","2010-04-07",3.82
"822","2010-04-08",3.81
"823","2010-04-09",3.83
"824","2010-04-12",3.85
"825","2010-04-13",3.84
"826","2010-04-14",3.93
"827","2010-04-15",3.87
"828","2010-04-16",3.78
"829","2010-04-19",3.83
"830","2010-04-20",3.93
"831","2010-04-21",3.86
"832","2010-04-22",3.83
"833","2010-04-23",3.93
"834","2010-04-26",3.95
"835","2010-04-27",3.92
"836","2010-04-28",3.88
"837","2010-04-29",4.13
"838","2010-04-30",3.94
"839","2010-05-03",3.99
"840","2010-05-04",3.8
"841","2010-05-05",3.65
"842","2010-05-06",3.45
"843","2010-05-07",3.43
"844","2010-05-10",3.58
"845","2010-05-11",3.73
"846","2010-05-12",3.75
"847","2010-05-13",3.78
"848","2010-05-14",3.73
"849","2010-05-17",3.6
"850","2010-05-18",3.64
"851","2010-05-19",3.5
"852","2010-05-20",3.34
"853","2010-05-21",3.4
"854","2010-05-24",3.38
"855","2010-05-25",3.31
"856","2010-05-26",3.33
"857","2010-05-27",3.44
"858","2010-05-28",3.48
"859","2010-06-01",3.38
"860","2010-06-02",3.46
"861","2010-06-03",3.48
"862","2010-06-04",3.35
"863","2010-06-07",3.26
"864","2010-06-08",3.32
"865","2010-06-09",3.26
"866","2010-06-10",3.33
"867","2010-06-11",3.32
"868","2010-06-14",3.33
"869","2010-06-15",3.4
"870","2010-06-16",3.38
"871","2010-06-17",3.37
"872","2010-06-18",3.4
"873","2010-06-21",3.35
"874","2010-06-22",3.31
"875","2010-06-23",3.27
"876","2010-06-24",3.23
"877","2010-06-25",3.23
"878","2010-06-28",3.19
"879","2010-06-29",2.96
"880","2010-06-30",2.98
"881","2010-07-01",2.95
"882","2010-07-02",2.91
"883","2010-07-06",2.98
"884","2010-07-07",2.95
"885","2010-07-08",3
"886","2010-07-09",3
"887","2010-07-12",2.89
"888","2010-07-13",2.89
"889","2010-07-14",2.93
"890","2010-07-15",2.85
"891","2010-07-16",2.91
"892","2010-07-19",3
"893","2010-07-20",3
"894","2010-07-21",3.06
"895","2010-07-22",3.16
"896","2010-07-23",3.18
"897","2010-07-26",3.15
"898","2010-07-27",3.18
"899","2010-07-28",3.2
"900","2010-07-29",3.17
"901","2010-07-30",3.29
"902","2010-08-02",3.41
"903","2010-08-03",3.45
"904","2010-08-04",3.48
"905","2010-08-05",3.45
"906","2010-08-06",3.43
"907","2010-08-09",3.46
"908","2010-08-10",3.39
"909","2010-08-11",3.44
"910","2010-08-12",3.4
"911","2010-08-13",3.4
"912","2010-08-16",3.43
"913","2010-08-17",3.65
"914","2010-08-18",3.69
"915","2010-08-19",3.68
"916","2010-08-20",3.65
"917","2010-08-23",3.64
"918","2010-08-24",3.64
"919","2010-08-25",3.59
"920","2010-08-26",3.59
"921","2010-08-27",3.69
"922","2010-08-30",3.63
"923","2010-08-31",3.67
"924","2010-09-01",3.78
"925","2010-09-02",3.79
"926","2010-09-03",3.77
"927","2010-09-07",3.7
"928","2010-09-08",3.8
"929","2010-09-09",3.8
"930","2010-09-10",3.8
"931","2010-09-13",3.86
"932","2010-09-14",3.84
"933","2010-09-15",3.85
"934","2010-09-16",3.82
"935","2010-09-17",3.86
"936","2010-09-20",3.9
"937","2010-09-21",3.9
"938","2010-09-22",3.85
"939","2010-09-23",3.89
"940","2010-09-24",3.89
"941","2010-09-27",3.83
"942","2010-09-28",3.82
"943","2010-09-29",3.82
"944","2010-09-30",3.8
"945","2010-10-01",3.82
"946","2010-10-04",3.8
"947","2010-10-05",3.89
"948","2010-10-06",3.88
"949","2010-10-07",3.83
"950","2010-10-08",3.79
"951","2010-10-11",3.82
"952","2010-10-12",3.82
"953","2010-10-13",3.85
"954","2010-10-14",3.8
"955","2010-10-15",3.83
"956","2010-10-18",3.84
"957","2010-10-19",3.83
"958","2010-10-20",3.9
"959","2010-10-21",3.82
"960","2010-10-22",3.83
"961","2010-10-25",3.82
"962","2010-10-26",3.76
"963","2010-10-27",3.88
"964","2010-10-28",3.8
"965","2010-10-29",3.79
"966","2010-11-01",3.89
"967","2010-11-02",3.81
"968","2010-11-03",3.79
"969","2010-11-04",3.73
"970","2010-11-05",3.72
"971","2010-11-08",3.64
"972","2010-11-09",3.54
"973","2010-11-10",3.6
"974","2010-11-11",3.5
"975","2010-11-12",3.43
"976","2010-11-15",3.49
"977","2010-11-16",3.52
"978","2010-11-17",3.49
"979","2010-11-18",3.55
"980","2010-11-19",3.55
"981","2010-11-22",3.64
"982","2010-11-23",3.6
"983","2010-11-24",3.58
"984","2010-11-26",3.51
"985","2010-11-29",3.5
"986","2010-11-30",3.48
"987","2010-12-01",3.5
"988","2010-12-02",3.5
"989","2010-12-03",3.5
"990","2010-12-06",3.44
"991","2010-12-07",3.4
"992","2010-12-08",3.56
"993","2010-12-09",3.62
"994","2010-12-10",3.56
"995","2010-12-13",3.4
"996","2010-12-14",3.45
"997","2010-12-15",3.47
"998","2010-12-16",3.5
"999","2010-12-17",3.5
"1000","2010-12-20",3.5
"1001","2010-12-21",3.52
