"","date","VG"
"273","2008-02-01",2
"274","2008-02-04",2.05
"275","2008-02-05",1.95
"276","2008-02-06",1.95
"277","2008-02-07",2.07
"278","2008-02-08",1.99
"279","2008-02-11",1.96
"280","2008-02-12",2.03
"281","2008-02-13",2.14
"282","2008-02-14",2.05
"283","2008-02-15",2.07
"284","2008-02-19",2.03
"285","2008-02-20",2.04
"286","2008-02-21",2.08
"287","2008-02-22",2.06
"288","2008-02-25",2.05
"289","2008-02-26",2.07
"290","2008-02-27",2.02
"291","2008-02-28",1.95
"292","2008-02-29",1.85
"293","2008-03-03",1.83
"294","2008-03-04",1.96
"295","2008-03-05",1.95
"296","2008-03-06",1.86
"297","2008-03-07",1.91
"298","2008-03-10",1.87
"299","2008-03-11",1.92
"300","2008-03-12",1.84
"301","2008-03-13",1.9
"302","2008-03-14",1.83
"303","2008-03-17",1.72
"304","2008-03-18",1.76
"305","2008-03-19",1.69
"306","2008-03-20",1.82
"307","2008-03-24",1.85
"308","2008-03-25",1.9
"309","2008-03-26",1.88
"310","2008-03-27",1.94
"311","2008-03-28",1.87
"312","2008-03-31",1.85
"313","2008-04-01",1.96
"314","2008-04-02",1.91
"315","2008-04-03",1.95
"316","2008-04-04",1.94
"317","2008-04-07",1.96
"318","2008-04-08",1.93
"319","2008-04-09",1.87
"320","2008-04-10",1.89
"321","2008-04-11",1.81
"322","2008-04-14",1.79
"323","2008-04-15",1.78
"324","2008-04-16",1.83
"325","2008-04-17",1.81
"326","2008-04-18",1.81
"327","2008-04-21",1.8
"328","2008-04-22",1.76
"329","2008-04-23",1.79
"330","2008-04-24",1.81
"331","2008-04-25",2.02
"332","2008-04-28",2
"333","2008-04-29",1.95
"334","2008-04-30",1.97
"335","2008-05-01",2.04
"336","2008-05-02",1.96
"337","2008-05-05",1.82
"338","2008-05-06",1.88
"339","2008-05-07",1.88
"340","2008-05-08",1.83
"341","2008-05-09",1.83
"342","2008-05-12",1.85
"343","2008-05-13",1.82
"344","2008-05-14",1.8
"345","2008-05-15",1.81
"346","2008-05-16",1.83
"347","2008-05-19",1.82
"348","2008-05-20",1.78
"349","2008-05-21",1.75
"350","2008-05-22",1.83
"351","2008-05-23",1.77
"352","2008-05-27",1.79
"353","2008-05-28",1.77
"354","2008-05-29",1.84
"355","2008-05-30",2
"356","2008-06-02",1.92
"357","2008-06-03",1.83
"358","2008-06-04",1.87
"359","2008-06-05",1.95
"360","2008-06-06",1.88
"361","2008-06-09",1.8
"362","2008-06-10",1.77
"363","2008-06-11",1.79
"364","2008-06-12",1.85
"365","2008-06-13",1.86
"366","2008-06-16",1.83
"367","2008-06-17",1.8
"368","2008-06-18",1.77
"369","2008-06-19",1.76
"370","2008-06-20",1.8
"371","2008-06-23",1.75
"372","2008-06-24",1.71
"373","2008-06-25",1.79
"374","2008-06-26",1.82
"375","2008-06-27",1.78
"376","2008-06-30",1.66
"377","2008-07-01",1.67
"378","2008-07-02",1.63
"379","2008-07-03",1.65
"380","2008-07-07",1.55
"381","2008-07-08",1.6
"382","2008-07-09",1.47
"383","2008-07-10",1.58
"384","2008-07-11",1.6
"385","2008-07-14",1.49
"386","2008-07-15",1.51
"387","2008-07-16",1.57
"388","2008-07-17",1.56
"389","2008-07-18",1.56
"390","2008-07-21",1.57
"391","2008-07-22",1.59
"392","2008-07-23",1.6
"393","2008-07-24",1.59
"394","2008-07-25",1.5
"395","2008-07-28",1.46
"396","2008-07-29",1.42
"397","2008-07-30",1.45
"398","2008-07-31",1.41
"399","2008-08-01",1.39
"400","2008-08-04",1.39
"401","2008-08-05",1.34
"402","2008-08-06",1.33
"403","2008-08-07",1.32
"404","2008-08-08",1.43
"405","2008-08-11",1.35
"406","2008-08-12",1.34
"407","2008-08-13",1.34
"408","2008-08-14",1.34
"409","2008-08-15",1.33
"410","2008-08-18",1.33
"411","2008-08-19",1.24
"412","2008-08-20",1.21
"413","2008-08-21",1.25
"414","2008-08-22",1.23
"415","2008-08-25",1.24
"416","2008-08-26",1.26
"417","2008-08-27",1.35
"418","2008-08-28",1.35
"419","2008-08-29",1.48
"420","2008-09-02",1.3
"421","2008-09-03",1.29
"422","2008-09-04",1.29
"423","2008-09-05",1.27
"424","2008-09-08",1.21
"425","2008-09-09",1.23
"426","2008-09-10",1.19
"427","2008-09-11",1.25
"428","2008-09-12",1.25
"429","2008-09-15",1.16
"430","2008-09-16",1.11
"431","2008-09-17",1
"432","2008-09-18",1.46
"433","2008-09-19",1.31
"434","2008-09-22",1.14
"435","2008-09-23",1.05
"436","2008-09-24",1.08
"437","2008-09-25",1.08
"438","2008-09-26",1.08
"439","2008-09-29",1
"440","2008-09-30",1.01
"441","2008-10-01",0.95
"442","2008-10-02",1
"443","2008-10-03",0.95
"444","2008-10-06",0.95
"445","2008-10-07",0.85
"446","2008-10-08",0.69
"447","2008-10-09",0.65
"448","2008-10-10",0.61
"449","2008-10-13",0.75
"450","2008-10-14",0.85
"451","2008-10-15",0.86
"452","2008-10-16",0.89
"453","2008-10-17",0.82
"454","2008-10-20",0.78
"455","2008-10-21",0.9
"456","2008-10-22",0.75
"457","2008-10-23",0.78
"458","2008-10-24",0.77
"459","2008-10-27",0.75
"460","2008-10-28",0.71
"461","2008-10-29",0.87
"462","2008-10-30",0.78
"463","2008-10-31",0.88
"464","2008-11-03",0.88
"465","2008-11-04",0.9
"466","2008-11-05",0.85
"467","2008-11-06",0.92
"468","2008-11-07",0.93
"469","2008-11-10",0.86
"470","2008-11-11",0.87
"471","2008-11-12",0.93
"472","2008-11-13",0.88
"473","2008-11-14",0.89
"474","2008-11-17",0.87
"475","2008-11-18",0.91
"476","2008-11-19",0.87
"477","2008-11-20",0.88
"478","2008-11-21",0.91
"479","2008-11-24",0.92
"480","2008-11-25",1.03
"481","2008-11-26",1.1
"482","2008-11-28",1.05
"483","2008-12-01",1.11
"484","2008-12-02",1.26
"485","2008-12-03",1.3
"486","2008-12-04",1.21
"487","2008-12-05",1.12
"488","2008-12-08",1.31
"489","2008-12-09",1.14
"490","2008-12-10",1.21
"491","2008-12-11",1.04
"492","2008-12-12",1.08
"493","2008-12-15",1
"494","2008-12-16",1
"495","2008-12-17",1.03
"496","2008-12-18",1
"497","2008-12-19",0.62
"498","2008-12-22",0.78
"499","2008-12-23",0.7
"500","2008-12-24",0.71
"501","2008-12-26",0.7
"502","2008-12-29",0.69
"503","2008-12-30",0.66
"504","2008-12-31",0.66
"505","2009-01-02",0.66
"506","2009-01-05",0.65
"507","2009-01-06",0.65
"508","2009-01-07",0.63
"509","2009-01-08",0.63
"510","2009-01-09",0.62
"511","2009-01-12",0.59
"512","2009-01-13",0.63
"513","2009-01-14",0.61
"514","2009-01-15",0.61
"515","2009-01-16",0.6
"516","2009-01-20",0.56
"517","2009-01-21",0.61
"518","2009-01-22",0.55
"519","2009-01-23",0.53
"520","2009-01-26",0.55
"521","2009-01-27",0.56
"522","2009-01-28",0.59
"523","2009-01-29",0.59
"524","2009-01-30",0.56
"525","2009-02-02",0.55
"526","2009-02-03",0.6
"527","2009-02-04",0.58
"528","2009-02-05",0.57
"529","2009-02-06",0.57
"530","2009-02-09",0.55
"531","2009-02-10",0.49
"532","2009-02-11",0.39
"533","2009-02-12",0.42
"534","2009-02-13",0.41
"535","2009-02-17",0.39
"536","2009-02-18",0.37
"537","2009-02-19",0.34
"538","2009-02-20",0.37
"539","2009-02-23",0.39
"540","2009-02-24",0.37
"541","2009-02-25",0.39
"542","2009-02-26",0.36
"543","2009-02-27",0.35
"544","2009-03-02",0.33
"545","2009-03-03",0.36
"546","2009-03-04",0.38
"547","2009-03-05",0.38
"548","2009-03-06",0.38
"549","2009-03-09",0.38
"550","2009-03-10",0.4
"551","2009-03-11",0.39
"552","2009-03-12",0.41
"553","2009-03-13",0.39
"554","2009-03-16",0.4
"555","2009-03-17",0.41
"556","2009-03-18",0.44
"557","2009-03-19",0.4
"558","2009-03-20",0.39
"559","2009-03-23",0.43
"560","2009-03-24",0.38
"561","2009-03-25",0.4
"562","2009-03-26",0.39
"563","2009-03-27",0.39
"564","2009-03-30",0.38
"565","2009-03-31",0.4
"566","2009-04-01",0.42
"567","2009-04-02",0.42
"568","2009-04-03",0.41
"569","2009-04-06",0.43
"570","2009-04-07",0.42
"571","2009-04-08",0.38
"572","2009-04-09",0.4
"573","2009-04-13",0.4
"574","2009-04-14",0.38
"575","2009-04-15",0.38
"576","2009-04-16",0.38
"577","2009-04-17",0.38
"578","2009-04-20",0.38
"579","2009-04-21",0.38
"580","2009-04-22",0.38
"581","2009-04-23",0.37
"582","2009-04-24",0.38
"583","2009-04-27",0.36
"584","2009-04-28",0.37
"585","2009-04-29",0.39
"586","2009-04-30",0.38
"587","2009-05-01",0.43
"588","2009-05-04",0.41
"589","2009-05-05",0.4
"590","2009-05-06",0.48
"591","2009-05-07",0.56
"592","2009-05-08",0.55
"593","2009-05-11",0.48
"594","2009-05-12",0.5
"595","2009-05-13",0.45
"596","2009-05-14",0.47
"597","2009-05-15",0.47
"598","2009-05-18",0.49
"599","2009-05-19",0.47
"600","2009-05-20",0.47
"601","2009-05-21",0.43
"602","2009-05-22",0.43
"603","2009-05-26",0.52
"604","2009-05-27",0.48
"605","2009-05-28",0.47
"606","2009-05-29",0.46
"607","2009-06-01",0.46
"608","2009-06-02",0.49
"609","2009-06-03",0.47
"610","2009-06-04",0.48
"611","2009-06-05",0.46
"612","2009-06-08",0.44
"613","2009-06-09",0.43
"614","2009-06-10",0.4
"615","2009-06-11",0.42
"616","2009-06-12",0.42
"617","2009-06-15",0.41
"618","2009-06-16",0.41
"619","2009-06-17",0.41
"620","2009-06-18",0.47
"621","2009-06-19",0.45
"622","2009-06-22",0.41
"623","2009-06-23",0.43
"624","2009-06-24",0.42
"625","2009-06-25",0.41
"626","2009-06-26",0.34
"627","2009-06-29",0.37
"628","2009-06-30",0.38
"629","2009-07-01",0.39
"630","2009-07-02",0.38
"631","2009-07-06",0.36
"632","2009-07-07",0.35
"633","2009-07-08",0.34
"634","2009-07-09",0.34
"635","2009-07-10",0.35
"636","2009-07-13",0.34
"637","2009-07-14",0.34
"638","2009-07-15",0.35
"639","2009-07-16",0.34
"640","2009-07-17",0.34
"641","2009-07-20",0.35
"642","2009-07-21",0.38
"643","2009-07-22",0.36
"644","2009-07-23",0.37
"645","2009-07-24",0.41
"646","2009-07-27",0.41
"647","2009-07-28",0.44
"648","2009-07-29",0.43
"649","2009-07-30",0.42
"650","2009-07-31",0.42
"651","2009-08-03",0.44
"652","2009-08-04",0.48
"653","2009-08-05",0.45
"654","2009-08-06",0.4
"655","2009-08-07",0.4
"656","2009-08-10",0.39
"657","2009-08-11",0.38
"658","2009-08-12",0.38
"659","2009-08-13",0.4
"660","2009-08-14",0.38
"661","2009-08-17",0.38
"662","2009-08-18",0.39
"663","2009-08-19",0.4
"664","2009-08-20",0.44
"665","2009-08-21",0.46
"666","2009-08-24",0.6
"667","2009-08-25",1.59
"668","2009-08-26",2.17
"669","2009-08-27",1.99
"670","2009-08-28",1.37
"671","2009-08-31",1.43
"672","2009-09-01",1.43
"673","2009-09-02",1.71
"674","2009-09-03",1.48
"675","2009-09-04",1.5
"676","2009-09-08",1.46
"677","2009-09-09",1.35
"678","2009-09-10",1.37
"679","2009-09-11",1.62
"680","2009-09-14",1.55
"681","2009-09-15",1.48
"682","2009-09-16",1.46
"683","2009-09-17",1.4
"684","2009-09-18",1.48
"685","2009-09-21",1.44
"686","2009-09-22",1.44
"687","2009-09-23",1.4
"688","2009-09-24",1.38
"689","2009-09-25",1.35
"690","2009-09-28",1.36
"691","2009-09-29",1.42
"692","2009-09-30",1.39
"693","2009-10-01",1.36
"694","2009-10-02",1.32
"695","2009-10-05",1.49
"696","2009-10-06",1.44
"697","2009-10-07",2
"698","2009-10-08",1.73
"699","2009-10-09",1.65
"700","2009-10-12",1.73
"701","2009-10-13",1.71
"702","2009-10-14",1.66
"703","2009-10-15",1.63
"704","2009-10-16",1.57
"705","2009-10-19",1.61
"706","2009-10-20",1.58
"707","2009-10-21",1.53
"708","2009-10-22",1.52
"709","2009-10-23",1.45
"710","2009-10-26",1.42
"711","2009-10-27",1.63
"712","2009-10-28",1.5
"713","2009-10-29",1.59
"714","2009-10-30",1.58
"715","2009-11-02",1.65
"716","2009-11-03",1.78
"717","2009-11-04",1.37
"718","2009-11-05",1.35
"719","2009-11-06",1.28
"720","2009-11-09",1.32
"721","2009-11-10",1.34
"722","2009-11-11",1.37
"723","2009-11-12",1.34
"724","2009-11-13",1.31
"725","2009-11-16",1.31
"726","2009-11-17",1.28
"727","2009-11-18",1.24
"728","2009-11-19",1.2
"729","2009-11-20",1.16
"730","2009-11-23",1.18
"731","2009-11-24",1.2
"732","2009-11-25",1.29
"733","2009-11-27",1.25
"734","2009-11-30",1.28
"735","2009-12-01",1.29
"736","2009-12-02",1.3
"737","2009-12-03",1.33
"738","2009-12-04",1.31
"739","2009-12-07",1.31
"740","2009-12-08",1.29
"741","2009-12-09",1.27
"742","2009-12-10",1.27
"743","2009-12-11",1.27
"744","2009-12-14",1.26
"745","2009-12-15",1.23
"746","2009-12-16",1.24
"747","2009-12-17",1.21
"748","2009-12-18",1.18
"749","2009-12-21",1.2
"750","2009-12-22",1.44
"751","2009-12-23",1.48
"752","2009-12-24",1.42
"753","2009-12-28",1.38
"754","2009-12-29",1.45
"755","2009-12-30",1.43
"756","2009-12-31",1.4
"757","2010-01-04",1.46
"758","2010-01-05",1.54
"759","2010-01-06",1.55
"760","2010-01-07",1.61
"761","2010-01-08",1.59
"762","2010-01-11",1.61
"763","2010-01-12",1.53
"764","2010-01-13",1.6
"765","2010-01-14",1.6
"766","2010-01-15",1.55
"767","2010-01-19",1.57
"768","2010-01-20",1.54
"769","2010-01-21",1.56
"770","2010-01-22",1.61
"771","2010-01-25",1.55
"772","2010-01-26",1.52
"773","2010-01-27",1.51
"774","2010-01-28",1.43
"775","2010-01-29",1.45
"776","2010-02-01",1.44
"777","2010-02-02",1.56
"778","2010-02-03",1.53
"779","2010-02-04",1.43
"780","2010-02-05",1.4
"781","2010-02-08",1.42
"782","2010-02-09",1.46
"783","2010-02-10",1.46
"784","2010-02-11",1.49
"785","2010-02-12",1.49
"786","2010-02-16",1.54
"787","2010-02-17",1.54
"788","2010-02-18",1.61
"789","2010-02-19",1.69
"790","2010-02-22",1.79
"791","2010-02-23",1.71
"792","2010-02-24",1.72
"793","2010-02-25",1.68
"794","2010-02-26",1.55
"795","2010-03-01",1.57
"796","2010-03-02",1.46
"797","2010-03-03",1.48
"798","2010-03-04",1.49
"799","2010-03-05",1.5
"800","2010-03-08",1.47
"801","2010-03-09",1.52
"802","2010-03-10",1.5
"803","2010-03-11",1.44
"804","2010-03-12",1.43
"805","2010-03-15",1.43
"806","2010-03-16",1.42
"807","2010-03-17",1.39
"808","2010-03-18",1.36
"809","2010-03-19",1.34
"810","2010-03-22",1.37
"811","2010-03-23",1.38
"812","2010-03-24",1.34
"813","2010-03-25",1.3
"814","2010-03-26",1.32
"815","2010-03-29",1.34
"816","2010-03-30",1.32
"817","2010-03-31",1.35
"818","2010-04-01",1.37
"819","2010-04-05",1.51
"820","2010-04-06",1.48
"821","2010-04-07",1.45
"822","2010-04-08",1.46
"823","2010-04-09",1.44
"824","2010-04-12",1.46
"825","2010-04-13",1.43
"826","2010-04-14",1.54
"827","2010-04-15",1.61
"828","2010-04-16",1.59
"829","2010-04-19",1.58
"830","2010-04-20",1.62
"831","2010-04-21",1.67
"832","2010-04-22",1.63
"833","2010-04-23",1.65
"834","2010-04-26",1.68
"835","2010-04-27",1.62
"836","2010-04-28",1.64
"837","2010-04-29",1.69
"838","2010-04-30",1.7
"839","2010-05-03",1.7
"840","2010-05-04",1.58
"841","2010-05-05",1.74
"842","2010-05-06",1.64
"843","2010-05-07",1.65
"844","2010-05-10",1.68
"845","2010-05-11",1.85
"846","2010-05-12",1.83
"847","2010-05-13",1.88
"848","2010-05-14",1.98
"849","2010-05-17",1.99
"850","2010-05-18",2.08
"851","2010-05-19",1.98
"852","2010-05-20",1.82
"853","2010-05-21",1.87
"854","2010-05-24",1.94
"855","2010-05-25",1.93
"856","2010-05-26",1.94
"857","2010-05-27",1.99
"858","2010-05-28",2.01
"859","2010-06-01",2
"860","2010-06-02",2.02
"861","2010-06-03",2
"862","2010-06-04",1.92
"863","2010-06-07",1.92
"864","2010-06-08",1.9
"865","2010-06-09",1.9
"866","2010-06-10",1.95
"867","2010-06-11",2
"868","2010-06-14",2.11
"869","2010-06-15",2.47
"870","2010-06-16",2.38
"871","2010-06-17",2.68
"872","2010-06-18",2.69
"873","2010-06-21",2.46
"874","2010-06-22",2.27
"875","2010-06-23",2.53
"876","2010-06-24",2.48
"877","2010-06-25",2.53
"878","2010-06-28",2.62
"879","2010-06-29",2.35
"880","2010-06-30",2.3
"881","2010-07-01",2.19
"882","2010-07-02",2.17
"883","2010-07-06",2.18
"884","2010-07-07",2.3
"885","2010-07-08",2.34
"886","2010-07-09",2.42
"887","2010-07-12",2.39
"888","2010-07-13",2.45
"889","2010-07-14",2.45
"890","2010-07-15",2.42
"891","2010-07-16",2.28
"892","2010-07-19",2.2
"893","2010-07-20",2.22
"894","2010-07-21",2.2
"895","2010-07-22",2.31
"896","2010-07-23",2.36
"897","2010-07-26",2.42
"898","2010-07-27",2.38
"899","2010-07-28",2.34
"900","2010-07-29",2.39
"901","2010-07-30",2.45
"902","2010-08-02",2.4
"903","2010-08-03",2.39
"904","2010-08-04",2.27
"905","2010-08-05",2.25
"906","2010-08-06",2.33
"907","2010-08-09",2.36
"908","2010-08-10",2.32
"909","2010-08-11",2.21
"910","2010-08-12",2.14
"911","2010-08-13",2.02
"912","2010-08-16",2.14
"913","2010-08-17",2.19
"914","2010-08-18",2.11
"915","2010-08-19",2.1
"916","2010-08-20",2.05
"917","2010-08-23",2.04
"918","2010-08-24",2.06
"919","2010-08-25",2.04
"920","2010-08-26",1.96
"921","2010-08-27",2.03
"922","2010-08-30",2.08
"923","2010-08-31",2.16
"924","2010-09-01",2.16
"925","2010-09-02",2.28
"926","2010-09-03",2.24
"927","2010-09-07",2.19
"928","2010-09-08",2.26
"929","2010-09-09",2.27
"930","2010-09-10",2.29
"931","2010-09-13",2.34
"932","2010-09-14",2.37
"933","2010-09-15",2.4
"934","2010-09-16",2.36
"935","2010-09-17",2.38
"936","2010-09-20",2.43
"937","2010-09-21",2.41
"938","2010-09-22",2.45
"939","2010-09-23",2.38
"940","2010-09-24",2.5
"941","2010-09-27",2.52
"942","2010-09-28",2.57
"943","2010-09-29",2.56
"944","2010-09-30",2.55
"945","2010-10-01",2.57
"946","2010-10-04",2.54
"947","2010-10-05",2.54
"948","2010-10-06",2.46
"949","2010-10-07",2.53
"950","2010-10-08",2.63
"951","2010-10-11",2.66
"952","2010-10-12",2.6
"953","2010-10-13",2.57
"954","2010-10-14",2.6
"955","2010-10-15",2.65
"956","2010-10-18",2.79
"957","2010-10-19",2.64
"958","2010-10-20",2.7
"959","2010-10-21",2.59
"960","2010-10-22",2.64
"961","2010-10-25",2.63
"962","2010-10-26",2.6
"963","2010-10-27",2.64
"964","2010-10-28",2.59
"965","2010-10-29",2.55
"966","2010-11-01",2.5
"967","2010-11-02",2.48
"968","2010-11-03",2.32
"969","2010-11-04",2.15
"970","2010-11-05",2.33
"971","2010-11-08",2.44
"972","2010-11-09",2.46
"973","2010-11-10",2.48
"974","2010-11-11",2.5
"975","2010-11-12",2.49
"976","2010-11-15",2.45
"977","2010-11-16",2.41
"978","2010-11-17",2.44
"979","2010-11-18",2.5
"980","2010-11-19",2.51
"981","2010-11-22",2.53
"982","2010-11-23",2.54
"983","2010-11-24",2.51
"984","2010-11-26",2.5
"985","2010-11-29",2.44
"986","2010-11-30",2.42
"987","2010-12-01",2.39
"988","2010-12-02",2.31
"989","2010-12-03",2.35
"990","2010-12-06",2.3
"991","2010-12-07",2.33
"992","2010-12-08",2.28
"993","2010-12-09",2.32
"994","2010-12-10",2.26
"995","2010-12-13",2.34
"996","2010-12-14",2.33
"997","2010-12-15",2.38
"998","2010-12-16",2.4
"999","2010-12-17",2.37
"1000","2010-12-20",2.43
"1001","2010-12-21",2.45
