"","date","GLIBP"
"1","2012-08-17",10.454992
"2","2012-08-20",10.479587
"3","2012-08-21",10.479587
"4","2012-08-22",10.479587
"5","2012-08-23",10.479587
"6","2012-08-24",10.479587
"7","2012-08-27",11.807673
"8","2012-08-28",11.807673
"9","2012-08-29",11.807673
"10","2012-08-30",11.807673
"11","2012-08-31",11.807673
"12","2012-09-04",11.807673
"13","2012-09-05",11.807673
"14","2012-09-06",11.807673
"15","2012-09-07",11.807673
"16","2012-09-10",11.807673
"17","2012-09-11",12.466798
"18","2012-09-12",12.466798
"19","2012-09-13",12.466798
"20","2012-09-14",12.466798
"21","2012-09-17",12.466798
"22","2012-09-18",12.466798
"23","2012-09-19",12.466798
"24","2012-09-20",12.466798
"25","2012-09-21",11.800295
"26","2012-09-24",12.277423
"27","2012-09-25",11.933104
"28","2012-09-26",11.933104
"29","2012-09-27",11.933104
"30","2012-09-28",12.132317
"31","2012-10-01",12.132317
"32","2012-10-02",12.132317
"33","2012-10-03",12.132317
"34","2012-10-04",12.132317
"35","2012-10-05",12.132317
"36","2012-10-08",12.132317
"37","2012-10-09",12.132317
"38","2012-10-10",12.132317
"39","2012-10-11",12.132317
"40","2012-10-12",12.132317
"41","2012-10-15",12.132317
"42","2012-10-16",12.132317
"43","2012-10-17",12.132317
"44","2012-10-18",12.132317
"45","2012-10-19",12.132317
"46","2012-10-22",12.132317
"47","2012-10-23",12.132317
"48","2012-10-24",12.132317
"49","2012-10-25",12.132317
"50","2012-10-26",13.649778
"51","2012-10-31",12.907034
"52","2012-11-01",14.171176
"53","2012-11-02",14.171176
"54","2012-11-05",14.171176
"55","2012-11-06",14.375307
"56","2012-11-07",14.02361
"57","2012-11-08",14.02361
"58","2012-11-09",14.02361
"59","2012-11-12",14.02361
"60","2012-11-13",14.02361
"61","2012-11-14",14.02361
"62","2012-11-15",13.534186
"63","2012-11-16",13.534186
"64","2012-11-19",13.534186
"65","2012-11-20",13.534186
"66","2012-11-21",13.534186
"67","2012-11-23",13.534186
"68","2012-11-26",13.534186
"69","2012-11-27",13.534186
"70","2012-11-28",13.534186
"71","2012-11-29",14.409739
"72","2012-11-30",14.409739
"73","2012-12-03",14.409739
"74","2012-12-04",14.409739
"75","2012-12-05",14.390064
"76","2012-12-06",14.564683
"77","2012-12-07",14.564683
"78","2012-12-10",14.564683
"79","2012-12-11",14.658141
"80","2012-12-12",14.931136
"81","2012-12-13",14.931136
"82","2012-12-14",14.931136
"83","2012-12-17",15.341859
"84","2012-12-18",15.868176
"85","2012-12-19",15.740285
"86","2012-12-20",15.740285
"87","2012-12-21",14.734383
"88","2012-12-24",16.064928
"89","2012-12-26",16.064928
"90","2012-12-27",16.064928
"91","2012-12-28",16.064928
"92","2012-12-31",16.765863
"93","2013-01-02",16.765863
"94","2013-01-03",16.765863
"95","2013-01-04",16.765863
"96","2013-01-07",16.765863
"97","2013-01-08",16.765863
"98","2013-01-09",16.765863
"99","2013-01-10",16.765863
"100","2013-01-11",16.765863
"101","2013-01-14",16.765863
"102","2013-01-15",16.765863
"103","2013-01-16",16.765863
"104","2013-01-17",16.765863
"105","2013-01-18",16.765863
"106","2013-01-22",16.765863
"107","2013-01-23",16.765863
"108","2013-01-24",16.765863
"109","2013-01-25",16.765863
"110","2013-01-28",16.765863
"111","2013-01-29",16.765863
"112","2013-01-30",16.765863
"113","2013-01-31",16.765863
"114","2013-02-01",18.521889
"115","2013-02-04",18.521889
"116","2013-02-05",18.521889
"117","2013-02-06",18.521889
"118","2013-02-07",18.521889
"119","2013-02-08",18.521889
"120","2013-02-11",18.521889
"121","2013-02-12",18.521889
"122","2013-02-13",18.521889
"123","2013-02-14",18.521889
"124","2013-02-15",18.521889
"125","2013-02-19",18.521889
"126","2013-02-20",18.521889
"127","2013-02-21",18.521889
"128","2013-02-22",18.521889
"129","2013-02-25",18.521889
"130","2013-02-26",18.521889
"131","2013-02-27",18.521889
"132","2013-02-28",18.521889
"133","2013-03-01",18.027546
"134","2013-03-04",17.990654
"135","2013-03-05",17.990654
"136","2013-03-06",18.903099
"137","2013-03-07",18.903099
"138","2013-03-08",18.903099
"139","2013-03-11",18.903099
"140","2013-03-12",18.903099
"141","2013-03-13",18.903099
"142","2013-03-14",18.903099
"143","2013-03-15",18.903099
"144","2013-03-18",18.903099
"145","2013-03-19",18.903099
"146","2013-03-20",18.903099
"147","2013-03-21",18.903099
"148","2013-03-22",18.903099
"149","2013-03-25",18.903099
"150","2013-03-26",18.903099
"151","2013-03-27",18.903099
"152","2013-03-28",18.903099
"153","2013-04-01",18.903099
"154","2013-04-02",18.903099
"155","2013-04-03",18.903099
"156","2013-04-04",18.903099
"157","2013-04-05",18.903099
"158","2013-04-08",18.903099
"159","2013-04-09",18.903099
"160","2013-04-10",18.903099
"161","2013-04-11",18.903099
"162","2013-04-12",18.748156
"163","2013-04-15",18.312838
"164","2013-04-16",18.698967
"165","2013-04-17",18.698967
"166","2013-04-18",18.381702
"167","2013-04-19",18.381702
"168","2013-04-22",18.381702
"169","2013-04-23",18.381702
"170","2013-04-24",18.381702
"171","2013-04-25",18.817019
"172","2013-04-26",18.817019
"173","2013-04-29",18.817019
"174","2013-04-30",18.418592
"175","2013-05-01",18.418592
"176","2013-05-02",18.418592
"177","2013-05-03",18.418592
"178","2013-05-06",18.418592
"179","2013-05-07",18.568617
"180","2013-05-08",18.593212
"181","2013-05-09",18.593212
"182","2013-05-10",18.593212
"183","2013-05-13",18.794884
"184","2013-05-14",19.23266
"185","2013-05-15",19.552385
"186","2013-05-16",19.397442
"187","2013-05-17",19.397442
"188","2013-05-20",19.397442
"189","2013-05-21",19.397442
"190","2013-05-22",19.397442
"191","2013-05-23",19.552385
"192","2013-05-24",19.552385
"193","2013-05-28",20.132809
"194","2013-05-29",20.132809
"195","2013-05-30",20.132809
"196","2013-05-31",20.132809
"197","2013-06-03",20.132809
"198","2013-06-04",20.132809
"199","2013-06-05",19.414658
"200","2013-06-06",19.414658
"201","2013-06-07",19.414658
"202","2013-06-10",20.110674
"203","2013-06-11",20.110674
"204","2013-06-12",20.110674
"205","2013-06-13",20.683718
"206","2013-06-14",20.683718
"207","2013-06-17",20.683718
"208","2013-06-18",20.683718
"209","2013-06-19",20.683718
"210","2013-06-20",20.779636
"211","2013-06-21",20.779636
"212","2013-06-24",20.779636
"213","2013-06-25",20.779636
"214","2013-06-26",20.779636
"215","2013-06-27",20.779636
"216","2013-06-28",20.779636
"217","2013-07-01",20.779636
"218","2013-07-02",21.072308
"219","2013-07-03",21.072308
"220","2013-07-05",21.072308
"221","2013-07-08",21.854403
"222","2013-07-09",21.854403
"223","2013-07-10",21.298574
"224","2013-07-11",21.298574
"225","2013-07-12",21.298574
"226","2013-07-15",21.298574
"227","2013-07-16",21.298574
"228","2013-07-17",21.298574
"229","2013-07-18",22.070831
"230","2013-07-19",22.070831
