"","date","PSB"
"1","2007-01-03",70.970001
"2","2007-01-04",70.440002
"3","2007-01-05",69
"4","2007-01-08",68.5
"5","2007-01-09",69.43
"6","2007-01-10",69.949997
"7","2007-01-11",71.940002
"8","2007-01-12",72.300003
"9","2007-01-16",72.879997
"10","2007-01-17",72.949997
"11","2007-01-18",72.089996
"12","2007-01-19",73.849998
"13","2007-01-22",72.379997
"14","2007-01-23",72.980003
"15","2007-01-24",74.010002
"16","2007-01-25",74.25
"17","2007-01-26",74.849998
"18","2007-01-29",75.519997
"19","2007-01-30",75.120003
"20","2007-01-31",75.209999
"21","2007-02-01",76.199997
"22","2007-02-02",75.849998
"23","2007-02-05",74.93
"24","2007-02-06",74.900002
"25","2007-02-07",76.25
"26","2007-02-08",76
"27","2007-02-09",76.5
"28","2007-02-12",75.5
"29","2007-02-13",77
"30","2007-02-14",75.970001
"31","2007-02-15",76.349998
"32","2007-02-16",76.199997
"33","2007-02-20",77.25
"34","2007-02-21",76.949997
"35","2007-02-22",76.599998
"36","2007-02-23",75.080002
"37","2007-02-26",75.480003
"38","2007-02-27",71.849998
"39","2007-02-28",71.860001
"40","2007-03-01",71.220001
"41","2007-03-02",69.599998
"42","2007-03-05",66.830002
"43","2007-03-06",68.050003
"44","2007-03-07",67.449997
"45","2007-03-08",68.260002
"46","2007-03-09",69.669998
"47","2007-03-12",70.25
"48","2007-03-13",68.370003
"49","2007-03-14",68.900002
"50","2007-03-15",69.830002
"51","2007-03-16",68.919998
"52","2007-03-19",69.949997
"53","2007-03-20",70.5
"54","2007-03-21",71.25
"55","2007-03-22",71.349998
"56","2007-03-23",72.139999
"57","2007-03-26",71.279999
"58","2007-03-27",69.949997
"59","2007-03-28",69.879997
"60","2007-03-29",70.300003
"61","2007-03-30",70.519997
"62","2007-04-02",71.25
"63","2007-04-03",71.75
"64","2007-04-04",71.150002
"65","2007-04-05",70.699997
"66","2007-04-09",70.599998
"67","2007-04-10",70.809998
"68","2007-04-11",70.349998
"69","2007-04-12",70.300003
"70","2007-04-13",70.699997
"71","2007-04-16",70.900002
"72","2007-04-17",71.550003
"73","2007-04-18",70.349998
"74","2007-04-19",69.199997
"75","2007-04-20",70.099998
"76","2007-04-23",70.959999
"77","2007-04-24",71
"78","2007-04-25",71.099998
"79","2007-04-26",70.599998
"80","2007-04-27",70.410004
"81","2007-04-30",68.900002
"82","2007-05-01",68.699997
"83","2007-05-02",69.239998
"84","2007-05-03",69.050003
"85","2007-05-04",68.769997
"86","2007-05-07",68.900002
"87","2007-05-08",69.150002
"88","2007-05-09",70
"89","2007-05-10",68.599998
"90","2007-05-11",69.889999
"91","2007-05-14",68.800003
"92","2007-05-15",67.949997
"93","2007-05-16",68
"94","2007-05-17",66.370003
"95","2007-05-18",65.099998
"96","2007-05-21",65.199997
"97","2007-05-22",66.199997
"98","2007-05-23",65.699997
"99","2007-05-24",64.349998
"100","2007-05-25",64.699997
"101","2007-05-29",66.650002
"102","2007-05-30",67.639999
"103","2007-05-31",67.150002
"104","2007-06-01",67.75
"105","2007-06-04",67.900002
"106","2007-06-05",67.440002
"107","2007-06-06",67.25
"108","2007-06-07",65.760002
"109","2007-06-08",66.379997
"110","2007-06-11",66.099998
"111","2007-06-12",64.639999
"112","2007-06-13",65.25
"113","2007-06-14",64.400002
"114","2007-06-15",64.650002
"115","2007-06-18",63.450001
"116","2007-06-19",63.650002
"117","2007-06-20",63.040001
"118","2007-06-21",61.25
"119","2007-06-22",61
"120","2007-06-25",61.049999
"121","2007-06-26",61
"122","2007-06-27",62.799999
"123","2007-06-28",62.599998
"124","2007-06-29",63.369999
"125","2007-07-02",64.860001
"126","2007-07-03",65.449997
"127","2007-07-05",65.660004
"128","2007-07-06",65.150002
"129","2007-07-09",65.18
"130","2007-07-10",62.919998
"131","2007-07-11",62.939999
"132","2007-07-12",62.849998
"133","2007-07-13",62.599998
"134","2007-07-16",62.25
"135","2007-07-17",61.599998
"136","2007-07-18",61
"137","2007-07-19",61.25
"138","2007-07-20",59.200001
"139","2007-07-23",58.299999
"140","2007-07-24",56.43
"141","2007-07-25",55.25
"142","2007-07-26",53.68
"143","2007-07-27",52.009998
"144","2007-07-30",51.529999
"145","2007-07-31",51.099998
"146","2007-08-01",51.400002
"147","2007-08-02",52.700001
"148","2007-08-03",52.150002
"149","2007-08-06",52.41
"150","2007-08-07",51.75
"151","2007-08-08",53.099998
"152","2007-08-09",53.529999
"153","2007-08-10",53.849998
"154","2007-08-13",53.400002
"155","2007-08-14",51.900002
"156","2007-08-15",52.200001
"157","2007-08-16",54.799999
"158","2007-08-17",54.900002
"159","2007-08-20",55
"160","2007-08-21",55.200001
"161","2007-08-22",55.5
"162","2007-08-23",55.200001
"163","2007-08-24",55.150002
"164","2007-08-27",54.400002
"165","2007-08-28",52.849998
"166","2007-08-29",53.77
"167","2007-08-30",54.009998
"168","2007-08-31",56.5
"169","2007-09-04",56.700001
"170","2007-09-05",56.099998
"171","2007-09-06",56.43
"172","2007-09-07",55.029999
"173","2007-09-10",54.540001
"174","2007-09-11",54.689999
"175","2007-09-12",54.650002
"176","2007-09-13",55.220001
"177","2007-09-14",55.48
"178","2007-09-17",55.369999
"179","2007-09-18",57.529999
"180","2007-09-19",59.560001
"181","2007-09-20",58.900002
"182","2007-09-21",58.650002
"183","2007-09-24",58.799999
"184","2007-09-25",56.73
"185","2007-09-26",56.75
"186","2007-09-27",57
"187","2007-09-28",56.849998
"188","2007-10-01",58.439999
"189","2007-10-02",59.299999
"190","2007-10-03",59.299999
"191","2007-10-04",60.68
"192","2007-10-05",63.950001
"193","2007-10-08",62.25
"194","2007-10-09",62.419998
"195","2007-10-10",62.099998
"196","2007-10-11",61.599998
"197","2007-10-12",61.599998
"198","2007-10-15",60.5
"199","2007-10-16",59.240002
"200","2007-10-17",57.59
"201","2007-10-18",56.950001
"202","2007-10-19",56.299999
"203","2007-10-22",56.849998
"204","2007-10-23",56.900002
"205","2007-10-24",56
"206","2007-10-25",56.049999
"207","2007-10-26",56.849998
"208","2007-10-29",56.27
"209","2007-10-30",56.599998
"210","2007-10-31",58.299999
"211","2007-11-01",56.799999
"212","2007-11-02",55.73
"213","2007-11-05",54.970001
"214","2007-11-06",55.299999
