"","date","KNX"
"1","2007-01-03",17.440001
"2","2007-01-04",17.950001
"3","2007-01-05",17.540001
"4","2007-01-08",17.52
"5","2007-01-09",17.620001
"6","2007-01-10",17.83
"7","2007-01-11",18.379999
"8","2007-01-12",18.799999
"9","2007-01-16",18.959999
"10","2007-01-17",19
"11","2007-01-18",19.040001
"12","2007-01-19",19.059999
"13","2007-01-22",19.190001
"14","2007-01-23",19.24
"15","2007-01-24",19.25
"16","2007-01-25",18.92
"17","2007-01-26",18.559999
"18","2007-01-29",18.809999
"19","2007-01-30",18.74
"20","2007-01-31",18.799999
"21","2007-02-01",19.110001
"22","2007-02-02",19.23
"23","2007-02-05",18.92
"24","2007-02-06",18.959999
"25","2007-02-07",19.040001
"26","2007-02-08",18.860001
"27","2007-02-09",18.58
"28","2007-02-12",18.700001
"29","2007-02-13",19.07
"30","2007-02-14",19.4
"31","2007-02-15",19.34
"32","2007-02-16",19.309999
"33","2007-02-20",19.799999
"34","2007-02-21",19.99
"35","2007-02-22",19.99
"36","2007-02-23",20.23
"37","2007-02-26",19.65
"38","2007-02-27",18.83
"39","2007-02-28",18.66
"40","2007-03-01",18.48
"41","2007-03-02",18.08
"42","2007-03-05",17.879999
"43","2007-03-06",18.200001
"44","2007-03-07",18.110001
"45","2007-03-08",18.17
"46","2007-03-09",18.219999
"47","2007-03-12",18.309999
"48","2007-03-13",17.870001
"49","2007-03-14",17.91
"50","2007-03-15",18.25
"51","2007-03-16",18.09
"52","2007-03-19",18.209999
"53","2007-03-20",18.57
"54","2007-03-21",18.780001
"55","2007-03-22",18.93
"56","2007-03-23",18.790001
"57","2007-03-26",18.27
"58","2007-03-27",18.209999
"59","2007-03-28",17.870001
"60","2007-03-29",17.84
"61","2007-03-30",17.82
"62","2007-04-02",17.780001
"63","2007-04-03",17.98
"64","2007-04-04",17.92
"65","2007-04-05",18.799999
"66","2007-04-09",19.309999
"67","2007-04-10",19.309999
"68","2007-04-11",19.35
"69","2007-04-12",19.67
"70","2007-04-13",19.5
"71","2007-04-16",19.969999
"72","2007-04-17",19.58
"73","2007-04-18",19.469999
"74","2007-04-19",20.34
"75","2007-04-20",20.120001
"76","2007-04-23",19.65
"77","2007-04-24",19.469999
"78","2007-04-25",19.780001
"79","2007-04-26",19.629999
"80","2007-04-27",19.76
"81","2007-04-30",19.469999
"82","2007-05-01",18.9
"83","2007-05-02",19.309999
"84","2007-05-03",19.41
"85","2007-05-04",19.24
"86","2007-05-07",19.15
"87","2007-05-08",19.1
"88","2007-05-09",18.92
"89","2007-05-10",18.309999
"90","2007-05-11",18.34
"91","2007-05-14",18.15
"92","2007-05-15",18.07
"93","2007-05-16",18.139999
"94","2007-05-17",18.129999
"95","2007-05-18",18.059999
"96","2007-05-21",18.450001
"97","2007-05-22",18.76
"98","2007-05-23",18.66
"99","2007-05-24",18.23
"100","2007-05-25",18.200001
"101","2007-05-29",18.4
"102","2007-05-30",18.6
"103","2007-05-31",18.73
"104","2007-06-01",19.059999
"105","2007-06-04",19.129999
"106","2007-06-05",18.889999
"107","2007-06-06",18.82
"108","2007-06-07",18.549999
"109","2007-06-08",18.639999
"110","2007-06-11",18.629999
"111","2007-06-12",18.690001
"112","2007-06-13",18.77
"113","2007-06-14",19.290001
"114","2007-06-15",19.940001
"115","2007-06-18",19.57
"116","2007-06-19",19.82
"117","2007-06-20",19.66
"118","2007-06-21",19.58
"119","2007-06-22",19.6
"120","2007-06-25",19.889999
"121","2007-06-26",19.6
"122","2007-06-27",19.99
"123","2007-06-28",19.74
"124","2007-06-29",19.379999
"125","2007-07-02",19.559999
"126","2007-07-03",19.780001
"127","2007-07-05",19.709999
"128","2007-07-06",19.6
"129","2007-07-09",19.83
"130","2007-07-10",19.110001
"131","2007-07-11",19.700001
"132","2007-07-12",19.92
"133","2007-07-13",20
"134","2007-07-16",19.77
"135","2007-07-17",19.59
"136","2007-07-18",19.450001
"137","2007-07-19",18.799999
"138","2007-07-20",18.379999
"139","2007-07-23",18
"140","2007-07-24",17.620001
"141","2007-07-25",17.59
"142","2007-07-26",17.51
"143","2007-07-27",17.440001
"144","2007-07-30",17.889999
"145","2007-07-31",17.639999
"146","2007-08-01",18.08
"147","2007-08-02",18.059999
"148","2007-08-03",17.25
"149","2007-08-06",18.02
"150","2007-08-07",18.32
"151","2007-08-08",19.450001
"152","2007-08-09",19.889999
"153","2007-08-10",18.6
"154","2007-08-13",18.440001
"155","2007-08-14",18.1
"156","2007-08-15",18.26
"157","2007-08-16",18.809999
"158","2007-08-17",19.27
"159","2007-08-20",19.370001
"160","2007-08-21",18.969999
"161","2007-08-22",18.85
"162","2007-08-23",18.4
"163","2007-08-24",18.67
"164","2007-08-27",18.4
"165","2007-08-28",17.75
"166","2007-08-29",18.42
"167","2007-08-30",17.99
"168","2007-08-31",18.389999
"169","2007-09-04",18.23
"170","2007-09-05",18.030001
"171","2007-09-06",17.969999
"172","2007-09-07",17.379999
"173","2007-09-10",17.309999
"174","2007-09-11",17.57
"175","2007-09-12",17.280001
"176","2007-09-13",17.18
"177","2007-09-14",17.51
"178","2007-09-17",17.27
"179","2007-09-18",18.129999
"180","2007-09-19",17.9
"181","2007-09-20",17.27
"182","2007-09-21",17.290001
"183","2007-09-24",17.049999
"184","2007-09-25",17.030001
"185","2007-09-26",17.120001
"186","2007-09-27",17.139999
"187","2007-09-28",17.209999
"188","2007-10-01",17.4
"189","2007-10-02",17.870001
"190","2007-10-03",17.93
"191","2007-10-04",17.639999
"192","2007-10-05",18.389999
"193","2007-10-08",17.93
"194","2007-10-09",18.299999
"195","2007-10-10",17.98
"196","2007-10-11",17.9
"197","2007-10-12",17.950001
"198","2007-10-15",17.67
"199","2007-10-16",17.360001
"200","2007-10-17",17.02
"201","2007-10-18",15.5
"202","2007-10-19",15.42
"203","2007-10-22",15.71
"204","2007-10-23",16.139999
"205","2007-10-24",15.86
"206","2007-10-25",15.98
"207","2007-10-26",16.139999
"208","2007-10-29",15.73
"209","2007-10-30",15.66
"210","2007-10-31",15.97
"211","2007-11-01",15.15
"212","2007-11-02",15.28
"213","2007-11-05",15.25
"214","2007-11-06",15.31
"215","2007-11-07",14.82
"216","2007-11-08",14.79
"217","2007-11-09",14.85
"218","2007-11-12",15.01
"219","2007-11-13",15.26
"220","2007-11-14",14.99
"221","2007-11-15",14.58
"222","2007-11-16",14.53
"223","2007-11-19",14.57
"224","2007-11-20",14.96
"225","2007-11-21",14.73
"226","2007-11-23",14.72
"227","2007-11-26",14.79
"228","2007-11-27",14.53
"229","2007-11-28",15.34
"230","2007-11-29",15.15
"231","2007-11-30",15.2
"232","2007-12-03",15
"233","2007-12-04",14.8
"234","2007-12-05",15.42
"235","2007-12-06",16.16
"236","2007-12-07",16.799999
"237","2007-12-10",17.299999
"238","2007-12-11",16.23
"239","2007-12-12",16.379999
"240","2007-12-13",16.07
"241","2007-12-14",15.65
"242","2007-12-17",15.43
"243","2007-12-18",15.51
"244","2007-12-19",15.58
"245","2007-12-20",15.73
"246","2007-12-21",15.51
"247","2007-12-24",15.67
"248","2007-12-26",15.44
"249","2007-12-27",15.03
"250","2007-12-28",15.04
"251","2007-12-31",14.81
"252","2008-01-02",14.63
"253","2008-01-03",14.73
"254","2008-01-04",14.8
"255","2008-01-07",14.66
"256","2008-01-08",14.44
"257","2008-01-09",14.93
"258","2008-01-10",15.1
"259","2008-01-11",15.01
"260","2008-01-14",15.63
"261","2008-01-15",15.13
"262","2008-01-16",15.08
"263","2008-01-17",14.94
"264","2008-01-18",15.04
"265","2008-01-22",15
"266","2008-01-23",16.66
"267","2008-01-24",16.76
"268","2008-01-25",16.18
"269","2008-01-28",16.6
"270","2008-01-29",16.98
"271","2008-01-30",16.83
"272","2008-01-31",17.190001
"273","2008-02-01",17.26
"274","2008-02-04",16.709999
"275","2008-02-05",16.49
"276","2008-02-06",16.639999
"277","2008-02-07",16.84
"278","2008-02-08",16.780001
"279","2008-02-11",16.42
"280","2008-02-12",16.459999
"281","2008-02-13",16.059999
"282","2008-02-14",15.68
"283","2008-02-15",15.52
"284","2008-02-19",15.7
"285","2008-02-20",15.76
"286","2008-02-21",15.32
"287","2008-02-22",15.37
"288","2008-02-25",15.84
"289","2008-02-26",16.18
"290","2008-02-27",15.68
"291","2008-02-28",15.55
"292","2008-02-29",14.79
"293","2008-03-03",14.73
"294","2008-03-04",15.56
"295","2008-03-05",15.6
"296","2008-03-06",15.11
"297","2008-03-07",15.08
"298","2008-03-10",14.88
"299","2008-03-11",15.91
"300","2008-03-12",15.55
"301","2008-03-13",16.450001
"302","2008-03-14",15.79
"303","2008-03-17",15.92
"304","2008-03-18",16.48
"305","2008-03-19",15.69
"306","2008-03-20",16.790001
"307","2008-03-24",17.809999
"308","2008-03-25",17.030001
"309","2008-03-26",16.82
"310","2008-03-27",16.440001
"311","2008-03-28",16.309999
"312","2008-03-31",16.459999
"313","2008-04-01",16.82
"314","2008-04-02",16.700001
"315","2008-04-03",17.209999
"316","2008-04-04",16.790001
"317","2008-04-07",16.860001
"318","2008-04-08",16.75
"319","2008-04-09",15.88
"320","2008-04-10",16.1
"321","2008-04-11",15.59
"322","2008-04-14",15.62
"323","2008-04-15",15.83
"324","2008-04-16",16.58
"325","2008-04-17",15.88
"326","2008-04-18",16.790001
"327","2008-04-21",16.370001
"328","2008-04-22",16.809999
"329","2008-04-23",17.09
"330","2008-04-24",16.98
"331","2008-04-25",16.58
"332","2008-04-28",17
"333","2008-04-29",16.93
"334","2008-04-30",16.99
"335","2008-05-01",17.82
"336","2008-05-02",17.48
"337","2008-05-05",17.860001
"338","2008-05-06",18.4
"339","2008-05-07",17.860001
"340","2008-05-08",17.98
"341","2008-05-09",17.959999
"342","2008-05-12",17.969999
"343","2008-05-13",18.389999
"344","2008-05-14",18.68
"345","2008-05-15",18.24
"346","2008-05-16",17.93
"347","2008-05-19",18.139999
"348","2008-05-20",17.41
"349","2008-05-21",16.68
"350","2008-05-22",17.290001
"351","2008-05-23",17.17
"352","2008-05-27",18.15
"353","2008-05-28",18.389999
"354","2008-05-29",18.219999
"355","2008-05-30",18.26
"356","2008-06-02",17.809999
"357","2008-06-03",17.76
"358","2008-06-04",18.23
"359","2008-06-05",18.290001
"360","2008-06-06",17.73
"361","2008-06-09",17.639999
"362","2008-06-10",17.57
"363","2008-06-11",17.23
"364","2008-06-12",17.08
"365","2008-06-13",17.219999
"366","2008-06-16",17.07
"367","2008-06-17",17
"368","2008-06-18",16.82
"369","2008-06-19",18.33
"370","2008-06-20",18.67
"371","2008-06-23",18.48
"372","2008-06-24",18.049999
"373","2008-06-25",18.34
"374","2008-06-26",17.73
"375","2008-06-27",18.040001
"376","2008-06-30",18.299999
"377","2008-07-01",18.049999
"378","2008-07-02",17.530001
"379","2008-07-03",17.870001
"380","2008-07-07",17.629999
"381","2008-07-08",18.799999
"382","2008-07-09",18.459999
"383","2008-07-10",17.969999
"384","2008-07-11",18.120001
"385","2008-07-14",17.68
"386","2008-07-15",17.530001
"387","2008-07-16",18.85
"388","2008-07-17",19.809999
"389","2008-07-18",20.450001
"390","2008-07-21",20.219999
"391","2008-07-22",21
"392","2008-07-23",20.5
"393","2008-07-24",18.969999
"394","2008-07-25",19.02
"395","2008-07-28",18.99
"396","2008-07-29",19.6
"397","2008-07-30",19.51
"398","2008-07-31",18.92
"399","2008-08-01",18.52
"400","2008-08-04",18.5
"401","2008-08-05",19.6
"402","2008-08-06",19.370001
"403","2008-08-07",19.040001
"404","2008-08-08",19.879999
"405","2008-08-11",19.91
"406","2008-08-12",19.25
"407","2008-08-13",19.120001
"408","2008-08-14",19.48
"409","2008-08-15",19.09
"410","2008-08-18",18.67
"411","2008-08-19",18
"412","2008-08-20",17.559999
"413","2008-08-21",17.43
"414","2008-08-22",18.08
"415","2008-08-25",17.59
"416","2008-08-26",17.709999
"417","2008-08-27",18.1
"418","2008-08-28",18.58
"419","2008-08-29",17.889999
"420","2008-09-02",18.209999
"421","2008-09-03",18.52
"422","2008-09-04",18.059999
"423","2008-09-05",17.76
"424","2008-09-08",17.889999
"425","2008-09-09",17.24
"426","2008-09-10",17.860001
"427","2008-09-11",18.450001
"428","2008-09-12",18.530001
"429","2008-09-15",18.66
"430","2008-09-16",18.799999
"431","2008-09-17",18.969999
"432","2008-09-18",19.799999
"433","2008-09-19",19.48
"434","2008-09-22",18.08
"435","2008-09-23",17.709999
"436","2008-09-24",17.15
"437","2008-09-25",16.959999
"438","2008-09-26",17.42
"439","2008-09-29",17.18
"440","2008-09-30",16.969999
"441","2008-10-01",17.040001
"442","2008-10-02",14.86
"443","2008-10-03",15.23
"444","2008-10-06",15.87
"445","2008-10-07",15.22
"446","2008-10-08",15.2
"447","2008-10-09",14.15
"448","2008-10-10",14.69
"449","2008-10-13",15.45
"450","2008-10-14",15.07
"451","2008-10-15",13.13
"452","2008-10-16",14.37
"453","2008-10-17",13.31
"454","2008-10-20",14.05
"455","2008-10-21",13.63
"456","2008-10-22",13.21
"457","2008-10-23",12.71
"458","2008-10-24",13.69
"459","2008-10-27",13.91
"460","2008-10-28",14.97
"461","2008-10-29",15.15
"462","2008-10-30",15.17
"463","2008-10-31",15.9
"464","2008-11-03",15.26
"465","2008-11-04",15.34
"466","2008-11-05",14.18
"467","2008-11-06",13.77
"468","2008-11-07",14.31
"469","2008-11-10",14.35
"470","2008-11-11",14.42
"471","2008-11-12",14.15
"472","2008-11-13",15.42
"473","2008-11-14",14.47
"474","2008-11-17",13.75
"475","2008-11-18",14.15
"476","2008-11-19",13.38
"477","2008-11-20",13.76
"478","2008-11-21",14.94
"479","2008-11-24",15.17
"480","2008-11-25",15.11
"481","2008-11-26",15.68
"482","2008-11-28",15.76
"483","2008-12-01",14.24
"484","2008-12-02",14.54
"485","2008-12-03",15.04
"486","2008-12-04",15.18
"487","2008-12-05",15.06
"488","2008-12-08",16.16
"489","2008-12-09",14.44
"490","2008-12-10",14.4
"491","2008-12-11",13.19
"492","2008-12-12",13.59
"493","2008-12-15",13.78
"494","2008-12-16",14.12
"495","2008-12-17",14.99
"496","2008-12-18",14.73
"497","2008-12-19",15.08
"498","2008-12-22",14.86
"499","2008-12-23",14.79
"500","2008-12-24",14.98
"501","2008-12-26",15.12
"502","2008-12-29",14.88
"503","2008-12-30",15.46
"504","2008-12-31",16.120001
"505","2009-01-02",16.23
"506","2009-01-05",16
"507","2009-01-06",15.68
"508","2009-01-07",14.7
"509","2009-01-08",14.95
"510","2009-01-09",14.24
"511","2009-01-12",13.64
"512","2009-01-13",13.4
"513","2009-01-14",13
"514","2009-01-15",13.84
"515","2009-01-16",13.11
"516","2009-01-20",12.47
"517","2009-01-21",13.11
"518","2009-01-22",13
"519","2009-01-23",12.66
"520","2009-01-26",12.74
"521","2009-01-27",13.07
"522","2009-01-28",13.68
"523","2009-01-29",13.3
"524","2009-01-30",13.34
"525","2009-02-02",12.94
"526","2009-02-03",13.74
"527","2009-02-04",13.51
"528","2009-02-05",14
"529","2009-02-06",14.81
"530","2009-02-09",14.7
"531","2009-02-10",13.96
"532","2009-02-11",13.71
"533","2009-02-12",13.81
"534","2009-02-13",13.44
"535","2009-02-17",13.3
"536","2009-02-18",13.31
"537","2009-02-19",13.17
"538","2009-02-20",13.13
"539","2009-02-23",12.93
"540","2009-02-24",13.45
"541","2009-02-25",13.12
"542","2009-02-26",12.94
"543","2009-02-27",12.96
"544","2009-03-02",12.38
"545","2009-03-03",12.77
"546","2009-03-04",13.11
"547","2009-03-05",12.8
"548","2009-03-06",12.45
"549","2009-03-09",12.37
"550","2009-03-10",13.07
"551","2009-03-11",13.26
"552","2009-03-12",13.88
"553","2009-03-13",13.82
"554","2009-03-16",14
"555","2009-03-17",14.48
"556","2009-03-18",14.63
"557","2009-03-19",14.63
"558","2009-03-20",13.81
"559","2009-03-23",14.96
"560","2009-03-24",14.59
"561","2009-03-25",14.71
"562","2009-03-26",15.97
"563","2009-03-27",15.56
"564","2009-03-30",14.9
"565","2009-03-31",15.16
"566","2009-04-01",15.18
"567","2009-04-02",16.030001
"568","2009-04-03",16.08
"569","2009-04-06",15.65
"570","2009-04-07",14.8
"571","2009-04-08",15.33
"572","2009-04-09",16.09
"573","2009-04-13",16.52
"574","2009-04-14",16.09
"575","2009-04-15",15.98
"576","2009-04-16",16.15
"577","2009-04-17",16.040001
"578","2009-04-20",15.23
"579","2009-04-21",15.85
"580","2009-04-22",16.01
"581","2009-04-23",17.370001
"582","2009-04-24",17.540001
"583","2009-04-27",17.379999
"584","2009-04-28",17.129999
"585","2009-04-29",17.5
"586","2009-04-30",17.68
"587","2009-05-01",17.18
"588","2009-05-04",17.879999
"589","2009-05-05",17.35
"590","2009-05-06",18.200001
"591","2009-05-07",17.870001
"592","2009-05-08",17.780001
"593","2009-05-11",17.469999
"594","2009-05-12",16.74
"595","2009-05-13",16.09
"596","2009-05-14",16.43
"597","2009-05-15",16.6
"598","2009-05-18",17.049999
"599","2009-05-19",16.809999
"600","2009-05-20",17.02
"601","2009-05-21",16.51
"602","2009-05-22",16.51
"603","2009-05-26",17.360001
"604","2009-05-27",17.26
"605","2009-05-28",17.27
"606","2009-05-29",17.74
"607","2009-06-01",18.139999
"608","2009-06-02",18.309999
"609","2009-06-03",18.030001
"610","2009-06-04",18.120001
"611","2009-06-05",17.959999
"612","2009-06-08",18.02
"613","2009-06-09",18.74
"614","2009-06-10",18.309999
"615","2009-06-11",17.860001
"616","2009-06-12",17.6
"617","2009-06-15",17.139999
"618","2009-06-16",16.629999
"619","2009-06-17",16.450001
"620","2009-06-18",16.6
"621","2009-06-19",16.889999
"622","2009-06-22",16.370001
"623","2009-06-23",16.450001
"624","2009-06-24",16.58
"625","2009-06-25",16.92
"626","2009-06-26",17.09
"627","2009-06-29",16.709999
"628","2009-06-30",16.549999
"629","2009-07-01",16.940001
"630","2009-07-02",16.440001
"631","2009-07-06",16.559999
"632","2009-07-07",16.35
"633","2009-07-08",16.24
"634","2009-07-09",16.059999
